	Rhodotorula_mucilaginosa_CHIFNET_18NJ590.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000807	CHIFNET18NJ590_010450-T1	DBVPG3775_000514-T1
GF00000808	CHIFNET18NJ590_005089-T1	DBVPG3775_000508-T1
GF00000809	CHIFNET18NJ590_011657-T1	DBVPG3775_006555-T1
GF00000810	CHIFNET18NJ590_011658-T1	DBVPG3775_006556-T1
GF00000811	CHIFNET18NJ590_005215-T1	DBVPG3775_004496-T1
GF00000812	CHIFNET18NJ590_005226-T1	DBVPG3775_006507-T1
GF00000813	CHIFNET18NJ590_005232-T1	DBVPG3775_001455-T1
GF00000814	CHIFNET18NJ590_012998-T1	DBVPG3775_002599-T1
GF00000815	CHIFNET18NJ590_011738-T1	DBVPG3775_005970-T1
GF00000816	CHIFNET18NJ590_007744-T1	DBVPG3775_003789-T1
GF00000817	CHIFNET18NJ590_009700-T1	DBVPG3775_004602-T1
GF00000818	CHIFNET18NJ590_005949-T1	DBVPG3775_003312-T1
GF00000819	CHIFNET18NJ590_006003-T1	DBVPG3775_003257-T1
GF00000820	CHIFNET18NJ590_013143-T1	DBVPG3775_003286-T1
GF00000821	CHIFNET18NJ590_005991-T1	DBVPG3775_003271-T1
GF00000822	CHIFNET18NJ590_005999-T1	DBVPG3775_003262-T1
GF00000823	CHIFNET18NJ590_006055-T1	DBVPG3775_007418-T1
GF00000824	CHIFNET18NJ590_007196-T1	DBVPG3775_001816-T1
GF00000825	CHIFNET18NJ590_011967-T1	DBVPG3775_007427-T1
GF00000826	CHIFNET18NJ590_006155-T1	DBVPG3775_007310-T1
GF00000827	CHIFNET18NJ590_006172-T1	DBVPG3775_000004-T1
GF00000828	CHIFNET18NJ590_006186-T1	DBVPG3775_000019-T1
GF00000829	CHIFNET18NJ590_006195-T1	DBVPG3775_000028-T1
GF00000830	CHIFNET18NJ590_011413-T1	DBVPG3775_006325-T1
GF00000831	CHIFNET18NJ590_006332-T1	DBVPG3775_000811-T1
GF00000832	CHIFNET18NJ590_006441-T1	DBVPG3775_005952-T1
GF00000833	CHIFNET18NJ590_007290-T1	DBVPG3775_005310-T1
GF00000834	CHIFNET18NJ590_006524-T1	DBVPG3775_006955-T1
GF00000835	CHIFNET18NJ590_010126-T1	DBVPG3775_000632-T1
GF00000836	CHIFNET18NJ590_010803-T1	DBVPG3775_006269-T1
GF00000837	CHIFNET18NJ590_008552-T1	DBVPG3775_005669-T1
GF00000838	CHIFNET18NJ590_006750-T1	DBVPG3775_006453-T1
GF00000839	CHIFNET18NJ590_006787-T1	DBVPG3775_006408-T1
GF00000840	CHIFNET18NJ590_006793-T1	DBVPG3775_006414-T1
GF00000841	CHIFNET18NJ590_006800-T1	DBVPG3775_006973-T1
GF00000842	CHIFNET18NJ590_006812-T1	DBVPG3775_006961-T1
GF00000843	CHIFNET18NJ590_007103-T1	DBVPG3775_004963-T1
GF00000844	CHIFNET18NJ590_009727-T1	DBVPG3775_001818-T1
GF00000845	CHIFNET18NJ590_008186-T1	DBVPG3775_001887-T1
GF00000846	CHIFNET18NJ590_009199-T1	DBVPG3775_006786-T1
GF00000847	CHIFNET18NJ590_010142-T1	DBVPG3775_000616-T1
GF00000848	CHIFNET18NJ590_007600-T1	DBVPG3775_003367-T1
GF00000849	CHIFNET18NJ590_007607-T1	DBVPG3775_003360-T1
GF00000850	CHIFNET18NJ590_007610-T1	DBVPG3775_003357-T1
GF00000851	CHIFNET18NJ590_007613-T1	DBVPG3775_003353-T1
GF00000852	CHIFNET18NJ590_007615-T1	DBVPG3775_003351-T1
GF00000853	CHIFNET18NJ590_007617-T1	DBVPG3775_003349-T1
GF00000854	CHIFNET18NJ590_007622-T1	DBVPG3775_003343-T1
GF00000855	CHIFNET18NJ590_007629-T1	DBVPG3775_003336-T1
GF00000856	CHIFNET18NJ590_007630-T1	DBVPG3775_003337-T1
GF00000857	CHIFNET18NJ590_007663-T1	DBVPG3775_006810-T1
GF00000858	CHIFNET18NJ590_009173-T1	DBVPG3775_006812-T1
GF00000859	CHIFNET18NJ590_007699-T1	DBVPG3775_003952-T1
GF00000860	CHIFNET18NJ590_008367-T1	DBVPG3775_000726-T1
GF00000861	CHIFNET18NJ590_008394-T1	DBVPG3775_000701-T1
GF00000862	CHIFNET18NJ590_008395-T1	DBVPG3775_000700-T1
GF00000863	CHIFNET18NJ590_008851-T1	DBVPG3775_001751-T1
GF00000864	CHIFNET18NJ590_011701-T1	DBVPG3775_001855-T1
GF00000865	CHIFNET18NJ590_009347-T1	DBVPG3775_002573-T1
GF00000866	CHIFNET18NJ590_009035-T1	DBVPG3775_000651-T1
GF00000867	CHIFNET18NJ590_012284-T1	DBVPG3775_006744-T1
GF00000868	CHIFNET18NJ590_012081-T1	DBVPG3775_001844-T1
GF00000869	CHIFNET18NJ590_009974-T1	DBVPG3775_006511-T1
GF00000870	CHIFNET18NJ590_013081-T1	DBVPG3775_006528-T1
GF00000871	CHIFNET18NJ590_010119-T1	DBVPG3775_000641-T1
GF00000872	CHIFNET18NJ590_014953-T1	DBVPG3775_000629-T1
GF00000873	CHIFNET18NJ590_014200-T1	DBVPG3775_000610-T1
GF00000874	CHIFNET18NJ590_010622-T1	DBVPG3775_005668-T1
GF00000875	CHIFNET18NJ590_010665-T1	DBVPG3775_002683-T1
GF00000876	CHIFNET18NJ590_010666-T1	DBVPG3775_002684-T1
GF00000877	CHIFNET18NJ590_010670-T1	DBVPG3775_002688-T1
GF00000878	CHIFNET18NJ590_010674-T1	DBVPG3775_002692-T1
GF00000879	CHIFNET18NJ590_010865-T1	DBVPG3775_006988-T1
GF00000880	CHIFNET18NJ590_013110-T1	DBVPG3775_007000-T1
GF00000881	CHIFNET18NJ590_011707-T1	DBVPG3775_001862-T1
GF00000882	CHIFNET18NJ590_011715-T1	DBVPG3775_001871-T1
GF00000883	CHIFNET18NJ590_011866-T1	DBVPG3775_003249-T1
GF00000884	CHIFNET18NJ590_011867-T1	DBVPG3775_003250-T1
GF00000885	CHIFNET18NJ590_011956-T1	DBVPG3775_006593-T1
GF00000886	CHIFNET18NJ590_012547-T1	DBVPG3775_007419-T1
GF00000887	CHIFNET18NJ590_012196-T1	DBVPG3775_003157-T1
GF00000888	CHIFNET18NJ590_012204-T1	DBVPG3775_003149-T1
GF00000889	CHIFNET18NJ590_012206-T1	DBVPG3775_003146-T1
GF00000890	CHIFNET18NJ590_012357-T1	DBVPG3775_003388-T1
GF00000891	CHIFNET18NJ590_012361-T1	DBVPG3775_003391-T1
GF00000892	CHIFNET18NJ590_014302-T1	DBVPG3775_000421-T1
GF00000893	CHIFNET18NJ590_008617-T1	DBVPG3775_003941-T1
GF00000894	CHIFNET18NJ590_013271-T1	DBVPG3775_003132-T1
GF00000895	CHIFNET18NJ590_000012-T1	DBVPG3775_003129-T1
GF00000896	CHIFNET18NJ590_000017-T1	DBVPG3775_003124-T1
GF00000897	CHIFNET18NJ590_000019-T1	DBVPG3775_003122-T1
GF00000898	CHIFNET18NJ590_000021-T1	DBVPG3775_003120-T1
GF00000899	CHIFNET18NJ590_002214-T1	DBVPG3775_004061-T1
GF00000900	CHIFNET18NJ590_007621-T1	DBVPG3775_003344-T1
GF00000901	CHIFNET18NJ590_000036-T1	DBVPG3775_003101-T1
GF00000902	CHIFNET18NJ590_000037-T1	DBVPG3775_003100-T1
GF00000903	CHIFNET18NJ590_000040-T1	DBVPG3775_003097-T1
GF00000904	CHIFNET18NJ590_000048-T1	DBVPG3775_003089-T1
GF00000905	CHIFNET18NJ590_000050-T1	DBVPG3775_003087-T1
GF00000906	CHIFNET18NJ590_008337-T1	DBVPG3775_006582-T1
GF00000907	CHIFNET18NJ590_000064-T1	DBVPG3775_003074-T1
GF00000908	CHIFNET18NJ590_000094-T1	DBVPG3775_007590-T1
GF00000909	CHIFNET18NJ590_000076-T1	DBVPG3775_003061-T1
GF00000910	CHIFNET18NJ590_000078-T1	DBVPG3775_003059-T1
GF00000911	CHIFNET18NJ590_000080-T1	DBVPG3775_003057-T1
GF00000912	CHIFNET18NJ590_013606-T1	DBVPG3775_007570-T1
GF00000913	CHIFNET18NJ590_000096-T1	DBVPG3775_005046-T1
GF00000914	CHIFNET18NJ590_000097-T1	DBVPG3775_005047-T1
GF00000915	CHIFNET18NJ590_000098-T1	DBVPG3775_005048-T1
GF00000916	CHIFNET18NJ590_000108-T1	DBVPG3775_005059-T1
GF00000917	CHIFNET18NJ590_000122-T1	DBVPG3775_005073-T1
GF00000918	CHIFNET18NJ590_000125-T1	DBVPG3775_005076-T1
GF00000919	CHIFNET18NJ590_000138-T1	DBVPG3775_005091-T1
GF00000920	CHIFNET18NJ590_000139-T1	DBVPG3775_005092-T1
GF00000921	CHIFNET18NJ590_000147-T1	DBVPG3775_005100-T1
GF00000922	CHIFNET18NJ590_000150-T1	DBVPG3775_005103-T1
GF00000923	CHIFNET18NJ590_000156-T1	DBVPG3775_005110-T1
GF00000924	CHIFNET18NJ590_000157-T1	DBVPG3775_005111-T1
GF00000925	CHIFNET18NJ590_000163-T1	DBVPG3775_005117-T1
GF00000926	CHIFNET18NJ590_000167-T1	DBVPG3775_005121-T1
GF00000927	CHIFNET18NJ590_000183-T1	DBVPG3775_005136-T1
GF00000928	CHIFNET18NJ590_000184-T1	DBVPG3775_005137-T1
GF00000929	CHIFNET18NJ590_000201-T1	DBVPG3775_003977-T1
GF00000930	CHIFNET18NJ590_000202-T1	DBVPG3775_003978-T1
GF00000931	CHIFNET18NJ590_000206-T1	DBVPG3775_003983-T1
GF00000932	CHIFNET18NJ590_000210-T1	DBVPG3775_003986-T1
GF00000933	CHIFNET18NJ590_000219-T1	DBVPG3775_003998-T1
GF00000934	CHIFNET18NJ590_000234-T1	DBVPG3775_004011-T1
GF00000935	CHIFNET18NJ590_000237-T1	DBVPG3775_004014-T1
GF00000936	CHIFNET18NJ590_000243-T1	DBVPG3775_004020-T1
GF00000937	CHIFNET18NJ590_000245-T1	DBVPG3775_004022-T1
GF00000938	CHIFNET18NJ590_000247-T1	DBVPG3775_004024-T1
GF00000939	CHIFNET18NJ590_000275-T1	DBVPG3775_004126-T1
GF00000940	CHIFNET18NJ590_000280-T1	DBVPG3775_004131-T1
GF00000941	CHIFNET18NJ590_000291-T1	DBVPG3775_004143-T1
GF00000942	CHIFNET18NJ590_000297-T1	DBVPG3775_004150-T1
GF00000943	CHIFNET18NJ590_000305-T1	DBVPG3775_004157-T1
GF00000944	CHIFNET18NJ590_000314-T1	DBVPG3775_004166-T1
GF00000945	CHIFNET18NJ590_000316-T1	DBVPG3775_004168-T1
GF00000946	CHIFNET18NJ590_000320-T1	DBVPG3775_004171-T1
GF00000947	CHIFNET18NJ590_000322-T1	DBVPG3775_004173-T1
GF00000948	CHIFNET18NJ590_000338-T1	DBVPG3775_004191-T1
GF00000949	CHIFNET18NJ590_000457-T1	DBVPG3775_001106-T1
GF00000950	CHIFNET18NJ590_000476-T1	DBVPG3775_001126-T1
GF00000951	CHIFNET18NJ590_005336-T1	DBVPG3775_000058-T1
GF00000952	CHIFNET18NJ590_000606-T1	DBVPG3775_000149-T1
GF00000953	CHIFNET18NJ590_000625-T1	DBVPG3775_000168-T1
GF00000954	CHIFNET18NJ590_011737-T1	DBVPG3775_005969-T1
GF00000955	CHIFNET18NJ590_002120-T1	DBVPG3775_005476-T1
GF00000956	CHIFNET18NJ590_000736-T1	DBVPG3775_004118-T1
GF00000957	CHIFNET18NJ590_000746-T1	DBVPG3775_007055-T1
GF00000958	CHIFNET18NJ590_000756-T1	DBVPG3775_007065-T1
GF00000959	CHIFNET18NJ590_000757-T1	DBVPG3775_007066-T1
GF00000960	CHIFNET18NJ590_000761-T1	DBVPG3775_007070-T1
GF00000961	CHIFNET18NJ590_000762-T1	DBVPG3775_007071-T1
GF00000962	CHIFNET18NJ590_000763-T1	DBVPG3775_007072-T1
GF00000963	CHIFNET18NJ590_000764-T1	DBVPG3775_007073-T1
GF00000964	CHIFNET18NJ590_000796-T1	DBVPG3775_006162-T1
GF00000965	CHIFNET18NJ590_000809-T1	DBVPG3775_006148-T1
GF00000966	CHIFNET18NJ590_000813-T1	DBVPG3775_007195-T1
GF00000967	CHIFNET18NJ590_000818-T1	DBVPG3775_007189-T1
GF00000968	CHIFNET18NJ590_013361-T1	DBVPG3775_007185-T1
GF00000969	CHIFNET18NJ590_000824-T1	DBVPG3775_005896-T1
GF00000970	CHIFNET18NJ590_000838-T1	DBVPG3775_005882-T1
GF00000971	CHIFNET18NJ590_009012-T1	DBVPG3775_000659-T1
GF00000972	CHIFNET18NJ590_000910-T1	DBVPG3775_005930-T1
GF00000973	CHIFNET18NJ590_000913-T1	DBVPG3775_005927-T1
GF00000974	CHIFNET18NJ590_000924-T1	DBVPG3775_005917-T1
GF00000975	CHIFNET18NJ590_000930-T1	DBVPG3775_005913-T1
GF00000976	CHIFNET18NJ590_000936-T1	DBVPG3775_005907-T1
GF00000977	CHIFNET18NJ590_000938-T1	DBVPG3775_005905-T1
GF00000978	CHIFNET18NJ590_013094-T1	DBVPG3775_006084-T1
GF00000979	CHIFNET18NJ590_000943-T1	DBVPG3775_005901-T1
GF00000980	CHIFNET18NJ590_000950-T1	DBVPG3775_007181-T1
GF00000981	CHIFNET18NJ590_013169-T1	DBVPG3775_001026-T1
GF00000982	CHIFNET18NJ590_000966-T1	DBVPG3775_001024-T1
GF00000983	CHIFNET18NJ590_000984-T1	DBVPG3775_001008-T1
GF00000984	CHIFNET18NJ590_000987-T1	DBVPG3775_001005-T1
GF00000985	CHIFNET18NJ590_000994-T1	DBVPG3775_000998-T1
GF00000986	CHIFNET18NJ590_000995-T1	DBVPG3775_000997-T1
GF00000987	CHIFNET18NJ590_000996-T1	DBVPG3775_000996-T1
GF00000988	CHIFNET18NJ590_011599-T1	DBVPG3775_000980-T1
GF00000989	CHIFNET18NJ590_001000-T1	DBVPG3775_000992-T1
GF00000990	CHIFNET18NJ590_001006-T1	DBVPG3775_000987-T1
GF00000991	CHIFNET18NJ590_001007-T1	DBVPG3775_000988-T1
GF00000992	CHIFNET18NJ590_001054-T1	DBVPG3775_000939-T1
GF00000993	CHIFNET18NJ590_001056-T1	DBVPG3775_000937-T1
GF00000994	CHIFNET18NJ590_001062-T1	DBVPG3775_000911-T1
GF00000995	CHIFNET18NJ590_001068-T1	DBVPG3775_000916-T1
GF00000996	CHIFNET18NJ590_001075-T1	DBVPG3775_000923-T1
GF00000997	CHIFNET18NJ590_001080-T1	DBVPG3775_000928-T1
GF00000998	CHIFNET18NJ590_001088-T1	DBVPG3775_000901-T1
GF00000999	CHIFNET18NJ590_001092-T1	DBVPG3775_000897-T1
GF00001000	CHIFNET18NJ590_001094-T1	DBVPG3775_000895-T1
GF00001001	CHIFNET18NJ590_013181-T1	DBVPG3775_000877-T1
GF00001002	CHIFNET18NJ590_001113-T1	DBVPG3775_000875-T1
GF00001003	CHIFNET18NJ590_001122-T1	DBVPG3775_000866-T1
GF00001004	CHIFNET18NJ590_001129-T1	DBVPG3775_000859-T1
GF00001005	CHIFNET18NJ590_001154-T1	DBVPG3775_000836-T1
GF00001006	CHIFNET18NJ590_012778-T1	DBVPG3775_004475-T1
GF00001007	CHIFNET18NJ590_001242-T1	DBVPG3775_002465-T1
GF00001008	CHIFNET18NJ590_001302-T1	DBVPG3775_002401-T1
GF00001009	CHIFNET18NJ590_001304-T1	DBVPG3775_002399-T1
GF00001010	CHIFNET18NJ590_013946-T1	DBVPG3775_002377-T1
GF00001011	CHIFNET18NJ590_001325-T1	DBVPG3775_002376-T1
GF00001012	CHIFNET18NJ590_011975-T1	DBVPG3775_002367-T1
GF00001013	CHIFNET18NJ590_001344-T1	DBVPG3775_000749-T1
GF00001014	CHIFNET18NJ590_001351-T1	DBVPG3775_000756-T1
GF00001015	CHIFNET18NJ590_007970-T1	DBVPG3775_001343-T1
GF00001016	CHIFNET18NJ590_001387-T1	DBVPG3775_001368-T1
GF00001017	CHIFNET18NJ590_001417-T1	DBVPG3775_001402-T1
GF00001018	CHIFNET18NJ590_009095-T1	DBVPG3775_001433-T1
GF00001019	CHIFNET18NJ590_001528-T1	DBVPG3775_005410-T1
GF00001020	CHIFNET18NJ590_007818-T1	DBVPG3775_005544-T1
GF00001021	CHIFNET18NJ590_001567-T1	DBVPG3775_007388-T1
GF00001022	CHIFNET18NJ590_001669-T1	DBVPG3775_006819-T1
GF00001023	CHIFNET18NJ590_001710-T1	DBVPG3775_007500-T1
GF00001024	CHIFNET18NJ590_001733-T1	DBVPG3775_006922-T1
GF00001025	CHIFNET18NJ590_007713-T1	DBVPG3775_003965-T1
GF00001026	CHIFNET18NJ590_001771-T1	DBVPG3775_006051-T1
GF00001027	CHIFNET18NJ590_001812-T1	DBVPG3775_006389-T1
GF00001028	CHIFNET18NJ590_001814-T1	DBVPG3775_006387-T1
GF00001029	CHIFNET18NJ590_001815-T1	DBVPG3775_006386-T1
GF00001030	CHIFNET18NJ590_001835-T1	DBVPG3775_006364-T1
GF00001031	CHIFNET18NJ590_001865-T1	DBVPG3775_001331-T1
GF00001032	CHIFNET18NJ590_001867-T1	DBVPG3775_001329-T1
GF00001033	CHIFNET18NJ590_001881-T1	DBVPG3775_001309-T1
GF00001034	CHIFNET18NJ590_001885-T1	DBVPG3775_001304-T1
GF00001035	CHIFNET18NJ590_001886-T1	DBVPG3775_001303-T1
GF00001036	CHIFNET18NJ590_001889-T1	DBVPG3775_001300-T1
GF00001037	CHIFNET18NJ590_014071-T1	DBVPG3775_001297-T1
GF00001038	CHIFNET18NJ590_001899-T1	DBVPG3775_001291-T1
GF00001039	CHIFNET18NJ590_001906-T1	DBVPG3775_001281-T1
GF00001040	CHIFNET18NJ590_001914-T1	DBVPG3775_001272-T1
GF00001041	CHIFNET18NJ590_001932-T1	DBVPG3775_001253-T1
GF00001042	CHIFNET18NJ590_001945-T1	DBVPG3775_001238-T1
GF00001043	CHIFNET18NJ590_001955-T1	DBVPG3775_001228-T1
GF00001044	CHIFNET18NJ590_001956-T1	DBVPG3775_001227-T1
GF00001045	CHIFNET18NJ590_001957-T1	DBVPG3775_001226-T1
GF00001046	CHIFNET18NJ590_001958-T1	DBVPG3775_001225-T1
GF00001047	CHIFNET18NJ590_001959-T1	DBVPG3775_001224-T1
GF00001048	CHIFNET18NJ590_001965-T1	DBVPG3775_001218-T1
GF00001049	CHIFNET18NJ590_001994-T1	DBVPG3775_001186-T1
GF00001050	CHIFNET18NJ590_001995-T1	DBVPG3775_001185-T1
GF00001051	CHIFNET18NJ590_002110-T1	DBVPG3775_002224-T1
GF00001052	CHIFNET18NJ590_004253-T1	DBVPG3775_004878-T1
GF00001053	CHIFNET18NJ590_002450-T1	DBVPG3775_002202-T1
GF00001054	CHIFNET18NJ590_002141-T1	DBVPG3775_002194-T1
GF00001055	CHIFNET18NJ590_002191-T1	DBVPG3775_002137-T1
GF00001056	CHIFNET18NJ590_002211-T1	DBVPG3775_004058-T1
GF00001057	CHIFNET18NJ590_002241-T1	DBVPG3775_004089-T1
GF00001058	CHIFNET18NJ590_015293-T1	DBVPG3775_004063-T1
GF00001059	CHIFNET18NJ590_002219-T1	DBVPG3775_004066-T1
GF00001060	CHIFNET18NJ590_002221-T1	DBVPG3775_004068-T1
GF00001061	CHIFNET18NJ590_002226-T1	DBVPG3775_004075-T1
GF00001062	CHIFNET18NJ590_013711-T1	DBVPG3775_004076-T1
GF00001063	CHIFNET18NJ590_002229-T1	DBVPG3775_004077-T1
GF00001064	CHIFNET18NJ590_002231-T1	DBVPG3775_004079-T1
GF00001065	CHIFNET18NJ590_002239-T1	DBVPG3775_004087-T1
GF00001066	CHIFNET18NJ590_002240-T1	DBVPG3775_004088-T1
GF00001067	CHIFNET18NJ590_002242-T1	DBVPG3775_004090-T1
GF00001068	CHIFNET18NJ590_002246-T1	DBVPG3775_004094-T1
GF00001069	CHIFNET18NJ590_002248-T1	DBVPG3775_004096-T1
GF00001070	CHIFNET18NJ590_002256-T1	DBVPG3775_004104-T1
GF00001071	CHIFNET18NJ590_012460-T1	DBVPG3775_004325-T1
GF00001072	CHIFNET18NJ590_002584-T1	DBVPG3775_005833-T1
GF00001073	CHIFNET18NJ590_013233-T1	DBVPG3775_003490-T1
GF00001074	CHIFNET18NJ590_002756-T1	DBVPG3775_005656-T1
GF00001075	CHIFNET18NJ590_002773-T1	DBVPG3775_005639-T1
GF00001076	CHIFNET18NJ590_002784-T1	DBVPG3775_007282-T1
GF00001077	CHIFNET18NJ590_002794-T1	DBVPG3775_007264-T1
GF00001078	CHIFNET18NJ590_002795-T1	DBVPG3775_007263-T1
GF00001079	CHIFNET18NJ590_002807-T1	DBVPG3775_007300-T1
GF00001080	CHIFNET18NJ590_013976-T1	DBVPG3775_007299-T1
GF00001081	CHIFNET18NJ590_002812-T1	DBVPG3775_007295-T1
GF00001082	CHIFNET18NJ590_007369-T1	DBVPG3775_004504-T1
GF00001083	CHIFNET18NJ590_003038-T1	DBVPG3775_002998-T1
GF00001084	CHIFNET18NJ590_013344-T1	DBVPG3775_003000-T1
GF00001085	CHIFNET18NJ590_003042-T1	DBVPG3775_003003-T1
GF00001086	CHIFNET18NJ590_010215-T1	DBVPG3775_003045-T1
GF00001087	CHIFNET18NJ590_003100-T1	DBVPG3775_004958-T1
GF00001088	CHIFNET18NJ590_009900-T1	DBVPG3775_005010-T1
GF00001089	CHIFNET18NJ590_003179-T1	DBVPG3775_005043-T1
GF00001090	CHIFNET18NJ590_007045-T1	DBVPG3775_003703-T1
GF00001091	CHIFNET18NJ590_003384-T1	DBVPG3775_004865-T1
GF00001092	CHIFNET18NJ590_004264-T1	DBVPG3775_004890-T1
GF00001093	CHIFNET18NJ590_004269-T1	DBVPG3775_004896-T1
GF00001094	CHIFNET18NJ590_003539-T1	DBVPG3775_005158-T1
GF00001095	CHIFNET18NJ590_010821-T1	DBVPG3775_005159-T1
GF00001096	CHIFNET18NJ590_010818-T1	DBVPG3775_005162-T1
GF00001097	CHIFNET18NJ590_003642-T1	DBVPG3775_001977-T1
GF00001098	CHIFNET18NJ590_003647-T1	DBVPG3775_001975-T1
GF00001099	CHIFNET18NJ590_003651-T1	DBVPG3775_001971-T1
GF00001100	CHIFNET18NJ590_003664-T1	DBVPG3775_001957-T1
GF00001101	CHIFNET18NJ590_003669-T1	DBVPG3775_001951-T1
GF00001102	CHIFNET18NJ590_003673-T1	DBVPG3775_001947-T1
GF00001103	CHIFNET18NJ590_003674-T1	DBVPG3775_001946-T1
GF00001104	CHIFNET18NJ590_003678-T1	DBVPG3775_001941-T1
GF00001105	CHIFNET18NJ590_003689-T1	DBVPG3775_001930-T1
GF00001106	CHIFNET18NJ590_003690-T1	DBVPG3775_001929-T1
GF00001107	CHIFNET18NJ590_003694-T1	DBVPG3775_001925-T1
GF00001108	CHIFNET18NJ590_008280-T1	DBVPG3775_004533-T1
GF00001109	CHIFNET18NJ590_003747-T1	DBVPG3775_005273-T1
GF00001110	CHIFNET18NJ590_008579-T1	DBVPG3775_002895-T1
GF00001111	CHIFNET18NJ590_006957-T1	DBVPG3775_005462-T1
GF00001112	CHIFNET18NJ590_008087-T1	DBVPG3775_001718-T1
GF00001113	CHIFNET18NJ590_005087-T1	DBVPG3775_000511-T1
GF00001114	CHIFNET18NJ590_004377-T1	DBVPG3775_000366-T1
GF00001115	CHIFNET18NJ590_008754-T1	DBVPG3775_004722-T1
GF00001116	CHIFNET18NJ590_008757-T1	DBVPG3775_004725-T1
GF00001117	CHIFNET18NJ590_004516-T1	DBVPG3775_004774-T1
GF00001118	CHIFNET18NJ590_004533-T1	DBVPG3775_004797-T1
GF00001119	CHIFNET18NJ590_010470-T1	DBVPG3775_004829-T1
GF00001120	CHIFNET18NJ590_004582-T1	DBVPG3775_005563-T1
GF00001121	CHIFNET18NJ590_012242-T1	DBVPG3775_007341-T1
GF00001122	CHIFNET18NJ590_004670-T1	DBVPG3775_003169-T1
GF00001123	CHIFNET18NJ590_005225-T1	DBVPG3775_004482-T1
GF00001124	CHIFNET18NJ590_010229-T1	DBVPG3775_007244-T1
GF00001125	CHIFNET18NJ590_012602-T1	DBVPG3775_001606-T1
GF00001126	CHIFNET18NJ590_009653-T1	DBVPG3775_001623-T1
GF00001127	CHIFNET18NJ590_009647-T1	DBVPG3775_001630-T1
GF00001128	CHIFNET18NJ590_004874-T1	DBVPG3775_004454-T1
GF00001129	CHIFNET18NJ590_004893-T1	DBVPG3775_004430-T1
GF00001130	CHIFNET18NJ590_004937-T1	DBVPG3775_004384-T1
GF00001131	CHIFNET18NJ590_004972-T1	DBVPG3775_002032-T1
GF00001132	CHIFNET18NJ590_008699-T1	DBVPG3775_002028-T1
GF00001133	CHIFNET18NJ590_010677-T1	DBVPG3775_002695-T1
GF00001134	CHIFNET18NJ590_005027-T1	DBVPG3775_002093-T1
GF00001135	CHIFNET18NJ590_005048-T1	DBVPG3775_002117-T1
GF00001136	CHIFNET18NJ590_008261-T1	DBVPG3775_004515-T1
GF00001137	CHIFNET18NJ590_005213-T1	DBVPG3775_004498-T1
GF00001138	CHIFNET18NJ590_014183-T1	DBVPG3775_001453-T1
GF00001139	CHIFNET18NJ590_005235-T1	DBVPG3775_001458-T1
GF00001140	CHIFNET18NJ590_005237-T1	DBVPG3775_001460-T1
GF00001141	CHIFNET18NJ590_005240-T1	DBVPG3775_001463-T1
GF00001142	CHIFNET18NJ590_005259-T1	DBVPG3775_001485-T1
GF00001143	CHIFNET18NJ590_005267-T1	DBVPG3775_001495-T1
GF00001144	CHIFNET18NJ590_005270-T1	DBVPG3775_001497-T1
GF00001145	CHIFNET18NJ590_014537-T1	DBVPG3775_001498-T1
GF00001146	CHIFNET18NJ590_005272-T1	DBVPG3775_001499-T1
GF00001147	CHIFNET18NJ590_005274-T1	DBVPG3775_001501-T1
GF00001148	CHIFNET18NJ590_005280-T1	DBVPG3775_001507-T1
GF00001149	CHIFNET18NJ590_013877-T1	DBVPG3775_001510-T1
GF00001150	CHIFNET18NJ590_011498-T1	DBVPG3775_002680-T1
GF00001151	CHIFNET18NJ590_005530-T1	DBVPG3775_002658-T1
GF00001152	CHIFNET18NJ590_012636-T1	DBVPG3775_007099-T1
GF00001153	CHIFNET18NJ590_009285-T1	DBVPG3775_002609-T1
GF00001154	CHIFNET18NJ590_009287-T1	DBVPG3775_002606-T1
GF00001155	CHIFNET18NJ590_006497-T1	DBVPG3775_002074-T1
GF00001156	CHIFNET18NJ590_009516-T1	DBVPG3775_003663-T1
GF00001157	CHIFNET18NJ590_009508-T1	DBVPG3775_003671-T1
GF00001158	CHIFNET18NJ590_010510-T1	DBVPG3775_002723-T1
GF00001159	CHIFNET18NJ590_005756-T1	DBVPG3775_003783-T1
GF00001160	CHIFNET18NJ590_012984-T1	DBVPG3775_003802-T1
GF00001161	CHIFNET18NJ590_005817-T1	DBVPG3775_005771-T1
GF00001162	CHIFNET18NJ590_005885-T1	DBVPG3775_004627-T1
GF00001163	CHIFNET18NJ590_005938-T1	DBVPG3775_003324-T1
GF00001164	CHIFNET18NJ590_006004-T1	DBVPG3775_003256-T1
GF00001165	CHIFNET18NJ590_006006-T1	DBVPG3775_000553-T1
GF00001166	CHIFNET18NJ590_011259-T1	DBVPG3775_000556-T1
GF00001167	CHIFNET18NJ590_006063-T1	DBVPG3775_000424-T1
GF00001168	CHIFNET18NJ590_006080-T1	DBVPG3775_003486-T1
GF00001169	CHIFNET18NJ590_006081-T1	DBVPG3775_003485-T1
GF00001170	CHIFNET18NJ590_006098-T1	DBVPG3775_003470-T1
GF00001171	CHIFNET18NJ590_006158-T1	DBVPG3775_007313-T1
GF00001172	CHIFNET18NJ590_006165-T1	DBVPG3775_007321-T1
