	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001560	DBVPG3857_000681-T1	DBVPG3775_005918-T1
GF00001561	DBVPG3857_006919-T1	DBVPG3775_005917-T1
GF00001562	DBVPG3857_000683-T1	DBVPG3775_005916-T1
GF00001563	DBVPG3857_000686-T1	DBVPG3775_005913-T1
GF00001564	DBVPG3857_006912-T1	DBVPG3775_005912-T1
GF00001565	DBVPG3857_000688-T1	DBVPG3775_005911-T1
GF00001566	DBVPG3857_006910-T1	DBVPG3775_005910-T1
GF00001567	DBVPG3857_000690-T1	DBVPG3775_005909-T1
GF00001568	DBVPG3857_006908-T1	DBVPG3775_005908-T1
GF00001569	DBVPG3857_000692-T1	DBVPG3775_005907-T1
GF00001570	DBVPG3857_000693-T1	DBVPG3775_005906-T1
GF00001571	DBVPG3857_000694-T1	DBVPG3775_005905-T1
GF00001572	DBVPG3857_006903-T1	DBVPG3775_005904-T1
GF00001573	DBVPG3857_006902-T1	DBVPG3775_005903-T1
GF00001574	DBVPG3857_006900-T1	DBVPG3775_005901-T1
GF00001575	DBVPG3857_006899-T1	DBVPG3775_005900-T1
GF00001576	DBVPG3857_000700-T1	DBVPG3775_005899-T1
GF00001577	DBVPG3857_006897-T1	DBVPG3775_005898-T1
GF00001578	DBVPG3857_009776-T1	DBVPG3775_001190-T1
GF00001579	DBVPG3857_000784-T1	DBVPG3775_001188-T1
GF00001580	DBVPG3857_009773-T1	DBVPG3775_001187-T1
GF00001581	DBVPG3857_009772-T1	DBVPG3775_001186-T1
GF00001582	DBVPG3857_000787-T1	DBVPG3775_001185-T1
GF00001583	DBVPG3857_000788-T1	DBVPG3775_001184-T1
GF00001584	DBVPG3857_009769-T1	DBVPG3775_001183-T1
GF00001585	DBVPG3857_009768-T1	DBVPG3775_001182-T1
GF00001586	DBVPG3857_000791-T1	DBVPG3775_001181-T1
GF00001587	DBVPG3857_009766-T1	DBVPG3775_001180-T1
GF00001588	DBVPG3857_000793-T1	DBVPG3775_001179-T1
GF00001589	DBVPG3857_000794-T1	DBVPG3775_001178-T1
GF00001590	DBVPG3857_000795-T1	DBVPG3775_001177-T1
GF00001591	DBVPG3857_000796-T1	DBVPG3775_001176-T1
GF00001592	DBVPG3857_009760-T1	DBVPG3775_001175-T1
GF00001593	DBVPG3857_009759-T1	DBVPG3775_001174-T1
GF00001594	DBVPG3857_000800-T1	DBVPG3775_001172-T1
GF00001595	DBVPG3857_009755-T1	DBVPG3775_001170-T1
GF00001596	DBVPG3857_009753-T1	DBVPG3775_001168-T1
GF00001597	DBVPG3857_009751-T1	DBVPG3775_001166-T1
GF00001598	DBVPG3857_009749-T1	DBVPG3775_001164-T1
GF00001599	DBVPG3857_009748-T1	DBVPG3775_001163-T1
GF00001600	DBVPG3857_000811-T1	DBVPG3775_001162-T1
GF00001601	DBVPG3857_009744-T1	DBVPG3775_001160-T1
GF00001602	DBVPG3857_008609-T1	DBVPG3775_001158-T1
GF00001603	DBVPG3857_008610-T1	DBVPG3775_001157-T1
GF00001604	DBVPG3857_000816-T1	DBVPG3775_001156-T1
GF00001605	DBVPG3857_000817-T1	DBVPG3775_001155-T1
GF00001606	DBVPG3857_000818-T1	DBVPG3775_001154-T1
GF00001607	DBVPG3857_008614-T1	DBVPG3775_001153-T1
GF00001608	DBVPG3857_000820-T1	DBVPG3775_001152-T1
GF00001609	DBVPG3857_008616-T1	DBVPG3775_001151-T1
GF00001610	DBVPG3857_000822-T1	DBVPG3775_001149-T1
GF00001611	DBVPG3857_000824-T1	DBVPG3775_001147-T1
GF00001612	DBVPG3857_008620-T1	DBVPG3775_001146-T1
GF00001613	DBVPG3857_008621-T1	DBVPG3775_001145-T1
GF00001614	DBVPG3857_008622-T1	DBVPG3775_001144-T1
GF00001615	DBVPG3857_000828-T1	DBVPG3775_001143-T1
GF00001616	DBVPG3857_000829-T1	DBVPG3775_001142-T1
GF00001617	DBVPG3857_000830-T1	DBVPG3775_001141-T1
GF00001618	DBVPG3857_000832-T1	DBVPG3775_001139-T1
GF00001619	DBVPG3857_000833-T1	DBVPG3775_001138-T1
GF00001620	DBVPG3857_000834-T1	DBVPG3775_001137-T1
GF00001621	DBVPG3857_008631-T1	DBVPG3775_001135-T1
GF00001622	DBVPG3857_000838-T1	DBVPG3775_001134-T1
GF00001623	DBVPG3857_000839-T1	DBVPG3775_001133-T1
GF00001624	DBVPG3857_000840-T1	DBVPG3775_001132-T1
GF00001625	DBVPG3857_000841-T1	DBVPG3775_001131-T1
GF00001626	DBVPG3857_000843-T1	DBVPG3775_001129-T1
GF00001627	DBVPG3857_000845-T1	DBVPG3775_001127-T1
GF00001628	DBVPG3857_008640-T1	DBVPG3775_001126-T1
GF00001629	DBVPG3857_008641-T1	DBVPG3775_001125-T1
GF00001630	DBVPG3857_008642-T1	DBVPG3775_001124-T1
GF00001631	DBVPG3857_008645-T1	DBVPG3775_001121-T1
GF00001632	DBVPG3857_008646-T1	DBVPG3775_001120-T1
GF00001633	DBVPG3857_000854-T1	DBVPG3775_001118-T1
GF00001634	DBVPG3857_000857-T1	DBVPG3775_001115-T1
GF00001635	DBVPG3857_013892-T1	DBVPG3775_001114-T1
GF00001636	DBVPG3857_000861-T1	DBVPG3775_001111-T1
GF00001637	DBVPG3857_013888-T1	DBVPG3775_001110-T1
GF00001638	DBVPG3857_000863-T1	DBVPG3775_001109-T1
GF00001639	DBVPG3857_012229-T1	DBVPG3775_001107-T1
GF00001640	DBVPG3857_012228-T1	DBVPG3775_001106-T1
GF00001641	DBVPG3857_000867-T1	DBVPG3775_001105-T1
GF00001642	DBVPG3857_000869-T1	DBVPG3775_001103-T1
GF00001643	DBVPG3857_012224-T1	DBVPG3775_001102-T1
GF00001644	DBVPG3857_012222-T1	DBVPG3775_001100-T1
GF00001645	DBVPG3857_012221-T1	DBVPG3775_001099-T1
GF00001646	DBVPG3857_000875-T1	DBVPG3775_001098-T1
GF00001647	DBVPG3857_012218-T1	DBVPG3775_001095-T1
GF00001648	DBVPG3857_000883-T1	DBVPG3775_001093-T1
GF00001649	DBVPG3857_012214-T1	DBVPG3775_001091-T1
GF00001650	DBVPG3857_001142-T1	DBVPG3775_001086-T1
GF00001651	DBVPG3857_013244-T1	DBVPG3775_000384-T1
GF00001652	DBVPG3857_000892-T1	DBVPG3775_001084-T1
GF00001653	DBVPG3857_000893-T1	DBVPG3775_001083-T1
GF00001654	DBVPG3857_000894-T1	DBVPG3775_001082-T1
GF00001655	DBVPG3857_000896-T1	DBVPG3775_001080-T1
GF00001656	DBVPG3857_001149-T1	DBVPG3775_001079-T1
GF00001657	DBVPG3857_001150-T1	DBVPG3775_001078-T1
GF00001658	DBVPG3857_000899-T1	DBVPG3775_001077-T1
GF00001659	DBVPG3857_000900-T1	DBVPG3775_001076-T1
GF00001660	DBVPG3857_001155-T1	DBVPG3775_001073-T1
GF00001661	DBVPG3857_001156-T1	DBVPG3775_001072-T1
GF00001662	DBVPG3857_001157-T1	DBVPG3775_001071-T1
GF00001663	DBVPG3857_000905-T1	DBVPG3775_001070-T1
GF00001664	DBVPG3857_001159-T1	DBVPG3775_001069-T1
GF00001665	DBVPG3857_001160-T1	DBVPG3775_001068-T1
GF00001666	DBVPG3857_000908-T1	DBVPG3775_001067-T1
GF00001667	DBVPG3857_001164-T1	DBVPG3775_001064-T1
GF00001668	DBVPG3857_000912-T1	DBVPG3775_001062-T1
GF00001669	DBVPG3857_000913-T1	DBVPG3775_001061-T1
GF00001670	DBVPG3857_001168-T1	DBVPG3775_001060-T1
GF00001671	DBVPG3857_000916-T1	DBVPG3775_002860-T1
GF00001672	DBVPG3857_000918-T1	DBVPG3775_002858-T1
GF00001673	DBVPG3857_002187-T1	DBVPG3775_003163-T1
GF00001674	DBVPG3857_000919-T1	DBVPG3775_002857-T1
GF00001675	DBVPG3857_000920-T1	DBVPG3775_002856-T1
GF00001676	DBVPG3857_004534-T1	DBVPG3775_002855-T1
GF00001677	DBVPG3857_004535-T1	DBVPG3775_002854-T1
GF00001678	DBVPG3857_004536-T1	DBVPG3775_002853-T1
GF00001679	DBVPG3857_014872-T1	DBVPG3775_002852-T1
GF00001680	DBVPG3857_001044-T1	DBVPG3775_005767-T1
GF00001681	DBVPG3857_000926-T1	DBVPG3775_002850-T1
GF00001682	DBVPG3857_004539-T1	DBVPG3775_002849-T1
GF00001683	DBVPG3857_000928-T1	DBVPG3775_002848-T1
GF00001684	DBVPG3857_000929-T1	DBVPG3775_002847-T1
GF00001685	DBVPG3857_004542-T1	DBVPG3775_002846-T1
GF00001686	DBVPG3857_000931-T1	DBVPG3775_002845-T1
GF00001687	DBVPG3857_000932-T1	DBVPG3775_002844-T1
GF00001688	DBVPG3857_004545-T1	DBVPG3775_002843-T1
GF00001689	DBVPG3857_000934-T1	DBVPG3775_002842-T1
GF00001690	DBVPG3857_000935-T1	DBVPG3775_002841-T1
GF00001691	DBVPG3857_000937-T1	DBVPG3775_002839-T1
GF00001692	DBVPG3857_000939-T1	DBVPG3775_002837-T1
GF00001693	DBVPG3857_000940-T1	DBVPG3775_002836-T1
GF00001694	DBVPG3857_000942-T1	DBVPG3775_002834-T1
GF00001695	DBVPG3857_000945-T1	DBVPG3775_002831-T1
GF00001696	DBVPG3857_004038-T1	DBVPG3775_002830-T1
GF00001697	DBVPG3857_000947-T1	DBVPG3775_002829-T1
GF00001698	DBVPG3857_004040-T1	DBVPG3775_002828-T1
GF00001699	DBVPG3857_004041-T1	DBVPG3775_002827-T1
GF00001700	DBVPG3857_000950-T1	DBVPG3775_002825-T1
GF00001701	DBVPG3857_000951-T1	DBVPG3775_002824-T1
GF00001702	DBVPG3857_000952-T1	DBVPG3775_002823-T1
GF00001703	DBVPG3857_000956-T1	DBVPG3775_002820-T1
GF00001704	DBVPG3857_000957-T1	DBVPG3775_002819-T1
GF00001705	DBVPG3857_004503-T1	DBVPG3775_002818-T1
GF00001706	DBVPG3857_004502-T1	DBVPG3775_002817-T1
GF00001707	DBVPG3857_008853-T1	DBVPG3775_004641-T1
GF00001708	DBVPG3857_000960-T1	DBVPG3775_002816-T1
GF00001709	DBVPG3857_000961-T1	DBVPG3775_002815-T1
GF00001710	DBVPG3857_000962-T1	DBVPG3775_002814-T1
GF00001711	DBVPG3857_000963-T1	DBVPG3775_002813-T1
GF00001712	DBVPG3857_000966-T1	DBVPG3775_002810-T1
GF00001713	DBVPG3857_000967-T1	DBVPG3775_002809-T1
GF00001714	DBVPG3857_000968-T1	DBVPG3775_002808-T1
GF00001715	DBVPG3857_002104-T1	DBVPG3775_007247-T1
GF00001716	DBVPG3857_000970-T1	DBVPG3775_002806-T1
GF00001717	DBVPG3857_000971-T1	DBVPG3775_002805-T1
GF00001718	DBVPG3857_000972-T1	DBVPG3775_002804-T1
GF00001719	DBVPG3857_004486-T1	DBVPG3775_002803-T1
GF00001720	DBVPG3857_000976-T1	DBVPG3775_002799-T1
GF00001721	DBVPG3857_000977-T1	DBVPG3775_002798-T1
GF00001722	DBVPG3857_002821-T1	DBVPG3775_007520-T1
GF00001723	DBVPG3857_000978-T1	DBVPG3775_002797-T1
GF00001724	DBVPG3857_000979-T1	DBVPG3775_002796-T1
GF00001725	DBVPG3857_000980-T1	DBVPG3775_002795-T1
GF00001726	DBVPG3857_000981-T1	DBVPG3775_002794-T1
GF00001727	DBVPG3857_013483-T1	DBVPG3775_002793-T1
GF00001728	DBVPG3857_013482-T1	DBVPG3775_002792-T1
GF00001729	DBVPG3857_013481-T1	DBVPG3775_002791-T1
GF00001730	DBVPG3857_000987-T1	DBVPG3775_002788-T1
GF00001731	DBVPG3857_006170-T1	DBVPG3775_001935-T1
GF00001732	DBVPG3857_000989-T1	DBVPG3775_002786-T1
GF00001733	DBVPG3857_000990-T1	DBVPG3775_002785-T1
GF00001734	DBVPG3857_000991-T1	DBVPG3775_002784-T1
GF00001735	DBVPG3857_000998-T1	DBVPG3775_005663-T1
GF00001736	DBVPG3857_000999-T1	DBVPG3775_005662-T1
GF00001737	DBVPG3857_001001-T1	DBVPG3775_005660-T1
GF00001738	DBVPG3857_001002-T1	DBVPG3775_005659-T1
GF00001739	DBVPG3857_001003-T1	DBVPG3775_005658-T1
GF00001740	DBVPG3857_007798-T1	DBVPG3775_005657-T1
GF00001741	DBVPG3857_001007-T1	DBVPG3775_005655-T1
GF00001742	DBVPG3857_007794-T1	DBVPG3775_005654-T1
GF00001743	DBVPG3857_007793-T1	DBVPG3775_005653-T1
GF00001744	DBVPG3857_001011-T1	DBVPG3775_005651-T1
GF00001745	DBVPG3857_007790-T1	DBVPG3775_005650-T1
GF00001746	DBVPG3857_001015-T1	DBVPG3775_005647-T1
GF00001747	DBVPG3857_007785-T1	DBVPG3775_005646-T1
GF00001748	DBVPG3857_001018-T1	DBVPG3775_005644-T1
GF00001749	DBVPG3857_001019-T1	DBVPG3775_005643-T1
GF00001750	DBVPG3857_001020-T1	DBVPG3775_005642-T1
GF00001751	DBVPG3857_001021-T1	DBVPG3775_005641-T1
GF00001752	DBVPG3857_001022-T1	DBVPG3775_005640-T1
GF00001753	DBVPG3857_014297-T1	DBVPG3775_005639-T1
GF00001754	DBVPG3857_014299-T1	DBVPG3775_005637-T1
GF00001755	DBVPG3857_013903-T1	DBVPG3775_005728-T1
GF00001756	DBVPG3857_013904-T1	DBVPG3775_005729-T1
GF00001757	DBVPG3857_013905-T1	DBVPG3775_005730-T1
GF00001758	DBVPG3857_001035-T1	DBVPG3775_005732-T1
GF00001759	DBVPG3857_013909-T1	DBVPG3775_005733-T1
GF00001760	DBVPG3857_013910-T1	DBVPG3775_005734-T1
GF00001761	DBVPG3857_004808-T1	DBVPG3775_005768-T1
GF00001762	DBVPG3857_004806-T1	DBVPG3775_005766-T1
GF00001763	DBVPG3857_001047-T1	DBVPG3775_005762-T1
GF00001764	DBVPG3857_004804-T1	DBVPG3775_005761-T1
GF00001765	DBVPG3857_001049-T1	DBVPG3775_005760-T1
GF00001766	DBVPG3857_001050-T1	DBVPG3775_005759-T1
GF00001767	DBVPG3857_001066-T1	DBVPG3775_005751-T1
GF00001768	DBVPG3857_004792-T1	DBVPG3775_005749-T1
GF00001769	DBVPG3857_001069-T1	DBVPG3775_000130-T1
GF00001770	DBVPG3857_001070-T1	DBVPG3775_000129-T1
GF00001771	DBVPG3857_001071-T1	DBVPG3775_000128-T1
GF00001772	DBVPG3857_001072-T1	DBVPG3775_000127-T1
GF00001773	DBVPG3857_001073-T1	DBVPG3775_000126-T1
GF00001774	DBVPG3857_010750-T1	DBVPG3775_000125-T1
GF00001775	DBVPG3857_010751-T1	DBVPG3775_000124-T1
GF00001776	DBVPG3857_010752-T1	DBVPG3775_000123-T1
GF00001777	DBVPG3857_010754-T1	DBVPG3775_000121-T1
GF00001778	DBVPG3857_010755-T1	DBVPG3775_000120-T1
GF00001779	DBVPG3857_012455-T1	DBVPG3775_005362-T1
GF00001780	DBVPG3857_001080-T1	DBVPG3775_000119-T1
GF00001781	DBVPG3857_001081-T1	DBVPG3775_000118-T1
GF00001782	DBVPG3857_001083-T1	DBVPG3775_000116-T1
GF00001783	DBVPG3857_001084-T1	DBVPG3775_000115-T1
GF00001784	DBVPG3857_010763-T1	DBVPG3775_000113-T1
GF00001785	DBVPG3857_001087-T1	DBVPG3775_000112-T1
GF00001786	DBVPG3857_011890-T1	DBVPG3775_000989-T1
GF00001787	DBVPG3857_001089-T1	DBVPG3775_000110-T1
GF00001788	DBVPG3857_001090-T1	DBVPG3775_000109-T1
GF00001789	DBVPG3857_001091-T1	DBVPG3775_000108-T1
GF00001790	DBVPG3857_001092-T1	DBVPG3775_000107-T1
GF00001791	DBVPG3857_001093-T1	DBVPG3775_000106-T1
GF00001792	DBVPG3857_005751-T1	DBVPG3775_003884-T1
GF00001793	DBVPG3857_001095-T1	DBVPG3775_000104-T1
GF00001794	DBVPG3857_012812-T1	DBVPG3775_000102-T1
GF00001795	DBVPG3857_001099-T1	DBVPG3775_000100-T1
GF00001796	DBVPG3857_001100-T1	DBVPG3775_000099-T1
GF00001797	DBVPG3857_012817-T1	DBVPG3775_000098-T1
GF00001798	DBVPG3857_012818-T1	DBVPG3775_000097-T1
GF00001799	DBVPG3857_012819-T1	DBVPG3775_000095-T1
GF00001800	DBVPG3857_007481-T1	DBVPG3775_000093-T1
GF00001801	DBVPG3857_001108-T1	DBVPG3775_000091-T1
GF00001802	DBVPG3857_001109-T1	DBVPG3775_000090-T1
GF00001803	DBVPG3857_001110-T1	DBVPG3775_000089-T1
GF00001804	DBVPG3857_001111-T1	DBVPG3775_000088-T1
GF00001805	DBVPG3857_001112-T1	DBVPG3775_000087-T1
GF00001806	DBVPG3857_001113-T1	DBVPG3775_000086-T1
GF00001807	DBVPG3857_001114-T1	DBVPG3775_000085-T1
GF00001808	DBVPG3857_001115-T1	DBVPG3775_000084-T1
GF00001809	DBVPG3857_012905-T1	DBVPG3775_005351-T1
GF00001810	DBVPG3857_001116-T1	DBVPG3775_000083-T1
GF00001811	DBVPG3857_001119-T1	DBVPG3775_000080-T1
GF00001812	DBVPG3857_007466-T1	DBVPG3775_000078-T1
GF00001813	DBVPG3857_001122-T1	DBVPG3775_000077-T1
GF00001814	DBVPG3857_001123-T1	DBVPG3775_000076-T1
GF00001815	DBVPG3857_001124-T1	DBVPG3775_000075-T1
GF00001816	DBVPG3857_007462-T1	DBVPG3775_000074-T1
GF00001817	DBVPG3857_001131-T1	DBVPG3775_000069-T1
GF00001818	DBVPG3857_001133-T1	DBVPG3775_000067-T1
GF00001819	DBVPG3857_007454-T1	DBVPG3775_000066-T1
GF00001820	DBVPG3857_007452-T1	DBVPG3775_000064-T1
GF00001821	DBVPG3857_001137-T1	DBVPG3775_000062-T1
GF00001822	DBVPG3857_001138-T1	DBVPG3775_000061-T1
GF00001823	DBVPG3857_001139-T1	DBVPG3775_000060-T1
GF00001824	DBVPG3857_001171-T1	DBVPG3775_001057-T1
GF00001825	DBVPG3857_001172-T1	DBVPG3775_001056-T1
GF00001826	DBVPG3857_007577-T1	DBVPG3775_001052-T1
GF00001827	DBVPG3857_001177-T1	DBVPG3775_001051-T1
GF00001828	DBVPG3857_007572-T1	DBVPG3775_001047-T1
GF00001829	DBVPG3857_001184-T1	DBVPG3775_001046-T1
GF00001830	DBVPG3857_001186-T1	DBVPG3775_001044-T1
GF00001831	DBVPG3857_001187-T1	DBVPG3775_001043-T1
GF00001832	DBVPG3857_001188-T1	DBVPG3775_001042-T1
GF00001833	DBVPG3857_001190-T1	DBVPG3775_001039-T1
GF00001834	DBVPG3857_001191-T1	DBVPG3775_001038-T1
GF00001835	DBVPG3857_007561-T1	DBVPG3775_001037-T1
GF00001836	DBVPG3857_001193-T1	DBVPG3775_001036-T1
GF00001837	DBVPG3857_001194-T1	DBVPG3775_004237-T1
GF00001838	DBVPG3857_001195-T1	DBVPG3775_004236-T1
GF00001839	DBVPG3857_007557-T1	DBVPG3775_004235-T1
GF00001840	DBVPG3857_007556-T1	DBVPG3775_004234-T1
GF00001841	DBVPG3857_007555-T1	DBVPG3775_004233-T1
GF00001842	DBVPG3857_001200-T1	DBVPG3775_004231-T1
GF00001843	DBVPG3857_007550-T1	DBVPG3775_004228-T1
GF00001844	DBVPG3857_001203-T1	DBVPG3775_004227-T1
GF00001845	DBVPG3857_007548-T1	DBVPG3775_004226-T1
GF00001846	DBVPG3857_007547-T1	DBVPG3775_004225-T1
GF00001847	DBVPG3857_007546-T1	DBVPG3775_004224-T1
GF00001848	DBVPG3857_007545-T1	DBVPG3775_004223-T1
GF00001849	DBVPG3857_001208-T1	DBVPG3775_004222-T1
GF00001850	DBVPG3857_001209-T1	DBVPG3775_004221-T1
GF00001851	DBVPG3857_001210-T1	DBVPG3775_004220-T1
GF00001852	DBVPG3857_001211-T1	DBVPG3775_004219-T1
GF00001853	DBVPG3857_001212-T1	DBVPG3775_004218-T1
GF00001854	DBVPG3857_001213-T1	DBVPG3775_004217-T1
GF00001855	DBVPG3857_007538-T1	DBVPG3775_004216-T1
GF00001856	DBVPG3857_001215-T1	DBVPG3775_004215-T1
GF00001857	DBVPG3857_001219-T1	DBVPG3775_004213-T1
GF00001858	DBVPG3857_007531-T1	DBVPG3775_004209-T1
GF00001859	DBVPG3857_007530-T1	DBVPG3775_004208-T1
GF00001860	DBVPG3857_014402-T1	DBVPG3775_004204-T1
GF00001861	DBVPG3857_001229-T1	DBVPG3775_004203-T1
GF00001862	DBVPG3857_001231-T1	DBVPG3775_004201-T1
GF00001863	DBVPG3857_001232-T1	DBVPG3775_004200-T1
GF00001864	DBVPG3857_008180-T1	DBVPG3775_004198-T1
GF00001865	DBVPG3857_001235-T1	DBVPG3775_004197-T1
GF00001866	DBVPG3857_008178-T1	DBVPG3775_004196-T1
GF00001867	DBVPG3857_001237-T1	DBVPG3775_004195-T1
GF00001868	DBVPG3857_008175-T1	DBVPG3775_004192-T1
GF00001869	DBVPG3857_001242-T1	DBVPG3775_004191-T1
GF00001870	DBVPG3857_001243-T1	DBVPG3775_004190-T1
GF00001871	DBVPG3857_001244-T1	DBVPG3775_004189-T1
GF00001872	DBVPG3857_008171-T1	DBVPG3775_004188-T1
GF00001873	DBVPG3857_001246-T1	DBVPG3775_004187-T1
GF00001874	DBVPG3857_001254-T1	DBVPG3775_004178-T1
GF00001875	DBVPG3857_001255-T1	DBVPG3775_004177-T1
GF00001876	DBVPG3857_001256-T1	DBVPG3775_004176-T1
GF00001877	DBVPG3857_001257-T1	DBVPG3775_004175-T1
GF00001878	DBVPG3857_001258-T1	DBVPG3775_004174-T1
GF00001879	DBVPG3857_008159-T1	DBVPG3775_004173-T1
GF00001880	DBVPG3857_008157-T1	DBVPG3775_004171-T1
GF00001881	DBVPG3857_008156-T1	DBVPG3775_004170-T1
GF00001882	DBVPG3857_001263-T1	DBVPG3775_004169-T1
GF00001883	DBVPG3857_001264-T1	DBVPG3775_004168-T1
GF00001884	DBVPG3857_001266-T1	DBVPG3775_004166-T1
GF00001885	DBVPG3857_001267-T1	DBVPG3775_004165-T1
GF00001886	DBVPG3857_001268-T1	DBVPG3775_004164-T1
GF00001887	DBVPG3857_008148-T1	DBVPG3775_004162-T1
GF00001888	DBVPG3857_001271-T1	DBVPG3775_004161-T1
GF00001889	DBVPG3857_001272-T1	DBVPG3775_004160-T1
GF00001890	DBVPG3857_001273-T1	DBVPG3775_004159-T1
GF00001891	DBVPG3857_008144-T1	DBVPG3775_004158-T1
GF00001892	DBVPG3857_001281-T1	DBVPG3775_004152-T1
GF00001893	DBVPG3857_008136-T1	DBVPG3775_004151-T1
GF00001894	DBVPG3857_001283-T1	DBVPG3775_004150-T1
GF00001895	DBVPG3857_001326-T1	DBVPG3775_002259-T1
GF00001896	DBVPG3857_001429-T1	DBVPG3775_000144-T1
GF00001897	DBVPG3857_001430-T1	DBVPG3775_000145-T1
GF00001898	DBVPG3857_005720-T1	DBVPG3775_000146-T1
GF00001899	DBVPG3857_001432-T1	DBVPG3775_000147-T1
GF00001900	DBVPG3857_001433-T1	DBVPG3775_000148-T1
GF00001901	DBVPG3857_005716-T1	DBVPG3775_000151-T1
GF00001902	DBVPG3857_001437-T1	DBVPG3775_000152-T1
GF00001903	DBVPG3857_001439-T1	DBVPG3775_000154-T1
GF00001904	DBVPG3857_001441-T1	DBVPG3775_000156-T1
GF00001905	DBVPG3857_001442-T1	DBVPG3775_000157-T1
GF00001906	DBVPG3857_001443-T1	DBVPG3775_000158-T1
GF00001907	DBVPG3857_001444-T1	DBVPG3775_000159-T1
GF00001908	DBVPG3857_001445-T1	DBVPG3775_000160-T1
GF00001909	DBVPG3857_005706-T1	DBVPG3775_000161-T1
GF00001910	DBVPG3857_001448-T1	DBVPG3775_000163-T1
GF00001911	DBVPG3857_001449-T1	DBVPG3775_000164-T1
GF00001912	DBVPG3857_001450-T1	DBVPG3775_000165-T1
GF00001913	DBVPG3857_001454-T1	DBVPG3775_000169-T1
GF00001914	DBVPG3857_005693-T1	DBVPG3775_000171-T1
GF00001915	DBVPG3857_001457-T1	DBVPG3775_000172-T1
GF00001916	DBVPG3857_001461-T1	DBVPG3775_000176-T1
GF00001917	DBVPG3857_001462-T1	DBVPG3775_000177-T1
GF00001918	DBVPG3857_001465-T1	DBVPG3775_000180-T1
GF00001919	DBVPG3857_001466-T1	DBVPG3775_000181-T1
GF00001920	DBVPG3857_001467-T1	DBVPG3775_000182-T1
GF00001921	DBVPG3857_001468-T1	DBVPG3775_000183-T1
GF00001922	DBVPG3857_001469-T1	DBVPG3775_000184-T1
GF00001923	DBVPG3857_005677-T1	DBVPG3775_000185-T1
GF00001924	DBVPG3857_001471-T1	DBVPG3775_000186-T1
GF00001925	DBVPG3857_001472-T1	DBVPG3775_000187-T1
GF00001926	DBVPG3857_005674-T1	DBVPG3775_000188-T1
GF00001927	DBVPG3857_001474-T1	DBVPG3775_000189-T1
GF00001928	DBVPG3857_005665-T1	DBVPG3775_000197-T1
GF00001929	DBVPG3857_001483-T1	DBVPG3775_000198-T1
GF00001930	DBVPG3857_001484-T1	DBVPG3775_000199-T1
GF00001931	DBVPG3857_001485-T1	DBVPG3775_000200-T1
GF00001932	DBVPG3857_001486-T1	DBVPG3775_000201-T1
GF00001933	DBVPG3857_001488-T1	DBVPG3775_000203-T1
GF00001934	DBVPG3857_005656-T1	DBVPG3775_000205-T1
GF00001935	DBVPG3857_001491-T1	DBVPG3775_000206-T1
GF00001936	DBVPG3857_001496-T1	DBVPG3775_000211-T1
GF00001937	DBVPG3857_001497-T1	DBVPG3775_000212-T1
GF00001938	DBVPG3857_008085-T1	DBVPG3775_000213-T1
GF00001939	DBVPG3857_001500-T1	DBVPG3775_000214-T1
GF00001940	DBVPG3857_008090-T1	DBVPG3775_000217-T1
GF00001941	DBVPG3857_001504-T1	DBVPG3775_000218-T1
GF00001942	DBVPG3857_001507-T1	DBVPG3775_000221-T1
GF00001943	DBVPG3857_001509-T1	DBVPG3775_000223-T1
GF00001944	DBVPG3857_001510-T1	DBVPG3775_000224-T1
GF00001945	DBVPG3857_008099-T1	DBVPG3775_000225-T1
GF00001946	DBVPG3857_008100-T1	DBVPG3775_000226-T1
GF00001947	DBVPG3857_001515-T1	DBVPG3775_000229-T1
GF00001948	DBVPG3857_010462-T1	DBVPG3775_000231-T1
GF00001949	DBVPG3857_001518-T1	DBVPG3775_000232-T1
GF00001950	DBVPG3857_010466-T1	DBVPG3775_000235-T1
GF00001951	DBVPG3857_001522-T1	DBVPG3775_000236-T1
GF00001952	DBVPG3857_001523-T1	DBVPG3775_000237-T1
GF00001953	DBVPG3857_001525-T1	DBVPG3775_000240-T1
GF00001954	DBVPG3857_010472-T1	DBVPG3775_000241-T1
GF00001955	DBVPG3857_001527-T1	DBVPG3775_000242-T1
GF00001956	DBVPG3857_001528-T1	DBVPG3775_000243-T1
GF00001957	DBVPG3857_001529-T1	DBVPG3775_000244-T1
GF00001958	DBVPG3857_001530-T1	DBVPG3775_000245-T1
GF00001959	DBVPG3857_001531-T1	DBVPG3775_000246-T1
GF00001960	DBVPG3857_001532-T1	DBVPG3775_000247-T1
GF00001961	DBVPG3857_001536-T1	DBVPG3775_000251-T1
GF00001962	DBVPG3857_001539-T1	DBVPG3775_000253-T1
GF00001963	DBVPG3857_010484-T1	DBVPG3775_000254-T1
GF00001964	DBVPG3857_010485-T1	DBVPG3775_000255-T1
GF00001965	DBVPG3857_001542-T1	DBVPG3775_000256-T1
GF00001966	DBVPG3857_006248-T1	DBVPG3775_001459-T1
GF00001967	DBVPG3857_005921-T1	DBVPG3775_004472-T1
GF00001968	DBVPG3857_001545-T1	DBVPG3775_000259-T1
