	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa
GF00000526	TFCN1702E3902_011550-T1, TFCN1702E3902_009484-T1, TFCN1702E3902_009365-T1
GF00000527	TFCN1702E3902_003832-T1, TFCN1702E3902_002247-T1, TFCN1702E3902_003833-T1
GF00000528	TFCN1702E3902_004249-T1, TFCN1702E3902_011898-T1, TFCN1702E3902_000002-T1
GF00000529	TFCN1702E3902_000972-T1, TFCN1702E3902_004399-T1, TFCN1702E3902_000973-T1
GF00000530	TFCN1702E3902_004893-T1, TFCN1702E3902_002779-T1, TFCN1702E3902_004894-T1
GF00000531	TFCN1702E3902_010824-T1, TFCN1702E3902_008223-T1, TFCN1702E3902_008224-T1
GF00000532	TFCN1702E3902_002012-T1, TFCN1702E3902_001645-T1, TFCN1702E3902_001644-T1
GF00000533	TFCN1702E3902_012429-T1, TFCN1702E3902_010196-T1, TFCN1702E3902_010198-T1
GF00000534	TFCN1702E3902_009597-T1, TFCN1702E3902_011122-T1, TFCN1702E3902_009687-T1
GF00000535	TFCN1702E3902_004979-T1, TFCN1702E3902_007792-T1, TFCN1702E3902_004978-T1
GF00000536	TFCN1702E3902_000925-T1, TFCN1702E3902_004352-T1, TFCN1702E3902_000924-T1
GF00000537	TFCN1702E3902_012696-T1, TFCN1702E3902_012695-T1, TFCN1702E3902_012700-T1
GF00000538	TFCN1702E3902_001086-T1, TFCN1702E3902_005946-T1, TFCN1702E3902_001087-T1
GF00000539	TFCN1702E3902_012958-T1, TFCN1702E3902_012962-T1, TFCN1702E3902_012963-T1
GF00000540	TFCN1702E3902_001173-T1, TFCN1702E3902_000771-T1, TFCN1702E3902_000772-T1
GF00000541	TFCN1702E3902_012725-T1, TFCN1702E3902_002133-T1, TFCN1702E3902_002122-T1
GF00000542	TFCN1702E3902_007079-T1, TFCN1702E3902_003393-T1, TFCN1702E3902_012596-T1
GF00000543	TFCN1702E3902_001926-T1, TFCN1702E3902_001552-T1, TFCN1702E3902_001925-T1
GF00000544	TFCN1702E3902_011484-T1, TFCN1702E3902_004281-T1, TFCN1702E3902_005191-T1
GF00000545	TFCN1702E3902_007741-T1, TFCN1702E3902_012163-T1, TFCN1702E3902_012164-T1
GF00000546	TFCN1702E3902_008341-T1, TFCN1702E3902_012130-T1, TFCN1702E3902_012129-T1
GF00000547	TFCN1702E3902_003188-T1, TFCN1702E3902_007878-T1, TFCN1702E3902_007877-T1
GF00000548	TFCN1702E3902_006791-T1, TFCN1702E3902_012023-T1, TFCN1702E3902_006792-T1
GF00000549	TFCN1702E3902_009086-T1, TFCN1702E3902_004485-T1, TFCN1702E3902_009085-T1
GF00000550	TFCN1702E3902_008651-T1, TFCN1702E3902_011251-T1, TFCN1702E3902_011250-T1
GF00000551	TFCN1702E3902_012312-T1, TFCN1702E3902_011009-T1, TFCN1702E3902_004440-T1
GF00000552	TFCN1702E3902_000527-T1, TFCN1702E3902_010755-T1, TFCN1702E3902_010756-T1
GF00000553	TFCN1702E3902_005031-T1, TFCN1702E3902_009442-T1, TFCN1702E3902_005030-T1
GF00000554	TFCN1702E3902_008860-T1, TFCN1702E3902_008978-T1, TFCN1702E3902_008859-T1
GF00000555	TFCN1702E3902_003696-T1, TFCN1702E3902_003947-T1, TFCN1702E3902_003948-T1
GF00000556	TFCN1702E3902_011244-T1, TFCN1702E3902_008645-T1, TFCN1702E3902_008644-T1
GF00000557	TFCN1702E3902_004632-T1, TFCN1702E3902_008467-T1, TFCN1702E3902_008466-T1
GF00000558	TFCN1702E3902_004963-T1, TFCN1702E3902_007807-T1, TFCN1702E3902_004962-T1
GF00000559	TFCN1702E3902_007332-T1, TFCN1702E3902_007333-T1, TFCN1702E3902_007671-T1
GF00000560	TFCN1702E3902_010430-T1, TFCN1702E3902_004553-T1, TFCN1702E3902_004552-T1
GF00000561	TFCN1702E3902_000698-T1, TFCN1702E3902_001249-T1, TFCN1702E3902_000699-T1
GF00000562	TFCN1702E3902_002117-T1, TFCN1702E3902_012727-T1, TFCN1702E3902_012726-T1
GF00000563	TFCN1702E3902_012583-T1, TFCN1702E3902_005850-T1, TFCN1702E3902_005849-T1
GF00000564	TFCN1702E3902_010215-T1, TFCN1702E3902_008128-T1, TFCN1702E3902_008127-T1
GF00000565	TFCN1702E3902_002241-T1, TFCN1702E3902_003825-T1, TFCN1702E3902_003826-T1
GF00000566	TFCN1702E3902_008177-T1, TFCN1702E3902_011718-T1, TFCN1702E3902_011717-T1
GF00000567	TFCN1702E3902_002300-T1, TFCN1702E3902_003882-T1, TFCN1702E3902_003881-T1
GF00000568	TFCN1702E3902_010944-T1, TFCN1702E3902_007510-T1, TFCN1702E3902_007509-T1
GF00000569	TFCN1702E3902_010687-T1, TFCN1702E3902_005398-T1, TFCN1702E3902_010686-T1
GF00000570	TFCN1702E3902_000443-T1, TFCN1702E3902_001873-T1, TFCN1702E3902_001872-T1
GF00000571	TFCN1702E3902_007410-T1, TFCN1702E3902_005047-T1, TFCN1702E3902_007411-T1
GF00000572	TFCN1702E3902_000318-T1, TFCN1702E3902_012814-T1, TFCN1702E3902_013006-T1
GF00000573	TFCN1702E3902_001689-T1, TFCN1702E3902_002054-T1, TFCN1702E3902_001690-T1
GF00000574	TFCN1702E3902_003128-T1, TFCN1702E3902_005253-T1, TFCN1702E3902_003129-T1
GF00000575	TFCN1702E3902_000971-T1, TFCN1702E3902_004397-T1, TFCN1702E3902_004398-T1
GF00000576	TFCN1702E3902_008037-T1, TFCN1702E3902_006950-T1, TFCN1702E3902_006951-T1
GF00000577	TFCN1702E3902_007702-T1, TFCN1702E3902_010064-T1, TFCN1702E3902_010063-T1
GF00000578	TFCN1702E3902_001842-T1, TFCN1702E3902_000477-T1, TFCN1702E3902_000478-T1
GF00000579	TFCN1702E3902_009719-T1, TFCN1702E3902_009036-T1, TFCN1702E3902_009035-T1
GF00000580	TFCN1702E3902_004394-T1, TFCN1702E3902_000967-T1, TFCN1702E3902_000968-T1
GF00000581	TFCN1702E3902_006383-T1, TFCN1702E3902_009244-T1, TFCN1702E3902_006382-T1
GF00000582	TFCN1702E3902_004547-T1, TFCN1702E3902_010436-T1, TFCN1702E3902_004219-T1
GF00000583	TFCN1702E3902_002722-T1, TFCN1702E3902_006411-T1, TFCN1702E3902_006410-T1
GF00000584	TFCN1702E3902_000735-T1, TFCN1702E3902_001210-T1, TFCN1702E3902_008696-T1
GF00000585	TFCN1702E3902_011779-T1, TFCN1702E3902_006234-T1, TFCN1702E3902_011780-T1
GF00000586	TFCN1702E3902_005681-T1, TFCN1702E3902_005591-T1, TFCN1702E3902_005590-T1
GF00000587	TFCN1702E3902_004228-T1, TFCN1702E3902_006426-T1, TFCN1702E3902_002706-T1
GF00000588	TFCN1702E3902_008771-T1, TFCN1702E3902_008793-T1, TFCN1702E3902_011033-T1
GF00000589	TFCN1702E3902_010228-T1, TFCN1702E3902_010669-T1, TFCN1702E3902_010226-T1
GF00000590	TFCN1702E3902_012410-T1, TFCN1702E3902_009627-T1, TFCN1702E3902_012411-T1
GF00000591	TFCN1702E3902_009500-T1, TFCN1702E3902_011567-T1, TFCN1702E3902_011566-T1
GF00000592	TFCN1702E3902_001494-T1, TFCN1702E3902_003557-T1, TFCN1702E3902_003556-T1
GF00000593	TFCN1702E3902_009676-T1, TFCN1702E3902_012974-T1, TFCN1702E3902_009675-T1
GF00000594	TFCN1702E3902_007791-T1, TFCN1702E3902_004980-T1, TFCN1702E3902_004981-T1
GF00000595	TFCN1702E3902_012515-T1, TFCN1702E3902_012555-T1, TFCN1702E3902_012516-T1
GF00000596	TFCN1702E3902_001387-T1, TFCN1702E3902_007502-T1, TFCN1702E3902_001388-T1
GF00000597	TFCN1702E3902_006161-T1, TFCN1702E3902_005628-T1, TFCN1702E3902_005532-T1
GF00000598	TFCN1702E3902_008798-T1, TFCN1702E3902_011029-T1, TFCN1702E3902_009472-T1
GF00000599	TFCN1702E3902_005682-T1, TFCN1702E3902_005592-T1, TFCN1702E3902_008172-T1
GF00000600	TFCN1702E3902_007974-T1, TFCN1702E3902_000122-T1, TFCN1702E3902_002971-T1
GF00000601	TFCN1702E3902_008670-T1, TFCN1702E3902_009715-T1, TFCN1702E3902_009040-T1
GF00000602	TFCN1702E3902_004615-T1, TFCN1702E3902_012254-T1, TFCN1702E3902_011490-T1
GF00000603	TFCN1702E3902_010790-T1, TFCN1702E3902_009652-T1, TFCN1702E3902_009651-T1
GF00000604	TFCN1702E3902_001240-T1, TFCN1702E3902_001216-T1, TFCN1702E3902_000708-T1
GF00000605	TFCN1702E3902_011787-T1, TFCN1702E3902_006240-T1, TFCN1702E3902_006239-T1
GF00000606	TFCN1702E3902_009693-T1, TFCN1702E3902_009061-T1, TFCN1702E3902_009694-T1
GF00000607	TFCN1702E3902_002740-T1, TFCN1702E3902_004935-T1, TFCN1702E3902_004936-T1
GF00000608	TFCN1702E3902_001684-T1, TFCN1702E3902_002050-T1, TFCN1702E3902_002049-T1
GF00000609	TFCN1702E3902_006238-T1, TFCN1702E3902_011785-T1, TFCN1702E3902_011786-T1
GF00000610	TFCN1702E3902_010362-T1, TFCN1702E3902_012053-T1, TFCN1702E3902_012054-T1
GF00000611	TFCN1702E3902_010155-T1, TFCN1702E3902_004696-T1, TFCN1702E3902_010154-T1
GF00000612	TFCN1702E3902_004330-T1, TFCN1702E3902_000899-T1, TFCN1702E3902_004329-T1
GF00000613	TFCN1702E3902_005307-T1, TFCN1702E3902_007520-T1, TFCN1702E3902_007519-T1
GF00000614	TFCN1702E3902_006232-T1, TFCN1702E3902_011777-T1, TFCN1702E3902_006231-T1
GF00000615	TFCN1702E3902_008509-T1, TFCN1702E3902_008322-T1, TFCN1702E3902_012984-T1
GF00000616	TFCN1702E3902_002462-T1, TFCN1702E3902_011213-T1, TFCN1702E3902_011214-T1
GF00000617	TFCN1702E3902_012326-T1, TFCN1702E3902_011610-T1, TFCN1702E3902_009829-T1
GF00000618	TFCN1702E3902_001326-T1, TFCN1702E3902_007439-T1, TFCN1702E3902_007440-T1
GF00000619	TFCN1702E3902_004523-T1, TFCN1702E3902_009124-T1, TFCN1702E3902_009125-T1
GF00000620	TFCN1702E3902_012428-T1, TFCN1702E3902_008831-T1, TFCN1702E3902_010199-T1
GF00000621	TFCN1702E3902_011471-T1, TFCN1702E3902_006220-T1, TFCN1702E3902_011472-T1
GF00000622	TFCN1702E3902_005703-T1, TFCN1702E3902_010377-T1, TFCN1702E3902_010378-T1
GF00000623	TFCN1702E3902_005539-T1, TFCN1702E3902_005634-T1, TFCN1702E3902_005538-T1
GF00000624	TFCN1702E3902_001402-T1, TFCN1702E3902_003457-T1, TFCN1702E3902_003456-T1
GF00000625	TFCN1702E3902_000270-T1, TFCN1702E3902_004230-T1, TFCN1702E3902_006277-T1
GF00000626	TFCN1702E3902_005210-T1, TFCN1702E3902_003173-T1, TFCN1702E3902_005209-T1
GF00000627	TFCN1702E3902_006105-T1, TFCN1702E3902_002538-T1, TFCN1702E3902_006106-T1
GF00000628	TFCN1702E3902_008781-T1, TFCN1702E3902_011045-T1, TFCN1702E3902_009331-T1
GF00000629	TFCN1702E3902_004302-T1, TFCN1702E3902_003927-T1, TFCN1702E3902_002348-T1
GF00000630	TFCN1702E3902_001396-T1, TFCN1702E3902_003450-T1, TFCN1702E3902_001395-T1
GF00000631	TFCN1702E3902_003206-T1, TFCN1702E3902_006349-T1, TFCN1702E3902_006348-T1
GF00000632	TFCN1702E3902_009144-T1, TFCN1702E3902_009907-T1, TFCN1702E3902_012314-T1
GF00000633	TFCN1702E3902_006754-T1, TFCN1702E3902_001776-T1, TFCN1702E3902_006755-T1
GF00000634	TFCN1702E3902_012908-T1, TFCN1702E3902_011520-T1, TFCN1702E3902_011519-T1
GF00000635	TFCN1702E3902_007861-T1, TFCN1702E3902_010278-T1, TFCN1702E3902_007862-T1
GF00000636	TFCN1702E3902_002157-T1, TFCN1702E3902_004108-T1, TFCN1702E3902_004107-T1
GF00000637	TFCN1702E3902_003663-T1, TFCN1702E3902_009772-T1, TFCN1702E3902_009773-T1
GF00000638	TFCN1702E3902_011440-T1, TFCN1702E3902_004112-T1, TFCN1702E3902_002161-T1
GF00000639	TFCN1702E3902_000286-T1, TFCN1702E3902_006293-T1, TFCN1702E3902_000285-T1
GF00000640	TFCN1702E3902_006085-T1, TFCN1702E3902_002558-T1, TFCN1702E3902_006084-T1
GF00000641	TFCN1702E3902_001222-T1, TFCN1702E3902_000716-T1, TFCN1702E3902_000715-T1
GF00000642	TFCN1702E3902_005371-T1, TFCN1702E3902_007563-T1, TFCN1702E3902_007564-T1
GF00000643	TFCN1702E3902_009764-T1, TFCN1702E3902_003654-T1, TFCN1702E3902_003655-T1
GF00000644	TFCN1702E3902_008572-T1, TFCN1702E3902_008390-T1, TFCN1702E3902_001653-T1
GF00000645	TFCN1702E3902_002822-T1, TFCN1702E3902_006713-T1, TFCN1702E3902_003355-T1
GF00000646	TFCN1702E3902_006361-T1, TFCN1702E3902_003217-T1, TFCN1702E3902_006360-T1
GF00000647	TFCN1702E3902_010110-T1, TFCN1702E3902_011171-T1, TFCN1702E3902_011172-T1
GF00000648	TFCN1702E3902_012001-T1, TFCN1702E3902_008605-T1, TFCN1702E3902_012000-T1
GF00000649	TFCN1702E3902_011827-T1, TFCN1702E3902_011514-T1, TFCN1702E3902_005780-T1
GF00000650	TFCN1702E3902_004919-T1, TFCN1702E3902_002757-T1, TFCN1702E3902_002756-T1
GF00000651	TFCN1702E3902_010185-T1, TFCN1702E3902_005106-T1, TFCN1702E3902_005105-T1
GF00000652	TFCN1702E3902_004483-T1, TFCN1702E3902_009084-T1, TFCN1702E3902_004484-T1
GF00000653	TFCN1702E3902_010253-T1, TFCN1702E3902_007832-T1, TFCN1702E3902_000421-T1
GF00000654	TFCN1702E3902_010668-T1, TFCN1702E3902_010229-T1, TFCN1702E3902_010230-T1
GF00000655	TFCN1702E3902_011670-T1, TFCN1702E3902_006957-T1, TFCN1702E3902_006956-T1
GF00000656	TFCN1702E3902_004723-T1, TFCN1702E3902_002357-T1, TFCN1702E3902_007632-T1
GF00000657	TFCN1702E3902_009567-T1, TFCN1702E3902_002579-T1, TFCN1702E3902_002578-T1
GF00000658	TFCN1702E3902_011365-T1, TFCN1702E3902_006007-T1, TFCN1702E3902_011364-T1
GF00000659	TFCN1702E3902_004750-T1, TFCN1702E3902_007607-T1, TFCN1702E3902_004751-T1
GF00000660	TFCN1702E3902_003869-T1, TFCN1702E3902_010011-T1, TFCN1702E3902_002286-T1
GF00000661	TFCN1702E3902_002119-T1, TFCN1702E3902_009436-T1, TFCN1702E3902_012724-T1
GF00000662	TFCN1702E3902_006446-T1, TFCN1702E3902_002689-T1, TFCN1702E3902_006447-T1
GF00000663	TFCN1702E3902_004124-T1, TFCN1702E3902_001192-T1, TFCN1702E3902_000751-T1
GF00000664	TFCN1702E3902_011638-T1, TFCN1702E3902_006325-T1, TFCN1702E3902_000448-T1
GF00000665	TFCN1702E3902_007763-T1, TFCN1702E3902_001515-T1, TFCN1702E3902_007762-T1
GF00000666	TFCN1702E3902_003973-T1, TFCN1702E3902_003723-T1, TFCN1702E3902_003722-T1
GF00000667	TFCN1702E3902_008012-T1, TFCN1702E3902_007299-T1, TFCN1702E3902_007302-T1
GF00000668	TFCN1702E3902_001601-T1, TFCN1702E3902_001974-T1, TFCN1702E3902_001600-T1
GF00000669	TFCN1702E3902_004467-T1, TFCN1702E3902_012297-T1, TFCN1702E3902_009068-T1
GF00000670	TFCN1702E3902_005366-T1, TFCN1702E3902_005365-T1, TFCN1702E3902_007568-T1
GF00000671	TFCN1702E3902_000340-T1, TFCN1702E3902_010564-T1, TFCN1702E3902_010197-T1
GF00000672	TFCN1702E3902_010153-T1, TFCN1702E3902_004697-T1, TFCN1702E3902_011491-T1
GF00000673	TFCN1702E3902_012850-T1, TFCN1702E3902_000278-T1, TFCN1702E3902_012823-T1
GF00000674	TFCN1702E3902_003724-T1, TFCN1702E3902_003974-T1, TFCN1702E3902_003725-T1
GF00000675	TFCN1702E3902_005523-T1, TFCN1702E3902_005615-T1, TFCN1702E3902_005616-T1
GF00000676	TFCN1702E3902_008297-T1, TFCN1702E3902_005170-T1, TFCN1702E3902_008296-T1
GF00000677	TFCN1702E3902_008444-T1, TFCN1702E3902_010404-T1, TFCN1702E3902_005547-T1
GF00000678	TFCN1702E3902_002028-T1, TFCN1702E3902_001662-T1, TFCN1702E3902_002027-T1
GF00000679	TFCN1702E3902_002761-T1, TFCN1702E3902_004911-T1, TFCN1702E3902_004910-T1
GF00000680	TFCN1702E3902_008074-T1, TFCN1702E3902_002113-T1, TFCN1702E3902_012731-T1
GF00000681	TFCN1702E3902_012831-T1, TFCN1702E3902_001045-T1, TFCN1702E3902_001046-T1
GF00000682	TFCN1702E3902_005952-T1, TFCN1702E3902_001080-T1, TFCN1702E3902_001079-T1
GF00000683	TFCN1702E3902_006653-T1, TFCN1702E3902_011442-T1, TFCN1702E3902_000876-T1
GF00000684	TFCN1702E3902_004716-T1, TFCN1702E3902_007638-T1, TFCN1702E3902_004717-T1
GF00000685	TFCN1702E3902_008962-T1, TFCN1702E3902_012651-T1, TFCN1702E3902_008961-T1
GF00000686	TFCN1702E3902_001639-T1, TFCN1702E3902_001638-T1, TFCN1702E3902_002007-T1
GF00000687	TFCN1702E3902_000402-T1, TFCN1702E3902_011154-T1, TFCN1702E3902_000403-T1
GF00000688	TFCN1702E3902_010562-T1, TFCN1702E3902_000343-T1, TFCN1702E3902_000342-T1
GF00000689	TFCN1702E3902_000427-T1, TFCN1702E3902_001888-T1, TFCN1702E3902_001889-T1
GF00000690	TFCN1702E3902_004549-T1, TFCN1702E3902_010434-T1, TFCN1702E3902_010433-T1
GF00000691	TFCN1702E3902_006687-T1, TFCN1702E3902_003195-T1, TFCN1702E3902_006336-T1
GF00000692	TFCN1702E3902_008230-T1, TFCN1702E3902_010830-T1, TFCN1702E3902_008231-T1
GF00000693	TFCN1702E3902_001504-T1, TFCN1702E3902_003567-T1, TFCN1702E3902_003568-T1
GF00000694	TFCN1702E3902_009213-T1, TFCN1702E3902_002836-T1, TFCN1702E3902_003273-T1
GF00000695	TFCN1702E3902_008481-T1, TFCN1702E3902_004244-T1, TFCN1702E3902_004645-T1
GF00000696	TFCN1702E3902_004676-T1, TFCN1702E3902_012935-T1, TFCN1702E3902_012912-T1
GF00000697	TFCN1702E3902_008026-T1, TFCN1702E3902_012641-T1, TFCN1702E3902_008025-T1
GF00000698	TFCN1702E3902_003216-T1, TFCN1702E3902_006359-T1, TFCN1702E3902_006358-T1
GF00000699	TFCN1702E3902_006312-T1, TFCN1702E3902_000304-T1, TFCN1702E3902_000305-T1
GF00000700	TFCN1702E3902_003208-T1, TFCN1702E3902_006351-T1, TFCN1702E3902_003209-T1
GF00000701	TFCN1702E3902_004075-T1, TFCN1702E3902_002121-T1, TFCN1702E3902_012723-T1
GF00000702	TFCN1702E3902_001146-T1, TFCN1702E3902_000800-T1, TFCN1702E3902_012385-T1
GF00000703	TFCN1702E3902_008212-T1, TFCN1702E3902_010815-T1, TFCN1702E3902_008213-T1
GF00000704	TFCN1702E3902_005710-T1, TFCN1702E3902_010385-T1, TFCN1702E3902_010384-T1
GF00000705	TFCN1702E3902_004537-T1, TFCN1702E3902_010446-T1, TFCN1702E3902_012769-T1
GF00000706	TFCN1702E3902_005518-T1, TFCN1702E3902_012570-T1, TFCN1702E3902_005610-T1
GF00000707	TFCN1702E3902_003230-T1, TFCN1702E3902_006372-T1, TFCN1702E3902_003229-T1
GF00000708	TFCN1702E3902_010904-T1, TFCN1702E3902_010905-T1, TFCN1702E3902_008756-T1
GF00000709	TFCN1702E3902_000455-T1, TFCN1702E3902_001862-T1, TFCN1702E3902_004301-T1
GF00000710	TFCN1702E3902_003999-T1, TFCN1702E3902_003749-T1, TFCN1702E3902_003751-T1
GF00000711	TFCN1702E3902_005069-T1, TFCN1702E3902_007434-T1, TFCN1702E3902_007433-T1
GF00000712	TFCN1702E3902_002551-T1, TFCN1702E3902_006093-T1, TFCN1702E3902_002550-T1
GF00000713	TFCN1702E3902_010580-T1, TFCN1702E3902_000325-T1, TFCN1702E3902_010581-T1
GF00000714	TFCN1702E3902_005929-T1, TFCN1702E3902_012379-T1, TFCN1702E3902_005931-T1
GF00000715	TFCN1702E3902_009488-T1, TFCN1702E3902_011555-T1, TFCN1702E3902_011556-T1
GF00000716	TFCN1702E3902_000724-T1, TFCN1702E3902_001232-T1, TFCN1702E3902_001228-T1
GF00000717	TFCN1702E3902_002708-T1, TFCN1702E3902_006424-T1, TFCN1702E3902_002709-T1
GF00000718	TFCN1702E3902_010820-T1, TFCN1702E3902_005774-T1, TFCN1702E3902_008219-T1
GF00000719	TFCN1702E3902_003267-T1, TFCN1702E3902_002841-T1, TFCN1702E3902_003270-T1
GF00000720	TFCN1702E3902_006301-T1, TFCN1702E3902_000293-T1, TFCN1702E3902_000294-T1
GF00000721	TFCN1702E3902_009034-T1, TFCN1702E3902_009720-T1, TFCN1702E3902_012627-T1
GF00000722	TFCN1702E3902_004289-T1, TFCN1702E3902_002273-T1, TFCN1702E3902_003858-T1
GF00000723	TFCN1702E3902_007548-T1, TFCN1702E3902_005792-T1, TFCN1702E3902_005386-T1
GF00000724	TFCN1702E3902_003200-T1, TFCN1702E3902_006342-T1, TFCN1702E3902_006341-T1
GF00000725	TFCN1702E3902_003303-T1, TFCN1702E3902_002803-T1, TFCN1702E3902_012954-T1
GF00000726	TFCN1702E3902_005698-T1, TFCN1702E3902_010372-T1, TFCN1702E3902_005609-T1
GF00000727	TFCN1702E3902_012226-T1, TFCN1702E3902_012183-T1, TFCN1702E3902_012182-T1
GF00000728	TFCN1702E3902_011659-T1, TFCN1702E3902_008944-T1, TFCN1702E3902_011658-T1
GF00000729	TFCN1702E3902_012446-T1, TFCN1702E3902_008924-T1, TFCN1702E3902_012447-T1
GF00000730	TFCN1702E3902_004189-T1, TFCN1702E3902_002223-T1, TFCN1702E3902_005260-T1
GF00000731	TFCN1702E3902_002352-T1, TFCN1702E3902_003931-T1, TFCN1702E3902_002353-T1
GF00000732	TFCN1702E3902_006147-T1, TFCN1702E3902_002500-T1, TFCN1702E3902_002499-T1
GF00000733	TFCN1702E3902_006676-T1, TFCN1702E3902_000854-T1, TFCN1702E3902_003321-T1
GF00000734	TFCN1702E3902_007183-T1, TFCN1702E3902_011935-T1, TFCN1702E3902_012680-T1
GF00000735	TFCN1702E3902_002649-T1, TFCN1702E3902_005798-T1, TFCN1702E3902_012870-T1
GF00000736	TFCN1702E3902_009792-T1, TFCN1702E3902_003684-T1, TFCN1702E3902_003680-T1
GF00000737	TFCN1702E3902_003224-T1, TFCN1702E3902_006368-T1, TFCN1702E3902_003225-T1
GF00000738	TFCN1702E3902_008019-T1, TFCN1702E3902_007294-T1, TFCN1702E3902_006570-T1
GF00000739	TFCN1702E3902_002949-T1, TFCN1702E3902_000100-T1, TFCN1702E3902_002948-T1
GF00000740	TFCN1702E3902_007786-T1, TFCN1702E3902_004987-T1, TFCN1702E3902_007785-T1
GF00000741	TFCN1702E3902_003092-T1, TFCN1702E3902_005288-T1, TFCN1702E3902_003091-T1
GF00000742	TFCN1702E3902_009589-T1, TFCN1702E3902_002602-T1, TFCN1702E3902_002605-T1
GF00000743	TFCN1702E3902_002381-T1, TFCN1702E3902_009972-T1, TFCN1702E3902_009974-T1
GF00000744	TFCN1702E3902_002891-T1, TFCN1702E3902_000042-T1, TFCN1702E3902_000041-T1
GF00000745	TFCN1702E3902_002355-T1, TFCN1702E3902_003933-T1, TFCN1702E3902_003934-T1
GF00000746	TFCN1702E3902_000707-T1, TFCN1702E3902_001241-T1, TFCN1702E3902_001215-T1
GF00000747	TFCN1702E3902_011511-T1, TFCN1702E3902_011831-T1, TFCN1702E3902_011830-T1
GF00000748	TFCN1702E3902_000895-T1, TFCN1702E3902_004326-T1, TFCN1702E3902_000896-T1
GF00000749	TFCN1702E3902_001031-T1, TFCN1702E3902_011983-T1, TFCN1702E3902_011984-T1
GF00000750	TFCN1702E3902_003817-T1, TFCN1702E3902_004067-T1, TFCN1702E3902_003816-T1
GF00000751	TFCN1702E3902_008073-T1, TFCN1702E3902_006913-T1, TFCN1702E3902_010136-T1
GF00000752	TFCN1702E3902_001704-T1, TFCN1702E3902_002060-T1, TFCN1702E3902_000853-T1
GF00000753	TFCN1702E3902_009375-T1, TFCN1702E3902_012705-T1, TFCN1702E3902_012704-T1
GF00000754	TFCN1702E3902_010858-T1, TFCN1702E3902_007234-T1, TFCN1702E3902_012212-T1
GF00000755	TFCN1702E3902_008236-T1, TFCN1702E3902_008237-T1, TFCN1702E3902_010835-T1
GF00000756	TFCN1702E3902_012465-T1, TFCN1702E3902_012474-T1, TFCN1702E3902_012777-T1
GF00000757	TFCN1702E3902_010587-T1, TFCN1702E3902_008001-T1, TFCN1702E3902_011426-T1
GF00000758	TFCN1702E3902_010600-T1, TFCN1702E3902_007987-T1, TFCN1702E3902_010601-T1
GF00000759	TFCN1702E3902_011084-T1, TFCN1702E3902_000563-T1, TFCN1702E3902_000559-T1
GF00000760	TFCN1702E3902_006891-T1, TFCN1702E3902_010119-T1, TFCN1702E3902_010133-T1
GF00000761	TFCN1702E3902_010734-T1, TFCN1702E3902_010095-T1, TFCN1702E3902_010096-T1
GF00000762	TFCN1702E3902_008316-T1, TFCN1702E3902_012364-T1, TFCN1702E3902_008317-T1
GF00000763	TFCN1702E3902_007115-T1, TFCN1702E3902_012030-T1, TFCN1702E3902_009228-T1
GF00000764	TFCN1702E3902_003179-T1, TFCN1702E3902_007888-T1, TFCN1702E3902_007887-T1
GF00000765	TFCN1702E3902_012027-T1, TFCN1702E3902_006788-T1, TFCN1702E3902_012026-T1
GF00000766	TFCN1702E3902_008461-T1, TFCN1702E3902_004627-T1, TFCN1702E3902_008460-T1
GF00000767	TFCN1702E3902_005009-T1, TFCN1702E3902_009465-T1, TFCN1702E3902_013022-T1
GF00000768	TFCN1702E3902_012475-T1, TFCN1702E3902_011896-T1, TFCN1702E3902_012778-T1
GF00000769	TFCN1702E3902_002222-T1, TFCN1702E3902_004190-T1, TFCN1702E3902_004191-T1
GF00000770	TFCN1702E3902_012875-T1, TFCN1702E3902_010245-T1, TFCN1702E3902_010244-T1
GF00000771	TFCN1702E3902_008990-T1, TFCN1702E3902_008848-T1, TFCN1702E3902_008847-T1
GF00000772	TFCN1702E3902_006160-T1, TFCN1702E3902_004782-T1, TFCN1702E3902_005469-T1
GF00000773	TFCN1702E3902_006990-T1, TFCN1702E3902_006180-T1, TFCN1702E3902_006179-T1
GF00000774	TFCN1702E3902_004200-T1, TFCN1702E3902_004546-T1, TFCN1702E3902_010437-T1
GF00000775	TFCN1702E3902_003426-T1, TFCN1702E3902_007041-T1, TFCN1702E3902_003427-T1
GF00000776	TFCN1702E3902_011448-T1, TFCN1702E3902_006926-T1, TFCN1702E3902_008059-T1
GF00000777	TFCN1702E3902_008412-T1, TFCN1702E3902_011591-T1, TFCN1702E3902_008413-T1
GF00000778	TFCN1702E3902_009521-T1, TFCN1702E3902_010990-T1, TFCN1702E3902_009520-T1
GF00000779	TFCN1702E3902_008347-T1, TFCN1702E3902_012136-T1, TFCN1702E3902_012815-T1
GF00000780	TFCN1702E3902_012883-T1, TFCN1702E3902_008965-T1, TFCN1702E3902_012648-T1
GF00000781	TFCN1702E3902_004739-T1, TFCN1702E3902_007616-T1, TFCN1702E3902_004740-T1
GF00000782	TFCN1702E3902_004443-T1, TFCN1702E3902_004444-T1, TFCN1702E3902_009548-T1
GF00000783	TFCN1702E3902_011188-T1, TFCN1702E3902_011189-T1, TFCN1702E3902_010610-T1
