	Rhodotorula_mucilaginosa_DBVPG_3856.cds.fa
GF00000781	DBVPG3856_007076-T1, DBVPG3856_004377-T1, DBVPG3856_014949-T1
GF00000782	DBVPG3856_001504-T1, DBVPG3856_013664-T1, DBVPG3856_015048-T1
GF00000783	DBVPG3856_000162-T1, DBVPG3856_009097-T1, DBVPG3856_000161-T1
GF00000784	DBVPG3856_002275-T1, DBVPG3856_003377-T1, DBVPG3856_003376-T1
GF00000785	DBVPG3856_010446-T1, DBVPG3856_002320-T1, DBVPG3856_014852-T1
GF00000786	DBVPG3856_011762-T1, DBVPG3856_005680-T1, DBVPG3856_011763-T1
GF00000787	DBVPG3856_002198-T1, DBVPG3856_006365-T1, DBVPG3856_002199-T1
GF00000788	DBVPG3856_007336-T1, DBVPG3856_011498-T1, DBVPG3856_005508-T1
GF00000789	DBVPG3856_010093-T1, DBVPG3856_010523-T1, DBVPG3856_005865-T1
GF00000790	DBVPG3856_013243-T1, DBVPG3856_014834-T1, DBVPG3856_014835-T1
GF00000791	DBVPG3856_014893-T1, DBVPG3856_005679-T1, DBVPG3856_011764-T1
GF00000792	DBVPG3856_002301-T1, DBVPG3856_010470-T1, DBVPG3856_012073-T1
GF00000793	DBVPG3856_010451-T1, DBVPG3856_002281-T1, DBVPG3856_000728-T1
GF00000794	DBVPG3856_013792-T1, DBVPG3856_014586-T1, DBVPG3856_013793-T1
GF00000795	DBVPG3856_002374-T1, DBVPG3856_005134-T1, DBVPG3856_002375-T1
GF00000796	DBVPG3856_012636-T1, DBVPG3856_009008-T1, DBVPG3856_009007-T1
GF00000797	DBVPG3856_000724-T1, DBVPG3856_001335-T1, DBVPG3856_001336-T1
GF00000798	DBVPG3856_003943-T1, DBVPG3856_000813-T1, DBVPG3856_011216-T1
GF00000799	DBVPG3856_011918-T1, DBVPG3856_011409-T1, DBVPG3856_011919-T1
GF00000800	DBVPG3856_013216-T1, DBVPG3856_010859-T1, DBVPG3856_008283-T1
GF00000801	DBVPG3856_010906-T1, DBVPG3856_005993-T1, DBVPG3856_003652-T1
GF00000802	DBVPG3856_006426-T1, DBVPG3856_005233-T1, DBVPG3856_006427-T1
GF00000803	DBVPG3856_002499-T1, DBVPG3856_004755-T1, DBVPG3856_002498-T1
GF00000804	DBVPG3856_013466-T1, DBVPG3856_005243-T1, DBVPG3856_005048-T1
GF00000805	DBVPG3856_003817-T1, DBVPG3856_002828-T1, DBVPG3856_002829-T1
GF00000806	DBVPG3856_001594-T1, DBVPG3856_012704-T1, DBVPG3856_006300-T1
GF00000807	DBVPG3856_007876-T1, DBVPG3856_005372-T1, DBVPG3856_007877-T1
GF00000808	DBVPG3856_012393-T1, DBVPG3856_007570-T1, DBVPG3856_004208-T1
GF00000809	DBVPG3856_011404-T1, DBVPG3856_011916-T1, DBVPG3856_011407-T1
GF00000810	DBVPG3856_010592-T1, DBVPG3856_010591-T1, DBVPG3856_008806-T1
GF00000811	DBVPG3856_010856-T1, DBVPG3856_010423-T1, DBVPG3856_010422-T1
GF00000812	DBVPG3856_008118-T1, DBVPG3856_008892-T1, DBVPG3856_008117-T1
GF00000813	DBVPG3856_011207-T1, DBVPG3856_005312-T1, DBVPG3856_011206-T1
GF00000814	DBVPG3856_012311-T1, DBVPG3856_013637-T1, DBVPG3856_014798-T1
GF00000815	DBVPG3856_000931-T1, DBVPG3856_015098-T1, DBVPG3856_014549-T1
GF00000816	DBVPG3856_001469-T1, DBVPG3856_008094-T1, DBVPG3856_001468-T1
GF00000817	DBVPG3856_009147-T1, DBVPG3856_009731-T1, DBVPG3856_001365-T1
GF00000818	DBVPG3856_004205-T1, DBVPG3856_007567-T1, DBVPG3856_004204-T1
GF00000819	DBVPG3856_000434-T1, DBVPG3856_006215-T1, DBVPG3856_000433-T1
GF00000820	DBVPG3856_003486-T1, DBVPG3856_015084-T1, DBVPG3856_003484-T1
GF00000821	DBVPG3856_003995-T1, DBVPG3856_009733-T1, DBVPG3856_013222-T1
GF00000822	DBVPG3856_010138-T1, DBVPG3856_013112-T1, DBVPG3856_010137-T1
GF00000823	DBVPG3856_005642-T1, DBVPG3856_013377-T1, DBVPG3856_013378-T1
GF00000824	DBVPG3856_004157-T1, DBVPG3856_002957-T1, DBVPG3856_002958-T1
GF00000825	DBVPG3856_014135-T1, DBVPG3856_006053-T1, DBVPG3856_001746-T1
GF00000826	DBVPG3856_005002-T1, DBVPG3856_000113-T1, DBVPG3856_013397-T1
GF00000827	DBVPG3856_002244-T1, DBVPG3856_012927-T1, DBVPG3856_012928-T1
GF00000828	DBVPG3856_001618-T1, DBVPG3856_006322-T1, DBVPG3856_006321-T1
GF00000829	DBVPG3856_011547-T1, DBVPG3856_011691-T1, DBVPG3856_011548-T1
GF00000830	DBVPG3856_010427-T1, DBVPG3856_010429-T1, DBVPG3856_002339-T1
GF00000831	DBVPG3856_014854-T1, DBVPG3856_001178-T1, DBVPG3856_010511-T1
GF00000832	DBVPG3856_007856-T1, DBVPG3856_014750-T1, DBVPG3856_003415-T1
GF00000833	DBVPG3856_011455-T1, DBVPG3856_007622-T1, DBVPG3856_011653-T1
GF00000834	DBVPG3856_005200-T1, DBVPG3856_009875-T1, DBVPG3856_012941-T1
GF00000835	DBVPG3856_009130-T1, DBVPG3856_002431-T1, DBVPG3856_002432-T1
GF00000836	DBVPG3856_005884-T1, DBVPG3856_012269-T1, DBVPG3856_013408-T1
GF00000837	DBVPG3856_013925-T1, DBVPG3856_013924-T1, DBVPG3856_011141-T1
GF00000838	DBVPG3856_004104-T1, DBVPG3856_010368-T1, DBVPG3856_007621-T1
GF00000839	DBVPG3856_002233-T1, DBVPG3856_008322-T1, DBVPG3856_012916-T1
GF00000840	DBVPG3856_002739-T1, DBVPG3856_012124-T1, DBVPG3856_012123-T1
GF00000841	DBVPG3856_012904-T1, DBVPG3856_007462-T1, DBVPG3856_001882-T1
GF00000842	DBVPG3856_009356-T1, DBVPG3856_008000-T1, DBVPG3856_007820-T1
GF00000843	DBVPG3856_000970-T1, DBVPG3856_001918-T1, DBVPG3856_000971-T1
GF00000844	DBVPG3856_011766-T1, DBVPG3856_011767-T1, DBVPG3856_009835-T1
GF00000845	DBVPG3856_001182-T1, DBVPG3856_010472-T1, DBVPG3856_009783-T1
GF00000846	DBVPG3856_007257-T1, DBVPG3856_001530-T1, DBVPG3856_015193-T1
GF00000847	DBVPG3856_008037-T1, DBVPG3856_012534-T1, DBVPG3856_013290-T1
GF00000848	DBVPG3856_003758-T1, DBVPG3856_013438-T1, DBVPG3856_013439-T1
GF00000849	DBVPG3856_009168-T1, DBVPG3856_009712-T1, DBVPG3856_009169-T1
GF00000850	DBVPG3856_015089-T1, DBVPG3856_001516-T1, DBVPG3856_011987-T1
GF00000851	DBVPG3856_001857-T1, DBVPG3856_014473-T1, DBVPG3856_001858-T1
GF00000852	DBVPG3856_014513-T1, DBVPG3856_001399-T1, DBVPG3856_014420-T1
GF00000853	DBVPG3856_010762-T1, DBVPG3856_003625-T1, DBVPG3856_003624-T1
GF00000854	DBVPG3856_015096-T1, DBVPG3856_005656-T1, DBVPG3856_015097-T1
GF00000855	DBVPG3856_005887-T1, DBVPG3856_013412-T1, DBVPG3856_013411-T1
GF00000856	DBVPG3856_003224-T1, DBVPG3856_005910-T1, DBVPG3856_008844-T1
GF00000857	DBVPG3856_005439-T1, DBVPG3856_005408-T1, DBVPG3856_015209-T1
GF00000858	DBVPG3856_004929-T1, DBVPG3856_001709-T1, DBVPG3856_001710-T1
GF00000859	DBVPG3856_014826-T1, DBVPG3856_011428-T1, DBVPG3856_014825-T1
GF00000860	DBVPG3856_015216-T1, DBVPG3856_014968-T1, DBVPG3856_006989-T1
GF00000861	DBVPG3856_013667-T1, DBVPG3856_007131-T1, DBVPG3856_014579-T1
GF00000862	DBVPG3856_008707-T1, DBVPG3856_008551-T1, DBVPG3856_014872-T1
GF00000863	DBVPG3856_002390-T1, DBVPG3856_005108-T1, DBVPG3856_002403-T1
GF00000864	DBVPG3856_009514-T1, DBVPG3856_006959-T1, DBVPG3856_006960-T1
GF00000865	DBVPG3856_007164-T1, DBVPG3856_013657-T1, DBVPG3856_006469-T1
GF00000866	DBVPG3856_000658-T1, DBVPG3856_001398-T1, DBVPG3856_013727-T1
GF00000867	DBVPG3856_004587-T1, DBVPG3856_002896-T1, DBVPG3856_004622-T1
GF00000868	DBVPG3856_002932-T1, DBVPG3856_004130-T1, DBVPG3856_004132-T1
GF00000869	DBVPG3856_006039-T1, DBVPG3856_002058-T1, DBVPG3856_015177-T1
GF00000870	DBVPG3856_015163-T1, DBVPG3856_001400-T1, DBVPG3856_013587-T1
GF00000871	DBVPG3856_014029-T1, DBVPG3856_004431-T1, DBVPG3856_014940-T1
GF00000872	DBVPG3856_006542-T1, DBVPG3856_014945-T1, DBVPG3856_014455-T1
GF00000873	DBVPG3856_001223-T1, DBVPG3856_013709-T1, DBVPG3856_001243-T1
GF00000874	DBVPG3856_011239-T1, DBVPG3856_000792-T1, DBVPG3856_012462-T1
GF00000875	DBVPG3856_001315-T1, DBVPG3856_000746-T1, DBVPG3856_001314-T1
GF00000876	DBVPG3856_008137-T1, DBVPG3856_012499-T1, DBVPG3856_012500-T1
GF00000877	DBVPG3856_007825-T1, DBVPG3856_003383-T1, DBVPG3856_003382-T1
GF00000878	DBVPG3856_009891-T1, DBVPG3856_011891-T1, DBVPG3856_009908-T1
GF00000879	DBVPG3856_009176-T1, DBVPG3856_013882-T1, DBVPG3856_014682-T1
GF00000880	DBVPG3856_003931-T1, DBVPG3856_013218-T1, DBVPG3856_000825-T1
GF00000881	DBVPG3856_011377-T1, DBVPG3856_003488-T1, DBVPG3856_015085-T1
GF00000882	DBVPG3856_012469-T1, DBVPG3856_015153-T1, DBVPG3856_012567-T1
GF00000883	DBVPG3856_004646-T1, DBVPG3856_000533-T1, DBVPG3856_000534-T1
GF00000884	DBVPG3856_005482-T1, DBVPG3856_014302-T1, DBVPG3856_006795-T1
GF00000885	DBVPG3856_015126-T1, DBVPG3856_008546-T1, DBVPG3856_012214-T1
GF00000886	DBVPG3856_007141-T1, DBVPG3856_013676-T1, DBVPG3856_014125-T1
GF00000887	DBVPG3856_014323-T1, DBVPG3856_002407-T1, DBVPG3856_014324-T1
GF00000888	DBVPG3856_012932-T1, DBVPG3856_013550-T1, DBVPG3856_012933-T1
GF00000889	DBVPG3856_012720-T1, DBVPG3856_014912-T1, DBVPG3856_014913-T1
GF00000890	DBVPG3856_012871-T1, DBVPG3856_014807-T1, DBVPG3856_009581-T1
GF00000891	DBVPG3856_009469-T1, DBVPG3856_010385-T1, DBVPG3856_004378-T1
GF00000892	DBVPG3856_012934-T1, DBVPG3856_013549-T1, DBVPG3856_012931-T1
GF00000893	DBVPG3856_000186-T1, DBVPG3856_009678-T1, DBVPG3856_014335-T1
GF00000894	DBVPG3856_001889-T1, DBVPG3856_000939-T1, DBVPG3856_014542-T1
GF00000895	DBVPG3856_002276-T1, DBVPG3856_003378-T1, DBVPG3856_007821-T1
GF00000896	DBVPG3856_010939-T1, DBVPG3856_004400-T1, DBVPG3856_004401-T1
GF00000897	DBVPG3856_009666-T1, DBVPG3856_002866-T1, DBVPG3856_002865-T1
GF00000898	DBVPG3856_014970-T1, DBVPG3856_001573-T1, DBVPG3856_014651-T1
GF00000899	DBVPG3856_008318-T1, DBVPG3856_002229-T1, DBVPG3856_008319-T1
GF00000900	DBVPG3856_000604-T1, DBVPG3856_013954-T1, DBVPG3856_011585-T1
GF00000901	DBVPG3856_008689-T1, DBVPG3856_013160-T1, DBVPG3856_013161-T1
GF00000902	DBVPG3856_015069-T1, DBVPG3856_001436-T1, DBVPG3856_008066-T1
GF00000903	DBVPG3856_011215-T1, DBVPG3856_015213-T1, DBVPG3856_005304-T1
GF00000904	DBVPG3856_007849-T1, DBVPG3856_003408-T1, DBVPG3856_007848-T1
GF00000905	DBVPG3856_001798-T1, DBVPG3856_008718-T1, DBVPG3856_001799-T1
GF00000906	DBVPG3856_008881-T1, DBVPG3856_008105-T1, DBVPG3856_008106-T1
GF00000907	DBVPG3856_002249-T1, DBVPG3856_003350-T1, DBVPG3856_003349-T1
GF00000908	DBVPG3856_012823-T1, DBVPG3856_005722-T1, DBVPG3856_011405-T1
GF00000909	DBVPG3856_003639-T1, DBVPG3856_013180-T1, DBVPG3856_013326-T1
GF00000910	DBVPG3856_015150-T1, DBVPG3856_014638-T1, DBVPG3856_008813-T1
GF00000911	DBVPG3856_007832-T1, DBVPG3856_003392-T1, DBVPG3856_003389-T1
GF00000912	DBVPG3856_002655-T1, DBVPG3856_004081-T1, DBVPG3856_000070-T1
GF00000913	DBVPG3856_004653-T1, DBVPG3856_000541-T1, DBVPG3856_015124-T1
GF00000914	DBVPG3856_003263-T1, DBVPG3856_014609-T1, DBVPG3856_014768-T1
GF00000915	DBVPG3856_007368-T1, DBVPG3856_010720-T1, DBVPG3856_012419-T1
GF00000916	DBVPG3856_011472-T1, DBVPG3856_006563-T1, DBVPG3856_011471-T1
GF00000917	DBVPG3856_013291-T1, DBVPG3856_007695-T1, DBVPG3856_014346-T1
GF00000918	DBVPG3856_008166-T1, DBVPG3856_009436-T1, DBVPG3856_011037-T1
GF00000919	DBVPG3856_015122-T1, DBVPG3856_001595-T1, DBVPG3856_015129-T1
GF00000920	DBVPG3856_000452-T1, DBVPG3856_008672-T1, DBVPG3856_009808-T1
GF00000921	DBVPG3856_005091-T1, DBVPG3856_010077-T1, DBVPG3856_008172-T1
GF00000922	DBVPG3856_004355-T1, DBVPG3856_007098-T1, DBVPG3856_007099-T1
GF00000923	DBVPG3856_013154-T1, DBVPG3856_008688-T1, DBVPG3856_013153-T1
GF00000924	DBVPG3856_001859-T1, DBVPG3856_014052-T1, DBVPG3856_014472-T1
GF00000925	DBVPG3856_000542-T1, DBVPG3856_013009-T1, DBVPG3856_015095-T1
GF00000926	DBVPG3856_014376-T1, DBVPG3856_014390-T1, DBVPG3856_014377-T1
GF00000927	DBVPG3856_014488-T1, DBVPG3856_012105-T1, DBVPG3856_014487-T1
GF00000928	DBVPG3856_012423-T1, DBVPG3856_009950-T1, DBVPG3856_009959-T1
GF00000929	DBVPG3856_005429-T1, DBVPG3856_005419-T1, DBVPG3856_005420-T1
GF00000930	DBVPG3856_009458-T1, DBVPG3856_009297-T1, DBVPG3856_009298-T1
GF00000931	DBVPG3856_010729-T1, DBVPG3856_004281-T1, DBVPG3856_004282-T1
GF00000932	DBVPG3856_006845-T1, DBVPG3856_010767-T1, DBVPG3856_006844-T1
GF00000933	DBVPG3856_002613-T1, DBVPG3856_002775-T1, DBVPG3856_002610-T1
GF00000934	DBVPG3856_013857-T1, DBVPG3856_003257-T1, DBVPG3856_015198-T1
GF00000935	DBVPG3856_003247-T1, DBVPG3856_002038-T1, DBVPG3856_015200-T1
GF00000936	DBVPG3856_009598-T1, DBVPG3856_010380-T1, DBVPG3856_010934-T1
GF00000937	DBVPG3856_014454-T1, DBVPG3856_002355-T1, DBVPG3856_005152-T1
GF00000938	DBVPG3856_011862-T1, DBVPG3856_012900-T1, DBVPG3856_011863-T1
GF00000939	DBVPG3856_015202-T1, DBVPG3856_004567-T1, DBVPG3856_006214-T1
GF00000940	DBVPG3856_000640-T1, DBVPG3856_011092-T1, DBVPG3856_012180-T1
GF00000941	DBVPG3856_000858-T1, DBVPG3856_003839-T1, DBVPG3856_000857-T1
GF00000942	DBVPG3856_006762-T1, DBVPG3856_007383-T1, DBVPG3856_007382-T1
GF00000943	DBVPG3856_010066-T1, DBVPG3856_011171-T1, DBVPG3856_015109-T1
GF00000944	DBVPG3856_013823-T1, DBVPG3856_013869-T1, DBVPG3856_013870-T1
GF00000945	DBVPG3856_012220-T1, DBVPG3856_014113-T1, DBVPG3856_014114-T1
GF00000946	DBVPG3856_012623-T1, DBVPG3856_012621-T1, DBVPG3856_014414-T1
GF00000947	DBVPG3856_013906-T1, DBVPG3856_004427-T1, DBVPG3856_004426-T1
GF00000948	DBVPG3856_009717-T1, DBVPG3856_009163-T1
GF00000949	DBVPG3856_007333-T1, DBVPG3856_002603-T1
GF00000950	DBVPG3856_000816-T1, DBVPG3856_003940-T1
GF00000951	DBVPG3856_000207-T1, DBVPG3856_008531-T1
GF00000952	DBVPG3856_011036-T1, DBVPG3856_014058-T1
GF00000953	DBVPG3856_000334-T1, DBVPG3856_010222-T1
GF00000954	DBVPG3856_005459-T1, DBVPG3856_006771-T1
GF00000955	DBVPG3856_002536-T1, DBVPG3856_004791-T1
GF00000956	DBVPG3856_005409-T1, DBVPG3856_005438-T1
GF00000957	DBVPG3856_002815-T1, DBVPG3856_008224-T1
GF00000958	DBVPG3856_006357-T1, DBVPG3856_002208-T1
GF00000959	DBVPG3856_010547-T1, DBVPG3856_013425-T1
GF00000960	DBVPG3856_001023-T1, DBVPG3856_001969-T1
GF00000961	DBVPG3856_003950-T1, DBVPG3856_001091-T1
GF00000962	DBVPG3856_006575-T1, DBVPG3856_013978-T1
GF00000963	DBVPG3856_008509-T1, DBVPG3856_008424-T1
GF00000964	DBVPG3856_010947-T1, DBVPG3856_004409-T1
GF00000965	DBVPG3856_012025-T1, DBVPG3856_010129-T1
GF00000966	DBVPG3856_014417-T1, DBVPG3856_012619-T1
GF00000967	DBVPG3856_004053-T1, DBVPG3856_007120-T1
GF00000968	DBVPG3856_005240-T1, DBVPG3856_013463-T1
GF00000969	DBVPG3856_005598-T1, DBVPG3856_011100-T1
GF00000970	DBVPG3856_001391-T1, DBVPG3856_000665-T1
GF00000971	DBVPG3856_013702-T1, DBVPG3856_000003-T1
GF00000972	DBVPG3856_009556-T1, DBVPG3856_007735-T1
GF00000973	DBVPG3856_011925-T1, DBVPG3856_011415-T1
GF00000974	DBVPG3856_005578-T1, DBVPG3856_006729-T1
GF00000975	DBVPG3856_003485-T1, DBVPG3856_004805-T1
GF00000976	DBVPG3856_000083-T1, DBVPG3856_002641-T1
GF00000977	DBVPG3856_011967-T1, DBVPG3856_005520-T1
GF00000978	DBVPG3856_002018-T1, DBVPG3856_003225-T1
GF00000979	DBVPG3856_005198-T1, DBVPG3856_009954-T1
GF00000980	DBVPG3856_008791-T1, DBVPG3856_011246-T1
GF00000981	DBVPG3856_002920-T1, DBVPG3856_004118-T1
GF00000982	DBVPG3856_005611-T1, DBVPG3856_004728-T1
GF00000983	DBVPG3856_002497-T1, DBVPG3856_004754-T1
GF00000984	DBVPG3856_012116-T1, DBVPG3856_002746-T1
GF00000985	DBVPG3856_003556-T1, DBVPG3856_005812-T1
GF00000986	DBVPG3856_007531-T1, DBVPG3856_005708-T1
GF00000987	DBVPG3856_005941-T1, DBVPG3856_014371-T1
GF00000988	DBVPG3856_009633-T1, DBVPG3856_011072-T1
GF00000989	DBVPG3856_008018-T1, DBVPG3856_009339-T1
GF00000990	DBVPG3856_006178-T1, DBVPG3856_008582-T1
GF00000991	DBVPG3856_007492-T1, DBVPG3856_005037-T1
GF00000992	DBVPG3856_005591-T1, DBVPG3856_006716-T1
GF00000993	DBVPG3856_010648-T1, DBVPG3856_010170-T1
GF00000994	DBVPG3856_001592-T1, DBVPG3856_012706-T1
GF00000995	DBVPG3856_003526-T1, DBVPG3856_011825-T1
GF00000996	DBVPG3856_004511-T1, DBVPG3856_001064-T1
GF00000997	DBVPG3856_002611-T1, DBVPG3856_002774-T1
GF00000998	DBVPG3856_004442-T1, DBVPG3856_004888-T1
GF00000999	DBVPG3856_001611-T1, DBVPG3856_006314-T1
GF00001000	DBVPG3856_006200-T1, DBVPG3856_004550-T1
GF00001001	DBVPG3856_000052-T1, DBVPG3856_002674-T1
GF00001002	DBVPG3856_007886-T1, DBVPG3856_005381-T1
GF00001003	DBVPG3856_006736-T1, DBVPG3856_005571-T1
GF00001004	DBVPG3856_010817-T1, DBVPG3856_003147-T1
GF00001005	DBVPG3856_008624-T1, DBVPG3856_006639-T1
GF00001006	DBVPG3856_013599-T1, DBVPG3856_013029-T1
GF00001007	DBVPG3856_009286-T1, DBVPG3856_000115-T1
GF00001008	DBVPG3856_012309-T1, DBVPG3856_014796-T1
GF00001009	DBVPG3856_014070-T1, DBVPG3856_012882-T1
GF00001010	DBVPG3856_000369-T1, DBVPG3856_002466-T1
GF00001011	DBVPG3856_003296-T1, DBVPG3856_003207-T1
GF00001012	DBVPG3856_006540-T1, DBVPG3856_002692-T1
GF00001013	DBVPG3856_004666-T1, DBVPG3856_007212-T1
GF00001014	DBVPG3856_007962-T1, DBVPG3856_008596-T1
GF00001015	DBVPG3856_014101-T1, DBVPG3856_010198-T1
GF00001016	DBVPG3856_006991-T1, DBVPG3856_003433-T1
GF00001017	DBVPG3856_000734-T1, DBVPG3856_001326-T1
GF00001018	DBVPG3856_014622-T1, DBVPG3856_010140-T1
GF00001019	DBVPG3856_010983-T1, DBVPG3856_011714-T1
GF00001020	DBVPG3856_000016-T1, DBVPG3856_012983-T1
GF00001021	DBVPG3856_004374-T1, DBVPG3856_007079-T1
GF00001022	DBVPG3856_001697-T1, DBVPG3856_014344-T1
GF00001023	DBVPG3856_011486-T1, DBVPG3856_005496-T1
GF00001024	DBVPG3856_000104-T1, DBVPG3856_004994-T1
GF00001025	DBVPG3856_000924-T1, DBVPG3856_009844-T1
GF00001026	DBVPG3856_002143-T1, DBVPG3856_008171-T1
GF00001027	DBVPG3856_003478-T1, DBVPG3856_004811-T1
GF00001028	DBVPG3856_001247-T1, DBVPG3856_006605-T1
GF00001029	DBVPG3856_005791-T1, DBVPG3856_003569-T1
GF00001030	DBVPG3856_005222-T1, DBVPG3856_006413-T1
GF00001031	DBVPG3856_011619-T1, DBVPG3856_010318-T1
GF00001032	DBVPG3856_006000-T1, DBVPG3856_002100-T1
GF00001033	DBVPG3856_001748-T1, DBVPG3856_006055-T1
GF00001034	DBVPG3856_002206-T1, DBVPG3856_006359-T1
GF00001035	DBVPG3856_007165-T1, DBVPG3856_013656-T1
GF00001036	DBVPG3856_002644-T1, DBVPG3856_000080-T1
GF00001037	DBVPG3856_003054-T1, DBVPG3856_006495-T1
GF00001038	DBVPG3856_001712-T1, DBVPG3856_004927-T1
GF00001039	DBVPG3856_013493-T1, DBVPG3856_009247-T1
GF00001040	DBVPG3856_007834-T1, DBVPG3856_003394-T1
GF00001041	DBVPG3856_000849-T1, DBVPG3856_003831-T1
GF00001042	DBVPG3856_004391-T1, DBVPG3856_010398-T1
GF00001043	DBVPG3856_004182-T1, DBVPG3856_007720-T1
GF00001044	DBVPG3856_010861-T1, DBVPG3856_006884-T1
GF00001045	DBVPG3856_003001-T1, DBVPG3856_010573-T1
GF00001046	DBVPG3856_003086-T1, DBVPG3856_007178-T1
GF00001047	DBVPG3856_012142-T1, DBVPG3856_013558-T1
GF00001048	DBVPG3856_006329-T1, DBVPG3856_001625-T1
GF00001049	DBVPG3856_010292-T1, DBVPG3856_011974-T1
GF00001050	DBVPG3856_008850-T1, DBVPG3856_005915-T1
GF00001051	DBVPG3856_003516-T1, DBVPG3856_011834-T1
GF00001052	DBVPG3856_004018-T1, DBVPG3856_013017-T1
GF00001053	DBVPG3856_010100-T1, DBVPG3856_010529-T1
GF00001054	DBVPG3856_009380-T1, DBVPG3856_001987-T1
GF00001055	DBVPG3856_009221-T1, DBVPG3856_011295-T1
GF00001056	DBVPG3856_000416-T1, DBVPG3856_006232-T1
GF00001057	DBVPG3856_006867-T1, DBVPG3856_003040-T1
GF00001058	DBVPG3856_006994-T1, DBVPG3856_003436-T1
GF00001059	DBVPG3856_002236-T1, DBVPG3856_012919-T1
GF00001060	DBVPG3856_007828-T1, DBVPG3856_003386-T1
GF00001061	DBVPG3856_005139-T1, DBVPG3856_002368-T1
GF00001062	DBVPG3856_011623-T1, DBVPG3856_002997-T1
GF00001063	DBVPG3856_006411-T1, DBVPG3856_005220-T1
GF00001064	DBVPG3856_000909-T1, DBVPG3856_009859-T1
GF00001065	DBVPG3856_014162-T1, DBVPG3856_013000-T1
GF00001066	DBVPG3856_002759-T1, DBVPG3856_013276-T1
GF00001067	DBVPG3856_007324-T1, DBVPG3856_002595-T1
GF00001068	DBVPG3856_012653-T1, DBVPG3856_011536-T1
GF00001069	DBVPG3856_009245-T1, DBVPG3856_013491-T1
GF00001070	DBVPG3856_004438-T1, DBVPG3856_004892-T1
GF00001071	DBVPG3856_000776-T1, DBVPG3856_009333-T1
GF00001072	DBVPG3856_005673-T1, DBVPG3856_014463-T1
GF00001073	DBVPG3856_009482-T1, DBVPG3856_012213-T1
GF00001074	DBVPG3856_007611-T1, DBVPG3856_013131-T1
GF00001075	DBVPG3856_000379-T1, DBVPG3856_002456-T1
GF00001076	DBVPG3856_012152-T1, DBVPG3856_010663-T1
GF00001077	DBVPG3856_005745-T1, DBVPG3856_008766-T1
GF00001078	DBVPG3856_005320-T1, DBVPG3856_009511-T1
GF00001079	DBVPG3856_009119-T1, DBVPG3856_002443-T1
GF00001080	DBVPG3856_002760-T1, DBVPG3856_013275-T1
GF00001081	DBVPG3856_005781-T1, DBVPG3856_003560-T1
GF00001082	DBVPG3856_007714-T1, DBVPG3856_004175-T1
GF00001083	DBVPG3856_000486-T1, DBVPG3856_013346-T1
GF00001084	DBVPG3856_004999-T1, DBVPG3856_000109-T1
GF00001085	DBVPG3856_007681-T1, DBVPG3856_003114-T1
GF00001086	DBVPG3856_011121-T1, DBVPG3856_007926-T1
GF00001087	DBVPG3856_005664-T1, DBVPG3856_014223-T1
GF00001088	DBVPG3856_012581-T1, DBVPG3856_012267-T1
GF00001089	DBVPG3856_004532-T1, DBVPG3856_001084-T1
GF00001090	DBVPG3856_012935-T1, DBVPG3856_013548-T1
GF00001091	DBVPG3856_001401-T1, DBVPG3856_013586-T1
GF00001092	DBVPG3856_000797-T1, DBVPG3856_011233-T1
GF00001093	DBVPG3856_002638-T1, DBVPG3856_000086-T1
GF00001094	DBVPG3856_012654-T1, DBVPG3856_011537-T1
GF00001095	DBVPG3856_007004-T1, DBVPG3856_003446-T1
GF00001096	DBVPG3856_013084-T1, DBVPG3856_010144-T1
GF00001097	DBVPG3856_007682-T1, DBVPG3856_003113-T1
GF00001098	DBVPG3856_000617-T1, DBVPG3856_011597-T1
GF00001099	DBVPG3856_009922-T1, DBVPG3856_008275-T1
GF00001100	DBVPG3856_006172-T1, DBVPG3856_008576-T1
GF00001101	DBVPG3856_001691-T1, DBVPG3856_007993-T1
GF00001102	DBVPG3856_000852-T1, DBVPG3856_003834-T1
GF00001103	DBVPG3856_003042-T1, DBVPG3856_006484-T1
GF00001104	DBVPG3856_012478-T1, DBVPG3856_015042-T1
GF00001105	DBVPG3856_012732-T1, DBVPG3856_013037-T1
GF00001106	DBVPG3856_010644-T1, DBVPG3856_010166-T1
GF00001107	DBVPG3856_007088-T1, DBVPG3856_004365-T1
GF00001108	DBVPG3856_001402-T1, DBVPG3856_013585-T1
GF00001109	DBVPG3856_006980-T1, DBVPG3856_012604-T1
GF00001110	DBVPG3856_013596-T1, DBVPG3856_009606-T1
GF00001111	DBVPG3856_004328-T1, DBVPG3856_012686-T1
GF00001112	DBVPG3856_002984-T1, DBVPG3856_011635-T1
GF00001113	DBVPG3856_004771-T1, DBVPG3856_002515-T1
GF00001114	DBVPG3856_000739-T1, DBVPG3856_001321-T1
GF00001115	DBVPG3856_008178-T1, DBVPG3856_002149-T1
GF00001116	DBVPG3856_011553-T1, DBVPG3856_011696-T1
GF00001117	DBVPG3856_000643-T1, DBVPG3856_011095-T1
GF00001118	DBVPG3856_008081-T1, DBVPG3856_001451-T1
GF00001119	DBVPG3856_014347-T1, DBVPG3856_007694-T1
GF00001120	DBVPG3856_004356-T1, DBVPG3856_007097-T1
GF00001121	DBVPG3856_011371-T1, DBVPG3856_003494-T1
GF00001122	DBVPG3856_014268-T1, DBVPG3856_001811-T1
