	Rhodotorula_mucilaginosa_DBVPG_3855.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001290	DBVPG3855_000527-T1	DBVPG3775_001238-T1
GF00001291	DBVPG3855_000528-T1	DBVPG3775_001236-T1
GF00001292	DBVPG3855_007214-T1	DBVPG3775_001235-T1
GF00001293	DBVPG3855_000531-T1	DBVPG3775_001233-T1
GF00001294	DBVPG3855_000532-T1	DBVPG3775_001232-T1
GF00001295	DBVPG3855_007218-T1	DBVPG3775_001231-T1
GF00001296	DBVPG3855_007219-T1	DBVPG3775_001220-T1
GF00001297	DBVPG3855_000535-T1	DBVPG3775_001219-T1
GF00001298	DBVPG3855_000536-T1	DBVPG3775_001218-T1
GF00001299	DBVPG3855_000537-T1	DBVPG3775_001217-T1
GF00001300	DBVPG3855_007226-T1	DBVPG3775_001213-T1
GF00001301	DBVPG3855_000542-T1	DBVPG3775_001212-T1
GF00001302	DBVPG3855_000543-T1	DBVPG3775_001211-T1
GF00001303	DBVPG3855_000544-T1	DBVPG3775_001210-T1
GF00001304	DBVPG3855_000546-T1	DBVPG3775_001208-T1
GF00001305	DBVPG3855_000547-T1	DBVPG3775_001207-T1
GF00001306	DBVPG3855_007233-T1	DBVPG3775_001206-T1
GF00001307	DBVPG3855_000549-T1	DBVPG3775_001205-T1
GF00001308	DBVPG3855_000550-T1	DBVPG3775_001204-T1
GF00001309	DBVPG3855_000555-T1	DBVPG3775_001200-T1
GF00001310	DBVPG3855_000556-T1	DBVPG3775_001199-T1
GF00001311	DBVPG3855_007242-T1	DBVPG3775_001198-T1
GF00001312	DBVPG3855_007244-T1	DBVPG3775_001197-T1
GF00001313	DBVPG3855_000559-T1	DBVPG3775_001196-T1
GF00001314	DBVPG3855_000560-T1	DBVPG3775_001195-T1
GF00001315	DBVPG3855_007247-T1	DBVPG3775_001194-T1
GF00001316	DBVPG3855_007248-T1	DBVPG3775_001193-T1
GF00001317	DBVPG3855_000564-T1	DBVPG3775_001191-T1
GF00001318	DBVPG3855_007251-T1	DBVPG3775_001190-T1
GF00001319	DBVPG3855_000566-T1	DBVPG3775_001188-T1
GF00001320	DBVPG3855_007253-T1	DBVPG3775_001187-T1
GF00001321	DBVPG3855_007254-T1	DBVPG3775_001186-T1
GF00001322	DBVPG3855_000569-T1	DBVPG3775_001185-T1
GF00001323	DBVPG3855_000570-T1	DBVPG3775_001184-T1
GF00001324	DBVPG3855_007257-T1	DBVPG3775_001183-T1
GF00001325	DBVPG3855_007258-T1	DBVPG3775_001182-T1
GF00001326	DBVPG3855_000573-T1	DBVPG3775_001181-T1
GF00001327	DBVPG3855_007260-T1	DBVPG3775_001180-T1
GF00001328	DBVPG3855_000575-T1	DBVPG3775_001179-T1
GF00001329	DBVPG3855_007262-T1	DBVPG3775_001178-T1
GF00001330	DBVPG3855_000577-T1	DBVPG3775_001177-T1
GF00001331	DBVPG3855_000578-T1	DBVPG3775_001176-T1
GF00001332	DBVPG3855_007265-T1	DBVPG3775_001175-T1
GF00001333	DBVPG3855_007266-T1	DBVPG3775_001174-T1
GF00001334	DBVPG3855_000582-T1	DBVPG3775_001172-T1
GF00001335	DBVPG3855_000583-T1	DBVPG3775_001171-T1
GF00001336	DBVPG3855_007270-T1	DBVPG3775_001170-T1
GF00001337	DBVPG3855_007272-T1	DBVPG3775_001168-T1
GF00001338	DBVPG3855_007274-T1	DBVPG3775_001166-T1
GF00001339	DBVPG3855_007276-T1	DBVPG3775_001164-T1
GF00001340	DBVPG3855_007277-T1	DBVPG3775_001163-T1
GF00001341	DBVPG3855_000593-T1	DBVPG3775_001162-T1
GF00001342	DBVPG3855_007279-T1	DBVPG3775_001160-T1
GF00001343	DBVPG3855_000595-T1	DBVPG3775_001159-T1
GF00001344	DBVPG3855_007281-T1	DBVPG3775_001158-T1
GF00001345	DBVPG3855_007282-T1	DBVPG3775_001157-T1
GF00001346	DBVPG3855_000598-T1	DBVPG3775_001156-T1
GF00001347	DBVPG3855_007286-T1	DBVPG3775_001153-T1
GF00001348	DBVPG3855_000601-T1	DBVPG3775_001152-T1
GF00001349	DBVPG3855_007288-T1	DBVPG3775_001151-T1
GF00001350	DBVPG3855_000603-T1	DBVPG3775_001149-T1
GF00001351	DBVPG3855_000605-T1	DBVPG3775_001147-T1
GF00001352	DBVPG3855_007292-T1	DBVPG3775_001146-T1
GF00001353	DBVPG3855_007293-T1	DBVPG3775_001145-T1
GF00001354	DBVPG3855_007294-T1	DBVPG3775_001144-T1
GF00001355	DBVPG3855_000609-T1	DBVPG3775_001143-T1
GF00001356	DBVPG3855_007296-T1	DBVPG3775_001142-T1
GF00001357	DBVPG3855_007297-T1	DBVPG3775_001141-T1
GF00001358	DBVPG3855_000613-T1	DBVPG3775_001139-T1
GF00001359	DBVPG3855_000614-T1	DBVPG3775_001138-T1
GF00001360	DBVPG3855_000615-T1	DBVPG3775_001137-T1
GF00001361	DBVPG3855_007303-T1	DBVPG3775_001135-T1
GF00001362	DBVPG3855_000619-T1	DBVPG3775_001134-T1
GF00001363	DBVPG3855_000620-T1	DBVPG3775_001133-T1
GF00001364	DBVPG3855_000621-T1	DBVPG3775_001132-T1
GF00001365	DBVPG3855_007307-T1	DBVPG3775_001131-T1
GF00001366	DBVPG3855_000624-T1	DBVPG3775_001129-T1
GF00001367	DBVPG3855_007313-T1	DBVPG3775_001125-T1
GF00001368	DBVPG3855_007314-T1	DBVPG3775_001124-T1
GF00001369	DBVPG3855_007317-T1	DBVPG3775_001121-T1
GF00001370	DBVPG3855_007318-T1	DBVPG3775_001120-T1
GF00001371	DBVPG3855_000634-T1	DBVPG3775_001118-T1
GF00001372	DBVPG3855_000637-T1	DBVPG3775_001115-T1
GF00001373	DBVPG3855_011350-T1	DBVPG3775_001114-T1
GF00001374	DBVPG3855_000641-T1	DBVPG3775_001111-T1
GF00001375	DBVPG3855_011346-T1	DBVPG3775_001110-T1
GF00001376	DBVPG3855_000643-T1	DBVPG3775_001109-T1
GF00001377	DBVPG3855_011344-T1	DBVPG3775_001108-T1
GF00001378	DBVPG3855_011343-T1	DBVPG3775_001107-T1
GF00001379	DBVPG3855_011342-T1	DBVPG3775_001106-T1
GF00001380	DBVPG3855_000647-T1	DBVPG3775_001105-T1
GF00001381	DBVPG3855_000649-T1	DBVPG3775_001103-T1
GF00001382	DBVPG3855_011338-T1	DBVPG3775_001102-T1
GF00001383	DBVPG3855_011336-T1	DBVPG3775_001100-T1
GF00001384	DBVPG3855_011335-T1	DBVPG3775_001099-T1
GF00001385	DBVPG3855_000655-T1	DBVPG3775_001098-T1
GF00001386	DBVPG3855_011332-T1	DBVPG3775_001095-T1
GF00001387	DBVPG3855_011330-T1	DBVPG3775_001093-T1
GF00001388	DBVPG3855_011328-T1	DBVPG3775_001091-T1
GF00001389	DBVPG3855_011320-T1	DBVPG3775_001084-T1
GF00001390	DBVPG3855_000672-T1	DBVPG3775_001082-T1
GF00001391	DBVPG3855_000674-T1	DBVPG3775_001080-T1
GF00001392	DBVPG3855_011314-T1	DBVPG3775_001079-T1
GF00001393	DBVPG3855_011313-T1	DBVPG3775_001078-T1
GF00001394	DBVPG3855_000677-T1	DBVPG3775_001077-T1
GF00001395	DBVPG3855_000678-T1	DBVPG3775_001076-T1
GF00001396	DBVPG3855_011308-T1	DBVPG3775_001072-T1
GF00001397	DBVPG3855_011307-T1	DBVPG3775_001071-T1
GF00001398	DBVPG3855_000683-T1	DBVPG3775_001070-T1
GF00001399	DBVPG3855_011305-T1	DBVPG3775_001069-T1
GF00001400	DBVPG3855_011304-T1	DBVPG3775_001068-T1
GF00001401	DBVPG3855_000686-T1	DBVPG3775_001067-T1
GF00001402	DBVPG3855_011300-T1	DBVPG3775_001064-T1
GF00001403	DBVPG3855_000690-T1	DBVPG3775_001062-T1
GF00001404	DBVPG3855_000691-T1	DBVPG3775_001061-T1
GF00001405	DBVPG3855_011296-T1	DBVPG3775_001060-T1
GF00001406	DBVPG3855_000694-T1	DBVPG3775_001058-T1
GF00001407	DBVPG3855_011293-T1	DBVPG3775_001057-T1
GF00001408	DBVPG3855_000696-T1	DBVPG3775_001056-T1
GF00001409	DBVPG3855_011288-T1	DBVPG3775_001052-T1
GF00001410	DBVPG3855_000701-T1	DBVPG3775_001051-T1
GF00001411	DBVPG3855_000705-T1	DBVPG3775_001047-T1
GF00001412	DBVPG3855_011280-T1	DBVPG3775_001046-T1
GF00001413	DBVPG3855_000708-T1	DBVPG3775_001044-T1
GF00001414	DBVPG3855_011277-T1	DBVPG3775_001043-T1
GF00001415	DBVPG3855_011276-T1	DBVPG3775_001042-T1
GF00001416	DBVPG3855_000713-T1	DBVPG3775_001040-T1
GF00001417	DBVPG3855_011273-T1	DBVPG3775_001039-T1
GF00001418	DBVPG3855_011272-T1	DBVPG3775_001038-T1
GF00001419	DBVPG3855_000716-T1	DBVPG3775_001037-T1
GF00001420	DBVPG3855_011270-T1	DBVPG3775_001036-T1
GF00001421	DBVPG3855_000718-T1	DBVPG3775_004237-T1
GF00001422	DBVPG3855_002760-T1	DBVPG3775_004236-T1
GF00001423	DBVPG3855_000720-T1	DBVPG3775_004235-T1
GF00001424	DBVPG3855_000721-T1	DBVPG3775_004234-T1
GF00001425	DBVPG3855_000722-T1	DBVPG3775_004233-T1
GF00001426	DBVPG3855_000724-T1	DBVPG3775_004231-T1
GF00001427	DBVPG3855_013746-T1	DBVPG3775_006235-T1
GF00001428	DBVPG3855_000726-T1	DBVPG3775_004229-T1
GF00001429	DBVPG3855_000727-T1	DBVPG3775_004228-T1
GF00001430	DBVPG3855_002751-T1	DBVPG3775_004227-T1
GF00001431	DBVPG3855_000729-T1	DBVPG3775_004226-T1
GF00001432	DBVPG3855_000730-T1	DBVPG3775_004225-T1
GF00001433	DBVPG3855_000731-T1	DBVPG3775_004224-T1
GF00001434	DBVPG3855_000732-T1	DBVPG3775_004223-T1
GF00001435	DBVPG3855_002746-T1	DBVPG3775_004222-T1
GF00001436	DBVPG3855_002745-T1	DBVPG3775_004221-T1
GF00001437	DBVPG3855_000735-T1	DBVPG3775_004220-T1
GF00001438	DBVPG3855_000736-T1	DBVPG3775_004219-T1
GF00001439	DBVPG3855_002742-T1	DBVPG3775_004218-T1
GF00001440	DBVPG3855_000738-T1	DBVPG3775_004217-T1
GF00001441	DBVPG3855_000739-T1	DBVPG3775_004216-T1
GF00001442	DBVPG3855_000740-T1	DBVPG3775_004215-T1
GF00001443	DBVPG3855_000741-T1	DBVPG3775_004214-T1
GF00001444	DBVPG3855_002737-T1	DBVPG3775_004213-T1
GF00001445	DBVPG3855_000747-T1	DBVPG3775_004208-T1
GF00001446	DBVPG3855_002727-T1	DBVPG3775_004205-T1
GF00001447	DBVPG3855_000750-T1	DBVPG3775_004204-T1
GF00001448	DBVPG3855_002725-T1	DBVPG3775_004203-T1
GF00001449	DBVPG3855_002723-T1	DBVPG3775_004201-T1
GF00001450	DBVPG3855_002722-T1	DBVPG3775_004200-T1
GF00001451	DBVPG3855_002721-T1	DBVPG3775_004199-T1
GF00001452	DBVPG3855_000756-T1	DBVPG3775_004198-T1
GF00001453	DBVPG3855_002719-T1	DBVPG3775_004197-T1
GF00001454	DBVPG3855_000758-T1	DBVPG3775_004196-T1
GF00001455	DBVPG3855_002717-T1	DBVPG3775_004195-T1
GF00001456	DBVPG3855_000761-T1	DBVPG3775_004192-T1
GF00001457	DBVPG3855_000762-T1	DBVPG3775_004191-T1
GF00001458	DBVPG3855_000763-T1	DBVPG3775_004190-T1
GF00001459	DBVPG3855_002711-T1	DBVPG3775_004189-T1
GF00001460	DBVPG3855_000765-T1	DBVPG3775_004188-T1
GF00001461	DBVPG3855_000766-T1	DBVPG3775_004187-T1
GF00001462	DBVPG3855_000772-T1	DBVPG3775_004178-T1
GF00001463	DBVPG3855_002700-T1	DBVPG3775_004177-T1
GF00001464	DBVPG3855_000774-T1	DBVPG3775_004176-T1
GF00001465	DBVPG3855_002698-T1	DBVPG3775_004175-T1
GF00001466	DBVPG3855_000776-T1	DBVPG3775_004174-T1
GF00001467	DBVPG3855_000777-T1	DBVPG3775_004173-T1
GF00001468	DBVPG3855_000779-T1	DBVPG3775_004171-T1
GF00001469	DBVPG3855_000780-T1	DBVPG3775_004170-T1
GF00001470	DBVPG3855_000781-T1	DBVPG3775_004169-T1
GF00001471	DBVPG3855_002691-T1	DBVPG3775_004168-T1
GF00001472	DBVPG3855_002689-T1	DBVPG3775_004166-T1
GF00001473	DBVPG3855_000785-T1	DBVPG3775_004165-T1
GF00001474	DBVPG3855_000786-T1	DBVPG3775_004164-T1
GF00001475	DBVPG3855_000788-T1	DBVPG3775_004162-T1
GF00001476	DBVPG3855_002684-T1	DBVPG3775_004161-T1
GF00001477	DBVPG3855_002683-T1	DBVPG3775_004160-T1
GF00001478	DBVPG3855_000791-T1	DBVPG3775_004159-T1
GF00001479	DBVPG3855_000792-T1	DBVPG3775_004158-T1
GF00001480	DBVPG3855_002674-T1	DBVPG3775_004152-T1
GF00001481	DBVPG3855_000800-T1	DBVPG3775_004151-T1
GF00001482	DBVPG3855_000801-T1	DBVPG3775_004150-T1
GF00001483	DBVPG3855_002668-T1	DBVPG3775_004146-T1
GF00001484	DBVPG3855_000807-T1	DBVPG3775_004143-T1
GF00001485	DBVPG3855_002660-T1	DBVPG3775_004140-T1
GF00001486	DBVPG3855_000813-T1	DBVPG3775_004138-T1
GF00001487	DBVPG3855_002657-T1	DBVPG3775_004137-T1
GF00001488	DBVPG3855_000818-T1	DBVPG3775_004131-T1
GF00001489	DBVPG3855_002651-T1	DBVPG3775_004130-T1
GF00001490	DBVPG3855_000820-T1	DBVPG3775_004129-T1
GF00001491	DBVPG3855_002649-T1	DBVPG3775_004128-T1
GF00001492	DBVPG3855_000823-T1	DBVPG3775_004126-T1
GF00001493	DBVPG3855_000824-T1	DBVPG3775_004125-T1
GF00001494	DBVPG3855_002645-T1	DBVPG3775_004124-T1
GF00001495	DBVPG3855_002644-T1	DBVPG3775_004123-T1
GF00001496	DBVPG3855_002641-T1	DBVPG3775_004120-T1
GF00001497	DBVPG3855_000830-T1	DBVPG3775_004119-T1
GF00001498	DBVPG3855_002639-T1	DBVPG3775_004118-T1
GF00001499	DBVPG3855_000832-T1	DBVPG3775_004115-T1
GF00001500	DBVPG3855_007645-T1	DBVPG3775_005231-T1
GF00001501	DBVPG3855_002633-T1	DBVPG3775_007051-T1
GF00001502	DBVPG3855_002632-T1	DBVPG3775_007052-T1
GF00001503	DBVPG3855_002631-T1	DBVPG3775_007053-T1
GF00001504	DBVPG3855_002630-T1	DBVPG3775_007054-T1
GF00001505	DBVPG3855_000840-T1	DBVPG3775_007055-T1
GF00001506	DBVPG3855_002627-T1	DBVPG3775_007057-T1
GF00001507	DBVPG3855_000843-T1	DBVPG3775_007058-T1
GF00001508	DBVPG3855_002624-T1	DBVPG3775_007060-T1
GF00001509	DBVPG3855_002623-T1	DBVPG3775_007061-T1
GF00001510	DBVPG3855_000847-T1	DBVPG3775_007062-T1
GF00001511	DBVPG3855_000850-T1	DBVPG3775_007064-T1
GF00001512	DBVPG3855_000851-T1	DBVPG3775_007065-T1
GF00001513	DBVPG3855_002618-T1	DBVPG3775_007066-T1
GF00001514	DBVPG3855_000853-T1	DBVPG3775_007067-T1
GF00001515	DBVPG3855_000855-T1	DBVPG3775_007069-T1
GF00001516	DBVPG3855_000856-T1	DBVPG3775_007070-T1
GF00001517	DBVPG3855_000857-T1	DBVPG3775_007071-T1
GF00001518	DBVPG3855_000858-T1	DBVPG3775_007072-T1
GF00001519	DBVPG3855_000861-T1	DBVPG3775_007075-T1
GF00001520	DBVPG3855_002607-T1	DBVPG3775_007076-T1
GF00001521	DBVPG3855_000863-T1	DBVPG3775_007077-T1
GF00001522	DBVPG3855_002603-T1	DBVPG3775_007080-T1
GF00001523	DBVPG3855_000867-T1	DBVPG3775_007081-T1
GF00001524	DBVPG3855_000870-T1	DBVPG3775_007084-T1
GF00001525	DBVPG3855_000871-T1	DBVPG3775_007085-T1
GF00001526	DBVPG3855_000873-T1	DBVPG3775_007087-T1
GF00001527	DBVPG3855_002592-T1	DBVPG3775_007090-T1
GF00001528	DBVPG3855_000877-T1	DBVPG3775_007091-T1
GF00001529	DBVPG3855_002589-T1	DBVPG3775_005876-T1
GF00001530	DBVPG3855_002587-T1	DBVPG3775_005878-T1
GF00001531	DBVPG3855_000882-T1	DBVPG3775_005879-T1
GF00001532	DBVPG3855_002585-T1	DBVPG3775_005880-T1
GF00001533	DBVPG3855_000884-T1	DBVPG3775_005881-T1
GF00001534	DBVPG3855_000885-T1	DBVPG3775_005882-T1
GF00001535	DBVPG3855_008619-T1	DBVPG3775_000343-T1
GF00001536	DBVPG3855_000890-T1	DBVPG3775_005886-T1
GF00001537	DBVPG3855_000893-T1	DBVPG3775_005889-T1
GF00001538	DBVPG3855_000895-T1	DBVPG3775_005891-T1
GF00001539	DBVPG3855_002571-T1	DBVPG3775_005892-T1
GF00001540	DBVPG3855_000897-T1	DBVPG3775_005893-T1
GF00001541	DBVPG3855_002568-T1	DBVPG3775_005895-T1
GF00001542	DBVPG3855_000900-T1	DBVPG3775_005896-T1
GF00001543	DBVPG3855_000901-T1	DBVPG3775_007184-T1
GF00001544	DBVPG3855_000902-T1	DBVPG3775_007185-T1
GF00001545	DBVPG3855_000903-T1	DBVPG3775_007186-T1
GF00001546	DBVPG3855_000904-T1	DBVPG3775_007187-T1
GF00001547	DBVPG3855_005612-T1	DBVPG3775_004892-T1
GF00001548	DBVPG3855_000907-T1	DBVPG3775_007190-T1
GF00001549	DBVPG3855_000908-T1	DBVPG3775_007191-T1
GF00001550	DBVPG3855_000909-T1	DBVPG3775_007193-T1
GF00001551	DBVPG3855_010075-T1	DBVPG3775_007194-T1
GF00001552	DBVPG3855_010074-T1	DBVPG3775_007195-T1
GF00001553	DBVPG3855_000912-T1	DBVPG3775_007196-T1
GF00001554	DBVPG3855_000913-T1	DBVPG3775_007197-T1
GF00001555	DBVPG3855_000914-T1	DBVPG3775_007198-T1
GF00001556	DBVPG3855_000915-T1	DBVPG3775_006148-T1
GF00001557	DBVPG3855_010069-T1	DBVPG3775_006149-T1
GF00001558	DBVPG3855_010068-T1	DBVPG3775_006150-T1
GF00001559	DBVPG3855_000918-T1	DBVPG3775_006151-T1
GF00001560	DBVPG3855_010066-T1	DBVPG3775_006152-T1
GF00001561	DBVPG3855_010063-T1	DBVPG3775_006154-T1
GF00001562	DBVPG3855_000922-T1	DBVPG3775_006155-T1
GF00001563	DBVPG3855_010061-T1	DBVPG3775_006156-T1
GF00001564	DBVPG3855_010060-T1	DBVPG3775_006157-T1
GF00001565	DBVPG3855_000925-T1	DBVPG3775_006158-T1
GF00001566	DBVPG3855_000926-T1	DBVPG3775_006159-T1
GF00001567	DBVPG3855_000927-T1	DBVPG3775_006160-T1
GF00001568	DBVPG3855_010056-T1	DBVPG3775_006161-T1
GF00001569	DBVPG3855_013874-T1	DBVPG3775_000582-T1
GF00001570	DBVPG3855_010055-T1	DBVPG3775_006162-T1
GF00001571	DBVPG3855_010054-T1	DBVPG3775_006163-T1
GF00001572	DBVPG3855_010053-T1	DBVPG3775_006164-T1
GF00001573	DBVPG3855_000932-T1	DBVPG3775_006165-T1
GF00001574	DBVPG3855_000933-T1	DBVPG3775_006166-T1
GF00001575	DBVPG3855_000934-T1	DBVPG3775_006167-T1
GF00001576	DBVPG3855_000935-T1	DBVPG3775_006168-T1
GF00001577	DBVPG3855_010048-T1	DBVPG3775_006169-T1
GF00001578	DBVPG3855_010046-T1	DBVPG3775_006171-T1
GF00001579	DBVPG3855_010045-T1	DBVPG3775_006172-T1
GF00001580	DBVPG3855_010044-T1	DBVPG3775_006173-T1
GF00001581	DBVPG3855_000942-T1	DBVPG3775_006175-T1
GF00001582	DBVPG3855_010039-T1	DBVPG3775_006178-T1
GF00001583	DBVPG3855_010038-T1	DBVPG3775_006179-T1
GF00001584	DBVPG3855_010037-T1	DBVPG3775_006180-T1
GF00001585	DBVPG3855_010033-T1	DBVPG3775_006183-T1
GF00001586	DBVPG3855_000951-T1	DBVPG3775_006184-T1
GF00001587	DBVPG3855_000952-T1	DBVPG3775_006185-T1
GF00001588	DBVPG3855_010030-T1	DBVPG3775_006186-T1
GF00001589	DBVPG3855_010029-T1	DBVPG3775_006187-T1
GF00001590	DBVPG3855_010028-T1	DBVPG3775_006188-T1
GF00001591	DBVPG3855_000957-T1	DBVPG3775_006190-T1
GF00001592	DBVPG3855_000958-T1	DBVPG3775_006191-T1
GF00001593	DBVPG3855_000959-T1	DBVPG3775_006192-T1
GF00001594	DBVPG3855_000960-T1	DBVPG3775_006193-T1
GF00001595	DBVPG3855_010022-T1	DBVPG3775_006194-T1
GF00001596	DBVPG3855_010021-T1	DBVPG3775_006195-T1
GF00001597	DBVPG3855_000963-T1	DBVPG3775_006196-T1
GF00001598	DBVPG3855_000964-T1	DBVPG3775_006197-T1
GF00001599	DBVPG3855_010018-T1	DBVPG3775_006198-T1
GF00001600	DBVPG3855_010017-T1	DBVPG3775_006199-T1
GF00001601	DBVPG3855_010016-T1	DBVPG3775_006202-T1
GF00001602	DBVPG3855_000968-T1	DBVPG3775_006203-T1
GF00001603	DBVPG3855_010014-T1	DBVPG3775_006204-T1
GF00001604	DBVPG3855_000970-T1	DBVPG3775_006205-T1
GF00001605	DBVPG3855_009726-T1	DBVPG3775_004957-T1
GF00001606	DBVPG3855_010007-T1	DBVPG3775_006211-T1
GF00001607	DBVPG3855_000977-T1	DBVPG3775_006213-T1
GF00001608	DBVPG3855_000978-T1	DBVPG3775_006214-T1
GF00001609	DBVPG3855_002152-T1	DBVPG3775_001767-T1
GF00001610	DBVPG3855_000979-T1	DBVPG3775_006215-T1
GF00001611	DBVPG3855_010883-T1	DBVPG3775_006836-T1
GF00001612	DBVPG3855_000984-T1	DBVPG3775_006222-T1
GF00001613	DBVPG3855_000985-T1	DBVPG3775_006223-T1
GF00001614	DBVPG3855_000986-T1	DBVPG3775_002539-T1
GF00001615	DBVPG3855_000987-T1	DBVPG3775_002538-T1
GF00001616	DBVPG3855_013178-T1	DBVPG3775_002537-T1
GF00001617	DBVPG3855_000989-T1	DBVPG3775_002536-T1
GF00001618	DBVPG3855_000990-T1	DBVPG3775_002535-T1
GF00001619	DBVPG3855_000991-T1	DBVPG3775_002534-T1
GF00001620	DBVPG3855_000994-T1	DBVPG3775_002531-T1
GF00001621	DBVPG3855_001269-T1	DBVPG3775_000844-T1
GF00001622	DBVPG3855_000996-T1	DBVPG3775_002529-T1
GF00001623	DBVPG3855_000997-T1	DBVPG3775_002528-T1
GF00001624	DBVPG3855_013167-T1	DBVPG3775_002527-T1
GF00001625	DBVPG3855_005151-T1	DBVPG3775_004475-T1
GF00001626	DBVPG3855_001000-T1	DBVPG3775_002525-T1
GF00001627	DBVPG3855_001002-T1	DBVPG3775_002523-T1
GF00001628	DBVPG3855_013160-T1	DBVPG3775_002520-T1
GF00001629	DBVPG3855_013159-T1	DBVPG3775_002519-T1
GF00001630	DBVPG3855_001007-T1	DBVPG3775_002518-T1
GF00001631	DBVPG3855_013155-T1	DBVPG3775_002515-T1
GF00001632	DBVPG3855_001011-T1	DBVPG3775_002514-T1
GF00001633	DBVPG3855_001012-T1	DBVPG3775_002513-T1
GF00001634	DBVPG3855_013152-T1	DBVPG3775_002512-T1
GF00001635	DBVPG3855_001014-T1	DBVPG3775_002511-T1
GF00001636	DBVPG3855_013150-T1	DBVPG3775_002510-T1
GF00001637	DBVPG3855_013149-T1	DBVPG3775_002508-T1
GF00001638	DBVPG3855_013147-T1	DBVPG3775_002505-T1
GF00001639	DBVPG3855_014508-T1	DBVPG3775_002501-T1
GF00001640	DBVPG3855_001025-T1	DBVPG3775_002500-T1
GF00001641	DBVPG3855_001026-T1	DBVPG3775_002499-T1
GF00001642	DBVPG3855_001027-T1	DBVPG3775_002498-T1
GF00001643	DBVPG3855_005238-T1	DBVPG3775_002497-T1
GF00001644	DBVPG3855_005239-T1	DBVPG3775_002496-T1
GF00001645	DBVPG3855_001030-T1	DBVPG3775_002495-T1
GF00001646	DBVPG3855_001031-T1	DBVPG3775_002494-T1
GF00001647	DBVPG3855_001032-T1	DBVPG3775_002493-T1
GF00001648	DBVPG3855_001038-T1	DBVPG3775_002487-T1
GF00001649	DBVPG3855_001040-T1	DBVPG3775_002485-T1
GF00001650	DBVPG3855_001043-T1	DBVPG3775_002482-T1
GF00001651	DBVPG3855_005256-T1	DBVPG3775_002481-T1
GF00001652	DBVPG3855_005257-T1	DBVPG3775_002480-T1
GF00001653	DBVPG3855_005258-T1	DBVPG3775_002479-T1
GF00001654	DBVPG3855_001047-T1	DBVPG3775_002478-T1
GF00001655	DBVPG3855_001048-T1	DBVPG3775_002477-T1
GF00001656	DBVPG3855_005261-T1	DBVPG3775_002476-T1
GF00001657	DBVPG3855_001050-T1	DBVPG3775_002475-T1
GF00001658	DBVPG3855_001051-T1	DBVPG3775_002474-T1
GF00001659	DBVPG3855_001052-T1	DBVPG3775_002473-T1
GF00001660	DBVPG3855_005266-T1	DBVPG3775_002471-T1
GF00001661	DBVPG3855_001056-T1	DBVPG3775_002470-T1
GF00001662	DBVPG3855_001057-T1	DBVPG3775_002469-T1
GF00001663	DBVPG3855_001059-T1	DBVPG3775_002467-T1
GF00001664	DBVPG3855_001060-T1	DBVPG3775_002466-T1
GF00001665	DBVPG3855_001061-T1	DBVPG3775_002465-T1
GF00001666	DBVPG3855_005273-T1	DBVPG3775_002464-T1
GF00001667	DBVPG3855_001063-T1	DBVPG3775_002463-T1
GF00001668	DBVPG3855_001066-T1	DBVPG3775_002461-T1
GF00001669	DBVPG3855_001067-T1	DBVPG3775_002460-T1
GF00001670	DBVPG3855_001068-T1	DBVPG3775_002459-T1
GF00001671	DBVPG3855_001070-T1	DBVPG3775_002457-T1
GF00001672	DBVPG3855_001071-T1	DBVPG3775_002456-T1
GF00001673	DBVPG3855_001072-T1	DBVPG3775_002455-T1
GF00001674	DBVPG3855_001073-T1	DBVPG3775_002454-T1
GF00001675	DBVPG3855_001074-T1	DBVPG3775_002453-T1
GF00001676	DBVPG3855_005285-T1	DBVPG3775_002452-T1
GF00001677	DBVPG3855_001076-T1	DBVPG3775_002451-T1
GF00001678	DBVPG3855_001077-T1	DBVPG3775_002450-T1
GF00001679	DBVPG3855_001078-T1	DBVPG3775_002449-T1
GF00001680	DBVPG3855_005289-T1	DBVPG3775_002448-T1
GF00001681	DBVPG3855_001080-T1	DBVPG3775_002447-T1
GF00001682	DBVPG3855_005225-T1	DBVPG3775_004406-T1
GF00001683	DBVPG3855_001082-T1	DBVPG3775_002445-T1
GF00001684	DBVPG3855_005294-T1	DBVPG3775_002443-T1
GF00001685	DBVPG3855_001085-T1	DBVPG3775_002442-T1
GF00001686	DBVPG3855_001086-T1	DBVPG3775_002441-T1
GF00001687	DBVPG3855_005297-T1	DBVPG3775_002440-T1
GF00001688	DBVPG3855_001088-T1	DBVPG3775_002439-T1
GF00001689	DBVPG3855_005300-T1	DBVPG3775_002437-T1
GF00001690	DBVPG3855_005301-T1	DBVPG3775_002436-T1
GF00001691	DBVPG3855_001093-T1	DBVPG3775_002434-T1
GF00001692	DBVPG3855_001094-T1	DBVPG3775_002433-T1
GF00001693	DBVPG3855_001096-T1	DBVPG3775_002431-T1
GF00001694	DBVPG3855_001097-T1	DBVPG3775_002430-T1
GF00001695	DBVPG3855_001098-T1	DBVPG3775_002429-T1
GF00001696	DBVPG3855_001100-T1	DBVPG3775_002426-T1
GF00001697	DBVPG3855_001102-T1	DBVPG3775_002424-T1
GF00001698	DBVPG3855_005312-T1	DBVPG3775_002423-T1
