	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-1.cds.fa
GF00001058	TFCN1702E3901_009192-T1, TFCN1702E3901_002062-T1
GF00001059	TFCN1702E3901_004090-T1, TFCN1702E3901_003751-T1
GF00001060	TFCN1702E3901_005568-T1, TFCN1702E3901_005311-T1
GF00001061	TFCN1702E3901_000401-T1, TFCN1702E3901_010243-T1
GF00001062	TFCN1702E3901_003255-T1, TFCN1702E3901_003068-T1
GF00001063	TFCN1702E3901_005801-T1, TFCN1702E3901_000854-T1
GF00001064	TFCN1702E3901_012140-T1, TFCN1702E3901_012922-T1
GF00001065	TFCN1702E3901_012677-T1, TFCN1702E3901_010276-T1
GF00001066	TFCN1702E3901_001140-T1, TFCN1702E3901_009507-T1
GF00001067	TFCN1702E3901_009339-T1, TFCN1702E3901_006238-T1
GF00001068	TFCN1702E3901_003052-T1, TFCN1702E3901_003239-T1
GF00001069	TFCN1702E3901_010216-T1, TFCN1702E3901_009644-T1
GF00001070	TFCN1702E3901_006428-T1, TFCN1702E3901_000463-T1
GF00001071	TFCN1702E3901_010905-T1, TFCN1702E3901_004412-T1
GF00001072	TFCN1702E3901_009728-T1, TFCN1702E3901_006084-T1
GF00001073	TFCN1702E3901_006444-T1, TFCN1702E3901_000478-T1
GF00001074	TFCN1702E3901_003802-T1, TFCN1702E3901_004149-T1
GF00001075	TFCN1702E3901_003057-T1, TFCN1702E3901_003243-T1
GF00001076	TFCN1702E3901_002582-T1, TFCN1702E3901_002352-T1
GF00001077	TFCN1702E3901_006600-T1, TFCN1702E3901_005029-T1
GF00001078	TFCN1702E3901_002642-T1, TFCN1702E3901_000279-T1
GF00001079	TFCN1702E3901_000671-T1, TFCN1702E3901_008630-T1
GF00001080	TFCN1702E3901_008506-T1, TFCN1702E3901_011693-T1
GF00001081	TFCN1702E3901_010975-T1, TFCN1702E3901_004684-T1
GF00001082	TFCN1702E3901_004595-T1, TFCN1702E3901_010751-T1
GF00001083	TFCN1702E3901_006166-T1, TFCN1702E3901_011383-T1
GF00001084	TFCN1702E3901_003776-T1, TFCN1702E3901_004119-T1
GF00001085	TFCN1702E3901_001508-T1, TFCN1702E3901_003482-T1
GF00001086	TFCN1702E3901_002744-T1, TFCN1702E3901_000106-T1
GF00001087	TFCN1702E3901_002788-T1, TFCN1702E3901_000027-T1
GF00001088	TFCN1702E3901_009355-T1, TFCN1702E3901_006221-T1
GF00001089	TFCN1702E3901_010811-T1, TFCN1702E3901_007508-T1
GF00001090	TFCN1702E3901_001211-T1, TFCN1702E3901_006357-T1
GF00001091	TFCN1702E3901_007850-T1, TFCN1702E3901_005238-T1
GF00001092	TFCN1702E3901_003543-T1, TFCN1702E3901_001446-T1
GF00001093	TFCN1702E3901_011479-T1, TFCN1702E3901_009633-T1
GF00001094	TFCN1702E3901_004680-T1, TFCN1702E3901_010971-T1
GF00001095	TFCN1702E3901_005774-T1, TFCN1702E3901_001872-T1
GF00001096	TFCN1702E3901_006876-T1, TFCN1702E3901_009178-T1
GF00001097	TFCN1702E3901_005523-T1, TFCN1702E3901_004386-T1
GF00001098	TFCN1702E3901_012335-T1, TFCN1702E3901_010635-T1
GF00001099	TFCN1702E3901_000328-T1, TFCN1702E3901_002593-T1
GF00001100	TFCN1702E3901_005243-T1, TFCN1702E3901_007820-T1
GF00001101	TFCN1702E3901_000934-T1, TFCN1702E3901_007370-T1
GF00001102	TFCN1702E3901_007904-T1, TFCN1702E3901_010608-T1
GF00001103	TFCN1702E3901_001197-T1, TFCN1702E3901_012784-T1
GF00001104	TFCN1702E3901_011721-T1, TFCN1702E3901_011651-T1
GF00001105	TFCN1702E3901_002022-T1, TFCN1702E3901_009235-T1
GF00001106	TFCN1702E3901_005395-T1, TFCN1702E3901_005653-T1
GF00001107	TFCN1702E3901_012538-T1, TFCN1702E3901_000864-T1
GF00001108	TFCN1702E3901_007739-T1, TFCN1702E3901_001367-T1
GF00001109	TFCN1702E3901_005417-T1, TFCN1702E3901_005981-T1
GF00001110	TFCN1702E3901_007277-T1, TFCN1702E3901_009392-T1
GF00001111	TFCN1702E3901_009634-T1, TFCN1702E3901_011478-T1
GF00001112	TFCN1702E3901_000542-T1, TFCN1702E3901_012453-T1
GF00001113	TFCN1702E3901_003475-T1, TFCN1702E3901_001515-T1
GF00001114	TFCN1702E3901_006028-T1, TFCN1702E3901_005454-T1
GF00001115	TFCN1702E3901_007030-T1, TFCN1702E3901_008689-T1
GF00001116	TFCN1702E3901_002762-T1, TFCN1702E3901_000124-T1
GF00001117	TFCN1702E3901_010985-T1, TFCN1702E3901_004694-T1
GF00001118	TFCN1702E3901_010110-T1, TFCN1702E3901_009130-T1
GF00001119	TFCN1702E3901_005452-T1, TFCN1702E3901_006030-T1
GF00001120	TFCN1702E3901_001754-T1, TFCN1702E3901_002883-T1
GF00001121	TFCN1702E3901_002732-T1, TFCN1702E3901_000190-T1
GF00001122	TFCN1702E3901_002906-T1, TFCN1702E3901_001733-T1
GF00001123	TFCN1702E3901_003428-T1, TFCN1702E3901_008755-T1
GF00001124	TFCN1702E3901_007542-T1, TFCN1702E3901_010510-T1
GF00001125	TFCN1702E3901_005923-T1, TFCN1702E3901_000732-T1
GF00001126	TFCN1702E3901_008106-T1, TFCN1702E3901_003684-T1
GF00001127	TFCN1702E3901_002831-T1, TFCN1702E3901_001809-T1
GF00001128	TFCN1702E3901_004549-T1, TFCN1702E3901_010789-T1
GF00001129	TFCN1702E3901_000929-T1, TFCN1702E3901_007377-T1
GF00001130	TFCN1702E3901_004622-T1, TFCN1702E3901_011060-T1
GF00001131	TFCN1702E3901_006161-T1, TFCN1702E3901_011377-T1
GF00001132	TFCN1702E3901_008764-T1, TFCN1702E3901_003437-T1
GF00001133	TFCN1702E3901_009144-T1, TFCN1702E3901_010097-T1
GF00001134	TFCN1702E3901_000494-T1, TFCN1702E3901_012138-T1
GF00001135	TFCN1702E3901_006652-T1, TFCN1702E3901_008889-T1
GF00001136	TFCN1702E3901_005471-T1, TFCN1702E3901_006009-T1
GF00001137	TFCN1702E3901_008293-T1, TFCN1702E3901_001095-T1
GF00001138	TFCN1702E3901_005481-T1, TFCN1702E3901_005995-T1
GF00001139	TFCN1702E3901_009361-T1, TFCN1702E3901_006213-T1
GF00001140	TFCN1702E3901_001567-T1, TFCN1702E3901_012005-T1
GF00001141	TFCN1702E3901_012123-T1, TFCN1702E3901_000482-T1
GF00001142	TFCN1702E3901_000899-T1, TFCN1702E3901_007411-T1
GF00001143	TFCN1702E3901_009259-T1, TFCN1702E3901_003741-T1
GF00001144	TFCN1702E3901_005578-T1, TFCN1702E3901_005320-T1
GF00001145	TFCN1702E3901_001726-T1, TFCN1702E3901_002913-T1
GF00001146	TFCN1702E3901_001097-T1, TFCN1702E3901_008295-T1
GF00001147	TFCN1702E3901_000306-T1, TFCN1702E3901_002616-T1
GF00001148	TFCN1702E3901_012472-T1, TFCN1702E3901_011633-T1
GF00001149	TFCN1702E3901_008795-T1, TFCN1702E3901_003470-T1
GF00001150	TFCN1702E3901_012108-T1, TFCN1702E3901_001587-T1
GF00001151	TFCN1702E3901_005473-T1, TFCN1702E3901_006006-T1
GF00001152	TFCN1702E3901_001697-T1, TFCN1702E3901_002941-T1
GF00001153	TFCN1702E3901_004426-T1, TFCN1702E3901_010891-T1
GF00001154	TFCN1702E3901_009303-T1, TFCN1702E3901_009991-T1
GF00001155	TFCN1702E3901_011098-T1, TFCN1702E3901_010691-T1
GF00001156	TFCN1702E3901_000891-T1, TFCN1702E3901_007419-T1
GF00001157	TFCN1702E3901_008069-T1, TFCN1702E3901_003719-T1
GF00001158	TFCN1702E3901_005982-T1, TFCN1702E3901_005418-T1
GF00001159	TFCN1702E3901_008727-T1, TFCN1702E3901_007075-T1
GF00001160	TFCN1702E3901_001231-T1, TFCN1702E3901_006334-T1
GF00001161	TFCN1702E3901_008505-T1, TFCN1702E3901_011692-T1
GF00001162	TFCN1702E3901_000325-T1, TFCN1702E3901_002596-T1
GF00001163	TFCN1702E3901_011838-T1, TFCN1702E3901_009907-T1
GF00001164	TFCN1702E3901_013063-T1, TFCN1702E3901_013013-T1
GF00001165	TFCN1702E3901_012830-T1, TFCN1702E3901_010735-T1
GF00001166	TFCN1702E3901_000313-T1, TFCN1702E3901_002609-T1
GF00001167	TFCN1702E3901_011271-T1, TFCN1702E3901_007610-T1
GF00001168	TFCN1702E3901_006034-T1, TFCN1702E3901_005448-T1
GF00001169	TFCN1702E3901_000640-T1, TFCN1702E3901_008598-T1
GF00001170	TFCN1702E3901_008948-T1, TFCN1702E3901_006986-T1
GF00001171	TFCN1702E3901_012651-T1, TFCN1702E3901_008561-T1
GF00001172	TFCN1702E3901_012729-T1, TFCN1702E3901_010404-T1
GF00001173	TFCN1702E3901_002182-T1, TFCN1702E3901_002409-T1
GF00001174	TFCN1702E3901_011811-T1, TFCN1702E3901_009934-T1
GF00001175	TFCN1702E3901_003782-T1, TFCN1702E3901_004128-T1
GF00001176	TFCN1702E3901_012279-T1, TFCN1702E3901_001007-T1
GF00001177	TFCN1702E3901_007011-T1, TFCN1702E3901_008973-T1
GF00001178	TFCN1702E3901_012424-T1, TFCN1702E3901_005503-T1
GF00001179	TFCN1702E3901_006981-T1, TFCN1702E3901_008942-T1
GF00001180	TFCN1702E3901_005165-T1, TFCN1702E3901_006636-T1
GF00001181	TFCN1702E3901_001541-T1, TFCN1702E3901_011750-T1
GF00001182	TFCN1702E3901_003759-T1, TFCN1702E3901_004099-T1
GF00001183	TFCN1702E3901_001204-T1, TFCN1702E3901_006364-T1
GF00001184	TFCN1702E3901_009804-T1, TFCN1702E3901_010016-T1
GF00001185	TFCN1702E3901_001392-T1, TFCN1702E3901_007723-T1
GF00001186	TFCN1702E3901_009588-T1, TFCN1702E3901_012380-T1
GF00001187	TFCN1702E3901_006454-T1, TFCN1702E3901_000513-T1
GF00001188	TFCN1702E3901_007420-T1, TFCN1702E3901_000890-T1
GF00001189	TFCN1702E3901_001714-T1, TFCN1702E3901_002925-T1
GF00001190	TFCN1702E3901_000841-T1, TFCN1702E3901_005814-T1
GF00001191	TFCN1702E3901_004259-T1, TFCN1702E3901_011020-T1
GF00001192	TFCN1702E3901_006078-T1, TFCN1702E3901_009722-T1
GF00001193	TFCN1702E3901_006826-T1, TFCN1702E3901_010930-T1
GF00001194	TFCN1702E3901_001798-T1, TFCN1702E3901_002842-T1
GF00001195	TFCN1702E3901_002830-T1, TFCN1702E3901_001810-T1
GF00001196	TFCN1702E3901_007798-T1, TFCN1702E3901_005266-T1
GF00001197	TFCN1702E3901_010588-T1, TFCN1702E3901_007880-T1
GF00001198	TFCN1702E3901_012692-T1, TFCN1702E3901_006721-T1
GF00001199	TFCN1702E3901_007862-T1, TFCN1702E3901_005204-T1
GF00001200	TFCN1702E3901_002385-T1, TFCN1702E3901_002162-T1
GF00001201	TFCN1702E3901_009250-T1, TFCN1702E3901_002007-T1
GF00001202	TFCN1702E3901_010499-T1, TFCN1702E3901_007555-T1
GF00001203	TFCN1702E3901_001638-T1, TFCN1702E3901_002998-T1
GF00001204	TFCN1702E3901_008939-T1, TFCN1702E3901_006978-T1
GF00001205	TFCN1702E3901_001573-T1, TFCN1702E3901_012010-T1
GF00001206	TFCN1702E3901_012218-T1, TFCN1702E3901_009755-T1
GF00001207	TFCN1702E3901_008399-T1, TFCN1702E3901_000086-T1
GF00001208	TFCN1702E3901_001682-T1, TFCN1702E3901_002955-T1
GF00001209	TFCN1702E3901_001175-T1, TFCN1702E3901_009474-T1
GF00001210	TFCN1702E3901_012881-T1, TFCN1702E3901_011280-T1
GF00001211	TFCN1702E3901_011008-T1, TFCN1702E3901_004712-T1
GF00001212	TFCN1702E3901_001374-T1, TFCN1702E3901_007735-T1
GF00001213	TFCN1702E3901_006180-T1, TFCN1702E3901_011397-T1
GF00001214	TFCN1702E3901_005511-T1, TFCN1702E3901_004396-T1
GF00001215	TFCN1702E3901_007535-T1, TFCN1702E3901_010517-T1
GF00001216	TFCN1702E3901_008181-T1, TFCN1702E3901_000584-T1
GF00001217	TFCN1702E3901_010498-T1, TFCN1702E3901_007556-T1
GF00001218	TFCN1702E3901_003471-T1, TFCN1702E3901_008796-T1
GF00001219	TFCN1702E3901_012102-T1, TFCN1702E3901_001593-T1
GF00001220	TFCN1702E3901_006077-T1, TFCN1702E3901_009721-T1
GF00001221	TFCN1702E3901_012641-T1, TFCN1702E3901_008537-T1
GF00001222	TFCN1702E3901_012542-T1, TFCN1702E3901_000868-T1
GF00001223	TFCN1702E3901_009344-T1, TFCN1702E3901_006233-T1
GF00001224	TFCN1702E3901_008971-T1, TFCN1702E3901_007009-T1
GF00001225	TFCN1702E3901_004755-T1, TFCN1702E3901_010469-T1
GF00001226	TFCN1702E3901_002030-T1, TFCN1702E3901_009226-T1
GF00001227	TFCN1702E3901_002692-T1, TFCN1702E3901_000231-T1
GF00001228	TFCN1702E3901_012524-T1, TFCN1702E3901_012489-T1
GF00001229	TFCN1702E3901_006469-T1, TFCN1702E3901_000502-T1
GF00001230	TFCN1702E3901_005937-T1, TFCN1702E3901_010574-T1
GF00001231	TFCN1702E3901_001181-T1, TFCN1702E3901_009468-T1
GF00001232	TFCN1702E3901_005887-T1, TFCN1702E3901_000770-T1
GF00001233	TFCN1702E3901_000973-T1, TFCN1702E3901_007688-T1
GF00001234	TFCN1702E3901_000037-T1, TFCN1702E3901_002797-T1
GF00001235	TFCN1702E3901_012502-T1, TFCN1702E3901_009901-T1
GF00001236	TFCN1702E3901_007936-T1, TFCN1702E3901_011661-T1
GF00001237	TFCN1702E3901_000034-T1, TFCN1702E3901_002794-T1
GF00001238	TFCN1702E3901_008975-T1, TFCN1702E3901_007013-T1
GF00001239	TFCN1702E3901_009917-T1, TFCN1702E3901_011828-T1
GF00001240	TFCN1702E3901_009283-T1, TFCN1702E3901_009970-T1
GF00001241	TFCN1702E3901_002523-T1, TFCN1702E3901_002296-T1
GF00001242	TFCN1702E3901_009892-T1, TFCN1702E3901_006802-T1
GF00001243	TFCN1702E3901_003008-T1, TFCN1702E3901_001626-T1
GF00001244	TFCN1702E3901_011466-T1, TFCN1702E3901_010331-T1
GF00001245	TFCN1702E3901_004271-T1, TFCN1702E3901_011034-T1
GF00001246	TFCN1702E3901_006778-T1, TFCN1702E3901_009854-T1
GF00001247	TFCN1702E3901_004499-T1, TFCN1702E3901_007156-T1
GF00001248	TFCN1702E3901_006948-T1, TFCN1702E3901_008905-T1
GF00001249	TFCN1702E3901_000059-T1, TFCN1702E3901_002819-T1
GF00001250	TFCN1702E3901_007920-T1, TFCN1702E3901_010625-T1
GF00001251	TFCN1702E3901_001674-T1, TFCN1702E3901_002963-T1
GF00001252	TFCN1702E3901_003630-T1, TFCN1702E3901_011930-T1
GF00001253	TFCN1702E3901_002309-T1, TFCN1702E3901_002535-T1
GF00001254	TFCN1702E3901_003709-T1, TFCN1702E3901_008078-T1
GF00001255	TFCN1702E3901_006532-T1, TFCN1702E3901_005095-T1
GF00001256	TFCN1702E3901_003964-T1, TFCN1702E3901_008015-T1
GF00001257	TFCN1702E3901_012978-T1, TFCN1702E3901_007579-T1
GF00001258	TFCN1702E3901_003996-T1, TFCN1702E3901_008045-T1
GF00001259	TFCN1702E3901_009930-T1, TFCN1702E3901_011815-T1
GF00001260	TFCN1702E3901_004116-T1, TFCN1702E3901_003773-T1
GF00001261	TFCN1702E3901_007975-T1, TFCN1702E3901_003921-T1
GF00001262	TFCN1702E3901_012791-T1, TFCN1702E3901_001202-T1
GF00001263	TFCN1702E3901_009820-T1, TFCN1702E3901_010028-T1
GF00001264	TFCN1702E3901_003317-T1, TFCN1702E3901_003129-T1
GF00001265	TFCN1702E3901_009066-T1, TFCN1702E3901_009540-T1
GF00001266	TFCN1702E3901_012365-T1, TFCN1702E3901_006148-T1
GF00001267	TFCN1702E3901_004791-T1, TFCN1702E3901_010436-T1
GF00001268	TFCN1702E3901_008857-T1, TFCN1702E3901_006684-T1
GF00001269	TFCN1702E3901_001216-T1, TFCN1702E3901_006352-T1
GF00001270	TFCN1702E3901_009334-T1, TFCN1702E3901_006243-T1
GF00001271	TFCN1702E3901_006120-T1, TFCN1702E3901_012631-T1
GF00001272	TFCN1702E3901_003534-T1, TFCN1702E3901_001457-T1
GF00001273	TFCN1702E3901_004287-T1, TFCN1702E3901_011047-T1
GF00001274	TFCN1702E3901_013081-T1, TFCN1702E3901_001016-T1
GF00001275	TFCN1702E3901_008028-T1, TFCN1702E3901_003990-T1
GF00001276	TFCN1702E3901_003805-T1, TFCN1702E3901_004152-T1
GF00001277	TFCN1702E3901_011841-T1, TFCN1702E3901_009904-T1
GF00001278	TFCN1702E3901_007214-T1, TFCN1702E3901_004440-T1
GF00001279	TFCN1702E3901_004710-T1, TFCN1702E3901_012958-T1
GF00001280	TFCN1702E3901_002275-T1, TFCN1702E3901_002501-T1
GF00001281	TFCN1702E3901_010521-T1, TFCN1702E3901_007531-T1
GF00001282	TFCN1702E3901_011949-T1, TFCN1702E3901_007460-T1
GF00001283	TFCN1702E3901_006637-T1, TFCN1702E3901_005164-T1
GF00001284	TFCN1702E3901_006090-T1, TFCN1702E3901_009734-T1
GF00001285	TFCN1702E3901_002804-T1, TFCN1702E3901_000045-T1
GF00001286	TFCN1702E3901_001132-T1, TFCN1702E3901_009515-T1
GF00001287	TFCN1702E3901_001868-T1, TFCN1702E3901_000331-T1
GF00001288	TFCN1702E3901_009264-T1, TFCN1702E3901_003746-T1
GF00001289	TFCN1702E3901_011670-T1, TFCN1702E3901_007946-T1
GF00001290	TFCN1702E3901_012808-T1, TFCN1702E3901_011860-T1
GF00001291	TFCN1702E3901_008760-T1, TFCN1702E3901_003433-T1
GF00001292	TFCN1702E3901_008584-T1, TFCN1702E3901_007341-T1
GF00001293	TFCN1702E3901_005764-T1, TFCN1702E3901_001902-T1
GF00001294	TFCN1702E3901_006574-T1, TFCN1702E3901_005055-T1
GF00001295	TFCN1702E3901_006874-T1, TFCN1702E3901_009176-T1
GF00001296	TFCN1702E3901_001196-T1, TFCN1702E3901_012783-T1
GF00001297	TFCN1702E3901_005750-T1, TFCN1702E3901_001915-T1
GF00001298	TFCN1702E3901_001741-T1, TFCN1702E3901_002896-T1
GF00001299	TFCN1702E3901_001289-T1, TFCN1702E3901_006278-T1
GF00001300	TFCN1702E3901_006053-T1, TFCN1702E3901_009696-T1
GF00001301	TFCN1702E3901_003660-T1, TFCN1702E3901_008130-T1
GF00001302	TFCN1702E3901_012673-T1, TFCN1702E3901_010272-T1
GF00001303	TFCN1702E3901_007675-T1, TFCN1702E3901_000960-T1
GF00001304	TFCN1702E3901_003006-T1, TFCN1702E3901_001629-T1
GF00001305	TFCN1702E3901_001694-T1, TFCN1702E3901_002944-T1
GF00001306	TFCN1702E3901_006755-T1, TFCN1702E3901_009950-T1
GF00001307	TFCN1702E3901_002771-T1, TFCN1702E3901_000133-T1
GF00001308	TFCN1702E3901_005289-T1, TFCN1702E3901_005544-T1
GF00001309	TFCN1702E3901_001594-T1, TFCN1702E3901_012100-T1
GF00001310	TFCN1702E3901_002255-T1, TFCN1702E3901_002481-T1
GF00001311	TFCN1702E3901_006529-T1, TFCN1702E3901_005099-T1
GF00001312	TFCN1702E3901_007206-T1, TFCN1702E3901_004448-T1
GF00001313	TFCN1702E3901_009206-T1, TFCN1702E3901_002049-T1
GF00001314	TFCN1702E3901_008980-T1, TFCN1702E3901_010293-T1
GF00001315	TFCN1702E3901_010928-T1, TFCN1702E3901_006825-T1
GF00001316	TFCN1702E3901_010281-T1, TFCN1702E3901_013026-T1
GF00001317	TFCN1702E3901_004568-T1, TFCN1702E3901_010771-T1
GF00001318	TFCN1702E3901_000965-T1, TFCN1702E3901_007680-T1
GF00001319	TFCN1702E3901_006672-T1, TFCN1702E3901_008869-T1
GF00001320	TFCN1702E3901_003026-T1, TFCN1702E3901_003214-T1
GF00001321	TFCN1702E3901_006359-T1, TFCN1702E3901_001209-T1
GF00001322	TFCN1702E3901_001288-T1, TFCN1702E3901_006279-T1
GF00001323	TFCN1702E3901_012617-T1, TFCN1702E3901_006134-T1
GF00001324	TFCN1702E3901_010208-T1, TFCN1702E3901_009651-T1
GF00001325	TFCN1702E3901_006634-T1, TFCN1702E3901_005167-T1
GF00001326	TFCN1702E3901_012706-T1, TFCN1702E3901_011591-T1
GF00001327	TFCN1702E3901_008497-T1, TFCN1702E3901_004079-T1
GF00001328	TFCN1702E3901_008668-T1, TFCN1702E3901_000708-T1
GF00001329	TFCN1702E3901_002459-T1, TFCN1702E3901_002216-T1
GF00001330	TFCN1702E3901_004158-T1, TFCN1702E3901_003811-T1
GF00001331	TFCN1702E3901_009677-T1, TFCN1702E3901_010181-T1
GF00001332	TFCN1702E3901_012876-T1, TFCN1702E3901_012504-T1
GF00001333	TFCN1702E3901_000140-T1, TFCN1702E3901_008339-T1
GF00001334	TFCN1702E3901_001644-T1, TFCN1702E3901_002992-T1
GF00001335	TFCN1702E3901_002023-T1, TFCN1702E3901_009234-T1
GF00001336	TFCN1702E3901_008606-T1, TFCN1702E3901_000648-T1
GF00001337	TFCN1702E3901_008783-T1, TFCN1702E3901_003457-T1
GF00001338	TFCN1702E3901_003284-T1, TFCN1702E3901_003095-T1
GF00001339	TFCN1702E3901_000743-T1, TFCN1702E3901_005912-T1
GF00001340	TFCN1702E3901_004585-T1, TFCN1702E3901_010741-T1
GF00001341	TFCN1702E3901_012577-T1, TFCN1702E3901_004598-T1
GF00001342	TFCN1702E3901_007815-T1, TFCN1702E3901_005250-T1
GF00001343	TFCN1702E3901_003920-T1, TFCN1702E3901_007974-T1
GF00001344	TFCN1702E3901_003356-T1, TFCN1702E3901_003169-T1
GF00001345	TFCN1702E3901_006951-T1, TFCN1702E3901_008908-T1
GF00001346	TFCN1702E3901_001725-T1, TFCN1702E3901_002914-T1
GF00001347	TFCN1702E3901_005868-T1, TFCN1702E3901_000789-T1
GF00001348	TFCN1702E3901_003686-T1, TFCN1702E3901_008104-T1
GF00001349	TFCN1702E3901_012253-T1, TFCN1702E3901_003414-T1
GF00001350	TFCN1702E3901_007387-T1, TFCN1702E3901_000920-T1
GF00001351	TFCN1702E3901_011650-T1, TFCN1702E3901_011720-T1
GF00001352	TFCN1702E3901_008925-T1, TFCN1702E3901_006960-T1
GF00001353	TFCN1702E3901_001252-T1, TFCN1702E3901_006313-T1
GF00001354	TFCN1702E3901_011293-T1, TFCN1702E3901_003589-T1
GF00001355	TFCN1702E3901_006369-T1, TFCN1702E3901_012024-T1
GF00001356	TFCN1702E3901_007707-T1, TFCN1702E3901_001408-T1
GF00001357	TFCN1702E3901_004480-T1, TFCN1702E3901_007175-T1
GF00001358	TFCN1702E3901_001270-T1, TFCN1702E3901_006295-T1
GF00001359	TFCN1702E3901_006197-T1, TFCN1702E3901_009379-T1
GF00001360	TFCN1702E3901_007796-T1, TFCN1702E3901_005268-T1
GF00001361	TFCN1702E3901_009372-T1, TFCN1702E3901_006204-T1
GF00001362	TFCN1702E3901_011378-T1, TFCN1702E3901_006162-T1
GF00001363	TFCN1702E3901_004563-T1, TFCN1702E3901_010776-T1
GF00001364	TFCN1702E3901_011900-T1, TFCN1702E3901_012290-T1
GF00001365	TFCN1702E3901_001811-T1, TFCN1702E3901_002829-T1
GF00001366	TFCN1702E3901_006912-T1, TFCN1702E3901_002092-T1
GF00001367	TFCN1702E3901_009154-T1, TFCN1702E3901_006851-T1
GF00001368	TFCN1702E3901_010640-T1, TFCN1702E3901_012339-T1
GF00001369	TFCN1702E3901_003744-T1, TFCN1702E3901_009262-T1
GF00001370	TFCN1702E3901_002890-T1, TFCN1702E3901_001747-T1
GF00001371	TFCN1702E3901_002662-T1, TFCN1702E3901_000261-T1
GF00001372	TFCN1702E3901_012774-T1, TFCN1702E3901_006112-T1
GF00001373	TFCN1702E3901_005276-T1, TFCN1702E3901_005531-T1
GF00001374	TFCN1702E3901_010482-T1, TFCN1702E3901_004742-T1
GF00001375	TFCN1702E3901_008990-T1, TFCN1702E3901_010303-T1
GF00001376	TFCN1702E3901_007445-T1, TFCN1702E3901_011964-T1
GF00001377	TFCN1702E3901_011274-T1, TFCN1702E3901_007613-T1
GF00001378	TFCN1702E3901_010829-T1, TFCN1702E3901_007487-T1
GF00001379	TFCN1702E3901_006621-T1, TFCN1702E3901_005180-T1
GF00001380	TFCN1702E3901_002980-T1, TFCN1702E3901_001655-T1
GF00001381	TFCN1702E3901_003584-T1, TFCN1702E3901_011548-T1
GF00001382	TFCN1702E3901_007965-T1, TFCN1702E3901_003912-T1
GF00001383	TFCN1702E3901_008155-T1, TFCN1702E3901_000607-T1
GF00001384	TFCN1702E3901_003975-T1, TFCN1702E3901_008025-T1
GF00001385	TFCN1702E3901_008135-T1, TFCN1702E3901_000626-T1
GF00001386	TFCN1702E3901_012003-T1, TFCN1702E3901_001565-T1
GF00001387	TFCN1702E3901_002154-T1, TFCN1702E3901_002381-T1
GF00001388	TFCN1702E3901_012716-T1, TFCN1702E3901_010416-T1
GF00001389	TFCN1702E3901_002197-T1, TFCN1702E3901_002424-T1
GF00001390	TFCN1702E3901_005309-T1, TFCN1702E3901_005566-T1
GF00001391	TFCN1702E3901_010193-T1, TFCN1702E3901_009666-T1
GF00001392	TFCN1702E3901_001335-T1, TFCN1702E3901_007771-T1
GF00001393	TFCN1702E3901_012433-T1, TFCN1702E3901_005494-T1
GF00001394	TFCN1702E3901_008931-T1, TFCN1702E3901_006970-T1
GF00001395	TFCN1702E3901_009123-T1, TFCN1702E3901_010117-T1
GF00001396	TFCN1702E3901_003874-T1, TFCN1702E3901_004217-T1
GF00001397	TFCN1702E3901_008694-T1, TFCN1702E3901_007036-T1
GF00001398	TFCN1702E3901_009388-T1, TFCN1702E3901_007274-T1
GF00001399	TFCN1702E3901_008862-T1, TFCN1702E3901_006679-T1
GF00001400	TFCN1702E3901_012383-T1, TFCN1702E3901_009591-T1
GF00001401	TFCN1702E3901_008678-T1, TFCN1702E3901_007019-T1
GF00001402	TFCN1702E3901_005147-T1, TFCN1702E3901_006484-T1
GF00001403	TFCN1702E3901_007078-T1, TFCN1702E3901_008729-T1
GF00001404	TFCN1702E3901_008043-T1, TFCN1702E3901_003994-T1
GF00001405	TFCN1702E3901_003621-T1, TFCN1702E3901_011331-T1
GF00001406	TFCN1702E3901_009758-T1, TFCN1702E3901_012220-T1
GF00001407	TFCN1702E3901_002339-T1, TFCN1702E3901_002567-T1
GF00001408	TFCN1702E3901_006979-T1, TFCN1702E3901_008940-T1
GF00001409	TFCN1702E3901_009621-T1, TFCN1702E3901_011493-T1
GF00001410	TFCN1702E3901_000156-T1, TFCN1702E3901_008355-T1
GF00001411	TFCN1702E3901_010570-T1, TFCN1702E3901_005940-T1
GF00001412	TFCN1702E3901_009841-T1, TFCN1702E3901_010049-T1
GF00001413	TFCN1702E3901_008371-T1, TFCN1702E3901_000172-T1
GF00001414	TFCN1702E3901_005221-T1, TFCN1702E3901_007831-T1
GF00001415	TFCN1702E3901_003706-T1, TFCN1702E3901_008082-T1
GF00001416	TFCN1702E3901_004394-T1, TFCN1702E3901_005513-T1
GF00001417	TFCN1702E3901_012212-T1, TFCN1702E3901_009749-T1
GF00001418	TFCN1702E3901_008860-T1, TFCN1702E3901_006681-T1
GF00001419	TFCN1702E3901_008787-T1, TFCN1702E3901_003461-T1
GF00001420	TFCN1702E3901_012528-T1, TFCN1702E3901_012493-T1
GF00001421	TFCN1702E3901_001412-T1, TFCN1702E3901_007703-T1
GF00001422	TFCN1702E3901_008821-T1, TFCN1702E3901_012557-T1
GF00001423	TFCN1702E3901_010504-T1, TFCN1702E3901_007549-T1
GF00001424	TFCN1702E3901_013071-T1, TFCN1702E3901_004814-T1
