	Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000370	TFCN2502E3341_000711-T1, TFCN2502E3341_012816-T1, TFCN2502E3341_005282-T1, TFCN2502E3341_005031-T1	DBVPG3775_001392-T1, DBVPG3775_002978-T1
GF00000371	TFCN2502E3341_000712-T1, TFCN2502E3341_012817-T1, TFCN2502E3341_007492-T1, TFCN2502E3341_000874-T1	DBVPG3775_001213-T1, DBVPG3775_001393-T1
GF00000372	TFCN2502E3341_000734-T1, TFCN2502E3341_005506-T1, TFCN2502E3341_014019-T1, TFCN2502E3341_014763-T1	DBVPG3775_001414-T1, DBVPG3775_005510-T1
GF00000373	TFCN2502E3341_000739-T1, TFCN2502E3341_005501-T1, TFCN2502E3341_003396-T1, TFCN2502E3341_010162-T1	DBVPG3775_001419-T1, DBVPG3775_002838-T1
GF00000374	TFCN2502E3341_000777-T1, TFCN2502E3341_012088-T1, TFCN2502E3341_010084-T1, TFCN2502E3341_013913-T1	DBVPG3775_001322-T1, DBVPG3775_006684-T1
GF00000375	TFCN2502E3341_000778-T1, TFCN2502E3341_012089-T1, TFCN2502E3341_012090-T1	DBVPG3775_001319-T1, DBVPG3775_001320-T1, DBVPG3775_001321-T1
GF00000376	TFCN2502E3341_000826-T1, TFCN2502E3341_006886-T1, TFCN2502E3341_004631-T1, TFCN2502E3341_000948-T1	DBVPG3775_001264-T1, DBVPG3775_005205-T1
GF00000377	TFCN2502E3341_000833-T1, TFCN2502E3341_006879-T1, TFCN2502E3341_005179-T1, TFCN2502E3341_008905-T1	DBVPG3775_001255-T1, DBVPG3775_004808-T1
GF00000378	TFCN2502E3341_000886-T1, TFCN2502E3341_007504-T1, TFCN2502E3341_012978-T1, TFCN2502E3341_002124-T1	DBVPG3775_001201-T1, DBVPG3775_002007-T1
GF00000379	TFCN2502E3341_000895-T1, TFCN2502E3341_004579-T1, TFCN2502E3341_005159-T1, TFCN2502E3341_014259-T1	DBVPG3775_004829-T1, DBVPG3775_005256-T1
GF00000380	TFCN2502E3341_002490-T1, TFCN2502E3341_009209-T1, TFCN2502E3341_001311-T1, TFCN2502E3341_009480-T1	DBVPG3775_002215-T1, DBVPG3775_005476-T1
GF00000381	TFCN2502E3341_000925-T1, TFCN2502E3341_004606-T1, TFCN2502E3341_009358-T1, TFCN2502E3341_010532-T1	DBVPG3775_005228-T1, DBVPG3775_006576-T1
GF00000382	TFCN2502E3341_000992-T1, TFCN2502E3341_011562-T1, TFCN2502E3341_012160-T1, TFCN2502E3341_001031-T1	DBVPG3775_005159-T1, DBVPG3775_007151-T1
GF00000383	TFCN2502E3341_000993-T1, TFCN2502E3341_012159-T1, TFCN2502E3341_011561-T1, TFCN2502E3341_001030-T1	DBVPG3775_005158-T1, DBVPG3775_007150-T1
GF00000384	TFCN2502E3341_000996-T1, TFCN2502E3341_011558-T1, TFCN2502E3341_004156-T1, TFCN2502E3341_014695-T1	DBVPG3775_003895-T1, DBVPG3775_005155-T1
GF00000385	TFCN2502E3341_001049-T1, TFCN2502E3341_008291-T1, TFCN2502E3341_004401-T1, TFCN2502E3341_013382-T1	DBVPG3775_001122-T1, DBVPG3775_005426-T1
GF00000386	TFCN2502E3341_013040-T1, TFCN2502E3341_007731-T1, TFCN2502E3341_014458-T1, TFCN2502E3341_012393-T1	DBVPG3775_001104-T1, DBVPG3775_005039-T1
GF00000387	TFCN2502E3341_001063-T1, TFCN2502E3341_010036-T1, TFCN2502E3341_013615-T1, TFCN2502E3341_001115-T1	DBVPG3775_005358-T1, DBVPG3775_005411-T1
GF00000388	TFCN2502E3341_001094-T1, TFCN2502E3341_010024-T1, TFCN2502E3341_003657-T1, TFCN2502E3341_006939-T1	DBVPG3775_005022-T1, DBVPG3775_005379-T1
GF00000389	TFCN2502E3341_001118-T1, TFCN2502E3341_013618-T1, TFCN2502E3341_001119-T1	DBVPG3775_005354-T1, DBVPG3775_005355-T1, DBVPG3775_006506-T1
GF00000390	TFCN2502E3341_001122-T1, TFCN2502E3341_013621-T1, TFCN2502E3341_005455-T1, TFCN2502E3341_001125-T1	DBVPG3775_006499-T1, DBVPG3775_006503-T1
GF00000391	TFCN2502E3341_001131-T1, TFCN2502E3341_005461-T1, TFCN2502E3341_008060-T1, TFCN2502E3341_001935-T1	DBVPG3775_001548-T1, DBVPG3775_006493-T1
GF00000392	TFCN2502E3341_001204-T1, TFCN2502E3341_014067-T1, TFCN2502E3341_003089-T1, TFCN2502E3341_004313-T1	DBVPG3775_002521-T1, DBVPG3775_006925-T1
GF00000393	TFCN2502E3341_001217-T1, TFCN2502E3341_013705-T1, TFCN2502E3341_007057-T1, TFCN2502E3341_010786-T1	DBVPG3775_002569-T1, DBVPG3775_007473-T1
GF00000394	TFCN2502E3341_001220-T1, TFCN2502E3341_013702-T1, TFCN2502E3341_001812-T1, TFCN2502E3341_011311-T1	DBVPG3775_006988-T1, DBVPG3775_007470-T1
GF00000395	TFCN2502E3341_001231-T1, TFCN2502E3341_012716-T1, TFCN2502E3341_013475-T1, TFCN2502E3341_007076-T1	DBVPG3775_002550-T1, DBVPG3775_006453-T1
GF00000396	TFCN2502E3341_001256-T1, TFCN2502E3341_005701-T1, TFCN2502E3341_008537-T1, TFCN2502E3341_012246-T1	DBVPG3775_005938-T1, DBVPG3775_006429-T1
GF00000397	TFCN2502E3341_001268-T1, TFCN2502E3341_005681-T1, TFCN2502E3341_012617-T1, TFCN2502E3341_013762-T1	DBVPG3775_006417-T1, DBVPG3775_006652-T1
GF00000398	TFCN2502E3341_001282-T1, TFCN2502E3341_014015-T1, TFCN2502E3341_006767-T1, TFCN2502E3341_002765-T1	DBVPG3775_000790-T1, DBVPG3775_005506-T1
GF00000399	TFCN2502E3341_001289-T1, TFCN2502E3341_014008-T1, TFCN2502E3341_014831-T1, TFCN2502E3341_014835-T1, TFCN2502E3341_014752-T1	DBVPG3775_005499-T1
GF00000400	TFCN2502E3341_001296-T1, TFCN2502E3341_009465-T1, TFCN2502E3341_004407-T1, TFCN2502E3341_013051-T1	DBVPG3775_001116-T1, DBVPG3775_005491-T1
GF00000401	TFCN2502E3341_001304-T1, TFCN2502E3341_009473-T1, TFCN2502E3341_006724-T1, TFCN2502E3341_010443-T1	DBVPG3775_003968-T1, DBVPG3775_005483-T1
GF00000402	TFCN2502E3341_001309-T1, TFCN2502E3341_009478-T1, TFCN2502E3341_014741-T1, TFCN2502E3341_001800-T1	DBVPG3775_005478-T1, DBVPG3775_006976-T1
GF00000403	TFCN2502E3341_001312-T1, TFCN2502E3341_009481-T1, TFCN2502E3341_010357-T1, TFCN2502E3341_012890-T1	DBVPG3775_005475-T1, DBVPG3775_006362-T1
GF00000404	TFCN2502E3341_001331-T1, TFCN2502E3341_014294-T1, TFCN2502E3341_008530-T1, TFCN2502E3341_012239-T1	DBVPG3775_005457-T1, DBVPG3775_005945-T1
GF00000405	TFCN2502E3341_001338-T1, TFCN2502E3341_014289-T1, TFCN2502E3341_009837-T1, TFCN2502E3341_014450-T1	DBVPG3775_000543-T1, DBVPG3775_005258-T1
GF00000406	TFCN2502E3341_001370-T1, TFCN2502E3341_007278-T1, TFCN2502E3341_013940-T1, TFCN2502E3341_003161-T1	DBVPG3775_000692-T1, DBVPG3775_005289-T1
GF00000407	TFCN2502E3341_001391-T1, TFCN2502E3341_009066-T1, TFCN2502E3341_010070-T1, TFCN2502E3341_013495-T1	DBVPG3775_005310-T1, DBVPG3775_005959-T1
GF00000408	TFCN2502E3341_001394-T1, TFCN2502E3341_009063-T1, TFCN2502E3341_004555-T1, TFCN2502E3341_002574-T1	DBVPG3775_002296-T1, DBVPG3775_005313-T1
GF00000409	TFCN2502E3341_001399-T1, TFCN2502E3341_009059-T1, TFCN2502E3341_006647-T1, TFCN2502E3341_008602-T1	DBVPG3775_005317-T1, DBVPG3775_006786-T1
GF00000410	TFCN2502E3341_010101-T1, TFCN2502E3341_012574-T1, TFCN2502E3341_014297-T1, TFCN2502E3341_013202-T1	DBVPG3775_000500-T1, DBVPG3775_006667-T1
GF00000411	TFCN2502E3341_001465-T1, TFCN2502E3341_014571-T1, TFCN2502E3341_007638-T1, TFCN2502E3341_011883-T1	DBVPG3775_000092-T1, DBVPG3775_003612-T1
GF00000412	TFCN2502E3341_013827-T1, TFCN2502E3341_013923-T1, TFCN2502E3341_007011-T1, TFCN2502E3341_009256-T1	DBVPG3775_003523-T1, DBVPG3775_006548-T1
GF00000413	TFCN2502E3341_001509-T1, TFCN2502E3341_013443-T1, TFCN2502E3341_001510-T1, TFCN2502E3341_013442-T1	DBVPG3775_000733-T1, DBVPG3775_000735-T1
GF00000414	TFCN2502E3341_001530-T1, TFCN2502E3341_006362-T1, TFCN2502E3341_011161-T1, TFCN2502E3341_007675-T1	DBVPG3775_000858-T1, DBVPG3775_007207-T1
GF00000415	TFCN2502E3341_001548-T1, TFCN2502E3341_006380-T1, TFCN2502E3341_010629-T1, TFCN2502E3341_013360-T1	DBVPG3775_000698-T1, DBVPG3775_000876-T1
GF00000416	TFCN2502E3341_001550-T1, TFCN2502E3341_006382-T1, TFCN2502E3341_010660-T1, TFCN2502E3341_002987-T1	DBVPG3775_000878-T1, DBVPG3775_001640-T1
GF00000417	TFCN2502E3341_001553-T1, TFCN2502E3341_006385-T1, TFCN2502E3341_003262-T1, TFCN2502E3341_001714-T1	DBVPG3775_000881-T1, DBVPG3775_004888-T1
GF00000418	TFCN2502E3341_001563-T1, TFCN2502E3341_005915-T1, TFCN2502E3341_003177-T1, TFCN2502E3341_009670-T1	DBVPG3775_000675-T1, DBVPG3775_000891-T1
GF00000419	TFCN2502E3341_001571-T1, TFCN2502E3341_005907-T1, TFCN2502E3341_001660-T1, TFCN2502E3341_003342-T1	DBVPG3775_000899-T1, DBVPG3775_007395-T1
GF00000420	TFCN2502E3341_001572-T1, TFCN2502E3341_005906-T1, TFCN2502E3341_002401-T1, TFCN2502E3341_006282-T1	DBVPG3775_000900-T1, DBVPG3775_007269-T1
GF00000421	TFCN2502E3341_001602-T1, TFCN2502E3341_005880-T1, TFCN2502E3341_002491-T1, TFCN2502E3341_009208-T1	DBVPG3775_000913-T1, DBVPG3775_002216-T1
GF00000422	TFCN2502E3341_001603-T1, TFCN2502E3341_005879-T1, TFCN2502E3341_010622-T1, TFCN2502E3341_003612-T1	DBVPG3775_000912-T1, DBVPG3775_003688-T1
GF00000423	TFCN2502E3341_001628-T1, TFCN2502E3341_005855-T1, TFCN2502E3341_013389-T1, TFCN2502E3341_004393-T1	DBVPG3775_000953-T1, DBVPG3775_001130-T1
GF00000424	TFCN2502E3341_001631-T1, TFCN2502E3341_005852-T1, TFCN2502E3341_006828-T1, TFCN2502E3341_011640-T1	DBVPG3775_000957-T1, DBVPG3775_003407-T1
GF00000425	TFCN2502E3341_001634-T1, TFCN2502E3341_005849-T1, TFCN2502E3341_007624-T1, TFCN2502E3341_009940-T1	DBVPG3775_000105-T1, DBVPG3775_000960-T1
GF00000426	TFCN2502E3341_006926-T1, TFCN2502E3341_012388-T1, TFCN2502E3341_005677-T1, TFCN2502E3341_012499-T1	DBVPG3775_005034-T1, DBVPG3775_006972-T1
GF00000427	TFCN2502E3341_001639-T1, TFCN2502E3341_008739-T1, TFCN2502E3341_011971-T1, TFCN2502E3341_010872-T1	DBVPG3775_000965-T1, DBVPG3775_004741-T1
GF00000428	TFCN2502E3341_001646-T1, TFCN2502E3341_003326-T1, TFCN2502E3341_008680-T1, TFCN2502E3341_014417-T1	DBVPG3775_003855-T1, DBVPG3775_007410-T1
GF00000429	TFCN2502E3341_001653-T1, TFCN2502E3341_003334-T1, TFCN2502E3341_006436-T1, TFCN2502E3341_004352-T1	DBVPG3775_001172-T1, DBVPG3775_007402-T1
GF00000430	TFCN2502E3341_001655-T1, TFCN2502E3341_003336-T1, TFCN2502E3341_009681-T1, TFCN2502E3341_003207-T1	DBVPG3775_000647-T1, DBVPG3775_007400-T1
GF00000431	TFCN2502E3341_001657-T1, TFCN2502E3341_003338-T1, TFCN2502E3341_010126-T1, TFCN2502E3341_003720-T1	DBVPG3775_006400-T1, DBVPG3775_007398-T1
GF00000432	TFCN2502E3341_001671-T1, TFCN2502E3341_003310-T1, TFCN2502E3341_004526-T1, TFCN2502E3341_002544-T1	DBVPG3775_002266-T1, DBVPG3775_004935-T1
GF00000433	TFCN2502E3341_001673-T1, TFCN2502E3341_003307-T1, TFCN2502E3341_003306-T1, TFCN2502E3341_001674-T1	DBVPG3775_004931-T1, DBVPG3775_004932-T1
GF00000434	TFCN2502E3341_001692-T1, TFCN2502E3341_003288-T1, TFCN2502E3341_009073-T1, TFCN2502E3341_006037-T1	DBVPG3775_000282-T1, DBVPG3775_004913-T1
GF00000435	TFCN2502E3341_001715-T1, TFCN2502E3341_003261-T1, TFCN2502E3341_006704-T1, TFCN2502E3341_010423-T1	DBVPG3775_003949-T1, DBVPG3775_004887-T1
GF00000436	TFCN2502E3341_001730-T1, TFCN2502E3341_011375-T1, TFCN2502E3341_011666-T1, TFCN2502E3341_011279-T1	DBVPG3775_004872-T1, DBVPG3775_007371-T1
GF00000437	TFCN2502E3341_001734-T1, TFCN2502E3341_011370-T1, TFCN2502E3341_003470-T1, TFCN2502E3341_003547-T1	DBVPG3775_003755-T1, DBVPG3775_004868-T1
GF00000438	TFCN2502E3341_001822-T1, TFCN2502E3341_011301-T1, TFCN2502E3341_013357-T1, TFCN2502E3341_010632-T1	DBVPG3775_000701-T1, DBVPG3775_006998-T1
GF00000439	TFCN2502E3341_001832-T1, TFCN2502E3341_013339-T1, TFCN2502E3341_010219-T1, TFCN2502E3341_002868-T1	DBVPG3775_006331-T1, DBVPG3775_007008-T1
GF00000440	TFCN2502E3341_001842-T1, TFCN2502E3341_014527-T1, TFCN2502E3341_005670-T1, TFCN2502E3341_012492-T1	DBVPG3775_006965-T1, DBVPG3775_007514-T1
GF00000441	TFCN2502E3341_001846-T1, TFCN2502E3341_013995-T1, TFCN2502E3341_005224-T1, TFCN2502E3341_011957-T1	DBVPG3775_004756-T1, DBVPG3775_007546-T1
GF00000442	TFCN2502E3341_001885-T1, TFCN2502E3341_007948-T1, TFCN2502E3341_009282-T1, TFCN2502E3341_014226-T1	DBVPG3775_001602-T1, DBVPG3775_006103-T1
GF00000443	TFCN2502E3341_001896-T1, TFCN2502E3341_007937-T1, TFCN2502E3341_006992-T1, TFCN2502E3341_007716-T1	DBVPG3775_001591-T1, DBVPG3775_005869-T1
GF00000444	TFCN2502E3341_001927-T1, TFCN2502E3341_008068-T1, TFCN2502E3341_013208-T1, TFCN2502E3341_014129-T1	DBVPG3775_000508-T1, DBVPG3775_001556-T1
GF00000445	TFCN2502E3341_001929-T1, TFCN2502E3341_008066-T1, TFCN2502E3341_014623-T1, TFCN2502E3341_009551-T1	DBVPG3775_001554-T1, DBVPG3775_001872-T1
GF00000446	TFCN2502E3341_001953-T1, TFCN2502E3341_008041-T1, TFCN2502E3341_004722-T1, TFCN2502E3341_006229-T1	DBVPG3775_001529-T1, DBVPG3775_003322-T1
GF00000447	TFCN2502E3341_001964-T1, TFCN2502E3341_002701-T1, TFCN2502E3341_007702-T1, TFCN2502E3341_013933-T1	DBVPG3775_005674-T1, DBVPG3775_005855-T1
GF00000448	TFCN2502E3341_009339-T1, TFCN2502E3341_007374-T1, TFCN2502E3341_007369-T1, TFCN2502E3341_009334-T1	DBVPG3775_004387-T1, DBVPG3775_004392-T1
GF00000449	TFCN2502E3341_012801-T1, TFCN2502E3341_009768-T1, TFCN2502E3341_009769-T1, TFCN2502E3341_012802-T1	DBVPG3775_006008-T1, DBVPG3775_006009-T1
GF00000450	TFCN2502E3341_001990-T1, TFCN2502E3341_002669-T1, TFCN2502E3341_005595-T1, TFCN2502E3341_011926-T1	DBVPG3775_005703-T1, DBVPG3775_006821-T1
GF00000451	TFCN2502E3341_002000-T1, TFCN2502E3341_002657-T1, TFCN2502E3341_002291-T1, TFCN2502E3341_012916-T1	DBVPG3775_004566-T1, DBVPG3775_005717-T1
GF00000452	TFCN2502E3341_002003-T1, TFCN2502E3341_002654-T1, TFCN2502E3341_002653-T1, TFCN2502E3341_002004-T1	DBVPG3775_005720-T1, DBVPG3775_005721-T1
GF00000453	TFCN2502E3341_006062-T1, TFCN2502E3341_009098-T1, TFCN2502E3341_004696-T1, TFCN2502E3341_013091-T1	DBVPG3775_000257-T1, DBVPG3775_003297-T1
GF00000454	TFCN2502E3341_002022-T1, TFCN2502E3341_002635-T1, TFCN2502E3341_004955-T1, TFCN2502E3341_014441-T1	DBVPG3775_001747-T1, DBVPG3775_004469-T1
GF00000455	TFCN2502E3341_002028-T1, TFCN2502E3341_002629-T1, TFCN2502E3341_007651-T1, TFCN2502E3341_008812-T1	DBVPG3775_000079-T1, DBVPG3775_004462-T1
GF00000456	TFCN2502E3341_002044-T1, TFCN2502E3341_002614-T1, TFCN2502E3341_007893-T1, TFCN2502E3341_003919-T1	DBVPG3775_001796-T1, DBVPG3775_004449-T1
GF00000457	TFCN2502E3341_002064-T1, TFCN2502E3341_007405-T1, TFCN2502E3341_002065-T1, TFCN2502E3341_007404-T1	DBVPG3775_004422-T1, DBVPG3775_004423-T1
GF00000458	TFCN2502E3341_002081-T1, TFCN2502E3341_003795-T1, TFCN2502E3341_005526-T1, TFCN2502E3341_005977-T1	DBVPG3775_001964-T1, DBVPG3775_002111-T1
GF00000459	TFCN2502E3341_002088-T1, TFCN2502E3341_003788-T1, TFCN2502E3341_011945-T1, TFCN2502E3341_014466-T1	DBVPG3775_001972-T1, DBVPG3775_002881-T1
GF00000460	TFCN2502E3341_002112-T1, TFCN2502E3341_013182-T1, TFCN2502E3341_010870-T1, TFCN2502E3341_011973-T1	DBVPG3775_001995-T1, DBVPG3775_004739-T1
GF00000461	TFCN2502E3341_002141-T1, TFCN2502E3341_010239-T1, TFCN2502E3341_007649-T1, TFCN2502E3341_011872-T1	DBVPG3775_000081-T1, DBVPG3775_002024-T1
GF00000462	TFCN2502E3341_002148-T1, TFCN2502E3341_010245-T1, TFCN2502E3341_012620-T1, TFCN2502E3341_013765-T1	DBVPG3775_002031-T1, DBVPG3775_006655-T1
GF00000463	TFCN2502E3341_013577-T1, TFCN2502E3341_005958-T1, TFCN2502E3341_005960-T1, TFCN2502E3341_013575-T1	DBVPG3775_000025-T1, DBVPG3775_000027-T1
GF00000464	TFCN2502E3341_002152-T1, TFCN2502E3341_010250-T1, TFCN2502E3341_010125-T1, TFCN2502E3341_003719-T1	DBVPG3775_002035-T1, DBVPG3775_006399-T1
GF00000465	TFCN2502E3341_004886-T1, TFCN2502E3341_006205-T1, TFCN2502E3341_003355-T1, TFCN2502E3341_008164-T1	DBVPG3775_002798-T1, DBVPG3775_007520-T1
GF00000466	TFCN2502E3341_002211-T1, TFCN2502E3341_004103-T1, TFCN2502E3341_013426-T1, TFCN2502E3341_005941-T1	DBVPG3775_000008-T1, DBVPG3775_000155-T1
GF00000467	TFCN2502E3341_008007-T1, TFCN2502E3341_005107-T1, TFCN2502E3341_013226-T1, TFCN2502E3341_005152-T1	DBVPG3775_000351-T1, DBVPG3775_000395-T1
GF00000468	TFCN2502E3341_002258-T1, TFCN2502E3341_004060-T1, TFCN2502E3341_010398-T1, TFCN2502E3341_010888-T1	DBVPG3775_000202-T1, DBVPG3775_005531-T1
GF00000469	TFCN2502E3341_002263-T1, TFCN2502E3341_004054-T1, TFCN2502E3341_005157-T1, TFCN2502E3341_008983-T1	DBVPG3775_000207-T1, DBVPG3775_000346-T1
GF00000470	TFCN2502E3341_008577-T1, TFCN2502E3341_003017-T1, TFCN2502E3341_013112-T1, TFCN2502E3341_006669-T1	DBVPG3775_001673-T1, DBVPG3775_006809-T1
GF00000471	TFCN2502E3341_008953-T1, TFCN2502E3341_009171-T1, TFCN2502E3341_010630-T1, TFCN2502E3341_013359-T1	DBVPG3775_000315-T1, DBVPG3775_000699-T1
GF00000472	TFCN2502E3341_002300-T1, TFCN2502E3341_012909-T1, TFCN2502E3341_014485-T1, TFCN2502E3341_009844-T1	DBVPG3775_000535-T1, DBVPG3775_004558-T1
GF00000473	TFCN2502E3341_002322-T1, TFCN2502E3341_004246-T1, TFCN2502E3341_010512-T1, TFCN2502E3341_009378-T1	DBVPG3775_004536-T1, DBVPG3775_006555-T1
GF00000474	TFCN2502E3341_002345-T1, TFCN2502E3341_004223-T1, TFCN2502E3341_010513-T1, TFCN2502E3341_009377-T1	DBVPG3775_004513-T1, DBVPG3775_006556-T1
GF00000475	TFCN2502E3341_002346-T1, TFCN2502E3341_004222-T1, TFCN2502E3341_007068-T1, TFCN2502E3341_010798-T1	DBVPG3775_002557-T1, DBVPG3775_004512-T1
GF00000476	TFCN2502E3341_002376-T1, TFCN2502E3341_004196-T1, TFCN2502E3341_005364-T1, TFCN2502E3341_005814-T1	DBVPG3775_003197-T1, DBVPG3775_004482-T1
GF00000477	TFCN2502E3341_002487-T1, TFCN2502E3341_009212-T1, TFCN2502E3341_005424-T1, TFCN2502E3341_003517-T1	DBVPG3775_002212-T1, DBVPG3775_003800-T1
GF00000478	TFCN2502E3341_002513-T1, TFCN2502E3341_004498-T1, TFCN2502E3341_012018-T1, TFCN2502E3341_003979-T1	DBVPG3775_000451-T1, DBVPG3775_002236-T1
GF00000479	TFCN2502E3341_002517-T1, TFCN2502E3341_004501-T1, TFCN2502E3341_013932-T1, TFCN2502E3341_007703-T1	DBVPG3775_002240-T1, DBVPG3775_005856-T1
GF00000480	TFCN2502E3341_002579-T1, TFCN2502E3341_004559-T1, TFCN2502E3341_002580-T1, TFCN2502E3341_004562-T1	DBVPG3775_002301-T1, DBVPG3775_007593-T1
GF00000481	TFCN2502E3341_002587-T1, TFCN2502E3341_004569-T1, TFCN2502E3341_004816-T1, TFCN2502E3341_009518-T1	DBVPG3775_002308-T1, DBVPG3775_002947-T1
GF00000482	TFCN2502E3341_002595-T1, TFCN2502E3341_004577-T1, TFCN2502E3341_008928-T1, TFCN2502E3341_005203-T1	DBVPG3775_002316-T1, DBVPG3775_004784-T1
GF00000483	TFCN2502E3341_004322-T1, TFCN2502E3341_003080-T1, TFCN2502E3341_009528-T1, TFCN2502E3341_004826-T1	DBVPG3775_002530-T1, DBVPG3775_002937-T1
GF00000484	TFCN2502E3341_002744-T1, TFCN2502E3341_002747-T1, TFCN2502E3341_006790-T1, TFCN2502E3341_006791-T1	DBVPG3775_000808-T1, DBVPG3775_000811-T1
GF00000485	TFCN2502E3341_002754-T1, TFCN2502E3341_006779-T1, TFCN2502E3341_003380-T1, TFCN2502E3341_010901-T1	DBVPG3775_000801-T1, DBVPG3775_002822-T1
GF00000486	TFCN2502E3341_002777-T1, TFCN2502E3341_006753-T1, TFCN2502E3341_003095-T1, TFCN2502E3341_004305-T1	DBVPG3775_000778-T1, DBVPG3775_002516-T1
GF00000487	TFCN2502E3341_002780-T1, TFCN2502E3341_006748-T1, TFCN2502E3341_013857-T1, TFCN2502E3341_002790-T1	DBVPG3775_000763-T1, DBVPG3775_000774-T1
GF00000488	TFCN2502E3341_002782-T1, TFCN2502E3341_014048-T1, TFCN2502E3341_013502-T1, TFCN2502E3341_010076-T1	DBVPG3775_000772-T1, DBVPG3775_005952-T1
GF00000489	TFCN2502E3341_003497-T1, TFCN2502E3341_005444-T1, TFCN2502E3341_003499-T1, TFCN2502E3341_005442-T1, TFCN2502E3341_005443-T1	DBVPG3775_003782-T1
GF00000490	TFCN2502E3341_002799-T1, TFCN2502E3341_013847-T1, TFCN2502E3341_009633-T1, TFCN2502E3341_008107-T1	DBVPG3775_000754-T1, DBVPG3775_004968-T1
GF00000491	TFCN2502E3341_009138-T1, TFCN2502E3341_008832-T1, TFCN2502E3341_008833-T1, TFCN2502E3341_009137-T1	DBVPG3775_002621-T1, DBVPG3775_002623-T1
GF00000492	TFCN2502E3341_002822-T1, TFCN2502E3341_005400-T1, TFCN2502E3341_011714-T1, TFCN2502E3341_013565-T1	DBVPG3775_002190-T1, DBVPG3775_006283-T1
GF00000493	TFCN2502E3341_002879-T1, TFCN2502E3341_010207-T1, TFCN2502E3341_014318-T1, TFCN2502E3341_008258-T1	DBVPG3775_002145-T1, DBVPG3775_003832-T1
GF00000494	TFCN2502E3341_002911-T1, TFCN2502E3341_008818-T1, TFCN2502E3341_009869-T1, TFCN2502E3341_013155-T1	DBVPG3775_002637-T1, DBVPG3775_007099-T1
GF00000495	TFCN2502E3341_007457-T1, TFCN2502E3341_011068-T1, TFCN2502E3341_007117-T1, TFCN2502E3341_011450-T1	DBVPG3775_004833-T1, DBVPG3775_007364-T1
GF00000496	TFCN2502E3341_002939-T1, TFCN2502E3341_011122-T1, TFCN2502E3341_003643-T1, TFCN2502E3341_006963-T1	DBVPG3775_002665-T1, DBVPG3775_004998-T1
GF00000497	TFCN2502E3341_002946-T1, TFCN2502E3341_011129-T1, TFCN2502E3341_009550-T1, TFCN2502E3341_012299-T1	DBVPG3775_001873-T1, DBVPG3775_002672-T1
GF00000498	TFCN2502E3341_002965-T1, TFCN2502E3341_010698-T1, TFCN2502E3341_011328-T1, TFCN2502E3341_008877-T1	DBVPG3775_001470-T1, DBVPG3775_002690-T1
GF00000499	TFCN2502E3341_003004-T1, TFCN2502E3341_010678-T1, TFCN2502E3341_014111-T1, TFCN2502E3341_007385-T1	DBVPG3775_001657-T1, DBVPG3775_004403-T1
GF00000500	TFCN2502E3341_009754-T1, TFCN2502E3341_012790-T1, TFCN2502E3341_006825-T1, TFCN2502E3341_011643-T1	DBVPG3775_003404-T1, DBVPG3775_006021-T1
GF00000501	TFCN2502E3341_003019-T1, TFCN2502E3341_013110-T1, TFCN2502E3341_007659-T1, TFCN2502E3341_008804-T1	DBVPG3775_000071-T1, DBVPG3775_001675-T1
GF00000502	TFCN2502E3341_003029-T1, TFCN2502E3341_005010-T1, TFCN2502E3341_003035-T1, TFCN2502E3341_005012-T1	DBVPG3775_001688-T1, DBVPG3775_001690-T1
GF00000503	TFCN2502E3341_003032-T1, TFCN2502E3341_005008-T1, TFCN2502E3341_005009-T1, TFCN2502E3341_003033-T1	DBVPG3775_001691-T1, DBVPG3775_001692-T1
GF00000504	TFCN2502E3341_003040-T1, TFCN2502E3341_005002-T1, TFCN2502E3341_013377-T1, TFCN2502E3341_004406-T1	DBVPG3775_001117-T1, DBVPG3775_001698-T1
GF00000505	TFCN2502E3341_003046-T1, TFCN2502E3341_004995-T1, TFCN2502E3341_003047-T1, TFCN2502E3341_003048-T1	DBVPG3775_001705-T1, DBVPG3775_001706-T1
GF00000506	TFCN2502E3341_003069-T1, TFCN2502E3341_004973-T1, TFCN2502E3341_004351-T1, TFCN2502E3341_006437-T1	DBVPG3775_001173-T1, DBVPG3775_001728-T1
GF00000507	TFCN2502E3341_003107-T1, TFCN2502E3341_004294-T1, TFCN2502E3341_003108-T1, TFCN2502E3341_004293-T1, TFCN2502E3341_004292-T1	DBVPG3775_002504-T1
GF00000508	TFCN2502E3341_003119-T1, TFCN2502E3341_004279-T1, TFCN2502E3341_014453-T1, TFCN2502E3341_009834-T1	DBVPG3775_000546-T1, DBVPG3775_002491-T1
GF00000509	TFCN2502E3341_003124-T1, TFCN2502E3341_004274-T1, TFCN2502E3341_008725-T1, TFCN2502E3341_013800-T1	DBVPG3775_002486-T1, DBVPG3775_005792-T1
GF00000510	TFCN2502E3341_003126-T1, TFCN2502E3341_004272-T1, TFCN2502E3341_003409-T1, TFCN2502E3341_010149-T1	DBVPG3775_002484-T1, DBVPG3775_002851-T1
GF00000511	TFCN2502E3341_003153-T1, TFCN2502E3341_009387-T1, TFCN2502E3341_012999-T1, TFCN2502E3341_006504-T1	DBVPG3775_002458-T1, DBVPG3775_006212-T1
