	Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001058	TFCN2502E3341_011838-T1	DBVPG3775_007422-T1
GF00001059	TFCN2502E3341_014589-T1	DBVPG3775_006537-T1
GF00001060	TFCN2502E3341_011963-T1	DBVPG3775_004749-T1
GF00001061	TFCN2502E3341_012859-T1	DBVPG3775_003490-T1
GF00001062	TFCN2502E3341_013031-T1	DBVPG3775_007303-T1
GF00001063	TFCN2502E3341_012528-T1	DBVPG3775_007297-T1
GF00001064	TFCN2502E3341_012534-T1	DBVPG3775_007291-T1
GF00001065	TFCN2502E3341_014730-T1	DBVPG3775_000038-T1
GF00001066	TFCN2502E3341_012863-T1	DBVPG3775_003486-T1
GF00001067	TFCN2502E3341_013010-T1	DBVPG3775_005964-T1
GF00001068	TFCN2502E3341_013062-T1	DBVPG3775_007500-T1
GF00001069	TFCN2502E3341_014337-T1	DBVPG3775_004265-T1
GF00001070	TFCN2502E3341_013631-T1	DBVPG3775_006747-T1
GF00001071	TFCN2502E3341_013925-T1	DBVPG3775_006544-T1
GF00001072	TFCN2502E3341_014593-T1	DBVPG3775_002120-T1
GF00001073	TFCN2502E3341_000163-T1	DBVPG3775_000421-T1
GF00001074	TFCN2502E3341_014088-T1	DBVPG3775_003458-T1
GF00001075	TFCN2502E3341_007735-T1	DBVPG3775_001100-T1
GF00001076	TFCN2502E3341_007736-T1	DBVPG3775_001099-T1
GF00001077	TFCN2502E3341_007737-T1	DBVPG3775_001098-T1
GF00001078	TFCN2502E3341_000006-T1	DBVPG3775_001095-T1
GF00001079	TFCN2502E3341_000008-T1	DBVPG3775_001093-T1
GF00001080	TFCN2502E3341_007745-T1	DBVPG3775_001091-T1
GF00001081	TFCN2502E3341_000015-T1	DBVPG3775_001086-T1
GF00001082	TFCN2502E3341_005118-T1	DBVPG3775_000384-T1
GF00001083	TFCN2502E3341_007753-T1	DBVPG3775_001083-T1
GF00001084	TFCN2502E3341_007754-T1	DBVPG3775_001082-T1
GF00001085	TFCN2502E3341_000019-T1	DBVPG3775_001081-T1
GF00001086	TFCN2502E3341_000020-T1	DBVPG3775_001080-T1
GF00001087	TFCN2502E3341_000021-T1	DBVPG3775_001079-T1
GF00001088	TFCN2502E3341_007758-T1	DBVPG3775_001078-T1
GF00001089	TFCN2502E3341_007759-T1	DBVPG3775_001077-T1
GF00001090	TFCN2502E3341_000024-T1	DBVPG3775_001076-T1
GF00001091	TFCN2502E3341_007761-T1	DBVPG3775_001075-T1
GF00001092	TFCN2502E3341_007762-T1	DBVPG3775_001074-T1
GF00001093	TFCN2502E3341_007764-T1	DBVPG3775_001072-T1
GF00001094	TFCN2502E3341_007765-T1	DBVPG3775_001071-T1
GF00001095	TFCN2502E3341_000029-T1	DBVPG3775_001070-T1
GF00001096	TFCN2502E3341_007767-T1	DBVPG3775_001069-T1
GF00001097	TFCN2502E3341_007768-T1	DBVPG3775_001068-T1
GF00001098	TFCN2502E3341_000032-T1	DBVPG3775_001067-T1
GF00001099	TFCN2502E3341_000035-T1	DBVPG3775_001064-T1
GF00001100	TFCN2502E3341_007774-T1	DBVPG3775_001062-T1
GF00001101	TFCN2502E3341_000037-T1	DBVPG3775_001061-T1
GF00001102	TFCN2502E3341_007776-T1	DBVPG3775_001060-T1
GF00001103	TFCN2502E3341_012826-T1	DBVPG3775_001057-T1
GF00001104	TFCN2502E3341_000042-T1	DBVPG3775_001056-T1
GF00001105	TFCN2502E3341_012829-T1	DBVPG3775_001054-T1
GF00001106	TFCN2502E3341_012831-T1	DBVPG3775_001052-T1
GF00001107	TFCN2502E3341_000048-T1	DBVPG3775_001051-T1
GF00001108	TFCN2502E3341_012837-T1	DBVPG3775_001047-T1
GF00001109	TFCN2502E3341_012838-T1	DBVPG3775_001046-T1
GF00001110	TFCN2502E3341_000056-T1	DBVPG3775_001044-T1
GF00001111	TFCN2502E3341_012843-T1	DBVPG3775_001042-T1
GF00001112	TFCN2502E3341_005337-T1	DBVPG3775_003167-T1
GF00001113	TFCN2502E3341_000060-T1	DBVPG3775_001038-T1
GF00001114	TFCN2502E3341_008231-T1	DBVPG3775_001037-T1
GF00001115	TFCN2502E3341_000062-T1	DBVPG3775_001036-T1
GF00001116	TFCN2502E3341_000063-T1	DBVPG3775_004237-T1
GF00001117	TFCN2502E3341_008228-T1	DBVPG3775_004236-T1
GF00001118	TFCN2502E3341_008227-T1	DBVPG3775_004235-T1
GF00001119	TFCN2502E3341_000066-T1	DBVPG3775_004234-T1
GF00001120	TFCN2502E3341_008225-T1	DBVPG3775_004233-T1
GF00001121	TFCN2502E3341_000069-T1	DBVPG3775_004231-T1
GF00001122	TFCN2502E3341_000071-T1	DBVPG3775_004229-T1
GF00001123	TFCN2502E3341_000072-T1	DBVPG3775_004228-T1
GF00001124	TFCN2502E3341_000073-T1	DBVPG3775_004227-T1
GF00001125	TFCN2502E3341_000074-T1	DBVPG3775_004226-T1
GF00001126	TFCN2502E3341_008217-T1	DBVPG3775_004225-T1
GF00001127	TFCN2502E3341_008216-T1	DBVPG3775_004224-T1
GF00001128	TFCN2502E3341_000077-T1	DBVPG3775_004223-T1
GF00001129	TFCN2502E3341_000078-T1	DBVPG3775_004222-T1
GF00001130	TFCN2502E3341_000079-T1	DBVPG3775_004221-T1
GF00001131	TFCN2502E3341_000080-T1	DBVPG3775_004220-T1
GF00001132	TFCN2502E3341_000081-T1	DBVPG3775_004219-T1
GF00001133	TFCN2502E3341_000082-T1	DBVPG3775_004218-T1
GF00001134	TFCN2502E3341_000083-T1	DBVPG3775_004217-T1
GF00001135	TFCN2502E3341_000084-T1	DBVPG3775_004216-T1
GF00001136	TFCN2502E3341_000085-T1	DBVPG3775_004215-T1
GF00001137	TFCN2502E3341_008206-T1	DBVPG3775_004214-T1
GF00001138	TFCN2502E3341_008205-T1	DBVPG3775_004213-T1
GF00001139	TFCN2502E3341_000091-T1	DBVPG3775_004209-T1
GF00001140	TFCN2502E3341_008195-T1	DBVPG3775_004208-T1
GF00001141	TFCN2502E3341_008194-T1	DBVPG3775_004207-T1
GF00001142	TFCN2502E3341_008193-T1	DBVPG3775_004206-T1
GF00001143	TFCN2502E3341_000095-T1	DBVPG3775_004205-T1
GF00001144	TFCN2502E3341_000096-T1	DBVPG3775_004204-T1
GF00001145	TFCN2502E3341_000097-T1	DBVPG3775_004203-T1
GF00001146	TFCN2502E3341_000099-T1	DBVPG3775_004201-T1
GF00001147	TFCN2502E3341_000100-T1	DBVPG3775_004200-T1
GF00001148	TFCN2502E3341_000106-T1	DBVPG3775_004194-T1
GF00001149	TFCN2502E3341_000108-T1	DBVPG3775_004192-T1
GF00001150	TFCN2502E3341_000109-T1	DBVPG3775_004191-T1
GF00001151	TFCN2502E3341_000110-T1	DBVPG3775_004190-T1
GF00001152	TFCN2502E3341_008431-T1	DBVPG3775_004189-T1
GF00001153	TFCN2502E3341_008430-T1	DBVPG3775_004188-T1
GF00001154	TFCN2502E3341_000119-T1	DBVPG3775_004178-T1
GF00001155	TFCN2502E3341_008421-T1	DBVPG3775_004177-T1
GF00001156	TFCN2502E3341_000121-T1	DBVPG3775_004176-T1
GF00001157	TFCN2502E3341_008419-T1	DBVPG3775_004175-T1
GF00001158	TFCN2502E3341_000123-T1	DBVPG3775_004174-T1
GF00001159	TFCN2502E3341_000124-T1	DBVPG3775_004173-T1
GF00001160	TFCN2502E3341_000126-T1	DBVPG3775_004171-T1
GF00001161	TFCN2502E3341_000127-T1	DBVPG3775_004170-T1
GF00001162	TFCN2502E3341_008413-T1	DBVPG3775_004169-T1
GF00001163	TFCN2502E3341_000130-T1	DBVPG3775_004168-T1
GF00001164	TFCN2502E3341_008410-T1	DBVPG3775_004166-T1
GF00001165	TFCN2502E3341_000133-T1	DBVPG3775_004165-T1
GF00001166	TFCN2502E3341_000134-T1	DBVPG3775_004164-T1
GF00001167	TFCN2502E3341_008406-T1	DBVPG3775_004162-T1
GF00001168	TFCN2502E3341_008405-T1	DBVPG3775_004161-T1
GF00001169	TFCN2502E3341_000138-T1	DBVPG3775_004160-T1
GF00001170	TFCN2502E3341_008403-T1	DBVPG3775_004159-T1
GF00001171	TFCN2502E3341_000140-T1	DBVPG3775_004158-T1
GF00001172	TFCN2502E3341_008395-T1	DBVPG3775_004152-T1
GF00001173	TFCN2502E3341_008394-T1	DBVPG3775_004151-T1
GF00001174	TFCN2502E3341_000149-T1	DBVPG3775_004150-T1
GF00001175	TFCN2502E3341_006221-T1	DBVPG3775_003313-T1
GF00001176	TFCN2502E3341_000152-T1	DBVPG3775_004147-T1
GF00001177	TFCN2502E3341_000153-T1	DBVPG3775_004146-T1
GF00001178	TFCN2502E3341_000155-T1	DBVPG3775_004143-T1
GF00001179	TFCN2502E3341_000158-T1	DBVPG3775_004140-T1
GF00001180	TFCN2502E3341_000160-T1	DBVPG3775_004138-T1
GF00001181	TFCN2502E3341_000161-T1	DBVPG3775_004137-T1
GF00001182	TFCN2502E3341_000166-T1	DBVPG3775_004131-T1
GF00001183	TFCN2502E3341_000167-T1	DBVPG3775_004130-T1
GF00001184	TFCN2502E3341_005725-T1	DBVPG3775_004129-T1
GF00001185	TFCN2502E3341_000172-T1	DBVPG3775_004126-T1
GF00001186	TFCN2502E3341_000173-T1	DBVPG3775_004125-T1
GF00001187	TFCN2502E3341_004567-T1	DBVPG3775_002306-T1
GF00001188	TFCN2502E3341_000174-T1	DBVPG3775_004124-T1
GF00001189	TFCN2502E3341_005731-T1	DBVPG3775_004123-T1
GF00001190	TFCN2502E3341_000178-T1	DBVPG3775_004120-T1
GF00001191	TFCN2502E3341_000179-T1	DBVPG3775_004119-T1
GF00001192	TFCN2502E3341_000180-T1	DBVPG3775_004118-T1
GF00001193	TFCN2502E3341_004603-T1	DBVPG3775_005231-T1
GF00001194	TFCN2502E3341_000183-T1	DBVPG3775_004115-T1
GF00001195	TFCN2502E3341_000186-T1	DBVPG3775_007051-T1
GF00001196	TFCN2502E3341_005743-T1	DBVPG3775_007052-T1
GF00001197	TFCN2502E3341_005744-T1	DBVPG3775_007053-T1
GF00001198	TFCN2502E3341_000189-T1	DBVPG3775_007054-T1
GF00001199	TFCN2502E3341_005746-T1	DBVPG3775_007055-T1
GF00001200	TFCN2502E3341_000192-T1	DBVPG3775_007057-T1
GF00001201	TFCN2502E3341_005749-T1	DBVPG3775_007058-T1
GF00001202	TFCN2502E3341_005752-T1	DBVPG3775_007062-T1
GF00001203	TFCN2502E3341_005754-T1	DBVPG3775_007064-T1
GF00001204	TFCN2502E3341_005755-T1	DBVPG3775_007065-T1
GF00001205	TFCN2502E3341_005756-T1	DBVPG3775_007066-T1
GF00001206	TFCN2502E3341_000203-T1	DBVPG3775_007067-T1
GF00001207	TFCN2502E3341_005759-T1	DBVPG3775_007069-T1
GF00001208	TFCN2502E3341_000206-T1	DBVPG3775_007070-T1
GF00001209	TFCN2502E3341_000207-T1	DBVPG3775_007071-T1
GF00001210	TFCN2502E3341_000208-T1	DBVPG3775_007072-T1
GF00001211	TFCN2502E3341_000209-T1	DBVPG3775_007073-T1
GF00001212	TFCN2502E3341_000211-T1	DBVPG3775_007075-T1
GF00001213	TFCN2502E3341_000212-T1	DBVPG3775_007076-T1
GF00001214	TFCN2502E3341_005767-T1	DBVPG3775_007077-T1
GF00001215	TFCN2502E3341_006483-T1	DBVPG3775_007080-T1
GF00001216	TFCN2502E3341_000217-T1	DBVPG3775_007081-T1
GF00001217	TFCN2502E3341_006481-T1	DBVPG3775_007082-T1
GF00001218	TFCN2502E3341_000220-T1	DBVPG3775_007084-T1
GF00001219	TFCN2502E3341_000221-T1	DBVPG3775_007085-T1
GF00001220	TFCN2502E3341_000223-T1	DBVPG3775_007087-T1
GF00001221	TFCN2502E3341_000226-T1	DBVPG3775_007090-T1
GF00001222	TFCN2502E3341_000227-T1	DBVPG3775_007091-T1
GF00001223	TFCN2502E3341_000229-T1	DBVPG3775_003999-T1
GF00001224	TFCN2502E3341_000230-T1	DBVPG3775_004000-T1
GF00001225	TFCN2502E3341_009431-T1	DBVPG3775_004003-T1
GF00001226	TFCN2502E3341_009432-T1	DBVPG3775_004004-T1
GF00001227	TFCN2502E3341_000236-T1	DBVPG3775_004006-T1
GF00001228	TFCN2502E3341_009435-T1	DBVPG3775_004007-T1
GF00001229	TFCN2502E3341_000240-T1	DBVPG3775_004010-T1
GF00001230	TFCN2502E3341_000241-T1	DBVPG3775_004011-T1
GF00001231	TFCN2502E3341_009441-T1	DBVPG3775_004012-T1
GF00001232	TFCN2502E3341_000243-T1	DBVPG3775_004013-T1
GF00001233	TFCN2502E3341_000244-T1	DBVPG3775_004014-T1
GF00001234	TFCN2502E3341_000245-T1	DBVPG3775_004015-T1
GF00001235	TFCN2502E3341_000247-T1	DBVPG3775_004017-T1
GF00001236	TFCN2502E3341_009447-T1	DBVPG3775_004018-T1
GF00001237	TFCN2502E3341_009449-T1	DBVPG3775_004020-T1
GF00001238	TFCN2502E3341_000251-T1	DBVPG3775_004021-T1
GF00001239	TFCN2502E3341_000252-T1	DBVPG3775_004022-T1
GF00001240	TFCN2502E3341_000253-T1	DBVPG3775_004023-T1
GF00001241	TFCN2502E3341_000254-T1	DBVPG3775_004024-T1
GF00001242	TFCN2502E3341_000256-T1	DBVPG3775_004026-T1
GF00001243	TFCN2502E3341_009456-T1	DBVPG3775_004027-T1
GF00001244	TFCN2502E3341_009457-T1	DBVPG3775_004028-T1
GF00001245	TFCN2502E3341_013079-T1	DBVPG3775_004030-T1
GF00001246	TFCN2502E3341_013077-T1	DBVPG3775_004032-T1
GF00001247	TFCN2502E3341_000263-T1	DBVPG3775_004033-T1
GF00001248	TFCN2502E3341_004844-T1	DBVPG3775_002919-T1
GF00001249	TFCN2502E3341_000265-T1	DBVPG3775_004036-T1
GF00001250	TFCN2502E3341_000267-T1	DBVPG3775_004038-T1
GF00001251	TFCN2502E3341_000270-T1	DBVPG3775_004040-T1
GF00001252	TFCN2502E3341_000273-T1	DBVPG3775_004043-T1
GF00001253	TFCN2502E3341_000274-T1	DBVPG3775_004044-T1
GF00001254	TFCN2502E3341_013842-T1	DBVPG3775_004046-T1
GF00001255	TFCN2502E3341_013841-T1	DBVPG3775_004047-T1
GF00001256	TFCN2502E3341_000278-T1	DBVPG3775_004048-T1
GF00001257	TFCN2502E3341_000279-T1	DBVPG3775_004049-T1
GF00001258	TFCN2502E3341_000280-T1	DBVPG3775_004050-T1
GF00001259	TFCN2502E3341_010558-T1	DBVPG3775_005817-T1
GF00001260	TFCN2502E3341_000282-T1	DBVPG3775_004052-T1
GF00001261	TFCN2502E3341_013835-T1	DBVPG3775_004053-T1
GF00001262	TFCN2502E3341_000284-T1	DBVPG3775_004054-T1
GF00001263	TFCN2502E3341_013831-T1	DBVPG3775_004058-T1
GF00001264	TFCN2502E3341_000289-T1	DBVPG3775_004059-T1
GF00001265	TFCN2502E3341_008437-T1	DBVPG3775_004061-T1
GF00001266	TFCN2502E3341_005322-T1	DBVPG3775_003152-T1
GF00001267	TFCN2502E3341_008438-T1	DBVPG3775_004062-T1
GF00001268	TFCN2502E3341_000293-T1	DBVPG3775_004063-T1
GF00001269	TFCN2502E3341_008440-T1	DBVPG3775_004064-T1
GF00001270	TFCN2502E3341_000295-T1	DBVPG3775_004065-T1
GF00001271	TFCN2502E3341_000296-T1	DBVPG3775_004066-T1
GF00001272	TFCN2502E3341_008444-T1	DBVPG3775_004067-T1
GF00001273	TFCN2502E3341_008445-T1	DBVPG3775_004068-T1
GF00001274	TFCN2502E3341_000299-T1	DBVPG3775_004069-T1
GF00001275	TFCN2502E3341_008447-T1	DBVPG3775_004070-T1
GF00001276	TFCN2502E3341_000301-T1	DBVPG3775_004071-T1
GF00001277	TFCN2502E3341_008451-T1	DBVPG3775_004075-T1
GF00001278	TFCN2502E3341_000304-T1	DBVPG3775_004076-T1
GF00001279	TFCN2502E3341_000305-T1	DBVPG3775_004077-T1
GF00001280	TFCN2502E3341_008454-T1	DBVPG3775_004078-T1
GF00001281	TFCN2502E3341_008455-T1	DBVPG3775_004079-T1
GF00001282	TFCN2502E3341_008457-T1	DBVPG3775_004081-T1
GF00001283	TFCN2502E3341_008458-T1	DBVPG3775_004082-T1
GF00001284	TFCN2502E3341_000311-T1	DBVPG3775_004083-T1
GF00001285	TFCN2502E3341_005312-T1	DBVPG3775_003142-T1
GF00001286	TFCN2502E3341_000312-T1	DBVPG3775_004084-T1
GF00001287	TFCN2502E3341_000314-T1	DBVPG3775_004086-T1
GF00001288	TFCN2502E3341_008463-T1	DBVPG3775_004087-T1
GF00001289	TFCN2502E3341_008464-T1	DBVPG3775_004088-T1
GF00001290	TFCN2502E3341_008465-T1	DBVPG3775_004089-T1
GF00001291	TFCN2502E3341_008466-T1	DBVPG3775_004090-T1
GF00001292	TFCN2502E3341_008467-T1	DBVPG3775_004091-T1
GF00001293	TFCN2502E3341_000320-T1	DBVPG3775_004092-T1
GF00001294	TFCN2502E3341_008469-T1	DBVPG3775_004093-T1
GF00001295	TFCN2502E3341_000322-T1	DBVPG3775_004094-T1
GF00001296	TFCN2502E3341_008471-T1	DBVPG3775_004095-T1
GF00001297	TFCN2502E3341_000324-T1	DBVPG3775_004096-T1
GF00001298	TFCN2502E3341_000326-T1	DBVPG3775_004098-T1
GF00001299	TFCN2502E3341_008475-T1	DBVPG3775_004099-T1
GF00001300	TFCN2502E3341_008476-T1	DBVPG3775_004100-T1
GF00001301	TFCN2502E3341_000331-T1	DBVPG3775_004102-T1
GF00001302	TFCN2502E3341_008480-T1	DBVPG3775_004104-T1
GF00001303	TFCN2502E3341_000334-T1	DBVPG3775_004105-T1
GF00001304	TFCN2502E3341_008482-T1	DBVPG3775_004106-T1
GF00001305	TFCN2502E3341_014697-T1	DBVPG3775_004109-T1
GF00001306	TFCN2502E3341_000341-T1	DBVPG3775_004110-T1
GF00001307	TFCN2502E3341_000342-T1	DBVPG3775_004111-T1
GF00001308	TFCN2502E3341_000343-T1	DBVPG3775_004112-T1
GF00001309	TFCN2502E3341_006518-T1	DBVPG3775_004350-T1
GF00001310	TFCN2502E3341_006519-T1	DBVPG3775_004349-T1
GF00001311	TFCN2502E3341_000348-T1	DBVPG3775_004345-T1
GF00001312	TFCN2502E3341_006524-T1	DBVPG3775_004344-T1
GF00001313	TFCN2502E3341_006527-T1	DBVPG3775_004341-T1
GF00001314	TFCN2502E3341_000352-T1	DBVPG3775_004340-T1
GF00001315	TFCN2502E3341_006531-T1	DBVPG3775_004337-T1
GF00001316	TFCN2502E3341_006535-T1	DBVPG3775_004332-T1
GF00001317	TFCN2502E3341_000357-T1	DBVPG3775_004333-T1
GF00001318	TFCN2502E3341_006533-T1	DBVPG3775_004334-T1
GF00001319	TFCN2502E3341_000360-T1	DBVPG3775_004330-T1
GF00001320	TFCN2502E3341_006539-T1	DBVPG3775_004328-T1
GF00001321	TFCN2502E3341_000364-T1	DBVPG3775_004325-T1
GF00001322	TFCN2502E3341_006542-T1	DBVPG3775_004324-T1
GF00001323	TFCN2502E3341_000366-T1	DBVPG3775_004323-T1
GF00001324	TFCN2502E3341_006544-T1	DBVPG3775_004322-T1
GF00001325	TFCN2502E3341_000368-T1	DBVPG3775_004321-T1
GF00001326	TFCN2502E3341_012387-T1	DBVPG3775_005033-T1
GF00001327	TFCN2502E3341_006549-T1	DBVPG3775_004317-T1
GF00001328	TFCN2502E3341_006550-T1	DBVPG3775_004316-T1
GF00001329	TFCN2502E3341_000374-T1	DBVPG3775_004315-T1
GF00001330	TFCN2502E3341_006552-T1	DBVPG3775_004314-T1
GF00001331	TFCN2502E3341_006553-T1	DBVPG3775_004313-T1
GF00001332	TFCN2502E3341_006554-T1	DBVPG3775_004312-T1
GF00001333	TFCN2502E3341_006562-T1	DBVPG3775_004305-T1
GF00001334	TFCN2502E3341_006563-T1	DBVPG3775_004304-T1
GF00001335	TFCN2502E3341_006564-T1	DBVPG3775_004303-T1
GF00001336	TFCN2502E3341_000385-T1	DBVPG3775_004302-T1
GF00001337	TFCN2502E3341_006566-T1	DBVPG3775_004301-T1
GF00001338	TFCN2502E3341_006568-T1	DBVPG3775_004299-T1
GF00001339	TFCN2502E3341_000390-T1	DBVPG3775_004297-T1
GF00001340	TFCN2502E3341_006571-T1	DBVPG3775_004296-T1
GF00001341	TFCN2502E3341_000392-T1	DBVPG3775_004295-T1
GF00001342	TFCN2502E3341_000394-T1	
GF00001343	TFCN2502E3341_000397-T1	DBVPG3775_004292-T1
GF00001344	TFCN2502E3341_006577-T1	DBVPG3775_004291-T1
GF00001345	TFCN2502E3341_000399-T1	DBVPG3775_004290-T1
GF00001346	TFCN2502E3341_000404-T1	DBVPG3775_004286-T1
GF00001347	TFCN2502E3341_000405-T1	DBVPG3775_004285-T1
GF00001348	TFCN2502E3341_000406-T1	DBVPG3775_004284-T1
GF00001349	TFCN2502E3341_000407-T1	DBVPG3775_004283-T1
GF00001350	TFCN2502E3341_011812-T1	DBVPG3775_004282-T1
GF00001351	TFCN2502E3341_000409-T1	DBVPG3775_004281-T1
GF00001352	TFCN2502E3341_011814-T1	DBVPG3775_004280-T1
GF00001353	TFCN2502E3341_000411-T1	DBVPG3775_004279-T1
GF00001354	TFCN2502E3341_000412-T1	DBVPG3775_004278-T1
GF00001355	TFCN2502E3341_000416-T1	DBVPG3775_004275-T1
GF00001356	TFCN2502E3341_011821-T1	DBVPG3775_004274-T1
GF00001357	TFCN2502E3341_011822-T1	DBVPG3775_004273-T1
GF00001358	TFCN2502E3341_011823-T1	DBVPG3775_004272-T1
GF00001359	TFCN2502E3341_000420-T1	DBVPG3775_004271-T1
GF00001360	TFCN2502E3341_000421-T1	DBVPG3775_004270-T1
GF00001361	TFCN2502E3341_000423-T1	DBVPG3775_003126-T1
GF00001362	TFCN2502E3341_000424-T1	DBVPG3775_003125-T1
GF00001363	TFCN2502E3341_000425-T1	DBVPG3775_003124-T1
GF00001364	TFCN2502E3341_008367-T1	DBVPG3775_003123-T1
GF00001365	TFCN2502E3341_008366-T1	DBVPG3775_003122-T1
GF00001366	TFCN2502E3341_000428-T1	DBVPG3775_003121-T1
GF00001367	TFCN2502E3341_000429-T1	DBVPG3775_003120-T1
GF00001368	TFCN2502E3341_014237-T1	DBVPG3775_006931-T1
GF00001369	TFCN2502E3341_000430-T1	DBVPG3775_003118-T1
GF00001370	TFCN2502E3341_000432-T1	DBVPG3775_003116-T1
GF00001371	TFCN2502E3341_008359-T1	DBVPG3775_003113-T1
GF00001372	TFCN2502E3341_000436-T1	DBVPG3775_003111-T1
GF00001373	TFCN2502E3341_000437-T1	DBVPG3775_003110-T1
GF00001374	TFCN2502E3341_000438-T1	DBVPG3775_003109-T1
GF00001375	TFCN2502E3341_000441-T1	DBVPG3775_003106-T1
GF00001376	TFCN2502E3341_000446-T1	DBVPG3775_003103-T1
GF00001377	TFCN2502E3341_008349-T1	DBVPG3775_003102-T1
GF00001378	TFCN2502E3341_000448-T1	DBVPG3775_003101-T1
GF00001379	TFCN2502E3341_000450-T1	DBVPG3775_003099-T1
GF00001380	TFCN2502E3341_000451-T1	DBVPG3775_003098-T1
GF00001381	TFCN2502E3341_000452-T1	DBVPG3775_003097-T1
GF00001382	TFCN2502E3341_008341-T1	DBVPG3775_003094-T1
GF00001383	TFCN2502E3341_000456-T1	DBVPG3775_003093-T1
GF00001384	TFCN2502E3341_000458-T1	DBVPG3775_003091-T1
GF00001385	TFCN2502E3341_000460-T1	DBVPG3775_003089-T1
GF00001386	TFCN2502E3341_007191-T1	DBVPG3775_003088-T1
GF00001387	TFCN2502E3341_007192-T1	DBVPG3775_003087-T1
GF00001388	TFCN2502E3341_014308-T1	DBVPG3775_006582-T1
GF00001389	TFCN2502E3341_000463-T1	DBVPG3775_003086-T1
GF00001390	TFCN2502E3341_000464-T1	DBVPG3775_003085-T1
GF00001391	TFCN2502E3341_000466-T1	DBVPG3775_003083-T1
GF00001392	TFCN2502E3341_000467-T1	DBVPG3775_003082-T1
GF00001393	TFCN2502E3341_013467-T1	DBVPG3775_002542-T1
GF00001394	TFCN2502E3341_014063-T1	DBVPG3775_001999-T1
GF00001395	TFCN2502E3341_001411-T1	DBVPG3775_003668-T1
GF00001396	TFCN2502E3341_000470-T1	DBVPG3775_003079-T1
GF00001397	TFCN2502E3341_007202-T1	DBVPG3775_003078-T1
GF00001398	TFCN2502E3341_000472-T1	DBVPG3775_003077-T1
GF00001399	TFCN2502E3341_000473-T1	DBVPG3775_003076-T1
GF00001400	TFCN2502E3341_000475-T1	DBVPG3775_003074-T1
GF00001401	TFCN2502E3341_007208-T1	DBVPG3775_003073-T1
GF00001402	TFCN2502E3341_000477-T1	DBVPG3775_003072-T1
GF00001403	TFCN2502E3341_000478-T1	DBVPG3775_003071-T1
GF00001404	TFCN2502E3341_007690-T1	DBVPG3775_005843-T1
GF00001405	TFCN2502E3341_000479-T1	DBVPG3775_003070-T1
GF00001406	TFCN2502E3341_000480-T1	DBVPG3775_003069-T1
GF00001407	TFCN2502E3341_000481-T1	DBVPG3775_003068-T1
GF00001408	TFCN2502E3341_000482-T1	DBVPG3775_003067-T1
GF00001409	TFCN2502E3341_006641-T1	DBVPG3775_001891-T1
GF00001410	TFCN2502E3341_000486-T1	DBVPG3775_003063-T1
GF00001411	TFCN2502E3341_000488-T1	DBVPG3775_003061-T1
GF00001412	TFCN2502E3341_007220-T1	DBVPG3775_003060-T1
GF00001413	TFCN2502E3341_007221-T1	DBVPG3775_003059-T1
GF00001414	TFCN2502E3341_007222-T1	DBVPG3775_003058-T1
GF00001415	TFCN2502E3341_000492-T1	DBVPG3775_003057-T1
GF00001416	TFCN2502E3341_000493-T1	DBVPG3775_003056-T1
GF00001417	TFCN2502E3341_004561-T1	
GF00001418	TFCN2502E3341_007238-T1	DBVPG3775_005045-T1
GF00001419	TFCN2502E3341_000509-T1	DBVPG3775_005046-T1
GF00001420	TFCN2502E3341_000510-T1	DBVPG3775_005047-T1
GF00001421	TFCN2502E3341_002847-T1	DBVPG3775_006311-T1
GF00001422	TFCN2502E3341_000511-T1	DBVPG3775_005048-T1
GF00001423	TFCN2502E3341_000512-T1	DBVPG3775_005049-T1
GF00001424	TFCN2502E3341_004780-T1	DBVPG3775_001924-T1
GF00001425	TFCN2502E3341_008268-T1	DBVPG3775_002155-T1
GF00001426	TFCN2502E3341_014162-T1	DBVPG3775_005052-T1
GF00001427	TFCN2502E3341_000516-T1	DBVPG3775_005053-T1
GF00001428	TFCN2502E3341_013374-T1	DBVPG3775_006235-T1
GF00001429	TFCN2502E3341_009007-T1	DBVPG3775_004686-T1
GF00001430	TFCN2502E3341_000519-T1	DBVPG3775_005056-T1
GF00001431	TFCN2502E3341_000520-T1	DBVPG3775_005057-T1
GF00001432	TFCN2502E3341_014168-T1	DBVPG3775_005058-T1
GF00001433	TFCN2502E3341_000522-T1	DBVPG3775_005059-T1
GF00001434	TFCN2502E3341_000523-T1	DBVPG3775_005060-T1
GF00001435	TFCN2502E3341_000524-T1	DBVPG3775_005061-T1
GF00001436	TFCN2502E3341_000526-T1	DBVPG3775_005063-T1
GF00001437	TFCN2502E3341_000527-T1	DBVPG3775_005064-T1
GF00001438	TFCN2502E3341_000529-T1	DBVPG3775_005066-T1
GF00001439	TFCN2502E3341_007561-T1	DBVPG3775_005067-T1
GF00001440	TFCN2502E3341_000531-T1	DBVPG3775_005068-T1
GF00001441	TFCN2502E3341_007559-T1	DBVPG3775_005069-T1
GF00001442	TFCN2502E3341_000535-T1	DBVPG3775_005072-T1
GF00001443	TFCN2502E3341_000536-T1	DBVPG3775_005073-T1
GF00001444	TFCN2502E3341_000537-T1	DBVPG3775_005074-T1
