	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000879	TFCN17291Y1_009644-T1	DBVPG3775_002808-T1
GF00000880	TFCN17291Y1_009651-T1	DBVPG3775_002819-T1
GF00000881	TFCN17291Y1_007545-T1	DBVPG3775_007344-T1
GF00000882	TFCN17291Y1_008615-T1	DBVPG3775_001623-T1
GF00000883	TFCN17291Y1_007950-T1	DBVPG3775_001632-T1
GF00000884	TFCN17291Y1_008596-T1	DBVPG3775_005446-T1
GF00000885	TFCN17291Y1_007963-T1	DBVPG3775_005442-T1
GF00000886	TFCN17291Y1_010240-T1	DBVPG3775_005954-T1
GF00000887	TFCN17291Y1_010249-T1	DBVPG3775_006683-T1
GF00000888	TFCN17291Y1_010252-T1	DBVPG3775_006678-T1
GF00000889	TFCN17291Y1_012816-T1	DBVPG3775_006660-T1
GF00000890	TFCN17291Y1_012797-T1	DBVPG3775_006645-T1
GF00000891	TFCN17291Y1_008170-T1	DBVPG3775_002560-T1
GF00000892	TFCN17291Y1_008198-T1	DBVPG3775_005973-T1
GF00000893	TFCN17291Y1_012519-T1	DBVPG3775_006465-T1
GF00000894	TFCN17291Y1_012628-T1	DBVPG3775_006471-T1
GF00000895	TFCN17291Y1_012124-T1	DBVPG3775_003422-T1
GF00000896	TFCN17291Y1_008355-T1	DBVPG3775_006497-T1
GF00000897	TFCN17291Y1_011521-T1	DBVPG3775_001876-T1
GF00000898	TFCN17291Y1_008300-T1	DBVPG3775_001861-T1
GF00000899	TFCN17291Y1_011889-T1	DBVPG3775_001859-T1
GF00000900	TFCN17291Y1_012146-T1	DBVPG3775_001839-T1
GF00000901	TFCN17291Y1_008421-T1	DBVPG3775_006382-T1
GF00000902	TFCN17291Y1_012353-T1	DBVPG3775_002065-T1
GF00000903	TFCN17291Y1_010192-T1	DBVPG3775_003324-T1
GF00000904	TFCN17291Y1_008796-T1	DBVPG3775_003319-T1
GF00000905	TFCN17291Y1_010619-T1	DBVPG3775_000404-T1
GF00000906	TFCN17291Y1_009235-T1	DBVPG3775_002611-T1
GF00000907	TFCN17291Y1_008908-T1	DBVPG3775_002599-T1
GF00000908	TFCN17291Y1_009087-T1	DBVPG3775_001399-T1
GF00000909	TFCN17291Y1_009090-T1	DBVPG3775_001395-T1
GF00000910	TFCN17291Y1_009142-T1	DBVPG3775_002779-T1
GF00000911	TFCN17291Y1_012006-T1	DBVPG3775_002776-T1
GF00000912	TFCN17291Y1_009302-T1	DBVPG3775_006124-T1
GF00000913	TFCN17291Y1_012381-T1	DBVPG3775_004697-T1
GF00000914	TFCN17291Y1_011170-T1	DBVPG3775_007228-T1
GF00000915	TFCN17291Y1_009513-T1	DBVPG3775_000708-T1
GF00000916	TFCN17291Y1_009519-T1	DBVPG3775_000715-T1
GF00000917	TFCN17291Y1_011441-T1	DBVPG3775_005339-T1
GF00000918	TFCN17291Y1_009812-T1	DBVPG3775_006552-T1
GF00000919	TFCN17291Y1_011121-T1	DBVPG3775_003436-T1
GF00000920	TFCN17291Y1_009829-T1	DBVPG3775_003430-T1
GF00000921	TFCN17291Y1_012152-T1	DBVPG3775_006092-T1
GF00000922	TFCN17291Y1_010400-T1	DBVPG3775_001361-T1
GF00000923	TFCN17291Y1_010219-T1	DBVPG3775_001363-T1
GF00000924	TFCN17291Y1_011485-T1	DBVPG3775_002346-T1
GF00000925	TFCN17291Y1_010812-T1	DBVPG3775_006360-T1
GF00000926	TFCN17291Y1_012680-T1	DBVPG3775_006343-T1
GF00000927	TFCN17291Y1_012677-T1	DBVPG3775_006346-T1
GF00000928	TFCN17291Y1_011186-T1	DBVPG3775_007210-T1
GF00000929	TFCN17291Y1_011766-T1	DBVPG3775_007205-T1
GF00000930	TFCN17291Y1_011236-T1	DBVPG3775_006767-T1
GF00000931	TFCN17291Y1_012723-T1	DBVPG3775_001035-T1
GF00000932	TFCN17291Y1_012635-T1	DBVPG3775_003458-T1
GF00000933	TFCN17291Y1_001992-T1	DBVPG3775_002241-T1
GF00000934	TFCN17291Y1_000688-T1	DBVPG3775_003111-T1
GF00000935	TFCN17291Y1_010722-T1	DBVPG3775_001998-T1
GF00000936	TFCN17291Y1_000054-T1	DBVPG3775_003080-T1
GF00000937	TFCN17291Y1_000720-T1	DBVPG3775_003076-T1
GF00000938	TFCN17291Y1_000746-T1	DBVPG3775_007570-T1
GF00000939	TFCN17291Y1_000755-T1	DBVPG3775_005052-T1
GF00000940	TFCN17291Y1_000143-T1	DBVPG3775_005106-T1
GF00000941	TFCN17291Y1_007472-T1	DBVPG3775_006798-T1
GF00000942	TFCN17291Y1_006889-T1	DBVPG3775_003982-T1
GF00000943	TFCN17291Y1_006923-T1	DBVPG3775_004020-T1
GF00000944	TFCN17291Y1_002391-T1	DBVPG3775_004036-T1
GF00000945	TFCN17291Y1_000238-T1	DBVPG3775_004039-T1
GF00000946	TFCN17291Y1_000279-T1	DBVPG3775_004089-T1
GF00000947	TFCN17291Y1_000656-T1	DBVPG3775_003151-T1
GF00000948	TFCN17291Y1_000275-T1	DBVPG3775_004083-T1
GF00000949	TFCN17291Y1_007821-T1	DBVPG3775_004086-T1
GF00000950	TFCN17291Y1_007670-T1	DBVPG3775_004349-T1
GF00000951	TFCN17291Y1_007671-T1	DBVPG3775_004347-T1
GF00000952	TFCN17291Y1_000315-T1	DBVPG3775_004338-T1
GF00000953	TFCN17291Y1_007690-T1	DBVPG3775_004326-T1
GF00000954	TFCN17291Y1_000325-T1	DBVPG3775_004325-T1
GF00000955	TFCN17291Y1_009775-T1	
GF00000956	TFCN17291Y1_012439-T1	DBVPG3775_000554-T1
GF00000957	TFCN17291Y1_005139-T1	DBVPG3775_000302-T1
GF00000958	TFCN17291Y1_000377-T1	DBVPG3775_000301-T1
GF00000959	TFCN17291Y1_000381-T1	DBVPG3775_000296-T1
GF00000960	TFCN17291Y1_000401-T1	DBVPG3775_000270-T1
GF00000961	TFCN17291Y1_000463-T1	DBVPG3775_000203-T1
GF00000962	TFCN17291Y1_000478-T1	DBVPG3775_000185-T1
GF00000963	TFCN17291Y1_000488-T1	DBVPG3775_000176-T1
GF00000964	TFCN17291Y1_000495-T1	DBVPG3775_000168-T1
GF00000965	TFCN17291Y1_000512-T1	DBVPG3775_000149-T1
GF00000966	TFCN17291Y1_009585-T1	DBVPG3775_000145-T1
GF00000967	TFCN17291Y1_005478-T1	DBVPG3775_000064-T1
GF00000968	TFCN17291Y1_000555-T1	DBVPG3775_000101-T1
GF00000969	TFCN17291Y1_000556-T1	DBVPG3775_000100-T1
GF00000970	TFCN17291Y1_000560-T1	DBVPG3775_000095-T1
GF00000971	TFCN17291Y1_012881-T1	DBVPG3775_007354-T1
GF00000972	TFCN17291Y1_000597-T1	DBVPG3775_000048-T1
GF00000973	TFCN17291Y1_005498-T1	DBVPG3775_000040-T1
GF00000974	TFCN17291Y1_006794-T1	DBVPG3775_003207-T1
GF00000975	TFCN17291Y1_006808-T1	DBVPG3775_003202-T1
GF00000976	TFCN17291Y1_000618-T1	DBVPG3775_003195-T1
GF00000977	TFCN17291Y1_000648-T1	DBVPG3775_003161-T1
GF00000978	TFCN17291Y1_000834-T1	DBVPG3775_001334-T1
GF00000979	TFCN17291Y1_000849-T1	DBVPG3775_001313-T1
GF00000980	TFCN17291Y1_004618-T1	DBVPG3775_004951-T1
GF00000981	TFCN17291Y1_000854-T1	DBVPG3775_001306-T1
GF00000982	TFCN17291Y1_001433-T1	DBVPG3775_001292-T1
GF00000983	TFCN17291Y1_000873-T1	DBVPG3775_001280-T1
GF00000984	TFCN17291Y1_001446-T1	DBVPG3775_001274-T1
GF00000985	TFCN17291Y1_001455-T1	DBVPG3775_001263-T1
GF00000986	TFCN17291Y1_000897-T1	DBVPG3775_001248-T1
GF00000987	TFCN17291Y1_001572-T1	DBVPG3775_001135-T1
GF00000988	TFCN17291Y1_000998-T1	DBVPG3775_001126-T1
GF00000989	TFCN17291Y1_007774-T1	DBVPG3775_001105-T1
GF00000990	TFCN17291Y1_008577-T1	DBVPG3775_005424-T1
GF00000991	TFCN17291Y1_011018-T1	DBVPG3775_000826-T1
GF00000992	TFCN17291Y1_007346-T1	DBVPG3775_002497-T1
GF00000993	TFCN17291Y1_001057-T1	DBVPG3775_002492-T1
GF00000994	TFCN17291Y1_002199-T1	DBVPG3775_002482-T1
GF00000995	TFCN17291Y1_002244-T1	DBVPG3775_002431-T1
GF00000996	TFCN17291Y1_001117-T1	DBVPG3775_002419-T1
GF00000997	TFCN17291Y1_002284-T1	DBVPG3775_002377-T1
GF00000998	TFCN17291Y1_001158-T1	DBVPG3775_002367-T1
GF00000999	TFCN17291Y1_003517-T1	DBVPG3775_000803-T1
GF00001000	TFCN17291Y1_001227-T1	DBVPG3775_004958-T1
GF00001001	TFCN17291Y1_004633-T1	
GF00001002	TFCN17291Y1_001239-T1	DBVPG3775_004980-T1
GF00001003	TFCN17291Y1_001284-T1	DBVPG3775_005028-T1
GF00001004	TFCN17291Y1_009424-T1	DBVPG3775_003697-T1
GF00001005	TFCN17291Y1_001381-T1	DBVPG3775_003783-T1
GF00001006	TFCN17291Y1_006820-T1	DBVPG3775_003802-T1
GF00001007	TFCN17291Y1_003664-T1	DBVPG3775_005511-T1
GF00001008	TFCN17291Y1_001623-T1	DBVPG3775_005508-T1
GF00001009	TFCN17291Y1_003701-T1	DBVPG3775_005471-T1
GF00001010	TFCN17291Y1_006037-T1	DBVPG3775_006047-T1
GF00001011	TFCN17291Y1_012888-T1	DBVPG3775_007558-T1
GF00001012	TFCN17291Y1_008441-T1	DBVPG3775_005273-T1
GF00001013	TFCN17291Y1_008440-T1	DBVPG3775_005275-T1
GF00001014	TFCN17291Y1_006699-T1	DBVPG3775_003043-T1
GF00001015	TFCN17291Y1_006708-T1	DBVPG3775_003031-T1
GF00001016	TFCN17291Y1_001779-T1	DBVPG3775_003017-T1
GF00001017	TFCN17291Y1_001791-T1	DBVPG3775_003003-T1
GF00001018	TFCN17291Y1_005102-T1	DBVPG3775_007179-T1
GF00001019	TFCN17291Y1_012788-T1	DBVPG3775_002979-T1
GF00001020	TFCN17291Y1_011408-T1	DBVPG3775_007458-T1
GF00001021	TFCN17291Y1_001813-T1	DBVPG3775_002974-T1
GF00001022	TFCN17291Y1_007612-T1	DBVPG3775_004772-T1
GF00001023	TFCN17291Y1_005772-T1	DBVPG3775_002943-T1
GF00001024	TFCN17291Y1_011907-T1	DBVPG3775_006977-T1
GF00001025	TFCN17291Y1_001875-T1	DBVPG3775_002900-T1
GF00001026	TFCN17291Y1_001902-T1	DBVPG3775_002137-T1
GF00001027	TFCN17291Y1_003827-T1	DBVPG3775_002167-T1
GF00001028	TFCN17291Y1_001947-T1	DBVPG3775_002194-T1
GF00001029	TFCN17291Y1_003852-T1	DBVPG3775_002202-T1
GF00001030	TFCN17291Y1_001990-T1	DBVPG3775_002239-T1
GF00001031	TFCN17291Y1_002009-T1	DBVPG3775_002259-T1
GF00001032	TFCN17291Y1_003934-T1	DBVPG3775_002298-T1
GF00001033	TFCN17291Y1_006258-T1	DBVPG3775_007571-T1
GF00001034	TFCN17291Y1_002961-T1	DBVPG3775_000904-T1
GF00001035	TFCN17291Y1_002105-T1	DBVPG3775_003511-T1
GF00001036	TFCN17291Y1_002113-T1	DBVPG3775_003519-T1
GF00001037	TFCN17291Y1_008549-T1	DBVPG3775_005874-T1
GF00001038	TFCN17291Y1_002136-T1	DBVPG3775_005869-T1
GF00001039	TFCN17291Y1_011777-T1	DBVPG3775_005841-T1
GF00001040	TFCN17291Y1_002171-T1	DBVPG3775_005833-T1
GF00001041	TFCN17291Y1_012215-T1	DBVPG3775_005830-T1
GF00001042	TFCN17291Y1_008647-T1	DBVPG3775_002085-T1
GF00001043	TFCN17291Y1_012045-T1	DBVPG3775_003844-T1
GF00001044	TFCN17291Y1_006505-T1	DBVPG3775_003875-T1
GF00001045	TFCN17291Y1_006533-T1	DBVPG3775_003906-T1
GF00001046	TFCN17291Y1_004201-T1	DBVPG3775_004119-T1
GF00001047	TFCN17291Y1_004229-T1	DBVPG3775_004154-T1
GF00001048	TFCN17291Y1_002489-T1	DBVPG3775_004157-T1
GF00001049	TFCN17291Y1_005293-T1	DBVPG3775_004179-T1
GF00001050	TFCN17291Y1_005252-T1	DBVPG3775_004224-T1
GF00001051	TFCN17291Y1_005233-T1	DBVPG3775_001047-T1
GF00001052	TFCN17291Y1_002570-T1	DBVPG3775_005252-T1
GF00001053	TFCN17291Y1_002574-T1	DBVPG3775_005247-T1
GF00001054	TFCN17291Y1_002743-T1	DBVPG3775_005213-T1
GF00001055	TFCN17291Y1_002628-T1	DBVPG3775_006259-T1
GF00001056	TFCN17291Y1_002786-T1	DBVPG3775_005162-T1
GF00001057	TFCN17291Y1_002659-T1	DBVPG3775_005158-T1
GF00001058	TFCN17291Y1_002808-T1	DBVPG3775_007134-T1
GF00001059	TFCN17291Y1_002683-T1	DBVPG3775_007140-T1
GF00001060	TFCN17291Y1_002855-T1	DBVPG3775_004850-T1
GF00001061	TFCN17291Y1_002856-T1	DBVPG3775_004852-T1
GF00001062	TFCN17291Y1_007844-T1	DBVPG3775_000511-T1
GF00001063	TFCN17291Y1_006367-T1	DBVPG3775_004890-T1
GF00001064	TFCN17291Y1_002890-T1	DBVPG3775_004896-T1
GF00001065	TFCN17291Y1_006358-T1	DBVPG3775_004901-T1
GF00001066	TFCN17291Y1_006346-T1	DBVPG3775_004915-T1
GF00001067	TFCN17291Y1_002969-T1	DBVPG3775_000925-T1
GF00001068	TFCN17291Y1_004834-T1	DBVPG3775_006710-T1
GF00001069	TFCN17291Y1_003067-T1	DBVPG3775_007537-T1
GF00001070	TFCN17291Y1_011617-T1	DBVPG3775_000418-T1
GF00001071	TFCN17291Y1_003124-T1	DBVPG3775_000482-T1
GF00001072	TFCN17291Y1_003281-T1	DBVPG3775_006406-T1
GF00001073	TFCN17291Y1_003313-T1	DBVPG3775_006442-T1
GF00001074	TFCN17291Y1_003325-T1	DBVPG3775_006456-T1
GF00001075	TFCN17291Y1_003327-T1	DBVPG3775_007465-T1
GF00001076	TFCN17291Y1_003367-T1	DBVPG3775_007005-T1
GF00001077	TFCN17291Y1_003373-T1	DBVPG3775_007011-T1
GF00001078	TFCN17291Y1_003376-T1	DBVPG3775_007510-T1
GF00001079	TFCN17291Y1_010893-T1	DBVPG3775_000682-T1
GF00001080	TFCN17291Y1_003417-T1	DBVPG3775_000666-T1
GF00001081	TFCN17291Y1_010433-T1	DBVPG3775_000625-T1
GF00001082	TFCN17291Y1_003467-T1	DBVPG3775_000610-T1
GF00001083	TFCN17291Y1_003468-T1	DBVPG3775_000608-T1
GF00001084	TFCN17291Y1_003474-T1	DBVPG3775_000599-T1
GF00001085	TFCN17291Y1_003476-T1	DBVPG3775_000596-T1
GF00001086	TFCN17291Y1_012453-T1	DBVPG3775_000595-T1
GF00001087	TFCN17291Y1_011026-T1	DBVPG3775_000836-T1
GF00001088	TFCN17291Y1_003724-T1	DBVPG3775_004474-T1
GF00001089	TFCN17291Y1_003752-T1	DBVPG3775_004436-T1
GF00001090	TFCN17291Y1_008040-T1	DBVPG3775_004415-T1
GF00001091	TFCN17291Y1_003948-T1	DBVPG3775_001740-T1
GF00001092	TFCN17291Y1_004019-T1	DBVPG3775_001659-T1
GF00001093	TFCN17291Y1_004077-T1	DBVPG3775_001541-T1
GF00001094	TFCN17291Y1_004098-T1	DBVPG3775_001564-T1
GF00001095	TFCN17291Y1_005068-T1	DBVPG3775_006164-T1
GF00001096	TFCN17291Y1_004182-T1	DBVPG3775_007064-T1
GF00001097	TFCN17291Y1_010154-T1	DBVPG3775_007055-T1
GF00001098	TFCN17291Y1_005687-T1	DBVPG3775_001955-T1
GF00001099	TFCN17291Y1_004275-T1	DBVPG3775_001978-T1
GF00001100	TFCN17291Y1_004287-T1	DBVPG3775_001991-T1
GF00001101	TFCN17291Y1_004308-T1	DBVPG3775_002014-T1
GF00001102	TFCN17291Y1_004317-T1	DBVPG3775_002025-T1
GF00001103	TFCN17291Y1_009887-T1	DBVPG3775_005671-T1
GF00001104	TFCN17291Y1_004448-T1	DBVPG3775_004577-T1
GF00001105	TFCN17291Y1_012299-T1	DBVPG3775_004585-T1
GF00001106	TFCN17291Y1_004509-T1	DBVPG3775_003589-T1
GF00001107	TFCN17291Y1_004510-T1	DBVPG3775_003590-T1
GF00001108	TFCN17291Y1_011313-T1	DBVPG3775_004792-T1
GF00001109	TFCN17291Y1_011306-T1	DBVPG3775_004783-T1
GF00001110	TFCN17291Y1_004561-T1	DBVPG3775_004774-T1
GF00001111	TFCN17291Y1_012745-T1	DBVPG3775_004946-T1
GF00001112	TFCN17291Y1_009701-T1	DBVPG3775_006945-T1
GF00001113	TFCN17291Y1_004712-T1	DBVPG3775_006967-T1
GF00001114	TFCN17291Y1_004784-T1	DBVPG3775_003647-T1
GF00001115	TFCN17291Y1_011362-T1	DBVPG3775_003652-T1
GF00001116	TFCN17291Y1_004788-T1	DBVPG3775_003650-T1
GF00001117	TFCN17291Y1_004797-T1	DBVPG3775_003663-T1
GF00001118	TFCN17291Y1_004805-T1	DBVPG3775_003671-T1
GF00001119	TFCN17291Y1_004808-T1	DBVPG3775_003675-T1
GF00001120	TFCN17291Y1_004847-T1	DBVPG3775_006725-T1
GF00001121	TFCN17291Y1_010903-T1	DBVPG3775_004504-T1
GF00001122	TFCN17291Y1_004958-T1	DBVPG3775_004506-T1
GF00001123	TFCN17291Y1_008488-T1	DBVPG3775_006192-T1
GF00001124	TFCN17291Y1_010571-T1	DBVPG3775_006158-T1
GF00001125	TFCN17291Y1_005094-T1	DBVPG3775_007189-T1
GF00001126	TFCN17291Y1_005103-T1	DBVPG3775_007178-T1
GF00001127	TFCN17291Y1_005140-T1	DBVPG3775_000303-T1
GF00001128	TFCN17291Y1_010779-T1	DBVPG3775_000327-T1
GF00001129	TFCN17291Y1_010773-T1	DBVPG3775_000334-T1
GF00001130	TFCN17291Y1_012821-T1	DBVPG3775_007093-T1
GF00001131	TFCN17291Y1_005197-T1	DBVPG3775_000366-T1
GF00001132	TFCN17291Y1_012013-T1	DBVPG3775_000382-T1
GF00001133	TFCN17291Y1_007745-T1	DBVPG3775_001073-T1
GF00001134	TFCN17291Y1_005220-T1	DBVPG3775_001060-T1
GF00001135	TFCN17291Y1_005320-T1	DBVPG3775_005645-T1
GF00001136	TFCN17291Y1_005334-T1	DBVPG3775_007280-T1
GF00001137	TFCN17291Y1_005343-T1	DBVPG3775_007267-T1
GF00001138	TFCN17291Y1_005358-T1	DBVPG3775_007297-T1
GF00001139	TFCN17291Y1_005393-T1	DBVPG3775_001431-T1
GF00001140	TFCN17291Y1_012579-T1	DBVPG3775_001433-T1
GF00001141	TFCN17291Y1_005405-T1	DBVPG3775_001443-T1
GF00001142	TFCN17291Y1_005415-T1	DBVPG3775_001454-T1
GF00001143	TFCN17291Y1_010372-T1	DBVPG3775_001466-T1
GF00001144	TFCN17291Y1_005434-T1	DBVPG3775_001476-T1
GF00001145	TFCN17291Y1_005505-T1	DBVPG3775_000033-T1
GF00001146	TFCN17291Y1_005516-T1	DBVPG3775_000017-T1
GF00001147	TFCN17291Y1_005581-T1	DBVPG3775_005613-T1
GF00001148	TFCN17291Y1_008378-T1	DBVPG3775_006054-T1
GF00001149	TFCN17291Y1_008390-T1	DBVPG3775_006069-T1
GF00001150	TFCN17291Y1_008409-T1	DBVPG3775_006395-T1
GF00001151	TFCN17291Y1_011987-T1	DBVPG3775_001948-T1
GF00001152	TFCN17291Y1_005926-T1	DBVPG3775_005761-T1
GF00001153	TFCN17291Y1_005948-T1	DBVPG3775_005793-T1
GF00001154	TFCN17291Y1_005952-T1	DBVPG3775_005798-T1
GF00001155	TFCN17291Y1_008401-T1	DBVPG3775_006082-T1
GF00001156	TFCN17291Y1_006441-T1	DBVPG3775_006917-T1
GF00001157	TFCN17291Y1_006127-T1	DBVPG3775_006325-T1
GF00001158	TFCN17291Y1_006234-T1	DBVPG3775_006327-T1
GF00001159	TFCN17291Y1_009984-T1	DBVPG3775_003817-T1
GF00001160	TFCN17291Y1_009978-T1	DBVPG3775_003811-T1
GF00001161	TFCN17291Y1_010911-T1	DBVPG3775_002700-T1
GF00001162	TFCN17291Y1_010913-T1	DBVPG3775_002698-T1
GF00001163	TFCN17291Y1_006190-T1	DBVPG3775_002681-T1
GF00001164	TFCN17291Y1_006209-T1	DBVPG3775_002658-T1
GF00001165	TFCN17291Y1_006732-T1	DBVPG3775_002652-T1
GF00001166	TFCN17291Y1_011060-T1	DBVPG3775_007099-T1
GF00001167	TFCN17291Y1_010079-T1	DBVPG3775_004595-T1
GF00001168	TFCN17291Y1_006395-T1	DBVPG3775_004619-T1
GF00001169	TFCN17291Y1_006424-T1	DBVPG3775_006630-T1
GF00001170	TFCN17291Y1_006427-T1	DBVPG3775_006634-T1
GF00001171	TFCN17291Y1_006431-T1	DBVPG3775_006639-T1
GF00001172	TFCN17291Y1_011199-T1	DBVPG3775_007390-T1
GF00001173	TFCN17291Y1_010973-T1	DBVPG3775_005911-T1
GF00001174	TFCN17291Y1_006621-T1	DBVPG3775_005882-T1
GF00001175	TFCN17291Y1_008754-T1	DBVPG3775_007249-T1
GF00001176	TFCN17291Y1_008763-T1	DBVPG3775_007235-T1
GF00001177	TFCN17291Y1_008777-T1	DBVPG3775_003225-T1
GF00001178	TFCN17291Y1_006975-T1	DBVPG3775_001792-T1
GF00001179	TFCN17291Y1_007028-T1	DBVPG3775_006515-T1
GF00001180	TFCN17291Y1_011502-T1	DBVPG3775_004484-T1
GF00001181	TFCN17291Y1_007075-T1	DBVPG3775_000012-T1
GF00001182	TFCN17291Y1_010311-T1	DBVPG3775_000001-T1
GF00001183	TFCN17291Y1_009151-T1	DBVPG3775_002766-T1
GF00001184	TFCN17291Y1_007298-T1	DBVPG3775_003334-T1
GF00001185	TFCN17291Y1_007271-T1	DBVPG3775_003367-T1
GF00001186	TFCN17291Y1_007354-T1	DBVPG3775_002799-T1
GF00001187	TFCN17291Y1_007425-T1	DBVPG3775_006260-T1
GF00001188	TFCN17291Y1_007881-T1	DBVPG3775_000581-T1
GF00001189	TFCN17291Y1_007948-T1	DBVPG3775_001630-T1
GF00001190	TFCN17291Y1_008080-T1	DBVPG3775_006665-T1
GF00001191	TFCN17291Y1_008178-T1	DBVPG3775_002551-T1
GF00001192	TFCN17291Y1_008189-T1	DBVPG3775_002540-T1
GF00001193	TFCN17291Y1_008221-T1	DBVPG3775_006000-T1
GF00001194	TFCN17291Y1_011779-T1	DBVPG3775_006006-T1
GF00001195	TFCN17291Y1_008248-T1	DBVPG3775_006469-T1
GF00001196	TFCN17291Y1_008253-T1	DBVPG3775_006475-T1
GF00001197	TFCN17291Y1_008260-T1	DBVPG3775_006482-T1
GF00001198	TFCN17291Y1_008266-T1	DBVPG3775_006489-T1
GF00001199	TFCN17291Y1_008629-T1	DBVPG3775_002106-T1
GF00001200	TFCN17291Y1_010162-T1	DBVPG3775_003294-T1
GF00001201	TFCN17291Y1_008829-T1	DBVPG3775_003286-T1
GF00001202	TFCN17291Y1_009024-T1	DBVPG3775_007543-T1
GF00001203	TFCN17291Y1_009149-T1	DBVPG3775_002770-T1
GF00001204	TFCN17291Y1_009286-T1	DBVPG3775_006102-T1
GF00001205	TFCN17291Y1_010032-T1	DBVPG3775_006108-T1
GF00001206	TFCN17291Y1_009305-T1	DBVPG3775_006127-T1
GF00001207	TFCN17291Y1_009529-T1	DBVPG3775_000726-T1
GF00001208	TFCN17291Y1_009538-T1	DBVPG3775_000737-T1
GF00001209	TFCN17291Y1_009911-T1	DBVPG3775_005410-T1
GF00001210	TFCN17291Y1_012505-T1	DBVPG3775_005397-T1
GF00001211	TFCN17291Y1_010204-T1	DBVPG3775_001348-T1
GF00001212	TFCN17291Y1_011494-T1	DBVPG3775_002335-T1
GF00001213	TFCN17291Y1_012160-T1	DBVPG3775_002330-T1
GF00001214	TFCN17291Y1_010595-T1	DBVPG3775_003614-T1
GF00001215	TFCN17291Y1_010848-T1	DBVPG3775_006352-T1
GF00001216	TFCN17291Y1_010858-T1	DBVPG3775_006364-T1
GF00001217	TFCN17291Y1_010902-T1	DBVPG3775_007598-T1
GF00001218	TFCN17291Y1_011425-T1	DBVPG3775_007428-T1
GF00001219	TFCN17291Y1_011644-T1	DBVPG3775_007548-T1
GF00001220	TFCN17291Y1_011744-T1	DBVPG3775_007012-T1
GF00001221	TFCN17291Y1_011739-T1	DBVPG3775_007021-T1
GF00001222	TFCN17291Y1_011660-T1	DBVPG3775_007028-T1
GF00001223	TFCN17291Y1_011869-T1	DBVPG3775_002865-T1
GF00001224	TFCN17291Y1_012420-T1	DBVPG3775_002866-T1
GF00001225	TFCN17291Y1_012671-T1	DBVPG3775_003239-T1
GF00001226	TFCN17291Y1_011940-T1	DBVPG3775_001031-T1
GF00001227	TFCN17291Y1_011946-T1	DBVPG3775_001024-T1
GF00001228	TFCN17291Y1_012066-T1	DBVPG3775_006817-T1
GF00001229	TFCN17291Y1_012367-T1	DBVPG3775_003399-T1
GF00001230	TFCN17291Y1_012698-T1	DBVPG3775_007500-T1
GF00001231	TFCN17291Y1_012485-T1	DBVPG3775_006544-T1
GF00001232	TFCN17291Y1_002468-T1	DBVPG3775_000421-T1
GF00001233	TFCN17291Y1_012489-T1	DBVPG3775_004831-T1
GF00001234	TFCN17291Y1_010051-T1	DBVPG3775_004627-T1
GF00001235	TFCN17291Y1_000001-T1	DBVPG3775_003141-T1
GF00001236	TFCN17291Y1_000002-T1	DBVPG3775_003140-T1
GF00001237	TFCN17291Y1_000003-T1	DBVPG3775_003139-T1
GF00001238	TFCN17291Y1_000671-T1	DBVPG3775_003135-T1
GF00001239	TFCN17291Y1_004675-T1	DBVPG3775_005021-T1
GF00001240	TFCN17291Y1_000674-T1	DBVPG3775_003132-T1
GF00001241	TFCN17291Y1_000677-T1	DBVPG3775_003128-T1
GF00001242	TFCN17291Y1_000012-T1	DBVPG3775_003127-T1
GF00001243	TFCN17291Y1_000679-T1	DBVPG3775_003126-T1
GF00001244	TFCN17291Y1_000680-T1	DBVPG3775_003125-T1
GF00001245	TFCN17291Y1_000015-T1	DBVPG3775_003124-T1
GF00001246	TFCN17291Y1_000018-T1	DBVPG3775_003121-T1
GF00001247	TFCN17291Y1_000019-T1	DBVPG3775_003120-T1
GF00001248	TFCN17291Y1_000685-T1	DBVPG3775_003118-T1
GF00001249	TFCN17291Y1_000021-T1	DBVPG3775_003117-T1
GF00001250	TFCN17291Y1_007799-T1	DBVPG3775_004061-T1
GF00001251	TFCN17291Y1_000703-T1	DBVPG3775_003095-T1
GF00001252	TFCN17291Y1_000025-T1	DBVPG3775_003110-T1
GF00001253	TFCN17291Y1_000690-T1	DBVPG3775_003109-T1
GF00001254	TFCN17291Y1_000692-T1	DBVPG3775_003106-T1
GF00001255	TFCN17291Y1_000032-T1	DBVPG3775_003101-T1
GF00001256	TFCN17291Y1_000699-T1	DBVPG3775_003099-T1
GF00001257	TFCN17291Y1_000036-T1	DBVPG3775_003097-T1
GF00001258	TFCN17291Y1_004158-T1	DBVPG3775_006175-T1
GF00001259	TFCN17291Y1_000040-T1	DBVPG3775_003094-T1
GF00001260	TFCN17291Y1_000041-T1	DBVPG3775_003093-T1
GF00001261	TFCN17291Y1_000706-T1	DBVPG3775_003092-T1
GF00001262	TFCN17291Y1_000043-T1	DBVPG3775_003091-T1
GF00001263	TFCN17291Y1_000044-T1	DBVPG3775_003089-T1
GF00001264	TFCN17291Y1_012382-T1	DBVPG3775_004695-T1
GF00001265	TFCN17291Y1_000045-T1	DBVPG3775_003088-T1
