	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000366	TFCN17291Y1_000124-T1, TFCN17291Y1_000781-T1, TFCN17291Y1_007627-T1, TFCN17291Y1_004575-T1	DBVPG3775_004755-T1, DBVPG3775_005084-T1
GF00000367	TFCN17291Y1_000152-T1, TFCN17291Y1_000808-T1, TFCN17291Y1_000408-T1, TFCN17291Y1_010743-T1	DBVPG3775_000263-T1, DBVPG3775_005116-T1
GF00000368	TFCN17291Y1_000158-T1, TFCN17291Y1_000814-T1, TFCN17291Y1_000815-T1, TFCN17291Y1_000159-T1	DBVPG3775_005122-T1, DBVPG3775_005123-T1
GF00000369	TFCN17291Y1_000164-T1, TFCN17291Y1_000820-T1, TFCN17291Y1_004669-T1, TFCN17291Y1_001251-T1	DBVPG3775_005014-T1, DBVPG3775_005129-T1
GF00000370	TFCN17291Y1_000198-T1, TFCN17291Y1_006898-T1, TFCN17291Y1_000199-T1	DBVPG3775_003991-T1, DBVPG3775_003992-T1, DBVPG3775_003993-T1
GF00000371	TFCN17291Y1_000200-T1, TFCN17291Y1_006899-T1, TFCN17291Y1_006900-T1	DBVPG3775_003994-T1, DBVPG3775_003995-T1, DBVPG3775_003996-T1
GF00000372	TFCN17291Y1_000231-T1, TFCN17291Y1_006931-T1, TFCN17291Y1_011367-T1, TFCN17291Y1_004793-T1	DBVPG3775_003657-T1, DBVPG3775_004029-T1
GF00000373	TFCN17291Y1_000240-T1, TFCN17291Y1_006943-T1, TFCN17291Y1_011631-T1, TFCN17291Y1_003372-T1	DBVPG3775_004042-T1, DBVPG3775_007010-T1
GF00000374	TFCN17291Y1_012025-T1, TFCN17291Y1_008856-T1, TFCN17291Y1_005184-T1, TFCN17291Y1_010626-T1	DBVPG3775_000351-T1, DBVPG3775_000395-T1
GF00000375	TFCN17291Y1_000261-T1, TFCN17291Y1_007804-T1, TFCN17291Y1_007803-T1	DBVPG3775_004065-T1, DBVPG3775_004066-T1, DBVPG3775_004067-T1
GF00000376	TFCN17291Y1_000276-T1, TFCN17291Y1_007820-T1, TFCN17291Y1_006202-T1, TFCN17291Y1_009114-T1	DBVPG3775_002667-T1, DBVPG3775_004085-T1
GF00000377	TFCN17291Y1_000292-T1, TFCN17291Y1_007836-T1, TFCN17291Y1_002162-T1, TFCN17291Y1_008518-T1	DBVPG3775_004103-T1, DBVPG3775_005842-T1
GF00000378	TFCN17291Y1_000318-T1, TFCN17291Y1_007684-T1, TFCN17291Y1_010194-T1, TFCN17291Y1_008789-T1	DBVPG3775_003327-T1, DBVPG3775_004333-T1
GF00000379	TFCN17291Y1_000338-T1, TFCN17291Y1_007704-T1, TFCN17291Y1_000339-T1, TFCN17291Y1_007706-T1	DBVPG3775_004309-T1, DBVPG3775_004311-T1
GF00000380	TFCN17291Y1_003501-T1, TFCN17291Y1_001201-T1, TFCN17291Y1_003668-T1, TFCN17291Y1_001624-T1	DBVPG3775_000790-T1, DBVPG3775_005506-T1
GF00000381	TFCN17291Y1_012896-T1, TFCN17291Y1_010839-T1, TFCN17291Y1_010838-T1, TFCN17291Y1_013004-T1	DBVPG3775_006340-T1, DBVPG3775_006341-T1
GF00000382	TFCN17291Y1_009801-T1, TFCN17291Y1_009765-T1, TFCN17291Y1_009766-T1	DBVPG3775_000288-T1, DBVPG3775_006564-T1, DBVPG3775_006565-T1
GF00000383	TFCN17291Y1_000391-T1, TFCN17291Y1_005124-T1, TFCN17291Y1_006347-T1, TFCN17291Y1_002906-T1	DBVPG3775_000282-T1, DBVPG3775_004913-T1
GF00000384	TFCN17291Y1_009092-T1, TFCN17291Y1_011964-T1, TFCN17291Y1_009093-T1	DBVPG3775_001388-T1, DBVPG3775_001389-T1, DBVPG3775_001390-T1
GF00000385	TFCN17291Y1_000429-T1, TFCN17291Y1_005957-T1, TFCN17291Y1_002067-T1, TFCN17291Y1_010518-T1	DBVPG3775_000238-T1, DBVPG3775_003471-T1
GF00000386	TFCN17291Y1_000433-T1, TFCN17291Y1_005961-T1, TFCN17291Y1_000434-T1, TFCN17291Y1_005962-T1	DBVPG3775_000233-T1, DBVPG3775_000234-T1
GF00000387	TFCN17291Y1_002446-T1, TFCN17291Y1_000903-T1, TFCN17291Y1_001473-T1, TFCN17291Y1_011097-T1	DBVPG3775_001241-T1, DBVPG3775_003969-T1
GF00000388	TFCN17291Y1_000451-T1, TFCN17291Y1_005978-T1, TFCN17291Y1_009970-T1, TFCN17291Y1_008195-T1	DBVPG3775_000216-T1, DBVPG3775_005969-T1
GF00000389	TFCN17291Y1_000460-T1, TFCN17291Y1_005986-T1, TFCN17291Y1_001033-T1, TFCN17291Y1_007759-T1	DBVPG3775_000208-T1, DBVPG3775_001089-T1
GF00000390	TFCN17291Y1_000461-T1, TFCN17291Y1_005987-T1, TFCN17291Y1_012029-T1, TFCN17291Y1_005179-T1	DBVPG3775_000207-T1, DBVPG3775_000346-T1
GF00000391	TFCN17291Y1_000464-T1, TFCN17291Y1_005990-T1, TFCN17291Y1_001603-T1, TFCN17291Y1_003646-T1	DBVPG3775_000202-T1, DBVPG3775_005531-T1
GF00000392	TFCN17291Y1_000521-T1, TFCN17291Y1_009579-T1, TFCN17291Y1_009017-T1, TFCN17291Y1_008105-T1	DBVPG3775_000139-T1, DBVPG3775_007520-T1
GF00000393	TFCN17291Y1_002341-T1, TFCN17291Y1_006495-T1, TFCN17291Y1_011293-T1, TFCN17291Y1_011706-T1, TFCN17291Y1_011297-T1	DBVPG3775_004254-T1
GF00000394	TFCN17291Y1_000539-T1, TFCN17291Y1_009563-T1, TFCN17291Y1_008343-T1, TFCN17291Y1_010984-T1	DBVPG3775_000120-T1, DBVPG3775_005362-T1
GF00000395	TFCN17291Y1_000552-T1, TFCN17291Y1_009550-T1, TFCN17291Y1_003263-T1, TFCN17291Y1_003012-T1	DBVPG3775_000105-T1, DBVPG3775_000960-T1
GF00000396	TFCN17291Y1_000561-T1, TFCN17291Y1_005454-T1, TFCN17291Y1_007460-T1, TFCN17291Y1_012468-T1	DBVPG3775_000094-T1, DBVPG3775_006784-T1
GF00000397	TFCN17291Y1_012080-T1, TFCN17291Y1_008983-T1, TFCN17291Y1_012079-T1	DBVPG3775_004645-T1, DBVPG3775_004646-T1, DBVPG3775_004647-T1
GF00000398	TFCN17291Y1_000586-T1, TFCN17291Y1_005482-T1, TFCN17291Y1_008657-T1, TFCN17291Y1_008669-T1	DBVPG3775_000059-T1, DBVPG3775_002071-T1
GF00000399	TFCN17291Y1_007579-T1, TFCN17291Y1_001983-T1, TFCN17291Y1_003876-T1, TFCN17291Y1_005317-T1	DBVPG3775_002230-T1, DBVPG3775_005648-T1
GF00000400	TFCN17291Y1_009076-T1, TFCN17291Y1_005379-T1, TFCN17291Y1_001621-T1	DBVPG3775_001413-T1, DBVPG3775_001414-T1, DBVPG3775_005510-T1
GF00000401	TFCN17291Y1_003634-T1, TFCN17291Y1_001591-T1, TFCN17291Y1_001590-T1, TFCN17291Y1_003633-T1	DBVPG3775_005544-T1, DBVPG3775_005545-T1
GF00000402	TFCN17291Y1_000859-T1, TFCN17291Y1_001428-T1, TFCN17291Y1_000861-T1, TFCN17291Y1_001430-T1	DBVPG3775_001296-T1, DBVPG3775_001298-T1
GF00000403	TFCN17291Y1_008521-T1, TFCN17291Y1_002159-T1, TFCN17291Y1_005623-T1, TFCN17291Y1_006045-T1	DBVPG3775_005845-T1, DBVPG3775_006039-T1
GF00000404	TFCN17291Y1_000934-T1, TFCN17291Y1_001509-T1, TFCN17291Y1_002453-T1, TFCN17291Y1_004198-T1	DBVPG3775_001203-T1, DBVPG3775_004116-T1
GF00000405	TFCN17291Y1_000959-T1, TFCN17291Y1_001537-T1, TFCN17291Y1_004887-T1, TFCN17291Y1_003960-T1	DBVPG3775_001173-T1, DBVPG3775_001728-T1
GF00000406	TFCN17291Y1_000960-T1, TFCN17291Y1_001538-T1, TFCN17291Y1_006303-T1, TFCN17291Y1_002941-T1	DBVPG3775_001172-T1, DBVPG3775_007402-T1
GF00000407	TFCN17291Y1_002093-T1, TFCN17291Y1_011139-T1, TFCN17291Y1_012083-T1, TFCN17291Y1_008986-T1	DBVPG3775_003497-T1, DBVPG3775_004642-T1
GF00000408	TFCN17291Y1_006966-T1, TFCN17291Y1_007222-T1, TFCN17291Y1_011393-T1, TFCN17291Y1_011856-T1	DBVPG3775_001804-T1, DBVPG3775_007359-T1
GF00000409	TFCN17291Y1_003194-T1, TFCN17291Y1_003590-T1, TFCN17291Y1_002885-T1, TFCN17291Y1_009475-T1	DBVPG3775_000881-T1, DBVPG3775_004888-T1
GF00000410	TFCN17291Y1_001002-T1, TFCN17291Y1_001582-T1, TFCN17291Y1_008578-T1, TFCN17291Y1_007982-T1	DBVPG3775_001122-T1, DBVPG3775_005426-T1
GF00000411	TFCN17291Y1_001005-T1, TFCN17291Y1_001585-T1, TFCN17291Y1_008523-T1, TFCN17291Y1_002157-T1	DBVPG3775_001119-T1, DBVPG3775_005847-T1
GF00000412	TFCN17291Y1_001007-T1, TFCN17291Y1_001587-T1, TFCN17291Y1_003984-T1, TFCN17291Y1_004911-T1	DBVPG3775_001117-T1, DBVPG3775_001698-T1
GF00000413	TFCN17291Y1_008110-T1, TFCN17291Y1_009011-T1, TFCN17291Y1_004071-T1, TFCN17291Y1_005837-T1	DBVPG3775_001533-T1, DBVPG3775_007489-T1
GF00000414	TFCN17291Y1_001079-T1, TFCN17291Y1_002214-T1, TFCN17291Y1_002213-T1	DBVPG3775_002464-T1, DBVPG3775_002465-T1, DBVPG3775_002466-T1
GF00000415	TFCN17291Y1_003585-T1, TFCN17291Y1_003189-T1, TFCN17291Y1_003391-T1, TFCN17291Y1_009589-T1	DBVPG3775_000698-T1, DBVPG3775_000876-T1
GF00000416	TFCN17291Y1_001111-T1, TFCN17291Y1_002246-T1, TFCN17291Y1_008991-T1, TFCN17291Y1_012088-T1	DBVPG3775_002427-T1, DBVPG3775_004637-T1
GF00000417	TFCN17291Y1_002322-T1, TFCN17291Y1_012047-T1, TFCN17291Y1_012500-T1, TFCN17291Y1_002846-T1	DBVPG3775_003841-T1, DBVPG3775_004842-T1
GF00000418	TFCN17291Y1_001141-T1, TFCN17291Y1_002276-T1, TFCN17291Y1_007084-T1, TFCN17291Y1_010309-T1	DBVPG3775_000003-T1, DBVPG3775_002388-T1
GF00000419	TFCN17291Y1_001152-T1, TFCN17291Y1_002288-T1, TFCN17291Y1_004713-T1, TFCN17291Y1_009719-T1	DBVPG3775_002373-T1, DBVPG3775_006968-T1
GF00000420	TFCN17291Y1_006555-T1, TFCN17291Y1_002408-T1, TFCN17291Y1_007220-T1, TFCN17291Y1_006964-T1	DBVPG3775_001806-T1, DBVPG3775_003929-T1
GF00000421	TFCN17291Y1_010970-T1, TFCN17291Y1_006592-T1, TFCN17291Y1_012959-T1, TFCN17291Y1_010969-T1	DBVPG3775_005915-T1, DBVPG3775_007591-T1
GF00000422	TFCN17291Y1_001190-T1, TFCN17291Y1_003489-T1, TFCN17291Y1_012650-T1, TFCN17291Y1_007329-T1	DBVPG3775_000778-T1, DBVPG3775_002516-T1
GF00000423	TFCN17291Y1_002702-T1, TFCN17291Y1_002833-T1, TFCN17291Y1_008563-T1, TFCN17291Y1_002118-T1	DBVPG3775_003524-T1, DBVPG3775_007162-T1
GF00000424	TFCN17291Y1_006444-T1, TFCN17291Y1_006077-T1, TFCN17291Y1_006445-T1	DBVPG3775_004977-T1, DBVPG3775_006912-T1, DBVPG3775_006913-T1
GF00000425	TFCN17291Y1_001252-T1, TFCN17291Y1_004668-T1, TFCN17291Y1_005325-T1, TFCN17291Y1_007588-T1	DBVPG3775_005013-T1, DBVPG3775_005638-T1
GF00000426	TFCN17291Y1_011733-T1, TFCN17291Y1_009785-T1, TFCN17291Y1_011758-T1, TFCN17291Y1_011659-T1	DBVPG3775_006584-T1, DBVPG3775_007027-T1
GF00000427	TFCN17291Y1_001265-T1, TFCN17291Y1_004654-T1, TFCN17291Y1_006203-T1, TFCN17291Y1_009115-T1	DBVPG3775_002665-T1, DBVPG3775_004998-T1
GF00000428	TFCN17291Y1_001278-T1, TFCN17291Y1_004676-T1, TFCN17291Y1_009900-T1, TFCN17291Y1_011000-T1	DBVPG3775_005022-T1, DBVPG3775_005379-T1
GF00000429	TFCN17291Y1_001296-T1, TFCN17291Y1_004695-T1, TFCN17291Y1_005784-T1, TFCN17291Y1_001848-T1	DBVPG3775_002930-T1, DBVPG3775_005041-T1
GF00000430	TFCN17291Y1_001301-T1, TFCN17291Y1_009433-T1, TFCN17291Y1_002982-T1, TFCN17291Y1_003220-T1	DBVPG3775_000912-T1, DBVPG3775_003688-T1
GF00000431	TFCN17291Y1_001306-T1, TFCN17291Y1_009425-T1, TFCN17291Y1_012795-T1, TFCN17291Y1_010115-T1	DBVPG3775_002595-T1, DBVPG3775_003696-T1
GF00000432	TFCN17291Y1_001315-T1, TFCN17291Y1_009417-T1, TFCN17291Y1_003822-T1, TFCN17291Y1_001924-T1	DBVPG3775_002162-T1, DBVPG3775_003708-T1
GF00000433	TFCN17291Y1_001331-T1, TFCN17291Y1_009400-T1, TFCN17291Y1_006479-T1, TFCN17291Y1_011215-T1	DBVPG3775_003725-T1, DBVPG3775_007375-T1
GF00000434	TFCN17291Y1_009182-T1, TFCN17291Y1_004031-T1, TFCN17291Y1_011804-T1, TFCN17291Y1_011805-T1	DBVPG3775_001643-T1, DBVPG3775_001644-T1
GF00000435	TFCN17291Y1_001644-T1, TFCN17291Y1_003687-T1, TFCN17291Y1_011404-T1, TFCN17291Y1_011861-T1	DBVPG3775_005485-T1, DBVPG3775_007454-T1
GF00000436	TFCN17291Y1_001651-T1, TFCN17291Y1_003693-T1, TFCN17291Y1_010666-T1, TFCN17291Y1_003340-T1	DBVPG3775_005478-T1, DBVPG3775_006976-T1
GF00000437	TFCN17291Y1_001671-T1, TFCN17291Y1_012729-T1, TFCN17291Y1_012401-T1, TFCN17291Y1_006566-T1	DBVPG3775_005457-T1, DBVPG3775_005945-T1
GF00000438	TFCN17291Y1_001711-T1, TFCN17291Y1_008453-T1, TFCN17291Y1_001712-T1	DBVPG3775_005285-T1, DBVPG3775_005286-T1, DBVPG3775_005287-T1
GF00000439	TFCN17291Y1_001714-T1, TFCN17291Y1_008455-T1, TFCN17291Y1_003396-T1, TFCN17291Y1_010900-T1	DBVPG3775_000692-T1, DBVPG3775_005289-T1
GF00000440	TFCN17291Y1_001725-T1, TFCN17291Y1_008466-T1, TFCN17291Y1_011512-T1, TFCN17291Y1_003063-T1	DBVPG3775_001887-T1, DBVPG3775_005303-T1
GF00000441	TFCN17291Y1_001732-T1, TFCN17291Y1_009693-T1, TFCN17291Y1_010235-T1, TFCN17291Y1_008047-T1	DBVPG3775_005310-T1, DBVPG3775_005959-T1
GF00000442	TFCN17291Y1_001735-T1, TFCN17291Y1_009690-T1, TFCN17291Y1_003932-T1, TFCN17291Y1_002041-T1	DBVPG3775_002296-T1, DBVPG3775_005313-T1
GF00000443	TFCN17291Y1_001736-T1, TFCN17291Y1_001737-T1, TFCN17291Y1_009688-T1, TFCN17291Y1_009689-T1	DBVPG3775_005314-T1, DBVPG3775_005315-T1
GF00000444	TFCN17291Y1_001739-T1, TFCN17291Y1_009687-T1, TFCN17291Y1_012466-T1, TFCN17291Y1_007462-T1	DBVPG3775_005317-T1, DBVPG3775_006786-T1
GF00000445	TFCN17291Y1_004411-T1, TFCN17291Y1_003735-T1, TFCN17291Y1_012354-T1, TFCN17291Y1_008663-T1	DBVPG3775_002064-T1, DBVPG3775_004459-T1
GF00000446	TFCN17291Y1_001745-T1, TFCN17291Y1_009681-T1, TFCN17291Y1_006554-T1, TFCN17291Y1_002407-T1	DBVPG3775_003928-T1, DBVPG3775_005323-T1
GF00000447	TFCN17291Y1_001750-T1, TFCN17291Y1_009676-T1, TFCN17291Y1_011449-T1	DBVPG3775_005328-T1, DBVPG3775_005329-T1, DBVPG3775_005330-T1
GF00000448	TFCN17291Y1_001773-T1, TFCN17291Y1_006716-T1, TFCN17291Y1_011069-T1, TFCN17291Y1_002441-T1	DBVPG3775_003023-T1, DBVPG3775_003964-T1
GF00000449	TFCN17291Y1_001786-T1, TFCN17291Y1_006728-T1, TFCN17291Y1_012962-T1, TFCN17291Y1_011101-T1	DBVPG3775_003008-T1, DBVPG3775_007577-T1
GF00000450	TFCN17291Y1_001789-T1, TFCN17291Y1_006731-T1, TFCN17291Y1_009300-T1, TFCN17291Y1_010041-T1	DBVPG3775_003005-T1, DBVPG3775_006121-T1
GF00000451	TFCN17291Y1_001797-T1, TFCN17291Y1_006739-T1, TFCN17291Y1_004482-T1, TFCN17291Y1_010353-T1	DBVPG3775_002995-T1, DBVPG3775_003559-T1
GF00000452	TFCN17291Y1_001809-T1, TFCN17291Y1_012789-T1, TFCN17291Y1_011962-T1, TFCN17291Y1_009091-T1	DBVPG3775_001392-T1, DBVPG3775_002978-T1
GF00000453	TFCN17291Y1_004328-T1, TFCN17291Y1_008723-T1, TFCN17291Y1_008075-T1, TFCN17291Y1_010261-T1	DBVPG3775_002037-T1, DBVPG3775_006669-T1
GF00000454	TFCN17291Y1_001842-T1, TFCN17291Y1_005778-T1, TFCN17291Y1_011721-T1, TFCN17291Y1_007315-T1	DBVPG3775_002530-T1, DBVPG3775_002937-T1
GF00000455	TFCN17291Y1_001845-T1, TFCN17291Y1_005781-T1, TFCN17291Y1_001927-T1, TFCN17291Y1_003825-T1	DBVPG3775_002165-T1, DBVPG3775_002934-T1
GF00000456	TFCN17291Y1_008014-T1, TFCN17291Y1_003792-T1, TFCN17291Y1_008020-T1, TFCN17291Y1_003796-T1	DBVPG3775_004387-T1, DBVPG3775_004392-T1
GF00000457	TFCN17291Y1_001881-T1, TFCN17291Y1_011544-T1, TFCN17291Y1_008338-T1, TFCN17291Y1_011540-T1	DBVPG3775_002892-T1, DBVPG3775_002893-T1
GF00000458	TFCN17291Y1_001909-T1, TFCN17291Y1_010287-T1, TFCN17291Y1_006248-T1, TFCN17291Y1_006141-T1	DBVPG3775_002145-T1, DBVPG3775_003832-T1
GF00000459	TFCN17291Y1_001919-T1, TFCN17291Y1_010297-T1, TFCN17291Y1_009652-T1, TFCN17291Y1_007374-T1	DBVPG3775_002156-T1, DBVPG3775_002821-T1
GF00000460	TFCN17291Y1_001920-T1, TFCN17291Y1_010298-T1, TFCN17291Y1_001922-T1, TFCN17291Y1_010300-T1	DBVPG3775_002157-T1, DBVPG3775_002160-T1
GF00000461	TFCN17291Y1_001945-T1, TFCN17291Y1_003844-T1, TFCN17291Y1_006088-T1, TFCN17291Y1_009989-T1	DBVPG3775_002190-T1, DBVPG3775_006283-T1
GF00000462	TFCN17291Y1_010362-T1, TFCN17291Y1_005438-T1, TFCN17291Y1_002393-T1, TFCN17291Y1_005437-T1	DBVPG3775_001479-T1, DBVPG3775_001480-T1
GF00000463	TFCN17291Y1_001969-T1, TFCN17291Y1_003861-T1, TFCN17291Y1_002981-T1, TFCN17291Y1_003221-T1	DBVPG3775_000913-T1, DBVPG3775_002216-T1
GF00000464	TFCN17291Y1_001978-T1, TFCN17291Y1_003870-T1, TFCN17291Y1_003869-T1, TFCN17291Y1_003871-T1	DBVPG3775_002224-T1, DBVPG3775_002225-T1
GF00000465	TFCN17291Y1_001991-T1, TFCN17291Y1_003884-T1, TFCN17291Y1_002149-T1, TFCN17291Y1_008531-T1	DBVPG3775_002240-T1, DBVPG3775_005856-T1
GF00000466	TFCN17291Y1_002015-T1, TFCN17291Y1_003907-T1, TFCN17291Y1_002924-T1, TFCN17291Y1_006326-T1	DBVPG3775_002266-T1, DBVPG3775_004935-T1
GF00000467	TFCN17291Y1_002026-T1, TFCN17291Y1_003918-T1, TFCN17291Y1_003919-T1	DBVPG3775_002277-T1, DBVPG3775_002278-T1, DBVPG3775_002279-T1
GF00000468	TFCN17291Y1_002027-T1, TFCN17291Y1_003920-T1, TFCN17291Y1_002028-T1	DBVPG3775_002280-T1, DBVPG3775_002281-T1, DBVPG3775_002282-T1
GF00000469	TFCN17291Y1_002060-T1, TFCN17291Y1_012928-T1, TFCN17291Y1_004555-T1, TFCN17291Y1_011307-T1	DBVPG3775_002316-T1, DBVPG3775_004784-T1
GF00000470	TFCN17291Y1_002062-T1, TFCN17291Y1_010511-T1, TFCN17291Y1_010510-T1, TFCN17291Y1_010509-T1	DBVPG3775_003464-T1, DBVPG3775_003466-T1
GF00000471	TFCN17291Y1_002097-T1, TFCN17291Y1_011134-T1, TFCN17291Y1_011135-T1	DBVPG3775_003501-T1, DBVPG3775_003502-T1, DBVPG3775_003503-T1
GF00000472	TFCN17291Y1_002150-T1, TFCN17291Y1_008530-T1, TFCN17291Y1_004346-T1, TFCN17291Y1_009889-T1	DBVPG3775_005674-T1, DBVPG3775_005855-T1
GF00000473	TFCN17291Y1_002183-T1, TFCN17291Y1_006458-T1, TFCN17291Y1_007240-T1, TFCN17291Y1_006982-T1	DBVPG3775_001783-T1, DBVPG3775_005820-T1
GF00000474	TFCN17291Y1_010789-T1, TFCN17291Y1_005153-T1, TFCN17291Y1_005703-T1, TFCN17291Y1_011977-T1	DBVPG3775_000317-T1, DBVPG3775_001936-T1
GF00000475	TFCN17291Y1_002334-T1, TFCN17291Y1_012034-T1, TFCN17291Y1_002948-T1, TFCN17291Y1_006310-T1	DBVPG3775_003855-T1, DBVPG3775_007410-T1
GF00000476	TFCN17291Y1_002335-T1, TFCN17291Y1_012033-T1, TFCN17291Y1_008067-T1, TFCN17291Y1_010253-T1	DBVPG3775_003856-T1, DBVPG3775_006677-T1
GF00000477	TFCN17291Y1_002342-T1, TFCN17291Y1_006496-T1, TFCN17291Y1_010623-T1, TFCN17291Y1_008852-T1	DBVPG3775_000400-T1, DBVPG3775_003863-T1
GF00000478	TFCN17291Y1_002371-T1, TFCN17291Y1_006523-T1, TFCN17291Y1_002661-T1, TFCN17291Y1_002792-T1	DBVPG3775_003895-T1, DBVPG3775_005155-T1
GF00000479	TFCN17291Y1_002384-T1, TFCN17291Y1_006537-T1, TFCN17291Y1_006957-T1, TFCN17291Y1_007213-T1	DBVPG3775_001813-T1, DBVPG3775_003910-T1
GF00000480	TFCN17291Y1_002426-T1, TFCN17291Y1_011084-T1, TFCN17291Y1_002884-T1, TFCN17291Y1_009474-T1	DBVPG3775_003949-T1, DBVPG3775_004887-T1
GF00000481	TFCN17291Y1_002429-T1, TFCN17291Y1_011081-T1, TFCN17291Y1_008194-T1, TFCN17291Y1_009971-T1	DBVPG3775_003952-T1, DBVPG3775_005968-T1
GF00000482	TFCN17291Y1_002484-T1, TFCN17291Y1_004228-T1, TFCN17291Y1_002498-T1, TFCN17291Y1_004240-T1	DBVPG3775_004153-T1, DBVPG3775_004167-T1
GF00000483	TFCN17291Y1_002487-T1, TFCN17291Y1_004230-T1, TFCN17291Y1_009364-T1, TFCN17291Y1_003031-T1	DBVPG3775_000983-T1, DBVPG3775_004155-T1
GF00000484	TFCN17291Y1_002488-T1, TFCN17291Y1_004231-T1, TFCN17291Y1_011570-T1, TFCN17291Y1_007877-T1	DBVPG3775_000577-T1, DBVPG3775_004156-T1
GF00000485	TFCN17291Y1_002534-T1, TFCN17291Y1_005264-T1, TFCN17291Y1_007476-T1, TFCN17291Y1_008956-T1	DBVPG3775_004211-T1, DBVPG3775_006802-T1
GF00000486	TFCN17291Y1_007576-T1, TFCN17291Y1_005313-T1, TFCN17291Y1_009350-T1, TFCN17291Y1_012376-T1	DBVPG3775_004702-T1, DBVPG3775_005652-T1
GF00000487	TFCN17291Y1_002556-T1, TFCN17291Y1_005242-T1, TFCN17291Y1_005241-T1	DBVPG3775_001036-T1, DBVPG3775_001037-T1, DBVPG3775_004237-T1
GF00000488	TFCN17291Y1_002563-T1, TFCN17291Y1_005235-T1, TFCN17291Y1_012295-T1, TFCN17291Y1_004460-T1	DBVPG3775_001045-T1, DBVPG3775_004590-T1
GF00000489	TFCN17291Y1_002603-T1, TFCN17291Y1_002742-T1, TFCN17291Y1_005613-T1, TFCN17291Y1_006054-T1	DBVPG3775_005215-T1, DBVPG3775_006030-T1
GF00000490	TFCN17291Y1_002679-T1, TFCN17291Y1_002809-T1, TFCN17291Y1_007740-T1, TFCN17291Y1_005216-T1	DBVPG3775_001066-T1, DBVPG3775_007135-T1
GF00000491	TFCN17291Y1_002837-T1, TFCN17291Y1_012491-T1, TFCN17291Y1_011398-T1, TFCN17291Y1_011852-T1	DBVPG3775_004833-T1, DBVPG3775_007364-T1
GF00000492	TFCN17291Y1_002847-T1, TFCN17291Y1_002853-T1, TFCN17291Y1_009507-T1, TFCN17291Y1_013014-T1	DBVPG3775_004843-T1, DBVPG3775_004847-T1
GF00000493	TFCN17291Y1_002866-T1, TFCN17291Y1_009492-T1, TFCN17291Y1_009493-T1	DBVPG3775_004864-T1, DBVPG3775_004865-T1, DBVPG3775_006880-T1
GF00000494	TFCN17291Y1_002888-T1, TFCN17291Y1_006365-T1, TFCN17291Y1_010551-T1, TFCN17291Y1_005095-T1	DBVPG3775_004892-T1, DBVPG3775_007188-T1
GF00000495	TFCN17291Y1_002921-T1, TFCN17291Y1_006330-T1, TFCN17291Y1_002922-T1, TFCN17291Y1_006329-T1	DBVPG3775_004931-T1, DBVPG3775_004932-T1
GF00000496	TFCN17291Y1_002934-T1, TFCN17291Y1_006296-T1, TFCN17291Y1_003211-T1, TFCN17291Y1_002958-T1	DBVPG3775_000899-T1, DBVPG3775_007395-T1
GF00000497	TFCN17291Y1_002939-T1, TFCN17291Y1_006301-T1, TFCN17291Y1_012858-T1, TFCN17291Y1_003437-T1	DBVPG3775_000647-T1, DBVPG3775_007400-T1
GF00000498	TFCN17291Y1_002952-T1, TFCN17291Y1_003203-T1, TFCN17291Y1_003410-T1, TFCN17291Y1_012548-T1	DBVPG3775_000675-T1, DBVPG3775_000891-T1
GF00000499	TFCN17291Y1_005057-T1, TFCN17291Y1_004159-T1, TFCN17291Y1_005058-T1	DBVPG3775_006176-T1, DBVPG3775_006177-T1, DBVPG3775_006178-T1
GF00000500	TFCN17291Y1_003017-T1, TFCN17291Y1_003268-T1, TFCN17291Y1_007638-T1, TFCN17291Y1_004586-T1	DBVPG3775_000965-T1, DBVPG3775_004741-T1
GF00000501	TFCN17291Y1_003030-T1, TFCN17291Y1_009363-T1, TFCN17291Y1_008778-T1, TFCN17291Y1_006786-T1	DBVPG3775_000982-T1, DBVPG3775_003224-T1
GF00000502	TFCN17291Y1_003042-T1, TFCN17291Y1_009373-T1, TFCN17291Y1_009323-T1, TFCN17291Y1_011325-T1	DBVPG3775_000994-T1, DBVPG3775_004672-T1
GF00000503	TFCN17291Y1_010955-T1, TFCN17291Y1_006577-T1, TFCN17291Y1_009818-T1, TFCN17291Y1_011126-T1	DBVPG3775_003441-T1, DBVPG3775_005932-T1
GF00000504	TFCN17291Y1_012977-T1, TFCN17291Y1_012987-T1, TFCN17291Y1_011699-T1, TFCN17291Y1_012971-T1	DBVPG3775_007574-T1, DBVPG3775_007580-T1
GF00000505	TFCN17291Y1_010904-T1, TFCN17291Y1_005019-T1, TFCN17291Y1_005114-T1, TFCN17291Y1_006165-T1	DBVPG3775_002710-T1, DBVPG3775_007165-T1
GF00000506	TFCN17291Y1_003144-T1, TFCN17291Y1_007846-T1, TFCN17291Y1_004090-T1, TFCN17291Y1_005854-T1	DBVPG3775_000508-T1, DBVPG3775_001556-T1
GF00000507	TFCN17291Y1_003148-T1, TFCN17291Y1_007843-T1, TFCN17291Y1_003149-T1, TFCN17291Y1_007842-T1	DBVPG3775_000513-T1, DBVPG3775_000514-T1
