	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001317	TFCN1702E3902_000275-T1	DBVPG3775_002069-T1
GF00001318	TFCN1702E3902_000279-T1	DBVPG3775_002075-T1
GF00001319	TFCN1702E3902_006286-T1	DBVPG3775_002076-T1
GF00001320	TFCN1702E3902_006288-T1	DBVPG3775_002079-T1
GF00001321	TFCN1702E3902_006290-T1	DBVPG3775_002081-T1
GF00001322	TFCN1702E3902_006294-T1	DBVPG3775_002086-T1
GF00001323	TFCN1702E3902_000288-T1	DBVPG3775_002087-T1
GF00001324	TFCN1702E3902_006296-T1	DBVPG3775_002088-T1
GF00001325	TFCN1702E3902_003419-T1	DBVPG3775_004307-T1
GF00001326	TFCN1702E3902_000291-T1	DBVPG3775_002091-T1
GF00001327	TFCN1702E3902_000292-T1	DBVPG3775_002092-T1
GF00001328	TFCN1702E3902_000296-T1	DBVPG3775_002097-T1
GF00001329	TFCN1702E3902_006305-T1	DBVPG3775_002098-T1
GF00001330	TFCN1702E3902_006306-T1	DBVPG3775_002099-T1
GF00001331	TFCN1702E3902_007215-T1	DBVPG3775_000706-T1
GF00001332	TFCN1702E3902_000301-T1	DBVPG3775_002103-T1
GF00001333	TFCN1702E3902_000302-T1	DBVPG3775_002104-T1
GF00001334	TFCN1702E3902_000303-T1	DBVPG3775_002105-T1
GF00001335	TFCN1702E3902_000306-T1	DBVPG3775_002108-T1
GF00001336	TFCN1702E3902_000307-T1	DBVPG3775_002109-T1
GF00001337	TFCN1702E3902_000309-T1	DBVPG3775_002114-T1
GF00001338	TFCN1702E3902_000310-T1	DBVPG3775_002115-T1
GF00001339	TFCN1702E3902_009368-T1	DBVPG3775_002116-T1
GF00001340	TFCN1702E3902_000312-T1	DBVPG3775_002117-T1
GF00001341	TFCN1702E3902_000314-T1	DBVPG3775_002119-T1
GF00001342	TFCN1702E3902_000315-T1	DBVPG3775_007328-T1
GF00001343	TFCN1702E3902_000317-T1	DBVPG3775_007330-T1
GF00001344	TFCN1702E3902_007147-T1	DBVPG3775_006443-T1
GF00001345	TFCN1702E3902_009192-T1	DBVPG3775_006444-T1
GF00001346	TFCN1702E3902_000319-T1	DBVPG3775_007332-T1
GF00001347	TFCN1702E3902_000321-T1	DBVPG3775_007334-T1
GF00001348	TFCN1702E3902_000322-T1	DBVPG3775_007335-T1
GF00001349	TFCN1702E3902_010579-T1	DBVPG3775_007340-T1
GF00001350	TFCN1702E3902_010569-T1	DBVPG3775_005634-T1
GF00001351	TFCN1702E3902_010566-T1	DBVPG3775_005631-T1
GF00001352	TFCN1702E3902_000339-T1	DBVPG3775_005630-T1
GF00001353	TFCN1702E3902_010563-T1	DBVPG3775_005628-T1
GF00001354	TFCN1702E3902_000345-T1	DBVPG3775_005625-T1
GF00001355	TFCN1702E3902_000346-T1	DBVPG3775_005624-T1
GF00001356	TFCN1702E3902_010558-T1	DBVPG3775_005623-T1
GF00001357	TFCN1702E3902_010557-T1	DBVPG3775_005622-T1
GF00001358	TFCN1702E3902_000350-T1	DBVPG3775_005620-T1
GF00001359	TFCN1702E3902_010554-T1	DBVPG3775_005619-T1
GF00001360	TFCN1702E3902_010552-T1	DBVPG3775_005617-T1
GF00001361	TFCN1702E3902_010551-T1	DBVPG3775_005615-T1
GF00001362	TFCN1702E3902_000355-T1	DBVPG3775_005614-T1
GF00001363	TFCN1702E3902_000357-T1	DBVPG3775_005611-T1
GF00001364	TFCN1702E3902_000358-T1	DBVPG3775_005610-T1
GF00001365	TFCN1702E3902_012488-T1	DBVPG3775_005608-T1
GF00001366	TFCN1702E3902_000361-T1	DBVPG3775_005607-T1
GF00001367	TFCN1702E3902_000362-T1	DBVPG3775_005606-T1
GF00001368	TFCN1702E3902_000363-T1	DBVPG3775_005605-T1
GF00001369	TFCN1702E3902_012481-T1	DBVPG3775_005601-T1
GF00001370	TFCN1702E3902_012480-T1	DBVPG3775_005600-T1
GF00001371	TFCN1702E3902_006101-T1	DBVPG3775_005321-T1
GF00001372	TFCN1702E3902_000374-T1	DBVPG3775_005594-T1
GF00001373	TFCN1702E3902_000377-T1	DBVPG3775_005591-T1
GF00001374	TFCN1702E3902_000378-T1	DBVPG3775_005590-T1
GF00001375	TFCN1702E3902_012737-T1	DBVPG3775_005589-T1
GF00001376	TFCN1702E3902_000380-T1	DBVPG3775_005588-T1
GF00001377	TFCN1702E3902_000400-T1	DBVPG3775_005565-T1
GF00001378	TFCN1702E3902_003290-T1	DBVPG3775_004142-T1
GF00001379	TFCN1702E3902_011148-T1	DBVPG3775_005570-T1
GF00001380	TFCN1702E3902_000398-T1	DBVPG3775_005567-T1
GF00001381	TFCN1702E3902_011151-T1	DBVPG3775_005566-T1
GF00001382	TFCN1702E3902_011155-T1	DBVPG3775_005561-T1
GF00001383	TFCN1702E3902_011156-T1	DBVPG3775_005560-T1
GF00001384	TFCN1702E3902_000406-T1	DBVPG3775_005559-T1
GF00001385	TFCN1702E3902_000407-T1	DBVPG3775_005558-T1
GF00001386	TFCN1702E3902_000408-T1	DBVPG3775_005557-T1
GF00001387	TFCN1702E3902_011161-T1	DBVPG3775_005554-T1
GF00001388	TFCN1702E3902_000412-T1	DBVPG3775_005553-T1
GF00001389	TFCN1702E3902_000413-T1	DBVPG3775_005552-T1
GF00001390	TFCN1702E3902_000414-T1	DBVPG3775_005551-T1
GF00001391	TFCN1702E3902_000416-T1	DBVPG3775_005549-T1
GF00001392	TFCN1702E3902_000422-T1	DBVPG3775_001341-T1
GF00001393	TFCN1702E3902_000423-T1	DBVPG3775_001342-T1
GF00001394	TFCN1702E3902_001891-T1	DBVPG3775_001343-T1
GF00001395	TFCN1702E3902_000425-T1	DBVPG3775_001344-T1
GF00001396	TFCN1702E3902_001887-T1	DBVPG3775_001349-T1
GF00001397	TFCN1702E3902_001885-T1	DBVPG3775_001352-T1
GF00001398	TFCN1702E3902_001884-T1	DBVPG3775_001353-T1
GF00001399	TFCN1702E3902_001883-T1	DBVPG3775_001354-T1
GF00001400	TFCN1702E3902_000433-T1	DBVPG3775_001355-T1
GF00001401	TFCN1702E3902_000435-T1	DBVPG3775_001357-T1
GF00001402	TFCN1702E3902_001879-T1	DBVPG3775_001358-T1
GF00001403	TFCN1702E3902_001878-T1	DBVPG3775_001359-T1
GF00001404	TFCN1702E3902_000440-T1	DBVPG3775_001362-T1
GF00001405	TFCN1702E3902_000441-T1	DBVPG3775_001363-T1
GF00001406	TFCN1702E3902_000442-T1	DBVPG3775_001364-T1
GF00001407	TFCN1702E3902_006144-T1	DBVPG3775_005270-T1
GF00001408	TFCN1702E3902_000444-T1	DBVPG3775_001366-T1
GF00001409	TFCN1702E3902_000446-T1	DBVPG3775_001369-T1
GF00001410	TFCN1702E3902_010868-T1	DBVPG3775_000715-T1
GF00001411	TFCN1702E3902_000451-T1	DBVPG3775_001375-T1
GF00001412	TFCN1702E3902_001860-T1	DBVPG3775_001382-T1
GF00001413	TFCN1702E3902_000458-T1	DBVPG3775_001383-T1
GF00001414	TFCN1702E3902_000459-T1	DBVPG3775_001384-T1
GF00001415	TFCN1702E3902_000461-T1	DBVPG3775_001386-T1
GF00001416	TFCN1702E3902_000462-T1	DBVPG3775_001387-T1
GF00001417	TFCN1702E3902_003479-T1	DBVPG3775_001213-T1
GF00001418	TFCN1702E3902_001850-T1	DBVPG3775_001394-T1
GF00001419	TFCN1702E3902_000469-T1	DBVPG3775_001395-T1
GF00001420	TFCN1702E3902_001848-T1	DBVPG3775_001396-T1
GF00001421	TFCN1702E3902_000471-T1	DBVPG3775_001397-T1
GF00001422	TFCN1702E3902_000472-T1	DBVPG3775_001398-T1
GF00001423	TFCN1702E3902_001845-T1	DBVPG3775_001399-T1
GF00001424	TFCN1702E3902_000474-T1	DBVPG3775_001401-T1
GF00001425	TFCN1702E3902_001843-T1	DBVPG3775_001402-T1
GF00001426	TFCN1702E3902_000479-T1	DBVPG3775_001406-T1
GF00001427	TFCN1702E3902_000480-T1	DBVPG3775_001407-T1
GF00001428	TFCN1702E3902_000481-T1	DBVPG3775_001408-T1
GF00001429	TFCN1702E3902_001838-T1	DBVPG3775_001409-T1
GF00001430	TFCN1702E3902_006546-T1	DBVPG3775_003514-T1
GF00001431	TFCN1702E3902_001837-T1	DBVPG3775_001410-T1
GF00001432	TFCN1702E3902_001836-T1	DBVPG3775_001411-T1
GF00001433	TFCN1702E3902_000487-T1	DBVPG3775_001415-T1
GF00001434	TFCN1702E3902_001830-T1	DBVPG3775_001418-T1
GF00001435	TFCN1702E3902_000493-T1	DBVPG3775_001421-T1
GF00001436	TFCN1702E3902_000494-T1	DBVPG3775_001422-T1
GF00001437	TFCN1702E3902_001825-T1	DBVPG3775_001423-T1
GF00001438	TFCN1702E3902_000496-T1	DBVPG3775_001424-T1
GF00001439	TFCN1702E3902_000500-T1	DBVPG3775_001428-T1
GF00001440	TFCN1702E3902_001820-T1	DBVPG3775_001429-T1
GF00001441	TFCN1702E3902_000503-T1	DBVPG3775_001432-T1
GF00001442	TFCN1702E3902_000505-T1	DBVPG3775_001435-T1
GF00001443	TFCN1702E3902_001815-T1	DBVPG3775_001436-T1
GF00001444	TFCN1702E3902_001814-T1	DBVPG3775_001437-T1
GF00001445	TFCN1702E3902_000508-T1	DBVPG3775_001438-T1
GF00001446	TFCN1702E3902_000509-T1	DBVPG3775_001439-T1
GF00001447	TFCN1702E3902_001810-T1	DBVPG3775_001441-T1
GF00001448	TFCN1702E3902_000512-T1	DBVPG3775_001442-T1
GF00001449	TFCN1702E3902_001808-T1	DBVPG3775_001443-T1
GF00001450	TFCN1702E3902_001807-T1	DBVPG3775_001444-T1
GF00001451	TFCN1702E3902_001806-T1	DBVPG3775_001445-T1
GF00001452	TFCN1702E3902_000516-T1	DBVPG3775_001446-T1
GF00001453	TFCN1702E3902_001804-T1	DBVPG3775_001447-T1
GF00001454	TFCN1702E3902_000522-T1	DBVPG3775_001453-T1
GF00001455	TFCN1702E3902_000524-T1	DBVPG3775_001455-T1
GF00001456	TFCN1702E3902_000525-T1	DBVPG3775_001456-T1
GF00001457	TFCN1702E3902_000526-T1	DBVPG3775_001457-T1
GF00001458	TFCN1702E3902_000530-T1	DBVPG3775_001462-T1
GF00001459	TFCN1702E3902_000531-T1	DBVPG3775_001463-T1
GF00001460	TFCN1702E3902_012376-T1	DBVPG3775_003153-T1
GF00001461	TFCN1702E3902_000534-T1	DBVPG3775_001467-T1
GF00001462	TFCN1702E3902_010763-T1	DBVPG3775_001468-T1
GF00001463	TFCN1702E3902_000536-T1	DBVPG3775_001469-T1
GF00001464	TFCN1702E3902_010768-T1	DBVPG3775_001473-T1
GF00001465	TFCN1702E3902_010769-T1	DBVPG3775_001474-T1
GF00001466	TFCN1702E3902_000546-T1	DBVPG3775_001479-T1
GF00001467	TFCN1702E3902_010773-T1	DBVPG3775_001481-T1
GF00001468	TFCN1702E3902_010776-T1	DBVPG3775_001484-T1
GF00001469	TFCN1702E3902_010777-T1	DBVPG3775_001485-T1
GF00001470	TFCN1702E3902_000554-T1	DBVPG3775_001486-T1
GF00001471	TFCN1702E3902_000555-T1	DBVPG3775_001487-T1
GF00001472	TFCN1702E3902_005374-T1	DBVPG3775_006336-T1
GF00001473	TFCN1702E3902_000563-T1	DBVPG3775_001496-T1
GF00001474	TFCN1702E3902_011085-T1	DBVPG3775_001495-T1
GF00001475	TFCN1702E3902_000564-T1	DBVPG3775_001497-T1
GF00001476	TFCN1702E3902_000565-T1	DBVPG3775_001498-T1
GF00001477	TFCN1702E3902_011090-T1	DBVPG3775_001499-T1
GF00001478	TFCN1702E3902_000567-T1	DBVPG3775_001500-T1
GF00001479	TFCN1702E3902_011094-T1	DBVPG3775_001503-T1
GF00001480	TFCN1702E3902_000570-T1	DBVPG3775_001504-T1
GF00001481	TFCN1702E3902_011099-T1	DBVPG3775_001510-T1
GF00001482	TFCN1702E3902_000575-T1	DBVPG3775_001511-T1
GF00001483	TFCN1702E3902_011101-T1	DBVPG3775_001512-T1
GF00001484	TFCN1702E3902_011103-T1	DBVPG3775_001514-T1
GF00001485	TFCN1702E3902_000579-T1	DBVPG3775_001515-T1
GF00001486	TFCN1702E3902_000580-T1	DBVPG3775_001516-T1
GF00001487	TFCN1702E3902_000583-T1	DBVPG3775_001519-T1
GF00001488	TFCN1702E3902_000584-T1	DBVPG3775_001521-T1
GF00001489	TFCN1702E3902_002475-T1	DBVPG3775_005458-T1
GF00001490	TFCN1702E3902_000585-T1	DBVPG3775_001522-T1
GF00001491	TFCN1702E3902_000586-T1	DBVPG3775_001523-T1
GF00001492	TFCN1702E3902_000587-T1	DBVPG3775_001524-T1
GF00001493	TFCN1702E3902_000588-T1	DBVPG3775_001526-T1
GF00001494	TFCN1702E3902_011335-T1	DBVPG3775_001527-T1
GF00001495	TFCN1702E3902_000590-T1	DBVPG3775_001528-T1
GF00001496	TFCN1702E3902_000592-T1	DBVPG3775_001530-T1
GF00001497	TFCN1702E3902_000593-T1	DBVPG3775_001531-T1
GF00001498	TFCN1702E3902_000594-T1	DBVPG3775_001532-T1
GF00001499	TFCN1702E3902_011323-T1	DBVPG3775_001542-T1
GF00001500	TFCN1702E3902_000601-T1	DBVPG3775_001543-T1
GF00001501	TFCN1702E3902_000602-T1	DBVPG3775_001544-T1
GF00001502	TFCN1702E3902_000605-T1	DBVPG3775_001547-T1
GF00001503	TFCN1702E3902_011315-T1	DBVPG3775_001551-T1
GF00001504	TFCN1702E3902_000610-T1	DBVPG3775_001552-T1
GF00001505	TFCN1702E3902_011311-T1	DBVPG3775_001555-T1
GF00001506	TFCN1702E3902_000615-T1	DBVPG3775_001557-T1
GF00001507	TFCN1702E3902_011308-T1	DBVPG3775_001559-T1
GF00001508	TFCN1702E3902_001323-T1	DBVPG3775_001026-T1
GF00001509	TFCN1702E3902_000621-T1	DBVPG3775_001024-T1
GF00001510	TFCN1702E3902_001320-T1	DBVPG3775_001023-T1
GF00001511	TFCN1702E3902_000623-T1	DBVPG3775_001022-T1
GF00001512	TFCN1702E3902_001318-T1	DBVPG3775_001021-T1
GF00001513	TFCN1702E3902_000626-T1	DBVPG3775_001019-T1
GF00001514	TFCN1702E3902_000629-T1	DBVPG3775_001016-T1
GF00001515	TFCN1702E3902_001313-T1	DBVPG3775_001015-T1
GF00001516	TFCN1702E3902_000632-T1	DBVPG3775_001014-T1
GF00001517	TFCN1702E3902_001311-T1	DBVPG3775_001013-T1
GF00001518	TFCN1702E3902_000634-T1	DBVPG3775_001012-T1
GF00001519	TFCN1702E3902_000635-T1	DBVPG3775_001011-T1
GF00001520	TFCN1702E3902_000636-T1	DBVPG3775_001010-T1
GF00001521	TFCN1702E3902_001307-T1	DBVPG3775_001008-T1
GF00001522	TFCN1702E3902_000641-T1	DBVPG3775_001005-T1
GF00001523	TFCN1702E3902_000642-T1	DBVPG3775_001004-T1
GF00001524	TFCN1702E3902_000643-T1	DBVPG3775_001003-T1
GF00001525	TFCN1702E3902_001302-T1	DBVPG3775_001002-T1
GF00001526	TFCN1702E3902_000648-T1	DBVPG3775_000998-T1
GF00001527	TFCN1702E3902_000649-T1	DBVPG3775_000997-T1
GF00001528	TFCN1702E3902_000650-T1	DBVPG3775_000996-T1
GF00001529	TFCN1702E3902_000654-T1	DBVPG3775_000992-T1
GF00001530	TFCN1702E3902_001287-T1	DBVPG3775_000984-T1
GF00001531	TFCN1702E3902_000656-T1	DBVPG3775_000985-T1
GF00001532	TFCN1702E3902_000657-T1	DBVPG3775_000986-T1
GF00001533	TFCN1702E3902_001290-T1	DBVPG3775_000987-T1
GF00001534	TFCN1702E3902_008984-T1	DBVPG3775_006100-T1
GF00001535	TFCN1702E3902_000722-T1	DBVPG3775_000923-T1
GF00001536	TFCN1702E3902_001612-T1	DBVPG3775_002437-T1
GF00001537	TFCN1702E3902_000666-T1	DBVPG3775_000979-T1
GF00001538	TFCN1702E3902_001278-T1	DBVPG3775_000974-T1
GF00001539	TFCN1702E3902_001277-T1	DBVPG3775_000973-T1
GF00001540	TFCN1702E3902_001276-T1	DBVPG3775_000972-T1
GF00001541	TFCN1702E3902_000674-T1	DBVPG3775_000967-T1
GF00001542	TFCN1702E3902_010472-T1	DBVPG3775_003242-T1
GF00001543	TFCN1702E3902_000678-T1	DBVPG3775_000963-T1
GF00001544	TFCN1702E3902_000679-T1	DBVPG3775_000962-T1
GF00001545	TFCN1702E3902_000680-T1	DBVPG3775_000961-T1
GF00001546	TFCN1702E3902_001983-T1	DBVPG3775_002439-T1
GF00001547	TFCN1702E3902_000683-T1	DBVPG3775_000958-T1
GF00001548	TFCN1702E3902_006048-T1	DBVPG3775_005017-T1
GF00001549	TFCN1702E3902_001260-T1	DBVPG3775_000955-T1
GF00001550	TFCN1702E3902_001258-T1	DBVPG3775_000952-T1
GF00001551	TFCN1702E3902_000689-T1	DBVPG3775_000951-T1
GF00001552	TFCN1702E3902_001256-T1	DBVPG3775_000950-T1
GF00001553	TFCN1702E3902_000692-T1	DBVPG3775_000948-T1
GF00001554	TFCN1702E3902_001253-T1	DBVPG3775_000947-T1
GF00001555	TFCN1702E3902_000696-T1	DBVPG3775_000945-T1
GF00001556	TFCN1702E3902_001250-T1	DBVPG3775_000944-T1
GF00001557	TFCN1702E3902_000700-T1	DBVPG3775_000941-T1
GF00001558	TFCN1702E3902_000701-T1	DBVPG3775_000940-T1
GF00001559	TFCN1702E3902_000702-T1	DBVPG3775_000939-T1
GF00001560	TFCN1702E3902_000703-T1	DBVPG3775_000938-T1
GF00001561	TFCN1702E3902_000704-T1	DBVPG3775_000937-T1
GF00001562	TFCN1702E3902_000705-T1	DBVPG3775_000936-T1
GF00001563	TFCN1702E3902_000706-T1	DBVPG3775_000935-T1
GF00001564	TFCN1702E3902_008883-T1	DBVPG3775_007372-T1
GF00001565	TFCN1702E3902_001217-T1	DBVPG3775_000910-T1
GF00001566	TFCN1702E3902_000710-T1	DBVPG3775_000911-T1
GF00001567	TFCN1702E3902_000713-T1	DBVPG3775_000914-T1
GF00001568	TFCN1702E3902_000717-T1	DBVPG3775_000917-T1
GF00001569	TFCN1702E3902_001224-T1	DBVPG3775_000918-T1
GF00001570	TFCN1702E3902_001225-T1	DBVPG3775_000919-T1
GF00001571	TFCN1702E3902_000720-T1	DBVPG3775_000920-T1
GF00001572	TFCN1702E3902_001227-T1	DBVPG3775_000921-T1
GF00001573	TFCN1702E3902_001234-T1	DBVPG3775_000927-T1
GF00001574	TFCN1702E3902_001235-T1	DBVPG3775_000928-T1
GF00001575	TFCN1702E3902_000728-T1	DBVPG3775_000929-T1
GF00001576	TFCN1702E3902_000729-T1	DBVPG3775_000930-T1
GF00001577	TFCN1702E3902_001238-T1	DBVPG3775_000931-T1
GF00001578	TFCN1702E3902_000731-T1	DBVPG3775_000906-T1
GF00001579	TFCN1702E3902_001211-T1	DBVPG3775_000901-T1
GF00001580	TFCN1702E3902_001207-T1	DBVPG3775_000897-T1
GF00001581	TFCN1702E3902_001205-T1	DBVPG3775_000894-T1
GF00001582	TFCN1702E3902_000741-T1	DBVPG3775_000893-T1
GF00001583	TFCN1702E3902_001201-T1	DBVPG3775_000890-T1
GF00001584	TFCN1702E3902_000744-T1	DBVPG3775_000889-T1
GF00001585	TFCN1702E3902_000745-T1	DBVPG3775_000888-T1
GF00001586	TFCN1702E3902_000746-T1	DBVPG3775_000887-T1
GF00001587	TFCN1702E3902_001196-T1	DBVPG3775_000885-T1
GF00001588	TFCN1702E3902_000748-T1	DBVPG3775_000884-T1
GF00001589	TFCN1702E3902_001194-T1	DBVPG3775_000883-T1
GF00001590	TFCN1702E3902_001193-T1	DBVPG3775_000882-T1
GF00001591	TFCN1702E3902_003526-T1	DBVPG3775_001163-T1
GF00001592	TFCN1702E3902_000752-T1	DBVPG3775_000880-T1
GF00001593	TFCN1702E3902_001190-T1	DBVPG3775_000879-T1
GF00001594	TFCN1702E3902_012494-T1	DBVPG3775_000698-T1
GF00001595	TFCN1702E3902_000757-T1	DBVPG3775_000875-T1
GF00001596	TFCN1702E3902_001186-T1	DBVPG3775_000874-T1
GF00001597	TFCN1702E3902_000759-T1	DBVPG3775_000873-T1
GF00001598	TFCN1702E3902_001183-T1	DBVPG3775_000871-T1
GF00001599	TFCN1702E3902_000762-T1	DBVPG3775_000870-T1
GF00001600	TFCN1702E3902_000763-T1	DBVPG3775_000869-T1
GF00001601	TFCN1702E3902_000766-T1	DBVPG3775_000865-T1
GF00001602	TFCN1702E3902_001177-T1	DBVPG3775_000864-T1
GF00001603	TFCN1702E3902_000768-T1	DBVPG3775_000863-T1
GF00001604	TFCN1702E3902_000769-T1	DBVPG3775_000862-T1
GF00001605	TFCN1702E3902_000770-T1	DBVPG3775_000861-T1
GF00001606	TFCN1702E3902_010102-T1	DBVPG3775_007223-T1
GF00001607	TFCN1702E3902_001171-T1	DBVPG3775_000857-T1
GF00001608	TFCN1702E3902_000775-T1	DBVPG3775_000856-T1
GF00001609	TFCN1702E3902_001168-T1	DBVPG3775_000854-T1
GF00001610	TFCN1702E3902_000778-T1	DBVPG3775_000853-T1
GF00001611	TFCN1702E3902_001166-T1	DBVPG3775_000852-T1
GF00001612	TFCN1702E3902_001165-T1	DBVPG3775_000851-T1
GF00001613	TFCN1702E3902_001164-T1	DBVPG3775_000850-T1
GF00001614	TFCN1702E3902_001078-T1	DBVPG3775_003120-T1
GF00001615	TFCN1702E3902_001162-T1	DBVPG3775_000848-T1
GF00001616	TFCN1702E3902_000784-T1	DBVPG3775_000847-T1
GF00001617	TFCN1702E3902_000785-T1	DBVPG3775_000846-T1
GF00001618	TFCN1702E3902_001158-T1	DBVPG3775_000844-T1
GF00001619	TFCN1702E3902_001157-T1	DBVPG3775_000843-T1
GF00001620	TFCN1702E3902_001155-T1	DBVPG3775_000841-T1
GF00001621	TFCN1702E3902_001154-T1	DBVPG3775_000840-T1
GF00001622	TFCN1702E3902_001153-T1	DBVPG3775_000839-T1
GF00001623	TFCN1702E3902_000795-T1	DBVPG3775_000837-T1
GF00001624	TFCN1702E3902_001149-T1	DBVPG3775_000834-T1
GF00001625	TFCN1702E3902_001148-T1	DBVPG3775_000833-T1
GF00001626	TFCN1702E3902_001144-T1	DBVPG3775_000828-T1
GF00001627	TFCN1702E3902_000806-T1	DBVPG3775_000825-T1
GF00001628	TFCN1702E3902_001141-T1	DBVPG3775_000824-T1
GF00001629	TFCN1702E3902_000808-T1	DBVPG3775_000823-T1
GF00001630	TFCN1702E3902_000809-T1	DBVPG3775_000822-T1
GF00001631	TFCN1702E3902_006375-T1	DBVPG3775_006183-T1
GF00001632	TFCN1702E3902_001138-T1	DBVPG3775_000821-T1
GF00001633	TFCN1702E3902_001135-T1	DBVPG3775_000817-T1
GF00001634	TFCN1702E3902_000815-T1	DBVPG3775_000815-T1
GF00001635	TFCN1702E3902_001131-T1	DBVPG3775_000813-T1
GF00001636	TFCN1702E3902_001130-T1	DBVPG3775_000812-T1
GF00001637	TFCN1702E3902_001128-T1	DBVPG3775_000810-T1
GF00001638	TFCN1702E3902_000822-T1	DBVPG3775_000806-T1
GF00001639	TFCN1702E3902_000824-T1	DBVPG3775_000804-T1
GF00001640	TFCN1702E3902_001123-T1	DBVPG3775_000803-T1
GF00001641	TFCN1702E3902_001122-T1	DBVPG3775_000802-T1
GF00001642	TFCN1702E3902_000829-T1	DBVPG3775_000800-T1
GF00001643	TFCN1702E3902_000830-T1	DBVPG3775_000799-T1
GF00001644	TFCN1702E3902_000831-T1	DBVPG3775_000798-T1
GF00001645	TFCN1702E3902_001117-T1	DBVPG3775_000797-T1
GF00001646	TFCN1702E3902_001116-T1	DBVPG3775_000796-T1
GF00001647	TFCN1702E3902_001115-T1	DBVPG3775_000795-T1
GF00001648	TFCN1702E3902_000835-T1	DBVPG3775_000794-T1
GF00001649	TFCN1702E3902_001109-T1	DBVPG3775_000788-T1
GF00001650	TFCN1702E3902_000840-T1	DBVPG3775_000787-T1
GF00001651	TFCN1702E3902_001106-T1	DBVPG3775_000785-T1
GF00001652	TFCN1702E3902_000844-T1	DBVPG3775_000784-T1
GF00001653	TFCN1702E3902_001104-T1	DBVPG3775_000783-T1
GF00001654	TFCN1702E3902_000847-T1	DBVPG3775_000781-T1
GF00001655	TFCN1702E3902_000849-T1	DBVPG3775_000779-T1
GF00001656	TFCN1702E3902_006675-T1	DBVPG3775_004044-T1
GF00001657	TFCN1702E3902_000856-T1	DBVPG3775_004043-T1
GF00001658	TFCN1702E3902_002755-T1	DBVPG3775_004213-T1
GF00001659	TFCN1702E3902_003818-T1	DBVPG3775_005249-T1
GF00001660	TFCN1702E3902_000861-T1	DBVPG3775_004036-T1
GF00001661	TFCN1702E3902_000864-T1	DBVPG3775_004032-T1
GF00001662	TFCN1702E3902_000866-T1	DBVPG3775_004030-T1
GF00001663	TFCN1702E3902_000868-T1	DBVPG3775_004028-T1
GF00001664	TFCN1702E3902_000869-T1	DBVPG3775_004027-T1
GF00001665	TFCN1702E3902_000870-T1	DBVPG3775_004026-T1
GF00001666	TFCN1702E3902_001074-T1	DBVPG3775_003111-T1
GF00001667	TFCN1702E3902_000872-T1	DBVPG3775_004024-T1
GF00001668	TFCN1702E3902_000873-T1	DBVPG3775_004023-T1
GF00001669	TFCN1702E3902_006655-T1	DBVPG3775_004022-T1
GF00001670	TFCN1702E3902_000877-T1	DBVPG3775_004018-T1
GF00001671	TFCN1702E3902_006651-T1	DBVPG3775_004017-T1
GF00001672	TFCN1702E3902_012754-T1	DBVPG3775_004015-T1
GF00001673	TFCN1702E3902_000881-T1	DBVPG3775_004014-T1
GF00001674	TFCN1702E3902_012752-T1	DBVPG3775_004013-T1
GF00001675	TFCN1702E3902_012751-T1	DBVPG3775_004012-T1
GF00001676	TFCN1702E3902_012750-T1	DBVPG3775_004011-T1
GF00001677	TFCN1702E3902_012749-T1	DBVPG3775_004010-T1
GF00001678	TFCN1702E3902_000889-T1	DBVPG3775_004007-T1
GF00001679	TFCN1702E3902_004321-T1	DBVPG3775_004006-T1
GF00001680	TFCN1702E3902_000892-T1	DBVPG3775_004004-T1
GF00001681	TFCN1702E3902_000893-T1	DBVPG3775_004003-T1
GF00001682	TFCN1702E3902_000897-T1	DBVPG3775_003999-T1
GF00001683	TFCN1702E3902_000898-T1	DBVPG3775_003998-T1
GF00001684	TFCN1702E3902_004333-T1	DBVPG3775_003989-T1
GF00001685	TFCN1702E3902_000902-T1	DBVPG3775_003988-T1
GF00001686	TFCN1702E3902_000903-T1	DBVPG3775_003987-T1
GF00001687	TFCN1702E3902_000905-T1	DBVPG3775_003984-T1
GF00001688	TFCN1702E3902_004338-T1	DBVPG3775_003983-T1
GF00001689	TFCN1702E3902_000909-T1	DBVPG3775_003979-T1
GF00001690	TFCN1702E3902_000910-T1	DBVPG3775_003978-T1
GF00001691	TFCN1702E3902_004343-T1	DBVPG3775_003977-T1
GF00001692	TFCN1702E3902_004344-T1	DBVPG3775_003976-T1
GF00001693	TFCN1702E3902_000913-T1	DBVPG3775_003975-T1
GF00001694	TFCN1702E3902_004346-T1	DBVPG3775_003974-T1
GF00001695	TFCN1702E3902_004347-T1	DBVPG3775_003973-T1
GF00001696	TFCN1702E3902_000921-T1	DBVPG3775_005142-T1
GF00001697	TFCN1702E3902_004350-T1	DBVPG3775_005141-T1
GF00001698	TFCN1702E3902_004351-T1	DBVPG3775_005140-T1
GF00001699	TFCN1702E3902_000926-T1	DBVPG3775_005137-T1
GF00001700	TFCN1702E3902_000927-T1	DBVPG3775_005136-T1
GF00001701	TFCN1702E3902_004356-T1	DBVPG3775_005134-T1
GF00001702	TFCN1702E3902_004357-T1	DBVPG3775_005133-T1
