	Rhodotorula_mucilaginosa_TFCN_17-334D-6.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001634	TFCN17334D6_000950-T1	DBVPG3775_002499-T1
GF00001635	TFCN17334D6_007190-T1	DBVPG3775_002498-T1
GF00001636	TFCN17334D6_000952-T1	DBVPG3775_002497-T1
GF00001637	TFCN17334D6_007188-T1	DBVPG3775_002496-T1
GF00001638	TFCN17334D6_000954-T1	DBVPG3775_002495-T1
GF00001639	TFCN17334D6_000955-T1	DBVPG3775_002494-T1
GF00001640	TFCN17334D6_000956-T1	DBVPG3775_002493-T1
GF00001641	TFCN17334D6_000963-T1	DBVPG3775_002487-T1
GF00001642	TFCN17334D6_000965-T1	DBVPG3775_002485-T1
GF00001643	TFCN17334D6_013506-T1	DBVPG3775_002482-T1
GF00001644	TFCN17334D6_000970-T1	DBVPG3775_002481-T1
GF00001645	TFCN17334D6_013508-T1	DBVPG3775_002480-T1
GF00001646	TFCN17334D6_000972-T1	DBVPG3775_002479-T1
GF00001647	TFCN17334D6_013510-T1	DBVPG3775_002478-T1
GF00001648	TFCN17334D6_000974-T1	DBVPG3775_002477-T1
GF00001649	TFCN17334D6_013512-T1	DBVPG3775_002476-T1
GF00001650	TFCN17334D6_000976-T1	DBVPG3775_002475-T1
GF00001651	TFCN17334D6_000977-T1	DBVPG3775_002474-T1
GF00001652	TFCN17334D6_000978-T1	DBVPG3775_002473-T1
GF00001653	TFCN17334D6_000981-T1	DBVPG3775_002471-T1
GF00001654	TFCN17334D6_000982-T1	DBVPG3775_002470-T1
GF00001655	TFCN17334D6_000983-T1	DBVPG3775_002469-T1
GF00001656	TFCN17334D6_000985-T1	DBVPG3775_002467-T1
GF00001657	TFCN17334D6_000986-T1	DBVPG3775_002466-T1
GF00001658	TFCN17334D6_014120-T1	DBVPG3775_002465-T1
GF00001659	TFCN17334D6_014119-T1	DBVPG3775_002464-T1
GF00001660	TFCN17334D6_000992-T1	DBVPG3775_002461-T1
GF00001661	TFCN17334D6_000993-T1	DBVPG3775_002460-T1
GF00001662	TFCN17334D6_000994-T1	DBVPG3775_002459-T1
GF00001663	TFCN17334D6_000996-T1	DBVPG3775_002457-T1
GF00001664	TFCN17334D6_013903-T1	DBVPG3775_002456-T1
GF00001665	TFCN17334D6_000998-T1	DBVPG3775_002455-T1
GF00001666	TFCN17334D6_013905-T1	DBVPG3775_002454-T1
GF00001667	TFCN17334D6_001000-T1	DBVPG3775_002453-T1
GF00001668	TFCN17334D6_013907-T1	DBVPG3775_002452-T1
GF00001669	TFCN17334D6_001002-T1	DBVPG3775_002451-T1
GF00001670	TFCN17334D6_010972-T1	DBVPG3775_006874-T1
GF00001671	TFCN17334D6_001003-T1	DBVPG3775_002450-T1
GF00001672	TFCN17334D6_001004-T1	DBVPG3775_002449-T1
GF00001673	TFCN17334D6_001005-T1	DBVPG3775_002448-T1
GF00001674	TFCN17334D6_001006-T1	DBVPG3775_002447-T1
GF00001675	TFCN17334D6_001337-T1	DBVPG3775_004406-T1
GF00001676	TFCN17334D6_014465-T1	DBVPG3775_002445-T1
GF00001677	TFCN17334D6_001010-T1	DBVPG3775_002443-T1
GF00001678	TFCN17334D6_001011-T1	DBVPG3775_002442-T1
GF00001679	TFCN17334D6_001012-T1	DBVPG3775_002441-T1
GF00001680	TFCN17334D6_001013-T1	DBVPG3775_002440-T1
GF00001681	TFCN17334D6_001016-T1	DBVPG3775_002437-T1
GF00001682	TFCN17334D6_002679-T1	DBVPG3775_002436-T1
GF00001683	TFCN17334D6_001019-T1	DBVPG3775_002434-T1
GF00001684	TFCN17334D6_002676-T1	DBVPG3775_002433-T1
GF00001685	TFCN17334D6_002674-T1	DBVPG3775_002431-T1
GF00001686	TFCN17334D6_002673-T1	DBVPG3775_002430-T1
GF00001687	TFCN17334D6_002672-T1	DBVPG3775_002429-T1
GF00001688	TFCN17334D6_001025-T1	DBVPG3775_002426-T1
GF00001689	TFCN17334D6_002668-T1	DBVPG3775_002424-T1
GF00001690	TFCN17334D6_001028-T1	DBVPG3775_002423-T1
GF00001691	TFCN17334D6_002666-T1	DBVPG3775_002422-T1
GF00001692	TFCN17334D6_002665-T1	DBVPG3775_002421-T1
GF00001693	TFCN17334D6_001032-T1	DBVPG3775_002419-T1
GF00001694	TFCN17334D6_001033-T1	DBVPG3775_002418-T1
GF00001695	TFCN17334D6_001034-T1	DBVPG3775_002417-T1
GF00001696	TFCN17334D6_002660-T1	DBVPG3775_002416-T1
GF00001697	TFCN17334D6_001036-T1	DBVPG3775_002415-T1
GF00001698	TFCN17334D6_001037-T1	DBVPG3775_002414-T1
GF00001699	TFCN17334D6_001038-T1	DBVPG3775_002413-T1
GF00001700	TFCN17334D6_001042-T1	DBVPG3775_002408-T1
GF00001701	TFCN17334D6_001043-T1	DBVPG3775_002407-T1
GF00001702	TFCN17334D6_001047-T1	DBVPG3775_002402-T1
GF00001703	TFCN17334D6_001048-T1	DBVPG3775_002401-T1
GF00001704	TFCN17334D6_002645-T1	DBVPG3775_002400-T1
GF00001705	TFCN17334D6_002644-T1	DBVPG3775_002399-T1
GF00001706	TFCN17334D6_002641-T1	DBVPG3775_002396-T1
GF00001707	TFCN17334D6_001053-T1	DBVPG3775_002395-T1
GF00001708	TFCN17334D6_002638-T1	DBVPG3775_002393-T1
GF00001709	TFCN17334D6_002636-T1	DBVPG3775_002391-T1
GF00001710	TFCN17334D6_001058-T1	DBVPG3775_002390-T1
GF00001711	TFCN17334D6_002634-T1	DBVPG3775_002389-T1
GF00001712	TFCN17334D6_002632-T1	DBVPG3775_002387-T1
GF00001713	TFCN17334D6_001062-T1	DBVPG3775_002383-T1
GF00001714	TFCN17334D6_001065-T1	DBVPG3775_002381-T1
GF00001715	TFCN17334D6_001066-T1	DBVPG3775_002380-T1
GF00001716	TFCN17334D6_001068-T1	DBVPG3775_002378-T1
GF00001717	TFCN17334D6_002623-T1	DBVPG3775_002375-T1
GF00001718	TFCN17334D6_002622-T1	DBVPG3775_002374-T1
GF00001719	TFCN17334D6_001076-T1	DBVPG3775_002372-T1
GF00001720	TFCN17334D6_002619-T1	DBVPG3775_002371-T1
GF00001721	TFCN17334D6_002618-T1	DBVPG3775_002370-T1
GF00001722	TFCN17334D6_002615-T1	DBVPG3775_002367-T1
GF00001723	TFCN17334D6_001082-T1	DBVPG3775_002366-T1
GF00001724	TFCN17334D6_003797-T1	DBVPG3775_001179-T1
GF00001725	TFCN17334D6_002613-T1	DBVPG3775_002365-T1
GF00001726	TFCN17334D6_001085-T1	DBVPG3775_002363-T1
GF00001727	TFCN17334D6_001086-T1	DBVPG3775_002362-T1
GF00001728	TFCN17334D6_002607-T1	DBVPG3775_000747-T1
GF00001729	TFCN17334D6_002606-T1	DBVPG3775_000748-T1
GF00001730	TFCN17334D6_002605-T1	DBVPG3775_000749-T1
GF00001731	TFCN17334D6_001092-T1	DBVPG3775_000750-T1
GF00001732	TFCN17334D6_001093-T1	DBVPG3775_000751-T1
GF00001733	TFCN17334D6_001094-T1	DBVPG3775_000752-T1
GF00001734	TFCN17334D6_001097-T1	DBVPG3775_000755-T1
GF00001735	TFCN17334D6_001098-T1	DBVPG3775_000756-T1
GF00001736	TFCN17334D6_002597-T1	DBVPG3775_000757-T1
GF00001737	TFCN17334D6_002596-T1	DBVPG3775_000758-T1
GF00001738	TFCN17334D6_002592-T1	DBVPG3775_000761-T1
GF00001739	TFCN17334D6_002591-T1	DBVPG3775_000762-T1
GF00001740	TFCN17334D6_001109-T1	DBVPG3775_000771-T1
GF00001741	TFCN17334D6_001110-T1	DBVPG3775_000769-T1
GF00001742	TFCN17334D6_001111-T1	DBVPG3775_000768-T1
GF00001743	TFCN17334D6_002588-T1	DBVPG3775_000766-T1
GF00001744	TFCN17334D6_002589-T1	DBVPG3775_000765-T1
GF00001745	TFCN17334D6_013645-T1	DBVPG3775_002924-T1
GF00001746	TFCN17334D6_001120-T1	DBVPG3775_002926-T1
GF00001747	TFCN17334D6_013642-T1	DBVPG3775_002927-T1
GF00001748	TFCN17334D6_001122-T1	DBVPG3775_002928-T1
GF00001749	TFCN17334D6_001123-T1	DBVPG3775_002929-T1
GF00001750	TFCN17334D6_014593-T1	DBVPG3775_002931-T1
GF00001751	TFCN17334D6_004899-T1	DBVPG3775_002938-T1
GF00001752	TFCN17334D6_001134-T1	DBVPG3775_002939-T1
GF00001753	TFCN17334D6_001135-T1	DBVPG3775_002940-T1
GF00001754	TFCN17334D6_004907-T1	DBVPG3775_002945-T1
GF00001755	TFCN17334D6_001144-T1	DBVPG3775_002949-T1
GF00001756	TFCN17334D6_001145-T1	DBVPG3775_002950-T1
GF00001757	TFCN17334D6_006534-T1	DBVPG3775_004772-T1
GF00001758	TFCN17334D6_001147-T1	DBVPG3775_002952-T1
GF00001759	TFCN17334D6_001148-T1	DBVPG3775_002953-T1
GF00001760	TFCN17334D6_004916-T1	DBVPG3775_002954-T1
GF00001761	TFCN17334D6_004917-T1	DBVPG3775_002955-T1
GF00001762	TFCN17334D6_001151-T1	DBVPG3775_002956-T1
GF00001763	TFCN17334D6_001152-T1	DBVPG3775_002957-T1
GF00001764	TFCN17334D6_001153-T1	DBVPG3775_002958-T1
GF00001765	TFCN17334D6_001154-T1	DBVPG3775_002959-T1
GF00001766	TFCN17334D6_004922-T1	DBVPG3775_002960-T1
GF00001767	TFCN17334D6_004924-T1	DBVPG3775_002961-T1
GF00001768	TFCN17334D6_001157-T1	DBVPG3775_002962-T1
GF00001769	TFCN17334D6_001159-T1	DBVPG3775_002964-T1
GF00001770	TFCN17334D6_001162-T1	DBVPG3775_002966-T1
GF00001771	TFCN17334D6_004930-T1	DBVPG3775_002967-T1
GF00001772	TFCN17334D6_001164-T1	DBVPG3775_002968-T1
GF00001773	TFCN17334D6_001165-T1	DBVPG3775_002969-T1
GF00001774	TFCN17334D6_004933-T1	DBVPG3775_002970-T1
GF00001775	TFCN17334D6_001167-T1	DBVPG3775_002971-T1
GF00001776	TFCN17334D6_001168-T1	DBVPG3775_002972-T1
GF00001777	TFCN17334D6_004936-T1	DBVPG3775_002973-T1
GF00001778	TFCN17334D6_001170-T1	DBVPG3775_002974-T1
GF00001779	TFCN17334D6_001172-T1	DBVPG3775_002976-T1
GF00001780	TFCN17334D6_006321-T1	DBVPG3775_001171-T1
GF00001781	TFCN17334D6_011521-T1	DBVPG3775_007459-T1
GF00001782	TFCN17334D6_014589-T1	DBVPG3775_002980-T1
GF00001783	TFCN17334D6_001179-T1	DBVPG3775_002981-T1
GF00001784	TFCN17334D6_011786-T1	DBVPG3775_002982-T1
GF00001785	TFCN17334D6_001181-T1	DBVPG3775_002983-T1
GF00001786	TFCN17334D6_001182-T1	DBVPG3775_002984-T1
GF00001787	TFCN17334D6_001188-T1	DBVPG3775_002989-T1
GF00001788	TFCN17334D6_001189-T1	DBVPG3775_002990-T1
GF00001789	TFCN17334D6_001192-T1	DBVPG3775_002993-T1
GF00001790	TFCN17334D6_001195-T1	DBVPG3775_002996-T1
GF00001791	TFCN17334D6_010045-T1	DBVPG3775_006562-T1
GF00001792	TFCN17334D6_011805-T1	DBVPG3775_003001-T1
GF00001793	TFCN17334D6_011807-T1	DBVPG3775_003004-T1
GF00001794	TFCN17334D6_001204-T1	DBVPG3775_003006-T1
GF00001795	TFCN17334D6_001207-T1	DBVPG3775_003009-T1
GF00001796	TFCN17334D6_011814-T1	DBVPG3775_003010-T1
GF00001797	TFCN17334D6_001209-T1	DBVPG3775_003012-T1
GF00001798	TFCN17334D6_001210-T1	DBVPG3775_003013-T1
GF00001799	TFCN17334D6_001211-T1	DBVPG3775_003014-T1
GF00001800	TFCN17334D6_001213-T1	DBVPG3775_003016-T1
GF00001801	TFCN17334D6_001214-T1	DBVPG3775_003017-T1
GF00001802	TFCN17334D6_001218-T1	DBVPG3775_003021-T1
GF00001803	TFCN17334D6_001219-T1	DBVPG3775_003022-T1
GF00001804	TFCN17334D6_009985-T1	DBVPG3775_003025-T1
GF00001805	TFCN17334D6_001223-T1	DBVPG3775_003026-T1
GF00001806	TFCN17334D6_001225-T1	DBVPG3775_003028-T1
GF00001807	TFCN17334D6_009367-T1	DBVPG3775_002676-T1
GF00001808	TFCN17334D6_009981-T1	DBVPG3775_003029-T1
GF00001809	TFCN17334D6_009980-T1	DBVPG3775_003030-T1
GF00001810	TFCN17334D6_001230-T1	DBVPG3775_003032-T1
GF00001811	TFCN17334D6_001231-T1	DBVPG3775_003033-T1
GF00001812	TFCN17334D6_001232-T1	DBVPG3775_003034-T1
GF00001813	TFCN17334D6_004038-T1	DBVPG3775_007146-T1
GF00001814	TFCN17334D6_001234-T1	DBVPG3775_003036-T1
GF00001815	TFCN17334D6_001235-T1	DBVPG3775_003037-T1
GF00001816	TFCN17334D6_001237-T1	DBVPG3775_003040-T1
GF00001817	TFCN17334D6_001238-T1	DBVPG3775_003041-T1
GF00001818	TFCN17334D6_001239-T1	DBVPG3775_003042-T1
GF00001819	TFCN17334D6_001241-T1	DBVPG3775_003044-T1
GF00001820	TFCN17334D6_003112-T1	DBVPG3775_000680-T1
GF00001821	TFCN17334D6_009552-T1	DBVPG3775_006100-T1
GF00001822	TFCN17334D6_009963-T1	DBVPG3775_003046-T1
GF00001823	TFCN17334D6_001245-T1	DBVPG3775_003047-T1
GF00001824	TFCN17334D6_010034-T1	DBVPG3775_006551-T1
GF00001825	TFCN17334D6_001248-T1	DBVPG3775_006552-T1
GF00001826	TFCN17334D6_001249-T1	DBVPG3775_006553-T1
GF00001827	TFCN17334D6_001250-T1	DBVPG3775_006554-T1
GF00001828	TFCN17334D6_001253-T1	DBVPG3775_006557-T1
GF00001829	TFCN17334D6_001254-T1	DBVPG3775_006558-T1
GF00001830	TFCN17334D6_010042-T1	DBVPG3775_006559-T1
GF00001831	TFCN17334D6_001256-T1	DBVPG3775_006560-T1
GF00001832	TFCN17334D6_010044-T1	DBVPG3775_006561-T1
GF00001833	TFCN17334D6_005823-T1	DBVPG3775_001234-T1
GF00001834	TFCN17334D6_001261-T1	DBVPG3775_006565-T1
GF00001835	TFCN17334D6_001262-T1	DBVPG3775_006566-T1
GF00001836	TFCN17334D6_001265-T1	DBVPG3775_006569-T1
GF00001837	TFCN17334D6_010053-T1	DBVPG3775_006570-T1
GF00001838	TFCN17334D6_001267-T1	DBVPG3775_006571-T1
GF00001839	TFCN17334D6_001268-T1	DBVPG3775_006572-T1
GF00001840	TFCN17334D6_001271-T1	DBVPG3775_006575-T1
GF00001841	TFCN17334D6_001275-T1	DBVPG3775_006579-T1
GF00001842	TFCN17334D6_013144-T1	DBVPG3775_006583-T1
GF00001843	TFCN17334D6_001282-T1	DBVPG3775_006586-T1
GF00001844	TFCN17334D6_001283-T1	DBVPG3775_006587-T1
GF00001845	TFCN17334D6_001285-T1	DBVPG3775_004353-T1
GF00001846	TFCN17334D6_001286-T1	DBVPG3775_004354-T1
GF00001847	TFCN17334D6_001639-T1	DBVPG3775_004355-T1
GF00001848	TFCN17334D6_001640-T1	DBVPG3775_004356-T1
GF00001849	TFCN17334D6_001641-T1	DBVPG3775_004357-T1
GF00001850	TFCN17334D6_001291-T1	DBVPG3775_004359-T1
GF00001851	TFCN17334D6_001292-T1	DBVPG3775_004360-T1
GF00001852	TFCN17334D6_001645-T1	DBVPG3775_004361-T1
GF00001853	TFCN17334D6_001294-T1	DBVPG3775_004362-T1
GF00001854	TFCN17334D6_001647-T1	DBVPG3775_004363-T1
GF00001855	TFCN17334D6_001300-T1	DBVPG3775_004371-T1
GF00001856	TFCN17334D6_001301-T1	DBVPG3775_004372-T1
GF00001857	TFCN17334D6_001307-T1	DBVPG3775_004378-T1
GF00001858	TFCN17334D6_001659-T1	DBVPG3775_004379-T1
GF00001859	TFCN17334D6_001309-T1	DBVPG3775_004380-T1
GF00001860	TFCN17334D6_001312-T1	DBVPG3775_004383-T1
GF00001861	TFCN17334D6_001666-T1	DBVPG3775_004385-T1
GF00001862	TFCN17334D6_001667-T1	DBVPG3775_004386-T1
GF00001863	TFCN17334D6_011661-T1	DBVPG3775_002914-T1
GF00001864	TFCN17334D6_001671-T1	DBVPG3775_004390-T1
GF00001865	TFCN17334D6_001323-T1	DBVPG3775_004393-T1
GF00001866	TFCN17334D6_001324-T1	DBVPG3775_004394-T1
GF00001867	TFCN17334D6_001325-T1	DBVPG3775_004395-T1
GF00001868	TFCN17334D6_001326-T1	DBVPG3775_004396-T1
GF00001869	TFCN17334D6_001331-T1	DBVPG3775_004400-T1
GF00001870	TFCN17334D6_001332-T1	DBVPG3775_004401-T1
GF00001871	TFCN17334D6_001681-T1	DBVPG3775_004402-T1
GF00001872	TFCN17334D6_001683-T1	DBVPG3775_004404-T1
GF00001873	TFCN17334D6_001684-T1	DBVPG3775_004405-T1
GF00001874	TFCN17334D6_001338-T1	DBVPG3775_004407-T1
GF00001875	TFCN17334D6_001339-T1	DBVPG3775_004408-T1
GF00001876	TFCN17334D6_001341-T1	DBVPG3775_004410-T1
GF00001877	TFCN17334D6_001342-T1	DBVPG3775_004411-T1
GF00001878	TFCN17334D6_001343-T1	DBVPG3775_004412-T1
GF00001879	TFCN17334D6_001344-T1	DBVPG3775_004413-T1
GF00001880	TFCN17334D6_001345-T1	DBVPG3775_004414-T1
GF00001881	TFCN17334D6_001694-T1	DBVPG3775_004415-T1
GF00001882	TFCN17334D6_001348-T1	DBVPG3775_004417-T1
GF00001883	TFCN17334D6_001349-T1	DBVPG3775_004418-T1
GF00001884	TFCN17334D6_001697-T1	DBVPG3775_004419-T1
GF00001885	TFCN17334D6_001351-T1	DBVPG3775_004420-T1
GF00001886	TFCN17334D6_001352-T1	DBVPG3775_004421-T1
GF00001887	TFCN17334D6_001704-T1	DBVPG3775_004426-T1
GF00001888	TFCN17334D6_001360-T1	DBVPG3775_004428-T1
GF00001889	TFCN17334D6_001708-T1	DBVPG3775_004429-T1
GF00001890	TFCN17334D6_001711-T1	DBVPG3775_004431-T1
GF00001891	TFCN17334D6_001365-T1	DBVPG3775_004432-T1
GF00001892	TFCN17334D6_001713-T1	DBVPG3775_004433-T1
GF00001893	TFCN17334D6_001367-T1	DBVPG3775_004434-T1
GF00001894	TFCN17334D6_001716-T1	DBVPG3775_004437-T1
GF00001895	TFCN17334D6_001371-T1	DBVPG3775_004438-T1
GF00001896	TFCN17334D6_001372-T1	DBVPG3775_004439-T1
GF00001897	TFCN17334D6_001375-T1	DBVPG3775_004442-T1
GF00001898	TFCN17334D6_001726-T1	DBVPG3775_004443-T1
GF00001899	TFCN17334D6_001377-T1	DBVPG3775_004445-T1
GF00001900	TFCN17334D6_001378-T1	DBVPG3775_004446-T1
GF00001901	TFCN17334D6_001379-T1	DBVPG3775_004447-T1
GF00001902	TFCN17334D6_001722-T1	DBVPG3775_004448-T1
GF00001903	TFCN17334D6_001719-T1	DBVPG3775_004451-T1
GF00001904	TFCN17334D6_013296-T1	DBVPG3775_001999-T1
GF00001905	TFCN17334D6_001388-T1	DBVPG3775_004456-T1
GF00001906	TFCN17334D6_001389-T1	DBVPG3775_004457-T1
GF00001907	TFCN17334D6_001733-T1	DBVPG3775_004458-T1
GF00001908	TFCN17334D6_001393-T1	DBVPG3775_004460-T1
GF00001909	TFCN17334D6_001394-T1	DBVPG3775_004461-T1
GF00001910	TFCN17334D6_001738-T1	DBVPG3775_004463-T1
GF00001911	TFCN17334D6_001397-T1	DBVPG3775_004464-T1
GF00001912	TFCN17334D6_001740-T1	DBVPG3775_004465-T1
GF00001913	TFCN17334D6_001741-T1	DBVPG3775_004467-T1
GF00001914	TFCN17334D6_001742-T1	DBVPG3775_004468-T1
GF00001915	TFCN17334D6_001744-T1	DBVPG3775_004470-T1
GF00001916	TFCN17334D6_001745-T1	DBVPG3775_004471-T1
GF00001917	TFCN17334D6_001405-T1	DBVPG3775_004473-T1
GF00001918	TFCN17334D6_001406-T1	DBVPG3775_004474-T1
GF00001919	TFCN17334D6_001749-T1	DBVPG3775_004476-T1
GF00001920	TFCN17334D6_001409-T1	DBVPG3775_004477-T1
GF00001921	TFCN17334D6_001751-T1	DBVPG3775_004478-T1
GF00001922	TFCN17334D6_001755-T1	DBVPG3775_004481-T1
GF00001923	TFCN17334D6_001414-T1	DBVPG3775_005727-T1
GF00001924	TFCN17334D6_001757-T1	DBVPG3775_005726-T1
GF00001925	TFCN17334D6_001758-T1	DBVPG3775_005724-T1
GF00001926	TFCN17334D6_001759-T1	DBVPG3775_005723-T1
GF00001927	TFCN17334D6_001760-T1	DBVPG3775_005722-T1
GF00001928	TFCN17334D6_001421-T1	DBVPG3775_005719-T1
GF00001929	TFCN17334D6_001764-T1	DBVPG3775_005718-T1
GF00001930	TFCN17334D6_001766-T1	DBVPG3775_005716-T1
GF00001931	TFCN17334D6_001769-T1	DBVPG3775_005709-T1
GF00001932	TFCN17334D6_001770-T1	DBVPG3775_005708-T1
GF00001933	TFCN17334D6_001771-T1	DBVPG3775_005707-T1
GF00001934	TFCN17334D6_001432-T1	DBVPG3775_005706-T1
GF00001935	TFCN17334D6_001773-T1	DBVPG3775_005705-T1
GF00001936	TFCN17334D6_001434-T1	DBVPG3775_005704-T1
GF00001937	TFCN17334D6_001438-T1	DBVPG3775_005700-T1
GF00001938	TFCN17334D6_001439-T1	DBVPG3775_005699-T1
GF00001939	TFCN17334D6_001440-T1	DBVPG3775_005698-T1
GF00001940	TFCN17334D6_001441-T1	DBVPG3775_005697-T1
GF00001941	TFCN17334D6_001442-T1	DBVPG3775_005696-T1
GF00001942	TFCN17334D6_001444-T1	DBVPG3775_005694-T1
GF00001943	TFCN17334D6_001448-T1	DBVPG3775_005690-T1
GF00001944	TFCN17334D6_001789-T1	DBVPG3775_005689-T1
GF00001945	TFCN17334D6_001450-T1	DBVPG3775_005688-T1
GF00001946	TFCN17334D6_001451-T1	DBVPG3775_005687-T1
GF00001947	TFCN17334D6_001452-T1	DBVPG3775_005686-T1
GF00001948	TFCN17334D6_001453-T1	DBVPG3775_005685-T1
GF00001949	TFCN17334D6_001454-T1	DBVPG3775_005684-T1
GF00001950	TFCN17334D6_001455-T1	DBVPG3775_005683-T1
GF00001951	TFCN17334D6_001456-T1	DBVPG3775_005682-T1
GF00001952	TFCN17334D6_001457-T1	DBVPG3775_005681-T1
GF00001953	TFCN17334D6_001803-T1	DBVPG3775_005676-T1
GF00001954	TFCN17334D6_001463-T1	DBVPG3775_005675-T1
GF00001955	TFCN17334D6_001800-T1	DBVPG3775_005673-T1
GF00001956	TFCN17334D6_001466-T1	DBVPG3775_005672-T1
GF00001957	TFCN17334D6_001808-T1	DBVPG3775_005057-T1
GF00001958	TFCN17334D6_008165-T1	DBVPG3775_005058-T1
GF00001959	TFCN17334D6_001810-T1	DBVPG3775_005059-T1
GF00001960	TFCN17334D6_008167-T1	DBVPG3775_005060-T1
GF00001961	TFCN17334D6_008168-T1	DBVPG3775_005061-T1
GF00001962	TFCN17334D6_001814-T1	DBVPG3775_005063-T1
GF00001963	TFCN17334D6_001815-T1	DBVPG3775_005064-T1
GF00001964	TFCN17334D6_001817-T1	DBVPG3775_005066-T1
GF00001965	TFCN17334D6_008174-T1	DBVPG3775_005067-T1
GF00001966	TFCN17334D6_001819-T1	DBVPG3775_005068-T1
GF00001967	TFCN17334D6_008176-T1	DBVPG3775_005069-T1
GF00001968	TFCN17334D6_001823-T1	DBVPG3775_005072-T1
GF00001969	TFCN17334D6_001824-T1	DBVPG3775_005073-T1
GF00001970	TFCN17334D6_001825-T1	DBVPG3775_005074-T1
GF00001971	TFCN17334D6_008182-T1	DBVPG3775_005075-T1
GF00001972	TFCN17334D6_008183-T1	DBVPG3775_005076-T1
GF00001973	TFCN17334D6_001828-T1	DBVPG3775_005077-T1
GF00001974	TFCN17334D6_001831-T1	DBVPG3775_005081-T1
GF00001975	TFCN17334D6_006634-T1	DBVPG3775_002852-T1
GF00001976	TFCN17334D6_008191-T1	DBVPG3775_005086-T1
GF00001977	TFCN17334D6_001837-T1	DBVPG3775_005087-T1
GF00001978	TFCN17334D6_001838-T1	DBVPG3775_005088-T1
GF00001979	TFCN17334D6_001839-T1	DBVPG3775_005089-T1
GF00001980	TFCN17334D6_001841-T1	DBVPG3775_005091-T1
GF00001981	TFCN17334D6_001842-T1	DBVPG3775_005092-T1
GF00001982	TFCN17334D6_001843-T1	DBVPG3775_005093-T1
GF00001983	TFCN17334D6_001844-T1	DBVPG3775_005094-T1
GF00001984	TFCN17334D6_001845-T1	DBVPG3775_005095-T1
GF00001985	TFCN17334D6_001846-T1	DBVPG3775_005096-T1
GF00001986	TFCN17334D6_001848-T1	DBVPG3775_005098-T1
GF00001987	TFCN17334D6_001849-T1	DBVPG3775_005099-T1
GF00001988	TFCN17334D6_001850-T1	DBVPG3775_005100-T1
GF00001989	TFCN17334D6_001852-T1	DBVPG3775_005102-T1
GF00001990	TFCN17334D6_001853-T1	DBVPG3775_005103-T1
GF00001991	TFCN17334D6_001854-T1	DBVPG3775_005104-T1
GF00001992	TFCN17334D6_013185-T1	DBVPG3775_005105-T1
GF00001993	TFCN17334D6_001856-T1	DBVPG3775_005106-T1
GF00001994	TFCN17334D6_001857-T1	DBVPG3775_005107-T1
GF00001995	TFCN17334D6_001858-T1	DBVPG3775_005108-T1
GF00001996	TFCN17334D6_001860-T1	DBVPG3775_005110-T1
GF00001997	TFCN17334D6_001861-T1	DBVPG3775_005111-T1
GF00001998	TFCN17334D6_001863-T1	DBVPG3775_005113-T1
GF00001999	TFCN17334D6_013176-T1	DBVPG3775_005114-T1
GF00002000	TFCN17334D6_001867-T1	DBVPG3775_005117-T1
GF00002001	TFCN17334D6_001868-T1	DBVPG3775_005118-T1
GF00002002	TFCN17334D6_001869-T1	DBVPG3775_005119-T1
GF00002003	TFCN17334D6_001871-T1	DBVPG3775_005121-T1
GF00002004	TFCN17334D6_001874-T1	DBVPG3775_005124-T1
GF00002005	TFCN17334D6_001875-T1	DBVPG3775_005125-T1
GF00002006	TFCN17334D6_001876-T1	DBVPG3775_005126-T1
GF00002007	TFCN17334D6_001877-T1	DBVPG3775_005127-T1
GF00002008	TFCN17334D6_001878-T1	DBVPG3775_005128-T1
GF00002009	TFCN17334D6_013783-T1	DBVPG3775_005131-T1
GF00002010	TFCN17334D6_013782-T1	DBVPG3775_005132-T1
GF00002011	TFCN17334D6_013780-T1	DBVPG3775_005134-T1
GF00002012	TFCN17334D6_001887-T1	DBVPG3775_005136-T1
GF00002013	TFCN17334D6_001888-T1	DBVPG3775_005137-T1
GF00002014	TFCN17334D6_001890-T1	DBVPG3775_005139-T1
GF00002015	TFCN17334D6_013773-T1	DBVPG3775_005140-T1
GF00002016	TFCN17334D6_013772-T1	DBVPG3775_005141-T1
GF00002017	TFCN17334D6_001893-T1	DBVPG3775_005142-T1
GF00002018	TFCN17334D6_009959-T1	DBVPG3775_003973-T1
GF00002019	TFCN17334D6_009958-T1	DBVPG3775_003974-T1
GF00002020	TFCN17334D6_001903-T1	DBVPG3775_003975-T1
GF00002021	TFCN17334D6_009956-T1	DBVPG3775_003976-T1
GF00002022	TFCN17334D6_009955-T1	DBVPG3775_003977-T1
GF00002023	TFCN17334D6_001906-T1	DBVPG3775_003978-T1
GF00002024	TFCN17334D6_009953-T1	DBVPG3775_003979-T1
GF00002025	TFCN17334D6_009950-T1	DBVPG3775_003983-T1
GF00002026	TFCN17334D6_001913-T1	DBVPG3775_003985-T1
GF00002027	TFCN17334D6_001914-T1	DBVPG3775_003986-T1
GF00002028	TFCN17334D6_009945-T1	DBVPG3775_003987-T1
GF00002029	TFCN17334D6_001916-T1	DBVPG3775_003988-T1
GF00002030	TFCN17334D6_009943-T1	DBVPG3775_003989-T1
GF00002031	TFCN17334D6_009942-T1	DBVPG3775_003990-T1
