	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001443	RIT389_013501-T1	DBVPG3775_001299-T1
GF00001444	RIT389_000231-T1	DBVPG3775_001295-T1
GF00001445	RIT389_005452-T1	DBVPG3775_001294-T1
GF00001446	RIT389_000233-T1	DBVPG3775_001293-T1
GF00001447	RIT389_000234-T1	DBVPG3775_001292-T1
GF00001448	RIT389_005455-T1	DBVPG3775_001291-T1
GF00001449	RIT389_005456-T1	DBVPG3775_001290-T1
GF00001450	RIT389_000237-T1	DBVPG3775_001289-T1
GF00001451	RIT389_005459-T1	DBVPG3775_001284-T1
GF00001452	RIT389_012082-T1	DBVPG3775_006931-T1
GF00001453	RIT389_008759-T1	DBVPG3775_004424-T1
GF00001454	RIT389_005461-T1	DBVPG3775_001282-T1
GF00001455	RIT389_000242-T1	DBVPG3775_001281-T1
GF00001456	RIT389_005464-T1	DBVPG3775_001278-T1
GF00001457	RIT389_005465-T1	DBVPG3775_001277-T1
GF00001458	RIT389_007308-T1	DBVPG3775_002169-T1
GF00001459	RIT389_006401-T1	DBVPG3775_001275-T1
GF00001460	RIT389_000248-T1	DBVPG3775_001274-T1
GF00001461	RIT389_000249-T1	DBVPG3775_001273-T1
GF00001462	RIT389_000250-T1	DBVPG3775_001272-T1
GF00001463	RIT389_006405-T1	DBVPG3775_001271-T1
GF00001464	RIT389_006406-T1	DBVPG3775_001269-T1
GF00001465	RIT389_006407-T1	DBVPG3775_001268-T1
GF00001466	RIT389_006408-T1	DBVPG3775_001267-T1
GF00001467	RIT389_012678-T1	DBVPG3775_002228-T1
GF00001468	RIT389_000259-T1	DBVPG3775_002230-T1
GF00001469	RIT389_002247-T1	DBVPG3775_005648-T1
GF00001470	RIT389_000260-T1	DBVPG3775_002231-T1
GF00001471	RIT389_000261-T1	DBVPG3775_002232-T1
GF00001472	RIT389_012673-T1	DBVPG3775_002233-T1
GF00001473	RIT389_000263-T1	DBVPG3775_002235-T1
GF00001474	RIT389_000265-T1	DBVPG3775_002237-T1
GF00001475	RIT389_000269-T1	DBVPG3775_002241-T1
GF00001476	RIT389_003272-T1	DBVPG3775_002243-T1
GF00001477	RIT389_000272-T1	DBVPG3775_002244-T1
GF00001478	RIT389_003270-T1	DBVPG3775_002245-T1
GF00001479	RIT389_000274-T1	DBVPG3775_002246-T1
GF00001480	RIT389_000275-T1	DBVPG3775_002247-T1
GF00001481	RIT389_000276-T1	DBVPG3775_002248-T1
GF00001482	RIT389_003266-T1	DBVPG3775_002249-T1
GF00001483	RIT389_003265-T1	DBVPG3775_002250-T1
GF00001484	RIT389_000279-T1	DBVPG3775_002251-T1
GF00001485	RIT389_000280-T1	DBVPG3775_002252-T1
GF00001486	RIT389_000281-T1	DBVPG3775_002253-T1
GF00001487	RIT389_000282-T1	DBVPG3775_002254-T1
GF00001488	RIT389_000283-T1	DBVPG3775_002255-T1
GF00001489	RIT389_000286-T1	DBVPG3775_002258-T1
GF00001490	RIT389_000289-T1	DBVPG3775_002261-T1
GF00001491	RIT389_000290-T1	DBVPG3775_002262-T1
GF00001492	RIT389_000291-T1	DBVPG3775_002263-T1
GF00001493	RIT389_003252-T1	DBVPG3775_002264-T1
GF00001494	RIT389_003251-T1	DBVPG3775_002265-T1
GF00001495	RIT389_000295-T1	DBVPG3775_002267-T1
GF00001496	RIT389_003248-T1	DBVPG3775_002268-T1
GF00001497	RIT389_000297-T1	DBVPG3775_002269-T1
GF00001498	RIT389_000303-T1	DBVPG3775_002275-T1
GF00001499	RIT389_005515-T1	DBVPG3775_007110-T1
GF00001500	RIT389_000305-T1	DBVPG3775_002277-T1
GF00001501	RIT389_007564-T1	DBVPG3775_002278-T1
GF00001502	RIT389_000307-T1	DBVPG3775_002279-T1
GF00001503	RIT389_000308-T1	DBVPG3775_002280-T1
GF00001504	RIT389_007571-T1	DBVPG3775_002285-T1
GF00001505	RIT389_007572-T1	DBVPG3775_002287-T1
GF00001506	RIT389_007575-T1	DBVPG3775_002289-T1
GF00001507	RIT389_007576-T1	DBVPG3775_002290-T1
GF00001508	RIT389_000321-T1	DBVPG3775_002292-T1
GF00001509	RIT389_007579-T1	DBVPG3775_002293-T1
GF00001510	RIT389_000326-T1	DBVPG3775_006949-T1
GF00001511	RIT389_000794-T1	DBVPG3775_006950-T1
GF00001512	RIT389_000329-T1	DBVPG3775_006952-T1
GF00001513	RIT389_004133-T1	DBVPG3775_001700-T1
GF00001514	RIT389_000332-T1	DBVPG3775_006955-T1
GF00001515	RIT389_010562-T1	DBVPG3775_006956-T1
GF00001516	RIT389_010561-T1	DBVPG3775_006957-T1
GF00001517	RIT389_000337-T1	DBVPG3775_006960-T1
GF00001518	RIT389_000338-T1	DBVPG3775_006961-T1
GF00001519	RIT389_011465-T1	DBVPG3775_006966-T1
GF00001520	RIT389_000344-T1	DBVPG3775_006967-T1
GF00001521	RIT389_011844-T1	DBVPG3775_005359-T1
GF00001522	RIT389_011462-T1	DBVPG3775_006969-T1
GF00001523	RIT389_011461-T1	DBVPG3775_006970-T1
GF00001524	RIT389_011460-T1	DBVPG3775_006971-T1
GF00001525	RIT389_011458-T1	DBVPG3775_006973-T1
GF00001526	RIT389_004602-T1	DBVPG3775_006415-T1
GF00001527	RIT389_004601-T1	DBVPG3775_006414-T1
GF00001528	RIT389_000359-T1	DBVPG3775_006412-T1
GF00001529	RIT389_000361-T1	DBVPG3775_006410-T1
GF00001530	RIT389_004596-T1	DBVPG3775_006409-T1
GF00001531	RIT389_004595-T1	DBVPG3775_006408-T1
GF00001532	RIT389_000364-T1	DBVPG3775_006407-T1
GF00001533	RIT389_004607-T1	DBVPG3775_006420-T1
GF00001534	RIT389_000370-T1	DBVPG3775_006422-T1
GF00001535	RIT389_004615-T1	DBVPG3775_006428-T1
GF00001536	RIT389_000376-T1	DBVPG3775_006431-T1
GF00001537	RIT389_000377-T1	DBVPG3775_006432-T1
GF00001538	RIT389_007173-T1	DBVPG3775_006433-T1
GF00001539	RIT389_000382-T1	DBVPG3775_004140-T1
GF00001540	RIT389_009146-T1	DBVPG3775_004138-T1
GF00001541	RIT389_009145-T1	DBVPG3775_004137-T1
GF00001542	RIT389_009140-T1	DBVPG3775_004131-T1
GF00001543	RIT389_013961-T1	DBVPG3775_004129-T1
GF00001544	RIT389_014822-T1	DBVPG3775_004125-T1
GF00001545	RIT389_000434-T1	DBVPG3775_004124-T1
GF00001546	RIT389_000397-T1	DBVPG3775_004123-T1
GF00001547	RIT389_000438-T1	DBVPG3775_004120-T1
GF00001548	RIT389_000439-T1	DBVPG3775_004119-T1
GF00001549	RIT389_001354-T1	DBVPG3775_005231-T1
GF00001550	RIT389_000442-T1	DBVPG3775_004115-T1
GF00001551	RIT389_000445-T1	DBVPG3775_007051-T1
GF00001552	RIT389_000409-T1	DBVPG3775_007052-T1
GF00001553	RIT389_000410-T1	DBVPG3775_007053-T1
GF00001554	RIT389_000448-T1	DBVPG3775_007054-T1
GF00001555	RIT389_000412-T1	DBVPG3775_007055-T1
GF00001556	RIT389_000451-T1	DBVPG3775_007057-T1
GF00001557	RIT389_000415-T1	DBVPG3775_007058-T1
GF00001558	RIT389_000417-T1	DBVPG3775_007060-T1
GF00001559	RIT389_000455-T1	DBVPG3775_007061-T1
GF00001560	RIT389_000419-T1	DBVPG3775_007062-T1
GF00001561	RIT389_000421-T1	DBVPG3775_007064-T1
GF00001562	RIT389_000422-T1	DBVPG3775_007065-T1
GF00001563	RIT389_000423-T1	DBVPG3775_007066-T1
GF00001564	RIT389_000424-T1	DBVPG3775_007067-T1
GF00001565	RIT389_000426-T1	DBVPG3775_007069-T1
GF00001566	RIT389_000427-T1	DBVPG3775_007070-T1
GF00001567	RIT389_000465-T1	DBVPG3775_007071-T1
GF00001568	RIT389_000466-T1	DBVPG3775_007072-T1
GF00001569	RIT389_000432-T1	DBVPG3775_007075-T1
GF00001570	RIT389_000433-T1	DBVPG3775_007076-T1
GF00001571	RIT389_000477-T1	DBVPG3775_007080-T1
GF00001572	RIT389_000478-T1	DBVPG3775_007081-T1
GF00001573	RIT389_000479-T1	DBVPG3775_007082-T1
GF00001574	RIT389_000481-T1	DBVPG3775_007084-T1
GF00001575	RIT389_000482-T1	DBVPG3775_007085-T1
GF00001576	RIT389_000484-T1	DBVPG3775_007087-T1
GF00001577	RIT389_000487-T1	DBVPG3775_007090-T1
GF00001578	RIT389_000488-T1	DBVPG3775_007091-T1
GF00001579	RIT389_000489-T1	DBVPG3775_000172-T1
GF00001580	RIT389_003556-T1	DBVPG3775_000175-T1
GF00001581	RIT389_000493-T1	DBVPG3775_000176-T1
GF00001582	RIT389_000494-T1	DBVPG3775_000177-T1
GF00001583	RIT389_000495-T1	DBVPG3775_000178-T1
GF00001584	RIT389_000497-T1	DBVPG3775_000180-T1
GF00001585	RIT389_000498-T1	DBVPG3775_000181-T1
GF00001586	RIT389_000499-T1	DBVPG3775_000182-T1
GF00001587	RIT389_003564-T1	DBVPG3775_000183-T1
GF00001588	RIT389_000501-T1	DBVPG3775_000184-T1
GF00001589	RIT389_000502-T1	DBVPG3775_000185-T1
GF00001590	RIT389_000503-T1	DBVPG3775_000186-T1
GF00001591	RIT389_012331-T1	DBVPG3775_000187-T1
GF00001592	RIT389_000505-T1	DBVPG3775_000188-T1
GF00001593	RIT389_012333-T1	DBVPG3775_000189-T1
GF00001594	RIT389_012337-T1	DBVPG3775_000197-T1
GF00001595	RIT389_000516-T1	DBVPG3775_000199-T1
GF00001596	RIT389_000518-T1	DBVPG3775_000201-T1
GF00001597	RIT389_000520-T1	DBVPG3775_000203-T1
GF00001598	RIT389_005014-T1	DBVPG3775_000204-T1
GF00001599	RIT389_000522-T1	DBVPG3775_000205-T1
GF00001600	RIT389_000523-T1	DBVPG3775_000206-T1
GF00001601	RIT389_005021-T1	DBVPG3775_000210-T1
GF00001602	RIT389_000529-T1	DBVPG3775_000212-T1
GF00001603	RIT389_000530-T1	DBVPG3775_000213-T1
GF00001604	RIT389_000532-T1	DBVPG3775_000214-T1
GF00001605	RIT389_011003-T1	DBVPG3775_006266-T1
GF00001606	RIT389_000535-T1	DBVPG3775_000217-T1
GF00001607	RIT389_000536-T1	DBVPG3775_000218-T1
GF00001608	RIT389_000539-T1	DBVPG3775_000221-T1
GF00001609	RIT389_000540-T1	DBVPG3775_000222-T1
GF00001610	RIT389_000541-T1	DBVPG3775_000223-T1
GF00001611	RIT389_002299-T1	DBVPG3775_000224-T1
GF00001612	RIT389_000543-T1	DBVPG3775_000226-T1
GF00001613	RIT389_000546-T1	DBVPG3775_001638-T1
GF00001614	RIT389_000547-T1	DBVPG3775_001637-T1
GF00001615	RIT389_000548-T1	DBVPG3775_001636-T1
GF00001616	RIT389_000549-T1	DBVPG3775_001635-T1
GF00001617	RIT389_008955-T1	DBVPG3775_001634-T1
GF00001618	RIT389_000551-T1	DBVPG3775_001633-T1
GF00001619	RIT389_008957-T1	DBVPG3775_001632-T1
GF00001620	RIT389_000553-T1	DBVPG3775_001631-T1
GF00001621	RIT389_000556-T1	DBVPG3775_001628-T1
GF00001622	RIT389_000557-T1	DBVPG3775_001627-T1
GF00001623	RIT389_000558-T1	DBVPG3775_001626-T1
GF00001624	RIT389_000559-T1	DBVPG3775_001625-T1
GF00001625	RIT389_000562-T1	DBVPG3775_001621-T1
GF00001626	RIT389_000563-T1	DBVPG3775_001620-T1
GF00001627	RIT389_000564-T1	DBVPG3775_001619-T1
GF00001628	RIT389_006450-T1	DBVPG3775_002575-T1
GF00001629	RIT389_000567-T1	DBVPG3775_001617-T1
GF00001630	RIT389_000569-T1	DBVPG3775_001615-T1
GF00001631	RIT389_010682-T1	DBVPG3775_001614-T1
GF00001632	RIT389_000571-T1	DBVPG3775_001613-T1
GF00001633	RIT389_010680-T1	DBVPG3775_001612-T1
GF00001634	RIT389_007512-T1	DBVPG3775_006331-T1
GF00001635	RIT389_007626-T1	DBVPG3775_003243-T1
GF00001636	RIT389_010676-T1	DBVPG3775_001608-T1
GF00001637	RIT389_014477-T1	DBVPG3775_003301-T1
GF00001638	RIT389_009616-T1	DBVPG3775_001577-T1
GF00001639	RIT389_000582-T1	DBVPG3775_001604-T1
GF00001640	RIT389_000585-T1	DBVPG3775_001601-T1
GF00001641	RIT389_000586-T1	DBVPG3775_001600-T1
GF00001642	RIT389_000587-T1	DBVPG3775_001599-T1
GF00001643	RIT389_000588-T1	DBVPG3775_001598-T1
GF00001644	RIT389_000590-T1	DBVPG3775_001596-T1
GF00001645	RIT389_007024-T1	DBVPG3775_001594-T1
GF00001646	RIT389_007025-T1	DBVPG3775_001593-T1
GF00001647	RIT389_000594-T1	DBVPG3775_001592-T1
GF00001648	RIT389_000596-T1	DBVPG3775_001590-T1
GF00001649	RIT389_000599-T1	DBVPG3775_003318-T1
GF00001650	RIT389_010227-T1	DBVPG3775_003319-T1
GF00001651	RIT389_000601-T1	DBVPG3775_003320-T1
GF00001652	RIT389_000604-T1	DBVPG3775_003323-T1
GF00001653	RIT389_005492-T1	DBVPG3775_003332-T1
GF00001654	RIT389_000614-T1	DBVPG3775_003333-T1
GF00001655	RIT389_012581-T1	DBVPG3775_003335-T1
GF00001656	RIT389_000617-T1	DBVPG3775_003336-T1
GF00001657	RIT389_000618-T1	DBVPG3775_003337-T1
GF00001658	RIT389_000619-T1	DBVPG3775_003338-T1
GF00001659	RIT389_000620-T1	DBVPG3775_003339-T1
GF00001660	RIT389_000621-T1	DBVPG3775_003340-T1
GF00001661	RIT389_000622-T1	DBVPG3775_003341-T1
GF00001662	RIT389_000623-T1	DBVPG3775_003342-T1
GF00001663	RIT389_006398-T1	DBVPG3775_004089-T1
GF00001664	RIT389_013702-T1	DBVPG3775_003152-T1
GF00001665	RIT389_000627-T1	DBVPG3775_003346-T1
GF00001666	RIT389_005497-T1	DBVPG3775_003347-T1
GF00001667	RIT389_005498-T1	DBVPG3775_003348-T1
GF00001668	RIT389_000630-T1	DBVPG3775_003349-T1
GF00001669	RIT389_000631-T1	DBVPG3775_003350-T1
GF00001670	RIT389_005501-T1	DBVPG3775_003351-T1
GF00001671	RIT389_000633-T1	DBVPG3775_003352-T1
GF00001672	RIT389_005503-T1	DBVPG3775_003353-T1
GF00001673	RIT389_000635-T1	DBVPG3775_003354-T1
GF00001674	RIT389_000637-T1	DBVPG3775_003356-T1
GF00001675	RIT389_005507-T1	DBVPG3775_003357-T1
GF00001676	RIT389_000640-T1	DBVPG3775_003359-T1
GF00001677	RIT389_000643-T1	DBVPG3775_003361-T1
GF00001678	RIT389_013521-T1	DBVPG3775_003363-T1
GF00001679	RIT389_000646-T1	DBVPG3775_003364-T1
GF00001680	RIT389_000650-T1	DBVPG3775_003184-T1
GF00001681	RIT389_000651-T1	DBVPG3775_003183-T1
GF00001682	RIT389_000656-T1	DBVPG3775_003178-T1
GF00001683	RIT389_000657-T1	DBVPG3775_003177-T1
GF00001684	RIT389_005875-T1	DBVPG3775_003175-T1
GF00001685	RIT389_000660-T1	DBVPG3775_003174-T1
GF00001686	RIT389_000661-T1	DBVPG3775_003173-T1
GF00001687	RIT389_000663-T1	DBVPG3775_003171-T1
GF00001688	RIT389_000666-T1	DBVPG3775_003168-T1
GF00001689	RIT389_005882-T1	DBVPG3775_003167-T1
GF00001690	RIT389_003335-T1	DBVPG3775_003893-T1
GF00001691	RIT389_001547-T1	DBVPG3775_001039-T1
GF00001692	RIT389_000668-T1	DBVPG3775_003166-T1
GF00001693	RIT389_000669-T1	DBVPG3775_003165-T1
GF00001694	RIT389_000670-T1	DBVPG3775_003164-T1
GF00001695	RIT389_000675-T1	DBVPG3775_003159-T1
GF00001696	RIT389_000676-T1	DBVPG3775_003158-T1
GF00001697	RIT389_000677-T1	DBVPG3775_003157-T1
GF00001698	RIT389_013866-T1	DBVPG3775_003155-T1
GF00001699	RIT389_000680-T1	DBVPG3775_003154-T1
GF00001700	RIT389_000683-T1	DBVPG3775_003151-T1
GF00001701	RIT389_000684-T1	DBVPG3775_003150-T1
GF00001702	RIT389_013021-T1	DBVPG3775_003146-T1
GF00001703	RIT389_000689-T1	DBVPG3775_003145-T1
GF00001704	RIT389_013023-T1	DBVPG3775_003144-T1
GF00001705	RIT389_000692-T1	DBVPG3775_003142-T1
GF00001706	RIT389_000693-T1	DBVPG3775_003141-T1
GF00001707	RIT389_000694-T1	DBVPG3775_003140-T1
GF00001708	RIT389_000695-T1	DBVPG3775_003139-T1
GF00001709	RIT389_000698-T1	DBVPG3775_003135-T1
GF00001710	RIT389_001871-T1	DBVPG3775_003131-T1
GF00001711	RIT389_000705-T1	DBVPG3775_001987-T1
GF00001712	RIT389_000707-T1	DBVPG3775_001985-T1
GF00001713	RIT389_013286-T1	DBVPG3775_001984-T1
GF00001714	RIT389_000711-T1	DBVPG3775_001981-T1
GF00001715	RIT389_000713-T1	DBVPG3775_001979-T1
GF00001716	RIT389_000714-T1	DBVPG3775_001978-T1
GF00001717	RIT389_000715-T1	DBVPG3775_001977-T1
GF00001718	RIT389_006503-T1	DBVPG3775_001975-T1
GF00001719	RIT389_006502-T1	DBVPG3775_001974-T1
GF00001720	RIT389_006499-T1	DBVPG3775_001971-T1
GF00001721	RIT389_007616-T1	DBVPG3775_001999-T1
GF00001722	RIT389_000728-T1	DBVPG3775_001967-T1
GF00001723	RIT389_000730-T1	DBVPG3775_001965-T1
GF00001724	RIT389_000735-T1	DBVPG3775_001960-T1
GF00001725	RIT389_000736-T1	DBVPG3775_001959-T1
GF00001726	RIT389_000737-T1	DBVPG3775_001958-T1
GF00001727	RIT389_000739-T1	DBVPG3775_001956-T1
GF00001728	RIT389_000742-T1	DBVPG3775_001953-T1
GF00001729	RIT389_000743-T1	DBVPG3775_001952-T1
GF00001730	RIT389_000744-T1	DBVPG3775_001951-T1
GF00001731	RIT389_006634-T1	DBVPG3775_001950-T1
GF00001732	RIT389_000747-T1	DBVPG3775_001948-T1
GF00001733	RIT389_000748-T1	DBVPG3775_001947-T1
GF00001734	RIT389_000749-T1	DBVPG3775_001946-T1
GF00001735	RIT389_000751-T1	DBVPG3775_007281-T1
GF00001736	RIT389_014172-T1	DBVPG3775_007282-T1
GF00001737	RIT389_014173-T1	DBVPG3775_007283-T1
GF00001738	RIT389_002258-T1	DBVPG3775_005637-T1
GF00001739	RIT389_002256-T1	DBVPG3775_005639-T1
GF00001740	RIT389_002255-T1	DBVPG3775_005640-T1
GF00001741	RIT389_000765-T1	DBVPG3775_005641-T1
GF00001742	RIT389_002253-T1	DBVPG3775_005642-T1
GF00001743	RIT389_000767-T1	DBVPG3775_005643-T1
GF00001744	RIT389_000768-T1	DBVPG3775_005644-T1
GF00001745	RIT389_000770-T1	DBVPG3775_005647-T1
GF00001746	RIT389_002245-T1	DBVPG3775_005650-T1
GF00001747	RIT389_000774-T1	DBVPG3775_005651-T1
GF00001748	RIT389_002754-T1	DBVPG3775_004211-T1
GF00001749	RIT389_000776-T1	DBVPG3775_005653-T1
GF00001750	RIT389_002241-T1	DBVPG3775_005654-T1
GF00001751	RIT389_000778-T1	DBVPG3775_005655-T1
GF00001752	RIT389_002331-T1	DBVPG3775_002919-T1
GF00001753	RIT389_000781-T1	DBVPG3775_005657-T1
GF00001754	RIT389_002236-T1	DBVPG3775_005658-T1
GF00001755	RIT389_000783-T1	DBVPG3775_005659-T1
GF00001756	RIT389_000784-T1	DBVPG3775_005660-T1
GF00001757	RIT389_000786-T1	DBVPG3775_005662-T1
GF00001758	RIT389_000787-T1	DBVPG3775_005663-T1
GF00001759	RIT389_000792-T1	
GF00001760	RIT389_000798-T1	DBVPG3775_006946-T1
GF00001761	RIT389_000799-T1	DBVPG3775_006945-T1
GF00001762	RIT389_000800-T1	DBVPG3775_006944-T1
GF00001763	RIT389_012182-T1	DBVPG3775_006943-T1
GF00001764	RIT389_012181-T1	DBVPG3775_006942-T1
GF00001765	RIT389_012179-T1	DBVPG3775_006939-T1
GF00001766	RIT389_000805-T1	DBVPG3775_006938-T1
GF00001767	RIT389_012176-T1	DBVPG3775_006936-T1
GF00001768	RIT389_012174-T1	DBVPG3775_006934-T1
GF00001769	RIT389_000810-T1	DBVPG3775_006933-T1
GF00001770	RIT389_008887-T1	DBVPG3775_006227-T1
GF00001771	RIT389_000814-T1	DBVPG3775_006229-T1
GF00001772	RIT389_000815-T1	DBVPG3775_006232-T1
GF00001773	RIT389_000816-T1	DBVPG3775_006233-T1
GF00001774	RIT389_008881-T1	DBVPG3775_006235-T1
GF00001775	RIT389_000818-T1	DBVPG3775_006236-T1
GF00001776	RIT389_010755-T1	DBVPG3775_006238-T1
GF00001777	RIT389_010756-T1	DBVPG3775_006239-T1
GF00001778	RIT389_000822-T1	DBVPG3775_006240-T1
GF00001779	RIT389_010762-T1	DBVPG3775_006245-T1
GF00001780	RIT389_000827-T1	DBVPG3775_006247-T1
GF00001781	RIT389_000829-T1	DBVPG3775_006251-T1
GF00001782	RIT389_011893-T1	DBVPG3775_006253-T1
GF00001783	RIT389_000832-T1	DBVPG3775_006254-T1
GF00001784	RIT389_000834-T1	DBVPG3775_006256-T1
GF00001785	RIT389_011887-T1	DBVPG3775_006258-T1
GF00001786	RIT389_011886-T1	DBVPG3775_006259-T1
GF00001787	RIT389_010400-T1	DBVPG3775_006783-T1
GF00001788	RIT389_010402-T1	DBVPG3775_006785-T1
GF00001789	RIT389_000844-T1	DBVPG3775_006787-T1
GF00001790	RIT389_010406-T1	DBVPG3775_006789-T1
GF00001791	RIT389_000847-T1	DBVPG3775_006791-T1
GF00001792	RIT389_000848-T1	DBVPG3775_006792-T1
GF00001793	RIT389_000849-T1	DBVPG3775_006793-T1
GF00001794	RIT389_010410-T1	DBVPG3775_006794-T1
GF00001795	RIT389_012937-T1	DBVPG3775_006797-T1
GF00001796	RIT389_000857-T1	DBVPG3775_006801-T1
GF00001797	RIT389_000859-T1	DBVPG3775_006803-T1
GF00001798	RIT389_007002-T1	DBVPG3775_006804-T1
GF00001799	RIT389_007005-T1	DBVPG3775_006807-T1
GF00001800	RIT389_000869-T1	DBVPG3775_006813-T1
GF00001801	RIT389_000871-T1	DBVPG3775_007449-T1
GF00001802	RIT389_000872-T1	DBVPG3775_007448-T1
GF00001803	RIT389_000873-T1	DBVPG3775_007447-T1
GF00001804	RIT389_014770-T1	DBVPG3775_007446-T1
GF00001805	RIT389_000875-T1	DBVPG3775_007445-T1
GF00001806	RIT389_010396-T1	DBVPG3775_007443-T1
GF00001807	RIT389_003529-T1	DBVPG3775_000781-T1
GF00001808	RIT389_003527-T1	DBVPG3775_000783-T1
GF00001809	RIT389_003525-T1	DBVPG3775_000785-T1
GF00001810	RIT389_000886-T1	DBVPG3775_000787-T1
GF00001811	RIT389_003522-T1	DBVPG3775_000788-T1
GF00001812	RIT389_003519-T1	DBVPG3775_000791-T1
GF00001813	RIT389_000894-T1	DBVPG3775_000794-T1
GF00001814	RIT389_000895-T1	DBVPG3775_000795-T1
GF00001815	RIT389_000896-T1	DBVPG3775_000796-T1
GF00001816	RIT389_000897-T1	DBVPG3775_000797-T1
GF00001817	RIT389_003512-T1	DBVPG3775_000798-T1
GF00001818	RIT389_000899-T1	DBVPG3775_000799-T1
GF00001819	RIT389_000900-T1	DBVPG3775_000800-T1
GF00001820	RIT389_000902-T1	DBVPG3775_000802-T1
GF00001821	RIT389_000908-T1	DBVPG3775_000804-T1
GF00001822	RIT389_000910-T1	DBVPG3775_000806-T1
GF00001823	RIT389_003241-T1	DBVPG3775_000810-T1
GF00001824	RIT389_003239-T1	DBVPG3775_000812-T1
GF00001825	RIT389_003238-T1	DBVPG3775_000813-T1
GF00001826	RIT389_000918-T1	DBVPG3775_000815-T1
GF00001827	RIT389_003234-T1	DBVPG3775_000817-T1
GF00001828	RIT389_003230-T1	DBVPG3775_000821-T1
GF00001829	RIT389_003229-T1	DBVPG3775_000822-T1
GF00001830	RIT389_004244-T1	DBVPG3775_006183-T1
GF00001831	RIT389_000925-T1	DBVPG3775_000823-T1
GF00001832	RIT389_003227-T1	DBVPG3775_000824-T1
GF00001833	RIT389_003226-T1	DBVPG3775_000825-T1
GF00001834	RIT389_000929-T1	DBVPG3775_005498-T1
GF00001835	RIT389_011102-T1	DBVPG3775_005497-T1
GF00001836	RIT389_000931-T1	DBVPG3775_005496-T1
GF00001837	RIT389_000932-T1	DBVPG3775_005495-T1
GF00001838	RIT389_011098-T1	DBVPG3775_005493-T1
GF00001839	RIT389_000934-T1	DBVPG3775_005492-T1
GF00001840	RIT389_000937-T1	DBVPG3775_005489-T1
GF00001841	RIT389_000938-T1	DBVPG3775_005488-T1
GF00001842	RIT389_000939-T1	DBVPG3775_005487-T1
GF00001843	RIT389_000940-T1	DBVPG3775_005486-T1
GF00001844	RIT389_000942-T1	DBVPG3775_005484-T1
GF00001845	RIT389_000943-T1	DBVPG3775_005483-T1
GF00001846	RIT389_000944-T1	DBVPG3775_005482-T1
GF00001847	RIT389_003925-T1	DBVPG3775_005481-T1
GF00001848	RIT389_000947-T1	DBVPG3775_005479-T1
GF00001849	RIT389_000950-T1	DBVPG3775_005476-T1
GF00001850	RIT389_000952-T1	DBVPG3775_005474-T1
GF00001851	RIT389_000954-T1	DBVPG3775_005471-T1
GF00001852	RIT389_000955-T1	DBVPG3775_005470-T1
GF00001853	RIT389_000956-T1	DBVPG3775_005469-T1
GF00001854	RIT389_003912-T1	DBVPG3775_005468-T1
GF00001855	RIT389_000959-T1	DBVPG3775_005467-T1
GF00001856	RIT389_000961-T1	DBVPG3775_005465-T1
GF00001857	RIT389_000962-T1	DBVPG3775_005464-T1
GF00001858	RIT389_003907-T1	DBVPG3775_005463-T1
GF00001859	RIT389_000964-T1	DBVPG3775_005462-T1
GF00001860	RIT389_000965-T1	DBVPG3775_005461-T1
GF00001861	RIT389_003904-T1	DBVPG3775_005460-T1
GF00001862	RIT389_003903-T1	DBVPG3775_005459-T1
GF00001863	RIT389_000968-T1	DBVPG3775_005458-T1
GF00001864	RIT389_003379-T1	DBVPG3775_001521-T1
GF00001865	RIT389_000972-T1	DBVPG3775_005453-T1
GF00001866	RIT389_000975-T1	DBVPG3775_005257-T1
GF00001867	RIT389_000977-T1	DBVPG3775_005259-T1
GF00001868	RIT389_004769-T1	DBVPG3775_005260-T1
GF00001869	RIT389_000979-T1	DBVPG3775_001899-T1
GF00001870	RIT389_000980-T1	DBVPG3775_001898-T1
GF00001871	RIT389_006701-T1	DBVPG3775_001897-T1
GF00001872	RIT389_000984-T1	DBVPG3775_001894-T1
GF00001873	RIT389_000986-T1	DBVPG3775_001892-T1
GF00001874	RIT389_000987-T1	DBVPG3775_001891-T1
GF00001875	RIT389_000988-T1	DBVPG3775_001890-T1
GF00001876	RIT389_006440-T1	DBVPG3775_001889-T1
GF00001877	RIT389_006439-T1	DBVPG3775_006742-T1
GF00001878	RIT389_000992-T1	DBVPG3775_006740-T1
GF00001879	RIT389_000997-T1	DBVPG3775_006734-T1
GF00001880	RIT389_006432-T1	DBVPG3775_006733-T1
GF00001881	RIT389_006431-T1	DBVPG3775_006732-T1
GF00001882	RIT389_001000-T1	DBVPG3775_006731-T1
GF00001883	RIT389_006429-T1	DBVPG3775_006730-T1
GF00001884	RIT389_006428-T1	DBVPG3775_006729-T1
GF00001885	RIT389_006427-T1	DBVPG3775_006728-T1
GF00001886	RIT389_001004-T1	DBVPG3775_006727-T1
GF00001887	RIT389_001009-T1	DBVPG3775_006721-T1
GF00001888	RIT389_001010-T1	DBVPG3775_006720-T1
GF00001889	RIT389_001011-T1	DBVPG3775_006719-T1
GF00001890	RIT389_001012-T1	DBVPG3775_006718-T1
GF00001891	RIT389_001013-T1	DBVPG3775_006717-T1
GF00001892	RIT389_001014-T1	DBVPG3775_006716-T1
