	Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4.cds.fa
GF00000918	TFCN1702E3344_003393-T1, TFCN1702E3344_003479-T1
GF00000919	TFCN1702E3344_014134-T1, TFCN1702E3344_009608-T1
GF00000920	TFCN1702E3344_012683-T1, TFCN1702E3344_010109-T1
GF00000921	TFCN1702E3344_002430-T1, TFCN1702E3344_010996-T1
GF00000922	TFCN1702E3344_012741-T1, TFCN1702E3344_011579-T1
GF00000923	TFCN1702E3344_000398-T1, TFCN1702E3344_000028-T1
GF00000924	TFCN1702E3344_010024-T1, TFCN1702E3344_013617-T1
GF00000925	TFCN1702E3344_001886-T1, TFCN1702E3344_006566-T1
GF00000926	TFCN1702E3344_005212-T1, TFCN1702E3344_007920-T1
GF00000927	TFCN1702E3344_004376-T1, TFCN1702E3344_002842-T1
GF00000928	TFCN1702E3344_004161-T1, TFCN1702E3344_011436-T1
GF00000929	TFCN1702E3344_003079-T1, TFCN1702E3344_001377-T1
GF00000930	TFCN1702E3344_003093-T1, TFCN1702E3344_001392-T1
GF00000931	TFCN1702E3344_003323-T1, TFCN1702E3344_004625-T1
GF00000932	TFCN1702E3344_000157-T1, TFCN1702E3344_000258-T1
GF00000933	TFCN1702E3344_012726-T1, TFCN1702E3344_012783-T1
GF00000934	TFCN1702E3344_008566-T1, TFCN1702E3344_011609-T1
GF00000935	TFCN1702E3344_006199-T1, TFCN1702E3344_012289-T1
GF00000936	TFCN1702E3344_001901-T1, TFCN1702E3344_013232-T1
GF00000937	TFCN1702E3344_014046-T1, TFCN1702E3344_010017-T1
GF00000938	TFCN1702E3344_003571-T1, TFCN1702E3344_008066-T1
GF00000939	TFCN1702E3344_002156-T1, TFCN1702E3344_005099-T1
GF00000940	TFCN1702E3344_009696-T1, TFCN1702E3344_011624-T1
GF00000941	TFCN1702E3344_004292-T1, TFCN1702E3344_006690-T1
GF00000942	TFCN1702E3344_013652-T1, TFCN1702E3344_013722-T1
GF00000943	TFCN1702E3344_008029-T1, TFCN1702E3344_008385-T1
GF00000944	TFCN1702E3344_012464-T1, TFCN1702E3344_012138-T1
GF00000945	TFCN1702E3344_011735-T1, TFCN1702E3344_005325-T1
GF00000946	TFCN1702E3344_001252-T1, TFCN1702E3344_001733-T1
GF00000947	TFCN1702E3344_007826-T1, TFCN1702E3344_001129-T1
GF00000948	TFCN1702E3344_002348-T1, TFCN1702E3344_014070-T1
GF00000949	TFCN1702E3344_011527-T1, TFCN1702E3344_011727-T1
GF00000950	TFCN1702E3344_004919-T1, TFCN1702E3344_002280-T1
GF00000951	TFCN1702E3344_012825-T1, TFCN1702E3344_010314-T1
GF00000952	TFCN1702E3344_000804-T1, TFCN1702E3344_014016-T1
GF00000953	TFCN1702E3344_000074-T1, TFCN1702E3344_000344-T1
GF00000954	TFCN1702E3344_007420-T1, TFCN1702E3344_009045-T1
GF00000955	TFCN1702E3344_011611-T1, TFCN1702E3344_008565-T1
GF00000956	TFCN1702E3344_005992-T1, TFCN1702E3344_007134-T1
GF00000957	TFCN1702E3344_008308-T1, TFCN1702E3344_014654-T1
GF00000958	TFCN1702E3344_000323-T1, TFCN1702E3344_000094-T1
GF00000959	TFCN1702E3344_003456-T1, TFCN1702E3344_003370-T1
GF00000960	TFCN1702E3344_002451-T1, TFCN1702E3344_008995-T1
GF00000961	TFCN1702E3344_005539-T1, TFCN1702E3344_013811-T1
GF00000962	TFCN1702E3344_012137-T1, TFCN1702E3344_012463-T1
GF00000963	TFCN1702E3344_011760-T1, TFCN1702E3344_006714-T1
GF00000964	TFCN1702E3344_013881-T1, TFCN1702E3344_008277-T1
GF00000965	TFCN1702E3344_005957-T1, TFCN1702E3344_000638-T1
GF00000966	TFCN1702E3344_010985-T1, TFCN1702E3344_002442-T1
GF00000967	TFCN1702E3344_010401-T1, TFCN1702E3344_006722-T1
GF00000968	TFCN1702E3344_005158-T1, TFCN1702E3344_012804-T1
GF00000969	TFCN1702E3344_006017-T1, TFCN1702E3344_007107-T1
GF00000970	TFCN1702E3344_006056-T1, TFCN1702E3344_009481-T1
GF00000971	TFCN1702E3344_004145-T1, TFCN1702E3344_013359-T1
GF00000972	TFCN1702E3344_001596-T1, TFCN1702E3344_009110-T1
GF00000973	TFCN1702E3344_012739-T1, TFCN1702E3344_011572-T1
GF00000974	TFCN1702E3344_000103-T1, TFCN1702E3344_000314-T1
GF00000975	TFCN1702E3344_009494-T1, TFCN1702E3344_006810-T1
GF00000976	TFCN1702E3344_006117-T1, TFCN1702E3344_010002-T1
GF00000977	TFCN1702E3344_009085-T1, TFCN1702E3344_003831-T1
GF00000978	TFCN1702E3344_000895-T1, TFCN1702E3344_001688-T1
GF00000979	TFCN1702E3344_003935-T1, TFCN1702E3344_001561-T1
GF00000980	TFCN1702E3344_012426-T1, TFCN1702E3344_000809-T1
GF00000981	TFCN1702E3344_000636-T1, TFCN1702E3344_005959-T1
GF00000982	TFCN1702E3344_005032-T1, TFCN1702E3344_010150-T1
GF00000983	TFCN1702E3344_004074-T1, TFCN1702E3344_008580-T1
GF00000984	TFCN1702E3344_004248-T1, TFCN1702E3344_006646-T1
GF00000985	TFCN1702E3344_007009-T1, TFCN1702E3344_006148-T1
GF00000986	TFCN1702E3344_000189-T1, TFCN1702E3344_012890-T1
GF00000987	TFCN1702E3344_003182-T1, TFCN1702E3344_009559-T1
GF00000988	TFCN1702E3344_014297-T1, TFCN1702E3344_014540-T1
GF00000989	TFCN1702E3344_005373-T1, TFCN1702E3344_002926-T1
GF00000990	TFCN1702E3344_006000-T1, TFCN1702E3344_007125-T1
GF00000991	TFCN1702E3344_002004-T1, TFCN1702E3344_001090-T1
GF00000992	TFCN1702E3344_003498-T1, TFCN1702E3344_003413-T1
GF00000993	TFCN1702E3344_006952-T1, TFCN1702E3344_002754-T1
GF00000994	TFCN1702E3344_013454-T1, TFCN1702E3344_008412-T1
GF00000995	TFCN1702E3344_000997-T1, TFCN1702E3344_009805-T1
GF00000996	TFCN1702E3344_012470-T1, TFCN1702E3344_011404-T1
GF00000997	TFCN1702E3344_014402-T1, TFCN1702E3344_011645-T1
GF00000998	TFCN1702E3344_012400-T1, TFCN1702E3344_010828-T1
GF00000999	TFCN1702E3344_009056-T1, TFCN1702E3344_011113-T1
GF00001000	TFCN1702E3344_012599-T1, TFCN1702E3344_000719-T1
GF00001001	TFCN1702E3344_009219-T1, TFCN1702E3344_004094-T1
GF00001002	TFCN1702E3344_013829-T1, TFCN1702E3344_013552-T1
GF00001003	TFCN1702E3344_005665-T1, TFCN1702E3344_005123-T1
GF00001004	TFCN1702E3344_001875-T1, TFCN1702E3344_006555-T1
GF00001005	TFCN1702E3344_000854-T1, TFCN1702E3344_012676-T1
GF00001006	TFCN1702E3344_004718-T1, TFCN1702E3344_006289-T1
GF00001007	TFCN1702E3344_001287-T1, TFCN1702E3344_010283-T1
GF00001008	TFCN1702E3344_000627-T1, TFCN1702E3344_008690-T1
GF00001009	TFCN1702E3344_013571-T1, TFCN1702E3344_007312-T1
GF00001010	TFCN1702E3344_007691-T1, TFCN1702E3344_010741-T1
GF00001011	TFCN1702E3344_000408-T1, TFCN1702E3344_000017-T1
GF00001012	TFCN1702E3344_005730-T1, TFCN1702E3344_014024-T1
GF00001013	TFCN1702E3344_014214-T1, TFCN1702E3344_008971-T1
GF00001014	TFCN1702E3344_009351-T1, TFCN1702E3344_009789-T1
GF00001015	TFCN1702E3344_008192-T1, TFCN1702E3344_007896-T1
GF00001016	TFCN1702E3344_005094-T1, TFCN1702E3344_002151-T1
GF00001017	TFCN1702E3344_000485-T1, TFCN1702E3344_013065-T1
GF00001018	TFCN1702E3344_012076-T1, TFCN1702E3344_010493-T1
GF00001019	TFCN1702E3344_001373-T1, TFCN1702E3344_003075-T1
GF00001020	TFCN1702E3344_012286-T1, TFCN1702E3344_006202-T1
GF00001021	TFCN1702E3344_000515-T1, TFCN1702E3344_009914-T1
GF00001022	TFCN1702E3344_010564-T1, TFCN1702E3344_001442-T1
GF00001023	TFCN1702E3344_012782-T1, TFCN1702E3344_012727-T1
GF00001024	TFCN1702E3344_003536-T1, TFCN1702E3344_003647-T1
GF00001025	TFCN1702E3344_003044-T1, TFCN1702E3344_001340-T1
GF00001026	TFCN1702E3344_008824-T1, TFCN1702E3344_004545-T1
GF00001027	TFCN1702E3344_000544-T1, TFCN1702E3344_012040-T1
GF00001028	TFCN1702E3344_007363-T1, TFCN1702E3344_005805-T1
GF00001029	TFCN1702E3344_000902-T1, TFCN1702E3344_001681-T1
GF00001030	TFCN1702E3344_001866-T1, TFCN1702E3344_006546-T1
GF00001031	TFCN1702E3344_008091-T1, TFCN1702E3344_003598-T1
GF00001032	TFCN1702E3344_010320-T1, TFCN1702E3344_012831-T1
GF00001033	TFCN1702E3344_004175-T1, TFCN1702E3344_011450-T1
GF00001034	TFCN1702E3344_010531-T1, TFCN1702E3344_010201-T1
GF00001035	TFCN1702E3344_010001-T1, TFCN1702E3344_006118-T1
GF00001036	TFCN1702E3344_004005-T1, TFCN1702E3344_001491-T1
GF00001037	TFCN1702E3344_007444-T1, TFCN1702E3344_009733-T1
GF00001038	TFCN1702E3344_010840-T1, TFCN1702E3344_006180-T1
GF00001039	TFCN1702E3344_004756-T1, TFCN1702E3344_006249-T1
GF00001040	TFCN1702E3344_004877-T1, TFCN1702E3344_002322-T1
GF00001041	TFCN1702E3344_007910-T1, TFCN1702E3344_008206-T1
GF00001042	TFCN1702E3344_009397-T1, TFCN1702E3344_010897-T1
GF00001043	TFCN1702E3344_011521-T1, TFCN1702E3344_011720-T1
GF00001044	TFCN1702E3344_008070-T1, TFCN1702E3344_003576-T1
GF00001045	TFCN1702E3344_003293-T1, TFCN1702E3344_004654-T1
GF00001046	TFCN1702E3344_008669-T1, TFCN1702E3344_000602-T1
GF00001047	TFCN1702E3344_000263-T1, TFCN1702E3344_000151-T1
GF00001048	TFCN1702E3344_008639-T1, TFCN1702E3344_002638-T1
GF00001049	TFCN1702E3344_003282-T1, TFCN1702E3344_004664-T1
GF00001050	TFCN1702E3344_002725-T1, TFCN1702E3344_008869-T1
GF00001051	TFCN1702E3344_005451-T1, TFCN1702E3344_011302-T1
GF00001052	TFCN1702E3344_000089-T1, TFCN1702E3344_000330-T1
GF00001053	TFCN1702E3344_013147-T1, TFCN1702E3344_006222-T1
GF00001054	TFCN1702E3344_008304-T1, TFCN1702E3344_011333-T1
GF00001055	TFCN1702E3344_008214-T1, TFCN1702E3344_011800-T1
GF00001056	TFCN1702E3344_003582-T1, TFCN1702E3344_008076-T1
GF00001057	TFCN1702E3344_012648-T1, TFCN1702E3344_003616-T1
GF00001058	TFCN1702E3344_001732-T1, TFCN1702E3344_001251-T1
GF00001059	TFCN1702E3344_003942-T1, TFCN1702E3344_001554-T1
GF00001060	TFCN1702E3344_012328-T1, TFCN1702E3344_007848-T1
GF00001061	TFCN1702E3344_006461-T1, TFCN1702E3344_004200-T1
GF00001062	TFCN1702E3344_012833-T1, TFCN1702E3344_005863-T1
GF00001063	TFCN1702E3344_011142-T1, TFCN1702E3344_008501-T1
GF00001064	TFCN1702E3344_006462-T1, TFCN1702E3344_004201-T1
GF00001065	TFCN1702E3344_014093-T1, TFCN1702E3344_004984-T1
GF00001066	TFCN1702E3344_004994-T1, TFCN1702E3344_010187-T1
GF00001067	TFCN1702E3344_003312-T1, TFCN1702E3344_004636-T1
GF00001068	TFCN1702E3344_001988-T1, TFCN1702E3344_001073-T1
GF00001069	TFCN1702E3344_007014-T1, TFCN1702E3344_006153-T1
GF00001070	TFCN1702E3344_003967-T1, TFCN1702E3344_001529-T1
GF00001071	TFCN1702E3344_001753-T1, TFCN1702E3344_001273-T1
GF00001072	TFCN1702E3344_010374-T1, TFCN1702E3344_006751-T1
GF00001073	TFCN1702E3344_008581-T1, TFCN1702E3344_004073-T1
GF00001074	TFCN1702E3344_011704-T1, TFCN1702E3344_007050-T1
GF00001075	TFCN1702E3344_001695-T1, TFCN1702E3344_001216-T1
GF00001076	TFCN1702E3344_002422-T1, TFCN1702E3344_011004-T1
GF00001077	TFCN1702E3344_006702-T1, TFCN1702E3344_011774-T1
GF00001078	TFCN1702E3344_001372-T1, TFCN1702E3344_003074-T1
GF00001079	TFCN1702E3344_003738-T1, TFCN1702E3344_013901-T1
GF00001080	TFCN1702E3344_006011-T1, TFCN1702E3344_007113-T1
GF00001081	TFCN1702E3344_009427-T1, TFCN1702E3344_005199-T1
GF00001082	TFCN1702E3344_000212-T1, TFCN1702E3344_007758-T1
GF00001083	TFCN1702E3344_012921-T1, TFCN1702E3344_013749-T1
GF00001084	TFCN1702E3344_013110-T1, TFCN1702E3344_000567-T1
GF00001085	TFCN1702E3344_010975-T1, TFCN1702E3344_010066-T1
GF00001086	TFCN1702E3344_013372-T1, TFCN1702E3344_002346-T1
GF00001087	TFCN1702E3344_009025-T1, TFCN1702E3344_004300-T1
GF00001088	TFCN1702E3344_011617-T1, TFCN1702E3344_008559-T1
GF00001089	TFCN1702E3344_010538-T1, TFCN1702E3344_010195-T1
GF00001090	TFCN1702E3344_008375-T1, TFCN1702E3344_008039-T1
GF00001091	TFCN1702E3344_007386-T1, TFCN1702E3344_012954-T1
GF00001092	TFCN1702E3344_012300-T1, TFCN1702E3344_007872-T1
GF00001093	TFCN1702E3344_009252-T1, TFCN1702E3344_000973-T1
GF00001094	TFCN1702E3344_012109-T1, TFCN1702E3344_002404-T1
GF00001095	TFCN1702E3344_008496-T1, TFCN1702E3344_011137-T1
GF00001096	TFCN1702E3344_001899-T1, TFCN1702E3344_013230-T1
GF00001097	TFCN1702E3344_010228-T1, TFCN1702E3344_008454-T1
GF00001098	TFCN1702E3344_008563-T1, TFCN1702E3344_011613-T1
GF00001099	TFCN1702E3344_007997-T1, TFCN1702E3344_007653-T1
GF00001100	TFCN1702E3344_013467-T1, TFCN1702E3344_013803-T1
GF00001101	TFCN1702E3344_005931-T1, TFCN1702E3344_004503-T1
GF00001102	TFCN1702E3344_007822-T1, TFCN1702E3344_001133-T1
GF00001103	TFCN1702E3344_002577-T1, TFCN1702E3344_011387-T1
GF00001104	TFCN1702E3344_001395-T1, TFCN1702E3344_003117-T1
GF00001105	TFCN1702E3344_010144-T1, TFCN1702E3344_003898-T1
GF00001106	TFCN1702E3344_004546-T1, TFCN1702E3344_008825-T1
GF00001107	TFCN1702E3344_007445-T1, TFCN1702E3344_009734-T1
GF00001108	TFCN1702E3344_013799-T1, TFCN1702E3344_012868-T1
GF00001109	TFCN1702E3344_012193-T1, TFCN1702E3344_013855-T1
GF00001110	TFCN1702E3344_006689-T1, TFCN1702E3344_004291-T1
GF00001111	TFCN1702E3344_003864-T1, TFCN1702E3344_010149-T1
GF00001112	TFCN1702E3344_007686-T1, TFCN1702E3344_007962-T1
GF00001113	TFCN1702E3344_006590-T1, TFCN1702E3344_009957-T1
GF00001114	TFCN1702E3344_006174-T1, TFCN1702E3344_010845-T1
GF00001115	TFCN1702E3344_000905-T1, TFCN1702E3344_001678-T1
GF00001116	TFCN1702E3344_008653-T1, TFCN1702E3344_000587-T1
GF00001117	TFCN1702E3344_001440-T1, TFCN1702E3344_010565-T1
GF00001118	TFCN1702E3344_009575-T1, TFCN1702E3344_011043-T1
GF00001119	TFCN1702E3344_011371-T1, TFCN1702E3344_007092-T1
GF00001120	TFCN1702E3344_013591-T1, TFCN1702E3344_013171-T1
GF00001121	TFCN1702E3344_012071-T1, TFCN1702E3344_010488-T1
GF00001122	TFCN1702E3344_012982-T1, TFCN1702E3344_002588-T1
GF00001123	TFCN1702E3344_011785-T1, TFCN1702E3344_008229-T1
GF00001124	TFCN1702E3344_002033-T1, TFCN1702E3344_001120-T1
GF00001125	TFCN1702E3344_011602-T1, TFCN1702E3344_008573-T1
GF00001126	TFCN1702E3344_011468-T1, TFCN1702E3344_006030-T1
GF00001127	TFCN1702E3344_006320-T1, TFCN1702E3344_007600-T1
GF00001128	TFCN1702E3344_002114-T1, TFCN1702E3344_005061-T1
GF00001129	TFCN1702E3344_006479-T1, TFCN1702E3344_004220-T1
GF00001130	TFCN1702E3344_000303-T1, TFCN1702E3344_000114-T1
GF00001131	TFCN1702E3344_002938-T1, TFCN1702E3344_005363-T1
GF00001132	TFCN1702E3344_000447-T1, TFCN1702E3344_000846-T1
GF00001133	TFCN1702E3344_006764-T1, TFCN1702E3344_011127-T1
GF00001134	TFCN1702E3344_002636-T1, TFCN1702E3344_008637-T1
GF00001135	TFCN1702E3344_005030-T1, TFCN1702E3344_010152-T1
GF00001136	TFCN1702E3344_008193-T1, TFCN1702E3344_007897-T1
GF00001137	TFCN1702E3344_013792-T1, TFCN1702E3344_012862-T1
GF00001138	TFCN1702E3344_005932-T1, TFCN1702E3344_004504-T1
GF00001139	TFCN1702E3344_000276-T1, TFCN1702E3344_000139-T1
GF00001140	TFCN1702E3344_001640-T1, TFCN1702E3344_000946-T1
GF00001141	TFCN1702E3344_001169-T1, TFCN1702E3344_003122-T1
GF00001142	TFCN1702E3344_005002-T1, TFCN1702E3344_010179-T1
GF00001143	TFCN1702E3344_012299-T1, TFCN1702E3344_007871-T1
GF00001144	TFCN1702E3344_001705-T1, TFCN1702E3344_001225-T1
GF00001145	TFCN1702E3344_007567-T1, TFCN1702E3344_010935-T1
GF00001146	TFCN1702E3344_002861-T1, TFCN1702E3344_004395-T1
GF00001147	TFCN1702E3344_000311-T1, TFCN1702E3344_000106-T1
GF00001148	TFCN1702E3344_005370-T1, TFCN1702E3344_002929-T1
GF00001149	TFCN1702E3344_007187-T1, TFCN1702E3344_010593-T1
GF00001150	TFCN1702E3344_006105-T1, TFCN1702E3344_012569-T1
GF00001151	TFCN1702E3344_005797-T1, TFCN1702E3344_007371-T1
GF00001152	TFCN1702E3344_007911-T1, TFCN1702E3344_008207-T1
GF00001153	TFCN1702E3344_014303-T1, TFCN1702E3344_002688-T1
GF00001154	TFCN1702E3344_013017-T1, TFCN1702E3344_002800-T1
GF00001155	TFCN1702E3344_001171-T1, TFCN1702E3344_003120-T1
GF00001156	TFCN1702E3344_001520-T1, TFCN1702E3344_003975-T1
GF00001157	TFCN1702E3344_005423-T1, TFCN1702E3344_003003-T1
GF00001158	TFCN1702E3344_006883-T1, TFCN1702E3344_010769-T1
GF00001159	TFCN1702E3344_014115-T1, TFCN1702E3344_012223-T1
GF00001160	TFCN1702E3344_004544-T1, TFCN1702E3344_008823-T1
GF00001161	TFCN1702E3344_008601-T1, TFCN1702E3344_007077-T1
GF00001162	TFCN1702E3344_000976-T1, TFCN1702E3344_009249-T1
GF00001163	TFCN1702E3344_006478-T1, TFCN1702E3344_004219-T1
GF00001164	TFCN1702E3344_010766-T1, TFCN1702E3344_006886-T1
GF00001165	TFCN1702E3344_012157-T1, TFCN1702E3344_006918-T1
GF00001166	TFCN1702E3344_003404-T1, TFCN1702E3344_003489-T1
GF00001167	TFCN1702E3344_012894-T1, TFCN1702E3344_000193-T1
GF00001168	TFCN1702E3344_000076-T1, TFCN1702E3344_000342-T1
GF00001169	TFCN1702E3344_013567-T1, TFCN1702E3344_007316-T1
GF00001170	TFCN1702E3344_006839-T1, TFCN1702E3344_012175-T1
GF00001171	TFCN1702E3344_008365-T1, TFCN1702E3344_008048-T1
GF00001172	TFCN1702E3344_007620-T1, TFCN1702E3344_011518-T1
GF00001173	TFCN1702E3344_000988-T1, TFCN1702E3344_009236-T1
GF00001174	TFCN1702E3344_000615-T1, TFCN1702E3344_008678-T1
GF00001175	TFCN1702E3344_007687-T1, TFCN1702E3344_007961-T1
GF00001176	TFCN1702E3344_005511-T1, TFCN1702E3344_001793-T1
GF00001177	TFCN1702E3344_001624-T1, TFCN1702E3344_000961-T1
GF00001178	TFCN1702E3344_001256-T1, TFCN1702E3344_001737-T1
GF00001179	TFCN1702E3344_005014-T1, TFCN1702E3344_010167-T1
GF00001180	TFCN1702E3344_008289-T1, TFCN1702E3344_013211-T1
GF00001181	TFCN1702E3344_010920-T1, TFCN1702E3344_009375-T1
GF00001182	TFCN1702E3344_009803-T1, TFCN1702E3344_000995-T1
GF00001183	TFCN1702E3344_010494-T1, TFCN1702E3344_012077-T1
GF00001184	TFCN1702E3344_002722-T1, TFCN1702E3344_008866-T1
GF00001185	TFCN1702E3344_001170-T1, TFCN1702E3344_003121-T1
GF00001186	TFCN1702E3344_013393-T1, TFCN1702E3344_007270-T1
GF00001187	TFCN1702E3344_004355-T1, TFCN1702E3344_002821-T1
GF00001188	TFCN1702E3344_010754-T1, TFCN1702E3344_006894-T1
GF00001189	TFCN1702E3344_013416-T1, TFCN1702E3344_003747-T1
GF00001190	TFCN1702E3344_012355-T1, TFCN1702E3344_003220-T1
GF00001191	TFCN1702E3344_014588-T1, TFCN1702E3344_000576-T1
GF00001192	TFCN1702E3344_008487-T1, TFCN1702E3344_010261-T1
GF00001193	TFCN1702E3344_002612-T1, TFCN1702E3344_008612-T1
GF00001194	TFCN1702E3344_013944-T1, TFCN1702E3344_009623-T1
GF00001195	TFCN1702E3344_005278-T1, TFCN1702E3344_008697-T1
GF00001196	TFCN1702E3344_014190-T1, TFCN1702E3344_010301-T1
GF00001197	TFCN1702E3344_003258-T1, TFCN1702E3344_007265-T1
GF00001198	TFCN1702E3344_007020-T1, TFCN1702E3344_006158-T1
GF00001199	TFCN1702E3344_013106-T1, TFCN1702E3344_000563-T1
GF00001200	TFCN1702E3344_005873-T1, TFCN1702E3344_004445-T1
GF00001201	TFCN1702E3344_011637-T1, TFCN1702E3344_012254-T1
GF00001202	TFCN1702E3344_005626-T1, TFCN1702E3344_000790-T1
GF00001203	TFCN1702E3344_011086-T1, TFCN1702E3344_002974-T1
GF00001204	TFCN1702E3344_009674-T1, TFCN1702E3344_013520-T1
GF00001205	TFCN1702E3344_003569-T1, TFCN1702E3344_008064-T1
GF00001206	TFCN1702E3344_009657-T1, TFCN1702E3344_013330-T1
GF00001207	TFCN1702E3344_000182-T1, TFCN1702E3344_000229-T1
GF00001208	TFCN1702E3344_012895-T1, TFCN1702E3344_000194-T1
GF00001209	TFCN1702E3344_010804-T1, TFCN1702E3344_014179-T1
GF00001210	TFCN1702E3344_014390-T1, TFCN1702E3344_012908-T1
GF00001211	TFCN1702E3344_013178-T1, TFCN1702E3344_014182-T1
GF00001212	TFCN1702E3344_006545-T1, TFCN1702E3344_001865-T1
GF00001213	TFCN1702E3344_011213-T1, TFCN1702E3344_011892-T1
GF00001214	TFCN1702E3344_000013-T1, TFCN1702E3344_000412-T1
GF00001215	TFCN1702E3344_013026-T1, TFCN1702E3344_014284-T1
GF00001216	TFCN1702E3344_002417-T1, TFCN1702E3344_011009-T1
GF00001217	TFCN1702E3344_004365-T1, TFCN1702E3344_002831-T1
GF00001218	TFCN1702E3344_010446-T1, TFCN1702E3344_011928-T1
GF00001219	TFCN1702E3344_007157-T1, TFCN1702E3344_005970-T1
GF00001220	TFCN1702E3344_014387-T1, TFCN1702E3344_012906-T1
GF00001221	TFCN1702E3344_008599-T1, TFCN1702E3344_004052-T1
GF00001222	TFCN1702E3344_008535-T1, TFCN1702E3344_003698-T1
GF00001223	TFCN1702E3344_001250-T1, TFCN1702E3344_001731-T1
GF00001224	TFCN1702E3344_006627-T1, TFCN1702E3344_009365-T1
GF00001225	TFCN1702E3344_010529-T1, TFCN1702E3344_010203-T1
GF00001226	TFCN1702E3344_013290-T1, TFCN1702E3344_002363-T1
GF00001227	TFCN1702E3344_003835-T1, TFCN1702E3344_009081-T1
GF00001228	TFCN1702E3344_010601-T1, TFCN1702E3344_007195-T1
GF00001229	TFCN1702E3344_001583-T1, TFCN1702E3344_009125-T1
GF00001230	TFCN1702E3344_007174-T1, TFCN1702E3344_014166-T1
GF00001231	TFCN1702E3344_011512-T1, TFCN1702E3344_007626-T1
GF00001232	TFCN1702E3344_009319-T1, TFCN1702E3344_000763-T1
GF00001233	TFCN1702E3344_010490-T1, TFCN1702E3344_012073-T1
GF00001234	TFCN1702E3344_005950-T1, TFCN1702E3344_000645-T1
GF00001235	TFCN1702E3344_010103-T1, TFCN1702E3344_012689-T1
GF00001236	TFCN1702E3344_000591-T1, TFCN1702E3344_008657-T1
GF00001237	TFCN1702E3344_005963-T1, TFCN1702E3344_000632-T1
GF00001238	TFCN1702E3344_005129-T1, TFCN1702E3344_005658-T1
GF00001239	TFCN1702E3344_014301-T1, TFCN1702E3344_002686-T1
GF00001240	TFCN1702E3344_009084-T1, TFCN1702E3344_003832-T1
GF00001241	TFCN1702E3344_006928-T1, TFCN1702E3344_005792-T1
GF00001242	TFCN1702E3344_006185-T1, TFCN1702E3344_010836-T1
GF00001243	TFCN1702E3344_007402-T1, TFCN1702E3344_009028-T1
GF00001244	TFCN1702E3344_007699-T1, TFCN1702E3344_005550-T1
GF00001245	TFCN1702E3344_000614-T1, TFCN1702E3344_008677-T1
GF00001246	TFCN1702E3344_013061-T1, TFCN1702E3344_000490-T1
GF00001247	TFCN1702E3344_013674-T1, TFCN1702E3344_005172-T1
GF00001248	TFCN1702E3344_001077-T1, TFCN1702E3344_001991-T1
GF00001249	TFCN1702E3344_006065-T1, TFCN1702E3344_009470-T1
GF00001250	TFCN1702E3344_012388-T1, TFCN1702E3344_010814-T1
GF00001251	TFCN1702E3344_009473-T1, TFCN1702E3344_006062-T1
GF00001252	TFCN1702E3344_007413-T1, TFCN1702E3344_009039-T1
GF00001253	TFCN1702E3344_006551-T1, TFCN1702E3344_001871-T1
GF00001254	TFCN1702E3344_005267-T1, TFCN1702E3344_008707-T1
GF00001255	TFCN1702E3344_013190-T1, TFCN1702E3344_012538-T1
GF00001256	TFCN1702E3344_009848-T1, TFCN1702E3344_002568-T1
GF00001257	TFCN1702E3344_014043-T1, TFCN1702E3344_010020-T1
GF00001258	TFCN1702E3344_006505-T1, TFCN1702E3344_011569-T1
GF00001259	TFCN1702E3344_013941-T1, TFCN1702E3344_009620-T1
GF00001260	TFCN1702E3344_006959-T1, TFCN1702E3344_002761-T1
GF00001261	TFCN1702E3344_005253-T1, TFCN1702E3344_008721-T1
GF00001262	TFCN1702E3344_004240-T1, TFCN1702E3344_006487-T1
GF00001263	TFCN1702E3344_011909-T1, TFCN1702E3344_011204-T1
GF00001264	TFCN1702E3344_006090-T1, TFCN1702E3344_009448-T1
GF00001265	TFCN1702E3344_000002-T1, TFCN1702E3344_000427-T1
GF00001266	TFCN1702E3344_006609-T1, TFCN1702E3344_009939-T1
GF00001267	TFCN1702E3344_006445-T1, TFCN1702E3344_009005-T1
GF00001268	TFCN1702E3344_006067-T1, TFCN1702E3344_009468-T1
GF00001269	TFCN1702E3344_006474-T1, TFCN1702E3344_004215-T1
GF00001270	TFCN1702E3344_013120-T1, TFCN1702E3344_001776-T1
GF00001271	TFCN1702E3344_009462-T1, TFCN1702E3344_006073-T1
GF00001272	TFCN1702E3344_013777-T1, TFCN1702E3344_013509-T1
GF00001273	TFCN1702E3344_008378-T1, TFCN1702E3344_008036-T1
GF00001274	TFCN1702E3344_011446-T1, TFCN1702E3344_004171-T1
GF00001275	TFCN1702E3344_009182-T1, TFCN1702E3344_004131-T1
GF00001276	TFCN1702E3344_001909-T1, TFCN1702E3344_012510-T1
GF00001277	TFCN1702E3344_008548-T1, TFCN1702E3344_003684-T1
GF00001278	TFCN1702E3344_001939-T1, TFCN1702E3344_012087-T1
GF00001279	TFCN1702E3344_003288-T1, TFCN1702E3344_004658-T1
GF00001280	TFCN1702E3344_010449-T1, TFCN1702E3344_011925-T1
GF00001281	TFCN1702E3344_010999-T1, TFCN1702E3344_002427-T1
GF00001282	TFCN1702E3344_014167-T1, TFCN1702E3344_007175-T1
GF00001283	TFCN1702E3344_006132-T1, TFCN1702E3344_009988-T1
GF00001284	TFCN1702E3344_012116-T1, TFCN1702E3344_002397-T1
