	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001003	TFCN17334Y5_010311-T1	DBVPG3775_001382-T1
GF00001004	TFCN17334Y5_013644-T1	DBVPG3775_006819-T1
GF00001005	TFCN17334Y5_010621-T1	DBVPG3775_006102-T1
GF00001006	TFCN17334Y5_012595-T1	DBVPG3775_006108-T1
GF00001007	TFCN17334Y5_012596-T1	DBVPG3775_006110-T1
GF00001008	TFCN17334Y5_010642-T1	DBVPG3775_006127-T1
GF00001009	TFCN17334Y5_010919-T1	DBVPG3775_003261-T1
GF00001010	TFCN17334Y5_010928-T1	DBVPG3775_003271-T1
GF00001011	TFCN17334Y5_011018-T1	DBVPG3775_003444-T1
GF00001012	TFCN17334Y5_011183-T1	DBVPG3775_006665-T1
GF00001013	TFCN17334Y5_011340-T1	DBVPG3775_005954-T1
GF00001014	TFCN17334Y5_012724-T1	DBVPG3775_002330-T1
GF00001015	TFCN17334Y5_011544-T1	DBVPG3775_003249-T1
GF00001016	TFCN17334Y5_011611-T1	DBVPG3775_004269-T1
GF00001017	TFCN17334Y5_011843-T1	DBVPG3775_006353-T1
GF00001018	TFCN17334Y5_011842-T1	DBVPG3775_006352-T1
GF00001019	TFCN17334Y5_012907-T1	DBVPG3775_002551-T1
GF00001020	TFCN17334Y5_013141-T1	DBVPG3775_007028-T1
GF00001021	TFCN17334Y5_012402-T1	DBVPG3775_007208-T1
GF00001022	TFCN17334Y5_012408-T1	DBVPG3775_007203-T1
GF00001023	TFCN17334Y5_014310-T1	DBVPG3775_007015-T1
GF00001024	TFCN17334Y5_013156-T1	DBVPG3775_007014-T1
GF00001025	TFCN17334Y5_013273-T1	DBVPG3775_006651-T1
GF00001026	TFCN17334Y5_014406-T1	DBVPG3775_007356-T1
GF00001027	TFCN17334Y5_013301-T1	DBVPG3775_002865-T1
GF00001028	TFCN17334Y5_014381-T1	DBVPG3775_002592-T1
GF00001029	TFCN17334Y5_014324-T1	DBVPG3775_007500-T1
GF00001030	TFCN17334Y5_014086-T1	DBVPG3775_006544-T1
GF00001031	TFCN17334Y5_014287-T1	DBVPG3775_003458-T1
GF00001032	TFCN17334Y5_014423-T1	DBVPG3775_002120-T1
GF00001033	TFCN17334Y5_014514-T1	DBVPG3775_007596-T1
GF00001034	TFCN17334Y5_012895-T1	DBVPG3775_002540-T1
GF00001035	TFCN17334Y5_002037-T1	DBVPG3775_000421-T1
GF00001036	TFCN17334Y5_003619-T1	DBVPG3775_006082-T1
GF00001037	TFCN17334Y5_000001-T1	DBVPG3775_006279-T1
GF00001038	TFCN17334Y5_014205-T1	DBVPG3775_006278-T1
GF00001039	TFCN17334Y5_000003-T1	DBVPG3775_006277-T1
GF00001040	TFCN17334Y5_014208-T1	DBVPG3775_006275-T1
GF00001041	TFCN17334Y5_014209-T1	DBVPG3775_006274-T1
GF00001042	TFCN17334Y5_014210-T1	DBVPG3775_006273-T1
GF00001043	TFCN17334Y5_000008-T1	DBVPG3775_006272-T1
GF00001044	TFCN17334Y5_010077-T1	DBVPG3775_006268-T1
GF00001045	TFCN17334Y5_008562-T1	DBVPG3775_001816-T1
GF00001046	TFCN17334Y5_000017-T1	DBVPG3775_006263-T1
GF00001047	TFCN17334Y5_000021-T1	DBVPG3775_006258-T1
GF00001048	TFCN17334Y5_000022-T1	DBVPG3775_006257-T1
GF00001049	TFCN17334Y5_000023-T1	DBVPG3775_006256-T1
GF00001050	TFCN17334Y5_010063-T1	DBVPG3775_006253-T1
GF00001051	TFCN17334Y5_000027-T1	DBVPG3775_006251-T1
GF00001052	TFCN17334Y5_000029-T1	DBVPG3775_006247-T1
GF00001053	TFCN17334Y5_010057-T1	DBVPG3775_006245-T1
GF00001054	TFCN17334Y5_000035-T1	DBVPG3775_006240-T1
GF00001055	TFCN17334Y5_010051-T1	DBVPG3775_006239-T1
GF00001056	TFCN17334Y5_000039-T1	DBVPG3775_006236-T1
GF00001057	TFCN17334Y5_010043-T1	DBVPG3775_006235-T1
GF00001058	TFCN17334Y5_000041-T1	DBVPG3775_006233-T1
GF00001059	TFCN17334Y5_000042-T1	DBVPG3775_006232-T1
GF00001060	TFCN17334Y5_000043-T1	DBVPG3775_006229-T1
GF00001061	TFCN17334Y5_010037-T1	DBVPG3775_006227-T1
GF00001062	TFCN17334Y5_000073-T1	DBVPG3775_006960-T1
GF00001063	TFCN17334Y5_000047-T1	DBVPG3775_006933-T1
GF00001064	TFCN17334Y5_010912-T1	DBVPG3775_006934-T1
GF00001065	TFCN17334Y5_000050-T1	DBVPG3775_006936-T1
GF00001066	TFCN17334Y5_000052-T1	DBVPG3775_006938-T1
GF00001067	TFCN17334Y5_010907-T1	DBVPG3775_006939-T1
GF00001068	TFCN17334Y5_010905-T1	DBVPG3775_006942-T1
GF00001069	TFCN17334Y5_010904-T1	DBVPG3775_006943-T1
GF00001070	TFCN17334Y5_000057-T1	DBVPG3775_006944-T1
GF00001071	TFCN17334Y5_000058-T1	DBVPG3775_006945-T1
GF00001072	TFCN17334Y5_010901-T1	DBVPG3775_006946-T1
GF00001073	TFCN17334Y5_000062-T1	DBVPG3775_006949-T1
GF00001074	TFCN17334Y5_000063-T1	DBVPG3775_006950-T1
GF00001075	TFCN17334Y5_000064-T1	DBVPG3775_006951-T1
GF00001076	TFCN17334Y5_000065-T1	DBVPG3775_006952-T1
GF00001077	TFCN17334Y5_005005-T1	DBVPG3775_001700-T1
GF00001078	TFCN17334Y5_000069-T1	DBVPG3775_006955-T1
GF00001079	TFCN17334Y5_010891-T1	DBVPG3775_006956-T1
GF00001080	TFCN17334Y5_010890-T1	DBVPG3775_006957-T1
GF00001081	TFCN17334Y5_000074-T1	DBVPG3775_006961-T1
GF00001082	TFCN17334Y5_010881-T1	DBVPG3775_006966-T1
GF00001083	TFCN17334Y5_000080-T1	DBVPG3775_006967-T1
GF00001084	TFCN17334Y5_011928-T1	DBVPG3775_005359-T1
GF00001085	TFCN17334Y5_010878-T1	DBVPG3775_006969-T1
GF00001086	TFCN17334Y5_010877-T1	DBVPG3775_006970-T1
GF00001087	TFCN17334Y5_000084-T1	DBVPG3775_006971-T1
GF00001088	TFCN17334Y5_010874-T1	DBVPG3775_006973-T1
GF00001089	TFCN17334Y5_004463-T1	DBVPG3775_006415-T1
GF00001090	TFCN17334Y5_000093-T1	DBVPG3775_006414-T1
GF00001091	TFCN17334Y5_000095-T1	DBVPG3775_006412-T1
GF00001092	TFCN17334Y5_000097-T1	DBVPG3775_006410-T1
GF00001093	TFCN17334Y5_000098-T1	DBVPG3775_006409-T1
GF00001094	TFCN17334Y5_004456-T1	DBVPG3775_006408-T1
GF00001095	TFCN17334Y5_000100-T1	DBVPG3775_006407-T1
GF00001096	TFCN17334Y5_004468-T1	DBVPG3775_006420-T1
GF00001097	TFCN17334Y5_000106-T1	DBVPG3775_006422-T1
GF00001098	TFCN17334Y5_004477-T1	DBVPG3775_006428-T1
GF00001099	TFCN17334Y5_000112-T1	DBVPG3775_006431-T1
GF00001100	TFCN17334Y5_000113-T1	DBVPG3775_006432-T1
GF00001101	TFCN17334Y5_000114-T1	DBVPG3775_006433-T1
GF00001102	TFCN17334Y5_000115-T1	DBVPG3775_006434-T1
GF00001103	TFCN17334Y5_000118-T1	DBVPG3775_006436-T1
GF00001104	TFCN17334Y5_000120-T1	DBVPG3775_003179-T1
GF00001105	TFCN17334Y5_000121-T1	DBVPG3775_003178-T1
GF00001106	TFCN17334Y5_000122-T1	DBVPG3775_003177-T1
GF00001107	TFCN17334Y5_007204-T1	DBVPG3775_003175-T1
GF00001108	TFCN17334Y5_000125-T1	DBVPG3775_003174-T1
GF00001109	TFCN17334Y5_007206-T1	DBVPG3775_003173-T1
GF00001110	TFCN17334Y5_000128-T1	DBVPG3775_003171-T1
GF00001111	TFCN17334Y5_000130-T1	DBVPG3775_003169-T1
GF00001112	TFCN17334Y5_000131-T1	DBVPG3775_003168-T1
GF00001113	TFCN17334Y5_007212-T1	DBVPG3775_003167-T1
GF00001114	TFCN17334Y5_003699-T1	DBVPG3775_003893-T1
GF00001115	TFCN17334Y5_001930-T1	DBVPG3775_001039-T1
GF00001116	TFCN17334Y5_000133-T1	DBVPG3775_003166-T1
GF00001117	TFCN17334Y5_000134-T1	DBVPG3775_003165-T1
GF00001118	TFCN17334Y5_000135-T1	DBVPG3775_003164-T1
GF00001119	TFCN17334Y5_000138-T1	DBVPG3775_003161-T1
GF00001120	TFCN17334Y5_014432-T1	DBVPG3775_003160-T1
GF00001121	TFCN17334Y5_014433-T1	DBVPG3775_003159-T1
GF00001122	TFCN17334Y5_000141-T1	DBVPG3775_003158-T1
GF00001123	TFCN17334Y5_000142-T1	DBVPG3775_003157-T1
GF00001124	TFCN17334Y5_014437-T1	DBVPG3775_003155-T1
GF00001125	TFCN17334Y5_000145-T1	DBVPG3775_003154-T1
GF00001126	TFCN17334Y5_014183-T1	DBVPG3775_003152-T1
GF00001127	TFCN17334Y5_009046-T1	DBVPG3775_004061-T1
GF00001128	TFCN17334Y5_000149-T1	DBVPG3775_003151-T1
GF00001129	TFCN17334Y5_000150-T1	DBVPG3775_003150-T1
GF00001130	TFCN17334Y5_000152-T1	DBVPG3775_003148-T1
GF00001131	TFCN17334Y5_014178-T1	DBVPG3775_003146-T1
GF00001132	TFCN17334Y5_000155-T1	DBVPG3775_003145-T1
GF00001133	TFCN17334Y5_014176-T1	DBVPG3775_003144-T1
GF00001134	TFCN17334Y5_014174-T1	DBVPG3775_003142-T1
GF00001135	TFCN17334Y5_000159-T1	DBVPG3775_003141-T1
GF00001136	TFCN17334Y5_000160-T1	DBVPG3775_003140-T1
GF00001137	TFCN17334Y5_000161-T1	DBVPG3775_003139-T1
GF00001138	TFCN17334Y5_000165-T1	DBVPG3775_003135-T1
GF00001139	TFCN17334Y5_006155-T1	DBVPG3775_005021-T1
GF00001140	TFCN17334Y5_003302-T1	DBVPG3775_002242-T1
GF00001141	TFCN17334Y5_000171-T1	DBVPG3775_003130-T1
GF00001142	TFCN17334Y5_000172-T1	DBVPG3775_003129-T1
GF00001143	TFCN17334Y5_000173-T1	DBVPG3775_003128-T1
GF00001144	TFCN17334Y5_007384-T1	DBVPG3775_003127-T1
GF00001145	TFCN17334Y5_000175-T1	DBVPG3775_003126-T1
GF00001146	TFCN17334Y5_000176-T1	DBVPG3775_003125-T1
GF00001147	TFCN17334Y5_000177-T1	DBVPG3775_003124-T1
GF00001148	TFCN17334Y5_007388-T1	DBVPG3775_003123-T1
GF00001149	TFCN17334Y5_007389-T1	DBVPG3775_003122-T1
GF00001150	TFCN17334Y5_000180-T1	DBVPG3775_003121-T1
GF00001151	TFCN17334Y5_000182-T1	DBVPG3775_003118-T1
GF00001152	TFCN17334Y5_007393-T1	DBVPG3775_003117-T1
GF00001153	TFCN17334Y5_000184-T1	DBVPG3775_003116-T1
GF00001154	TFCN17334Y5_001208-T1	DBVPG3775_001081-T1
GF00001155	TFCN17334Y5_000188-T1	DBVPG3775_003111-T1
GF00001156	TFCN17334Y5_000189-T1	DBVPG3775_003110-T1
GF00001157	TFCN17334Y5_007400-T1	DBVPG3775_003109-T1
GF00001158	TFCN17334Y5_000193-T1	DBVPG3775_003106-T1
GF00001159	TFCN17334Y5_000199-T1	DBVPG3775_003103-T1
GF00001160	TFCN17334Y5_007406-T1	DBVPG3775_003102-T1
GF00001161	TFCN17334Y5_000201-T1	DBVPG3775_003101-T1
GF00001162	TFCN17334Y5_000203-T1	DBVPG3775_003099-T1
GF00001163	TFCN17334Y5_007411-T1	DBVPG3775_003097-T1
GF00001164	TFCN17334Y5_007415-T1	DBVPG3775_003094-T1
GF00001165	TFCN17334Y5_000209-T1	DBVPG3775_003093-T1
GF00001166	TFCN17334Y5_000210-T1	DBVPG3775_003092-T1
GF00001167	TFCN17334Y5_000211-T1	DBVPG3775_003091-T1
GF00001168	TFCN17334Y5_000213-T1	DBVPG3775_003089-T1
GF00001169	TFCN17334Y5_007421-T1	DBVPG3775_003088-T1
GF00001170	TFCN17334Y5_000216-T1	DBVPG3775_003086-T1
GF00001171	TFCN17334Y5_000217-T1	DBVPG3775_003085-T1
GF00001172	TFCN17334Y5_000219-T1	DBVPG3775_003083-T1
GF00001173	TFCN17334Y5_000220-T1	DBVPG3775_003082-T1
GF00001174	TFCN17334Y5_013714-T1	DBVPG3775_002542-T1
GF00001175	TFCN17334Y5_013498-T1	DBVPG3775_001999-T1
GF00001176	TFCN17334Y5_004760-T1	DBVPG3775_003668-T1
GF00001177	TFCN17334Y5_000223-T1	DBVPG3775_003079-T1
GF00001178	TFCN17334Y5_007432-T1	DBVPG3775_003078-T1
GF00001179	TFCN17334Y5_000225-T1	DBVPG3775_003077-T1
GF00001180	TFCN17334Y5_000228-T1	DBVPG3775_003074-T1
GF00001181	TFCN17334Y5_007439-T1	DBVPG3775_003073-T1
GF00001182	TFCN17334Y5_000230-T1	DBVPG3775_003072-T1
GF00001183	TFCN17334Y5_000232-T1	DBVPG3775_003070-T1
GF00001184	TFCN17334Y5_000233-T1	DBVPG3775_003069-T1
GF00001185	TFCN17334Y5_000234-T1	DBVPG3775_003068-T1
GF00001186	TFCN17334Y5_000235-T1	DBVPG3775_003067-T1
GF00001187	TFCN17334Y5_011709-T1	DBVPG3775_001891-T1
GF00001188	TFCN17334Y5_000239-T1	DBVPG3775_003063-T1
GF00001189	TFCN17334Y5_000241-T1	DBVPG3775_003061-T1
GF00001190	TFCN17334Y5_007451-T1	DBVPG3775_003060-T1
GF00001191	TFCN17334Y5_000243-T1	DBVPG3775_003059-T1
GF00001192	TFCN17334Y5_007453-T1	DBVPG3775_003058-T1
GF00001193	TFCN17334Y5_000245-T1	DBVPG3775_003057-T1
GF00001194	TFCN17334Y5_000246-T1	DBVPG3775_003056-T1
GF00001195	TFCN17334Y5_007456-T1	DBVPG3775_003055-T1
GF00001196	TFCN17334Y5_007457-T1	DBVPG3775_003054-T1
GF00001197	TFCN17334Y5_000250-T1	DBVPG3775_003052-T1
GF00001198	TFCN17334Y5_000663-T1	DBVPG3775_003050-T1
GF00001199	TFCN17334Y5_000253-T1	DBVPG3775_003049-T1
GF00001200	TFCN17334Y5_000256-T1	DBVPG3775_005045-T1
GF00001201	TFCN17334Y5_000257-T1	DBVPG3775_005046-T1
GF00001202	TFCN17334Y5_000258-T1	DBVPG3775_005047-T1
GF00001203	TFCN17334Y5_000259-T1	DBVPG3775_005048-T1
GF00001204	TFCN17334Y5_000260-T1	DBVPG3775_005049-T1
GF00001205	TFCN17334Y5_011742-T1	DBVPG3775_001924-T1
GF00001206	TFCN17334Y5_002883-T1	DBVPG3775_002155-T1
GF00001207	TFCN17334Y5_000264-T1	DBVPG3775_005053-T1
GF00001208	TFCN17334Y5_000267-T1	DBVPG3775_005056-T1
GF00001209	TFCN17334Y5_000268-T1	DBVPG3775_005057-T1
GF00001210	TFCN17334Y5_000645-T1	DBVPG3775_005058-T1
GF00001211	TFCN17334Y5_000270-T1	DBVPG3775_005059-T1
GF00001212	TFCN17334Y5_000643-T1	DBVPG3775_005061-T1
GF00001213	TFCN17334Y5_000274-T1	DBVPG3775_005063-T1
GF00001214	TFCN17334Y5_000275-T1	DBVPG3775_005064-T1
GF00001215	TFCN17334Y5_000277-T1	DBVPG3775_005066-T1
GF00001216	TFCN17334Y5_000637-T1	DBVPG3775_005067-T1
GF00001217	TFCN17334Y5_000636-T1	DBVPG3775_005068-T1
GF00001218	TFCN17334Y5_000280-T1	DBVPG3775_005069-T1
GF00001219	TFCN17334Y5_000283-T1	DBVPG3775_005072-T1
GF00001220	TFCN17334Y5_000284-T1	DBVPG3775_005073-T1
GF00001221	TFCN17334Y5_000285-T1	DBVPG3775_005074-T1
GF00001222	TFCN17334Y5_000629-T1	DBVPG3775_005075-T1
GF00001223	TFCN17334Y5_000628-T1	DBVPG3775_005076-T1
GF00001224	TFCN17334Y5_000288-T1	DBVPG3775_005077-T1
GF00001225	TFCN17334Y5_000291-T1	DBVPG3775_005081-T1
GF00001226	TFCN17334Y5_008682-T1	DBVPG3775_002852-T1
GF00001227	TFCN17334Y5_000296-T1	DBVPG3775_005086-T1
GF00001228	TFCN17334Y5_000297-T1	DBVPG3775_005087-T1
GF00001229	TFCN17334Y5_000298-T1	DBVPG3775_005088-T1
GF00001230	TFCN17334Y5_000299-T1	DBVPG3775_005089-T1
GF00001231	TFCN17334Y5_000301-T1	DBVPG3775_005091-T1
GF00001232	TFCN17334Y5_000302-T1	DBVPG3775_005092-T1
GF00001233	TFCN17334Y5_000303-T1	DBVPG3775_005093-T1
GF00001234	TFCN17334Y5_000304-T1	DBVPG3775_005094-T1
GF00001235	TFCN17334Y5_000305-T1	DBVPG3775_005095-T1
GF00001236	TFCN17334Y5_000611-T1	DBVPG3775_005096-T1
GF00001237	TFCN17334Y5_000308-T1	DBVPG3775_005098-T1
GF00001238	TFCN17334Y5_000309-T1	DBVPG3775_005099-T1
GF00001239	TFCN17334Y5_000310-T1	DBVPG3775_005100-T1
GF00001240	TFCN17334Y5_000605-T1	DBVPG3775_005102-T1
GF00001241	TFCN17334Y5_000313-T1	DBVPG3775_005103-T1
GF00001242	TFCN17334Y5_000314-T1	DBVPG3775_005104-T1
GF00001243	TFCN17334Y5_000602-T1	DBVPG3775_005105-T1
GF00001244	TFCN17334Y5_000316-T1	DBVPG3775_005106-T1
GF00001245	TFCN17334Y5_000317-T1	DBVPG3775_005107-T1
GF00001246	TFCN17334Y5_000318-T1	DBVPG3775_005108-T1
GF00001247	TFCN17334Y5_000320-T1	DBVPG3775_005110-T1
GF00001248	TFCN17334Y5_000321-T1	DBVPG3775_005111-T1
GF00001249	TFCN17334Y5_000323-T1	DBVPG3775_005113-T1
GF00001250	TFCN17334Y5_000593-T1	DBVPG3775_005114-T1
GF00001251	TFCN17334Y5_000327-T1	DBVPG3775_005117-T1
GF00001252	TFCN17334Y5_000328-T1	DBVPG3775_005118-T1
GF00001253	TFCN17334Y5_000329-T1	DBVPG3775_005119-T1
GF00001254	TFCN17334Y5_000331-T1	DBVPG3775_005121-T1
GF00001255	TFCN17334Y5_000334-T1	DBVPG3775_005124-T1
GF00001256	TFCN17334Y5_000335-T1	DBVPG3775_005125-T1
GF00001257	TFCN17334Y5_000336-T1	DBVPG3775_005126-T1
GF00001258	TFCN17334Y5_000337-T1	DBVPG3775_005127-T1
GF00001259	TFCN17334Y5_000338-T1	DBVPG3775_005128-T1
GF00001260	TFCN17334Y5_000341-T1	DBVPG3775_004270-T1
GF00001261	TFCN17334Y5_000342-T1	DBVPG3775_004271-T1
GF00001262	TFCN17334Y5_011614-T1	DBVPG3775_004272-T1
GF00001263	TFCN17334Y5_011615-T1	DBVPG3775_004273-T1
GF00001264	TFCN17334Y5_011616-T1	DBVPG3775_004274-T1
GF00001265	TFCN17334Y5_000350-T1	DBVPG3775_004278-T1
GF00001266	TFCN17334Y5_000351-T1	DBVPG3775_004279-T1
GF00001267	TFCN17334Y5_011623-T1	DBVPG3775_004280-T1
GF00001268	TFCN17334Y5_000353-T1	DBVPG3775_004281-T1
GF00001269	TFCN17334Y5_011625-T1	DBVPG3775_004282-T1
GF00001270	TFCN17334Y5_000355-T1	DBVPG3775_004283-T1
GF00001271	TFCN17334Y5_000356-T1	DBVPG3775_004284-T1
GF00001272	TFCN17334Y5_000357-T1	DBVPG3775_004285-T1
GF00001273	TFCN17334Y5_000358-T1	DBVPG3775_004286-T1
GF00001274	TFCN17334Y5_000363-T1	DBVPG3775_004290-T1
GF00001275	TFCN17334Y5_008993-T1	DBVPG3775_004291-T1
GF00001276	TFCN17334Y5_000365-T1	DBVPG3775_004292-T1
GF00001277	TFCN17334Y5_000371-T1	DBVPG3775_004295-T1
GF00001278	TFCN17334Y5_008988-T1	DBVPG3775_004296-T1
GF00001279	TFCN17334Y5_000373-T1	DBVPG3775_004297-T1
GF00001280	TFCN17334Y5_008985-T1	DBVPG3775_004299-T1
GF00001281	TFCN17334Y5_008983-T1	DBVPG3775_004301-T1
GF00001282	TFCN17334Y5_000378-T1	DBVPG3775_004302-T1
GF00001283	TFCN17334Y5_008981-T1	DBVPG3775_004303-T1
GF00001284	TFCN17334Y5_008980-T1	DBVPG3775_004304-T1
GF00001285	TFCN17334Y5_008979-T1	DBVPG3775_004305-T1
GF00001286	TFCN17334Y5_008972-T1	DBVPG3775_004312-T1
GF00001287	TFCN17334Y5_008971-T1	DBVPG3775_004313-T1
GF00001288	TFCN17334Y5_008970-T1	DBVPG3775_004314-T1
GF00001289	TFCN17334Y5_000389-T1	DBVPG3775_004315-T1
GF00001290	TFCN17334Y5_008968-T1	DBVPG3775_004316-T1
GF00001291	TFCN17334Y5_008967-T1	DBVPG3775_004317-T1
GF00001292	TFCN17334Y5_000395-T1	DBVPG3775_004321-T1
GF00001293	TFCN17334Y5_008962-T1	DBVPG3775_004322-T1
GF00001294	TFCN17334Y5_000397-T1	DBVPG3775_004323-T1
GF00001295	TFCN17334Y5_008960-T1	DBVPG3775_004324-T1
GF00001296	TFCN17334Y5_000399-T1	DBVPG3775_004325-T1
GF00001297	TFCN17334Y5_000403-T1	DBVPG3775_004330-T1
GF00001298	TFCN17334Y5_008952-T1	DBVPG3775_004334-T1
GF00001299	TFCN17334Y5_008954-T1	DBVPG3775_004332-T1
GF00001300	TFCN17334Y5_008949-T1	DBVPG3775_004337-T1
GF00001301	TFCN17334Y5_000411-T1	DBVPG3775_004340-T1
GF00001302	TFCN17334Y5_008945-T1	DBVPG3775_004341-T1
GF00001303	TFCN17334Y5_008942-T1	DBVPG3775_004344-T1
GF00001304	TFCN17334Y5_000415-T1	DBVPG3775_004345-T1
GF00001305	TFCN17334Y5_000418-T1	DBVPG3775_004349-T1
GF00001306	TFCN17334Y5_008936-T1	DBVPG3775_004350-T1
GF00001307	TFCN17334Y5_000420-T1	DBVPG3775_004112-T1
GF00001308	TFCN17334Y5_008934-T1	DBVPG3775_004111-T1
GF00001309	TFCN17334Y5_000422-T1	DBVPG3775_004110-T1
GF00001310	TFCN17334Y5_008996-T1	DBVPG3775_004109-T1
GF00001311	TFCN17334Y5_008998-T1	DBVPG3775_004106-T1
GF00001312	TFCN17334Y5_000429-T1	DBVPG3775_004105-T1
GF00001313	TFCN17334Y5_009000-T1	DBVPG3775_004104-T1
GF00001314	TFCN17334Y5_000432-T1	DBVPG3775_004102-T1
GF00001315	TFCN17334Y5_009004-T1	DBVPG3775_004101-T1
GF00001316	TFCN17334Y5_009005-T1	DBVPG3775_004100-T1
GF00001317	TFCN17334Y5_009006-T1	DBVPG3775_004099-T1
GF00001318	TFCN17334Y5_000436-T1	DBVPG3775_004098-T1
GF00001319	TFCN17334Y5_000438-T1	DBVPG3775_004096-T1
GF00001320	TFCN17334Y5_009010-T1	DBVPG3775_004095-T1
GF00001321	TFCN17334Y5_009014-T1	DBVPG3775_004093-T1
GF00001322	TFCN17334Y5_000442-T1	DBVPG3775_004092-T1
GF00001323	TFCN17334Y5_009016-T1	DBVPG3775_004091-T1
GF00001324	TFCN17334Y5_009017-T1	DBVPG3775_004090-T1
GF00001325	TFCN17334Y5_000445-T1	DBVPG3775_004089-T1
GF00001326	TFCN17334Y5_009019-T1	DBVPG3775_004088-T1
GF00001327	TFCN17334Y5_009020-T1	DBVPG3775_004087-T1
GF00001328	TFCN17334Y5_000448-T1	DBVPG3775_004086-T1
GF00001329	TFCN17334Y5_002035-T1	DBVPG3775_004137-T1
GF00001330	TFCN17334Y5_000450-T1	DBVPG3775_004084-T1
GF00001331	TFCN17334Y5_000451-T1	DBVPG3775_004083-T1
GF00001332	TFCN17334Y5_009025-T1	DBVPG3775_004082-T1
GF00001333	TFCN17334Y5_009026-T1	DBVPG3775_004081-T1
GF00001334	TFCN17334Y5_009028-T1	DBVPG3775_004079-T1
GF00001335	TFCN17334Y5_009029-T1	DBVPG3775_004078-T1
GF00001336	TFCN17334Y5_000457-T1	DBVPG3775_004077-T1
GF00001337	TFCN17334Y5_000460-T1	DBVPG3775_004075-T1
GF00001338	TFCN17334Y5_000462-T1	DBVPG3775_004071-T1
GF00001339	TFCN17334Y5_009036-T1	DBVPG3775_004070-T1
GF00001340	TFCN17334Y5_000464-T1	DBVPG3775_004069-T1
GF00001341	TFCN17334Y5_009038-T1	DBVPG3775_004068-T1
GF00001342	TFCN17334Y5_009039-T1	DBVPG3775_004067-T1
GF00001343	TFCN17334Y5_000467-T1	DBVPG3775_004066-T1
GF00001344	TFCN17334Y5_000468-T1	DBVPG3775_004065-T1
GF00001345	TFCN17334Y5_009043-T1	DBVPG3775_004064-T1
GF00001346	TFCN17334Y5_000470-T1	DBVPG3775_004063-T1
GF00001347	TFCN17334Y5_009045-T1	DBVPG3775_004062-T1
GF00001348	TFCN17334Y5_000474-T1	DBVPG3775_004059-T1
GF00001349	TFCN17334Y5_009049-T1	DBVPG3775_004058-T1
GF00001350	TFCN17334Y5_003454-T1	DBVPG3775_002409-T1
GF00001351	TFCN17334Y5_000477-T1	DBVPG3775_004056-T1
GF00001352	TFCN17334Y5_000479-T1	DBVPG3775_004054-T1
GF00001353	TFCN17334Y5_000480-T1	DBVPG3775_004053-T1
GF00001354	TFCN17334Y5_009055-T1	DBVPG3775_004052-T1
GF00001355	TFCN17334Y5_008094-T1	DBVPG3775_005817-T1
GF00001356	TFCN17334Y5_009057-T1	DBVPG3775_004050-T1
GF00001357	TFCN17334Y5_009058-T1	DBVPG3775_004049-T1
GF00001358	TFCN17334Y5_009059-T1	DBVPG3775_004048-T1
GF00001359	TFCN17334Y5_000486-T1	DBVPG3775_004047-T1
GF00001360	TFCN17334Y5_000487-T1	DBVPG3775_004046-T1
GF00001361	TFCN17334Y5_012503-T1	DBVPG3775_004045-T1
GF00001362	TFCN17334Y5_012504-T1	DBVPG3775_004044-T1
GF00001363	TFCN17334Y5_000490-T1	DBVPG3775_004043-T1
GF00001364	TFCN17334Y5_000493-T1	DBVPG3775_004040-T1
GF00001365	TFCN17334Y5_012509-T1	DBVPG3775_004039-T1
GF00001366	TFCN17334Y5_012510-T1	DBVPG3775_004038-T1
GF00001367	TFCN17334Y5_004159-T1	DBVPG3775_002919-T1
GF00001368	TFCN17334Y5_000499-T1	DBVPG3775_004033-T1
GF00001369	TFCN17334Y5_000500-T1	DBVPG3775_004032-T1
GF00001370	TFCN17334Y5_000502-T1	DBVPG3775_004030-T1
GF00001371	TFCN17334Y5_000504-T1	DBVPG3775_004028-T1
GF00001372	TFCN17334Y5_000505-T1	DBVPG3775_004027-T1
GF00001373	TFCN17334Y5_012521-T1	DBVPG3775_004026-T1
GF00001374	TFCN17334Y5_000508-T1	DBVPG3775_004024-T1
GF00001375	TFCN17334Y5_000509-T1	DBVPG3775_004023-T1
GF00001376	TFCN17334Y5_012525-T1	DBVPG3775_004022-T1
GF00001377	TFCN17334Y5_000511-T1	DBVPG3775_004021-T1
GF00001378	TFCN17334Y5_000512-T1	DBVPG3775_004020-T1
GF00001379	TFCN17334Y5_000514-T1	DBVPG3775_004018-T1
GF00001380	TFCN17334Y5_000515-T1	DBVPG3775_004017-T1
GF00001381	TFCN17334Y5_010871-T1	DBVPG3775_004015-T1
GF00001382	TFCN17334Y5_000518-T1	DBVPG3775_004014-T1
GF00001383	TFCN17334Y5_000519-T1	DBVPG3775_004013-T1
GF00001384	TFCN17334Y5_010868-T1	DBVPG3775_004012-T1
GF00001385	TFCN17334Y5_010867-T1	DBVPG3775_004011-T1
GF00001386	TFCN17334Y5_010866-T1	DBVPG3775_004010-T1
GF00001387	TFCN17334Y5_000527-T1	DBVPG3775_004007-T1
GF00001388	TFCN17334Y5_010862-T1	DBVPG3775_004006-T1
GF00001389	TFCN17334Y5_000530-T1	DBVPG3775_004004-T1
