	Rhodotorula_mucilaginosa_CHIFNET_10NJ071.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001153	CHIFNET10NJ071_001054-T1	DBVPG3775_001156-T1
GF00001154	CHIFNET10NJ071_001053-T1	DBVPG3775_001155-T1
GF00001155	CHIFNET10NJ071_001052-T1	DBVPG3775_001154-T1
GF00001156	CHIFNET10NJ071_001051-T1	DBVPG3775_001153-T1
GF00001157	CHIFNET10NJ071_001050-T1	DBVPG3775_001152-T1
GF00001158	CHIFNET10NJ071_001049-T1	DBVPG3775_001151-T1
GF00001159	CHIFNET10NJ071_000098-T1	DBVPG3775_001149-T1
GF00001160	CHIFNET10NJ071_000100-T1	DBVPG3775_001147-T1
GF00001161	CHIFNET10NJ071_000101-T1	DBVPG3775_001146-T1
GF00001162	CHIFNET10NJ071_001044-T1	DBVPG3775_001145-T1
GF00001163	CHIFNET10NJ071_001043-T1	DBVPG3775_001144-T1
GF00001164	CHIFNET10NJ071_001042-T1	DBVPG3775_001143-T1
GF00001165	CHIFNET10NJ071_001041-T1	DBVPG3775_001142-T1
GF00001166	CHIFNET10NJ071_001038-T1	DBVPG3775_001139-T1
GF00001167	CHIFNET10NJ071_000108-T1	DBVPG3775_001138-T1
GF00001168	CHIFNET10NJ071_000109-T1	DBVPG3775_001137-T1
GF00001169	CHIFNET10NJ071_001034-T1	DBVPG3775_001135-T1
GF00001170	CHIFNET10NJ071_000112-T1	DBVPG3775_001134-T1
GF00001171	CHIFNET10NJ071_000113-T1	DBVPG3775_001133-T1
GF00001172	CHIFNET10NJ071_001031-T1	DBVPG3775_001132-T1
GF00001173	CHIFNET10NJ071_001030-T1	DBVPG3775_001131-T1
GF00001174	CHIFNET10NJ071_001028-T1	DBVPG3775_001129-T1
GF00001175	CHIFNET10NJ071_000120-T1	DBVPG3775_001125-T1
GF00001176	CHIFNET10NJ071_000121-T1	DBVPG3775_001124-T1
GF00001177	CHIFNET10NJ071_001020-T1	DBVPG3775_001121-T1
GF00001178	CHIFNET10NJ071_001019-T1	DBVPG3775_001120-T1
GF00001179	CHIFNET10NJ071_000127-T1	DBVPG3775_001118-T1
GF00001180	CHIFNET10NJ071_000130-T1	DBVPG3775_001115-T1
GF00001181	CHIFNET10NJ071_000131-T1	DBVPG3775_001114-T1
GF00001182	CHIFNET10NJ071_012885-T1	DBVPG3775_001111-T1
GF00001183	CHIFNET10NJ071_012884-T1	DBVPG3775_001110-T1
GF00001184	CHIFNET10NJ071_012883-T1	DBVPG3775_001109-T1
GF00001185	CHIFNET10NJ071_012882-T1	DBVPG3775_001108-T1
GF00001186	CHIFNET10NJ071_000139-T1	DBVPG3775_001105-T1
GF00001187	CHIFNET10NJ071_007605-T1	DBVPG3775_005039-T1
GF00001188	CHIFNET10NJ071_000141-T1	DBVPG3775_001103-T1
GF00001189	CHIFNET10NJ071_000142-T1	DBVPG3775_001102-T1
GF00001190	CHIFNET10NJ071_012874-T1	DBVPG3775_001100-T1
GF00001191	CHIFNET10NJ071_004205-T1	DBVPG3775_001099-T1
GF00001192	CHIFNET10NJ071_004206-T1	DBVPG3775_001098-T1
GF00001193	CHIFNET10NJ071_000148-T1	DBVPG3775_001095-T1
GF00001194	CHIFNET10NJ071_000150-T1	DBVPG3775_001093-T1
GF00001195	CHIFNET10NJ071_004213-T1	DBVPG3775_001091-T1
GF00001196	CHIFNET10NJ071_000157-T1	DBVPG3775_001086-T1
GF00001197	CHIFNET10NJ071_005500-T1	DBVPG3775_000384-T1
GF00001198	CHIFNET10NJ071_004223-T1	DBVPG3775_001082-T1
GF00001199	CHIFNET10NJ071_000161-T1	DBVPG3775_000889-T1
GF00001200	CHIFNET10NJ071_000162-T1	DBVPG3775_000888-T1
GF00001201	CHIFNET10NJ071_000163-T1	DBVPG3775_000887-T1
GF00001202	CHIFNET10NJ071_007849-T1	DBVPG3775_000885-T1
GF00001203	CHIFNET10NJ071_007850-T1	DBVPG3775_000884-T1
GF00001204	CHIFNET10NJ071_000166-T1	DBVPG3775_000883-T1
GF00001205	CHIFNET10NJ071_007852-T1	DBVPG3775_000882-T1
GF00001206	CHIFNET10NJ071_000169-T1	DBVPG3775_000880-T1
GF00001207	CHIFNET10NJ071_000170-T1	DBVPG3775_000879-T1
GF00001208	CHIFNET10NJ071_007857-T1	DBVPG3775_000877-T1
GF00001209	CHIFNET10NJ071_000174-T1	DBVPG3775_000875-T1
GF00001210	CHIFNET10NJ071_000175-T1	DBVPG3775_000874-T1
GF00001211	CHIFNET10NJ071_000176-T1	DBVPG3775_000873-T1
GF00001212	CHIFNET10NJ071_000180-T1	DBVPG3775_000868-T1
GF00001213	CHIFNET10NJ071_000182-T1	DBVPG3775_000866-T1
GF00001214	CHIFNET10NJ071_000183-T1	DBVPG3775_000865-T1
GF00001215	CHIFNET10NJ071_000184-T1	DBVPG3775_000864-T1
GF00001216	CHIFNET10NJ071_009852-T1	DBVPG3775_000863-T1
GF00001217	CHIFNET10NJ071_000186-T1	DBVPG3775_000862-T1
GF00001218	CHIFNET10NJ071_000187-T1	DBVPG3775_000861-T1
GF00001219	CHIFNET10NJ071_000188-T1	DBVPG3775_000860-T1
GF00001220	CHIFNET10NJ071_000189-T1	DBVPG3775_000859-T1
GF00001221	CHIFNET10NJ071_004339-T1	DBVPG3775_007223-T1
GF00001222	CHIFNET10NJ071_009846-T1	DBVPG3775_000857-T1
GF00001223	CHIFNET10NJ071_009845-T1	DBVPG3775_000856-T1
GF00001224	CHIFNET10NJ071_000195-T1	DBVPG3775_000853-T1
GF00001225	CHIFNET10NJ071_000196-T1	DBVPG3775_000852-T1
GF00001226	CHIFNET10NJ071_000197-T1	DBVPG3775_000851-T1
GF00001227	CHIFNET10NJ071_000198-T1	DBVPG3775_000850-T1
GF00001228	CHIFNET10NJ071_001213-T1	DBVPG3775_003120-T1
GF00001229	CHIFNET10NJ071_000200-T1	DBVPG3775_000848-T1
GF00001230	CHIFNET10NJ071_000201-T1	DBVPG3775_000847-T1
GF00001231	CHIFNET10NJ071_000205-T1	DBVPG3775_000844-T1
GF00001232	CHIFNET10NJ071_000206-T1	DBVPG3775_000843-T1
GF00001233	CHIFNET10NJ071_000208-T1	DBVPG3775_000841-T1
GF00001234	CHIFNET10NJ071_000209-T1	DBVPG3775_000840-T1
GF00001235	CHIFNET10NJ071_000210-T1	DBVPG3775_000839-T1
GF00001236	CHIFNET10NJ071_000212-T1	DBVPG3775_000837-T1
GF00001237	CHIFNET10NJ071_000215-T1	DBVPG3775_000834-T1
GF00001238	CHIFNET10NJ071_000216-T1	DBVPG3775_000833-T1
GF00001239	CHIFNET10NJ071_003039-T1	DBVPG3775_007511-T1
GF00001240	CHIFNET10NJ071_009818-T1	DBVPG3775_000830-T1
GF00001241	CHIFNET10NJ071_000220-T1	DBVPG3775_000829-T1
GF00001242	CHIFNET10NJ071_000221-T1	DBVPG3775_000828-T1
GF00001243	CHIFNET10NJ071_000225-T1	DBVPG3775_000825-T1
GF00001244	CHIFNET10NJ071_000226-T1	DBVPG3775_000824-T1
GF00001245	CHIFNET10NJ071_006755-T1	DBVPG3775_000823-T1
GF00001246	CHIFNET10NJ071_000228-T1	DBVPG3775_000822-T1
GF00001247	CHIFNET10NJ071_000229-T1	DBVPG3775_000821-T1
GF00001248	CHIFNET10NJ071_000233-T1	DBVPG3775_000817-T1
GF00001249	CHIFNET10NJ071_006762-T1	DBVPG3775_000815-T1
GF00001250	CHIFNET10NJ071_000236-T1	DBVPG3775_000813-T1
GF00001251	CHIFNET10NJ071_006765-T1	DBVPG3775_000812-T1
GF00001252	CHIFNET10NJ071_006768-T1	DBVPG3775_000810-T1
GF00001253	CHIFNET10NJ071_000242-T1	DBVPG3775_000806-T1
GF00001254	CHIFNET10NJ071_000244-T1	DBVPG3775_000804-T1
GF00001255	CHIFNET10NJ071_000246-T1	DBVPG3775_000802-T1
GF00001256	CHIFNET10NJ071_006779-T1	DBVPG3775_000800-T1
GF00001257	CHIFNET10NJ071_000249-T1	DBVPG3775_000799-T1
GF00001258	CHIFNET10NJ071_000250-T1	DBVPG3775_000798-T1
GF00001259	CHIFNET10NJ071_006782-T1	DBVPG3775_000797-T1
GF00001260	CHIFNET10NJ071_000252-T1	DBVPG3775_000796-T1
GF00001261	CHIFNET10NJ071_006784-T1	DBVPG3775_000795-T1
GF00001262	CHIFNET10NJ071_000254-T1	DBVPG3775_000794-T1
GF00001263	CHIFNET10NJ071_000258-T1	DBVPG3775_000791-T1
GF00001264	CHIFNET10NJ071_000261-T1	DBVPG3775_000788-T1
GF00001265	CHIFNET10NJ071_000262-T1	DBVPG3775_000787-T1
GF00001266	CHIFNET10NJ071_000264-T1	DBVPG3775_000785-T1
GF00001267	CHIFNET10NJ071_000266-T1	DBVPG3775_000783-T1
GF00001268	CHIFNET10NJ071_000268-T1	DBVPG3775_000781-T1
GF00001269	CHIFNET10NJ071_006803-T1	DBVPG3775_000779-T1
GF00001270	CHIFNET10NJ071_013935-T1	DBVPG3775_000771-T1
GF00001271	CHIFNET10NJ071_000280-T1	DBVPG3775_000769-T1
GF00001272	CHIFNET10NJ071_013937-T1	DBVPG3775_000768-T1
GF00001273	CHIFNET10NJ071_000282-T1	DBVPG3775_000767-T1
GF00001274	CHIFNET10NJ071_000283-T1	DBVPG3775_000766-T1
GF00001275	CHIFNET10NJ071_000284-T1	DBVPG3775_000765-T1
GF00001276	CHIFNET10NJ071_000287-T1	DBVPG3775_000762-T1
GF00001277	CHIFNET10NJ071_000288-T1	DBVPG3775_000761-T1
GF00001278	CHIFNET10NJ071_000291-T1	DBVPG3775_000758-T1
GF00001279	CHIFNET10NJ071_000292-T1	DBVPG3775_000757-T1
GF00001280	CHIFNET10NJ071_009150-T1	DBVPG3775_000756-T1
GF00001281	CHIFNET10NJ071_000294-T1	DBVPG3775_000755-T1
GF00001282	CHIFNET10NJ071_000297-T1	DBVPG3775_000752-T1
GF00001283	CHIFNET10NJ071_000298-T1	DBVPG3775_000751-T1
GF00001284	CHIFNET10NJ071_000299-T1	DBVPG3775_000750-T1
GF00001285	CHIFNET10NJ071_000300-T1	DBVPG3775_000749-T1
GF00001286	CHIFNET10NJ071_000301-T1	DBVPG3775_000748-T1
GF00001287	CHIFNET10NJ071_000302-T1	DBVPG3775_000747-T1
GF00001288	CHIFNET10NJ071_000305-T1	DBVPG3775_002362-T1
GF00001289	CHIFNET10NJ071_000306-T1	DBVPG3775_002363-T1
GF00001290	CHIFNET10NJ071_000308-T1	DBVPG3775_002365-T1
GF00001291	CHIFNET10NJ071_000310-T1	DBVPG3775_002367-T1
GF00001292	CHIFNET10NJ071_000313-T1	DBVPG3775_002370-T1
GF00001293	CHIFNET10NJ071_000314-T1	DBVPG3775_002371-T1
GF00001294	CHIFNET10NJ071_009172-T1	DBVPG3775_002372-T1
GF00001295	CHIFNET10NJ071_000317-T1	DBVPG3775_002374-T1
GF00001296	CHIFNET10NJ071_000318-T1	DBVPG3775_002375-T1
GF00001297	CHIFNET10NJ071_009176-T1	DBVPG3775_002376-T1
GF00001298	CHIFNET10NJ071_000324-T1	DBVPG3775_002381-T1
GF00001299	CHIFNET10NJ071_000327-T1	DBVPG3775_002383-T1
GF00001300	CHIFNET10NJ071_005825-T1	DBVPG3775_002385-T1
GF00001301	CHIFNET10NJ071_000330-T1	DBVPG3775_002386-T1
GF00001302	CHIFNET10NJ071_000331-T1	DBVPG3775_002387-T1
GF00001303	CHIFNET10NJ071_000333-T1	DBVPG3775_002389-T1
GF00001304	CHIFNET10NJ071_000334-T1	DBVPG3775_002390-T1
GF00001305	CHIFNET10NJ071_000335-T1	DBVPG3775_002391-T1
GF00001306	CHIFNET10NJ071_000337-T1	DBVPG3775_002393-T1
GF00001307	CHIFNET10NJ071_000339-T1	DBVPG3775_002395-T1
GF00001308	CHIFNET10NJ071_000340-T1	DBVPG3775_002396-T1
GF00001309	CHIFNET10NJ071_000344-T1	DBVPG3775_002400-T1
GF00001310	CHIFNET10NJ071_012361-T1	DBVPG3775_002401-T1
GF00001311	CHIFNET10NJ071_000346-T1	DBVPG3775_002402-T1
GF00001312	CHIFNET10NJ071_012356-T1	DBVPG3775_002407-T1
GF00001313	CHIFNET10NJ071_012355-T1	DBVPG3775_002408-T1
GF00001314	CHIFNET10NJ071_012351-T1	DBVPG3775_002413-T1
GF00001315	CHIFNET10NJ071_000358-T1	DBVPG3775_002414-T1
GF00001316	CHIFNET10NJ071_012348-T1	DBVPG3775_002417-T1
GF00001317	CHIFNET10NJ071_012347-T1	DBVPG3775_002418-T1
GF00001318	CHIFNET10NJ071_000363-T1	DBVPG3775_002419-T1
GF00001319	CHIFNET10NJ071_000365-T1	DBVPG3775_002421-T1
GF00001320	CHIFNET10NJ071_000366-T1	DBVPG3775_002422-T1
GF00001321	CHIFNET10NJ071_012342-T1	DBVPG3775_002423-T1
GF00001322	CHIFNET10NJ071_000368-T1	DBVPG3775_002424-T1
GF00001323	CHIFNET10NJ071_011252-T1	DBVPG3775_002085-T1
GF00001324	CHIFNET10NJ071_000370-T1	DBVPG3775_002426-T1
GF00001325	CHIFNET10NJ071_000374-T1	DBVPG3775_002430-T1
GF00001326	CHIFNET10NJ071_000375-T1	DBVPG3775_002431-T1
GF00001327	CHIFNET10NJ071_000377-T1	DBVPG3775_002433-T1
GF00001328	CHIFNET10NJ071_000378-T1	DBVPG3775_002434-T1
GF00001329	CHIFNET10NJ071_000380-T1	DBVPG3775_002436-T1
GF00001330	CHIFNET10NJ071_005591-T1	DBVPG3775_002437-T1
GF00001331	CHIFNET10NJ071_002705-T1	DBVPG3775_004406-T1
GF00001332	CHIFNET10NJ071_006910-T1	DBVPG3775_006874-T1
GF00001333	CHIFNET10NJ071_000397-T1	DBVPG3775_002453-T1
GF00001334	CHIFNET10NJ071_005573-T1	DBVPG3775_002454-T1
GF00001335	CHIFNET10NJ071_000399-T1	DBVPG3775_002455-T1
GF00001336	CHIFNET10NJ071_005571-T1	DBVPG3775_002456-T1
GF00001337	CHIFNET10NJ071_000401-T1	DBVPG3775_002457-T1
GF00001338	CHIFNET10NJ071_000403-T1	DBVPG3775_002459-T1
GF00001339	CHIFNET10NJ071_000404-T1	DBVPG3775_002460-T1
GF00001340	CHIFNET10NJ071_000405-T1	DBVPG3775_002461-T1
GF00001341	CHIFNET10NJ071_005565-T1	DBVPG3775_002462-T1
GF00001342	CHIFNET10NJ071_000407-T1	DBVPG3775_002463-T1
GF00001343	CHIFNET10NJ071_005563-T1	DBVPG3775_002464-T1
GF00001344	CHIFNET10NJ071_000409-T1	DBVPG3775_002465-T1
GF00001345	CHIFNET10NJ071_000410-T1	DBVPG3775_002466-T1
GF00001346	CHIFNET10NJ071_000411-T1	DBVPG3775_002467-T1
GF00001347	CHIFNET10NJ071_005558-T1	DBVPG3775_002469-T1
GF00001348	CHIFNET10NJ071_000414-T1	DBVPG3775_002470-T1
GF00001349	CHIFNET10NJ071_000415-T1	DBVPG3775_002471-T1
GF00001350	CHIFNET10NJ071_000416-T1	DBVPG3775_002472-T1
GF00001351	CHIFNET10NJ071_000417-T1	DBVPG3775_002473-T1
GF00001352	CHIFNET10NJ071_000418-T1	DBVPG3775_002474-T1
GF00001353	CHIFNET10NJ071_005552-T1	DBVPG3775_002475-T1
GF00001354	CHIFNET10NJ071_005551-T1	DBVPG3775_002476-T1
GF00001355	CHIFNET10NJ071_000421-T1	DBVPG3775_002477-T1
GF00001356	CHIFNET10NJ071_000422-T1	DBVPG3775_002478-T1
GF00001357	CHIFNET10NJ071_000423-T1	DBVPG3775_002479-T1
GF00001358	CHIFNET10NJ071_005547-T1	DBVPG3775_002480-T1
GF00001359	CHIFNET10NJ071_000425-T1	DBVPG3775_002481-T1
GF00001360	CHIFNET10NJ071_005545-T1	DBVPG3775_002482-T1
GF00001361	CHIFNET10NJ071_000430-T1	DBVPG3775_002485-T1
GF00001362	CHIFNET10NJ071_000432-T1	DBVPG3775_002487-T1
GF00001363	CHIFNET10NJ071_000438-T1	DBVPG3775_002493-T1
GF00001364	CHIFNET10NJ071_000439-T1	DBVPG3775_002494-T1
GF00001365	CHIFNET10NJ071_000441-T1	DBVPG3775_002495-T1
GF00001366	CHIFNET10NJ071_011119-T1	DBVPG3775_002496-T1
GF00001367	CHIFNET10NJ071_011118-T1	DBVPG3775_002497-T1
GF00001368	CHIFNET10NJ071_011117-T1	DBVPG3775_002498-T1
GF00001369	CHIFNET10NJ071_000445-T1	DBVPG3775_002499-T1
GF00001370	CHIFNET10NJ071_000446-T1	DBVPG3775_002500-T1
GF00001371	CHIFNET10NJ071_011114-T1	DBVPG3775_002501-T1
GF00001372	CHIFNET10NJ071_011109-T1	DBVPG3775_002505-T1
GF00001373	CHIFNET10NJ071_000453-T1	DBVPG3775_002506-T1
GF00001374	CHIFNET10NJ071_000455-T1	DBVPG3775_002508-T1
GF00001375	CHIFNET10NJ071_000457-T1	DBVPG3775_002510-T1
GF00001376	CHIFNET10NJ071_010849-T1	DBVPG3775_002511-T1
GF00001377	CHIFNET10NJ071_010850-T1	DBVPG3775_002512-T1
GF00001378	CHIFNET10NJ071_000460-T1	DBVPG3775_002513-T1
GF00001379	CHIFNET10NJ071_000461-T1	DBVPG3775_002514-T1
GF00001380	CHIFNET10NJ071_000462-T1	DBVPG3775_002515-T1
GF00001381	CHIFNET10NJ071_010856-T1	DBVPG3775_002518-T1
GF00001382	CHIFNET10NJ071_000467-T1	DBVPG3775_002520-T1
GF00001383	CHIFNET10NJ071_000470-T1	DBVPG3775_002523-T1
GF00001384	CHIFNET10NJ071_000472-T1	DBVPG3775_002525-T1
GF00001385	CHIFNET10NJ071_010868-T1	DBVPG3775_002527-T1
GF00001386	CHIFNET10NJ071_010869-T1	DBVPG3775_002528-T1
GF00001387	CHIFNET10NJ071_000476-T1	DBVPG3775_002529-T1
GF00001388	CHIFNET10NJ071_000478-T1	DBVPG3775_002531-T1
GF00001389	CHIFNET10NJ071_000483-T1	DBVPG3775_000512-T1
GF00001390	CHIFNET10NJ071_010516-T1	DBVPG3775_004885-T1
GF00001391	CHIFNET10NJ071_000484-T1	DBVPG3775_000511-T1
GF00001392	CHIFNET10NJ071_000485-T1	DBVPG3775_000510-T1
GF00001393	CHIFNET10NJ071_000486-T1	DBVPG3775_000509-T1
GF00001394	CHIFNET10NJ071_000489-T1	DBVPG3775_000506-T1
GF00001395	CHIFNET10NJ071_000490-T1	DBVPG3775_000505-T1
GF00001396	CHIFNET10NJ071_000491-T1	DBVPG3775_000504-T1
GF00001397	CHIFNET10NJ071_000493-T1	DBVPG3775_000501-T1
GF00001398	CHIFNET10NJ071_000495-T1	DBVPG3775_000499-T1
GF00001399	CHIFNET10NJ071_006352-T1	DBVPG3775_000498-T1
GF00001400	CHIFNET10NJ071_006351-T1	DBVPG3775_000497-T1
GF00001401	CHIFNET10NJ071_006350-T1	DBVPG3775_000491-T1
GF00001402	CHIFNET10NJ071_000505-T1	DBVPG3775_000489-T1
GF00001403	CHIFNET10NJ071_000508-T1	DBVPG3775_000486-T1
GF00001404	CHIFNET10NJ071_000509-T1	DBVPG3775_000485-T1
GF00001405	CHIFNET10NJ071_000510-T1	DBVPG3775_000484-T1
GF00001406	CHIFNET10NJ071_006998-T1	DBVPG3775_000477-T1
GF00001407	CHIFNET10NJ071_006999-T1	DBVPG3775_000476-T1
GF00001408	CHIFNET10NJ071_000524-T1	DBVPG3775_005453-T1
GF00001409	CHIFNET10NJ071_000525-T1	DBVPG3775_005452-T1
GF00001410	CHIFNET10NJ071_000526-T1	DBVPG3775_005257-T1
GF00001411	CHIFNET10NJ071_000528-T1	DBVPG3775_005259-T1
GF00001412	CHIFNET10NJ071_007202-T1	DBVPG3775_005260-T1
GF00001413	CHIFNET10NJ071_007201-T1	DBVPG3775_005261-T1
GF00001414	CHIFNET10NJ071_000531-T1	DBVPG3775_005262-T1
GF00001415	CHIFNET10NJ071_000532-T1	DBVPG3775_005263-T1
GF00001416	CHIFNET10NJ071_000533-T1	DBVPG3775_005264-T1
GF00001417	CHIFNET10NJ071_007197-T1	DBVPG3775_005265-T1
GF00001418	CHIFNET10NJ071_007184-T1	DBVPG3775_005267-T1
GF00001419	CHIFNET10NJ071_007185-T1	DBVPG3775_005268-T1
GF00001420	CHIFNET10NJ071_000538-T1	DBVPG3775_005269-T1
GF00001421	CHIFNET10NJ071_000539-T1	DBVPG3775_005270-T1
GF00001422	CHIFNET10NJ071_000541-T1	DBVPG3775_005272-T1
GF00001423	CHIFNET10NJ071_000546-T1	DBVPG3775_005276-T1
GF00001424	CHIFNET10NJ071_000547-T1	DBVPG3775_005277-T1
GF00001425	CHIFNET10NJ071_007196-T1	DBVPG3775_005279-T1
GF00001426	CHIFNET10NJ071_000551-T1	DBVPG3775_005280-T1
GF00001427	CHIFNET10NJ071_007181-T1	DBVPG3775_005281-T1
GF00001428	CHIFNET10NJ071_000553-T1	DBVPG3775_005282-T1
GF00001429	CHIFNET10NJ071_000554-T1	DBVPG3775_005283-T1
GF00001430	CHIFNET10NJ071_000555-T1	DBVPG3775_005284-T1
GF00001431	CHIFNET10NJ071_000556-T1	DBVPG3775_005285-T1
GF00001432	CHIFNET10NJ071_000557-T1	DBVPG3775_005286-T1
GF00001433	CHIFNET10NJ071_000558-T1	DBVPG3775_005287-T1
GF00001434	CHIFNET10NJ071_000559-T1	DBVPG3775_005288-T1
GF00001435	CHIFNET10NJ071_007170-T1	DBVPG3775_005291-T1
GF00001436	CHIFNET10NJ071_000563-T1	DBVPG3775_005292-T1
GF00001437	CHIFNET10NJ071_000566-T1	DBVPG3775_005297-T1
GF00001438	CHIFNET10NJ071_000567-T1	DBVPG3775_005298-T1
GF00001439	CHIFNET10NJ071_000568-T1	DBVPG3775_005299-T1
GF00001440	CHIFNET10NJ071_007163-T1	DBVPG3775_005301-T1
GF00001441	CHIFNET10NJ071_000570-T1	DBVPG3775_005302-T1
GF00001442	CHIFNET10NJ071_000572-T1	DBVPG3775_005304-T1
GF00001443	CHIFNET10NJ071_000573-T1	DBVPG3775_005305-T1
GF00001444	CHIFNET10NJ071_000576-T1	DBVPG3775_005308-T1
GF00001445	CHIFNET10NJ071_000577-T1	DBVPG3775_005309-T1
GF00001446	CHIFNET10NJ071_000579-T1	DBVPG3775_005311-T1
GF00001447	CHIFNET10NJ071_000580-T1	DBVPG3775_005312-T1
GF00001448	CHIFNET10NJ071_000589-T1	DBVPG3775_005319-T1
GF00001449	CHIFNET10NJ071_000590-T1	DBVPG3775_005320-T1
GF00001450	CHIFNET10NJ071_011384-T1	DBVPG3775_005322-T1
GF00001451	CHIFNET10NJ071_011381-T1	DBVPG3775_005325-T1
GF00001452	CHIFNET10NJ071_000596-T1	DBVPG3775_005326-T1
GF00001453	CHIFNET10NJ071_000598-T1	DBVPG3775_005328-T1
GF00001454	CHIFNET10NJ071_000599-T1	DBVPG3775_005329-T1
GF00001455	CHIFNET10NJ071_000600-T1	DBVPG3775_005330-T1
GF00001456	CHIFNET10NJ071_000601-T1	DBVPG3775_005331-T1
GF00001457	CHIFNET10NJ071_000602-T1	DBVPG3775_005332-T1
GF00001458	CHIFNET10NJ071_002074-T1	DBVPG3775_006029-T1
GF00001459	CHIFNET10NJ071_011373-T1	DBVPG3775_005333-T1
GF00001460	CHIFNET10NJ071_000606-T1	DBVPG3775_005336-T1
GF00001461	CHIFNET10NJ071_000607-T1	DBVPG3775_005337-T1
GF00001462	CHIFNET10NJ071_000608-T1	DBVPG3775_005338-T1
GF00001463	CHIFNET10NJ071_013703-T1	DBVPG3775_005339-T1
GF00001464	CHIFNET10NJ071_000610-T1	DBVPG3775_005340-T1
GF00001465	CHIFNET10NJ071_013706-T1	DBVPG3775_005342-T1
GF00001466	CHIFNET10NJ071_000613-T1	DBVPG3775_005343-T1
GF00001467	CHIFNET10NJ071_000614-T1	DBVPG3775_005344-T1
GF00001468	CHIFNET10NJ071_000615-T1	DBVPG3775_005345-T1
GF00001469	CHIFNET10NJ071_013711-T1	DBVPG3775_005347-T1
GF00001470	CHIFNET10NJ071_013712-T1	DBVPG3775_005348-T1
GF00001471	CHIFNET10NJ071_000619-T1	DBVPG3775_005349-T1
GF00001472	CHIFNET10NJ071_000621-T1	DBVPG3775_005351-T1
GF00001473	CHIFNET10NJ071_005389-T1	DBVPG3775_000084-T1
GF00001474	CHIFNET10NJ071_000624-T1	DBVPG3775_003047-T1
GF00001475	CHIFNET10NJ071_000625-T1	DBVPG3775_003046-T1
GF00001476	CHIFNET10NJ071_010991-T1	DBVPG3775_006100-T1
GF00001477	CHIFNET10NJ071_013143-T1	DBVPG3775_003042-T1
GF00001478	CHIFNET10NJ071_013142-T1	DBVPG3775_003041-T1
GF00001479	CHIFNET10NJ071_013141-T1	DBVPG3775_003040-T1
GF00001480	CHIFNET10NJ071_013138-T1	DBVPG3775_003037-T1
GF00001481	CHIFNET10NJ071_013137-T1	DBVPG3775_003036-T1
GF00001482	CHIFNET10NJ071_000637-T1	DBVPG3775_003034-T1
GF00001483	CHIFNET10NJ071_009199-T1	DBVPG3775_007146-T1
GF00001484	CHIFNET10NJ071_013134-T1	DBVPG3775_003033-T1
GF00001485	CHIFNET10NJ071_013133-T1	DBVPG3775_003032-T1
GF00001486	CHIFNET10NJ071_000641-T1	DBVPG3775_003030-T1
GF00001487	CHIFNET10NJ071_000642-T1	DBVPG3775_003029-T1
GF00001488	CHIFNET10NJ071_010886-T1	DBVPG3775_003028-T1
GF00001489	CHIFNET10NJ071_009670-T1	DBVPG3775_002676-T1
GF00001490	CHIFNET10NJ071_010888-T1	DBVPG3775_003026-T1
GF00001491	CHIFNET10NJ071_000646-T1	DBVPG3775_003025-T1
GF00001492	CHIFNET10NJ071_010892-T1	DBVPG3775_003022-T1
GF00001493	CHIFNET10NJ071_010893-T1	DBVPG3775_003021-T1
GF00001494	CHIFNET10NJ071_010897-T1	DBVPG3775_003017-T1
GF00001495	CHIFNET10NJ071_000655-T1	DBVPG3775_003016-T1
GF00001496	CHIFNET10NJ071_000657-T1	DBVPG3775_003014-T1
GF00001497	CHIFNET10NJ071_010901-T1	DBVPG3775_003013-T1
GF00001498	CHIFNET10NJ071_010902-T1	DBVPG3775_003012-T1
GF00001499	CHIFNET10NJ071_000660-T1	DBVPG3775_003010-T1
GF00001500	CHIFNET10NJ071_000661-T1	DBVPG3775_003009-T1
GF00001501	CHIFNET10NJ071_000667-T1	DBVPG3775_003004-T1
GF00001502	CHIFNET10NJ071_000669-T1	DBVPG3775_003001-T1
GF00001503	CHIFNET10NJ071_005097-T1	DBVPG3775_006562-T1
GF00001504	CHIFNET10NJ071_000675-T1	DBVPG3775_002996-T1
GF00001505	CHIFNET10NJ071_000678-T1	DBVPG3775_002993-T1
GF00001506	CHIFNET10NJ071_012482-T1	DBVPG3775_002990-T1
GF00001507	CHIFNET10NJ071_012481-T1	DBVPG3775_002989-T1
GF00001508	CHIFNET10NJ071_012476-T1	DBVPG3775_002984-T1
GF00001509	CHIFNET10NJ071_012475-T1	DBVPG3775_002983-T1
GF00001510	CHIFNET10NJ071_000688-T1	DBVPG3775_002982-T1
GF00001511	CHIFNET10NJ071_012473-T1	DBVPG3775_002981-T1
GF00001512	CHIFNET10NJ071_012472-T1	DBVPG3775_002980-T1
GF00001513	CHIFNET10NJ071_000691-T1	DBVPG3775_002979-T1
GF00001514	CHIFNET10NJ071_003487-T1	DBVPG3775_002037-T1
GF00001515	CHIFNET10NJ071_012468-T1	DBVPG3775_002976-T1
GF00001516	CHIFNET10NJ071_003083-T1	DBVPG3775_002974-T1
GF00001517	CHIFNET10NJ071_003084-T1	DBVPG3775_002973-T1
GF00001518	CHIFNET10NJ071_003085-T1	DBVPG3775_002972-T1
