	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa
GF00000337	DBVPG3857_001555-T1, DBVPG3857_008301-T1, DBVPG3857_004012-T1, DBVPG3857_003971-T1
GF00000338	DBVPG3857_014163-T1, DBVPG3857_011590-T1, DBVPG3857_001276-T1, DBVPG3857_008142-T1
GF00000339	DBVPG3857_011183-T1, DBVPG3857_005524-T1, DBVPG3857_000925-T1, DBVPG3857_004537-T1
GF00000340	DBVPG3857_013220-T1, DBVPG3857_008214-T1, DBVPG3857_008215-T1, DBVPG3857_013219-T1
GF00000341	DBVPG3857_010876-T1, DBVPG3857_008212-T1, DBVPG3857_013218-T1, DBVPG3857_008213-T1
GF00000342	DBVPG3857_001772-T1, DBVPG3857_007030-T1, DBVPG3857_013320-T1, DBVPG3857_000661-T1
GF00000343	DBVPG3857_004211-T1, DBVPG3857_003845-T1, DBVPG3857_009307-T1, DBVPG3857_006361-T1
GF00000344	DBVPG3857_004621-T1, DBVPG3857_007684-T1, DBVPG3857_014703-T1, DBVPG3857_004620-T1
GF00000345	DBVPG3857_005576-T1, DBVPG3857_006076-T1, DBVPG3857_006078-T1, DBVPG3857_005574-T1
GF00000346	DBVPG3857_013450-T1, DBVPG3857_005481-T1, DBVPG3857_001856-T1, DBVPG3857_001861-T1
GF00000347	DBVPG3857_014348-T1, DBVPG3857_014710-T1, DBVPG3857_014709-T1, DBVPG3857_008514-T1
GF00000348	DBVPG3857_008153-T1, DBVPG3857_001280-T1, DBVPG3857_008138-T1, DBVPG3857_001265-T1
GF00000349	DBVPG3857_005930-T1, DBVPG3857_002505-T1, DBVPG3857_001120-T1, DBVPG3857_007467-T1
GF00000350	DBVPG3857_009954-T1, DBVPG3857_009193-T1, DBVPG3857_003541-T1, DBVPG3857_010926-T1
GF00000351	DBVPG3857_009359-T1, DBVPG3857_009890-T1, DBVPG3857_004363-T1, DBVPG3857_013753-T1
GF00000352	DBVPG3857_009320-T1, DBVPG3857_013865-T1, DBVPG3857_007594-T1, DBVPG3857_002937-T1
GF00000353	DBVPG3857_002019-T1, DBVPG3857_002327-T1, DBVPG3857_011084-T1, DBVPG3857_012549-T1
GF00000354	DBVPG3857_002243-T1, DBVPG3857_003289-T1, DBVPG3857_002240-T1, DBVPG3857_003292-T1
GF00000355	DBVPG3857_012060-T1, DBVPG3857_002544-T1, DBVPG3857_001028-T1, DBVPG3857_014300-T1
GF00000356	DBVPG3857_014096-T1, DBVPG3857_008125-T1, DBVPG3857_007165-T1, DBVPG3857_013384-T1
GF00000357	DBVPG3857_000243-T1, DBVPG3857_000739-T1, DBVPG3857_000242-T1, DBVPG3857_000740-T1
GF00000358	DBVPG3857_004916-T1, DBVPG3857_001589-T1, DBVPG3857_001588-T1, DBVPG3857_004917-T1
GF00000359	DBVPG3857_007749-T1, DBVPG3857_014428-T1, DBVPG3857_002800-T1, DBVPG3857_009820-T1
GF00000360	DBVPG3857_012968-T1, DBVPG3857_012859-T1, DBVPG3857_008262-T1, DBVPG3857_008756-T1
GF00000361	DBVPG3857_009984-T1, DBVPG3857_007276-T1, DBVPG3857_013620-T1, DBVPG3857_007288-T1
GF00000362	DBVPG3857_010605-T1, DBVPG3857_001678-T1, DBVPG3857_006071-T1, DBVPG3857_005581-T1
GF00000363	DBVPG3857_004059-T1, DBVPG3857_006425-T1, DBVPG3857_012279-T1, DBVPG3857_012369-T1
GF00000364	DBVPG3857_003796-T1, DBVPG3857_004260-T1, DBVPG3857_001428-T1, DBVPG3857_005723-T1
GF00000365	DBVPG3857_004245-T1, DBVPG3857_003812-T1, DBVPG3857_007480-T1, DBVPG3857_001107-T1
GF00000366	DBVPG3857_007952-T1, DBVPG3857_003112-T1, DBVPG3857_005992-T1, DBVPG3857_007970-T1
GF00000367	DBVPG3857_002379-T1, DBVPG3857_002377-T1, DBVPG3857_002068-T1, DBVPG3857_002070-T1
GF00000368	DBVPG3857_004191-T1, DBVPG3857_014960-T1, DBVPG3857_014959-T1, DBVPG3857_015227-T1
GF00000369	DBVPG3857_004061-T1, DBVPG3857_012277-T1, DBVPG3857_001487-T1, DBVPG3857_005660-T1
GF00000370	DBVPG3857_010046-T1, DBVPG3857_005012-T1, DBVPG3857_010047-T1, DBVPG3857_005013-T1
GF00000371	DBVPG3857_002356-T1, DBVPG3857_002048-T1, DBVPG3857_004935-T1, DBVPG3857_013777-T1
GF00000372	DBVPG3857_001681-T1, DBVPG3857_010608-T1, DBVPG3857_010598-T1, DBVPG3857_014992-T1
GF00000373	DBVPG3857_006647-T1, DBVPG3857_008069-T1, DBVPG3857_006648-T1, DBVPG3857_008070-T1
GF00000374	DBVPG3857_002995-T1, DBVPG3857_008436-T1, DBVPG3857_008778-T1, DBVPG3857_013467-T1
GF00000375	DBVPG3857_009538-T1, DBVPG3857_008185-T1, DBVPG3857_006001-T1, DBVPG3857_007979-T1
GF00000376	DBVPG3857_015103-T1, DBVPG3857_010147-T1, DBVPG3857_015176-T1, DBVPG3857_010308-T1
GF00000377	DBVPG3857_006684-T1, DBVPG3857_008023-T1, DBVPG3857_006685-T1, DBVPG3857_008024-T1
GF00000378	DBVPG3857_003378-T1, DBVPG3857_003326-T1, DBVPG3857_012194-T1, DBVPG3857_003776-T1
GF00000379	DBVPG3857_011461-T1, DBVPG3857_008353-T1, DBVPG3857_002885-T1, DBVPG3857_008354-T1
GF00000380	DBVPG3857_001616-T1, DBVPG3857_011340-T1, DBVPG3857_001703-T1, DBVPG3857_009233-T1
GF00000381	DBVPG3857_008309-T1, DBVPG3857_001562-T1, DBVPG3857_005771-T1, DBVPG3857_011575-T1
GF00000382	DBVPG3857_002501-T1, DBVPG3857_010190-T1, DBVPG3857_008695-T1, DBVPG3857_001549-T1
GF00000383	DBVPG3857_001305-T1, DBVPG3857_000121-T1, DBVPG3857_001304-T1, DBVPG3857_000122-T1
GF00000384	DBVPG3857_005391-T1, DBVPG3857_005390-T1, DBVPG3857_010823-T1, DBVPG3857_010824-T1
GF00000385	DBVPG3857_009405-T1, DBVPG3857_012718-T1, DBVPG3857_010086-T1, DBVPG3857_008773-T1
GF00000386	DBVPG3857_007442-T1, DBVPG3857_002818-T1, DBVPG3857_002819-T1, DBVPG3857_007443-T1
GF00000387	DBVPG3857_002150-T1, DBVPG3857_002132-T1, DBVPG3857_014220-T1, DBVPG3857_014588-T1
GF00000388	DBVPG3857_003062-T1, DBVPG3857_007101-T1, DBVPG3857_013644-T1, DBVPG3857_012401-T1
GF00000389	DBVPG3857_013226-T1, DBVPG3857_009088-T1, DBVPG3857_013224-T1, DBVPG3857_009089-T1
GF00000390	DBVPG3857_007914-T1, DBVPG3857_004973-T1, DBVPG3857_005616-T1, DBVPG3857_004089-T1
GF00000391	DBVPG3857_000654-T1, DBVPG3857_013313-T1, DBVPG3857_005596-T1, DBVPG3857_004069-T1
GF00000392	DBVPG3857_015082-T1, DBVPG3857_015081-T1, DBVPG3857_008075-T1, DBVPG3857_006642-T1
GF00000393	DBVPG3857_011469-T1, DBVPG3857_010385-T1, DBVPG3857_011470-T1, DBVPG3857_010384-T1
GF00000394	DBVPG3857_000781-T1, DBVPG3857_014937-T1, DBVPG3857_014352-T1, DBVPG3857_010103-T1
GF00000395	DBVPG3857_000532-T1, DBVPG3857_010535-T1, DBVPG3857_000531-T1, DBVPG3857_010534-T1
GF00000396	DBVPG3857_001922-T1, DBVPG3857_010336-T1, DBVPG3857_011971-T1, DBVPG3857_009647-T1
GF00000397	DBVPG3857_013648-T1, DBVPG3857_002957-T1, DBVPG3857_012397-T1, DBVPG3857_007615-T1
GF00000398	DBVPG3857_009380-T1, DBVPG3857_009369-T1, DBVPG3857_002092-T1, DBVPG3857_009879-T1
GF00000399	DBVPG3857_005698-T1, DBVPG3857_001453-T1, DBVPG3857_005696-T1, DBVPG3857_001452-T1
GF00000400	DBVPG3857_001791-T1, DBVPG3857_002511-T1, DBVPG3857_005924-T1, DBVPG3857_014461-T1
GF00000401	DBVPG3857_004361-T1, DBVPG3857_013755-T1, DBVPG3857_007039-T1, DBVPG3857_001769-T1
GF00000402	DBVPG3857_001780-T1, DBVPG3857_007035-T1, DBVPG3857_000206-T1, DBVPG3857_000776-T1
GF00000403	DBVPG3857_000777-T1, DBVPG3857_000205-T1, DBVPG3857_000849-T1, DBVPG3857_008643-T1
GF00000404	DBVPG3857_004102-T1, DBVPG3857_005629-T1, DBVPG3857_000856-T1, DBVPG3857_008651-T1
GF00000405	DBVPG3857_009985-T1, DBVPG3857_013621-T1, DBVPG3857_007275-T1, DBVPG3857_007289-T1
GF00000406	DBVPG3857_013827-T1, DBVPG3857_003482-T1, DBVPG3857_011724-T1, DBVPG3857_002748-T1
GF00000407	DBVPG3857_012091-T1, DBVPG3857_012271-T1, DBVPG3857_001646-T1, DBVPG3857_004852-T1
GF00000408	DBVPG3857_007502-T1, DBVPG3857_012248-T1, DBVPG3857_005980-T1, DBVPG3857_013567-T1
GF00000409	DBVPG3857_010055-T1, DBVPG3857_005021-T1, DBVPG3857_005613-T1, DBVPG3857_004086-T1
GF00000410	DBVPG3857_009203-T1, DBVPG3857_003531-T1, DBVPG3857_009202-T1, DBVPG3857_003532-T1
GF00000411	DBVPG3857_006146-T1, DBVPG3857_013288-T1, DBVPG3857_005080-T1, DBVPG3857_005884-T1
GF00000412	DBVPG3857_006193-T1, DBVPG3857_006191-T1, DBVPG3857_006309-T1, DBVPG3857_006192-T1
GF00000413	DBVPG3857_002984-T1, DBVPG3857_008448-T1, DBVPG3857_012491-T1, DBVPG3857_001879-T1
GF00000414	DBVPG3857_007975-T1, DBVPG3857_004981-T1, DBVPG3857_013105-T1, DBVPG3857_005997-T1
GF00000415	DBVPG3857_009489-T1, DBVPG3857_009800-T1, DBVPG3857_006539-T1, DBVPG3857_006027-T1
GF00000416	DBVPG3857_010494-T1, DBVPG3857_000377-T1, DBVPG3857_009185-T1, DBVPG3857_003549-T1
GF00000417	DBVPG3857_012267-T1, DBVPG3857_012087-T1, DBVPG3857_003270-T1, DBVPG3857_002263-T1
GF00000418	DBVPG3857_009595-T1, DBVPG3857_009712-T1, DBVPG3857_012673-T1, DBVPG3857_013359-T1
GF00000419	DBVPG3857_002517-T1, DBVPG3857_007496-T1, DBVPG3857_005918-T1, DBVPG3857_012242-T1
GF00000420	DBVPG3857_006565-T1, DBVPG3857_006855-T1, DBVPG3857_006852-T1, DBVPG3857_015220-T1
GF00000421	DBVPG3857_006805-T1, DBVPG3857_004307-T1, DBVPG3857_012811-T1, DBVPG3857_001096-T1
GF00000422	DBVPG3857_004506-T1, DBVPG3857_000954-T1, DBVPG3857_014939-T1, DBVPG3857_010844-T1
GF00000423	DBVPG3857_003493-T1, DBVPG3857_001290-T1, DBVPG3857_000137-T1, DBVPG3857_008480-T1
GF00000424	DBVPG3857_012720-T1, DBVPG3857_006463-T1, DBVPG3857_011719-T1, DBVPG3857_012721-T1
GF00000425	DBVPG3857_013112-T1, DBVPG3857_013111-T1, DBVPG3857_003195-T1, DBVPG3857_003196-T1
GF00000426	DBVPG3857_013769-T1, DBVPG3857_000600-T1, DBVPG3857_009431-T1, DBVPG3857_003390-T1
GF00000427	DBVPG3857_015184-T1, DBVPG3857_014026-T1, DBVPG3857_012666-T1, DBVPG3857_015108-T1
GF00000428	DBVPG3857_012406-T1, DBVPG3857_003948-T1, DBVPG3857_003949-T1, DBVPG3857_012405-T1
GF00000429	DBVPG3857_004288-T1, DBVPG3857_006823-T1, DBVPG3857_007373-T1, DBVPG3857_005272-T1
GF00000430	DBVPG3857_006682-T1, DBVPG3857_008020-T1, DBVPG3857_006679-T1, DBVPG3857_008018-T1
GF00000431	DBVPG3857_012788-T1, DBVPG3857_006906-T1, DBVPG3857_009015-T1, DBVPG3857_015150-T1
GF00000432	DBVPG3857_010969-T1, DBVPG3857_014153-T1, DBVPG3857_008405-T1, DBVPG3857_010972-T1
GF00000433	DBVPG3857_002047-T1, DBVPG3857_002355-T1, DBVPG3857_010774-T1, DBVPG3857_000427-T1
GF00000434	DBVPG3857_010323-T1, DBVPG3857_001946-T1, DBVPG3857_003024-T1, DBVPG3857_012352-T1
GF00000435	DBVPG3857_014866-T1, DBVPG3857_008544-T1, DBVPG3857_006110-T1, DBVPG3857_008550-T1
GF00000436	DBVPG3857_007938-T1, DBVPG3857_003124-T1, DBVPG3857_007939-T1, DBVPG3857_003125-T1
GF00000437	DBVPG3857_008776-T1, DBVPG3857_013469-T1, DBVPG3857_001169-T1, DBVPG3857_000915-T1
GF00000438	DBVPG3857_014490-T1, DBVPG3857_002409-T1, DBVPG3857_014491-T1, DBVPG3857_002410-T1
GF00000439	DBVPG3857_006349-T1, DBVPG3857_007612-T1, DBVPG3857_002954-T1, DBVPG3857_013150-T1
GF00000440	DBVPG3857_008140-T1, DBVPG3857_001278-T1, DBVPG3857_008139-T1, DBVPG3857_001279-T1
GF00000441	DBVPG3857_005697-T1, DBVPG3857_005700-T1, DBVPG3857_001451-T1, DBVPG3857_005699-T1
GF00000442	DBVPG3857_004908-T1, DBVPG3857_008318-T1, DBVPG3857_005781-T1, DBVPG3857_001570-T1
GF00000443	DBVPG3857_004961-T1, DBVPG3857_007903-T1, DBVPG3857_012676-T1, DBVPG3857_013356-T1
GF00000444	DBVPG3857_005500-T1, DBVPG3857_014175-T1, DBVPG3857_015188-T1, DBVPG3857_014295-T1
GF00000445	DBVPG3857_004305-T1, DBVPG3857_006807-T1, DBVPG3857_005354-T1, DBVPG3857_014363-T1
GF00000446	DBVPG3857_005467-T1, DBVPG3857_005468-T1, DBVPG3857_001844-T1, DBVPG3857_001843-T1
GF00000447	DBVPG3857_003751-T1, DBVPG3857_003752-T1, DBVPG3857_013987-T1, DBVPG3857_013988-T1
GF00000448	DBVPG3857_011455-T1, DBVPG3857_002889-T1, DBVPG3857_008361-T1, DBVPG3857_008349-T1
GF00000449	DBVPG3857_000001-T1, DBVPG3857_000004-T1, DBVPG3857_010843-T1, DBVPG3857_001426-T1
GF00000450	DBVPG3857_010840-T1, DBVPG3857_005408-T1, DBVPG3857_004645-T1, DBVPG3857_014069-T1
GF00000451	DBVPG3857_001900-T1, DBVPG3857_001899-T1, DBVPG3857_012616-T1, DBVPG3857_002306-T1
GF00000452	DBVPG3857_005154-T1, DBVPG3857_003921-T1, DBVPG3857_005153-T1, DBVPG3857_003922-T1
GF00000453	DBVPG3857_004656-T1, DBVPG3857_006616-T1, DBVPG3857_006613-T1, DBVPG3857_004661-T1
GF00000454	DBVPG3857_004124-T1, DBVPG3857_014601-T1, DBVPG3857_003650-T1, DBVPG3857_003700-T1
GF00000455	DBVPG3857_007797-T1, DBVPG3857_001005-T1, DBVPG3857_001006-T1, DBVPG3857_007796-T1
GF00000456	DBVPG3857_012542-T1, DBVPG3857_010592-T1, DBVPG3857_012535-T1, DBVPG3857_010585-T1
GF00000457	DBVPG3857_007055-T1, DBVPG3857_012143-T1, DBVPG3857_013697-T1, DBVPG3857_007092-T1
GF00000458	DBVPG3857_002194-T1, DBVPG3857_012981-T1, DBVPG3857_003941-T1, DBVPG3857_005169-T1
GF00000459	DBVPG3857_005491-T1, DBVPG3857_003238-T1, DBVPG3857_015034-T1
GF00000460	DBVPG3857_003320-T1, DBVPG3857_002213-T1, DBVPG3857_010272-T1
GF00000461	DBVPG3857_006271-T1, DBVPG3857_013267-T1, DBVPG3857_013266-T1
GF00000462	DBVPG3857_012518-T1, DBVPG3857_000779-T1, DBVPG3857_000203-T1
GF00000463	DBVPG3857_006148-T1, DBVPG3857_013290-T1, DBVPG3857_007298-T1
GF00000464	DBVPG3857_011048-T1, DBVPG3857_002168-T1, DBVPG3857_002169-T1
GF00000465	DBVPG3857_010381-T1, DBVPG3857_011466-T1, DBVPG3857_010914-T1
GF00000466	DBVPG3857_001409-T1, DBVPG3857_000021-T1, DBVPG3857_007685-T1
GF00000467	DBVPG3857_006618-T1, DBVPG3857_004654-T1, DBVPG3857_014614-T1
GF00000468	DBVPG3857_013305-T1, DBVPG3857_004553-T1, DBVPG3857_004552-T1
GF00000469	DBVPG3857_000144-T1, DBVPG3857_013542-T1, DBVPG3857_014888-T1
GF00000470	DBVPG3857_007236-T1, DBVPG3857_012650-T1, DBVPG3857_010611-T1
GF00000471	DBVPG3857_004831-T1, DBVPG3857_007170-T1, DBVPG3857_014042-T1
GF00000472	DBVPG3857_003646-T1, DBVPG3857_013593-T1, DBVPG3857_014597-T1
GF00000473	DBVPG3857_001502-T1, DBVPG3857_008089-T1, DBVPG3857_015186-T1
GF00000474	DBVPG3857_010594-T1, DBVPG3857_012545-T1, DBVPG3857_012544-T1
GF00000475	DBVPG3857_006624-T1, DBVPG3857_010661-T1, DBVPG3857_006623-T1
GF00000476	DBVPG3857_005451-T1, DBVPG3857_001828-T1, DBVPG3857_005450-T1
GF00000477	DBVPG3857_006503-T1, DBVPG3857_011233-T1, DBVPG3857_015086-T1
GF00000478	DBVPG3857_013677-T1, DBVPG3857_005042-T1, DBVPG3857_015042-T1
GF00000479	DBVPG3857_012448-T1, DBVPG3857_009476-T1, DBVPG3857_012447-T1
GF00000480	DBVPG3857_014191-T1, DBVPG3857_008379-T1, DBVPG3857_014965-T1
GF00000481	DBVPG3857_006431-T1, DBVPG3857_012363-T1, DBVPG3857_014384-T1
GF00000482	DBVPG3857_001593-T1, DBVPG3857_009209-T1, DBVPG3857_004912-T1
GF00000483	DBVPG3857_002665-T1, DBVPG3857_011636-T1, DBVPG3857_010405-T1
GF00000484	DBVPG3857_002825-T1, DBVPG3857_007436-T1, DBVPG3857_007423-T1
GF00000485	DBVPG3857_014499-T1, DBVPG3857_008870-T1, DBVPG3857_008869-T1
GF00000486	DBVPG3857_007933-T1, DBVPG3857_003131-T1, DBVPG3857_003130-T1
GF00000487	DBVPG3857_007177-T1, DBVPG3857_004823-T1, DBVPG3857_000882-T1
GF00000488	DBVPG3857_001098-T1, DBVPG3857_012814-T1, DBVPG3857_012813-T1
GF00000489	DBVPG3857_007115-T1, DBVPG3857_006594-T1, DBVPG3857_004681-T1
GF00000490	DBVPG3857_008277-T1, DBVPG3857_014452-T1, DBVPG3857_008741-T1
GF00000491	DBVPG3857_011326-T1, DBVPG3857_008335-T1, DBVPG3857_004356-T1
GF00000492	DBVPG3857_000887-T1, DBVPG3857_012212-T1, DBVPG3857_012211-T1
GF00000493	DBVPG3857_007755-T1, DBVPG3857_012874-T1, DBVPG3857_007756-T1
GF00000494	DBVPG3857_011492-T1, DBVPG3857_003608-T1, DBVPG3857_011491-T1
GF00000495	DBVPG3857_000188-T1, DBVPG3857_006757-T1, DBVPG3857_000187-T1
GF00000496	DBVPG3857_013964-T1, DBVPG3857_013509-T1, DBVPG3857_007725-T1
GF00000497	DBVPG3857_011891-T1, DBVPG3857_000594-T1, DBVPG3857_009426-T1
GF00000498	DBVPG3857_006925-T1, DBVPG3857_000675-T1, DBVPG3857_000676-T1
GF00000499	DBVPG3857_008819-T1, DBVPG3857_009825-T1, DBVPG3857_009826-T1
GF00000500	DBVPG3857_011241-T1, DBVPG3857_013706-T1, DBVPG3857_013705-T1
GF00000501	DBVPG3857_002034-T1, DBVPG3857_002342-T1, DBVPG3857_002341-T1
GF00000502	DBVPG3857_013835-T1, DBVPG3857_011416-T1, DBVPG3857_014669-T1
GF00000503	DBVPG3857_003034-T1, DBVPG3857_012362-T1, DBVPG3857_011762-T1
GF00000504	DBVPG3857_006395-T1, DBVPG3857_014946-T1, DBVPG3857_015196-T1
GF00000505	DBVPG3857_013569-T1, DBVPG3857_001928-T1, DBVPG3857_013568-T1
GF00000506	DBVPG3857_010964-T1, DBVPG3857_014148-T1, DBVPG3857_013935-T1
GF00000507	DBVPG3857_009619-T1, DBVPG3857_002919-T1, DBVPG3857_002918-T1
GF00000508	DBVPG3857_009247-T1, DBVPG3857_001633-T1, DBVPG3857_004835-T1
GF00000509	DBVPG3857_014059-T1, DBVPG3857_011015-T1, DBVPG3857_011016-T1
GF00000510	DBVPG3857_003745-T1, DBVPG3857_012344-T1, DBVPG3857_013994-T1
GF00000511	DBVPG3857_014025-T1, DBVPG3857_012665-T1, DBVPG3857_011803-T1
GF00000512	DBVPG3857_000734-T1, DBVPG3857_000246-T1, DBVPG3857_000735-T1
GF00000513	DBVPG3857_002135-T1, DBVPG3857_014217-T1, DBVPG3857_014216-T1
GF00000514	DBVPG3857_008914-T1, DBVPG3857_011768-T1, DBVPG3857_011767-T1
GF00000515	DBVPG3857_003609-T1, DBVPG3857_011493-T1, DBVPG3857_011494-T1
GF00000516	DBVPG3857_014412-T1, DBVPG3857_007146-T1, DBVPG3857_007147-T1
GF00000517	DBVPG3857_010459-T1, DBVPG3857_014033-T1, DBVPG3857_014032-T1
GF00000518	DBVPG3857_011678-T1, DBVPG3857_008724-T1, DBVPG3857_011653-T1
GF00000519	DBVPG3857_009667-T1, DBVPG3857_013491-T1, DBVPG3857_015037-T1
GF00000520	DBVPG3857_008678-T1, DBVPG3857_011846-T1, DBVPG3857_013365-T1
GF00000521	DBVPG3857_003017-T1, DBVPG3857_011787-T1, DBVPG3857_012345-T1
GF00000522	DBVPG3857_014673-T1, DBVPG3857_011421-T1, DBVPG3857_012890-T1
GF00000523	DBVPG3857_000350-T1, DBVPG3857_006987-T1, DBVPG3857_006986-T1
GF00000524	DBVPG3857_003575-T1, DBVPG3857_012111-T1, DBVPG3857_015018-T1
GF00000525	DBVPG3857_003252-T1, DBVPG3857_002282-T1, DBVPG3857_002283-T1
GF00000526	DBVPG3857_000179-T1, DBVPG3857_006764-T1, DBVPG3857_000180-T1
GF00000527	DBVPG3857_013822-T1, DBVPG3857_004900-T1, DBVPG3857_013823-T1
GF00000528	DBVPG3857_006418-T1, DBVPG3857_009529-T1, DBVPG3857_007962-T1
GF00000529	DBVPG3857_003627-T1, DBVPG3857_004708-T1, DBVPG3857_011514-T1
GF00000530	DBVPG3857_005342-T1, DBVPG3857_011549-T1, DBVPG3857_005595-T1
GF00000531	DBVPG3857_011151-T1, DBVPG3857_005306-T1, DBVPG3857_011150-T1
GF00000532	DBVPG3857_014383-T1, DBVPG3857_003163-T1, DBVPG3857_009912-T1
GF00000533	DBVPG3857_008894-T1, DBVPG3857_013055-T1, DBVPG3857_013054-T1
GF00000534	DBVPG3857_004625-T1, DBVPG3857_014707-T1, DBVPG3857_014287-T1
GF00000535	DBVPG3857_001992-T1, DBVPG3857_014453-T1, DBVPG3857_010982-T1
GF00000536	DBVPG3857_003702-T1, DBVPG3857_004123-T1, DBVPG3857_003701-T1
GF00000537	DBVPG3857_010287-T1, DBVPG3857_007284-T1, DBVPG3857_009980-T1
GF00000538	DBVPG3857_001105-T1, DBVPG3857_007482-T1, DBVPG3857_012820-T1
GF00000539	DBVPG3857_001218-T1, DBVPG3857_007536-T1, DBVPG3857_001216-T1
GF00000540	DBVPG3857_003383-T1, DBVPG3857_003321-T1, DBVPG3857_013776-T1
GF00000541	DBVPG3857_001722-T1, DBVPG3857_011932-T1, DBVPG3857_011933-T1
GF00000542	DBVPG3857_014968-T1, DBVPG3857_008377-T1, DBVPG3857_011439-T1
GF00000543	DBVPG3857_003834-T1, DBVPG3857_004223-T1, DBVPG3857_004222-T1
GF00000544	DBVPG3857_009644-T1, DBVPG3857_011974-T1, DBVPG3857_013975-T1
GF00000545	DBVPG3857_002292-T1, DBVPG3857_003243-T1, DBVPG3857_002293-T1
GF00000546	DBVPG3857_002326-T1, DBVPG3857_002017-T1, DBVPG3857_002018-T1
GF00000547	DBVPG3857_013033-T1, DBVPG3857_008422-T1, DBVPG3857_013034-T1
GF00000548	DBVPG3857_013413-T1, DBVPG3857_006127-T1, DBVPG3857_013412-T1
GF00000549	DBVPG3857_001669-T1, DBVPG3857_004877-T1, DBVPG3857_004881-T1
GF00000550	DBVPG3857_003151-T1, DBVPG3857_006848-T1, DBVPG3857_003150-T1
GF00000551	DBVPG3857_010402-T1, DBVPG3857_011486-T1, DBVPG3857_014834-T1
GF00000552	DBVPG3857_014666-T1, DBVPG3857_014048-T1, DBVPG3857_014665-T1
GF00000553	DBVPG3857_000616-T1, DBVPG3857_009446-T1, DBVPG3857_000617-T1
GF00000554	DBVPG3857_002111-T1, DBVPG3857_011099-T1, DBVPG3857_011100-T1
GF00000555	DBVPG3857_014637-T1, DBVPG3857_010724-T1, DBVPG3857_010723-T1
GF00000556	DBVPG3857_000855-T1, DBVPG3857_008650-T1, DBVPG3857_008649-T1
GF00000557	DBVPG3857_005382-T1, DBVPG3857_012479-T1, DBVPG3857_010815-T1
GF00000558	DBVPG3857_003359-T1, DBVPG3857_003346-T1, DBVPG3857_003358-T1
GF00000559	DBVPG3857_013896-T1, DBVPG3857_014881-T1, DBVPG3857_014263-T1
GF00000560	DBVPG3857_005688-T1, DBVPG3857_001459-T1, DBVPG3857_001460-T1
GF00000561	DBVPG3857_014934-T1, DBVPG3857_006063-T1, DBVPG3857_008564-T1
GF00000562	DBVPG3857_014089-T1, DBVPG3857_008132-T1, DBVPG3857_008652-T1
GF00000563	DBVPG3857_014991-T1, DBVPG3857_010597-T1, DBVPG3857_015050-T1
GF00000564	DBVPG3857_006059-T1, DBVPG3857_013418-T1, DBVPG3857_013417-T1
GF00000565	DBVPG3857_011402-T1, DBVPG3857_014700-T1, DBVPG3857_011403-T1
GF00000566	DBVPG3857_009241-T1, DBVPG3857_001623-T1, DBVPG3857_009242-T1
GF00000567	DBVPG3857_014338-T1, DBVPG3857_011599-T1, DBVPG3857_014035-T1
GF00000568	DBVPG3857_005537-T1, DBVPG3857_011170-T1, DBVPG3857_007527-T1
GF00000569	DBVPG3857_009264-T1, DBVPG3857_011368-T1, DBVPG3857_011367-T1
GF00000570	DBVPG3857_003982-T1, DBVPG3857_013947-T1, DBVPG3857_014856-T1
GF00000571	DBVPG3857_005180-T1, DBVPG3857_013853-T1, DBVPG3857_015094-T1
GF00000572	DBVPG3857_002767-T1, DBVPG3857_011741-T1, DBVPG3857_005725-T1
GF00000573	DBVPG3857_010451-T1, DBVPG3857_005104-T1, DBVPG3857_013666-T1
GF00000574	DBVPG3857_009116-T1, DBVPG3857_000468-T1, DBVPG3857_000469-T1
GF00000575	DBVPG3857_002224-T1, DBVPG3857_003310-T1, DBVPG3857_002223-T1
GF00000576	DBVPG3857_001233-T1, DBVPG3857_014407-T1, DBVPG3857_008181-T1
GF00000577	DBVPG3857_005533-T1, DBVPG3857_011173-T1, DBVPG3857_011174-T1
GF00000578	DBVPG3857_001860-T1, DBVPG3857_013449-T1, DBVPG3857_005486-T1
GF00000579	DBVPG3857_015090-T1, DBVPG3857_002856-T1, DBVPG3857_007404-T1
GF00000580	DBVPG3857_001253-T1, DBVPG3857_008165-T1, DBVPG3857_001252-T1
GF00000581	DBVPG3857_010140-T1, DBVPG3857_005931-T1, DBVPG3857_002504-T1
GF00000582	DBVPG3857_012321-T1, DBVPG3857_003179-T1, DBVPG3857_003173-T1
GF00000583	DBVPG3857_013466-T1, DBVPG3857_008780-T1, DBVPG3857_008779-T1
GF00000584	DBVPG3857_015047-T1, DBVPG3857_006735-T1, DBVPG3857_014423-T1
GF00000585	DBVPG3857_000756-T1, DBVPG3857_000226-T1, DBVPG3857_000227-T1
GF00000586	DBVPG3857_003660-T1, DBVPG3857_004163-T1, DBVPG3857_003659-T1
GF00000587	DBVPG3857_005321-T1, DBVPG3857_001329-T1, DBVPG3857_011165-T1
GF00000588	DBVPG3857_013719-T1, DBVPG3857_009077-T1, DBVPG3857_013720-T1
GF00000589	DBVPG3857_004463-T1, DBVPG3857_014896-T1, DBVPG3857_015000-T1
GF00000590	DBVPG3857_011234-T1, DBVPG3857_013698-T1, DBVPG3857_015085-T1
GF00000591	DBVPG3857_010864-T1, DBVPG3857_014540-T1, DBVPG3857_014079-T1
