	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001386	CHIFNET14NJ214_012686-T1	DBVPG3775_004695-T1
GF00001387	CHIFNET14NJ214_012764-T1	DBVPG3775_000700-T1
GF00001388	CHIFNET14NJ214_012798-T1	DBVPG3775_005089-T1
GF00001389	CHIFNET14NJ214_013256-T1	DBVPG3775_004259-T1
GF00001390	CHIFNET14NJ214_013314-T1	DBVPG3775_001334-T1
GF00001391	CHIFNET14NJ214_013334-T1	DBVPG3775_005935-T1
GF00001392	CHIFNET14NJ214_013598-T1	DBVPG3775_005790-T1
GF00001393	CHIFNET14NJ214_014462-T1	DBVPG3775_007285-T1
GF00001394	CHIFNET14NJ214_013859-T1	DBVPG3775_004326-T1
GF00001395	CHIFNET14NJ214_014272-T1	DBVPG3775_001082-T1
GF00001396	CHIFNET14NJ214_009506-T1	DBVPG3775_000421-T1
GF00001397	CHIFNET14NJ214_000137-T1	DBVPG3775_001478-T1
GF00001398	CHIFNET14NJ214_014019-T1	DBVPG3775_004627-T1
GF00001399	CHIFNET14NJ214_007719-T1	DBVPG3775_006082-T1
GF00001400	CHIFNET14NJ214_009223-T1	DBVPG3775_007042-T1
GF00001401	CHIFNET14NJ214_000001-T1	DBVPG3775_001639-T1
GF00001402	CHIFNET14NJ214_001836-T1	DBVPG3775_001641-T1
GF00001403	CHIFNET14NJ214_000004-T1	DBVPG3775_001642-T1
GF00001404	CHIFNET14NJ214_001840-T1	DBVPG3775_001645-T1
GF00001405	CHIFNET14NJ214_000007-T1	DBVPG3775_001646-T1
GF00001406	CHIFNET14NJ214_001842-T1	DBVPG3775_001647-T1
GF00001407	CHIFNET14NJ214_001843-T1	DBVPG3775_001648-T1
GF00001408	CHIFNET14NJ214_004370-T1	DBVPG3775_007038-T1
GF00001409	CHIFNET14NJ214_000012-T1	DBVPG3775_001652-T1
GF00001410	CHIFNET14NJ214_001847-T1	DBVPG3775_001653-T1
GF00001411	CHIFNET14NJ214_001848-T1	DBVPG3775_001654-T1
GF00001412	CHIFNET14NJ214_000016-T1	DBVPG3775_001656-T1
GF00001413	CHIFNET14NJ214_000205-T1	DBVPG3775_005742-T1
GF00001414	CHIFNET14NJ214_001851-T1	DBVPG3775_001658-T1
GF00001415	CHIFNET14NJ214_001852-T1	DBVPG3775_001659-T1
GF00001416	CHIFNET14NJ214_000020-T1	DBVPG3775_001660-T1
GF00001417	CHIFNET14NJ214_001854-T1	DBVPG3775_001661-T1
GF00001418	CHIFNET14NJ214_001855-T1	DBVPG3775_001663-T1
GF00001419	CHIFNET14NJ214_000024-T1	DBVPG3775_001664-T1
GF00001420	CHIFNET14NJ214_001857-T1	DBVPG3775_001665-T1
GF00001421	CHIFNET14NJ214_001862-T1	DBVPG3775_001672-T1
GF00001422	CHIFNET14NJ214_000031-T1	DBVPG3775_001673-T1
GF00001423	CHIFNET14NJ214_000036-T1	DBVPG3775_001678-T1
GF00001424	CHIFNET14NJ214_001868-T1	DBVPG3775_001679-T1
GF00001425	CHIFNET14NJ214_000038-T1	DBVPG3775_001680-T1
GF00001426	CHIFNET14NJ214_000039-T1	DBVPG3775_001681-T1
GF00001427	CHIFNET14NJ214_001871-T1	DBVPG3775_001682-T1
GF00001428	CHIFNET14NJ214_000041-T1	DBVPG3775_001683-T1
GF00001429	CHIFNET14NJ214_014222-T1	DBVPG3775_001684-T1
GF00001430	CHIFNET14NJ214_000047-T1	DBVPG3775_001693-T1
GF00001431	CHIFNET14NJ214_005988-T1	DBVPG3775_001694-T1
GF00001432	CHIFNET14NJ214_005987-T1	DBVPG3775_001695-T1
GF00001433	CHIFNET14NJ214_000050-T1	DBVPG3775_001696-T1
GF00001434	CHIFNET14NJ214_005985-T1	DBVPG3775_001697-T1
GF00001435	CHIFNET14NJ214_005982-T1	DBVPG3775_001700-T1
GF00001436	CHIFNET14NJ214_000055-T1	DBVPG3775_001701-T1
GF00001437	CHIFNET14NJ214_000056-T1	DBVPG3775_001702-T1
GF00001438	CHIFNET14NJ214_000057-T1	DBVPG3775_001703-T1
GF00001439	CHIFNET14NJ214_000058-T1	DBVPG3775_001704-T1
GF00001440	CHIFNET14NJ214_000059-T1	DBVPG3775_001705-T1
GF00001441	CHIFNET14NJ214_000060-T1	DBVPG3775_001706-T1
GF00001442	CHIFNET14NJ214_000061-T1	DBVPG3775_001707-T1
GF00001443	CHIFNET14NJ214_005639-T1	DBVPG3775_006905-T1
GF00001444	CHIFNET14NJ214_000069-T1	DBVPG3775_006906-T1
GF00001445	CHIFNET14NJ214_000070-T1	DBVPG3775_006907-T1
GF00001446	CHIFNET14NJ214_000071-T1	DBVPG3775_006908-T1
GF00001447	CHIFNET14NJ214_005644-T1	DBVPG3775_006912-T1
GF00001448	CHIFNET14NJ214_005646-T1	DBVPG3775_006914-T1
GF00001449	CHIFNET14NJ214_000077-T1	DBVPG3775_006915-T1
GF00001450	CHIFNET14NJ214_000079-T1	DBVPG3775_006919-T1
GF00001451	CHIFNET14NJ214_000080-T1	DBVPG3775_006920-T1
GF00001452	CHIFNET14NJ214_000081-T1	DBVPG3775_006921-T1
GF00001453	CHIFNET14NJ214_002679-T1	DBVPG3775_006922-T1
GF00001454	CHIFNET14NJ214_000083-T1	DBVPG3775_006923-T1
GF00001455	CHIFNET14NJ214_000086-T1	DBVPG3775_006926-T1
GF00001456	CHIFNET14NJ214_002684-T1	DBVPG3775_006927-T1
GF00001457	CHIFNET14NJ214_000089-T1	DBVPG3775_006930-T1
GF00001458	CHIFNET14NJ214_002690-T1	DBVPG3775_006026-T1
GF00001459	CHIFNET14NJ214_000095-T1	DBVPG3775_006029-T1
GF00001460	CHIFNET14NJ214_011535-T1	DBVPG3775_005332-T1
GF00001461	CHIFNET14NJ214_000098-T1	DBVPG3775_006032-T1
GF00001462	CHIFNET14NJ214_013125-T1	DBVPG3775_006033-T1
GF00001463	CHIFNET14NJ214_012088-T1	DBVPG3775_006035-T1
GF00001464	CHIFNET14NJ214_000102-T1	DBVPG3775_006036-T1
GF00001465	CHIFNET14NJ214_000103-T1	DBVPG3775_006037-T1
GF00001466	CHIFNET14NJ214_000106-T1	DBVPG3775_006040-T1
GF00001467	CHIFNET14NJ214_000107-T1	DBVPG3775_006041-T1
GF00001468	CHIFNET14NJ214_001620-T1	DBVPG3775_005021-T1
GF00001469	CHIFNET14NJ214_000109-T1	DBVPG3775_006043-T1
GF00001470	CHIFNET14NJ214_004917-T1	DBVPG3775_006044-T1
GF00001471	CHIFNET14NJ214_004916-T1	DBVPG3775_006045-T1
GF00001472	CHIFNET14NJ214_008316-T1	DBVPG3775_000098-T1
GF00001473	CHIFNET14NJ214_000115-T1	DBVPG3775_001455-T1
GF00001474	CHIFNET14NJ214_000116-T1	DBVPG3775_001456-T1
GF00001475	CHIFNET14NJ214_000117-T1	DBVPG3775_001457-T1
GF00001476	CHIFNET14NJ214_000119-T1	DBVPG3775_001460-T1
GF00001477	CHIFNET14NJ214_000120-T1	DBVPG3775_001461-T1
GF00001478	CHIFNET14NJ214_000121-T1	DBVPG3775_001462-T1
GF00001479	CHIFNET14NJ214_001387-T1	DBVPG3775_001463-T1
GF00001480	CHIFNET14NJ214_000125-T1	DBVPG3775_001467-T1
GF00001481	CHIFNET14NJ214_000126-T1	DBVPG3775_001468-T1
GF00001482	CHIFNET14NJ214_000127-T1	DBVPG3775_001469-T1
GF00001483	CHIFNET14NJ214_012971-T1	DBVPG3775_001473-T1
GF00001484	CHIFNET14NJ214_000132-T1	DBVPG3775_001474-T1
GF00001485	CHIFNET14NJ214_000140-T1	DBVPG3775_001481-T1
GF00001486	CHIFNET14NJ214_000145-T1	DBVPG3775_001484-T1
GF00001487	CHIFNET14NJ214_008028-T1	DBVPG3775_001485-T1
GF00001488	CHIFNET14NJ214_000147-T1	DBVPG3775_001486-T1
GF00001489	CHIFNET14NJ214_008026-T1	DBVPG3775_001487-T1
GF00001490	CHIFNET14NJ214_003686-T1	DBVPG3775_001499-T1
GF00001491	CHIFNET14NJ214_000160-T1	DBVPG3775_001500-T1
GF00001492	CHIFNET14NJ214_000161-T1	DBVPG3775_001501-T1
GF00001493	CHIFNET14NJ214_012783-T1	DBVPG3775_001508-T1
GF00001494	CHIFNET14NJ214_000170-T1	DBVPG3775_001510-T1
GF00001495	CHIFNET14NJ214_012675-T1	DBVPG3775_001511-T1
GF00001496	CHIFNET14NJ214_012676-T1	DBVPG3775_001512-T1
GF00001497	CHIFNET14NJ214_012678-T1	DBVPG3775_001514-T1
GF00001498	CHIFNET14NJ214_013830-T1	DBVPG3775_005728-T1
GF00001499	CHIFNET14NJ214_013831-T1	DBVPG3775_005729-T1
GF00001500	CHIFNET14NJ214_000177-T1	DBVPG3775_005730-T1
GF00001501	CHIFNET14NJ214_000178-T1	DBVPG3775_005731-T1
GF00001502	CHIFNET14NJ214_000179-T1	DBVPG3775_005732-T1
GF00001503	CHIFNET14NJ214_008391-T1	DBVPG3775_005768-T1
GF00001504	CHIFNET14NJ214_000186-T1	DBVPG3775_005767-T1
GF00001505	CHIFNET14NJ214_008389-T1	DBVPG3775_005766-T1
GF00001506	CHIFNET14NJ214_000188-T1	DBVPG3775_005762-T1
GF00001507	CHIFNET14NJ214_000189-T1	DBVPG3775_005761-T1
GF00001508	CHIFNET14NJ214_000190-T1	DBVPG3775_005760-T1
GF00001509	CHIFNET14NJ214_000191-T1	DBVPG3775_005759-T1
GF00001510	CHIFNET14NJ214_010509-T1	DBVPG3775_005219-T1
GF00001511	CHIFNET14NJ214_000196-T1	DBVPG3775_005751-T1
GF00001512	CHIFNET14NJ214_004546-T1	DBVPG3775_005749-T1
GF00001513	CHIFNET14NJ214_004547-T1	DBVPG3775_005748-T1
GF00001514	CHIFNET14NJ214_004548-T1	DBVPG3775_005747-T1
GF00001515	CHIFNET14NJ214_000201-T1	DBVPG3775_005746-T1
GF00001516	CHIFNET14NJ214_000206-T1	DBVPG3775_005740-T1
GF00001517	CHIFNET14NJ214_004554-T1	DBVPG3775_005739-T1
GF00001518	CHIFNET14NJ214_000208-T1	DBVPG3775_005738-T1
GF00001519	CHIFNET14NJ214_004557-T1	DBVPG3775_005737-T1
GF00001520	CHIFNET14NJ214_000213-T1	DBVPG3775_005773-T1
GF00001521	CHIFNET14NJ214_000214-T1	DBVPG3775_005774-T1
GF00001522	CHIFNET14NJ214_012851-T1	DBVPG3775_005775-T1
GF00001523	CHIFNET14NJ214_011043-T1	DBVPG3775_005777-T1
GF00001524	CHIFNET14NJ214_011040-T1	DBVPG3775_005783-T1
GF00001525	CHIFNET14NJ214_011038-T1	DBVPG3775_005785-T1
GF00001526	CHIFNET14NJ214_013543-T1	DBVPG3775_005787-T1
GF00001527	CHIFNET14NJ214_000229-T1	DBVPG3775_002739-T1
GF00001528	CHIFNET14NJ214_000231-T1	DBVPG3775_002737-T1
GF00001529	CHIFNET14NJ214_000232-T1	DBVPG3775_002736-T1
GF00001530	CHIFNET14NJ214_007486-T1	DBVPG3775_002735-T1
GF00001531	CHIFNET14NJ214_007485-T1	DBVPG3775_002734-T1
GF00001532	CHIFNET14NJ214_007484-T1	DBVPG3775_002733-T1
GF00001533	CHIFNET14NJ214_000236-T1	DBVPG3775_002731-T1
GF00001534	CHIFNET14NJ214_000238-T1	DBVPG3775_002729-T1
GF00001535	CHIFNET14NJ214_000239-T1	DBVPG3775_002728-T1
GF00001536	CHIFNET14NJ214_000240-T1	DBVPG3775_002727-T1
GF00001537	CHIFNET14NJ214_000241-T1	DBVPG3775_002726-T1
GF00001538	CHIFNET14NJ214_000242-T1	DBVPG3775_002725-T1
GF00001539	CHIFNET14NJ214_000246-T1	DBVPG3775_002719-T1
GF00001540	CHIFNET14NJ214_000247-T1	DBVPG3775_002718-T1
GF00001541	CHIFNET14NJ214_000248-T1	DBVPG3775_002717-T1
GF00001542	CHIFNET14NJ214_008729-T1	DBVPG3775_005897-T1
GF00001543	CHIFNET14NJ214_008443-T1	DBVPG3775_003270-T1
GF00001544	CHIFNET14NJ214_000254-T1	DBVPG3775_003271-T1
GF00001545	CHIFNET14NJ214_000255-T1	DBVPG3775_003272-T1
GF00001546	CHIFNET14NJ214_000261-T1	DBVPG3775_003279-T1
GF00001547	CHIFNET14NJ214_000263-T1	DBVPG3775_003281-T1
GF00001548	CHIFNET14NJ214_000266-T1	DBVPG3775_003284-T1
GF00001549	CHIFNET14NJ214_005793-T1	DBVPG3775_003286-T1
GF00001550	CHIFNET14NJ214_000268-T1	DBVPG3775_003287-T1
GF00001551	CHIFNET14NJ214_005791-T1	DBVPG3775_003288-T1
GF00001552	CHIFNET14NJ214_000271-T1	DBVPG3775_003290-T1
GF00001553	CHIFNET14NJ214_011439-T1	DBVPG3775_003292-T1
GF00001554	CHIFNET14NJ214_000274-T1	DBVPG3775_003293-T1
GF00001555	CHIFNET14NJ214_000275-T1	DBVPG3775_003294-T1
GF00001556	CHIFNET14NJ214_000276-T1	DBVPG3775_003295-T1
GF00001557	CHIFNET14NJ214_000279-T1	DBVPG3775_003298-T1
GF00001558	CHIFNET14NJ214_000283-T1	DBVPG3775_000415-T1
GF00001559	CHIFNET14NJ214_006616-T1	DBVPG3775_000413-T1
GF00001560	CHIFNET14NJ214_000286-T1	DBVPG3775_000412-T1
GF00001561	CHIFNET14NJ214_006613-T1	DBVPG3775_000410-T1
GF00001562	CHIFNET14NJ214_000289-T1	DBVPG3775_000409-T1
GF00001563	CHIFNET14NJ214_000290-T1	DBVPG3775_000408-T1
GF00001564	CHIFNET14NJ214_000291-T1	DBVPG3775_000407-T1
GF00001565	CHIFNET14NJ214_000295-T1	DBVPG3775_000403-T1
GF00001566	CHIFNET14NJ214_000296-T1	DBVPG3775_000402-T1
GF00001567	CHIFNET14NJ214_000297-T1	DBVPG3775_000401-T1
GF00001568	CHIFNET14NJ214_000301-T1	DBVPG3775_000396-T1
GF00001569	CHIFNET14NJ214_000303-T1	DBVPG3775_000352-T1
GF00001570	CHIFNET14NJ214_004197-T1	DBVPG3775_006266-T1
GF00001571	CHIFNET14NJ214_009489-T1	DBVPG3775_000355-T1
GF00001572	CHIFNET14NJ214_000308-T1	DBVPG3775_000356-T1
GF00001573	CHIFNET14NJ214_009492-T1	DBVPG3775_000359-T1
GF00001574	CHIFNET14NJ214_000313-T1	DBVPG3775_000362-T1
GF00001575	CHIFNET14NJ214_000314-T1	DBVPG3775_000363-T1
GF00001576	CHIFNET14NJ214_000318-T1	DBVPG3775_000370-T1
GF00001577	CHIFNET14NJ214_000319-T1	DBVPG3775_000372-T1
GF00001578	CHIFNET14NJ214_000320-T1	DBVPG3775_000373-T1
GF00001579	CHIFNET14NJ214_003328-T1	DBVPG3775_000380-T1
GF00001580	CHIFNET14NJ214_003327-T1	DBVPG3775_000381-T1
GF00001581	CHIFNET14NJ214_003326-T1	DBVPG3775_000382-T1
GF00001582	CHIFNET14NJ214_003325-T1	DBVPG3775_000383-T1
GF00001583	CHIFNET14NJ214_003324-T1	DBVPG3775_000384-T1
GF00001584	CHIFNET14NJ214_003323-T1	DBVPG3775_000385-T1
GF00001585	CHIFNET14NJ214_000333-T1	DBVPG3775_000386-T1
GF00001586	CHIFNET14NJ214_003319-T1	DBVPG3775_000389-T1
GF00001587	CHIFNET14NJ214_000336-T1	DBVPG3775_000390-T1
GF00001588	CHIFNET14NJ214_000337-T1	DBVPG3775_000391-T1
GF00001589	CHIFNET14NJ214_003316-T1	DBVPG3775_000392-T1
GF00001590	CHIFNET14NJ214_000339-T1	DBVPG3775_000393-T1
GF00001591	CHIFNET14NJ214_000340-T1	DBVPG3775_000394-T1
GF00001592	CHIFNET14NJ214_001377-T1	DBVPG3775_000349-T1
GF00001593	CHIFNET14NJ214_001376-T1	DBVPG3775_000348-T1
GF00001594	CHIFNET14NJ214_013491-T1	DBVPG3775_000080-T1
GF00001595	CHIFNET14NJ214_000352-T1	DBVPG3775_000078-T1
GF00001596	CHIFNET14NJ214_006674-T1	DBVPG3775_000077-T1
GF00001597	CHIFNET14NJ214_000355-T1	DBVPG3775_000076-T1
GF00001598	CHIFNET14NJ214_006678-T1	DBVPG3775_000072-T1
GF00001599	CHIFNET14NJ214_000362-T1	DBVPG3775_000069-T1
GF00001600	CHIFNET14NJ214_000364-T1	DBVPG3775_000067-T1
GF00001601	CHIFNET14NJ214_000365-T1	DBVPG3775_000066-T1
GF00001602	CHIFNET14NJ214_008480-T1	DBVPG3775_000989-T1
GF00001603	CHIFNET14NJ214_011167-T1	DBVPG3775_006782-T1
GF00001604	CHIFNET14NJ214_006685-T1	DBVPG3775_000064-T1
GF00001605	CHIFNET14NJ214_000370-T1	DBVPG3775_000061-T1
GF00001606	CHIFNET14NJ214_000371-T1	DBVPG3775_000060-T1
GF00001607	CHIFNET14NJ214_000373-T1	DBVPG3775_000058-T1
GF00001608	CHIFNET14NJ214_000374-T1	DBVPG3775_000057-T1
GF00001609	CHIFNET14NJ214_000375-T1	DBVPG3775_000056-T1
GF00001610	CHIFNET14NJ214_000376-T1	DBVPG3775_000055-T1
GF00001611	CHIFNET14NJ214_000378-T1	DBVPG3775_000053-T1
GF00001612	CHIFNET14NJ214_005688-T1	DBVPG3775_001000-T1
GF00001613	CHIFNET14NJ214_010380-T1	DBVPG3775_006836-T1
GF00001614	CHIFNET14NJ214_009210-T1	DBVPG3775_000048-T1
GF00001615	CHIFNET14NJ214_000384-T1	DBVPG3775_000046-T1
GF00001616	CHIFNET14NJ214_000387-T1	DBVPG3775_000044-T1
GF00001617	CHIFNET14NJ214_012033-T1	DBVPG3775_000043-T1
GF00001618	CHIFNET14NJ214_000389-T1	DBVPG3775_000042-T1
GF00001619	CHIFNET14NJ214_000390-T1	DBVPG3775_000041-T1
GF00001620	CHIFNET14NJ214_010872-T1	DBVPG3775_000306-T1
GF00001621	CHIFNET14NJ214_006788-T1	DBVPG3775_000036-T1
GF00001622	CHIFNET14NJ214_000399-T1	DBVPG3775_000031-T1
GF00001623	CHIFNET14NJ214_006784-T1	DBVPG3775_000030-T1
GF00001624	CHIFNET14NJ214_006783-T1	DBVPG3775_000029-T1
GF00001625	CHIFNET14NJ214_000402-T1	DBVPG3775_000028-T1
GF00001626	CHIFNET14NJ214_000406-T1	DBVPG3775_000024-T1
GF00001627	CHIFNET14NJ214_000407-T1	DBVPG3775_000023-T1
GF00001628	CHIFNET14NJ214_006776-T1	DBVPG3775_000022-T1
GF00001629	CHIFNET14NJ214_009333-T1	DBVPG3775_003733-T1
GF00001630	CHIFNET14NJ214_000412-T1	DBVPG3775_003734-T1
GF00001631	CHIFNET14NJ214_000413-T1	DBVPG3775_003735-T1
GF00001632	CHIFNET14NJ214_009336-T1	DBVPG3775_003736-T1
GF00001633	CHIFNET14NJ214_009337-T1	DBVPG3775_003737-T1
GF00001634	CHIFNET14NJ214_013082-T1	DBVPG3775_003740-T1
GF00001635	CHIFNET14NJ214_000423-T1	DBVPG3775_003745-T1
GF00001636	CHIFNET14NJ214_000424-T1	DBVPG3775_003746-T1
GF00001637	CHIFNET14NJ214_000426-T1	DBVPG3775_003748-T1
GF00001638	CHIFNET14NJ214_000427-T1	DBVPG3775_003749-T1
GF00001639	CHIFNET14NJ214_000428-T1	DBVPG3775_003750-T1
GF00001640	CHIFNET14NJ214_000429-T1	DBVPG3775_003751-T1
GF00001641	CHIFNET14NJ214_008105-T1	DBVPG3775_003752-T1
GF00001642	CHIFNET14NJ214_000431-T1	DBVPG3775_003753-T1
GF00001643	CHIFNET14NJ214_000432-T1	DBVPG3775_003754-T1
GF00001644	CHIFNET14NJ214_000434-T1	DBVPG3775_003756-T1
GF00001645	CHIFNET14NJ214_000435-T1	DBVPG3775_003757-T1
GF00001646	CHIFNET14NJ214_000436-T1	DBVPG3775_003758-T1
GF00001647	CHIFNET14NJ214_000437-T1	DBVPG3775_003760-T1
GF00001648	CHIFNET14NJ214_000438-T1	DBVPG3775_003761-T1
GF00001649	CHIFNET14NJ214_008095-T1	DBVPG3775_003763-T1
GF00001650	CHIFNET14NJ214_008094-T1	DBVPG3775_003764-T1
GF00001651	CHIFNET14NJ214_008093-T1	DBVPG3775_003765-T1
GF00001652	CHIFNET14NJ214_008092-T1	DBVPG3775_003766-T1
GF00001653	CHIFNET14NJ214_000444-T1	DBVPG3775_003767-T1
GF00001654	CHIFNET14NJ214_000445-T1	DBVPG3775_003769-T1
GF00001655	CHIFNET14NJ214_000446-T1	DBVPG3775_003770-T1
GF00001656	CHIFNET14NJ214_002042-T1	DBVPG3775_003771-T1
GF00001657	CHIFNET14NJ214_000448-T1	DBVPG3775_003772-T1
GF00001658	CHIFNET14NJ214_000449-T1	DBVPG3775_003774-T1
GF00001659	CHIFNET14NJ214_002048-T1	DBVPG3775_003777-T1
GF00001660	CHIFNET14NJ214_004951-T1	DBVPG3775_002321-T1
GF00001661	CHIFNET14NJ214_000453-T1	DBVPG3775_003780-T1
GF00001662	CHIFNET14NJ214_000455-T1	DBVPG3775_003782-T1
GF00001663	CHIFNET14NJ214_000458-T1	DBVPG3775_003786-T1
GF00001664	CHIFNET14NJ214_002058-T1	DBVPG3775_003787-T1
GF00001665	CHIFNET14NJ214_002059-T1	DBVPG3775_003788-T1
GF00001666	CHIFNET14NJ214_010373-T1	DBVPG3775_005111-T1
GF00001667	CHIFNET14NJ214_002064-T1	DBVPG3775_003793-T1
GF00001668	CHIFNET14NJ214_000466-T1	DBVPG3775_003795-T1
GF00001669	CHIFNET14NJ214_000467-T1	DBVPG3775_003796-T1
GF00001670	CHIFNET14NJ214_000468-T1	DBVPG3775_003797-T1
GF00001671	CHIFNET14NJ214_000469-T1	DBVPG3775_003798-T1
GF00001672	CHIFNET14NJ214_000471-T1	DBVPG3775_002187-T1
GF00001673	CHIFNET14NJ214_000475-T1	DBVPG3775_002197-T1
GF00001674	CHIFNET14NJ214_008154-T1	DBVPG3775_002198-T1
GF00001675	CHIFNET14NJ214_008153-T1	DBVPG3775_002199-T1
GF00001676	CHIFNET14NJ214_000478-T1	DBVPG3775_002200-T1
GF00001677	CHIFNET14NJ214_000481-T1	DBVPG3775_002203-T1
GF00001678	CHIFNET14NJ214_000482-T1	DBVPG3775_002204-T1
GF00001679	CHIFNET14NJ214_000485-T1	DBVPG3775_002208-T1
GF00001680	CHIFNET14NJ214_000489-T1	DBVPG3775_002211-T1
GF00001681	CHIFNET14NJ214_000490-T1	DBVPG3775_002212-T1
GF00001682	CHIFNET14NJ214_002071-T1	DBVPG3775_003800-T1
GF00001683	CHIFNET14NJ214_006392-T1	DBVPG3775_002213-T1
GF00001684	CHIFNET14NJ214_000492-T1	DBVPG3775_002214-T1
GF00001685	CHIFNET14NJ214_006396-T1	DBVPG3775_002217-T1
GF00001686	CHIFNET14NJ214_000500-T1	DBVPG3775_002221-T1
GF00001687	CHIFNET14NJ214_006401-T1	DBVPG3775_002222-T1
GF00001688	CHIFNET14NJ214_000502-T1	DBVPG3775_002223-T1
GF00001689	CHIFNET14NJ214_000505-T1	DBVPG3775_002227-T1
GF00001690	CHIFNET14NJ214_013393-T1	DBVPG3775_005648-T1
GF00001691	CHIFNET14NJ214_000510-T1	DBVPG3775_002232-T1
GF00001692	CHIFNET14NJ214_003011-T1	DBVPG3775_002233-T1
GF00001693	CHIFNET14NJ214_000512-T1	DBVPG3775_002235-T1
GF00001694	CHIFNET14NJ214_003014-T1	DBVPG3775_002237-T1
GF00001695	CHIFNET14NJ214_000517-T1	DBVPG3775_002241-T1
GF00001696	CHIFNET14NJ214_000519-T1	DBVPG3775_002243-T1
GF00001697	CHIFNET14NJ214_000520-T1	DBVPG3775_002244-T1
GF00001698	CHIFNET14NJ214_000521-T1	DBVPG3775_002245-T1
GF00001699	CHIFNET14NJ214_003022-T1	DBVPG3775_002246-T1
GF00001700	CHIFNET14NJ214_000523-T1	DBVPG3775_002247-T1
GF00001701	CHIFNET14NJ214_003024-T1	DBVPG3775_002248-T1
GF00001702	CHIFNET14NJ214_000526-T1	DBVPG3775_002250-T1
GF00001703	CHIFNET14NJ214_003026-T1	DBVPG3775_002251-T1
GF00001704	CHIFNET14NJ214_000528-T1	DBVPG3775_002252-T1
GF00001705	CHIFNET14NJ214_003028-T1	DBVPG3775_002253-T1
GF00001706	CHIFNET14NJ214_003032-T1	DBVPG3775_002258-T1
GF00001707	CHIFNET14NJ214_000536-T1	DBVPG3775_002261-T1
GF00001708	CHIFNET14NJ214_003035-T1	DBVPG3775_002262-T1
GF00001709	CHIFNET14NJ214_003036-T1	DBVPG3775_002263-T1
GF00001710	CHIFNET14NJ214_003037-T1	DBVPG3775_002264-T1
GF00001711	CHIFNET14NJ214_000540-T1	DBVPG3775_002265-T1
GF00001712	CHIFNET14NJ214_003040-T1	DBVPG3775_002267-T1
GF00001713	CHIFNET14NJ214_000545-T1	DBVPG3775_003966-T1
GF00001714	CHIFNET14NJ214_000549-T1	DBVPG3775_003963-T1
GF00001715	CHIFNET14NJ214_000550-T1	DBVPG3775_003962-T1
GF00001716	CHIFNET14NJ214_000551-T1	DBVPG3775_003961-T1
GF00001717	CHIFNET14NJ214_000552-T1	DBVPG3775_003960-T1
GF00001718	CHIFNET14NJ214_000553-T1	DBVPG3775_003959-T1
GF00001719	CHIFNET14NJ214_002401-T1	DBVPG3775_003958-T1
GF00001720	CHIFNET14NJ214_000555-T1	DBVPG3775_003957-T1
GF00001721	CHIFNET14NJ214_000562-T1	DBVPG3775_003950-T1
GF00001722	CHIFNET14NJ214_005090-T1	DBVPG3775_004254-T1
GF00001723	CHIFNET14NJ214_000565-T1	DBVPG3775_003947-T1
GF00001724	CHIFNET14NJ214_002389-T1	DBVPG3775_003946-T1
GF00001725	CHIFNET14NJ214_000567-T1	DBVPG3775_003945-T1
GF00001726	CHIFNET14NJ214_011056-T1	DBVPG3775_003942-T1
GF00001727	CHIFNET14NJ214_000570-T1	DBVPG3775_003939-T1
GF00001728	CHIFNET14NJ214_011059-T1	DBVPG3775_003938-T1
GF00001729	CHIFNET14NJ214_000572-T1	DBVPG3775_003937-T1
GF00001730	CHIFNET14NJ214_000573-T1	DBVPG3775_003936-T1
GF00001731	CHIFNET14NJ214_000575-T1	DBVPG3775_003934-T1
GF00001732	CHIFNET14NJ214_000576-T1	DBVPG3775_003933-T1
GF00001733	CHIFNET14NJ214_000577-T1	DBVPG3775_003932-T1
GF00001734	CHIFNET14NJ214_012978-T1	DBVPG3775_003931-T1
GF00001735	CHIFNET14NJ214_000579-T1	DBVPG3775_003930-T1
GF00001736	CHIFNET14NJ214_003727-T1	DBVPG3775_003927-T1
GF00001737	CHIFNET14NJ214_000583-T1	DBVPG3775_003926-T1
GF00001738	CHIFNET14NJ214_003724-T1	DBVPG3775_003922-T1
GF00001739	CHIFNET14NJ214_003723-T1	DBVPG3775_003921-T1
GF00001740	CHIFNET14NJ214_000589-T1	DBVPG3775_003920-T1
GF00001741	CHIFNET14NJ214_000590-T1	DBVPG3775_003919-T1
GF00001742	CHIFNET14NJ214_003720-T1	DBVPG3775_003918-T1
GF00001743	CHIFNET14NJ214_003718-T1	DBVPG3775_003916-T1
GF00001744	CHIFNET14NJ214_000594-T1	DBVPG3775_003915-T1
GF00001745	CHIFNET14NJ214_000595-T1	DBVPG3775_003914-T1
GF00001746	CHIFNET14NJ214_000596-T1	DBVPG3775_003913-T1
GF00001747	CHIFNET14NJ214_000597-T1	DBVPG3775_003912-T1
GF00001748	CHIFNET14NJ214_000598-T1	DBVPG3775_003911-T1
GF00001749	CHIFNET14NJ214_003711-T1	DBVPG3775_003909-T1
GF00001750	CHIFNET14NJ214_000601-T1	DBVPG3775_003908-T1
GF00001751	CHIFNET14NJ214_003709-T1	DBVPG3775_003907-T1
