	Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000878	TFCN1702E3344_003914-T1	DBVPG3775_005031-T1
GF00000879	TFCN1702E3344_013579-T1	DBVPG3775_000390-T1
GF00000880	TFCN1702E3344_004079-T1	DBVPG3775_000349-T1
GF00000881	TFCN1702E3344_004081-T1	DBVPG3775_000347-T1
GF00000882	TFCN1702E3344_004093-T1	DBVPG3775_000334-T1
GF00000883	TFCN1702E3344_009191-T1	DBVPG3775_000305-T1
GF00000884	TFCN1702E3344_009187-T1	DBVPG3775_000301-T1
GF00000885	TFCN1702E3344_009184-T1	DBVPG3775_000297-T1
GF00000886	TFCN1702E3344_004131-T1	DBVPG3775_000296-T1
GF00000887	TFCN1702E3344_004185-T1	DBVPG3775_005321-T1
GF00000888	TFCN1702E3344_004231-T1	DBVPG3775_005275-T1
GF00000889	TFCN1702E3344_004283-T1	DBVPG3775_001431-T1
GF00000890	TFCN1702E3344_004294-T1	DBVPG3775_001443-T1
GF00000891	TFCN1702E3344_009024-T1	DBVPG3775_001447-T1
GF00000892	TFCN1702E3344_006355-T1	DBVPG3775_001466-T1
GF00000893	TFCN1702E3344_006338-T1	DBVPG3775_001485-T1
GF00000894	TFCN1702E3344_005882-T1	DBVPG3775_003202-T1
GF00000895	TFCN1702E3344_004477-T1	DBVPG3775_003225-T1
GF00000896	TFCN1702E3344_005929-T1	DBVPG3775_007244-T1
GF00000897	TFCN1702E3344_008831-T1	DBVPG3775_004523-T1
GF00000898	TFCN1702E3344_004576-T1	DBVPG3775_004546-T1
GF00000899	TFCN1702E3344_004581-T1	DBVPG3775_004551-T1
GF00000900	TFCN1702E3344_004722-T1	DBVPG3775_005511-T1
GF00000901	TFCN1702E3344_004758-T1	DBVPG3775_005474-T1
GF00000902	TFCN1702E3344_009165-T1	DBVPG3775_006855-T1
GF00000903	TFCN1702E3344_012768-T1	DBVPG3775_004667-T1
GF00000904	TFCN1702E3344_004811-T1	DBVPG3775_006892-T1
GF00000905	TFCN1702E3344_014527-T1	DBVPG3775_003000-T1
GF00000906	TFCN1702E3344_004997-T1	DBVPG3775_003132-T1
GF00000907	TFCN1702E3344_010182-T1	DBVPG3775_003131-T1
GF00000908	TFCN1702E3344_012792-T1	DBVPG3775_002239-T1
GF00000909	TFCN1702E3344_005180-T1	DBVPG3775_002274-T1
GF00000910	TFCN1702E3344_007948-T1	DBVPG3775_002820-T1
GF00000911	TFCN1702E3344_005266-T1	DBVPG3775_002842-T1
GF00000912	TFCN1702E3344_005308-T1	DBVPG3775_004778-T1
GF00000913	TFCN1702E3344_011743-T1	DBVPG3775_004792-T1
GF00000914	TFCN1702E3344_005456-T1	DBVPG3775_006260-T1
GF00000915	TFCN1702E3344_005467-T1	DBVPG3775_006247-T1
GF00000916	TFCN1702E3344_012614-T1	DBVPG3775_006940-T1
GF00000917	TFCN1702E3344_005551-T1	DBVPG3775_002071-T1
GF00000918	TFCN1702E3344_005610-T1	DBVPG3775_001002-T1
GF00000919	TFCN1702E3344_011833-T1	DBVPG3775_002202-T1
GF00000920	TFCN1702E3344_011968-T1	DBVPG3775_002147-T1
GF00000921	TFCN1702E3344_005753-T1	DBVPG3775_000629-T1
GF00000922	TFCN1702E3344_005760-T1	DBVPG3775_000621-T1
GF00000923	TFCN1702E3344_005771-T1	DBVPG3775_000610-T1
GF00000924	TFCN1702E3344_006927-T1	DBVPG3775_000585-T1
GF00000925	TFCN1702E3344_006926-T1	DBVPG3775_000584-T1
GF00000926	TFCN1702E3344_008281-T1	DBVPG3775_007331-T1
GF00000927	TFCN1702E3344_007351-T1	DBVPG3775_006435-T1
GF00000928	TFCN1702E3344_005847-T1	DBVPG3775_006974-T1
GF00000929	TFCN1702E3344_005991-T1	DBVPG3775_000803-T1
GF00000930	TFCN1702E3344_005997-T1	DBVPG3775_000797-T1
GF00000931	TFCN1702E3344_006046-T1	DBVPG3775_005903-T1
GF00000932	TFCN1702E3344_006051-T1	DBVPG3775_005908-T1
GF00000933	TFCN1702E3344_013860-T1	DBVPG3775_007537-T1
GF00000934	TFCN1702E3344_006138-T1	DBVPG3775_005832-T1
GF00000935	TFCN1702E3344_006154-T1	DBVPG3775_005816-T1
GF00000936	TFCN1702E3344_006164-T1	DBVPG3775_003852-T1
GF00000937	TFCN1702E3344_012283-T1	DBVPG3775_003892-T1
GF00000938	TFCN1702E3344_006218-T1	DBVPG3775_003904-T1
GF00000939	TFCN1702E3344_007602-T1	DBVPG3775_001507-T1
GF00000940	TFCN1702E3344_006325-T1	DBVPG3775_001499-T1
GF00000941	TFCN1702E3344_006426-T1	DBVPG3775_005706-T1
GF00000942	TFCN1702E3344_006577-T1	DBVPG3775_006006-T1
GF00000943	TFCN1702E3344_006618-T1	DBVPG3775_005964-T1
GF00000944	TFCN1702E3344_006699-T1	DBVPG3775_003334-T1
GF00000945	TFCN1702E3344_010391-T1	DBVPG3775_003367-T1
GF00000946	TFCN1702E3344_006780-T1	DBVPG3775_005410-T1
GF00000947	TFCN1702E3344_006817-T1	DBVPG3775_005430-T1
GF00000948	TFCN1702E3344_013545-T1	DBVPG3775_000706-T1
GF00000949	TFCN1702E3344_012175-T1	DBVPG3775_000001-T1
GF00000950	TFCN1702E3344_011380-T1	DBVPG3775_007543-T1
GF00000951	TFCN1702E3344_007174-T1	DBVPG3775_007011-T1
GF00000952	TFCN1702E3344_007180-T1	DBVPG3775_007005-T1
GF00000953	TFCN1702E3344_010609-T1	DBVPG3775_006983-T1
GF00000954	TFCN1702E3344_007207-T1	DBVPG3775_006979-T1
GF00000955	TFCN1702E3344_007268-T1	DBVPG3775_002540-T1
GF00000956	TFCN1702E3344_007279-T1	DBVPG3775_002551-T1
GF00000957	TFCN1702E3344_007400-T1	DBVPG3775_006482-T1
GF00000958	TFCN1702E3344_007440-T1	DBVPG3775_003286-T1
GF00000959	TFCN1702E3344_009735-T1	DBVPG3775_003292-T1
GF00000960	TFCN1702E3344_007451-T1	DBVPG3775_003296-T1
GF00000961	TFCN1702E3344_007528-T1	DBVPG3775_007500-T1
GF00000962	TFCN1702E3344_007531-T1	DBVPG3775_006401-T1
GF00000963	TFCN1702E3344_007558-T1	DBVPG3775_006373-T1
GF00000964	TFCN1702E3344_010946-T1	DBVPG3775_006353-T1
GF00000965	TFCN1702E3344_010952-T1	DBVPG3775_006347-T1
GF00000966	TFCN1702E3344_007633-T1	DBVPG3775_001541-T1
GF00000967	TFCN1702E3344_007741-T1	DBVPG3775_002112-T1
GF00000968	TFCN1702E3344_012186-T1	DBVPG3775_000426-T1
GF00000969	TFCN1702E3344_008404-T1	DBVPG3775_003045-T1
GF00000970	TFCN1702E3344_008024-T1	DBVPG3775_003031-T1
GF00000971	TFCN1702E3344_008049-T1	DBVPG3775_003006-T1
GF00000972	TFCN1702E3344_012265-T1	DBVPG3775_003922-T1
GF00000973	TFCN1702E3344_008209-T1	DBVPG3775_003443-T1
GF00000974	TFCN1702E3344_008238-T1	DBVPG3775_005613-T1
GF00000975	TFCN1702E3344_008276-T1	DBVPG3775_007336-T1
GF00000976	TFCN1702E3344_008307-T1	DBVPG3775_006796-T1
GF00000977	TFCN1702E3344_013455-T1	DBVPG3775_001564-T1
GF00000978	TFCN1702E3344_011146-T1	DBVPG3775_001607-T1
GF00000979	TFCN1702E3344_008464-T1	DBVPG3775_005442-T1
GF00000980	TFCN1702E3344_010246-T1	DBVPG3775_005451-T1
GF00000981	TFCN1702E3344_008488-T1	DBVPG3775_001623-T1
GF00000982	TFCN1702E3344_008502-T1	DBVPG3775_001609-T1
GF00000983	TFCN1702E3344_009329-T1	DBVPG3775_003245-T1
GF00000984	TFCN1702E3344_009332-T1	DBVPG3775_003249-T1
GF00000985	TFCN1702E3344_013651-T1	DBVPG3775_002314-T1
GF00000986	TFCN1702E3344_009614-T1	DBVPG3775_004703-T1
GF00000987	TFCN1702E3344_009627-T1	DBVPG3775_004690-T1
GF00000988	TFCN1702E3344_011627-T1	DBVPG3775_006127-T1
GF00000989	TFCN1702E3344_009709-T1	DBVPG3775_006110-T1
GF00000990	TFCN1702E3344_011354-T1	DBVPG3775_006102-T1
GF00000991	TFCN1702E3344_011238-T1	DBVPG3775_007208-T1
GF00000992	TFCN1702E3344_010038-T1	DBVPG3775_000736-T1
GF00000993	TFCN1702E3344_010982-T1	DBVPG3775_004268-T1
GF00000994	TFCN1702E3344_012682-T1	DBVPG3775_007014-T1
GF00000995	TFCN1702E3344_010511-T1	DBVPG3775_001343-T1
GF00000996	TFCN1702E3344_010509-T1	DBVPG3775_001341-T1
GF00000997	TFCN1702E3344_010292-T1	DBVPG3775_003839-T1
GF00000998	TFCN1702E3344_010345-T1	DBVPG3775_005641-T1
GF00000999	TFCN1702E3344_010373-T1	DBVPG3775_005668-T1
GF00001000	TFCN1702E3344_011914-T1	DBVPG3775_002330-T1
GF00001001	TFCN1702E3344_013270-T1	DBVPG3775_002323-T1
GF00001002	TFCN1702E3344_011205-T1	DBVPG3775_007264-T1
GF00001003	TFCN1702E3344_011522-T1	DBVPG3775_002764-T1
GF00001004	TFCN1702E3344_011545-T1	DBVPG3775_002741-T1
GF00001005	TFCN1702E3344_013253-T1	DBVPG3775_002137-T1
GF00001006	TFCN1702E3344_012235-T1	DBVPG3775_004724-T1
GF00001007	TFCN1702E3344_012236-T1	DBVPG3775_004725-T1
GF00001008	TFCN1702E3344_012534-T1	DBVPG3775_006537-T1
GF00001009	TFCN1702E3344_012627-T1	DBVPG3775_006515-T1
GF00001010	TFCN1702E3344_012772-T1	DBVPG3775_003423-T1
GF00001011	TFCN1702E3344_012856-T1	DBVPG3775_003400-T1
GF00001012	TFCN1702E3344_012907-T1	DBVPG3775_002860-T1
GF00001013	TFCN1702E3344_012912-T1	DBVPG3775_002865-T1
GF00001014	TFCN1702E3344_013439-T1	DBVPG3775_007297-T1
GF00001015	TFCN1702E3344_013531-T1	DBVPG3775_006755-T1
GF00001016	TFCN1702E3344_014404-T1	DBVPG3775_002592-T1
GF00001017	TFCN1702E3344_014140-T1	DBVPG3775_006544-T1
GF00001018	TFCN1702E3344_014395-T1	DBVPG3775_002600-T1
GF00001019	TFCN1702E3344_014440-T1	DBVPG3775_002120-T1
GF00001020	TFCN1702E3344_001074-T1	DBVPG3775_000421-T1
GF00001021	TFCN1702E3344_014255-T1	DBVPG3775_003458-T1
GF00001022	TFCN1702E3344_000427-T1	DBVPG3775_001318-T1
GF00001023	TFCN1702E3344_000426-T1	DBVPG3775_001317-T1
GF00001024	TFCN1702E3344_000004-T1	DBVPG3775_001316-T1
GF00001025	TFCN1702E3344_000419-T1	DBVPG3775_001309-T1
GF00001026	TFCN1702E3344_000417-T1	DBVPG3775_001308-T1
GF00001027	TFCN1702E3344_000416-T1	DBVPG3775_001307-T1
GF00001028	TFCN1702E3344_000414-T1	DBVPG3775_001304-T1
GF00001029	TFCN1702E3344_000012-T1	DBVPG3775_001303-T1
GF00001030	TFCN1702E3344_000412-T1	DBVPG3775_001302-T1
GF00001031	TFCN1702E3344_000411-T1	DBVPG3775_001301-T1
GF00001032	TFCN1702E3344_000410-T1	DBVPG3775_001300-T1
GF00001033	TFCN1702E3344_000409-T1	DBVPG3775_001299-T1
GF00001034	TFCN1702E3344_000021-T1	DBVPG3775_001295-T1
GF00001035	TFCN1702E3344_000404-T1	DBVPG3775_001294-T1
GF00001036	TFCN1702E3344_000023-T1	DBVPG3775_001293-T1
GF00001037	TFCN1702E3344_000024-T1	DBVPG3775_001292-T1
GF00001038	TFCN1702E3344_000401-T1	DBVPG3775_001291-T1
GF00001039	TFCN1702E3344_000400-T1	DBVPG3775_001290-T1
GF00001040	TFCN1702E3344_000027-T1	DBVPG3775_001289-T1
GF00001041	TFCN1702E3344_000394-T1	DBVPG3775_001284-T1
GF00001042	TFCN1702E3344_000031-T1	DBVPG3775_001282-T1
GF00001043	TFCN1702E3344_000032-T1	DBVPG3775_001281-T1
GF00001044	TFCN1702E3344_000034-T1	DBVPG3775_001278-T1
GF00001045	TFCN1702E3344_000035-T1	DBVPG3775_001277-T1
GF00001046	TFCN1702E3344_005705-T1	DBVPG3775_002169-T1
GF00001047	TFCN1702E3344_000386-T1	DBVPG3775_001276-T1
GF00001048	TFCN1702E3344_000384-T1	DBVPG3775_001274-T1
GF00001049	TFCN1702E3344_000038-T1	DBVPG3775_001273-T1
GF00001050	TFCN1702E3344_000382-T1	DBVPG3775_001272-T1
GF00001051	TFCN1702E3344_000381-T1	DBVPG3775_001271-T1
GF00001052	TFCN1702E3344_000379-T1	DBVPG3775_001269-T1
GF00001053	TFCN1702E3344_000378-T1	DBVPG3775_001268-T1
GF00001054	TFCN1702E3344_000377-T1	DBVPG3775_001267-T1
GF00001055	TFCN1702E3344_000375-T1	DBVPG3775_001265-T1
GF00001056	TFCN1702E3344_000369-T1	DBVPG3775_001259-T1
GF00001057	TFCN1702E3344_000368-T1	DBVPG3775_001258-T1
GF00001058	TFCN1702E3344_000051-T1	DBVPG3775_001257-T1
GF00001059	TFCN1702E3344_000054-T1	DBVPG3775_001254-T1
GF00001060	TFCN1702E3344_000055-T1	DBVPG3775_001253-T1
GF00001061	TFCN1702E3344_000362-T1	DBVPG3775_001252-T1
GF00001062	TFCN1702E3344_000059-T1	DBVPG3775_001250-T1
GF00001063	TFCN1702E3344_000359-T1	DBVPG3775_001249-T1
GF00001064	TFCN1702E3344_000061-T1	DBVPG3775_001248-T1
GF00001065	TFCN1702E3344_000062-T1	DBVPG3775_001247-T1
GF00001066	TFCN1702E3344_000064-T1	DBVPG3775_001244-T1
GF00001067	TFCN1702E3344_000065-T1	DBVPG3775_001242-T1
GF00001068	TFCN1702E3344_000352-T1	DBVPG3775_001241-T1
GF00001069	TFCN1702E3344_008144-T1	DBVPG3775_003969-T1
GF00001070	TFCN1702E3344_000351-T1	DBVPG3775_001240-T1
GF00001071	TFCN1702E3344_000068-T1	DBVPG3775_001239-T1
GF00001072	TFCN1702E3344_000349-T1	DBVPG3775_001238-T1
GF00001073	TFCN1702E3344_000348-T1	DBVPG3775_001237-T1
GF00001074	TFCN1702E3344_000071-T1	DBVPG3775_001236-T1
GF00001075	TFCN1702E3344_000346-T1	DBVPG3775_001235-T1
GF00001076	TFCN1702E3344_000345-T1	DBVPG3775_001234-T1
GF00001077	TFCN1702E3344_000344-T1	DBVPG3775_001233-T1
GF00001078	TFCN1702E3344_000342-T1	DBVPG3775_001231-T1
GF00001079	TFCN1702E3344_000077-T1	DBVPG3775_001232-T1
GF00001080	TFCN1702E3344_000079-T1	DBVPG3775_001229-T1
GF00001081	TFCN1702E3344_000339-T1	DBVPG3775_001228-T1
GF00001082	TFCN1702E3344_000081-T1	DBVPG3775_001227-T1
GF00001083	TFCN1702E3344_000337-T1	DBVPG3775_001226-T1
GF00001084	TFCN1702E3344_000083-T1	DBVPG3775_001225-T1
GF00001085	TFCN1702E3344_000084-T1	DBVPG3775_001224-T1
GF00001086	TFCN1702E3344_000334-T1	DBVPG3775_001223-T1
GF00001087	TFCN1702E3344_000086-T1	DBVPG3775_001222-T1
GF00001088	TFCN1702E3344_000332-T1	DBVPG3775_001221-T1
GF00001089	TFCN1702E3344_000331-T1	DBVPG3775_001220-T1
GF00001090	TFCN1702E3344_000330-T1	DBVPG3775_001219-T1
GF00001091	TFCN1702E3344_000329-T1	DBVPG3775_001218-T1
GF00001092	TFCN1702E3344_000091-T1	DBVPG3775_001217-T1
GF00001093	TFCN1702E3344_000324-T1	DBVPG3775_001213-T1
GF00001094	TFCN1702E3344_000094-T1	DBVPG3775_001212-T1
GF00001095	TFCN1702E3344_000095-T1	DBVPG3775_001211-T1
GF00001096	TFCN1702E3344_000096-T1	DBVPG3775_001210-T1
GF00001097	TFCN1702E3344_000097-T1	DBVPG3775_001209-T1
GF00001098	TFCN1702E3344_000098-T1	DBVPG3775_001208-T1
GF00001099	TFCN1702E3344_000099-T1	DBVPG3775_001207-T1
GF00001100	TFCN1702E3344_000317-T1	DBVPG3775_001206-T1
GF00001101	TFCN1702E3344_000101-T1	DBVPG3775_001205-T1
GF00001102	TFCN1702E3344_000102-T1	DBVPG3775_001204-T1
GF00001103	TFCN1702E3344_000313-T1	DBVPG3775_001202-T1
GF00001104	TFCN1702E3344_000311-T1	DBVPG3775_001200-T1
GF00001105	TFCN1702E3344_000310-T1	DBVPG3775_001199-T1
GF00001106	TFCN1702E3344_000309-T1	DBVPG3775_001198-T1
GF00001107	TFCN1702E3344_000307-T1	DBVPG3775_001197-T1
GF00001108	TFCN1702E3344_000111-T1	DBVPG3775_001196-T1
GF00001109	TFCN1702E3344_000305-T1	DBVPG3775_001195-T1
GF00001110	TFCN1702E3344_000113-T1	DBVPG3775_001194-T1
GF00001111	TFCN1702E3344_000114-T1	DBVPG3775_001193-T1
GF00001112	TFCN1702E3344_000116-T1	DBVPG3775_001191-T1
GF00001113	TFCN1702E3344_000300-T1	DBVPG3775_001190-T1
GF00001114	TFCN1702E3344_000118-T1	DBVPG3775_001188-T1
GF00001115	TFCN1702E3344_000297-T1	DBVPG3775_001187-T1
GF00001116	TFCN1702E3344_000120-T1	DBVPG3775_001186-T1
GF00001117	TFCN1702E3344_000121-T1	DBVPG3775_001185-T1
GF00001118	TFCN1702E3344_000122-T1	DBVPG3775_001184-T1
GF00001119	TFCN1702E3344_000293-T1	DBVPG3775_001183-T1
GF00001120	TFCN1702E3344_000292-T1	DBVPG3775_001182-T1
GF00001121	TFCN1702E3344_000125-T1	DBVPG3775_001181-T1
GF00001122	TFCN1702E3344_000290-T1	DBVPG3775_001180-T1
GF00001123	TFCN1702E3344_000127-T1	DBVPG3775_001179-T1
GF00001124	TFCN1702E3344_008940-T1	DBVPG3775_002366-T1
GF00001125	TFCN1702E3344_000288-T1	DBVPG3775_001178-T1
GF00001126	TFCN1702E3344_000131-T1	DBVPG3775_001175-T1
GF00001127	TFCN1702E3344_000283-T1	DBVPG3775_001174-T1
GF00001128	TFCN1702E3344_000281-T1	DBVPG3775_001172-T1
GF00001129	TFCN1702E3344_000280-T1	DBVPG3775_001171-T1
GF00001130	TFCN1702E3344_000136-T1	DBVPG3775_001170-T1
GF00001131	TFCN1702E3344_000277-T1	DBVPG3775_001168-T1
GF00001132	TFCN1702E3344_000140-T1	DBVPG3775_001166-T1
GF00001133	TFCN1702E3344_000274-T1	DBVPG3775_001165-T1
GF00001134	TFCN1702E3344_000273-T1	DBVPG3775_001164-T1
GF00001135	TFCN1702E3344_000272-T1	DBVPG3775_001163-T1
GF00001136	TFCN1702E3344_000271-T1	DBVPG3775_001162-T1
GF00001137	TFCN1702E3344_000269-T1	DBVPG3775_001160-T1
GF00001138	TFCN1702E3344_000146-T1	DBVPG3775_001159-T1
GF00001139	TFCN1702E3344_000267-T1	DBVPG3775_001158-T1
GF00001140	TFCN1702E3344_000266-T1	DBVPG3775_001157-T1
GF00001141	TFCN1702E3344_000265-T1	DBVPG3775_001156-T1
GF00001142	TFCN1702E3344_000264-T1	DBVPG3775_001155-T1
GF00001143	TFCN1702E3344_000263-T1	DBVPG3775_001154-T1
GF00001144	TFCN1702E3344_000261-T1	DBVPG3775_001152-T1
GF00001145	TFCN1702E3344_000260-T1	DBVPG3775_001151-T1
GF00001146	TFCN1702E3344_000156-T1	DBVPG3775_001149-T1
GF00001147	TFCN1702E3344_000158-T1	DBVPG3775_001147-T1
GF00001148	TFCN1702E3344_000159-T1	DBVPG3775_001146-T1
GF00001149	TFCN1702E3344_000255-T1	DBVPG3775_001145-T1
GF00001150	TFCN1702E3344_000161-T1	DBVPG3775_001144-T1
GF00001151	TFCN1702E3344_000163-T1	DBVPG3775_001142-T1
GF00001152	TFCN1702E3344_000165-T1	DBVPG3775_001139-T1
GF00001153	TFCN1702E3344_000166-T1	DBVPG3775_001138-T1
GF00001154	TFCN1702E3344_000167-T1	DBVPG3775_001137-T1
GF00001155	TFCN1702E3344_000243-T1	DBVPG3775_001135-T1
GF00001156	TFCN1702E3344_000170-T1	DBVPG3775_001134-T1
GF00001157	TFCN1702E3344_000171-T1	DBVPG3775_001133-T1
GF00001158	TFCN1702E3344_000240-T1	DBVPG3775_001132-T1
GF00001159	TFCN1702E3344_000239-T1	DBVPG3775_001131-T1
GF00001160	TFCN1702E3344_000237-T1	DBVPG3775_001129-T1
GF00001161	TFCN1702E3344_004336-T1	DBVPG3775_001484-T1
GF00001162	TFCN1702E3344_000178-T1	DBVPG3775_001125-T1
GF00001163	TFCN1702E3344_000179-T1	DBVPG3775_001124-T1
GF00001164	TFCN1702E3344_000229-T1	DBVPG3775_001121-T1
GF00001165	TFCN1702E3344_000228-T1	DBVPG3775_001120-T1
GF00001166	TFCN1702E3344_000185-T1	DBVPG3775_001118-T1
GF00001167	TFCN1702E3344_012889-T1	DBVPG3775_001115-T1
GF00001168	TFCN1702E3344_000189-T1	DBVPG3775_001114-T1
GF00001169	TFCN1702E3344_012893-T1	DBVPG3775_001111-T1
GF00001170	TFCN1702E3344_012894-T1	DBVPG3775_001110-T1
GF00001171	TFCN1702E3344_012895-T1	DBVPG3775_001109-T1
GF00001172	TFCN1702E3344_012896-T1	DBVPG3775_001108-T1
GF00001173	TFCN1702E3344_000197-T1	DBVPG3775_001105-T1
GF00001174	TFCN1702E3344_003922-T1	DBVPG3775_005039-T1
GF00001175	TFCN1702E3344_000199-T1	DBVPG3775_001103-T1
GF00001176	TFCN1702E3344_000200-T1	DBVPG3775_001102-T1
GF00001177	TFCN1702E3344_012904-T1	DBVPG3775_001100-T1
GF00001178	TFCN1702E3344_007748-T1	DBVPG3775_001099-T1
GF00001179	TFCN1702E3344_007749-T1	DBVPG3775_001098-T1
GF00001180	TFCN1702E3344_000206-T1	DBVPG3775_001095-T1
GF00001181	TFCN1702E3344_000208-T1	DBVPG3775_001093-T1
GF00001182	TFCN1702E3344_000210-T1	DBVPG3775_001091-T1
GF00001183	TFCN1702E3344_000216-T1	DBVPG3775_001086-T1
GF00001184	TFCN1702E3344_004048-T1	DBVPG3775_000384-T1
GF00001185	TFCN1702E3344_000218-T1	DBVPG3775_001083-T1
GF00001186	TFCN1702E3344_007765-T1	DBVPG3775_001082-T1
GF00001187	TFCN1702E3344_000220-T1	DBVPG3775_001081-T1
GF00001188	TFCN1702E3344_000221-T1	DBVPG3775_001080-T1
GF00001189	TFCN1702E3344_000222-T1	DBVPG3775_001079-T1
GF00001190	TFCN1702E3344_007769-T1	DBVPG3775_001078-T1
GF00001191	TFCN1702E3344_014108-T1	DBVPG3775_003930-T1
GF00001192	TFCN1702E3344_013393-T1	DBVPG3775_002542-T1
GF00001193	TFCN1702E3344_000429-T1	DBVPG3775_001322-T1
GF00001194	TFCN1702E3344_009376-T1	DBVPG3775_006684-T1
GF00001195	TFCN1702E3344_000430-T1	DBVPG3775_001323-T1
GF00001196	TFCN1702E3344_000431-T1	DBVPG3775_001324-T1
GF00001197	TFCN1702E3344_000432-T1	DBVPG3775_001325-T1
GF00001198	TFCN1702E3344_000433-T1	DBVPG3775_001326-T1
GF00001199	TFCN1702E3344_000434-T1	DBVPG3775_001327-T1
GF00001200	TFCN1702E3344_000436-T1	DBVPG3775_001330-T1
GF00001201	TFCN1702E3344_000437-T1	DBVPG3775_001331-T1
GF00001202	TFCN1702E3344_000438-T1	DBVPG3775_001332-T1
GF00001203	TFCN1702E3344_000439-T1	DBVPG3775_001333-T1
GF00001204	TFCN1702E3344_013988-T1	DBVPG3775_001335-T1
GF00001205	TFCN1702E3344_000442-T1	DBVPG3775_004007-T1
GF00001206	TFCN1702E3344_000850-T1	DBVPG3775_004006-T1
GF00001207	TFCN1702E3344_000445-T1	DBVPG3775_004004-T1
GF00001208	TFCN1702E3344_000446-T1	DBVPG3775_004003-T1
GF00001209	TFCN1702E3344_000448-T1	DBVPG3775_004001-T1
GF00001210	TFCN1702E3344_000449-T1	DBVPG3775_004000-T1
GF00001211	TFCN1702E3344_000842-T1	DBVPG3775_003999-T1
GF00001212	TFCN1702E3344_000451-T1	DBVPG3775_003998-T1
GF00001213	TFCN1702E3344_000839-T1	DBVPG3775_003996-T1
GF00001214	TFCN1702E3344_000836-T1	DBVPG3775_003991-T1
GF00001215	TFCN1702E3344_000456-T1	DBVPG3775_003990-T1
GF00001216	TFCN1702E3344_000457-T1	DBVPG3775_003989-T1
GF00001217	TFCN1702E3344_000458-T1	DBVPG3775_003988-T1
GF00001218	TFCN1702E3344_000459-T1	DBVPG3775_003987-T1
GF00001219	TFCN1702E3344_000831-T1	DBVPG3775_003986-T1
GF00001220	TFCN1702E3344_000461-T1	DBVPG3775_003985-T1
GF00001221	TFCN1702E3344_000829-T1	DBVPG3775_003984-T1
GF00001222	TFCN1702E3344_000828-T1	DBVPG3775_003983-T1
GF00001223	TFCN1702E3344_000466-T1	DBVPG3775_003979-T1
GF00001224	TFCN1702E3344_000467-T1	DBVPG3775_003978-T1
GF00001225	TFCN1702E3344_014276-T1	DBVPG3775_003977-T1
GF00001226	TFCN1702E3344_014277-T1	DBVPG3775_003976-T1
GF00001227	TFCN1702E3344_000470-T1	DBVPG3775_003975-T1
GF00001228	TFCN1702E3344_014279-T1	DBVPG3775_003974-T1
GF00001229	TFCN1702E3344_014280-T1	DBVPG3775_003973-T1
GF00001230	TFCN1702E3344_000474-T1	DBVPG3775_005144-T1
GF00001231	TFCN1702E3344_000479-T1	DBVPG3775_005142-T1
GF00001232	TFCN1702E3344_000480-T1	DBVPG3775_005141-T1
GF00001233	TFCN1702E3344_013070-T1	DBVPG3775_005140-T1
GF00001234	TFCN1702E3344_000482-T1	DBVPG3775_005139-T1
GF00001235	TFCN1702E3344_000484-T1	DBVPG3775_005137-T1
GF00001236	TFCN1702E3344_000485-T1	DBVPG3775_005136-T1
GF00001237	TFCN1702E3344_013063-T1	DBVPG3775_005134-T1
GF00001238	TFCN1702E3344_000490-T1	DBVPG3775_005132-T1
GF00001239	TFCN1702E3344_013060-T1	DBVPG3775_005131-T1
GF00001240	TFCN1702E3344_013059-T1	DBVPG3775_005130-T1
GF00001241	TFCN1702E3344_009893-T1	DBVPG3775_005128-T1
GF00001242	TFCN1702E3344_000495-T1	DBVPG3775_005127-T1
GF00001243	TFCN1702E3344_009895-T1	DBVPG3775_005126-T1
GF00001244	TFCN1702E3344_009896-T1	DBVPG3775_005125-T1
GF00001245	TFCN1702E3344_000498-T1	DBVPG3775_005124-T1
GF00001246	TFCN1702E3344_000501-T1	DBVPG3775_005121-T1
GF00001247	TFCN1702E3344_009902-T1	DBVPG3775_005119-T1
GF00001248	TFCN1702E3344_009903-T1	DBVPG3775_005118-T1
GF00001249	TFCN1702E3344_009904-T1	DBVPG3775_005117-T1
GF00001250	TFCN1702E3344_000508-T1	DBVPG3775_005114-T1
GF00001251	TFCN1702E3344_009908-T1	DBVPG3775_005113-T1
GF00001252	TFCN1702E3344_009910-T1	DBVPG3775_005111-T1
GF00001253	TFCN1702E3344_009911-T1	DBVPG3775_005110-T1
GF00001254	TFCN1702E3344_009913-T1	DBVPG3775_005108-T1
GF00001255	TFCN1702E3344_009914-T1	DBVPG3775_005107-T1
GF00001256	TFCN1702E3344_000516-T1	DBVPG3775_005106-T1
GF00001257	TFCN1702E3344_000517-T1	DBVPG3775_005105-T1
GF00001258	TFCN1702E3344_009917-T1	DBVPG3775_005104-T1
GF00001259	TFCN1702E3344_009918-T1	DBVPG3775_005103-T1
GF00001260	TFCN1702E3344_009919-T1	DBVPG3775_005102-T1
GF00001261	TFCN1702E3344_009921-T1	DBVPG3775_005100-T1
GF00001262	TFCN1702E3344_009922-T1	DBVPG3775_005099-T1
GF00001263	TFCN1702E3344_009923-T1	DBVPG3775_005098-T1
