	Rhodotorula_mucilaginosa_TFCN_25-0-2E333-1.cds.fa
GF00000636	TFCN2502E3331_014483-T1, TFCN2502E3331_014465-T1, TFCN2502E3331_014484-T1
GF00000637	TFCN2502E3331_008312-T1, TFCN2502E3331_008313-T1, TFCN2502E3331_011918-T1
GF00000638	TFCN2502E3331_011940-T1, TFCN2502E3331_008289-T1, TFCN2502E3331_008288-T1
GF00000639	TFCN2502E3331_013944-T1, TFCN2502E3331_014390-T1, TFCN2502E3331_014028-T1
GF00000640	TFCN2502E3331_000635-T1, TFCN2502E3331_006370-T1, TFCN2502E3331_000634-T1
GF00000641	TFCN2502E3331_014540-T1, TFCN2502E3331_004954-T1, TFCN2502E3331_013293-T1
GF00000642	TFCN2502E3331_000619-T1, TFCN2502E3331_006384-T1, TFCN2502E3331_000618-T1
GF00000643	TFCN2502E3331_006853-T1, TFCN2502E3331_004780-T1, TFCN2502E3331_012590-T1
GF00000644	TFCN2502E3331_008622-T1, TFCN2502E3331_003876-T1, TFCN2502E3331_003877-T1
GF00000645	TFCN2502E3331_008260-T1, TFCN2502E3331_009154-T1, TFCN2502E3331_008261-T1
GF00000646	TFCN2502E3331_010128-T1, TFCN2502E3331_012254-T1, TFCN2502E3331_003168-T1
GF00000647	TFCN2502E3331_013570-T1, TFCN2502E3331_014430-T1, TFCN2502E3331_013807-T1
GF00000648	TFCN2502E3331_006334-T1, TFCN2502E3331_004603-T1, TFCN2502E3331_006335-T1
GF00000649	TFCN2502E3331_008746-T1, TFCN2502E3331_004431-T1, TFCN2502E3331_004430-T1
GF00000650	TFCN2502E3331_007511-T1, TFCN2502E3331_006145-T1, TFCN2502E3331_012805-T1
GF00000651	TFCN2502E3331_013190-T1, TFCN2502E3331_007630-T1, TFCN2502E3331_005765-T1
GF00000652	TFCN2502E3331_009485-T1, TFCN2502E3331_004968-T1, TFCN2502E3331_003541-T1
GF00000653	TFCN2502E3331_011686-T1, TFCN2502E3331_013500-T1, TFCN2502E3331_013693-T1
GF00000654	TFCN2502E3331_010770-T1, TFCN2502E3331_011739-T1, TFCN2502E3331_011738-T1
GF00000655	TFCN2502E3331_010018-T1, TFCN2502E3331_014489-T1, TFCN2502E3331_012321-T1
GF00000656	TFCN2502E3331_007395-T1, TFCN2502E3331_010002-T1, TFCN2502E3331_007396-T1
GF00000657	TFCN2502E3331_007455-T1, TFCN2502E3331_006094-T1, TFCN2502E3331_006093-T1
GF00000658	TFCN2502E3331_012312-T1, TFCN2502E3331_010750-T1, TFCN2502E3331_012311-T1
GF00000659	TFCN2502E3331_005816-T1, TFCN2502E3331_012758-T1, TFCN2502E3331_012757-T1
GF00000660	TFCN2502E3331_013360-T1, TFCN2502E3331_011634-T1, TFCN2502E3331_013359-T1
GF00000661	TFCN2502E3331_014144-T1, TFCN2502E3331_013611-T1, TFCN2502E3331_014462-T1
GF00000662	TFCN2502E3331_012658-T1, TFCN2502E3331_012657-T1, TFCN2502E3331_008921-T1
GF00000663	TFCN2502E3331_007407-T1, TFCN2502E3331_009990-T1, TFCN2502E3331_007408-T1
GF00000664	TFCN2502E3331_003318-T1, TFCN2502E3331_009479-T1, TFCN2502E3331_009478-T1
GF00000665	TFCN2502E3331_009849-T1, TFCN2502E3331_000574-T1, TFCN2502E3331_009848-T1
GF00000666	TFCN2502E3331_003647-T1, TFCN2502E3331_003982-T1, TFCN2502E3331_003606-T1
GF00000667	TFCN2502E3331_003638-T1, TFCN2502E3331_003990-T1, TFCN2502E3331_003639-T1
GF00000668	TFCN2502E3331_002457-T1, TFCN2502E3331_004128-T1, TFCN2502E3331_004127-T1
GF00000669	TFCN2502E3331_005916-T1, TFCN2502E3331_009579-T1, TFCN2502E3331_005918-T1
GF00000670	TFCN2502E3331_005544-T1, TFCN2502E3331_007133-T1, TFCN2502E3331_007134-T1
GF00000671	TFCN2502E3331_012480-T1, TFCN2502E3331_008617-T1, TFCN2502E3331_003870-T1
GF00000672	TFCN2502E3331_006997-T1, TFCN2502E3331_004240-T1, TFCN2502E3331_006978-T1
GF00000673	TFCN2502E3331_000533-T1, TFCN2502E3331_000532-T1, TFCN2502E3331_009811-T1
GF00000674	TFCN2502E3331_012699-T1, TFCN2502E3331_005042-T1, TFCN2502E3331_003463-T1
GF00000675	TFCN2502E3331_013462-T1, TFCN2502E3331_014027-T1, TFCN2502E3331_013448-T1
GF00000676	TFCN2502E3331_002622-T1, TFCN2502E3331_000096-T1, TFCN2502E3331_002624-T1
GF00000677	TFCN2502E3331_006389-T1, TFCN2502E3331_010952-T1, TFCN2502E3331_009793-T1
GF00000678	TFCN2502E3331_006439-T1, TFCN2502E3331_006825-T1, TFCN2502E3331_006648-T1
GF00000679	TFCN2502E3331_006432-T1, TFCN2502E3331_006431-T1, TFCN2502E3331_011711-T1
GF00000680	TFCN2502E3331_006480-T1, TFCN2502E3331_006481-T1, TFCN2502E3331_014451-T1
GF00000681	TFCN2502E3331_014675-T1, TFCN2502E3331_014677-T1, TFCN2502E3331_014685-T1
GF00000682	TFCN2502E3331_003020-T1, TFCN2502E3331_014665-T1, TFCN2502E3331_013754-T1
GF00000683	TFCN2502E3331_013105-T1, TFCN2502E3331_005128-T1, TFCN2502E3331_005127-T1
GF00000684	TFCN2502E3331_002065-T1, TFCN2502E3331_001819-T1, TFCN2502E3331_001818-T1
GF00000685	TFCN2502E3331_006922-T1, TFCN2502E3331_003749-T1, TFCN2502E3331_013538-T1
GF00000686	TFCN2502E3331_011382-T1, TFCN2502E3331_013630-T1, TFCN2502E3331_013629-T1
GF00000687	TFCN2502E3331_008536-T1, TFCN2502E3331_012366-T1, TFCN2502E3331_012367-T1
GF00000688	TFCN2502E3331_003544-T1, TFCN2502E3331_014694-T1, TFCN2502E3331_014682-T1
GF00000689	TFCN2502E3331_006156-T1, TFCN2502E3331_012816-T1, TFCN2502E3331_012815-T1
GF00000690	TFCN2502E3331_001216-T1, TFCN2502E3331_010034-T1, TFCN2502E3331_001217-T1
GF00000691	TFCN2502E3331_007502-T1, TFCN2502E3331_006118-T1, TFCN2502E3331_007503-T1
GF00000692	TFCN2502E3331_009134-T1, TFCN2502E3331_009026-T1, TFCN2502E3331_009024-T1
GF00000693	TFCN2502E3331_009555-T1, TFCN2502E3331_005890-T1, TFCN2502E3331_005891-T1
GF00000694	TFCN2502E3331_000525-T1, TFCN2502E3331_009805-T1, TFCN2502E3331_000524-T1
GF00000695	TFCN2502E3331_014422-T1, TFCN2502E3331_014673-T1, TFCN2502E3331_014381-T1
GF00000696	TFCN2502E3331_013860-T1, TFCN2502E3331_013245-T1, TFCN2502E3331_013246-T1
GF00000697	TFCN2502E3331_012932-T1, TFCN2502E3331_005862-T1, TFCN2502E3331_003747-T1
GF00000698	TFCN2502E3331_009384-T1, TFCN2502E3331_005071-T1, TFCN2502E3331_013085-T1
GF00000699	TFCN2502E3331_001219-T1, TFCN2502E3331_010033-T1, TFCN2502E3331_001218-T1
GF00000700	TFCN2502E3331_005586-T1, TFCN2502E3331_013230-T1, TFCN2502E3331_007174-T1
GF00000701	TFCN2502E3331_006103-T1, TFCN2502E3331_007467-T1, TFCN2502E3331_007469-T1
GF00000702	TFCN2502E3331_005557-T1, TFCN2502E3331_007147-T1, TFCN2502E3331_005558-T1
GF00000703	TFCN2502E3331_006698-T1, TFCN2502E3331_011245-T1, TFCN2502E3331_011242-T1
GF00000704	TFCN2502E3331_002431-T1, TFCN2502E3331_004108-T1, TFCN2502E3331_004107-T1
GF00000705	TFCN2502E3331_001320-T1, TFCN2502E3331_013427-T1, TFCN2502E3331_001319-T1
GF00000706	TFCN2502E3331_005339-T1, TFCN2502E3331_004586-T1, TFCN2502E3331_006351-T1
GF00000707	TFCN2502E3331_003459-T1, TFCN2502E3331_010925-T1, TFCN2502E3331_003460-T1
GF00000708	TFCN2502E3331_011885-T1, TFCN2502E3331_008730-T1, TFCN2502E3331_008729-T1
GF00000709	TFCN2502E3331_009035-T1, TFCN2502E3331_009139-T1, TFCN2502E3331_009138-T1
GF00000710	TFCN2502E3331_009042-T1, TFCN2502E3331_012746-T1, TFCN2502E3331_012745-T1
GF00000711	TFCN2502E3331_002934-T1, TFCN2502E3331_008939-T1, TFCN2502E3331_002933-T1
GF00000712	TFCN2502E3331_007487-T1, TFCN2502E3331_006134-T1, TFCN2502E3331_007486-T1
GF00000713	TFCN2502E3331_013858-T1, TFCN2502E3331_013248-T1, TFCN2502E3331_014591-T1
GF00000714	TFCN2502E3331_005870-T1, TFCN2502E3331_005869-T1, TFCN2502E3331_005867-T1
GF00000715	TFCN2502E3331_006974-T1, TFCN2502E3331_004217-T1, TFCN2502E3331_004218-T1
GF00000716	TFCN2502E3331_004889-T1, TFCN2502E3331_002166-T1, TFCN2502E3331_002165-T1
GF00000717	TFCN2502E3331_014676-T1, TFCN2502E3331_014686-T1, TFCN2502E3331_014678-T1
GF00000718	TFCN2502E3331_010160-T1, TFCN2502E3331_012454-T1, TFCN2502E3331_012453-T1
GF00000719	TFCN2502E3331_012419-T1, TFCN2502E3331_009618-T1, TFCN2502E3331_007300-T1
GF00000720	TFCN2502E3331_012926-T1, TFCN2502E3331_006623-T1, TFCN2502E3331_012923-T1
GF00000721	TFCN2502E3331_002604-T1, TFCN2502E3331_000114-T1, TFCN2502E3331_000113-T1
GF00000722	TFCN2502E3331_014496-T1, TFCN2502E3331_012326-T1, TFCN2502E3331_005655-T1
GF00000723	TFCN2502E3331_001860-T1, TFCN2502E3331_002106-T1, TFCN2502E3331_002105-T1
GF00000724	TFCN2502E3331_007057-T1, TFCN2502E3331_011124-T1, TFCN2502E3331_007058-T1
GF00000725	TFCN2502E3331_013321-T1, TFCN2502E3331_008415-T1, TFCN2502E3331_011566-T1
GF00000726	TFCN2502E3331_013978-T1, TFCN2502E3331_005187-T1, TFCN2502E3331_005188-T1
GF00000727	TFCN2502E3331_014497-T1, TFCN2502E3331_009932-T1, TFCN2502E3331_014502-T1
GF00000728	TFCN2502E3331_011592-T1, TFCN2502E3331_007628-T1, TFCN2502E3331_007631-T1
GF00000729	TFCN2502E3331_013316-T1, TFCN2502E3331_008420-T1, TFCN2502E3331_000351-T1
GF00000730	TFCN2502E3331_003119-T1, TFCN2502E3331_006239-T1, TFCN2502E3331_003118-T1
GF00000731	TFCN2502E3331_004723-T1, TFCN2502E3331_009339-T1, TFCN2502E3331_009340-T1
GF00000732	TFCN2502E3331_013157-T1, TFCN2502E3331_009155-T1, TFCN2502E3331_008259-T1
GF00000733	TFCN2502E3331_011163-T1, TFCN2502E3331_011858-T1, TFCN2502E3331_011164-T1
GF00000734	TFCN2502E3331_008003-T1, TFCN2502E3331_012847-T1, TFCN2502E3331_012848-T1
GF00000735	TFCN2502E3331_013465-T1, TFCN2502E3331_013517-T1, TFCN2502E3331_014596-T1
GF00000736	TFCN2502E3331_014713-T1, TFCN2502E3331_014541-T1, TFCN2502E3331_012420-T1
GF00000737	TFCN2502E3331_002566-T1, TFCN2502E3331_000151-T1, TFCN2502E3331_002565-T1
GF00000738	TFCN2502E3331_012829-T1, TFCN2502E3331_006168-T1, TFCN2502E3331_014488-T1
GF00000739	TFCN2502E3331_013940-T1, TFCN2502E3331_002343-T1, TFCN2502E3331_002344-T1
GF00000740	TFCN2502E3331_001957-T1, TFCN2502E3331_002280-T1, TFCN2502E3331_001955-T1
GF00000741	TFCN2502E3331_011997-T1, TFCN2502E3331_013031-T1, TFCN2502E3331_013884-T1
GF00000742	TFCN2502E3331_001717-T1, TFCN2502E3331_001727-T1, TFCN2502E3331_005727-T1
GF00000743	TFCN2502E3331_009532-T1, TFCN2502E3331_005863-T1, TFCN2502E3331_007892-T1
GF00000744	TFCN2502E3331_011874-T1, TFCN2502E3331_012285-T1, TFCN2502E3331_009371-T1
GF00000745	TFCN2502E3331_006730-T1, TFCN2502E3331_008576-T1, TFCN2502E3331_008577-T1
GF00000746	TFCN2502E3331_005768-T1, TFCN2502E3331_013187-T1, TFCN2502E3331_007355-T1
GF00000747	TFCN2502E3331_014421-T1, TFCN2502E3331_014674-T1, TFCN2502E3331_014730-T1
GF00000748	TFCN2502E3331_000301-T1, TFCN2502E3331_008797-T1, TFCN2502E3331_008464-T1
GF00000749	TFCN2502E3331_010344-T1, TFCN2502E3331_014327-T1, TFCN2502E3331_000001-T1
GF00000750	TFCN2502E3331_001617-T1, TFCN2502E3331_001397-T1, TFCN2502E3331_001396-T1
GF00000751	TFCN2502E3331_011962-T1, TFCN2502E3331_010839-T1, TFCN2502E3331_014602-T1
GF00000752	TFCN2502E3331_013618-T1, TFCN2502E3331_014729-T1, TFCN2502E3331_014454-T1
GF00000753	TFCN2502E3331_005812-T1, TFCN2502E3331_012087-T1, TFCN2502E3331_014575-T1
GF00000754	TFCN2502E3331_005495-T1, TFCN2502E3331_006516-T1, TFCN2502E3331_006515-T1
GF00000755	TFCN2502E3331_011357-T1, TFCN2502E3331_000481-T1, TFCN2502E3331_000482-T1
GF00000756	TFCN2502E3331_005582-T1, TFCN2502E3331_009083-T1, TFCN2502E3331_007170-T1
GF00000757	TFCN2502E3331_014453-T1, TFCN2502E3331_006478-T1, TFCN2502E3331_010435-T1
GF00000758	TFCN2502E3331_012080-T1, TFCN2502E3331_005771-T1, TFCN2502E3331_013184-T1
GF00000759	TFCN2502E3331_012391-T1, TFCN2502E3331_011721-T1, TFCN2502E3331_012392-T1
GF00000760	TFCN2502E3331_013582-T1, TFCN2502E3331_004439-T1, TFCN2502E3331_004438-T1
GF00000761	TFCN2502E3331_010086-T1, TFCN2502E3331_012547-T1, TFCN2502E3331_012546-T1
GF00000762	TFCN2502E3331_001394-T1, TFCN2502E3331_001619-T1
GF00000763	TFCN2502E3331_005068-T1, TFCN2502E3331_013091-T1
GF00000764	TFCN2502E3331_000142-T1, TFCN2502E3331_002574-T1
GF00000765	TFCN2502E3331_002276-T1, TFCN2502E3331_001952-T1
GF00000766	TFCN2502E3331_012306-T1, TFCN2502E3331_010745-T1
GF00000767	TFCN2502E3331_002625-T1, TFCN2502E3331_000095-T1
GF00000768	TFCN2502E3331_000233-T1, TFCN2502E3331_012497-T1
GF00000769	TFCN2502E3331_001085-T1, TFCN2502E3331_000834-T1
GF00000770	TFCN2502E3331_007283-T1, TFCN2502E3331_009604-T1
GF00000771	TFCN2502E3331_004279-T1, TFCN2502E3331_007036-T1
GF00000772	TFCN2502E3331_000261-T1, TFCN2502E3331_002524-T1
GF00000773	TFCN2502E3331_013928-T1, TFCN2502E3331_002354-T1
GF00000774	TFCN2502E3331_003227-T1, TFCN2502E3331_011034-T1
GF00000775	TFCN2502E3331_011546-T1, TFCN2502E3331_010671-T1
GF00000776	TFCN2502E3331_004422-T1, TFCN2502E3331_008754-T1
GF00000777	TFCN2502E3331_003495-T1, TFCN2502E3331_005012-T1
GF00000778	TFCN2502E3331_013576-T1, TFCN2502E3331_013813-T1
GF00000779	TFCN2502E3331_003356-T1, TFCN2502E3331_005390-T1
GF00000780	TFCN2502E3331_002336-T1, TFCN2502E3331_002014-T1
GF00000781	TFCN2502E3331_001508-T1, TFCN2502E3331_014350-T1
GF00000782	TFCN2502E3331_005810-T1, TFCN2502E3331_012085-T1
GF00000783	TFCN2502E3331_005670-T1, TFCN2502E3331_010233-T1
GF00000784	TFCN2502E3331_005713-T1, TFCN2502E3331_001703-T1
GF00000785	TFCN2502E3331_006960-T1, TFCN2502E3331_004204-T1
GF00000786	TFCN2502E3331_011171-T1, TFCN2502E3331_011863-T1
GF00000787	TFCN2502E3331_010903-T1, TFCN2502E3331_003438-T1
GF00000788	TFCN2502E3331_002031-T1, TFCN2502E3331_001783-T1
GF00000789	TFCN2502E3331_009350-T1, TFCN2502E3331_004712-T1
GF00000790	TFCN2502E3331_000797-T1, TFCN2502E3331_001047-T1
GF00000791	TFCN2502E3331_001480-T1, TFCN2502E3331_001529-T1
GF00000792	TFCN2502E3331_005483-T1, TFCN2502E3331_006534-T1
GF00000793	TFCN2502E3331_011653-T1, TFCN2502E3331_010514-T1
GF00000794	TFCN2502E3331_000682-T1, TFCN2502E3331_000921-T1
GF00000795	TFCN2502E3331_014362-T1, TFCN2502E3331_005355-T1
GF00000796	TFCN2502E3331_008027-T1, TFCN2502E3331_012443-T1
GF00000797	TFCN2502E3331_003153-T1, TFCN2502E3331_006204-T1
GF00000798	TFCN2502E3331_006705-T1, TFCN2502E3331_008607-T1
GF00000799	TFCN2502E3331_005551-T1, TFCN2502E3331_007141-T1
GF00000800	TFCN2502E3331_010242-T1, TFCN2502E3331_005677-T1
GF00000801	TFCN2502E3331_013172-T1, TFCN2502E3331_000382-T1
GF00000802	TFCN2502E3331_009245-T1, TFCN2502E3331_013048-T1
GF00000803	TFCN2502E3331_001171-T1, TFCN2502E3331_004555-T1
GF00000804	TFCN2502E3331_000573-T1, TFCN2502E3331_009847-T1
GF00000805	TFCN2502E3331_002094-T1, TFCN2502E3331_001848-T1
GF00000806	TFCN2502E3331_012770-T1, TFCN2502E3331_005828-T1
GF00000807	TFCN2502E3331_005209-T1, TFCN2502E3331_002756-T1
GF00000808	TFCN2502E3331_009016-T1, TFCN2502E3331_009125-T1
GF00000809	TFCN2502E3331_012919-T1, TFCN2502E3331_006617-T1
GF00000810	TFCN2502E3331_006580-T1, TFCN2502E3331_005439-T1
GF00000811	TFCN2502E3331_009590-T1, TFCN2502E3331_007263-T1
GF00000812	TFCN2502E3331_003197-T1, TFCN2502E3331_011827-T1
GF00000813	TFCN2502E3331_002567-T1, TFCN2502E3331_000150-T1
GF00000814	TFCN2502E3331_001610-T1, TFCN2502E3331_001403-T1
GF00000815	TFCN2502E3331_002774-T1, TFCN2502E3331_005230-T1
GF00000816	TFCN2502E3331_001752-T1, TFCN2502E3331_013780-T1
GF00000817	TFCN2502E3331_007702-T1, TFCN2502E3331_007614-T1
GF00000818	TFCN2502E3331_001561-T1, TFCN2502E3331_001450-T1
GF00000819	TFCN2502E3331_007787-T1, TFCN2502E3331_010861-T1
GF00000820	TFCN2502E3331_013300-T1, TFCN2502E3331_013119-T1
GF00000821	TFCN2502E3331_004671-T1, TFCN2502E3331_010659-T1
GF00000822	TFCN2502E3331_014260-T1, TFCN2502E3331_010165-T1
GF00000823	TFCN2502E3331_001689-T1, TFCN2502E3331_005702-T1
GF00000824	TFCN2502E3331_011379-T1, TFCN2502E3331_013633-T1
GF00000825	TFCN2502E3331_012986-T1, TFCN2502E3331_002520-T1
GF00000826	TFCN2502E3331_000355-T1, TFCN2502E3331_014096-T1
GF00000827	TFCN2502E3331_011132-T1, TFCN2502E3331_007064-T1
GF00000828	TFCN2502E3331_012238-T1, TFCN2502E3331_010114-T1
GF00000829	TFCN2502E3331_003616-T1, TFCN2502E3331_004010-T1
GF00000830	TFCN2502E3331_013072-T1, TFCN2502E3331_006606-T1
GF00000831	TFCN2502E3331_007737-T1, TFCN2502E3331_007665-T1
GF00000832	TFCN2502E3331_003772-T1, TFCN2502E3331_011230-T1
GF00000833	TFCN2502E3331_001344-T1, TFCN2502E3331_001666-T1
GF00000834	TFCN2502E3331_012156-T1, TFCN2502E3331_012579-T1
GF00000835	TFCN2502E3331_009530-T1, TFCN2502E3331_004961-T1
GF00000836	TFCN2502E3331_011254-T1, TFCN2502E3331_006694-T1
GF00000837	TFCN2502E3331_014102-T1, TFCN2502E3331_000362-T1
GF00000838	TFCN2502E3331_000991-T1, TFCN2502E3331_000745-T1
GF00000839	TFCN2502E3331_002052-T1, TFCN2502E3331_001804-T1
GF00000840	TFCN2502E3331_008845-T1, TFCN2502E3331_000195-T1
GF00000841	TFCN2502E3331_001716-T1, TFCN2502E3331_005726-T1
GF00000842	TFCN2502E3331_006527-T1, TFCN2502E3331_005487-T1
GF00000843	TFCN2502E3331_005185-T1, TFCN2502E3331_013976-T1
GF00000844	TFCN2502E3331_013677-T1, TFCN2502E3331_002888-T1
GF00000845	TFCN2502E3331_004188-T1, TFCN2502E3331_006946-T1
GF00000846	TFCN2502E3331_007645-T1, TFCN2502E3331_011578-T1
GF00000847	TFCN2502E3331_003909-T1, TFCN2502E3331_003723-T1
GF00000848	TFCN2502E3331_004902-T1, TFCN2502E3331_002178-T1
GF00000849	TFCN2502E3331_004087-T1, TFCN2502E3331_002411-T1
GF00000850	TFCN2502E3331_004715-T1, TFCN2502E3331_009347-T1
GF00000851	TFCN2502E3331_004865-T1, TFCN2502E3331_002140-T1
GF00000852	TFCN2502E3331_000611-T1, TFCN2502E3331_014333-T1
GF00000853	TFCN2502E3331_007485-T1, TFCN2502E3331_006135-T1
GF00000854	TFCN2502E3331_009929-T1, TFCN2502E3331_009416-T1
GF00000855	TFCN2502E3331_001329-T1, TFCN2502E3331_001681-T1
GF00000856	TFCN2502E3331_007310-T1, TFCN2502E3331_008377-T1
GF00000857	TFCN2502E3331_000917-T1, TFCN2502E3331_000678-T1
GF00000858	TFCN2502E3331_009809-T1, TFCN2502E3331_000529-T1
GF00000859	TFCN2502E3331_007016-T1, TFCN2502E3331_004259-T1
GF00000860	TFCN2502E3331_011349-T1, TFCN2502E3331_000490-T1
GF00000861	TFCN2502E3331_003565-T1, TFCN2502E3331_010587-T1
GF00000862	TFCN2502E3331_007249-T1, TFCN2502E3331_010211-T1
GF00000863	TFCN2502E3331_002145-T1, TFCN2502E3331_004870-T1
GF00000864	TFCN2502E3331_012179-T1, TFCN2502E3331_005103-T1
GF00000865	TFCN2502E3331_013136-T1, TFCN2502E3331_009178-T1
GF00000866	TFCN2502E3331_008340-T1, TFCN2502E3331_007356-T1
GF00000867	TFCN2502E3331_009941-T1, TFCN2502E3331_013377-T1
GF00000868	TFCN2502E3331_005120-T1, TFCN2502E3331_013098-T1
GF00000869	TFCN2502E3331_005048-T1, TFCN2502E3331_012705-T1
GF00000870	TFCN2502E3331_005449-T1, TFCN2502E3331_006570-T1
GF00000871	TFCN2502E3331_012685-T1, TFCN2502E3331_013542-T1
GF00000872	TFCN2502E3331_008050-T1, TFCN2502E3331_009370-T1
GF00000873	TFCN2502E3331_012972-T1, TFCN2502E3331_006052-T1
GF00000874	TFCN2502E3331_001706-T1, TFCN2502E3331_005716-T1
GF00000875	TFCN2502E3331_013899-T1, TFCN2502E3331_009068-T1
GF00000876	TFCN2502E3331_013488-T1, TFCN2502E3331_005143-T1
GF00000877	TFCN2502E3331_011443-T1, TFCN2502E3331_000391-T1
GF00000878	TFCN2502E3331_005887-T1, TFCN2502E3331_009552-T1
GF00000879	TFCN2502E3331_012576-T1, TFCN2502E3331_012159-T1
GF00000880	TFCN2502E3331_009675-T1, TFCN2502E3331_011004-T1
GF00000881	TFCN2502E3331_000582-T1, TFCN2502E3331_012802-T1
GF00000882	TFCN2502E3331_000535-T1, TFCN2502E3331_009813-T1
GF00000883	TFCN2502E3331_004378-T1, TFCN2502E3331_008795-T1
GF00000884	TFCN2502E3331_009874-T1, TFCN2502E3331_012203-T1
GF00000885	TFCN2502E3331_000431-T1, TFCN2502E3331_010303-T1
GF00000886	TFCN2502E3331_000134-T1, TFCN2502E3331_002582-T1
GF00000887	TFCN2502E3331_002234-T1, TFCN2502E3331_001910-T1
GF00000888	TFCN2502E3331_014075-T1, TFCN2502E3331_009523-T1
GF00000889	TFCN2502E3331_010690-T1, TFCN2502E3331_011570-T1
GF00000890	TFCN2502E3331_000925-T1, TFCN2502E3331_000686-T1
GF00000891	TFCN2502E3331_013466-T1, TFCN2502E3331_013518-T1
GF00000892	TFCN2502E3331_012183-T1, TFCN2502E3331_005099-T1
GF00000893	TFCN2502E3331_011898-T1, TFCN2502E3331_008716-T1
GF00000894	TFCN2502E3331_007583-T1, TFCN2502E3331_010473-T1
GF00000895	TFCN2502E3331_005407-T1, TFCN2502E3331_003372-T1
GF00000896	TFCN2502E3331_001290-T1, TFCN2502E3331_011485-T1
GF00000897	TFCN2502E3331_008647-T1, TFCN2502E3331_003844-T1
GF00000898	TFCN2502E3331_008633-T1, TFCN2502E3331_003859-T1
GF00000899	TFCN2502E3331_005567-T1, TFCN2502E3331_007156-T1
GF00000900	TFCN2502E3331_000815-T1, TFCN2502E3331_001064-T1
GF00000901	TFCN2502E3331_009648-T1, TFCN2502E3331_010982-T1
GF00000902	TFCN2502E3331_001809-T1, TFCN2502E3331_002057-T1
GF00000903	TFCN2502E3331_004700-T1, TFCN2502E3331_010628-T1
GF00000904	TFCN2502E3331_006872-T1, TFCN2502E3331_004798-T1
GF00000905	TFCN2502E3331_004363-T1, TFCN2502E3331_013823-T1
GF00000906	TFCN2502E3331_008708-T1, TFCN2502E3331_011905-T1
GF00000907	TFCN2502E3331_001352-T1, TFCN2502E3331_001660-T1
GF00000908	TFCN2502E3331_000586-T1, TFCN2502E3331_012798-T1
GF00000909	TFCN2502E3331_011027-T1, TFCN2502E3331_003219-T1
GF00000910	TFCN2502E3331_014064-T1, TFCN2502E3331_014118-T1
GF00000911	TFCN2502E3331_013114-T1, TFCN2502E3331_013295-T1
GF00000912	TFCN2502E3331_012775-T1, TFCN2502E3331_005832-T1
GF00000913	TFCN2502E3331_002034-T1, TFCN2502E3331_001786-T1
GF00000914	TFCN2502E3331_009524-T1, TFCN2502E3331_014076-T1
GF00000915	TFCN2502E3331_002530-T1, TFCN2502E3331_000267-T1
GF00000916	TFCN2502E3331_012751-T1, TFCN2502E3331_009047-T1
GF00000917	TFCN2502E3331_005020-T1, TFCN2502E3331_003487-T1
GF00000918	TFCN2502E3331_008375-T1, TFCN2502E3331_007312-T1
GF00000919	TFCN2502E3331_014276-T1, TFCN2502E3331_012566-T1
GF00000920	TFCN2502E3331_000979-T1, TFCN2502E3331_000732-T1
GF00000921	TFCN2502E3331_012649-T1, TFCN2502E3331_005181-T1
GF00000922	TFCN2502E3331_004701-T1, TFCN2502E3331_010627-T1
GF00000923	TFCN2502E3331_009707-T1, TFCN2502E3331_008492-T1
GF00000924	TFCN2502E3331_000636-T1, TFCN2502E3331_006369-T1
GF00000925	TFCN2502E3331_001000-T1, TFCN2502E3331_000752-T1
GF00000926	TFCN2502E3331_002018-T1, TFCN2502E3331_014561-T1
GF00000927	TFCN2502E3331_005709-T1, TFCN2502E3331_001699-T1
GF00000928	TFCN2502E3331_009912-T1, TFCN2502E3331_009400-T1
GF00000929	TFCN2502E3331_001933-T1, TFCN2502E3331_002257-T1
GF00000930	TFCN2502E3331_005203-T1, TFCN2502E3331_002750-T1
GF00000931	TFCN2502E3331_013115-T1, TFCN2502E3331_013296-T1
GF00000932	TFCN2502E3331_014345-T1, TFCN2502E3331_011180-T1
GF00000933	TFCN2502E3331_009129-T1, TFCN2502E3331_009020-T1
GF00000934	TFCN2502E3331_014475-T1, TFCN2502E3331_008546-T1
GF00000935	TFCN2502E3331_008525-T1, TFCN2502E3331_012377-T1
GF00000936	TFCN2502E3331_005087-T1, TFCN2502E3331_012194-T1
GF00000937	TFCN2502E3331_009012-T1, TFCN2502E3331_009122-T1
GF00000938	TFCN2502E3331_004082-T1, TFCN2502E3331_002406-T1
GF00000939	TFCN2502E3331_009733-T1, TFCN2502E3331_008467-T1
GF00000940	TFCN2502E3331_006357-T1, TFCN2502E3331_004580-T1
GF00000941	TFCN2502E3331_003050-T1, TFCN2502E3331_011310-T1
GF00000942	TFCN2502E3331_013544-T1, TFCN2502E3331_012678-T1
GF00000943	TFCN2502E3331_000761-T1, TFCN2502E3331_001009-T1
GF00000944	TFCN2502E3331_011693-T1, TFCN2502E3331_006412-T1
GF00000945	TFCN2502E3331_006074-T1, TFCN2502E3331_007446-T1
GF00000946	TFCN2502E3331_003740-T1, TFCN2502E3331_003892-T1
GF00000947	TFCN2502E3331_012164-T1, TFCN2502E3331_012571-T1
GF00000948	TFCN2502E3331_012379-T1, TFCN2502E3331_008523-T1
GF00000949	TFCN2502E3331_000346-T1, TFCN2502E3331_008425-T1
