	Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.cds.fa
GF00000953	TFCN1702E3373_014779-T1, TFCN1702E3373_001888-T1, TFCN1702E3373_013503-T1
GF00000954	TFCN1702E3373_000350-T1, TFCN1702E3373_012443-T1, TFCN1702E3373_000879-T1
GF00000955	TFCN1702E3373_001042-T1, TFCN1702E3373_000509-T1, TFCN1702E3373_007186-T1
GF00000956	TFCN1702E3373_008466-T1, TFCN1702E3373_006794-T1, TFCN1702E3373_005085-T1
GF00000957	TFCN1702E3373_001076-T1, TFCN1702E3373_000541-T1, TFCN1702E3373_007221-T1
GF00000958	TFCN1702E3373_013158-T1, TFCN1702E3373_009668-T1, TFCN1702E3373_004030-T1
GF00000959	TFCN1702E3373_000525-T1, TFCN1702E3373_001060-T1, TFCN1702E3373_007202-T1
GF00000960	TFCN1702E3373_000412-T1, TFCN1702E3373_000941-T1, TFCN1702E3373_011154-T1
GF00000961	TFCN1702E3373_000428-T1, TFCN1702E3373_005569-T1, TFCN1702E3373_000958-T1
GF00000962	TFCN1702E3373_001065-T1, TFCN1702E3373_000529-T1, TFCN1702E3373_007207-T1
GF00000963	TFCN1702E3373_014466-T1, TFCN1702E3373_002713-T1, TFCN1702E3373_009446-T1
GF00000964	TFCN1702E3373_000967-T1, TFCN1702E3373_005581-T1, TFCN1702E3373_000437-T1
GF00000965	TFCN1702E3373_002482-T1, TFCN1702E3373_014404-T1, TFCN1702E3373_009646-T1
GF00000966	TFCN1702E3373_004655-T1, TFCN1702E3373_010667-T1, TFCN1702E3373_006104-T1
GF00000967	TFCN1702E3373_009034-T1, TFCN1702E3373_014712-T1, TFCN1702E3373_014782-T1
GF00000968	TFCN1702E3373_003674-T1, TFCN1702E3373_006668-T1, TFCN1702E3373_003675-T1
GF00000969	TFCN1702E3373_013693-T1, TFCN1702E3373_000988-T1, TFCN1702E3373_000458-T1
GF00000970	TFCN1702E3373_011187-T1, TFCN1702E3373_001339-T1, TFCN1702E3373_009403-T1
GF00000971	TFCN1702E3373_007225-T1, TFCN1702E3373_001080-T1, TFCN1702E3373_000545-T1
GF00000972	TFCN1702E3373_011787-T1, TFCN1702E3373_003359-T1, TFCN1702E3373_011788-T1
GF00000973	TFCN1702E3373_004038-T1, TFCN1702E3373_009660-T1, TFCN1702E3373_013150-T1
GF00000974	TFCN1702E3373_013172-T1, TFCN1702E3373_000386-T1, TFCN1702E3373_000915-T1
GF00000975	TFCN1702E3373_011144-T1, TFCN1702E3373_000419-T1, TFCN1702E3373_000948-T1
GF00000976	TFCN1702E3373_013203-T1, TFCN1702E3373_000354-T1, TFCN1702E3373_000883-T1
GF00000977	TFCN1702E3373_000451-T1, TFCN1702E3373_000981-T1, TFCN1702E3373_013687-T1
GF00000978	TFCN1702E3373_003774-T1, TFCN1702E3373_014264-T1, TFCN1702E3373_003775-T1
GF00000979	TFCN1702E3373_009370-T1, TFCN1702E3373_001584-T1
GF00000980	TFCN1702E3373_001927-T1, TFCN1702E3373_004933-T1
GF00000981	TFCN1702E3373_014227-T1, TFCN1702E3373_014273-T1
GF00000982	TFCN1702E3373_011871-T1, TFCN1702E3373_003555-T1
GF00000983	TFCN1702E3373_001975-T1, TFCN1702E3373_004979-T1
GF00000984	TFCN1702E3373_006053-T1, TFCN1702E3373_008012-T1
GF00000985	TFCN1702E3373_008056-T1, TFCN1702E3373_012128-T1
GF00000986	TFCN1702E3373_014176-T1, TFCN1702E3373_014458-T1
GF00000987	TFCN1702E3373_007984-T1, TFCN1702E3373_013492-T1
GF00000988	TFCN1702E3373_004134-T1, TFCN1702E3373_013645-T1
GF00000989	TFCN1702E3373_013623-T1, TFCN1702E3373_000780-T1
GF00000990	TFCN1702E3373_009762-T1, TFCN1702E3373_009843-T1
GF00000991	TFCN1702E3373_010859-T1, TFCN1702E3373_004526-T1
GF00000992	TFCN1702E3373_009932-T1, TFCN1702E3373_003207-T1
GF00000993	TFCN1702E3373_013526-T1, TFCN1702E3373_009698-T1
GF00000994	TFCN1702E3373_008753-T1, TFCN1702E3373_014191-T1
GF00000995	TFCN1702E3373_014309-T1, TFCN1702E3373_002216-T1
GF00000996	TFCN1702E3373_005043-T1, TFCN1702E3373_008418-T1
GF00000997	TFCN1702E3373_004811-T1, TFCN1702E3373_007869-T1
GF00000998	TFCN1702E3373_004475-T1, TFCN1702E3373_004855-T1
GF00000999	TFCN1702E3373_005512-T1, TFCN1702E3373_011937-T1
GF00001000	TFCN1702E3373_001500-T1, TFCN1702E3373_010762-T1
GF00001001	TFCN1702E3373_003634-T1, TFCN1702E3373_006286-T1
GF00001002	TFCN1702E3373_001778-T1, TFCN1702E3373_009571-T1
GF00001003	TFCN1702E3373_012047-T1, TFCN1702E3373_011486-T1
GF00001004	TFCN1702E3373_004394-T1, TFCN1702E3373_005700-T1
GF00001005	TFCN1702E3373_012845-T1, TFCN1702E3373_013606-T1
GF00001006	TFCN1702E3373_008969-T1, TFCN1702E3373_008700-T1
GF00001007	TFCN1702E3373_001134-T1, TFCN1702E3373_003409-T1
GF00001008	TFCN1702E3373_007341-T1, TFCN1702E3373_002904-T1
GF00001009	TFCN1702E3373_000180-T1, TFCN1702E3373_006984-T1
GF00001010	TFCN1702E3373_008784-T1, TFCN1702E3373_010606-T1
GF00001011	TFCN1702E3373_014186-T1, TFCN1702E3373_000842-T1
GF00001012	TFCN1702E3373_014168-T1, TFCN1702E3373_006517-T1
GF00001013	TFCN1702E3373_007877-T1, TFCN1702E3373_004818-T1
GF00001014	TFCN1702E3373_009942-T1, TFCN1702E3373_003197-T1
GF00001015	TFCN1702E3373_014459-T1, TFCN1702E3373_014175-T1
GF00001016	TFCN1702E3373_010136-T1, TFCN1702E3373_008671-T1
GF00001017	TFCN1702E3373_014359-T1, TFCN1702E3373_012235-T1
GF00001018	TFCN1702E3373_003753-T1, TFCN1702E3373_005946-T1
GF00001019	TFCN1702E3373_000745-T1, TFCN1702E3373_009873-T1
GF00001020	TFCN1702E3373_001368-T1, TFCN1702E3373_009432-T1
GF00001021	TFCN1702E3373_005026-T1, TFCN1702E3373_012584-T1
GF00001022	TFCN1702E3373_007252-T1, TFCN1702E3373_004559-T1
GF00001023	TFCN1702E3373_005130-T1, TFCN1702E3373_010035-T1
GF00001024	TFCN1702E3373_002498-T1, TFCN1702E3373_009632-T1
GF00001025	TFCN1702E3373_008077-T1, TFCN1702E3373_013966-T1
GF00001026	TFCN1702E3373_008562-T1, TFCN1702E3373_006390-T1
GF00001027	TFCN1702E3373_001919-T1, TFCN1702E3373_004925-T1
GF00001028	TFCN1702E3373_002178-T1, TFCN1702E3373_014145-T1
GF00001029	TFCN1702E3373_004426-T1, TFCN1702E3373_012501-T1
GF00001030	TFCN1702E3373_007047-T1, TFCN1702E3373_001474-T1
GF00001031	TFCN1702E3373_001527-T1, TFCN1702E3373_012076-T1
GF00001032	TFCN1702E3373_009378-T1, TFCN1702E3373_001576-T1
GF00001033	TFCN1702E3373_012012-T1, TFCN1702E3373_002736-T1
GF00001034	TFCN1702E3373_011282-T1, TFCN1702E3373_009295-T1
GF00001035	TFCN1702E3373_004723-T1, TFCN1702E3373_009957-T1
GF00001036	TFCN1702E3373_009614-T1, TFCN1702E3373_002520-T1
GF00001037	TFCN1702E3373_004844-T1, TFCN1702E3373_007906-T1
GF00001038	TFCN1702E3373_011651-T1, TFCN1702E3373_013383-T1
GF00001039	TFCN1702E3373_013772-T1, TFCN1702E3373_009796-T1
GF00001040	TFCN1702E3373_010161-T1, TFCN1702E3373_008649-T1
GF00001041	TFCN1702E3373_007828-T1, TFCN1702E3373_002366-T1
GF00001042	TFCN1702E3373_008281-T1, TFCN1702E3373_010426-T1
GF00001043	TFCN1702E3373_014017-T1, TFCN1702E3373_014321-T1
GF00001044	TFCN1702E3373_007011-T1, TFCN1702E3373_001422-T1
GF00001045	TFCN1702E3373_010654-T1, TFCN1702E3373_002308-T1
GF00001046	TFCN1702E3373_013052-T1, TFCN1702E3373_002666-T1
GF00001047	TFCN1702E3373_001633-T1, TFCN1702E3373_007962-T1
GF00001048	TFCN1702E3373_010816-T1, TFCN1702E3373_003015-T1
GF00001049	TFCN1702E3373_000143-T1, TFCN1702E3373_006946-T1
GF00001050	TFCN1702E3373_004316-T1, TFCN1702E3373_004191-T1
GF00001051	TFCN1702E3373_008204-T1, TFCN1702E3373_007099-T1
GF00001052	TFCN1702E3373_011975-T1, TFCN1702E3373_006538-T1
GF00001053	TFCN1702E3373_008655-T1, TFCN1702E3373_010154-T1
GF00001054	TFCN1702E3373_002967-T1, TFCN1702E3373_010978-T1
GF00001055	TFCN1702E3373_005721-T1, TFCN1702E3373_004373-T1
GF00001056	TFCN1702E3373_006012-T1, TFCN1702E3373_001872-T1
GF00001057	TFCN1702E3373_004868-T1, TFCN1702E3373_004462-T1
GF00001058	TFCN1702E3373_006793-T1, TFCN1702E3373_006899-T1
GF00001059	TFCN1702E3373_013741-T1, TFCN1702E3373_009182-T1
GF00001060	TFCN1702E3373_011922-T1, TFCN1702E3373_005502-T1
GF00001061	TFCN1702E3373_010213-T1, TFCN1702E3373_001443-T1
GF00001062	TFCN1702E3373_004401-T1, TFCN1702E3373_005692-T1
GF00001063	TFCN1702E3373_013621-T1, TFCN1702E3373_000782-T1
GF00001064	TFCN1702E3373_006200-T1, TFCN1702E3373_003109-T1
GF00001065	TFCN1702E3373_003308-T1, TFCN1702E3373_005454-T1
GF00001066	TFCN1702E3373_003071-T1, TFCN1702E3373_006238-T1
GF00001067	TFCN1702E3373_007948-T1, TFCN1702E3373_001647-T1
GF00001068	TFCN1702E3373_007337-T1, TFCN1702E3373_002900-T1
GF00001069	TFCN1702E3373_006842-T1, TFCN1702E3373_006862-T1
GF00001070	TFCN1702E3373_011705-T1, TFCN1702E3373_000700-T1
GF00001071	TFCN1702E3373_009105-T1, TFCN1702E3373_006348-T1
GF00001072	TFCN1702E3373_011256-T1, TFCN1702E3373_000660-T1
GF00001073	TFCN1702E3373_012892-T1, TFCN1702E3373_007544-T1
GF00001074	TFCN1702E3373_006205-T1, TFCN1702E3373_003104-T1
GF00001075	TFCN1702E3373_010253-T1, TFCN1702E3373_004085-T1
GF00001076	TFCN1702E3373_008584-T1, TFCN1702E3373_009117-T1
GF00001077	TFCN1702E3373_013331-T1, TFCN1702E3373_011073-T1
GF00001078	TFCN1702E3373_007130-T1, TFCN1702E3373_012027-T1
GF00001079	TFCN1702E3373_007741-T1, TFCN1702E3373_012970-T1
GF00001080	TFCN1702E3373_014578-T1, TFCN1702E3373_012347-T1
GF00001081	TFCN1702E3373_010231-T1, TFCN1702E3373_004062-T1
GF00001082	TFCN1702E3373_004858-T1, TFCN1702E3373_004472-T1
GF00001083	TFCN1702E3373_006752-T1, TFCN1702E3373_007707-T1
GF00001084	TFCN1702E3373_010671-T1, TFCN1702E3373_013310-T1
GF00001085	TFCN1702E3373_011668-T1, TFCN1702E3373_004103-T1
GF00001086	TFCN1702E3373_013055-T1, TFCN1702E3373_002669-T1
GF00001087	TFCN1702E3373_000753-T1, TFCN1702E3373_009882-T1
GF00001088	TFCN1702E3373_000705-T1, TFCN1702E3373_011709-T1
GF00001089	TFCN1702E3373_003832-T1, TFCN1702E3373_007464-T1
GF00001090	TFCN1702E3373_007257-T1, TFCN1702E3373_004564-T1
GF00001091	TFCN1702E3373_009053-T1, TFCN1702E3373_010316-T1
GF00001092	TFCN1702E3373_000602-T1, TFCN1702E3373_010099-T1
GF00001093	TFCN1702E3373_001935-T1, TFCN1702E3373_004941-T1
GF00001094	TFCN1702E3373_000805-T1, TFCN1702E3373_011359-T1
GF00001095	TFCN1702E3373_005347-T1, TFCN1702E3373_011628-T1
GF00001096	TFCN1702E3373_010823-T1, TFCN1702E3373_003007-T1
GF00001097	TFCN1702E3373_007345-T1, TFCN1702E3373_002908-T1
GF00001098	TFCN1702E3373_010881-T1, TFCN1702E3373_004507-T1
GF00001099	TFCN1702E3373_004107-T1, TFCN1702E3373_011672-T1
GF00001100	TFCN1702E3373_002725-T1, TFCN1702E3373_009460-T1
GF00001101	TFCN1702E3373_002376-T1, TFCN1702E3373_007818-T1
GF00001102	TFCN1702E3373_013022-T1, TFCN1702E3373_013841-T1
GF00001103	TFCN1702E3373_001353-T1, TFCN1702E3373_009418-T1
GF00001104	TFCN1702E3373_001152-T1, TFCN1702E3373_003426-T1
GF00001105	TFCN1702E3373_007803-T1, TFCN1702E3373_002390-T1
GF00001106	TFCN1702E3373_004397-T1, TFCN1702E3373_005697-T1
GF00001107	TFCN1702E3373_010698-T1, TFCN1702E3373_012099-T1
GF00001108	TFCN1702E3373_003848-T1, TFCN1702E3373_010709-T1
GF00001109	TFCN1702E3373_014521-T1, TFCN1702E3373_005726-T1
GF00001110	TFCN1702E3373_008144-T1, TFCN1702E3373_005255-T1
GF00001111	TFCN1702E3373_009989-T1, TFCN1702E3373_004690-T1
GF00001112	TFCN1702E3373_009452-T1, TFCN1702E3373_002719-T1
GF00001113	TFCN1702E3373_009886-T1, TFCN1702E3373_000757-T1
GF00001114	TFCN1702E3373_006730-T1, TFCN1702E3373_013910-T1
GF00001115	TFCN1702E3373_006410-T1, TFCN1702E3373_004020-T1
GF00001116	TFCN1702E3373_002731-T1, TFCN1702E3373_012007-T1
GF00001117	TFCN1702E3373_005022-T1, TFCN1702E3373_012579-T1
GF00001118	TFCN1702E3373_004391-T1, TFCN1702E3373_005703-T1
GF00001119	TFCN1702E3373_011964-T1, TFCN1702E3373_012325-T1
GF00001120	TFCN1702E3373_002250-T1, TFCN1702E3373_010556-T1
GF00001121	TFCN1702E3373_002679-T1, TFCN1702E3373_014064-T1
GF00001122	TFCN1702E3373_006840-T1, TFCN1702E3373_006864-T1
GF00001123	TFCN1702E3373_010990-T1, TFCN1702E3373_002955-T1
GF00001124	TFCN1702E3373_009089-T1, TFCN1702E3373_006332-T1
GF00001125	TFCN1702E3373_004689-T1, TFCN1702E3373_009990-T1
GF00001126	TFCN1702E3373_001699-T1, TFCN1702E3373_011472-T1
GF00001127	TFCN1702E3373_010971-T1, TFCN1702E3373_002976-T1
GF00001128	TFCN1702E3373_002212-T1, TFCN1702E3373_014597-T1
GF00001129	TFCN1702E3373_007978-T1, TFCN1702E3373_013498-T1
GF00001130	TFCN1702E3373_005369-T1, TFCN1702E3373_011117-T1
GF00001131	TFCN1702E3373_007915-T1, TFCN1702E3373_004851-T1
GF00001132	TFCN1702E3373_002526-T1, TFCN1702E3373_009608-T1
GF00001133	TFCN1702E3373_000657-T1, TFCN1702E3373_011253-T1
GF00001134	TFCN1702E3373_002732-T1, TFCN1702E3373_012008-T1
GF00001135	TFCN1702E3373_008918-T1, TFCN1702E3373_006460-T1
GF00001136	TFCN1702E3373_003618-T1, TFCN1702E3373_014249-T1
GF00001137	TFCN1702E3373_003519-T1, TFCN1702E3373_010453-T1
GF00001138	TFCN1702E3373_010039-T1, TFCN1702E3373_005134-T1
GF00001139	TFCN1702E3373_011683-T1, TFCN1702E3373_004120-T1
GF00001140	TFCN1702E3373_010031-T1, TFCN1702E3373_005127-T1
GF00001141	TFCN1702E3373_004321-T1, TFCN1702E3373_004186-T1
GF00001142	TFCN1702E3373_014298-T1, TFCN1702E3373_011819-T1
GF00001143	TFCN1702E3373_010388-T1, TFCN1702E3373_007413-T1
GF00001144	TFCN1702E3373_000817-T1, TFCN1702E3373_011347-T1
GF00001145	TFCN1702E3373_008615-T1, TFCN1702E3373_012470-T1
GF00001146	TFCN1702E3373_001098-T1, TFCN1702E3373_002985-T1
GF00001147	TFCN1702E3373_003268-T1, TFCN1702E3373_005395-T1
GF00001148	TFCN1702E3373_004602-T1, TFCN1702E3373_006158-T1
GF00001149	TFCN1702E3373_002674-T1, TFCN1702E3373_013059-T1
GF00001150	TFCN1702E3373_011744-T1, TFCN1702E3373_001731-T1
GF00001151	TFCN1702E3373_003821-T1, TFCN1702E3373_007475-T1
GF00001152	TFCN1702E3373_004742-T1, TFCN1702E3373_009975-T1
GF00001153	TFCN1702E3373_012608-T1, TFCN1702E3373_004494-T1
GF00001154	TFCN1702E3373_008499-T1, TFCN1702E3373_013132-T1
GF00001155	TFCN1702E3373_003072-T1, TFCN1702E3373_006237-T1
GF00001156	TFCN1702E3373_003460-T1, TFCN1702E3373_001183-T1
GF00001157	TFCN1702E3373_001416-T1, TFCN1702E3373_007016-T1
GF00001158	TFCN1702E3373_004283-T1, TFCN1702E3373_004218-T1
GF00001159	TFCN1702E3373_006994-T1, TFCN1702E3373_000190-T1
GF00001160	TFCN1702E3373_011463-T1, TFCN1702E3373_001690-T1
GF00001161	TFCN1702E3373_004927-T1, TFCN1702E3373_001921-T1
GF00001162	TFCN1702E3373_005327-T1, TFCN1702E3373_014331-T1
GF00001163	TFCN1702E3373_011584-T1, TFCN1702E3373_011176-T1
GF00001164	TFCN1702E3373_005828-T1, TFCN1702E3373_011551-T1
GF00001165	TFCN1702E3373_002013-T1, TFCN1702E3373_001282-T1
GF00001166	TFCN1702E3373_014469-T1, TFCN1702E3373_013323-T1
GF00001167	TFCN1702E3373_010580-T1, TFCN1702E3373_013390-T1
GF00001168	TFCN1702E3373_006893-T1, TFCN1702E3373_006800-T1
GF00001169	TFCN1702E3373_011383-T1, TFCN1702E3373_004762-T1
GF00001170	TFCN1702E3373_006906-T1, TFCN1702E3373_006784-T1
GF00001171	TFCN1702E3373_009881-T1, TFCN1702E3373_000752-T1
GF00001172	TFCN1702E3373_006066-T1, TFCN1702E3373_012923-T1
GF00001173	TFCN1702E3373_005901-T1, TFCN1702E3373_003707-T1
GF00001174	TFCN1702E3373_006952-T1, TFCN1702E3373_000150-T1
GF00001175	TFCN1702E3373_013316-T1, TFCN1702E3373_004658-T1
GF00001176	TFCN1702E3373_002288-T1, TFCN1702E3373_014037-T1
GF00001177	TFCN1702E3373_012864-T1, TFCN1702E3373_008252-T1
GF00001178	TFCN1702E3373_010340-T1, TFCN1702E3373_009079-T1
GF00001179	TFCN1702E3373_003599-T1, TFCN1702E3373_011025-T1
GF00001180	TFCN1702E3373_001815-T1, TFCN1702E3373_013074-T1
GF00001181	TFCN1702E3373_006870-T1, TFCN1702E3373_006835-T1
GF00001182	TFCN1702E3373_007335-T1, TFCN1702E3373_002898-T1
GF00001183	TFCN1702E3373_007065-T1, TFCN1702E3373_001493-T1
GF00001184	TFCN1702E3373_011813-T1, TFCN1702E3373_014200-T1
GF00001185	TFCN1702E3373_003947-T1, TFCN1702E3373_009505-T1
GF00001186	TFCN1702E3373_002179-T1, TFCN1702E3373_014146-T1
GF00001187	TFCN1702E3373_005279-T1, TFCN1702E3373_008121-T1
GF00001188	TFCN1702E3373_004673-T1, TFCN1702E3373_014425-T1
GF00001189	TFCN1702E3373_000102-T1, TFCN1702E3373_012407-T1
GF00001190	TFCN1702E3373_007822-T1, TFCN1702E3373_002372-T1
GF00001191	TFCN1702E3373_009564-T1, TFCN1702E3373_001771-T1
GF00001192	TFCN1702E3373_008147-T1, TFCN1702E3373_005252-T1
GF00001193	TFCN1702E3373_000072-T1, TFCN1702E3373_010083-T1
GF00001194	TFCN1702E3373_010532-T1, TFCN1702E3373_010795-T1
GF00001195	TFCN1702E3373_009363-T1, TFCN1702E3373_001591-T1
GF00001196	TFCN1702E3373_002341-T1, TFCN1702E3373_007854-T1
GF00001197	TFCN1702E3373_010054-T1, TFCN1702E3373_000041-T1
GF00001198	TFCN1702E3373_002128-T1, TFCN1702E3373_008359-T1
GF00001199	TFCN1702E3373_013757-T1, TFCN1702E3373_006705-T1
GF00001200	TFCN1702E3373_000197-T1, TFCN1702E3373_014627-T1
GF00001201	TFCN1702E3373_007484-T1, TFCN1702E3373_003812-T1
GF00001202	TFCN1702E3373_001651-T1, TFCN1702E3373_007944-T1
GF00001203	TFCN1702E3373_010697-T1, TFCN1702E3373_012098-T1
GF00001204	TFCN1702E3373_002060-T1, TFCN1702E3373_012791-T1
GF00001205	TFCN1702E3373_012209-T1, TFCN1702E3373_013006-T1
GF00001206	TFCN1702E3373_011877-T1, TFCN1702E3373_003560-T1
GF00001207	TFCN1702E3373_005939-T1, TFCN1702E3373_003746-T1
GF00001208	TFCN1702E3373_000571-T1, TFCN1702E3373_000017-T1
GF00001209	TFCN1702E3373_011957-T1, TFCN1702E3373_012319-T1
GF00001210	TFCN1702E3373_001631-T1, TFCN1702E3373_007964-T1
GF00001211	TFCN1702E3373_006159-T1, TFCN1702E3373_004601-T1
GF00001212	TFCN1702E3373_008992-T1, TFCN1702E3373_014562-T1
GF00001213	TFCN1702E3373_012038-T1, TFCN1702E3373_007141-T1
GF00001214	TFCN1702E3373_003421-T1, TFCN1702E3373_001146-T1
GF00001215	TFCN1702E3373_005233-T1, TFCN1702E3373_012175-T1
GF00001216	TFCN1702E3373_001313-T1, TFCN1702E3373_012712-T1
GF00001217	TFCN1702E3373_000850-T1, TFCN1702E3373_000318-T1
GF00001218	TFCN1702E3373_002969-T1, TFCN1702E3373_010976-T1
GF00001219	TFCN1702E3373_005192-T1, TFCN1702E3373_012951-T1
GF00001220	TFCN1702E3373_005976-T1, TFCN1702E3373_011533-T1
GF00001221	TFCN1702E3373_004649-T1, TFCN1702E3373_006110-T1
GF00001222	TFCN1702E3373_001637-T1, TFCN1702E3373_007958-T1
GF00001223	TFCN1702E3373_004390-T1, TFCN1702E3373_005704-T1
GF00001224	TFCN1702E3373_002067-T1, TFCN1702E3373_012798-T1
GF00001225	TFCN1702E3373_009239-T1, TFCN1702E3373_006597-T1
GF00001226	TFCN1702E3373_010747-T1, TFCN1702E3373_011802-T1
GF00001227	TFCN1702E3373_006792-T1, TFCN1702E3373_006900-T1
GF00001228	TFCN1702E3373_001665-T1, TFCN1702E3373_007926-T1
GF00001229	TFCN1702E3373_004741-T1, TFCN1702E3373_009974-T1
GF00001230	TFCN1702E3373_009407-T1, TFCN1702E3373_001343-T1
GF00001231	TFCN1702E3373_004943-T1, TFCN1702E3373_001938-T1
GF00001232	TFCN1702E3373_013137-T1, TFCN1702E3373_008504-T1
GF00001233	TFCN1702E3373_012779-T1, TFCN1702E3373_012155-T1
GF00001234	TFCN1702E3373_002655-T1, TFCN1702E3373_014057-T1
GF00001235	TFCN1702E3373_002091-T1, TFCN1702E3373_008397-T1
GF00001236	TFCN1702E3373_000560-T1, TFCN1702E3373_000008-T1
GF00001237	TFCN1702E3373_010001-T1, TFCN1702E3373_005102-T1
GF00001238	TFCN1702E3373_008540-T1, TFCN1702E3373_012259-T1
GF00001239	TFCN1702E3373_013941-T1, TFCN1702E3373_005740-T1
GF00001240	TFCN1702E3373_003242-T1, TFCN1702E3373_007292-T1
GF00001241	TFCN1702E3373_012570-T1, TFCN1702E3373_005147-T1
GF00001242	TFCN1702E3373_008588-T1, TFCN1702E3373_009121-T1
GF00001243	TFCN1702E3373_007230-T1, TFCN1702E3373_004539-T1
GF00001244	TFCN1702E3373_004099-T1, TFCN1702E3373_011664-T1
GF00001245	TFCN1702E3373_004412-T1, TFCN1702E3373_005682-T1
GF00001246	TFCN1702E3373_007823-T1, TFCN1702E3373_002371-T1
GF00001247	TFCN1702E3373_004146-T1, TFCN1702E3373_004363-T1
GF00001248	TFCN1702E3373_001206-T1, TFCN1702E3373_003484-T1
GF00001249	TFCN1702E3373_014009-T1, TFCN1702E3373_006622-T1
GF00001250	TFCN1702E3373_009996-T1, TFCN1702E3373_004683-T1
GF00001251	TFCN1702E3373_004080-T1, TFCN1702E3373_010248-T1
GF00001252	TFCN1702E3373_006095-T1, TFCN1702E3373_004263-T1
GF00001253	TFCN1702E3373_011924-T1, TFCN1702E3373_005504-T1
GF00001254	TFCN1702E3373_001257-T1, TFCN1702E3373_002037-T1
GF00001255	TFCN1702E3373_009992-T1, TFCN1702E3373_004687-T1
GF00001256	TFCN1702E3373_011882-T1, TFCN1702E3373_003565-T1
GF00001257	TFCN1702E3373_009140-T1, TFCN1702E3373_007594-T1
GF00001258	TFCN1702E3373_003846-T1, TFCN1702E3373_010711-T1
GF00001259	TFCN1702E3373_003607-T1, TFCN1702E3373_011015-T1
GF00001260	TFCN1702E3373_007261-T1, TFCN1702E3373_004568-T1
GF00001261	TFCN1702E3373_013913-T1, TFCN1702E3373_012461-T1
GF00001262	TFCN1702E3373_007752-T1, TFCN1702E3373_005867-T1
GF00001263	TFCN1702E3373_002099-T1, TFCN1702E3373_008388-T1
GF00001264	TFCN1702E3373_007800-T1, TFCN1702E3373_014624-T1
GF00001265	TFCN1702E3373_013494-T1, TFCN1702E3373_007982-T1
GF00001266	TFCN1702E3373_003301-T1, TFCN1702E3373_005460-T1
GF00001267	TFCN1702E3373_012865-T1, TFCN1702E3373_008253-T1
GF00001268	TFCN1702E3373_014620-T1, TFCN1702E3373_014593-T1
GF00001269	TFCN1702E3373_006411-T1, TFCN1702E3373_004019-T1
GF00001270	TFCN1702E3373_005427-T1, TFCN1702E3373_003296-T1
GF00001271	TFCN1702E3373_003954-T1, TFCN1702E3373_009512-T1
GF00001272	TFCN1702E3373_005833-T1, TFCN1702E3373_007788-T1
GF00001273	TFCN1702E3373_008723-T1, TFCN1702E3373_008947-T1
GF00001274	TFCN1702E3373_005273-T1, TFCN1702E3373_008127-T1
GF00001275	TFCN1702E3373_012950-T1, TFCN1702E3373_005191-T1
GF00001276	TFCN1702E3373_000200-T1, TFCN1702E3373_002864-T1
GF00001277	TFCN1702E3373_000552-T1, TFCN1702E3373_001087-T1
GF00001278	TFCN1702E3373_014147-T1, TFCN1702E3373_002181-T1
GF00001279	TFCN1702E3373_014216-T1, TFCN1702E3373_013948-T1
GF00001280	TFCN1702E3373_008216-T1, TFCN1702E3373_007086-T1
GF00001281	TFCN1702E3373_008867-T1, TFCN1702E3373_006508-T1
GF00001282	TFCN1702E3373_004536-T1, TFCN1702E3373_010849-T1
GF00001283	TFCN1702E3373_009151-T1, TFCN1702E3373_007606-T1
GF00001284	TFCN1702E3373_005086-T1, TFCN1702E3373_008467-T1
GF00001285	TFCN1702E3373_006405-T1, TFCN1702E3373_006354-T1
GF00001286	TFCN1702E3373_006125-T1, TFCN1702E3373_004634-T1
GF00001287	TFCN1702E3373_004898-T1, TFCN1702E3373_001891-T1
GF00001288	TFCN1702E3373_009982-T1, TFCN1702E3373_004697-T1
GF00001289	TFCN1702E3373_012149-T1, TFCN1702E3373_012773-T1
GF00001290	TFCN1702E3373_006578-T1, TFCN1702E3373_009220-T1
GF00001291	TFCN1702E3373_001108-T1, TFCN1702E3373_002995-T1
GF00001292	TFCN1702E3373_001428-T1, TFCN1702E3373_007006-T1
GF00001293	TFCN1702E3373_012036-T1, TFCN1702E3373_007139-T1
GF00001294	TFCN1702E3373_012742-T1, TFCN1702E3373_006306-T1
GF00001295	TFCN1702E3373_011923-T1, TFCN1702E3373_005503-T1
GF00001296	TFCN1702E3373_012909-T1, TFCN1702E3373_007559-T1
GF00001297	TFCN1702E3373_002825-T1, TFCN1702E3373_000240-T1
GF00001298	TFCN1702E3373_013128-T1, TFCN1702E3373_014631-T1
GF00001299	TFCN1702E3373_004262-T1, TFCN1702E3373_006096-T1
GF00001300	TFCN1702E3373_010272-T1, TFCN1702E3373_002234-T1
GF00001301	TFCN1702E3373_013932-T1, TFCN1702E3373_005731-T1
GF00001302	TFCN1702E3373_011251-T1, TFCN1702E3373_000654-T1
GF00001303	TFCN1702E3373_000141-T1, TFCN1702E3373_006944-T1
GF00001304	TFCN1702E3373_001101-T1, TFCN1702E3373_002988-T1
GF00001305	TFCN1702E3373_013748-T1, TFCN1702E3373_006713-T1
GF00001306	TFCN1702E3373_014451-T1, TFCN1702E3373_004672-T1
GF00001307	TFCN1702E3373_001419-T1, TFCN1702E3373_007013-T1
GF00001308	TFCN1702E3373_001303-T1, TFCN1702E3373_012721-T1
