	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001062	DBVPG4380_007922-T1	DBVPG3775_005292-T1
GF00001063	DBVPG4380_004066-T1	DBVPG3775_006653-T1
GF00001064	DBVPG4380_009467-T1	DBVPG3775_000507-T1
GF00001065	DBVPG4380_004099-T1	DBVPG3775_003982-T1
GF00001066	DBVPG4380_004101-T1	DBVPG3775_003979-T1
GF00001067	DBVPG4380_004128-T1	DBVPG3775_000385-T1
GF00001068	DBVPG4380_004134-T1	DBVPG3775_000390-T1
GF00001069	DBVPG4380_012480-T1	DBVPG3775_003472-T1
GF00001070	DBVPG4380_005464-T1	DBVPG3775_006899-T1
GF00001071	DBVPG4380_004178-T1	DBVPG3775_004480-T1
GF00001072	DBVPG4380_005378-T1	DBVPG3775_005148-T1
GF00001073	DBVPG4380_007450-T1	DBVPG3775_005620-T1
GF00001074	DBVPG4380_009350-T1	DBVPG3775_005657-T1
GF00001075	DBVPG4380_009157-T1	DBVPG3775_006124-T1
GF00001076	DBVPG4380_004320-T1	DBVPG3775_003523-T1
GF00001077	DBVPG4380_004374-T1	DBVPG3775_005477-T1
GF00001078	DBVPG4380_004409-T1	DBVPG3775_000532-T1
GF00001079	DBVPG4380_004438-T1	DBVPG3775_000005-T1
GF00001080	DBVPG4380_010552-T1	DBVPG3775_002680-T1
GF00001081	DBVPG4380_004481-T1	DBVPG3775_003031-T1
GF00001082	DBVPG4380_006272-T1	DBVPG3775_000085-T1
GF00001083	DBVPG4380_009128-T1	DBVPG3775_000884-T1
GF00001084	DBVPG4380_004543-T1	DBVPG3775_004347-T1
GF00001085	DBVPG4380_006090-T1	DBVPG3775_005964-T1
GF00001086	DBVPG4380_004556-T1	DBVPG3775_003359-T1
GF00001087	DBVPG4380_009830-T1	DBVPG3775_003234-T1
GF00001088	DBVPG4380_004579-T1	DBVPG3775_003716-T1
GF00001089	DBVPG4380_010922-T1	DBVPG3775_001526-T1
GF00001090	DBVPG4380_004598-T1	DBVPG3775_006387-T1
GF00001091	DBVPG4380_008000-T1	DBVPG3775_001017-T1
GF00001092	DBVPG4380_012333-T1	DBVPG3775_001291-T1
GF00001093	DBVPG4380_004712-T1	DBVPG3775_003082-T1
GF00001094	DBVPG4380_009422-T1	DBVPG3775_002492-T1
GF00001095	DBVPG4380_004727-T1	DBVPG3775_005287-T1
GF00001096	DBVPG4380_009376-T1	DBVPG3775_001257-T1
GF00001097	DBVPG4380_012027-T1	DBVPG3775_006003-T1
GF00001098	DBVPG4380_005270-T1	DBVPG3775_000426-T1
GF00001099	DBVPG4380_004808-T1	DBVPG3775_001909-T1
GF00001100	DBVPG4380_010066-T1	DBVPG3775_006395-T1
GF00001101	DBVPG4380_004902-T1	DBVPG3775_005132-T1
GF00001102	DBVPG4380_007509-T1	DBVPG3775_000713-T1
GF00001103	DBVPG4380_012114-T1	DBVPG3775_003668-T1
GF00001104	DBVPG4380_011035-T1	DBVPG3775_002784-T1
GF00001105	DBVPG4380_007680-T1	DBVPG3775_000763-T1
GF00001106	DBVPG4380_005039-T1	DBVPG3775_000771-T1
GF00001107	DBVPG4380_005054-T1	DBVPG3775_001628-T1
GF00001108	DBVPG4380_010567-T1	DBVPG3775_006998-T1
GF00001109	DBVPG4380_005094-T1	DBVPG3775_000001-T1
GF00001110	DBVPG4380_005100-T1	DBVPG3775_003072-T1
GF00001111	DBVPG4380_011417-T1	DBVPG3775_004020-T1
GF00001112	DBVPG4380_010078-T1	DBVPG3775_004028-T1
GF00001113	DBVPG4380_005176-T1	DBVPG3775_001158-T1
GF00001114	DBVPG4380_010389-T1	DBVPG3775_000985-T1
GF00001115	DBVPG4380_005294-T1	DBVPG3775_005451-T1
GF00001116	DBVPG4380_005303-T1	DBVPG3775_000168-T1
GF00001117	DBVPG4380_013362-T1	DBVPG3775_000046-T1
GF00001118	DBVPG4380_005324-T1	DBVPG3775_002298-T1
GF00001119	DBVPG4380_012831-T1	DBVPG3775_002379-T1
GF00001120	DBVPG4380_011291-T1	DBVPG3775_000979-T1
GF00001121	DBVPG4380_005386-T1	DBVPG3775_005158-T1
GF00001122	DBVPG4380_013627-T1	DBVPG3775_004102-T1
GF00001123	DBVPG4380_005389-T1	DBVPG3775_004101-T1
GF00001124	DBVPG4380_005437-T1	DBVPG3775_003667-T1
GF00001125	DBVPG4380_005447-T1	DBVPG3775_006057-T1
GF00001126	DBVPG4380_005450-T1	DBVPG3775_006054-T1
GF00001127	DBVPG4380_012184-T1	DBVPG3775_005366-T1
GF00001128	DBVPG4380_010897-T1	DBVPG3775_003496-T1
GF00001129	DBVPG4380_006107-T1	DBVPG3775_002917-T1
GF00001130	DBVPG4380_005607-T1	DBVPG3775_005853-T1
GF00001131	DBVPG4380_005765-T1	DBVPG3775_004516-T1
GF00001132	DBVPG4380_005768-T1	DBVPG3775_004827-T1
GF00001133	DBVPG4380_005776-T1	DBVPG3775_006051-T1
GF00001134	DBVPG4380_005791-T1	DBVPG3775_001615-T1
GF00001135	DBVPG4380_005803-T1	DBVPG3775_007178-T1
GF00001136	DBVPG4380_005814-T1	DBVPG3775_000759-T1
GF00001137	DBVPG4380_005832-T1	DBVPG3775_003483-T1
GF00001138	DBVPG4380_005944-T1	DBVPG3775_000811-T1
GF00001139	DBVPG4380_010890-T1	DBVPG3775_004092-T1
GF00001140	DBVPG4380_006099-T1	DBVPG3775_000579-T1
GF00001141	DBVPG4380_009525-T1	DBVPG3775_001495-T1
GF00001142	DBVPG4380_006181-T1	DBVPG3775_003565-T1
GF00001143	DBVPG4380_006210-T1	DBVPG3775_003765-T1
GF00001144	DBVPG4380_012466-T1	DBVPG3775_000270-T1
GF00001145	DBVPG4380_012047-T1	DBVPG3775_000752-T1
GF00001146	DBVPG4380_006255-T1	DBVPG3775_000952-T1
GF00001147	DBVPG4380_006273-T1	DBVPG3775_000084-T1
GF00001148	DBVPG4380_006275-T1	DBVPG3775_000082-T1
GF00001149	DBVPG4380_006276-T1	DBVPG3775_006108-T1
GF00001150	DBVPG4380_006277-T1	DBVPG3775_006110-T1
GF00001151	DBVPG4380_006410-T1	DBVPG3775_000588-T1
GF00001152	DBVPG4380_006357-T1	DBVPG3775_000355-T1
GF00001153	DBVPG4380_006378-T1	DBVPG3775_001485-T1
GF00001154	DBVPG4380_007341-T1	DBVPG3775_006168-T1
GF00001155	DBVPG4380_006496-T1	DBVPG3775_000265-T1
GF00001156	DBVPG4380_006535-T1	DBVPG3775_001726-T1
GF00001157	DBVPG4380_006571-T1	DBVPG3775_000896-T1
GF00001158	DBVPG4380_007454-T1	DBVPG3775_002542-T1
GF00001159	DBVPG4380_008599-T1	DBVPG3775_005096-T1
GF00001160	DBVPG4380_006641-T1	DBVPG3775_001578-T1
GF00001161	DBVPG4380_007417-T1	DBVPG3775_002861-T1
GF00001162	DBVPG4380_007617-T1	DBVPG3775_004207-T1
GF00001163	DBVPG4380_008090-T1	DBVPG3775_002640-T1
GF00001164	DBVPG4380_014085-T1	DBVPG3775_004103-T1
GF00001165	DBVPG4380_009770-T1	DBVPG3775_005842-T1
GF00001166	DBVPG4380_008081-T1	DBVPG3775_007436-T1
GF00001167	DBVPG4380_009027-T1	DBVPG3775_006018-T1
GF00001168	DBVPG4380_007547-T1	DBVPG3775_001929-T1
GF00001169	DBVPG4380_009839-T1	DBVPG3775_001458-T1
GF00001170	DBVPG4380_006859-T1	DBVPG3775_001358-T1
GF00001171	DBVPG4380_007355-T1	DBVPG3775_006831-T1
GF00001172	DBVPG4380_006892-T1	DBVPG3775_006824-T1
GF00001173	DBVPG4380_006908-T1	DBVPG3775_000504-T1
GF00001174	DBVPG4380_007568-T1	DBVPG3775_005874-T1
GF00001175	DBVPG4380_007769-T1	DBVPG3775_007001-T1
GF00001176	DBVPG4380_006983-T1	DBVPG3775_005869-T1
GF00001177	DBVPG4380_010032-T1	DBVPG3775_001803-T1
GF00001178	DBVPG4380_007006-T1	DBVPG3775_002675-T1
GF00001179	DBVPG4380_007011-T1	DBVPG3775_004585-T1
GF00001180	DBVPG4380_008039-T1	DBVPG3775_000591-T1
GF00001181	DBVPG4380_010639-T1	DBVPG3775_004214-T1
GF00001182	DBVPG4380_007110-T1	DBVPG3775_004237-T1
GF00001183	DBVPG4380_008794-T1	DBVPG3775_004234-T1
GF00001184	DBVPG4380_007117-T1	DBVPG3775_001619-T1
GF00001185	DBVPG4380_007118-T1	DBVPG3775_005418-T1
GF00001186	DBVPG4380_007136-T1	DBVPG3775_004195-T1
GF00001187	DBVPG4380_007139-T1	DBVPG3775_004199-T1
GF00001188	DBVPG4380_012572-T1	DBVPG3775_003586-T1
GF00001189	DBVPG4380_007195-T1	DBVPG3775_000308-T1
GF00001190	DBVPG4380_007198-T1	DBVPG3775_000305-T1
GF00001191	DBVPG4380_007213-T1	DBVPG3775_007447-T1
GF00001192	DBVPG4380_007269-T1	DBVPG3775_001775-T1
GF00001193	DBVPG4380_012613-T1	DBVPG3775_005854-T1
GF00001194	DBVPG4380_007830-T1	DBVPG3775_005526-T1
GF00001195	DBVPG4380_007441-T1	DBVPG3775_006360-T1
GF00001196	DBVPG4380_007511-T1	DBVPG3775_005846-T1
GF00001197	DBVPG4380_011820-T1	DBVPG3775_006039-T1
GF00001198	DBVPG4380_012138-T1	DBVPG3775_001005-T1
GF00001199	DBVPG4380_007651-T1	DBVPG3775_000411-T1
GF00001200	DBVPG4380_007670-T1	DBVPG3775_005658-T1
GF00001201	DBVPG4380_007672-T1	DBVPG3775_005656-T1
GF00001202	DBVPG4380_007864-T1	DBVPG3775_005915-T1
GF00001203	DBVPG4380_007731-T1	DBVPG3775_000799-T1
GF00001204	DBVPG4380_007741-T1	DBVPG3775_001967-T1
GF00001205	DBVPG4380_007770-T1	DBVPG3775_006999-T1
GF00001206	DBVPG4380_007801-T1	DBVPG3775_001466-T1
GF00001207	DBVPG4380_007805-T1	DBVPG3775_001280-T1
GF00001208	DBVPG4380_008041-T1	DBVPG3775_006497-T1
GF00001209	DBVPG4380_008046-T1	DBVPG3775_001083-T1
GF00001210	DBVPG4380_008253-T1	DBVPG3775_004166-T1
GF00001211	DBVPG4380_008768-T1	DBVPG3775_002425-T1
GF00001212	DBVPG4380_008072-T1	DBVPG3775_001012-T1
GF00001213	DBVPG4380_009529-T1	DBVPG3775_005061-T1
GF00001214	DBVPG4380_008158-T1	DBVPG3775_006072-T1
GF00001215	DBVPG4380_008354-T1	DBVPG3775_003469-T1
GF00001216	DBVPG4380_008355-T1	DBVPG3775_003470-T1
GF00001217	DBVPG4380_010444-T1	DBVPG3775_000649-T1
GF00001218	DBVPG4380_009018-T1	DBVPG3775_005106-T1
GF00001219	DBVPG4380_008903-T1	DBVPG3775_005793-T1
GF00001220	DBVPG4380_009150-T1	DBVPG3775_002677-T1
GF00001221	DBVPG4380_008265-T1	DBVPG3775_000917-T1
GF00001222	DBVPG4380_008332-T1	DBVPG3775_004093-T1
GF00001223	DBVPG4380_008713-T1	DBVPG3775_006823-T1
GF00001224	DBVPG4380_008448-T1	DBVPG3775_002429-T1
GF00001225	DBVPG4380_008492-T1	DBVPG3775_002658-T1
GF00001226	DBVPG4380_012060-T1	DBVPG3775_007449-T1
GF00001227	DBVPG4380_008536-T1	DBVPG3775_003789-T1
GF00001228	DBVPG4380_010808-T1	DBVPG3775_003608-T1
GF00001229	DBVPG4380_011351-T1	DBVPG3775_000767-T1
GF00001230	DBVPG4380_013285-T1	DBVPG3775_003468-T1
GF00001231	DBVPG4380_010736-T1	DBVPG3775_000866-T1
GF00001232	DBVPG4380_008684-T1	DBVPG3775_001805-T1
GF00001233	DBVPG4380_010100-T1	DBVPG3775_005162-T1
GF00001234	DBVPG4380_008709-T1	DBVPG3775_001510-T1
GF00001235	DBVPG4380_011183-T1	DBVPG3775_001437-T1
GF00001236	DBVPG4380_008798-T1	DBVPG3775_005650-T1
GF00001237	DBVPG4380_010291-T1	DBVPG3775_003590-T1
GF00001238	DBVPG4380_009013-T1	DBVPG3775_003622-T1
GF00001239	DBVPG4380_010917-T1	DBVPG3775_003243-T1
GF00001240	DBVPG4380_009099-T1	DBVPG3775_000409-T1
GF00001241	DBVPG4380_010856-T1	DBVPG3775_005823-T1
GF00001242	DBVPG4380_009102-T1	DBVPG3775_005822-T1
GF00001243	DBVPG4380_009997-T1	DBVPG3775_000261-T1
GF00001244	DBVPG4380_012742-T1	DBVPG3775_000824-T1
GF00001245	DBVPG4380_011467-T1	DBVPG3775_003604-T1
GF00001246	DBVPG4380_011492-T1	DBVPG3775_001721-T1
GF00001247	DBVPG4380_009323-T1	DBVPG3775_006970-T1
GF00001248	DBVPG4380_010988-T1	DBVPG3775_007082-T1
GF00001249	DBVPG4380_010501-T1	DBVPG3775_002376-T1
GF00001250	DBVPG4380_011450-T1	DBVPG3775_005946-T1
GF00001251	DBVPG4380_013232-T1	DBVPG3775_004201-T1
GF00001252	DBVPG4380_009504-T1	DBVPG3775_004204-T1
GF00001253	DBVPG4380_010693-T1	DBVPG3775_004577-T1
GF00001254	DBVPG4380_009771-T1	DBVPG3775_005841-T1
GF00001255	DBVPG4380_009810-T1	DBVPG3775_000433-T1
GF00001256	DBVPG4380_010958-T1	DBVPG3775_002456-T1
GF00001257	DBVPG4380_009918-T1	DBVPG3775_000437-T1
GF00001258	DBVPG4380_009928-T1	DBVPG3775_006158-T1
GF00001259	DBVPG4380_010167-T1	DBVPG3775_003764-T1
GF00001260	DBVPG4380_010337-T1	DBVPG3775_001740-T1
GF00001261	DBVPG4380_010359-T1	DBVPG3775_005555-T1
GF00001262	DBVPG4380_011263-T1	DBVPG3775_005422-T1
GF00001263	DBVPG4380_010503-T1	DBVPG3775_005442-T1
GF00001264	DBVPG4380_010528-T1	DBVPG3775_001342-T1
GF00001265	DBVPG4380_010638-T1	DBVPG3775_004213-T1
GF00001266	DBVPG4380_013475-T1	DBVPG3775_007140-T1
GF00001267	DBVPG4380_010721-T1	DBVPG3775_000529-T1
GF00001268	DBVPG4380_010811-T1	DBVPG3775_007434-T1
GF00001269	DBVPG4380_012958-T1	DBVPG3775_005212-T1
GF00001270	DBVPG4380_014174-T1	DBVPG3775_003603-T1
GF00001271	DBVPG4380_012894-T1	DBVPG3775_003043-T1
GF00001272	DBVPG4380_011266-T1	DBVPG3775_001252-T1
GF00001273	DBVPG4380_011401-T1	DBVPG3775_001762-T1
GF00001274	DBVPG4380_011700-T1	DBVPG3775_005160-T1
GF00001275	DBVPG4380_011902-T1	DBVPG3775_005930-T1
GF00001276	DBVPG4380_012062-T1	DBVPG3775_004740-T1
GF00001277	DBVPG4380_012314-T1	DBVPG3775_003317-T1
GF00001278	DBVPG4380_012156-T1	DBVPG3775_002662-T1
GF00001279	DBVPG4380_012259-T1	DBVPG3775_001623-T1
GF00001280	DBVPG4380_012342-T1	DBVPG3775_001359-T1
GF00001281	DBVPG4380_012693-T1	DBVPG3775_002157-T1
GF00001282	DBVPG4380_012750-T1	DBVPG3775_005659-T1
GF00001283	DBVPG4380_012776-T1	DBVPG3775_002374-T1
GF00001284	DBVPG4380_014325-T1	DBVPG3775_005651-T1
GF00001285	DBVPG4380_014276-T1	DBVPG3775_003634-T1
GF00001286	DBVPG4380_002417-T1	DBVPG3775_003308-T1
GF00001287	DBVPG4380_002512-T1	DBVPG3775_006799-T1
GF00001288	DBVPG4380_003784-T1	DBVPG3775_004142-T1
GF00001289	DBVPG4380_010156-T1	DBVPG3775_000576-T1
GF00001290	DBVPG4380_000422-T1	DBVPG3775_007410-T1
GF00001291	DBVPG4380_000112-T1	DBVPG3775_004847-T1
GF00001292	DBVPG4380_000125-T1	DBVPG3775_004865-T1
GF00001293	DBVPG4380_010769-T1	DBVPG3775_000606-T1
GF00001294	DBVPG4380_000660-T1	DBVPG3775_004887-T1
GF00001295	DBVPG4380_000187-T1	DBVPG3775_004036-T1
GF00001296	DBVPG4380_000224-T1	DBVPG3775_004931-T1
GF00001297	DBVPG4380_000229-T1	DBVPG3775_006180-T1
GF00001298	DBVPG4380_006258-T1	DBVPG3775_000956-T1
GF00001299	DBVPG4380_000804-T1	DBVPG3775_002558-T1
GF00001300	DBVPG4380_003370-T1	DBVPG3775_001104-T1
GF00001301	DBVPG4380_006227-T1	DBVPG3775_000271-T1
GF00001302	DBVPG4380_008604-T1	DBVPG3775_003057-T1
GF00001303	DBVPG4380_011324-T1	DBVPG3775_007008-T1
GF00001304	DBVPG4380_000325-T1	DBVPG3775_003833-T1
GF00001305	DBVPG4380_000327-T1	DBVPG3775_003831-T1
GF00001306	DBVPG4380_000331-T1	DBVPG3775_003827-T1
GF00001307	DBVPG4380_000336-T1	DBVPG3775_007571-T1
GF00001308	DBVPG4380_000340-T1	DBVPG3775_007123-T1
GF00001309	DBVPG4380_000345-T1	DBVPG3775_007283-T1
GF00001310	DBVPG4380_000349-T1	DBVPG3775_007278-T1
GF00001311	DBVPG4380_000359-T1	DBVPG3775_007262-T1
GF00001312	DBVPG4380_000363-T1	DBVPG3775_007306-T1
GF00001313	DBVPG4380_000372-T1	DBVPG3775_002213-T1
GF00001314	DBVPG4380_000380-T1	DBVPG3775_002203-T1
GF00001315	DBVPG4380_014575-T1	DBVPG3775_002201-T1
GF00001316	DBVPG4380_000394-T1	DBVPG3775_002187-T1
GF00001317	DBVPG4380_000398-T1	DBVPG3775_002183-T1
GF00001318	DBVPG4380_008846-T1	DBVPG3775_003182-T1
GF00001319	DBVPG4380_000403-T1	DBVPG3775_006770-T1
GF00001320	DBVPG4380_000415-T1	DBVPG3775_006755-T1
GF00001321	DBVPG4380_010859-T1	DBVPG3775_002633-T1
GF00001322	DBVPG4380_012879-T1	DBVPG3775_000903-T1
GF00001323	DBVPG4380_013575-T1	DBVPG3775_001804-T1
GF00001324	DBVPG4380_001232-T1	DBVPG3775_002259-T1
GF00001325	DBVPG4380_000462-T1	DBVPG3775_007357-T1
GF00001326	DBVPG4380_000464-T1	DBVPG3775_007354-T1
GF00001327	DBVPG4380_004328-T1	DBVPG3775_004383-T1
GF00001328	DBVPG4380_000471-T1	DBVPG3775_004378-T1
GF00001329	DBVPG4380_015168-T1	DBVPG3775_002994-T1
GF00001330	DBVPG4380_000474-T1	DBVPG3775_004372-T1
GF00001331	DBVPG4380_000478-T1	DBVPG3775_004362-T1
GF00001332	DBVPG4380_000487-T1	DBVPG3775_005043-T1
GF00001333	DBVPG4380_000489-T1	DBVPG3775_005041-T1
GF00001334	DBVPG4380_000882-T1	DBVPG3775_002930-T1
GF00001335	DBVPG4380_000492-T1	DBVPG3775_005038-T1
GF00001336	DBVPG4380_000495-T1	DBVPG3775_005035-T1
GF00001337	DBVPG4380_003716-T1	DBVPG3775_006972-T1
GF00001338	DBVPG4380_006211-T1	DBVPG3775_003767-T1
GF00001339	DBVPG4380_000497-T1	DBVPG3775_005033-T1
GF00001340	DBVPG4380_000502-T1	DBVPG3775_005027-T1
GF00001341	DBVPG4380_003329-T1	DBVPG3775_005837-T1
GF00001342	DBVPG4380_003326-T1	DBVPG3775_005833-T1
GF00001343	DBVPG4380_000515-T1	DBVPG3775_007210-T1
GF00001344	DBVPG4380_000517-T1	DBVPG3775_007208-T1
GF00001345	DBVPG4380_000519-T1	DBVPG3775_007206-T1
GF00001346	DBVPG4380_000523-T1	DBVPG3775_007202-T1
GF00001347	DBVPG4380_000531-T1	DBVPG3775_007388-T1
GF00001348	DBVPG4380_005415-T1	DBVPG3775_003686-T1
GF00001349	DBVPG4380_000544-T1	DBVPG3775_002288-T1
GF00001350	DBVPG4380_000545-T1	DBVPG3775_002287-T1
GF00001351	DBVPG4380_000570-T1	DBVPG3775_007344-T1
GF00001352	DBVPG4380_007054-T1	DBVPG3775_001417-T1
GF00001353	DBVPG4380_000579-T1	DBVPG3775_007332-T1
GF00001354	DBVPG4380_002647-T1	DBVPG3775_006908-T1
GF00001355	DBVPG4380_000583-T1	DBVPG3775_006906-T1
GF00001356	DBVPG4380_005279-T1	DBVPG3775_004402-T1
GF00001357	DBVPG4380_000601-T1	DBVPG3775_004406-T1
GF00001358	DBVPG4380_000602-T1	DBVPG3775_004407-T1
GF00001359	DBVPG4380_000614-T1	DBVPG3775_004420-T1
GF00001360	DBVPG4380_000625-T1	DBVPG3775_003014-T1
GF00001361	DBVPG4380_000627-T1	DBVPG3775_003017-T1
GF00001362	DBVPG4380_005996-T1	DBVPG3775_002127-T1
GF00001363	DBVPG4380_000641-T1	DBVPG3775_003279-T1
GF00001364	DBVPG4380_000645-T1	DBVPG3775_003271-T1
GF00001365	DBVPG4380_000646-T1	
GF00001366	DBVPG4380_000650-T1	DBVPG3775_003266-T1
GF00001367	DBVPG4380_000651-T1	DBVPG3775_003265-T1
GF00001368	DBVPG4380_000681-T1	DBVPG3775_003743-T1
GF00001369	DBVPG4380_000683-T1	DBVPG3775_003745-T1
GF00001370	DBVPG4380_000688-T1	DBVPG3775_003751-T1
GF00001371	DBVPG4380_000695-T1	DBVPG3775_003758-T1
GF00001372	DBVPG4380_000705-T1	DBVPG3775_006319-T1
GF00001373	DBVPG4380_000714-T1	DBVPG3775_006310-T1
GF00001374	DBVPG4380_000760-T1	DBVPG3775_003295-T1
GF00001375	DBVPG4380_000763-T1	DBVPG3775_003292-T1
GF00001376	DBVPG4380_007665-T1	DBVPG3775_003641-T1
GF00001377	DBVPG4380_000772-T1	DBVPG3775_002588-T1
GF00001378	DBVPG4380_000781-T1	DBVPG3775_002599-T1
GF00001379	DBVPG4380_000784-T1	DBVPG3775_002602-T1
GF00001380	DBVPG4380_003642-T1	DBVPG3775_002575-T1
GF00001381	DBVPG4380_000802-T1	DBVPG3775_002560-T1
GF00001382	DBVPG4380_003413-T1	DBVPG3775_004051-T1
GF00001383	DBVPG4380_000805-T1	DBVPG3775_002557-T1
GF00001384	DBVPG4380_000817-T1	DBVPG3775_004974-T1
GF00001385	DBVPG4380_012329-T1	DBVPG3775_006852-T1
GF00001386	DBVPG4380_009441-T1	DBVPG3775_005372-T1
GF00001387	DBVPG4380_000886-T1	DBVPG3775_001871-T1
GF00001388	DBVPG4380_001217-T1	DBVPG3775_007248-T1
GF00001389	DBVPG4380_000910-T1	DBVPG3775_007244-T1
GF00001390	DBVPG4380_000921-T1	DBVPG3775_005746-T1
GF00001391	DBVPG4380_000927-T1	DBVPG3775_005739-T1
GF00001392	DBVPG4380_000938-T1	DBVPG3775_006509-T1
GF00001393	DBVPG4380_000940-T1	DBVPG3775_002351-T1
GF00001394	DBVPG4380_000946-T1	DBVPG3775_002344-T1
GF00001395	DBVPG4380_000948-T1	DBVPG3775_002342-T1
GF00001396	DBVPG4380_009418-T1	DBVPG3775_005637-T1
GF00001397	DBVPG4380_010220-T1	DBVPG3775_004986-T1
GF00001398	DBVPG4380_000976-T1	DBVPG3775_004990-T1
GF00001399	DBVPG4380_000977-T1	DBVPG3775_005016-T1
GF00001400	DBVPG4380_000980-T1	DBVPG3775_005638-T1
GF00001401	DBVPG4380_000982-T1	DBVPG3775_005011-T1
GF00001402	DBVPG4380_000985-T1	DBVPG3775_005008-T1
GF00001403	DBVPG4380_000995-T1	DBVPG3775_002508-T1
GF00001404	DBVPG4380_001004-T1	DBVPG3775_002499-T1
GF00001405	DBVPG4380_002796-T1	DBVPG3775_002497-T1
GF00001406	DBVPG4380_009739-T1	DBVPG3775_002976-T1
GF00001407	DBVPG4380_001010-T1	DBVPG3775_002979-T1
GF00001408	DBVPG4380_001011-T1	DBVPG3775_002981-T1
GF00001409	DBVPG4380_001012-T1	DBVPG3775_002982-T1
GF00001410	DBVPG4380_001021-T1	DBVPG3775_002993-T1
GF00001411	DBVPG4380_001035-T1	DBVPG3775_000141-T1
GF00001412	DBVPG4380_010888-T1	DBVPG3775_000144-T1
GF00001413	DBVPG4380_010265-T1	DBVPG3775_003793-T1
GF00001414	DBVPG4380_011972-T1	DBVPG3775_001907-T1
GF00001415	DBVPG4380_001042-T1	DBVPG3775_003797-T1
GF00001416	DBVPG4380_001045-T1	DBVPG3775_003802-T1
GF00001417	DBVPG4380_001050-T1	DBVPG3775_003807-T1
GF00001418	DBVPG4380_001051-T1	DBVPG3775_003808-T1
GF00001419	DBVPG4380_001062-T1	DBVPG3775_006286-T1
GF00001420	DBVPG4380_001063-T1	DBVPG3775_006290-T1
GF00001421	DBVPG4380_001064-T1	DBVPG3775_006291-T1
GF00001422	DBVPG4380_001072-T1	DBVPG3775_006299-T1
GF00001423	DBVPG4380_001074-T1	DBVPG3775_006301-T1
GF00001424	DBVPG4380_005756-T1	DBVPG3775_006431-T1
GF00001425	DBVPG4380_006086-T1	DBVPG3775_005969-T1
GF00001426	DBVPG4380_001086-T1	DBVPG3775_006406-T1
GF00001427	DBVPG4380_001095-T1	DBVPG3775_000017-T1
GF00001428	DBVPG4380_011397-T1	DBVPG3775_005942-T1
GF00001429	DBVPG4380_001107-T1	DBVPG3775_001844-T1
GF00001430	DBVPG4380_001112-T1	DBVPG3775_001833-T1
GF00001431	DBVPG4380_001114-T1	DBVPG3775_001830-T1
GF00001432	DBVPG4380_004693-T1	DBVPG3775_001288-T1
GF00001433	DBVPG4380_009510-T1	DBVPG3775_003081-T1
GF00001434	DBVPG4380_001121-T1	DBVPG3775_001823-T1
GF00001435	DBVPG4380_014355-T1	DBVPG3775_004019-T1
GF00001436	DBVPG4380_001135-T1	DBVPG3775_005699-T1
GF00001437	DBVPG4380_005316-T1	DBVPG3775_006957-T1
GF00001438	DBVPG4380_001188-T1	DBVPG3775_001992-T1
GF00001439	DBVPG4380_004267-T1	DBVPG3775_001984-T1
GF00001440	DBVPG4380_005694-T1	DBVPG3775_002101-T1
GF00001441	DBVPG4380_009448-T1	DBVPG3775_007251-T1
GF00001442	DBVPG4380_001224-T1	DBVPG3775_002250-T1
GF00001443	DBVPG4380_001231-T1	DBVPG3775_002258-T1
GF00001444	DBVPG4380_001237-T1	DBVPG3775_001119-T1
GF00001445	DBVPG4380_010518-T1	DBVPG3775_005847-T1
GF00001446	DBVPG4380_003690-T1	DBVPG3775_000286-T1
GF00001447	DBVPG4380_001282-T1	DBVPG3775_006875-T1
GF00001448	DBVPG4380_001294-T1	DBVPG3775_006565-T1
GF00001449	DBVPG4380_001310-T1	DBVPG3775_004529-T1
GF00001450	DBVPG4380_001332-T1	DBVPG3775_006587-T1
GF00001451	DBVPG4380_001339-T1	DBVPG3775_005806-T1
GF00001452	DBVPG4380_001365-T1	DBVPG3775_001077-T1
GF00001453	DBVPG4380_014030-T1	DBVPG3775_001080-T1
GF00001454	DBVPG4380_001370-T1	DBVPG3775_002163-T1
GF00001455	DBVPG4380_001372-T1	DBVPG3775_002165-T1
GF00001456	DBVPG4380_001910-T1	DBVPG3775_002934-T1
GF00001457	DBVPG4380_001781-T1	DBVPG3775_000098-T1
GF00001458	DBVPG4380_005367-T1	DBVPG3775_004479-T1
GF00001459	DBVPG4380_002581-T1	DBVPG3775_000418-T1
GF00001460	DBVPG4380_001398-T1	DBVPG3775_006260-T1
GF00001461	DBVPG4380_001404-T1	DBVPG3775_006251-T1
GF00001462	DBVPG4380_001421-T1	DBVPG3775_006838-T1
GF00001463	DBVPG4380_001430-T1	DBVPG3775_003432-T1
GF00001464	DBVPG4380_013425-T1	DBVPG3775_001133-T1
GF00001465	DBVPG4380_001446-T1	DBVPG3775_001137-T1
GF00001466	DBVPG4380_001459-T1	DBVPG3775_001564-T1
GF00001467	DBVPG4380_001468-T1	DBVPG3775_001554-T1
GF00001468	DBVPG4380_002476-T1	DBVPG3775_006476-T1
GF00001469	DBVPG4380_001485-T1	DBVPG3775_006482-T1
GF00001470	DBVPG4380_001482-T1	DBVPG3775_006479-T1
GF00001471	DBVPG4380_001483-T1	DBVPG3775_006480-T1
