	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000678	DBVPG4380_004032-T1, DBVPG4380_009674-T1, DBVPG4380_010787-T1	DBVPG3775_001475-T1, DBVPG3775_001476-T1, DBVPG3775_001478-T1
GF00000679	DBVPG4380_004037-T1, DBVPG4380_013298-T1, DBVPG4380_014696-T1, DBVPG4380_008172-T1	DBVPG3775_002791-T1, DBVPG3775_002792-T1
GF00000680	DBVPG4380_014063-T1, DBVPG4380_004283-T1, DBVPG4380_005114-T1, DBVPG4380_009523-T1, DBVPG4380_016318-T1	DBVPG3775_001393-T1
GF00000681	DBVPG4380_004093-T1, DBVPG4380_011443-T1, DBVPG4380_013264-T1, DBVPG4380_011444-T1	DBVPG3775_000109-T1, DBVPG3775_000110-T1
GF00000682	DBVPG4380_004123-T1, DBVPG4380_015532-T1, DBVPG4380_004124-T1, DBVPG4380_009508-T1, DBVPG4380_009509-T1	DBVPG3775_003080-T1
GF00000683	DBVPG4380_004154-T1, DBVPG4380_012139-T1, DBVPG4380_014460-T1, DBVPG4380_006058-T1, DBVPG4380_016155-T1	DBVPG3775_006894-T1
GF00000684	DBVPG4380_007204-T1, DBVPG4380_009532-T1, DBVPG4380_009531-T1, DBVPG4380_004568-T1	DBVPG3775_000035-T1, DBVPG3775_000036-T1
GF00000685	DBVPG4380_004296-T1, DBVPG4380_016001-T1, DBVPG4380_014697-T1, DBVPG4380_008112-T1, DBVPG4380_012038-T1	DBVPG3775_003407-T1
GF00000686	DBVPG4380_004329-T1, DBVPG4380_005025-T1, DBVPG4380_005024-T1, DBVPG4380_007429-T1	DBVPG3775_004384-T1, DBVPG3775_004385-T1
GF00000687	DBVPG4380_004354-T1, DBVPG4380_012841-T1, DBVPG4380_004357-T1, DBVPG4380_016285-T1, DBVPG4380_016258-T1	DBVPG3775_000803-T1
GF00000688	DBVPG4380_004358-T1, DBVPG4380_015091-T1, DBVPG4380_012842-T1, DBVPG4380_007734-T1, DBVPG4380_009034-T1	DBVPG3775_000802-T1
GF00000689	DBVPG4380_013005-T1, DBVPG4380_014145-T1, DBVPG4380_007751-T1, DBVPG4380_014011-T1, DBVPG4380_016337-T1	DBVPG3775_001452-T1
GF00000690	DBVPG4380_004382-T1, DBVPG4380_009823-T1, DBVPG4380_004798-T1, DBVPG4380_016121-T1, DBVPG4380_016054-T1	DBVPG3775_004131-T1
GF00000691	DBVPG4380_004426-T1, DBVPG4380_005248-T1, DBVPG4380_004547-T1, DBVPG4380_008191-T1	DBVPG3775_004342-T1, DBVPG3775_005988-T1
GF00000692	DBVPG4380_004432-T1, DBVPG4380_014649-T1, DBVPG4380_009117-T1, DBVPG4380_007028-T1	DBVPG3775_007465-T1, DBVPG3775_007466-T1
GF00000693	DBVPG4380_004538-T1, DBVPG4380_007783-T1, DBVPG4380_004539-T1, DBVPG4380_007782-T1	DBVPG3775_006176-T1, DBVPG3775_006177-T1
GF00000694	DBVPG4380_004569-T1, DBVPG4380_013797-T1, DBVPG4380_004570-T1, DBVPG4380_009289-T1	DBVPG3775_000033-T1, DBVPG3775_000034-T1
GF00000695	DBVPG4380_004694-T1, DBVPG4380_007976-T1, DBVPG4380_006338-T1, DBVPG4380_005597-T1	DBVPG3775_000188-T1, DBVPG3775_001284-T1
GF00000696	DBVPG4380_010918-T1, DBVPG4380_013669-T1, DBVPG4380_015278-T1, DBVPG4380_015442-T1, DBVPG4380_015438-T1	DBVPG3775_003242-T1
GF00000697	DBVPG4380_010234-T1, DBVPG4380_013624-T1, DBVPG4380_011406-T1, DBVPG4380_014157-T1	DBVPG3775_000436-T1, DBVPG3775_002489-T1
GF00000698	DBVPG4380_004789-T1, DBVPG4380_008616-T1, DBVPG4380_010041-T1, DBVPG4380_005103-T1	DBVPG3775_002530-T1, DBVPG3775_002937-T1
GF00000699	DBVPG4380_004833-T1, DBVPG4380_007522-T1, DBVPG4380_007523-T1, DBVPG4380_007524-T1	DBVPG3775_001294-T1, DBVPG3775_001295-T1
GF00000700	DBVPG4380_004835-T1, DBVPG4380_014377-T1, DBVPG4380_007520-T1, DBVPG4380_012948-T1, DBVPG4380_014294-T1	DBVPG3775_001292-T1
GF00000701	DBVPG4380_004858-T1, DBVPG4380_008805-T1, DBVPG4380_008852-T1, DBVPG4380_008901-T1	DBVPG3775_000351-T1, DBVPG3775_000395-T1
GF00000702	DBVPG4380_004868-T1, DBVPG4380_008410-T1, DBVPG4380_004869-T1, DBVPG4380_016210-T1	DBVPG3775_005285-T1, DBVPG3775_005286-T1
GF00000703	DBVPG4380_004891-T1, DBVPG4380_015320-T1, DBVPG4380_008491-T1, DBVPG4380_008956-T1, DBVPG4380_015759-T1	DBVPG3775_001399-T1
GF00000704	DBVPG4380_004917-T1, DBVPG4380_015876-T1, DBVPG4380_006345-T1, DBVPG4380_015345-T1	DBVPG3775_000581-T1, DBVPG3775_000582-T1
GF00000705	DBVPG4380_004943-T1, DBVPG4380_013023-T1, DBVPG4380_007669-T1, DBVPG4380_010783-T1, DBVPG4380_014799-T1	DBVPG3775_003645-T1
GF00000706	DBVPG4380_011392-T1, DBVPG4380_012907-T1, DBVPG4380_010064-T1, DBVPG4380_014351-T1, DBVPG4380_013701-T1	DBVPG3775_007309-T1
GF00000707	DBVPG4380_004958-T1, DBVPG4380_010126-T1, DBVPG4380_010493-T1, DBVPG4380_014944-T1, DBVPG4380_003540-T1	DBVPG3775_001604-T1
GF00000708	DBVPG4380_005016-T1, DBVPG4380_014509-T1, DBVPG4380_012048-T1, DBVPG4380_015653-T1, DBVPG4380_016356-T1	DBVPG3775_002653-T1
GF00000709	DBVPG4380_005130-T1, DBVPG4380_005360-T1, DBVPG4380_005131-T1	DBVPG3775_006644-T1, DBVPG3775_006657-T1, DBVPG3775_007548-T1
GF00000710	DBVPG4380_005159-T1, DBVPG4380_011031-T1, DBVPG4380_006441-T1, DBVPG4380_006694-T1	DBVPG3775_002625-T1, DBVPG3775_005890-T1
GF00000711	DBVPG4380_005210-T1, DBVPG4380_012383-T1, DBVPG4380_005213-T1, DBVPG4380_005211-T1	DBVPG3775_007565-T1, DBVPG3775_007587-T1
GF00000712	DBVPG4380_005236-T1, DBVPG4380_005750-T1, DBVPG4380_005749-T1, DBVPG4380_008219-T1	DBVPG3775_002481-T1, DBVPG3775_002482-T1
GF00000713	DBVPG4380_005258-T1, DBVPG4380_009559-T1, DBVPG4380_015074-T1, DBVPG4380_013358-T1, DBVPG4380_013932-T1	DBVPG3775_000053-T1
GF00000714	DBVPG4380_005494-T1, DBVPG4380_008025-T1, DBVPG4380_015860-T1, DBVPG4380_012603-T1, DBVPG4380_015852-T1	DBVPG3775_006990-T1
GF00000715	DBVPG4380_005606-T1, DBVPG4380_013975-T1, DBVPG4380_011607-T1, DBVPG4380_014711-T1, DBVPG4380_016064-T1	DBVPG3775_005852-T1
GF00000716	DBVPG4380_005640-T1, DBVPG4380_007655-T1, DBVPG4380_007917-T1, DBVPG4380_008385-T1	DBVPG3775_002694-T1, DBVPG3775_007068-T1
GF00000717	DBVPG4380_005668-T1, DBVPG4380_007962-T1, DBVPG4380_008154-T1, DBVPG4380_014855-T1, DBVPG4380_016104-T1	DBVPG3775_000407-T1
GF00000718	DBVPG4380_005706-T1, DBVPG4380_015659-T1, DBVPG4380_009130-T1, DBVPG4380_010013-T1, DBVPG4380_016250-T1	DBVPG3775_005877-T1
GF00000719	DBVPG4380_005708-T1, DBVPG4380_013197-T1, DBVPG4380_008171-T1, DBVPG4380_009152-T1	DBVPG3775_003570-T1, DBVPG3775_003571-T1
GF00000720	DBVPG4380_005808-T1, DBVPG4380_012235-T1, DBVPG4380_012940-T1, DBVPG4380_016300-T1, DBVPG4380_013082-T1	DBVPG3775_007172-T1
GF00000721	DBVPG4380_005836-T1, DBVPG4380_007383-T1, DBVPG4380_012760-T1, DBVPG4380_014057-T1	DBVPG3775_002760-T1, DBVPG3775_002761-T1
GF00000722	DBVPG4380_005882-T1, DBVPG4380_007370-T1, DBVPG4380_005883-T1, DBVPG4380_007371-T1	DBVPG3775_003064-T1, DBVPG3775_003065-T1
GF00000723	DBVPG4380_011837-T1, DBVPG4380_009317-T1, DBVPG4380_009982-T1, DBVPG4380_016202-T1, DBVPG4380_014297-T1	DBVPG3775_001719-T1
GF00000724	DBVPG4380_006009-T1, DBVPG4380_010450-T1, DBVPG4380_006010-T1, DBVPG4380_002204-T1	DBVPG3775_001663-T1, DBVPG3775_001664-T1
GF00000725	DBVPG4380_006238-T1, DBVPG4380_013634-T1, DBVPG4380_016117-T1, DBVPG4380_013900-T1, DBVPG4380_014987-T1	DBVPG3775_005864-T1
GF00000726	DBVPG4380_006304-T1, DBVPG4380_008868-T1, DBVPG4380_009994-T1, DBVPG4380_015898-T1, DBVPG4380_014245-T1	DBVPG3775_004010-T1
GF00000727	DBVPG4380_006347-T1, DBVPG4380_006407-T1, DBVPG4380_006406-T1, DBVPG4380_011385-T1	DBVPG3775_000584-T1, DBVPG3775_000585-T1
GF00000728	DBVPG4380_006461-T1, DBVPG4380_013495-T1, DBVPG4380_006462-T1, DBVPG4380_013263-T1, DBVPG4380_014170-T1	DBVPG3775_002472-T1
GF00000729	DBVPG4380_006480-T1, DBVPG4380_015887-T1, DBVPG4380_015313-T1, DBVPG4380_011482-T1, DBVPG4380_012179-T1	DBVPG3775_003140-T1
GF00000730	DBVPG4380_006657-T1, DBVPG4380_015810-T1, DBVPG4380_016046-T1, DBVPG4380_014875-T1	DBVPG3775_003817-T1, DBVPG3775_003818-T1
GF00000731	DBVPG4380_006735-T1, DBVPG4380_012669-T1, DBVPG4380_012510-T1, DBVPG4380_014709-T1	DBVPG3775_001034-T1, DBVPG3775_001035-T1
GF00000732	DBVPG4380_009388-T1, DBVPG4380_015682-T1, DBVPG4380_015493-T1, DBVPG4380_010543-T1	DBVPG3775_001743-T1, DBVPG3775_001744-T1
GF00000733	DBVPG4380_006864-T1, DBVPG4380_012050-T1, DBVPG4380_015836-T1, DBVPG4380_010568-T1, DBVPG4380_016194-T1	DBVPG3775_006997-T1
GF00000734	DBVPG4380_006884-T1, DBVPG4380_010321-T1, DBVPG4380_008945-T1, DBVPG4380_013253-T1, DBVPG4380_012655-T1	DBVPG3775_001166-T1
GF00000735	DBVPG4380_006933-T1, DBVPG4380_013568-T1, DBVPG4380_012943-T1, DBVPG4380_015282-T1	DBVPG3775_003048-T1, DBVPG3775_007570-T1
GF00000736	DBVPG4380_006986-T1, DBVPG4380_007815-T1, DBVPG4380_013899-T1, DBVPG4380_015805-T1, DBVPG4380_014986-T1	DBVPG3775_005865-T1
GF00000737	DBVPG4380_007007-T1, DBVPG4380_012979-T1, DBVPG4380_012521-T1, DBVPG4380_014628-T1, DBVPG4380_015486-T1	DBVPG3775_004581-T1
GF00000738	DBVPG4380_007069-T1, DBVPG4380_014304-T1, DBVPG4380_015499-T1, DBVPG4380_015645-T1, DBVPG4380_008932-T1	DBVPG3775_001363-T1
GF00000739	DBVPG4380_007188-T1, DBVPG4380_011941-T1, DBVPG4380_011483-T1, DBVPG4380_014747-T1	DBVPG3775_004488-T1, DBVPG3775_004492-T1
GF00000740	DBVPG4380_007215-T1, DBVPG4380_008770-T1, DBVPG4380_016192-T1, DBVPG4380_010593-T1	DBVPG3775_000295-T1, DBVPG3775_000296-T1
GF00000741	DBVPG4380_007452-T1, DBVPG4380_013884-T1, DBVPG4380_008341-T1, DBVPG4380_014283-T1, DBVPG4380_016067-T1	DBVPG3775_002544-T1
GF00000742	DBVPG4380_007809-T1, DBVPG4380_014773-T1, DBVPG4380_011229-T1, DBVPG4380_013959-T1, DBVPG4380_015260-T1	DBVPG3775_000928-T1
GF00000743	DBVPG4380_007851-T1, DBVPG4380_011432-T1, DBVPG4380_014835-T1, DBVPG4380_007852-T1	DBVPG3775_001030-T1, DBVPG3775_001031-T1
GF00000744	DBVPG4380_007862-T1, DBVPG4380_011257-T1, DBVPG4380_011366-T1, DBVPG4380_007863-T1	DBVPG3775_005916-T1, DBVPG3775_005917-T1
GF00000745	DBVPG4380_007902-T1, DBVPG4380_011453-T1, DBVPG4380_007903-T1, DBVPG4380_013250-T1, DBVPG4380_014515-T1	DBVPG3775_001583-T1
GF00000746	DBVPG4380_007919-T1, DBVPG4380_014507-T1, DBVPG4380_010192-T1, DBVPG4380_008383-T1, DBVPG4380_009577-T1	DBVPG3775_002692-T1
GF00000747	DBVPG4380_007964-T1, DBVPG4380_010817-T1, DBVPG4380_014896-T1, DBVPG4380_009098-T1, DBVPG4380_015925-T1	DBVPG3775_000408-T1
GF00000748	DBVPG4380_007974-T1, DBVPG4380_013952-T1, DBVPG4380_013951-T1, DBVPG4380_013175-T1	DBVPG3775_002124-T1, DBVPG3775_002125-T1
GF00000749	DBVPG4380_008218-T1, DBVPG4380_013505-T1, DBVPG4380_015347-T1, DBVPG4380_016363-T1	DBVPG3775_002479-T1, DBVPG3775_002480-T1
GF00000750	DBVPG4380_008279-T1, DBVPG4380_009076-T1, DBVPG4380_009450-T1, DBVPG4380_013213-T1	DBVPG3775_004179-T1, DBVPG3775_004180-T1
GF00000751	DBVPG4380_008287-T1, DBVPG4380_015225-T1, DBVPG4380_015794-T1, DBVPG4380_009804-T1, DBVPG4380_014881-T1	DBVPG3775_001184-T1
GF00000752	DBVPG4380_008345-T1, DBVPG4380_011948-T1, DBVPG4380_011546-T1, DBVPG4380_012061-T1, DBVPG4380_015046-T1	DBVPG3775_004741-T1
GF00000753	DBVPG4380_008365-T1, DBVPG4380_011239-T1, DBVPG4380_011240-T1, DBVPG4380_008366-T1	DBVPG3775_004072-T1, DBVPG3775_004074-T1
GF00000754	DBVPG4380_008479-T1, DBVPG4380_015496-T1, DBVPG4380_011197-T1, DBVPG4380_012671-T1	DBVPG3775_007011-T1, DBVPG3775_007506-T1
GF00000755	DBVPG4380_008519-T1, DBVPG4380_012900-T1, DBVPG4380_016004-T1, DBVPG4380_016027-T1, DBVPG4380_015866-T1	DBVPG3775_001711-T1
GF00000756	DBVPG4380_008796-T1, DBVPG4380_009112-T1, DBVPG4380_011173-T1, DBVPG4380_009110-T1	DBVPG3775_004230-T1, DBVPG3775_004232-T1
GF00000757	DBVPG4380_009007-T1, DBVPG4380_015434-T1, DBVPG4380_014481-T1, DBVPG4380_015615-T1	DBVPG3775_003238-T1, DBVPG3775_003239-T1
GF00000758	DBVPG4380_009119-T1, DBVPG4380_009697-T1, DBVPG4380_010140-T1, DBVPG4380_010141-T1	DBVPG3775_004394-T1, DBVPG3775_004395-T1
GF00000759	DBVPG4380_009206-T1, DBVPG4380_015706-T1, DBVPG4380_015978-T1, DBVPG4380_015281-T1, DBVPG4380_013768-T1	DBVPG3775_006359-T1
GF00000760	DBVPG4380_009339-T1, DBVPG4380_015511-T1, DBVPG4380_010536-T1, DBVPG4380_009778-T1, DBVPG4380_012008-T1	DBVPG3775_005408-T1
GF00000761	DBVPG4380_009378-T1, DBVPG4380_010458-T1, DBVPG4380_010333-T1, DBVPG4380_009910-T1	DBVPG3775_001255-T1, DBVPG3775_004808-T1
GF00000762	DBVPG4380_009380-T1, DBVPG4380_010093-T1, DBVPG4380_010092-T1, DBVPG4380_010478-T1	DBVPG3775_001506-T1, DBVPG3775_001507-T1
GF00000763	DBVPG4380_009390-T1, DBVPG4380_012976-T1, DBVPG4380_009681-T1, DBVPG4380_014817-T1, DBVPG4380_015790-T1	DBVPG3775_001746-T1
GF00000764	DBVPG4380_009485-T1, DBVPG4380_014476-T1, DBVPG4380_015239-T1, DBVPG4380_009486-T1, DBVPG4380_014327-T1	DBVPG3775_001736-T1
GF00000765	DBVPG4380_009505-T1, DBVPG4380_014437-T1, DBVPG4380_013825-T1, DBVPG4380_015070-T1, DBVPG4380_014684-T1	DBVPG3775_002854-T1
GF00000766	DBVPG4380_009517-T1, DBVPG4380_013333-T1, DBVPG4380_009644-T1, DBVPG4380_010892-T1, DBVPG4380_014522-T1	DBVPG3775_006707-T1
GF00000767	DBVPG4380_009518-T1, DBVPG4380_013332-T1, DBVPG4380_011827-T1, DBVPG4380_009519-T1	DBVPG3775_006705-T1, DBVPG3775_006706-T1
GF00000768	DBVPG4380_009600-T1, DBVPG4380_011134-T1, DBVPG4380_011133-T1, DBVPG4380_009601-T1	DBVPG3775_000733-T1, DBVPG3775_000735-T1
GF00000769	DBVPG4380_010052-T1, DBVPG4380_012068-T1, DBVPG4380_011142-T1, DBVPG4380_011458-T1	DBVPG3775_002509-T1, DBVPG3775_002510-T1
GF00000770	DBVPG4380_010154-T1, DBVPG4380_011220-T1, DBVPG4380_012419-T1, DBVPG4380_012418-T1	DBVPG3775_002448-T1, DBVPG3775_002449-T1
GF00000771	DBVPG4380_010530-T1, DBVPG4380_014585-T1, DBVPG4380_011520-T1, DBVPG4380_016292-T1, DBVPG4380_013621-T1	DBVPG3775_001344-T1
GF00000772	DBVPG4380_010720-T1, DBVPG4380_014667-T1, DBVPG4380_012874-T1, DBVPG4380_011993-T1, DBVPG4380_015986-T1	DBVPG3775_005089-T1
GF00000773	DBVPG4380_011593-T1, DBVPG4380_014016-T1, DBVPG4380_015779-T1, DBVPG4380_012215-T1, DBVPG4380_013689-T1	DBVPG3775_003581-T1
GF00000774	DBVPG4380_012550-T1, DBVPG4380_013242-T1, DBVPG4380_014087-T1, DBVPG4380_012599-T1, DBVPG4380_012725-T1	DBVPG3775_003631-T1
GF00000775	DBVPG4380_012941-T1, DBVPG4380_013083-T1, DBVPG4380_015695-T1, DBVPG4380_016355-T1, DBVPG4380_014735-T1	DBVPG3775_007171-T1
GF00000776	DBVPG4380_000007-T1, DBVPG4380_013583-T1, DBVPG4380_008683-T1	DBVPG3775_001806-T1, DBVPG3775_003929-T1
GF00000777	DBVPG4380_000008-T1, DBVPG4380_004877-T1, DBVPG4380_010954-T1	DBVPG3775_003928-T1, DBVPG3775_005323-T1
GF00000778	DBVPG4380_000043-T1, DBVPG4380_005384-T1, DBVPG4380_005481-T1	DBVPG3775_003895-T1, DBVPG3775_005155-T1
GF00000779	DBVPG4380_000072-T1, DBVPG4380_000430-T1	DBVPG3775_003864-T1, DBVPG3775_003865-T1, DBVPG3775_007402-T1
GF00000780	DBVPG4380_004156-T1, DBVPG4380_006057-T1, DBVPG4380_004155-T1	DBVPG3775_006892-T1, DBVPG3775_006893-T1
GF00000781	DBVPG4380_000074-T1, DBVPG4380_006127-T1, DBVPG4380_011580-T1, DBVPG4380_015367-T1	DBVPG3775_000122-T1
GF00000782	DBVPG4380_000099-T1, DBVPG4380_010669-T1, DBVPG4380_000459-T1	DBVPG3775_004833-T1, DBVPG3775_007364-T1
GF00000783	DBVPG4380_000128-T1, DBVPG4380_000692-T1, DBVPG4380_013089-T1	DBVPG3775_003755-T1, DBVPG3775_004868-T1
GF00000784	DBVPG4380_008174-T1, DBVPG4380_004039-T1, DBVPG4380_015050-T1, DBVPG4380_011038-T1	DBVPG3775_002787-T1
GF00000785	DBVPG4380_009983-T1, DBVPG4380_008521-T1, DBVPG4380_009315-T1	DBVPG3775_001713-T1, DBVPG3775_001718-T1
GF00000786	DBVPG4380_000152-T1, DBVPG4380_011722-T1, DBVPG4380_007567-T1	DBVPG3775_005873-T1, DBVPG3775_006642-T1
GF00000787	DBVPG4380_000158-T1, DBVPG4380_003673-T1, DBVPG4380_011644-T1	DBVPG3775_003968-T1, DBVPG3775_005483-T1
GF00000788	DBVPG4380_015408-T1, DBVPG4380_003801-T1, DBVPG4380_010616-T1, DBVPG4380_012852-T1	DBVPG3775_000661-T1
GF00000789	DBVPG4380_000162-T1, DBVPG4380_005817-T1, DBVPG4380_000634-T1	DBVPG3775_003023-T1, DBVPG3775_003964-T1
GF00000790	DBVPG4380_009489-T1, DBVPG4380_013589-T1, DBVPG4380_015032-T1, DBVPG4380_011903-T1	DBVPG3775_005929-T1
GF00000791	DBVPG4380_000193-T1	DBVPG3775_004894-T1, DBVPG3775_004895-T1, DBVPG3775_004896-T1, DBVPG3775_004897-T1
GF00000792	DBVPG4380_000208-T1, DBVPG4380_005994-T1, DBVPG4380_014159-T1	DBVPG3775_000282-T1, DBVPG3775_004913-T1
GF00000793	DBVPG4380_000236-T1, DBVPG4380_012702-T1, DBVPG4380_012609-T1	DBVPG3775_002427-T1, DBVPG3775_004637-T1
GF00000794	DBVPG4380_000240-T1, DBVPG4380_002731-T1, DBVPG4380_005938-T1	DBVPG3775_004633-T1, DBVPG3775_006862-T1
GF00000795	DBVPG4380_000255-T1, DBVPG4380_010930-T1, DBVPG4380_012152-T1	DBVPG3775_001533-T1, DBVPG3775_007489-T1
GF00000796	DBVPG4380_000262-T1, DBVPG4380_000264-T1, DBVPG4380_000263-T1	DBVPG3775_007518-T1, DBVPG3775_007554-T1
GF00000797	DBVPG4380_010618-T1, DBVPG4380_009266-T1, DBVPG4380_012850-T1	DBVPG3775_000659-T1, DBVPG3775_004659-T1
GF00000798	DBVPG4380_000289-T1, DBVPG4380_001278-T1	DBVPG3775_003652-T1, DBVPG3775_004667-T1, DBVPG3775_004668-T1
GF00000799	DBVPG4380_001885-T1	DBVPG3775_007559-T1, DBVPG3775_007561-T1, DBVPG3775_007592-T1, DBVPG3775_007596-T1
GF00000800	DBVPG4380_000292-T1, DBVPG4380_011048-T1, DBVPG4380_009862-T1	DBVPG3775_000994-T1, DBVPG3775_004672-T1
GF00000801	DBVPG4380_011963-T1, DBVPG4380_015719-T1, DBVPG4380_000580-T1, DBVPG4380_008820-T1	DBVPG3775_007331-T1
GF00000802	DBVPG4380_000309-T1, DBVPG4380_015498-T1, DBVPG4380_013740-T1	DBVPG3775_006325-T1, DBVPG3775_006326-T1
GF00000803	DBVPG4380_000317-T1, DBVPG4380_014375-T1, DBVPG4380_015045-T1, DBVPG4380_012657-T1	DBVPG3775_006334-T1
GF00000804	DBVPG4380_000348-T1, DBVPG4380_007985-T1, DBVPG4380_007986-T1	DBVPG3775_007279-T1, DBVPG3775_007280-T1
GF00000805	DBVPG4380_011477-T1, DBVPG4380_010948-T1, DBVPG4380_007020-T1, DBVPG4380_015452-T1	DBVPG3775_000900-T1
GF00000806	DBVPG4380_000369-T1, DBVPG4380_002455-T1, DBVPG4380_009187-T1, DBVPG4380_015192-T1	DBVPG3775_007299-T1
GF00000807	DBVPG4380_000373-T1, DBVPG4380_014869-T1, DBVPG4380_014868-T1	DBVPG3775_002211-T1, DBVPG3775_002212-T1
GF00000808	DBVPG4380_000405-T1, DBVPG4380_004416-T1, DBVPG4380_007856-T1	DBVPG3775_006752-T1, DBVPG3775_006767-T1
GF00000809	DBVPG4380_015378-T1, DBVPG4380_003267-T1, DBVPG4380_015838-T1, DBVPG4380_014206-T1	DBVPG3775_002321-T1
GF00000810	DBVPG4380_000434-T1, DBVPG4380_002961-T1, DBVPG4380_007730-T1	DBVPG3775_006400-T1, DBVPG3775_007398-T1
GF00000811	DBVPG4380_010580-T1, DBVPG4380_005825-T1, DBVPG4380_005824-T1, DBVPG4380_013256-T1	DBVPG3775_003530-T1
GF00000812	DBVPG4380_000450-T1, DBVPG4380_011352-T1, DBVPG4380_011658-T1, DBVPG4380_004226-T1	DBVPG3775_007454-T1
GF00000813	DBVPG4380_000455-T1, DBVPG4380_010195-T1, DBVPG4380_006512-T1, DBVPG4380_016331-T1	DBVPG3775_007359-T1
GF00000814	DBVPG4380_000468-T1, DBVPG4380_004326-T1, DBVPG4380_004327-T1	DBVPG3775_004381-T1, DBVPG3775_004382-T1
GF00000815	DBVPG4380_000499-T1, DBVPG4380_015751-T1, DBVPG4380_014916-T1, DBVPG4380_016262-T1	DBVPG3775_005031-T1
GF00000816	DBVPG4380_009959-T1, DBVPG4380_011901-T1, DBVPG4380_004011-T1	DBVPG3775_002054-T1, DBVPG3775_002055-T1
GF00000817	DBVPG4380_000530-T1, DBVPG4380_003406-T1, DBVPG4380_013560-T1	DBVPG3775_007390-T1, DBVPG3775_007391-T1
GF00000818	DBVPG4380_008246-T1, DBVPG4380_007848-T1, DBVPG4380_004679-T1	DBVPG3775_001026-T1, DBVPG3775_001027-T1
GF00000819	DBVPG4380_000549-T1, DBVPG4380_000550-T1	DBVPG3775_002280-T1, DBVPG3775_002281-T1, DBVPG3775_002282-T1
GF00000820	DBVPG4380_000556-T1, DBVPG4380_015988-T1, DBVPG4380_016053-T1, DBVPG4380_013187-T1	DBVPG3775_002274-T1
GF00000821	DBVPG4380_000594-T1, DBVPG4380_010276-T1, DBVPG4380_016352-T1, DBVPG4380_011026-T1	DBVPG3775_006088-T1
GF00000822	DBVPG4380_000595-T1, DBVPG4380_010144-T1, DBVPG4380_005276-T1	DBVPG3775_004398-T1, DBVPG3775_004399-T1
GF00000823	DBVPG4380_000603-T1, DBVPG4380_014332-T1, DBVPG4380_015709-T1, DBVPG4380_015847-T1	DBVPG3775_004408-T1
GF00000824	DBVPG4380_000618-T1, DBVPG4380_010801-T1, DBVPG4380_013260-T1, DBVPG4380_012707-T1	DBVPG3775_004424-T1
GF00000825	DBVPG4380_000638-T1, DBVPG4380_004477-T1, DBVPG4380_005442-T1	DBVPG3775_003027-T1, DBVPG3775_003845-T1
GF00000826	DBVPG4380_000648-T1, DBVPG4380_003975-T1, DBVPG4380_000653-T1	DBVPG3775_003268-T1, DBVPG3775_003269-T1
GF00000827	DBVPG4380_000649-T1, DBVPG4380_003976-T1, DBVPG4380_005359-T1	DBVPG3775_003267-T1, DBVPG3775_006656-T1
GF00000828	DBVPG4380_009057-T1, DBVPG4380_016172-T1, DBVPG4380_007721-T1, DBVPG4380_010136-T1	DBVPG3775_005897-T1
GF00000829	DBVPG4380_000654-T1, DBVPG4380_008105-T1, DBVPG4380_009777-T1, DBVPG4380_002213-T1	DBVPG3775_003262-T1
GF00000830	DBVPG4380_000656-T1, DBVPG4380_008351-T1, DBVPG4380_008282-T1	DBVPG3775_004892-T1, DBVPG3775_007188-T1
GF00000831	DBVPG4380_000659-T1, DBVPG4380_011793-T1, DBVPG4380_009609-T1	DBVPG3775_000881-T1, DBVPG3775_004888-T1
GF00000832	DBVPG4380_004739-T1, DBVPG4380_006582-T1, DBVPG4380_004742-T1	DBVPG3775_000511-T1, DBVPG3775_000512-T1
GF00000833	DBVPG4380_000667-T1, DBVPG4380_001408-T1	DBVPG3775_004880-T1, DBVPG3775_007539-T1, DBVPG3775_007588-T1
GF00000834	DBVPG4380_000673-T1, DBVPG4380_003769-T1, DBVPG4380_001344-T1	DBVPG3775_004872-T1, DBVPG3775_007371-T1
GF00000835	DBVPG4380_008724-T1, DBVPG4380_013427-T1, DBVPG4380_015541-T1	DBVPG3775_006794-T1, DBVPG3775_006795-T1
GF00000836	DBVPG4380_002758-T1, DBVPG4380_012380-T1, DBVPG4380_003659-T1, DBVPG4380_009586-T1	DBVPG3775_001974-T1
GF00000837	DBVPG4380_000698-T1, DBVPG4380_014452-T1, DBVPG4380_007075-T1, DBVPG4380_001954-T1	DBVPG3775_003762-T1
GF00000838	DBVPG4380_000713-T1, DBVPG4380_013393-T1, DBVPG4380_001973-T1, DBVPG4380_013227-T1	DBVPG3775_004157-T1
GF00000839	DBVPG4380_000726-T1, DBVPG4380_015210-T1, DBVPG4380_011102-T1, DBVPG4380_007303-T1	DBVPG3775_005397-T1
GF00000840	DBVPG4380_000734-T1, DBVPG4380_006403-T1, DBVPG4380_006402-T1	DBVPG3775_005388-T1, DBVPG3775_005389-T1
GF00000841	DBVPG4380_000738-T1, DBVPG4380_007166-T1, DBVPG4380_015857-T1, DBVPG4380_006523-T1	DBVPG3775_005384-T1
GF00000842	DBVPG4380_000775-T1, DBVPG4380_012935-T1, DBVPG4380_013499-T1, DBVPG4380_014980-T1	DBVPG3775_002592-T1
