	Rhodotorula_mucilaginosa_TFCN_54D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001191	TFCN54D1_009949-T1	DBVPG3775_000726-T1
GF00001192	TFCN54D1_009095-T1	DBVPG3775_003324-T1
GF00001193	TFCN54D1_009121-T1	DBVPG3775_003296-T1
GF00001194	TFCN54D1_009131-T1	DBVPG3775_003286-T1
GF00001195	TFCN54D1_009265-T1	DBVPG3775_007439-T1
GF00001196	TFCN54D1_009553-T1	DBVPG3775_006127-T1
GF00001197	TFCN54D1_010100-T1	DBVPG3775_006108-T1
GF00001198	TFCN54D1_010104-T1	DBVPG3775_006102-T1
GF00001199	TFCN54D1_009773-T1	DBVPG3775_004273-T1
GF00001200	TFCN54D1_012693-T1	DBVPG3775_000554-T1
GF00001201	TFCN54D1_010782-T1	DBVPG3775_004276-T1
GF00001202	TFCN54D1_010189-T1	DBVPG3775_006665-T1
GF00001203	TFCN54D1_011750-T1	DBVPG3775_007021-T1
GF00001204	TFCN54D1_010253-T1	DBVPG3775_007015-T1
GF00001205	TFCN54D1_011745-T1	DBVPG3775_007014-T1
GF00001206	TFCN54D1_012170-T1	DBVPG3775_002330-T1
GF00001207	TFCN54D1_011445-T1	DBVPG3775_002335-T1
GF00001208	TFCN54D1_010582-T1	DBVPG3775_001899-T1
GF00001209	TFCN54D1_010689-T1	DBVPG3775_006364-T1
GF00001210	TFCN54D1_010692-T1	DBVPG3775_006360-T1
GF00001211	TFCN54D1_010719-T1	DBVPG3775_006352-T1
GF00001212	TFCN54D1_010772-T1	DBVPG3775_004265-T1
GF00001213	TFCN54D1_010776-T1	DBVPG3775_004269-T1
GF00001214	TFCN54D1_010950-T1	DBVPG3775_004585-T1
GF00001215	TFCN54D1_011075-T1	DBVPG3775_007210-T1
GF00001216	TFCN54D1_011567-T1	DBVPG3775_002551-T1
GF00001217	TFCN54D1_011864-T1	DBVPG3775_006651-T1
GF00001218	TFCN54D1_011899-T1	DBVPG3775_002865-T1
GF00001219	TFCN54D1_012395-T1	DBVPG3775_002866-T1
GF00001220	TFCN54D1_012351-T1	DBVPG3775_003399-T1
GF00001221	TFCN54D1_012651-T1	DBVPG3775_007500-T1
GF00001222	TFCN54D1_012570-T1	DBVPG3775_006544-T1
GF00001223	TFCN54D1_012839-T1	DBVPG3775_007558-T1
GF00001224	TFCN54D1_011556-T1	DBVPG3775_002540-T1
GF00001225	TFCN54D1_001953-T1	DBVPG3775_000421-T1
GF00001226	TFCN54D1_012456-T1	DBVPG3775_004831-T1
GF00001227	TFCN54D1_010007-T1	DBVPG3775_004627-T1
GF00001228	TFCN54D1_000001-T1	DBVPG3775_006279-T1
GF00001229	TFCN54D1_012578-T1	DBVPG3775_006275-T1
GF00001230	TFCN54D1_012577-T1	DBVPG3775_006274-T1
GF00001231	TFCN54D1_012576-T1	DBVPG3775_006273-T1
GF00001232	TFCN54D1_000007-T1	DBVPG3775_006272-T1
GF00001233	TFCN54D1_002962-T1	DBVPG3775_007157-T1
GF00001234	TFCN54D1_005816-T1	DBVPG3775_006268-T1
GF00001235	TFCN54D1_000022-T1	DBVPG3775_006247-T1
GF00001236	TFCN54D1_000024-T1	DBVPG3775_006245-T1
GF00001237	TFCN54D1_000027-T1	DBVPG3775_006240-T1
GF00001238	TFCN54D1_005838-T1	DBVPG3775_006239-T1
GF00001239	TFCN54D1_005839-T1	DBVPG3775_006238-T1
GF00001240	TFCN54D1_000032-T1	DBVPG3775_006233-T1
GF00001241	TFCN54D1_000033-T1	DBVPG3775_006232-T1
GF00001242	TFCN54D1_000034-T1	DBVPG3775_006229-T1
GF00001243	TFCN54D1_000036-T1	DBVPG3775_006227-T1
GF00001244	TFCN54D1_005853-T1	DBVPG3775_006934-T1
GF00001245	TFCN54D1_000040-T1	DBVPG3775_006936-T1
GF00001246	TFCN54D1_000044-T1	DBVPG3775_006942-T1
GF00001247	TFCN54D1_005863-T1	DBVPG3775_006949-T1
GF00001248	TFCN54D1_010799-T1	DBVPG3775_005359-T1
GF00001249	TFCN54D1_005875-T1	DBVPG3775_006969-T1
GF00001250	TFCN54D1_005876-T1	DBVPG3775_006970-T1
GF00001251	TFCN54D1_000065-T1	DBVPG3775_006971-T1
GF00001252	TFCN54D1_001574-T1	DBVPG3775_003767-T1
GF00001253	TFCN54D1_005880-T1	DBVPG3775_006973-T1
GF00001254	TFCN54D1_011865-T1	DBVPG3775_006652-T1
GF00001255	TFCN54D1_003780-T1	DBVPG3775_006414-T1
GF00001256	TFCN54D1_003615-T1	DBVPG3775_002391-T1
GF00001257	TFCN54D1_000074-T1	DBVPG3775_006412-T1
GF00001258	TFCN54D1_000076-T1	DBVPG3775_006409-T1
GF00001259	TFCN54D1_003774-T1	DBVPG3775_006408-T1
GF00001260	TFCN54D1_000078-T1	DBVPG3775_006407-T1
GF00001261	TFCN54D1_004672-T1	DBVPG3775_004121-T1
GF00001262	TFCN54D1_000083-T1	DBVPG3775_006422-T1
GF00001263	TFCN54D1_000086-T1	DBVPG3775_006428-T1
GF00001264	TFCN54D1_012421-T1	DBVPG3775_006794-T1
GF00001265	TFCN54D1_000089-T1	DBVPG3775_006431-T1
GF00001266	TFCN54D1_000090-T1	DBVPG3775_006432-T1
GF00001267	TFCN54D1_000091-T1	DBVPG3775_006433-T1
GF00001268	TFCN54D1_000092-T1	DBVPG3775_006434-T1
GF00001269	TFCN54D1_003797-T1	DBVPG3775_006435-T1
GF00001270	TFCN54D1_000094-T1	DBVPG3775_006436-T1
GF00001271	TFCN54D1_000096-T1	DBVPG3775_003178-T1
GF00001272	TFCN54D1_004885-T1	DBVPG3775_003175-T1
GF00001273	TFCN54D1_000100-T1	DBVPG3775_003174-T1
GF00001274	TFCN54D1_004887-T1	DBVPG3775_003173-T1
GF00001275	TFCN54D1_000103-T1	DBVPG3775_003171-T1
GF00001276	TFCN54D1_000105-T1	DBVPG3775_003169-T1
GF00001277	TFCN54D1_000106-T1	DBVPG3775_003168-T1
GF00001278	TFCN54D1_004893-T1	DBVPG3775_003167-T1
GF00001279	TFCN54D1_002879-T1	DBVPG3775_003893-T1
GF00001280	TFCN54D1_001859-T1	DBVPG3775_001039-T1
GF00001281	TFCN54D1_000108-T1	DBVPG3775_003166-T1
GF00001282	TFCN54D1_000109-T1	DBVPG3775_003165-T1
GF00001283	TFCN54D1_000110-T1	DBVPG3775_003164-T1
GF00001284	TFCN54D1_000114-T1	DBVPG3775_003158-T1
GF00001285	TFCN54D1_000115-T1	DBVPG3775_003157-T1
GF00001286	TFCN54D1_004905-T1	DBVPG3775_003155-T1
GF00001287	TFCN54D1_008465-T1	DBVPG3775_004061-T1
GF00001288	TFCN54D1_000121-T1	DBVPG3775_003150-T1
GF00001289	TFCN54D1_004911-T1	DBVPG3775_003146-T1
GF00001290	TFCN54D1_004912-T1	DBVPG3775_003145-T1
GF00001291	TFCN54D1_000128-T1	DBVPG3775_003144-T1
GF00001292	TFCN54D1_000131-T1	DBVPG3775_003141-T1
GF00001293	TFCN54D1_000132-T1	DBVPG3775_003140-T1
GF00001294	TFCN54D1_006285-T1	DBVPG3775_003139-T1
GF00001295	TFCN54D1_000137-T1	DBVPG3775_003135-T1
GF00001296	TFCN54D1_001485-T1	DBVPG3775_005021-T1
GF00001297	TFCN54D1_000140-T1	DBVPG3775_003132-T1
GF00001298	TFCN54D1_006291-T1	DBVPG3775_003131-T1
GF00001299	TFCN54D1_000144-T1	DBVPG3775_003128-T1
GF00001300	TFCN54D1_006294-T1	DBVPG3775_003127-T1
GF00001301	TFCN54D1_000148-T1	DBVPG3775_003124-T1
GF00001302	TFCN54D1_000150-T1	DBVPG3775_003121-T1
GF00001303	TFCN54D1_000151-T1	DBVPG3775_003120-T1
GF00001304	TFCN54D1_000152-T1	DBVPG3775_003118-T1
GF00001305	TFCN54D1_006302-T1	DBVPG3775_003117-T1
GF00001306	TFCN54D1_000833-T1	DBVPG3775_001081-T1
GF00001307	TFCN54D1_000157-T1	DBVPG3775_003111-T1
GF00001308	TFCN54D1_000158-T1	DBVPG3775_003110-T1
GF00001309	TFCN54D1_000159-T1	DBVPG3775_003109-T1
GF00001310	TFCN54D1_000161-T1	DBVPG3775_003106-T1
GF00001311	TFCN54D1_000166-T1	DBVPG3775_003101-T1
GF00001312	TFCN54D1_000168-T1	DBVPG3775_003099-T1
GF00001313	TFCN54D1_006317-T1	DBVPG3775_003097-T1
GF00001314	TFCN54D1_006321-T1	DBVPG3775_003094-T1
GF00001315	TFCN54D1_006322-T1	DBVPG3775_003093-T1
GF00001316	TFCN54D1_000175-T1	DBVPG3775_003092-T1
GF00001317	TFCN54D1_006324-T1	DBVPG3775_003091-T1
GF00001318	TFCN54D1_000177-T1	DBVPG3775_003089-T1
GF00001319	TFCN54D1_006326-T1	DBVPG3775_003088-T1
GF00001320	TFCN54D1_000180-T1	DBVPG3775_003086-T1
GF00001321	TFCN54D1_000181-T1	DBVPG3775_003085-T1
GF00001322	TFCN54D1_006331-T1	DBVPG3775_003083-T1
GF00001323	TFCN54D1_000184-T1	DBVPG3775_003082-T1
GF00001324	TFCN54D1_012222-T1	DBVPG3775_002542-T1
GF00001325	TFCN54D1_005389-T1	DBVPG3775_003668-T1
GF00001326	TFCN54D1_009263-T1	DBVPG3775_007436-T1
GF00001327	TFCN54D1_006340-T1	DBVPG3775_003074-T1
GF00001328	TFCN54D1_006342-T1	DBVPG3775_003073-T1
GF00001329	TFCN54D1_000195-T1	DBVPG3775_003068-T1
GF00001330	TFCN54D1_000196-T1	DBVPG3775_003067-T1
GF00001331	TFCN54D1_010589-T1	DBVPG3775_001891-T1
GF00001332	TFCN54D1_000200-T1	DBVPG3775_003063-T1
GF00001333	TFCN54D1_000202-T1	DBVPG3775_003061-T1
GF00001334	TFCN54D1_006353-T1	DBVPG3775_003060-T1
GF00001335	TFCN54D1_000204-T1	DBVPG3775_003059-T1
GF00001336	TFCN54D1_006355-T1	DBVPG3775_003058-T1
GF00001337	TFCN54D1_006356-T1	DBVPG3775_003057-T1
GF00001338	TFCN54D1_000207-T1	DBVPG3775_003056-T1
GF00001339	TFCN54D1_006358-T1	DBVPG3775_003055-T1
GF00001340	TFCN54D1_000209-T1	DBVPG3775_003054-T1
GF00001341	TFCN54D1_000210-T1	DBVPG3775_003053-T1
GF00001342	TFCN54D1_000827-T1	DBVPG3775_003052-T1
GF00001343	TFCN54D1_000823-T1	DBVPG3775_003050-T1
GF00001344	TFCN54D1_000216-T1	DBVPG3775_005046-T1
GF00001345	TFCN54D1_000217-T1	DBVPG3775_005047-T1
GF00001346	TFCN54D1_000816-T1	DBVPG3775_005048-T1
GF00001347	TFCN54D1_000219-T1	DBVPG3775_005049-T1
GF00001348	TFCN54D1_006032-T1	DBVPG3775_001924-T1
GF00001349	TFCN54D1_002694-T1	DBVPG3775_002155-T1
GF00001350	TFCN54D1_000813-T1	DBVPG3775_005052-T1
GF00001351	TFCN54D1_000222-T1	DBVPG3775_005053-T1
GF00001352	TFCN54D1_000225-T1	DBVPG3775_005056-T1
GF00001353	TFCN54D1_000226-T1	DBVPG3775_005057-T1
GF00001354	TFCN54D1_000227-T1	DBVPG3775_005058-T1
GF00001355	TFCN54D1_000228-T1	DBVPG3775_005059-T1
GF00001356	TFCN54D1_000805-T1	DBVPG3775_005061-T1
GF00001357	TFCN54D1_000233-T1	DBVPG3775_005066-T1
GF00001358	TFCN54D1_000238-T1	DBVPG3775_005072-T1
GF00001359	TFCN54D1_000239-T1	DBVPG3775_005073-T1
GF00001360	TFCN54D1_000793-T1	DBVPG3775_005076-T1
GF00001361	TFCN54D1_000242-T1	DBVPG3775_005077-T1
GF00001362	TFCN54D1_000244-T1	DBVPG3775_005081-T1
GF00001363	TFCN54D1_000252-T1	DBVPG3775_005092-T1
GF00001364	TFCN54D1_000254-T1	DBVPG3775_005095-T1
GF00001365	TFCN54D1_000255-T1	DBVPG3775_005096-T1
GF00001366	TFCN54D1_000257-T1	DBVPG3775_005098-T1
GF00001367	TFCN54D1_000258-T1	DBVPG3775_005099-T1
GF00001368	TFCN54D1_000772-T1	DBVPG3775_005100-T1
GF00001369	TFCN54D1_000261-T1	DBVPG3775_005102-T1
GF00001370	TFCN54D1_000262-T1	DBVPG3775_005103-T1
GF00001371	TFCN54D1_000263-T1	DBVPG3775_005104-T1
GF00001372	TFCN54D1_000265-T1	DBVPG3775_005107-T1
GF00001373	TFCN54D1_000266-T1	DBVPG3775_005108-T1
GF00001374	TFCN54D1_000763-T1	DBVPG3775_005110-T1
GF00001375	TFCN54D1_000269-T1	DBVPG3775_005111-T1
GF00001376	TFCN54D1_000275-T1	DBVPG3775_005117-T1
GF00001377	TFCN54D1_000756-T1	DBVPG3775_005118-T1
GF00001378	TFCN54D1_000277-T1	DBVPG3775_005119-T1
GF00001379	TFCN54D1_000279-T1	DBVPG3775_005121-T1
GF00001380	TFCN54D1_000284-T1	DBVPG3775_005126-T1
GF00001381	TFCN54D1_000288-T1	DBVPG3775_005130-T1
GF00001382	TFCN54D1_000289-T1	DBVPG3775_005131-T1
GF00001383	TFCN54D1_000290-T1	DBVPG3775_005132-T1
GF00001384	TFCN54D1_000291-T1	DBVPG3775_005133-T1
GF00001385	TFCN54D1_000292-T1	DBVPG3775_005134-T1
GF00001386	TFCN54D1_000740-T1	DBVPG3775_005136-T1
GF00001387	TFCN54D1_000739-T1	DBVPG3775_005137-T1
GF00001388	TFCN54D1_000296-T1	DBVPG3775_005138-T1
GF00001389	TFCN54D1_000737-T1	DBVPG3775_005139-T1
GF00001390	TFCN54D1_000298-T1	DBVPG3775_005140-T1
GF00001391	TFCN54D1_000299-T1	DBVPG3775_005142-T1
GF00001392	TFCN54D1_000301-T1	DBVPG3775_007308-T1
GF00001393	TFCN54D1_000303-T1	DBVPG3775_007310-T1
GF00001394	TFCN54D1_000374-T1	DBVPG3775_000069-T1
GF00001395	TFCN54D1_010417-T1	DBVPG3775_007312-T1
GF00001396	TFCN54D1_010418-T1	DBVPG3775_007313-T1
GF00001397	TFCN54D1_010419-T1	DBVPG3775_007315-T1
GF00001398	TFCN54D1_000308-T1	DBVPG3775_007316-T1
GF00001399	TFCN54D1_000309-T1	DBVPG3775_007317-T1
GF00001400	TFCN54D1_010424-T1	DBVPG3775_007320-T1
GF00001401	TFCN54D1_000312-T1	DBVPG3775_007321-T1
GF00001402	TFCN54D1_010426-T1	DBVPG3775_007322-T1
GF00001403	TFCN54D1_009079-T1	DBVPG3775_000706-T1
GF00001404	TFCN54D1_010429-T1	DBVPG3775_000002-T1
GF00001405	TFCN54D1_000320-T1	DBVPG3775_000004-T1
GF00001406	TFCN54D1_000321-T1	DBVPG3775_000005-T1
GF00001407	TFCN54D1_000322-T1	DBVPG3775_000006-T1
GF00001408	TFCN54D1_000323-T1	DBVPG3775_000007-T1
GF00001409	TFCN54D1_000325-T1	DBVPG3775_000009-T1
GF00001410	TFCN54D1_000330-T1	DBVPG3775_000014-T1
GF00001411	TFCN54D1_000332-T1	DBVPG3775_000016-T1
GF00001412	TFCN54D1_000335-T1	DBVPG3775_000018-T1
GF00001413	TFCN54D1_005808-T1	DBVPG3775_000022-T1
GF00001414	TFCN54D1_005807-T1	DBVPG3775_000023-T1
GF00001415	TFCN54D1_000346-T1	DBVPG3775_000030-T1
GF00001416	TFCN54D1_004280-T1	DBVPG3775_001713-T1
GF00001417	TFCN54D1_000345-T1	DBVPG3775_000029-T1
GF00001418	TFCN54D1_000347-T1	DBVPG3775_000031-T1
GF00001419	TFCN54D1_000350-T1	DBVPG3775_000036-T1
GF00001420	TFCN54D1_003493-T1	DBVPG3775_000306-T1
GF00001421	TFCN54D1_005791-T1	DBVPG3775_000041-T1
GF00001422	TFCN54D1_005790-T1	DBVPG3775_000042-T1
GF00001423	TFCN54D1_000355-T1	DBVPG3775_000043-T1
GF00001424	TFCN54D1_000356-T1	DBVPG3775_000044-T1
GF00001425	TFCN54D1_000358-T1	DBVPG3775_000046-T1
GF00001426	TFCN54D1_003221-T1	DBVPG3775_001000-T1
GF00001427	TFCN54D1_011901-T1	DBVPG3775_002868-T1
GF00001428	TFCN54D1_000365-T1	DBVPG3775_000055-T1
GF00001429	TFCN54D1_005777-T1	DBVPG3775_000056-T1
GF00001430	TFCN54D1_008083-T1	DBVPG3775_004645-T1
GF00001431	TFCN54D1_012432-T1	DBVPG3775_006782-T1
GF00001432	TFCN54D1_008314-T1	DBVPG3775_004770-T1
GF00001433	TFCN54D1_005770-T1	DBVPG3775_000066-T1
GF00001434	TFCN54D1_005769-T1	DBVPG3775_000067-T1
GF00001435	TFCN54D1_000376-T1	DBVPG3775_000072-T1
GF00001436	TFCN54D1_005764-T1	DBVPG3775_000074-T1
GF00001437	TFCN54D1_005763-T1	DBVPG3775_000075-T1
GF00001438	TFCN54D1_000382-T1	DBVPG3775_000078-T1
GF00001439	TFCN54D1_000384-T1	DBVPG3775_000080-T1
GF00001440	TFCN54D1_000387-T1	DBVPG3775_000083-T1
GF00001441	TFCN54D1_005754-T1	DBVPG3775_000086-T1
GF00001442	TFCN54D1_000392-T1	DBVPG3775_000089-T1
GF00001443	TFCN54D1_005751-T1	DBVPG3775_000090-T1
GF00001444	TFCN54D1_005750-T1	DBVPG3775_000091-T1
GF00001445	TFCN54D1_000396-T1	DBVPG3775_000093-T1
GF00001446	TFCN54D1_000399-T1	DBVPG3775_000098-T1
GF00001447	TFCN54D1_002772-T1	DBVPG3775_006045-T1
GF00001448	TFCN54D1_000400-T1	DBVPG3775_000099-T1
GF00001449	TFCN54D1_009253-T1	DBVPG3775_000101-T1
GF00001450	TFCN54D1_000404-T1	DBVPG3775_000104-T1
GF00001451	TFCN54D1_002870-T1	DBVPG3775_003884-T1
GF00001452	TFCN54D1_000406-T1	DBVPG3775_000106-T1
GF00001453	TFCN54D1_000407-T1	DBVPG3775_000107-T1
GF00001454	TFCN54D1_009245-T1	DBVPG3775_000112-T1
GF00001455	TFCN54D1_009244-T1	DBVPG3775_000113-T1
GF00001456	TFCN54D1_009242-T1	DBVPG3775_000115-T1
GF00001457	TFCN54D1_000415-T1	DBVPG3775_000116-T1
GF00001458	TFCN54D1_000416-T1	DBVPG3775_000117-T1
GF00001459	TFCN54D1_009237-T1	DBVPG3775_000121-T1
GF00001460	TFCN54D1_009234-T1	DBVPG3775_000124-T1
GF00001461	TFCN54D1_000423-T1	DBVPG3775_000125-T1
GF00001462	TFCN54D1_009232-T1	DBVPG3775_000126-T1
GF00001463	TFCN54D1_009231-T1	DBVPG3775_000127-T1
GF00001464	TFCN54D1_000429-T1	DBVPG3775_000132-T1
GF00001465	TFCN54D1_000430-T1	DBVPG3775_000133-T1
GF00001466	TFCN54D1_009227-T1	DBVPG3775_000134-T1
GF00001467	TFCN54D1_009226-T1	DBVPG3775_000135-T1
GF00001468	TFCN54D1_000433-T1	DBVPG3775_000136-T1
GF00001469	TFCN54D1_000434-T1	DBVPG3775_000137-T1
GF00001470	TFCN54D1_000435-T1	DBVPG3775_000138-T1
GF00001471	TFCN54D1_000436-T1	DBVPG3775_000139-T1
GF00001472	TFCN54D1_000439-T1	DBVPG3775_000142-T1
GF00001473	TFCN54D1_000442-T1	DBVPG3775_000147-T1
GF00001474	TFCN54D1_000445-T1	DBVPG3775_000152-T1
GF00001475	TFCN54D1_000447-T1	DBVPG3775_000154-T1
GF00001476	TFCN54D1_000449-T1	DBVPG3775_000156-T1
GF00001477	TFCN54D1_006493-T1	DBVPG3775_000157-T1
GF00001478	TFCN54D1_006492-T1	DBVPG3775_000158-T1
GF00001479	TFCN54D1_006491-T1	DBVPG3775_000159-T1
GF00001480	TFCN54D1_000453-T1	DBVPG3775_000160-T1
GF00001481	TFCN54D1_000454-T1	DBVPG3775_000161-T1
GF00001482	TFCN54D1_000455-T1	DBVPG3775_000162-T1
GF00001483	TFCN54D1_000458-T1	DBVPG3775_000165-T1
GF00001484	TFCN54D1_000461-T1	DBVPG3775_000169-T1
GF00001485	TFCN54D1_000463-T1	DBVPG3775_000171-T1
GF00001486	TFCN54D1_000464-T1	DBVPG3775_000172-T1
GF00001487	TFCN54D1_004837-T1	DBVPG3775_003231-T1
GF00001488	TFCN54D1_000467-T1	DBVPG3775_000177-T1
GF00001489	TFCN54D1_000468-T1	DBVPG3775_000178-T1
GF00001490	TFCN54D1_006475-T1	DBVPG3775_000180-T1
GF00001491	TFCN54D1_000471-T1	DBVPG3775_000181-T1
GF00001492	TFCN54D1_006473-T1	DBVPG3775_000183-T1
GF00001493	TFCN54D1_000474-T1	DBVPG3775_000184-T1
GF00001494	TFCN54D1_006470-T1	DBVPG3775_000187-T1
GF00001495	TFCN54D1_000477-T1	DBVPG3775_000188-T1
GF00001496	TFCN54D1_006465-T1	DBVPG3775_000197-T1
GF00001497	TFCN54D1_000486-T1	DBVPG3775_000198-T1
GF00001498	TFCN54D1_000487-T1	DBVPG3775_000199-T1
GF00001499	TFCN54D1_000488-T1	DBVPG3775_000200-T1
GF00001500	TFCN54D1_000489-T1	DBVPG3775_000201-T1
GF00001501	TFCN54D1_006458-T1	DBVPG3775_000205-T1
GF00001502	TFCN54D1_000494-T1	DBVPG3775_000209-T1
GF00001503	TFCN54D1_000495-T1	DBVPG3775_000210-T1
GF00001504	TFCN54D1_006453-T1	DBVPG3775_000212-T1
GF00001505	TFCN54D1_000498-T1	DBVPG3775_000213-T1
GF00001506	TFCN54D1_000500-T1	DBVPG3775_000214-T1
GF00001507	TFCN54D1_000503-T1	DBVPG3775_000217-T1
GF00001508	TFCN54D1_006446-T1	DBVPG3775_000218-T1
GF00001509	TFCN54D1_000509-T1	DBVPG3775_000223-T1
GF00001510	TFCN54D1_006441-T1	DBVPG3775_000224-T1
GF00001511	TFCN54D1_006438-T1	DBVPG3775_000239-T1
GF00001512	TFCN54D1_003549-T1	DBVPG3775_000240-T1
GF00001513	TFCN54D1_003548-T1	DBVPG3775_000241-T1
GF00001514	TFCN54D1_000518-T1	DBVPG3775_000242-T1
GF00001515	TFCN54D1_000519-T1	DBVPG3775_000243-T1
GF00001516	TFCN54D1_000520-T1	DBVPG3775_000244-T1
GF00001517	TFCN54D1_000521-T1	DBVPG3775_000245-T1
GF00001518	TFCN54D1_003542-T1	DBVPG3775_000247-T1
GF00001519	TFCN54D1_000526-T1	DBVPG3775_000252-T1
GF00001520	TFCN54D1_003536-T1	DBVPG3775_000255-T1
GF00001521	TFCN54D1_004587-T1	DBVPG3775_001459-T1
GF00001522	TFCN54D1_004761-T1	DBVPG3775_004472-T1
GF00001523	TFCN54D1_000534-T1	DBVPG3775_000261-T1
GF00001524	TFCN54D1_000535-T1	DBVPG3775_000262-T1
GF00001525	TFCN54D1_000537-T1	DBVPG3775_000264-T1
GF00001526	TFCN54D1_003528-T1	DBVPG3775_000265-T1
GF00001527	TFCN54D1_000539-T1	DBVPG3775_000266-T1
GF00001528	TFCN54D1_000540-T1	DBVPG3775_000267-T1
GF00001529	TFCN54D1_009126-T1	DBVPG3775_003291-T1
GF00001530	TFCN54D1_003523-T1	DBVPG3775_000270-T1
GF00001531	TFCN54D1_003521-T1	DBVPG3775_000272-T1
GF00001532	TFCN54D1_000546-T1	DBVPG3775_000274-T1
GF00001533	TFCN54D1_000547-T1	DBVPG3775_000275-T1
GF00001534	TFCN54D1_000548-T1	DBVPG3775_000276-T1
GF00001535	TFCN54D1_000549-T1	DBVPG3775_000277-T1
GF00001536	TFCN54D1_000550-T1	DBVPG3775_000279-T1
GF00001537	TFCN54D1_000551-T1	DBVPG3775_000280-T1
GF00001538	TFCN54D1_003510-T1	DBVPG3775_000286-T1
GF00001539	TFCN54D1_000558-T1	DBVPG3775_000289-T1
GF00001540	TFCN54D1_000559-T1	DBVPG3775_000290-T1
GF00001541	TFCN54D1_000560-T1	DBVPG3775_000291-T1
GF00001542	TFCN54D1_003504-T1	DBVPG3775_000292-T1
GF00001543	TFCN54D1_001051-T1	DBVPG3775_002885-T1
GF00001544	TFCN54D1_000566-T1	DBVPG3775_000299-T1
GF00001545	TFCN54D1_008409-T1	DBVPG3775_004304-T1
GF00001546	TFCN54D1_000570-T1	DBVPG3775_004305-T1
GF00001547	TFCN54D1_000572-T1	DBVPG3775_004307-T1
GF00001548	TFCN54D1_000575-T1	DBVPG3775_004312-T1
GF00001549	TFCN54D1_008400-T1	DBVPG3775_004313-T1
GF00001550	TFCN54D1_000577-T1	DBVPG3775_004314-T1
GF00001551	TFCN54D1_000578-T1	DBVPG3775_004315-T1
GF00001552	TFCN54D1_008397-T1	DBVPG3775_004316-T1
GF00001553	TFCN54D1_008396-T1	DBVPG3775_004317-T1
GF00001554	TFCN54D1_000584-T1	DBVPG3775_004321-T1
GF00001555	TFCN54D1_008391-T1	DBVPG3775_004322-T1
GF00001556	TFCN54D1_008390-T1	DBVPG3775_004323-T1
GF00001557	TFCN54D1_000589-T1	DBVPG3775_004328-T1
GF00001558	TFCN54D1_000591-T1	DBVPG3775_004330-T1
GF00001559	TFCN54D1_008381-T1	DBVPG3775_004334-T1
GF00001560	TFCN54D1_000596-T1	DBVPG3775_004337-T1
GF00001561	TFCN54D1_008370-T1	DBVPG3775_004349-T1
GF00001562	TFCN54D1_008424-T1	DBVPG3775_004109-T1
GF00001563	TFCN54D1_004634-T1	DBVPG3775_004162-T1
GF00001564	TFCN54D1_000615-T1	DBVPG3775_004106-T1
GF00001565	TFCN54D1_000616-T1	DBVPG3775_004105-T1
GF00001566	TFCN54D1_008428-T1	DBVPG3775_004104-T1
GF00001567	TFCN54D1_000619-T1	DBVPG3775_004102-T1
GF00001568	TFCN54D1_008431-T1	DBVPG3775_004101-T1
GF00001569	TFCN54D1_008432-T1	DBVPG3775_004100-T1
GF00001570	TFCN54D1_000625-T1	DBVPG3775_004096-T1
GF00001571	TFCN54D1_008436-T1	DBVPG3775_004095-T1
GF00001572	TFCN54D1_000627-T1	DBVPG3775_004094-T1
GF00001573	TFCN54D1_008438-T1	DBVPG3775_004093-T1
GF00001574	TFCN54D1_000629-T1	DBVPG3775_004092-T1
GF00001575	TFCN54D1_008440-T1	DBVPG3775_004091-T1
GF00001576	TFCN54D1_000632-T1	DBVPG3775_004088-T1
GF00001577	TFCN54D1_001951-T1	DBVPG3775_004137-T1
GF00001578	TFCN54D1_008447-T1	DBVPG3775_004082-T1
GF00001579	TFCN54D1_008448-T1	DBVPG3775_004081-T1
GF00001580	TFCN54D1_008450-T1	DBVPG3775_004079-T1
GF00001581	TFCN54D1_000640-T1	DBVPG3775_004078-T1
GF00001582	TFCN54D1_000641-T1	DBVPG3775_004077-T1
GF00001583	TFCN54D1_008453-T1	DBVPG3775_004076-T1
GF00001584	TFCN54D1_008454-T1	DBVPG3775_004075-T1
GF00001585	TFCN54D1_000645-T1	DBVPG3775_004071-T1
GF00001586	TFCN54D1_008458-T1	DBVPG3775_004070-T1
GF00001587	TFCN54D1_000647-T1	DBVPG3775_004069-T1
GF00001588	TFCN54D1_008460-T1	DBVPG3775_004068-T1
GF00001589	TFCN54D1_000653-T1	DBVPG3775_004059-T1
GF00001590	TFCN54D1_008468-T1	DBVPG3775_004058-T1
GF00001591	TFCN54D1_007301-T1	DBVPG3775_004769-T1
GF00001592	TFCN54D1_000656-T1	DBVPG3775_004056-T1
GF00001593	TFCN54D1_000658-T1	DBVPG3775_004054-T1
GF00001594	TFCN54D1_002146-T1	DBVPG3775_005817-T1
GF00001595	TFCN54D1_000662-T1	DBVPG3775_004050-T1
GF00001596	TFCN54D1_008476-T1	DBVPG3775_004049-T1
GF00001597	TFCN54D1_000664-T1	DBVPG3775_004048-T1
GF00001598	TFCN54D1_008478-T1	DBVPG3775_004047-T1
GF00001599	TFCN54D1_011143-T1	DBVPG3775_004045-T1
