	Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00001095	TFCN1702E3373_005821-T1	DBVPG3775_000553-T1
GF00001096	TFCN1702E3373_007769-T1	DBVPG3775_000452-T1
GF00001097	TFCN1702E3373_005865-T1	DBVPG3775_000438-T1
GF00001098	TFCN1702E3373_010666-T1	DBVPG3775_003444-T1
GF00001099	TFCN1702E3373_008559-T1	DBVPG3775_001466-T1
GF00001100	TFCN1702E3373_006457-T1	DBVPG3775_007332-T1
GF00001101	TFCN1702E3373_006461-T1	DBVPG3775_007336-T1
GF00001102	TFCN1702E3373_009207-T1	DBVPG3775_005273-T1
GF00001103	TFCN1702E3373_009206-T1	DBVPG3775_005275-T1
GF00001104	TFCN1702E3373_006583-T1	DBVPG3775_005291-T1
GF00001105	TFCN1702E3373_012214-T1	DBVPG3775_005326-T1
GF00001106	TFCN1702E3373_006708-T1	DBVPG3775_006449-T1
GF00001107	TFCN1702E3373_006715-T1	DBVPG3775_006456-T1
GF00001108	TFCN1702E3373_006735-T1	DBVPG3775_006979-T1
GF00001109	TFCN1702E3373_006766-T1	DBVPG3775_007011-T1
GF00001110	TFCN1702E3373_012940-T1	DBVPG3775_006084-T1
GF00001111	TFCN1702E3373_007128-T1	DBVPG3775_006623-T1
GF00001112	TFCN1702E3373_007425-T1	DBVPG3775_005925-T1
GF00001113	TFCN1702E3373_007729-T1	DBVPG3775_007537-T1
GF00001114	TFCN1702E3373_012901-T1	DBVPG3775_000571-T1
GF00001115	TFCN1702E3373_007592-T1	DBVPG3775_007599-T1
GF00001116	TFCN1702E3373_008089-T1	DBVPG3775_006819-T1
GF00001117	TFCN1702E3373_011686-T1	DBVPG3775_004504-T1
GF00001118	TFCN1702E3373_012871-T1	DBVPG3775_004523-T1
GF00001119	TFCN1702E3373_008283-T1	DBVPG3775_004546-T1
GF00001120	TFCN1702E3373_010418-T1	DBVPG3775_004550-T1
GF00001121	TFCN1702E3373_010416-T1	DBVPG3775_004552-T1
GF00001122	TFCN1702E3373_008299-T1	DBVPG3775_005659-T1
GF00001123	TFCN1702E3373_008315-T1	DBVPG3775_005643-T1
GF00001124	TFCN1702E3373_009714-T1	DBVPG3775_007267-T1
GF00001125	TFCN1702E3373_008341-T1	DBVPG3775_007263-T1
GF00001126	TFCN1702E3373_013138-T1	DBVPG3775_005816-T1
GF00001127	TFCN1702E3373_008989-T1	DBVPG3775_006660-T1
GF00001128	TFCN1702E3373_008579-T1	DBVPG3775_006482-T1
GF00001129	TFCN1702E3373_008600-T1	DBVPG3775_006785-T1
GF00001130	TFCN1702E3373_008623-T1	DBVPG3775_006807-T1
GF00001131	TFCN1702E3373_008661-T1	DBVPG3775_000001-T1
GF00001132	TFCN1702E3373_008676-T1	DBVPG3775_000017-T1
GF00001133	TFCN1702E3373_008680-T1	DBVPG3775_000021-T1
GF00001134	TFCN1702E3373_008696-T1	DBVPG3775_005964-T1
GF00001135	TFCN1702E3373_010585-T1	DBVPG3775_000980-T1
GF00001136	TFCN1702E3373_010904-T1	DBVPG3775_006688-T1
GF00001137	TFCN1702E3373_009034-T1	DBVPG3775_002540-T1
GF00001138	TFCN1702E3373_009045-T1	DBVPG3775_002551-T1
GF00001139	TFCN1702E3373_009187-T1	DBVPG3775_004683-T1
GF00001140	TFCN1702E3373_009295-T1	DBVPG3775_004484-T1
GF00001141	TFCN1702E3373_012685-T1	DBVPG3775_006537-T1
GF00001142	TFCN1702E3373_014494-T1	DBVPG3775_002600-T1
GF00001143	TFCN1702E3373_009686-T1	DBVPG3775_007291-T1
GF00001144	TFCN1702E3373_009692-T1	DBVPG3775_007297-T1
GF00001145	TFCN1702E3373_009804-T1	DBVPG3775_002137-T1
GF00001146	TFCN1702E3373_009805-T1	DBVPG3775_002138-T1
GF00001147	TFCN1702E3373_009810-T1	DBVPG3775_002143-T1
GF00001148	TFCN1702E3373_011496-T1	DBVPG3775_003961-T1
GF00001149	TFCN1702E3373_010288-T1	DBVPG3775_006381-T1
GF00001150	TFCN1702E3373_014420-T1	DBVPG3775_002592-T1
GF00001151	TFCN1702E3373_010490-T1	DBVPG3775_001527-T1
GF00001152	TFCN1702E3373_013405-T1	DBVPG3775_006129-T1
GF00001153	TFCN1702E3373_011634-T1	DBVPG3775_003261-T1
GF00001154	TFCN1702E3373_010806-T1	DBVPG3775_003279-T1
GF00001155	TFCN1702E3373_011841-T1	DBVPG3775_003951-T1
GF00001156	TFCN1702E3373_011645-T1	DBVPG3775_003249-T1
GF00001157	TFCN1702E3373_011809-T1	DBVPG3775_000767-T1
GF00001158	TFCN1702E3373_011953-T1	DBVPG3775_002770-T1
GF00001159	TFCN1702E3373_012320-T1	DBVPG3775_002764-T1
GF00001160	TFCN1702E3373_012345-T1	DBVPG3775_002740-T1
GF00001161	TFCN1702E3373_012763-T1	DBVPG3775_001495-T1
GF00001162	TFCN1702E3373_012768-T1	DBVPG3775_001499-T1
GF00001163	TFCN1702E3373_012243-T1	DBVPG3775_004695-T1
GF00001164	TFCN1702E3373_013869-T1	DBVPG3775_004707-T1
GF00001165	TFCN1702E3373_014437-T1	DBVPG3775_002330-T1
GF00001166	TFCN1702E3373_013088-T1	DBVPG3775_000909-T1
GF00001167	TFCN1702E3373_013185-T1	DBVPG3775_007014-T1
GF00001168	TFCN1702E3373_013201-T1	DBVPG3775_007028-T1
GF00001169	TFCN1702E3373_013479-T1	DBVPG3775_007208-T1
GF00001170	TFCN1702E3373_013514-T1	DBVPG3775_006747-T1
GF00001171	TFCN1702E3373_013541-T1	DBVPG3775_002351-T1
GF00001172	TFCN1702E3373_014015-T1	DBVPG3775_006544-T1
GF00001173	TFCN1702E3373_014589-T1	DBVPG3775_002120-T1
GF00001174	TFCN1702E3373_014609-T1	DBVPG3775_007563-T1
GF00001175	TFCN1702E3373_001937-T1	DBVPG3775_000421-T1
GF00001176	TFCN1702E3373_002047-T1	DBVPG3775_001043-T1
GF00001177	TFCN1702E3373_004253-T1	DBVPG3775_003458-T1
GF00001178	TFCN1702E3373_014032-T1	DBVPG3775_004831-T1
GF00001179	TFCN1702E3373_000002-T1	DBVPG3775_003052-T1
GF00001180	TFCN1702E3373_000006-T1	DBVPG3775_003050-T1
GF00001181	TFCN1702E3373_000007-T1	DBVPG3775_003049-T1
GF00001182	TFCN1702E3373_000563-T1	DBVPG3775_005045-T1
GF00001183	TFCN1702E3373_000564-T1	DBVPG3775_005046-T1
GF00001184	TFCN1702E3373_000565-T1	DBVPG3775_005047-T1
GF00001185	TFCN1702E3373_000566-T1	DBVPG3775_005048-T1
GF00001186	TFCN1702E3373_013446-T1	DBVPG3775_001924-T1
GF00001187	TFCN1702E3373_009740-T1	DBVPG3775_002155-T1
GF00001188	TFCN1702E3373_000017-T1	DBVPG3775_005052-T1
GF00001189	TFCN1702E3373_000018-T1	DBVPG3775_005053-T1
GF00001190	TFCN1702E3373_000575-T1	DBVPG3775_005056-T1
GF00001191	TFCN1702E3373_000576-T1	DBVPG3775_005057-T1
GF00001192	TFCN1702E3373_000023-T1	DBVPG3775_005058-T1
GF00001193	TFCN1702E3373_000024-T1	DBVPG3775_005059-T1
GF00001194	TFCN1702E3373_000025-T1	DBVPG3775_005060-T1
GF00001195	TFCN1702E3373_000026-T1	DBVPG3775_005061-T1
GF00001196	TFCN1702E3373_000582-T1	DBVPG3775_005063-T1
GF00001197	TFCN1702E3373_000583-T1	DBVPG3775_005064-T1
GF00001198	TFCN1702E3373_000032-T1	DBVPG3775_005066-T1
GF00001199	TFCN1702E3373_010046-T1	DBVPG3775_005067-T1
GF00001200	TFCN1702E3373_000034-T1	DBVPG3775_005068-T1
GF00001201	TFCN1702E3373_010048-T1	DBVPG3775_005069-T1
GF00001202	TFCN1702E3373_000038-T1	DBVPG3775_005072-T1
GF00001203	TFCN1702E3373_000039-T1	DBVPG3775_005073-T1
GF00001204	TFCN1702E3373_000040-T1	DBVPG3775_005074-T1
GF00001205	TFCN1702E3373_010054-T1	DBVPG3775_005075-T1
GF00001206	TFCN1702E3373_010055-T1	DBVPG3775_005076-T1
GF00001207	TFCN1702E3373_000043-T1	DBVPG3775_005077-T1
GF00001208	TFCN1702E3373_000046-T1	DBVPG3775_005081-T1
GF00001209	TFCN1702E3373_006644-T1	DBVPG3775_002852-T1
GF00001210	TFCN1702E3373_010062-T1	DBVPG3775_005086-T1
GF00001211	TFCN1702E3373_000052-T1	DBVPG3775_005087-T1
GF00001212	TFCN1702E3373_000053-T1	DBVPG3775_005088-T1
GF00001213	TFCN1702E3373_000054-T1	DBVPG3775_005089-T1
GF00001214	TFCN1702E3373_000055-T1	DBVPG3775_005090-T1
GF00001215	TFCN1702E3373_000056-T1	DBVPG3775_005091-T1
GF00001216	TFCN1702E3373_000057-T1	DBVPG3775_005092-T1
GF00001217	TFCN1702E3373_000058-T1	DBVPG3775_005093-T1
GF00001218	TFCN1702E3373_000059-T1	DBVPG3775_005094-T1
GF00001219	TFCN1702E3373_000060-T1	DBVPG3775_005095-T1
GF00001220	TFCN1702E3373_010072-T1	DBVPG3775_005096-T1
GF00001221	TFCN1702E3373_000063-T1	DBVPG3775_005098-T1
GF00001222	TFCN1702E3373_000064-T1	DBVPG3775_005099-T1
GF00001223	TFCN1702E3373_000065-T1	DBVPG3775_005100-T1
GF00001224	TFCN1702E3373_000067-T1	DBVPG3775_005102-T1
GF00001225	TFCN1702E3373_000068-T1	DBVPG3775_005103-T1
GF00001226	TFCN1702E3373_000069-T1	DBVPG3775_005104-T1
GF00001227	TFCN1702E3373_010081-T1	DBVPG3775_005105-T1
GF00001228	TFCN1702E3373_000071-T1	DBVPG3775_005106-T1
GF00001229	TFCN1702E3373_000072-T1	DBVPG3775_005107-T1
GF00001230	TFCN1702E3373_000073-T1	DBVPG3775_005108-T1
GF00001231	TFCN1702E3373_000075-T1	DBVPG3775_005110-T1
GF00001232	TFCN1702E3373_000076-T1	DBVPG3775_005111-T1
GF00001233	TFCN1702E3373_000078-T1	DBVPG3775_005113-T1
GF00001234	TFCN1702E3373_010090-T1	DBVPG3775_005114-T1
GF00001235	TFCN1702E3373_000082-T1	DBVPG3775_005117-T1
GF00001236	TFCN1702E3373_000083-T1	DBVPG3775_005118-T1
GF00001237	TFCN1702E3373_012424-T1	DBVPG3775_005119-T1
GF00001238	TFCN1702E3373_000086-T1	DBVPG3775_005121-T1
GF00001239	TFCN1702E3373_000089-T1	DBVPG3775_005124-T1
GF00001240	TFCN1702E3373_012418-T1	DBVPG3775_005125-T1
GF00001241	TFCN1702E3373_012417-T1	DBVPG3775_005126-T1
GF00001242	TFCN1702E3373_000092-T1	DBVPG3775_005127-T1
GF00001243	TFCN1702E3373_012415-T1	DBVPG3775_005128-T1
GF00001244	TFCN1702E3373_012413-T1	DBVPG3775_005130-T1
GF00001245	TFCN1702E3373_012412-T1	DBVPG3775_005131-T1
GF00001246	TFCN1702E3373_012411-T1	DBVPG3775_005132-T1
GF00001247	TFCN1702E3373_012409-T1	DBVPG3775_005134-T1
GF00001248	TFCN1702E3373_000102-T1	DBVPG3775_005136-T1
GF00001249	TFCN1702E3373_000103-T1	DBVPG3775_005137-T1
GF00001250	TFCN1702E3373_000105-T1	DBVPG3775_005139-T1
GF00001251	TFCN1702E3373_012402-T1	DBVPG3775_005140-T1
GF00001252	TFCN1702E3373_012401-T1	DBVPG3775_005141-T1
GF00001253	TFCN1702E3373_000108-T1	DBVPG3775_005142-T1
GF00001254	TFCN1702E3373_006916-T1	DBVPG3775_003973-T1
GF00001255	TFCN1702E3373_006917-T1	DBVPG3775_003974-T1
GF00001256	TFCN1702E3373_000118-T1	DBVPG3775_003975-T1
GF00001257	TFCN1702E3373_006919-T1	DBVPG3775_003976-T1
GF00001258	TFCN1702E3373_006920-T1	DBVPG3775_003977-T1
GF00001259	TFCN1702E3373_000121-T1	DBVPG3775_003978-T1
GF00001260	TFCN1702E3373_006922-T1	DBVPG3775_003979-T1
GF00001261	TFCN1702E3373_006926-T1	DBVPG3775_003983-T1
GF00001262	TFCN1702E3373_000127-T1	DBVPG3775_003985-T1
GF00001263	TFCN1702E3373_000128-T1	DBVPG3775_003986-T1
GF00001264	TFCN1702E3373_000129-T1	DBVPG3775_003987-T1
GF00001265	TFCN1702E3373_000130-T1	DBVPG3775_003988-T1
GF00001266	TFCN1702E3373_006933-T1	DBVPG3775_003989-T1
GF00001267	TFCN1702E3373_006934-T1	DBVPG3775_003990-T1
GF00001268	TFCN1702E3373_006935-T1	DBVPG3775_003991-T1
GF00001269	TFCN1702E3373_006938-T1	DBVPG3775_003996-T1
GF00001270	TFCN1702E3373_000137-T1	DBVPG3775_003998-T1
GF00001271	TFCN1702E3373_006941-T1	DBVPG3775_003999-T1
GF00001272	TFCN1702E3373_000139-T1	DBVPG3775_004000-T1
GF00001273	TFCN1702E3373_006943-T1	DBVPG3775_004001-T1
GF00001274	TFCN1702E3373_000142-T1	DBVPG3775_004003-T1
GF00001275	TFCN1702E3373_000143-T1	DBVPG3775_004004-T1
GF00001276	TFCN1702E3373_000144-T1	DBVPG3775_004005-T1
GF00001277	TFCN1702E3373_006948-T1	DBVPG3775_004006-T1
GF00001278	TFCN1702E3373_000146-T1	DBVPG3775_004007-T1
GF00001279	TFCN1702E3373_006952-T1	DBVPG3775_004010-T1
GF00001280	TFCN1702E3373_006953-T1	DBVPG3775_004011-T1
GF00001281	TFCN1702E3373_006954-T1	DBVPG3775_004012-T1
GF00001282	TFCN1702E3373_000153-T1	DBVPG3775_004013-T1
GF00001283	TFCN1702E3373_000154-T1	DBVPG3775_004014-T1
GF00001284	TFCN1702E3373_006957-T1	DBVPG3775_004015-T1
GF00001285	TFCN1702E3373_000157-T1	DBVPG3775_004017-T1
GF00001286	TFCN1702E3373_000158-T1	DBVPG3775_004018-T1
GF00001287	TFCN1702E3373_000160-T1	DBVPG3775_004020-T1
GF00001288	TFCN1702E3373_000161-T1	DBVPG3775_004021-T1
GF00001289	TFCN1702E3373_006965-T1	DBVPG3775_004022-T1
GF00001290	TFCN1702E3373_000163-T1	DBVPG3775_004023-T1
GF00001291	TFCN1702E3373_000164-T1	DBVPG3775_004024-T1
GF00001292	TFCN1702E3373_006969-T1	DBVPG3775_004026-T1
GF00001293	TFCN1702E3373_000167-T1	DBVPG3775_004027-T1
GF00001294	TFCN1702E3373_000168-T1	DBVPG3775_004028-T1
GF00001295	TFCN1702E3373_000170-T1	DBVPG3775_004030-T1
GF00001296	TFCN1702E3373_000172-T1	DBVPG3775_004032-T1
GF00001297	TFCN1702E3373_000173-T1	DBVPG3775_004033-T1
GF00001298	TFCN1702E3373_003174-T1	DBVPG3775_002919-T1
GF00001299	TFCN1702E3373_006981-T1	DBVPG3775_004038-T1
GF00001300	TFCN1702E3373_006982-T1	DBVPG3775_004039-T1
GF00001301	TFCN1702E3373_006983-T1	DBVPG3775_004040-T1
GF00001302	TFCN1702E3373_000182-T1	DBVPG3775_004043-T1
GF00001303	TFCN1702E3373_006987-T1	DBVPG3775_004044-T1
GF00001304	TFCN1702E3373_006988-T1	DBVPG3775_004045-T1
GF00001305	TFCN1702E3373_000185-T1	DBVPG3775_004046-T1
GF00001306	TFCN1702E3373_000186-T1	DBVPG3775_004047-T1
GF00001307	TFCN1702E3373_000187-T1	DBVPG3775_004048-T1
GF00001308	TFCN1702E3373_006992-T1	DBVPG3775_004049-T1
GF00001309	TFCN1702E3373_006993-T1	DBVPG3775_004050-T1
GF00001310	TFCN1702E3373_008504-T1	DBVPG3775_005817-T1
GF00001311	TFCN1702E3373_006995-T1	DBVPG3775_004052-T1
GF00001312	TFCN1702E3373_000192-T1	DBVPG3775_004053-T1
GF00001313	TFCN1702E3373_000193-T1	DBVPG3775_004054-T1
GF00001314	TFCN1702E3373_000195-T1	DBVPG3775_004056-T1
GF00001315	TFCN1702E3373_000197-T1	DBVPG3775_004058-T1
GF00001316	TFCN1702E3373_005046-T1	DBVPG3775_004769-T1
GF00001317	TFCN1702E3373_000198-T1	DBVPG3775_004059-T1
GF00001318	TFCN1702E3373_002837-T1	DBVPG3775_004089-T1
GF00001319	TFCN1702E3373_002863-T1	DBVPG3775_004062-T1
GF00001320	TFCN1702E3373_000202-T1	DBVPG3775_004063-T1
GF00001321	TFCN1702E3373_000203-T1	DBVPG3775_004064-T1
GF00001322	TFCN1702E3373_002860-T1	DBVPG3775_004065-T1
GF00001323	TFCN1702E3373_002859-T1	DBVPG3775_004066-T1
GF00001324	TFCN1702E3373_002858-T1	DBVPG3775_004067-T1
GF00001325	TFCN1702E3373_000208-T1	DBVPG3775_004068-T1
GF00001326	TFCN1702E3373_000209-T1	DBVPG3775_004069-T1
GF00001327	TFCN1702E3373_000210-T1	DBVPG3775_004070-T1
GF00001328	TFCN1702E3373_000211-T1	DBVPG3775_004071-T1
GF00001329	TFCN1702E3373_000214-T1	DBVPG3775_004075-T1
GF00001330	TFCN1702E3373_000216-T1	DBVPG3775_004077-T1
GF00001331	TFCN1702E3373_000217-T1	DBVPG3775_004078-T1
GF00001332	TFCN1702E3373_000218-T1	DBVPG3775_004079-T1
GF00001333	TFCN1702E3373_000220-T1	DBVPG3775_004081-T1
GF00001334	TFCN1702E3373_000221-T1	DBVPG3775_004082-T1
GF00001335	TFCN1702E3373_000222-T1	DBVPG3775_004083-T1
GF00001336	TFCN1702E3373_002842-T1	DBVPG3775_004084-T1
GF00001337	TFCN1702E3373_001939-T1	DBVPG3775_004137-T1
GF00001338	TFCN1702E3373_000225-T1	DBVPG3775_004086-T1
GF00001339	TFCN1702E3373_000226-T1	DBVPG3775_004087-T1
GF00001340	TFCN1702E3373_002838-T1	DBVPG3775_004088-T1
GF00001341	TFCN1702E3373_000229-T1	DBVPG3775_004090-T1
GF00001342	TFCN1702E3373_000230-T1	DBVPG3775_004091-T1
GF00001343	TFCN1702E3373_002834-T1	DBVPG3775_004092-T1
GF00001344	TFCN1702E3373_000232-T1	DBVPG3775_004093-T1
GF00001345	TFCN1702E3373_002832-T1	DBVPG3775_004094-T1
GF00001346	TFCN1702E3373_000234-T1	DBVPG3775_004095-T1
GF00001347	TFCN1702E3373_002830-T1	DBVPG3775_004096-T1
GF00001348	TFCN1702E3373_002828-T1	DBVPG3775_004098-T1
GF00001349	TFCN1702E3373_000238-T1	DBVPG3775_004099-T1
GF00001350	TFCN1702E3373_000239-T1	DBVPG3775_004100-T1
GF00001351	TFCN1702E3373_000240-T1	DBVPG3775_004101-T1
GF00001352	TFCN1702E3373_002824-T1	DBVPG3775_004102-T1
GF00001353	TFCN1702E3373_000244-T1	DBVPG3775_004104-T1
GF00001354	TFCN1702E3373_002821-T1	DBVPG3775_004105-T1
GF00001355	TFCN1702E3373_000246-T1	DBVPG3775_004106-T1
GF00001356	TFCN1702E3373_000248-T1	DBVPG3775_004109-T1
GF00001357	TFCN1702E3373_002814-T1	DBVPG3775_004110-T1
GF00001358	TFCN1702E3373_000250-T1	DBVPG3775_004111-T1
GF00001359	TFCN1702E3373_000251-T1	DBVPG3775_004112-T1
GF00001360	TFCN1702E3373_000252-T1	DBVPG3775_004350-T1
GF00001361	TFCN1702E3373_002810-T1	DBVPG3775_004349-T1
GF00001362	TFCN1702E3373_000255-T1	DBVPG3775_004347-T1
GF00001363	TFCN1702E3373_000256-T1	DBVPG3775_004346-T1
GF00001364	TFCN1702E3373_000257-T1	DBVPG3775_004345-T1
GF00001365	TFCN1702E3373_000258-T1	DBVPG3775_004344-T1
GF00001366	TFCN1702E3373_000263-T1	DBVPG3775_004337-T1
GF00001367	TFCN1702E3373_000266-T1	DBVPG3775_004334-T1
GF00001368	TFCN1702E3373_000267-T1	DBVPG3775_004333-T1
GF00001369	TFCN1702E3373_000268-T1	DBVPG3775_004332-T1
GF00001370	TFCN1702E3373_002794-T1	DBVPG3775_004330-T1
GF00001371	TFCN1702E3373_000272-T1	DBVPG3775_004328-T1
GF00001372	TFCN1702E3373_000274-T1	DBVPG3775_004325-T1
GF00001373	TFCN1702E3373_000275-T1	DBVPG3775_004324-T1
GF00001374	TFCN1702E3373_002788-T1	DBVPG3775_004323-T1
GF00001375	TFCN1702E3373_002785-T1	DBVPG3775_004321-T1
GF00001376	TFCN1702E3373_000282-T1	DBVPG3775_004317-T1
GF00001377	TFCN1702E3373_002779-T1	DBVPG3775_004315-T1
GF00001378	TFCN1702E3373_000286-T1	DBVPG3775_004314-T1
GF00001379	TFCN1702E3373_000287-T1	DBVPG3775_004313-T1
GF00001380	TFCN1702E3373_000288-T1	DBVPG3775_004312-T1
GF00001381	TFCN1702E3373_000295-T1	DBVPG3775_004305-T1
GF00001382	TFCN1702E3373_000296-T1	DBVPG3775_004304-T1
GF00001383	TFCN1702E3373_000297-T1	DBVPG3775_004303-T1
GF00001384	TFCN1702E3373_000298-T1	DBVPG3775_004302-T1
GF00001385	TFCN1702E3373_000299-T1	DBVPG3775_004301-T1
GF00001386	TFCN1702E3373_000301-T1	DBVPG3775_004299-T1
GF00001387	TFCN1702E3373_000303-T1	DBVPG3775_004297-T1
GF00001388	TFCN1702E3373_000304-T1	DBVPG3775_004296-T1
GF00001389	TFCN1702E3373_000305-T1	DBVPG3775_004295-T1
GF00001390	TFCN1702E3373_002755-T1	DBVPG3775_004292-T1
GF00001391	TFCN1702E3373_000309-T1	DBVPG3775_004291-T1
GF00001392	TFCN1702E3373_000310-T1	DBVPG3775_004290-T1
GF00001393	TFCN1702E3373_000850-T1	DBVPG3775_006266-T1
GF00001394	TFCN1702E3373_007473-T1	DBVPG3775_001816-T1
GF00001395	TFCN1702E3373_000853-T1	DBVPG3775_006263-T1
GF00001396	TFCN1702E3373_000857-T1	DBVPG3775_006258-T1
GF00001397	TFCN1702E3373_000858-T1	DBVPG3775_006257-T1
GF00001398	TFCN1702E3373_000859-T1	DBVPG3775_006256-T1
GF00001399	TFCN1702E3373_000332-T1	DBVPG3775_006253-T1
GF00001400	TFCN1702E3373_000334-T1	DBVPG3775_006251-T1
GF00001401	TFCN1702E3373_000865-T1	DBVPG3775_006247-T1
GF00001402	TFCN1702E3373_011503-T1	DBVPG3775_003954-T1
GF00001403	TFCN1702E3373_005248-T1	DBVPG3775_003893-T1
GF00001404	TFCN1702E3373_002042-T1	DBVPG3775_001039-T1
GF00001405	TFCN1702E3373_000469-T1	DBVPG3775_003137-T1
GF00001406	TFCN1702E3373_000470-T1	DBVPG3775_003136-T1
GF00001407	TFCN1702E3373_005465-T1	DBVPG3775_005021-T1
GF00001408	TFCN1702E3373_014557-T1	DBVPG3775_002542-T1
GF00001409	TFCN1702E3373_012506-T1	DBVPG3775_001999-T1
GF00001410	TFCN1702E3373_005780-T1	DBVPG3775_001891-T1
GF00001411	TFCN1702E3373_000546-T1	DBVPG3775_003062-T1
GF00001412	TFCN1702E3373_000549-T1	DBVPG3775_003059-T1
GF00001413	TFCN1702E3373_001085-T1	DBVPG3775_003058-T1
GF00001414	TFCN1702E3373_000551-T1	DBVPG3775_003057-T1
GF00001415	TFCN1702E3373_000552-T1	DBVPG3775_003056-T1
GF00001416	TFCN1702E3373_001088-T1	DBVPG3775_003055-T1
GF00001417	TFCN1702E3373_001089-T1	DBVPG3775_003054-T1
GF00001418	TFCN1702E3373_013342-T1	DBVPG3775_000040-T1
GF00001419	TFCN1702E3373_004789-T1	DBVPG3775_000306-T1
GF00001420	TFCN1702E3373_013343-T1	DBVPG3775_000041-T1
GF00001421	TFCN1702E3373_013344-T1	DBVPG3775_000042-T1
GF00001422	TFCN1702E3373_000588-T1	DBVPG3775_000043-T1
GF00001423	TFCN1702E3373_000589-T1	DBVPG3775_000044-T1
GF00001424	TFCN1702E3373_000591-T1	DBVPG3775_000046-T1
GF00001425	TFCN1702E3373_013349-T1	DBVPG3775_000047-T1
GF00001426	TFCN1702E3373_013350-T1	DBVPG3775_000048-T1
GF00001427	TFCN1702E3373_008782-T1	DBVPG3775_001000-T1
GF00001428	TFCN1702E3373_013924-T1	DBVPG3775_006836-T1
GF00001429	TFCN1702E3373_000595-T1	DBVPG3775_000061-T1
GF00001430	TFCN1702E3373_010095-T1	DBVPG3775_000064-T1
GF00001431	TFCN1702E3373_008766-T1	DBVPG3775_000989-T1
GF00001432	TFCN1702E3373_013984-T1	DBVPG3775_006782-T1
GF00001433	TFCN1702E3373_008420-T1	DBVPG3775_004770-T1
GF00001434	TFCN1702E3373_010097-T1	DBVPG3775_000066-T1
GF00001435	TFCN1702E3373_000601-T1	DBVPG3775_000067-T1
GF00001436	TFCN1702E3373_000603-T1	DBVPG3775_000069-T1
GF00001437	TFCN1702E3373_000606-T1	DBVPG3775_000072-T1
GF00001438	TFCN1702E3373_010105-T1	DBVPG3775_000074-T1
GF00001439	TFCN1702E3373_000609-T1	DBVPG3775_000075-T1
GF00001440	TFCN1702E3373_000610-T1	DBVPG3775_000076-T1
GF00001441	TFCN1702E3373_000611-T1	DBVPG3775_000077-T1
GF00001442	TFCN1702E3373_000612-T1	DBVPG3775_000078-T1
GF00001443	TFCN1702E3373_000614-T1	DBVPG3775_000080-T1
GF00001444	TFCN1702E3373_000617-T1	DBVPG3775_000083-T1
GF00001445	TFCN1702E3373_000618-T1	DBVPG3775_000084-T1
GF00001446	TFCN1702E3373_013836-T1	DBVPG3775_005351-T1
GF00001447	TFCN1702E3373_010116-T1	DBVPG3775_000085-T1
GF00001448	TFCN1702E3373_010117-T1	DBVPG3775_000086-T1
GF00001449	TFCN1702E3373_000621-T1	DBVPG3775_000087-T1
GF00001450	TFCN1702E3373_000622-T1	DBVPG3775_000088-T1
GF00001451	TFCN1702E3373_000623-T1	DBVPG3775_000089-T1
GF00001452	TFCN1702E3373_010121-T1	DBVPG3775_000090-T1
GF00001453	TFCN1702E3373_010122-T1	DBVPG3775_000091-T1
GF00001454	TFCN1702E3373_000627-T1	DBVPG3775_000093-T1
GF00001455	TFCN1702E3373_014708-T1	DBVPG3775_000095-T1
GF00001456	TFCN1702E3373_000631-T1	DBVPG3775_000098-T1
GF00001457	TFCN1702E3373_005357-T1	DBVPG3775_006045-T1
GF00001458	TFCN1702E3373_000632-T1	DBVPG3775_000099-T1
GF00001459	TFCN1702E3373_000636-T1	DBVPG3775_000102-T1
GF00001460	TFCN1702E3373_000638-T1	DBVPG3775_000104-T1
GF00001461	TFCN1702E3373_005257-T1	DBVPG3775_003884-T1
GF00001462	TFCN1702E3373_000640-T1	DBVPG3775_000106-T1
GF00001463	TFCN1702E3373_000641-T1	DBVPG3775_000107-T1
GF00001464	TFCN1702E3373_000642-T1	DBVPG3775_000108-T1
GF00001465	TFCN1702E3373_000643-T1	DBVPG3775_000109-T1
GF00001466	TFCN1702E3373_011241-T1	DBVPG3775_000110-T1
GF00001467	TFCN1702E3373_011243-T1	DBVPG3775_000112-T1
GF00001468	TFCN1702E3373_011244-T1	DBVPG3775_000113-T1
GF00001469	TFCN1702E3373_007397-T1	DBVPG3775_005897-T1
GF00001470	TFCN1702E3373_000649-T1	DBVPG3775_000115-T1
GF00001471	TFCN1702E3373_000650-T1	DBVPG3775_000116-T1
GF00001472	TFCN1702E3373_000651-T1	DBVPG3775_000117-T1
GF00001473	TFCN1702E3373_000652-T1	DBVPG3775_000118-T1
GF00001474	TFCN1702E3373_000653-T1	DBVPG3775_000119-T1
GF00001475	TFCN1702E3373_000654-T1	DBVPG3775_000120-T1
GF00001476	TFCN1702E3373_000658-T1	DBVPG3775_000123-T1
GF00001477	TFCN1702E3373_000659-T1	DBVPG3775_000124-T1
GF00001478	TFCN1702E3373_000660-T1	DBVPG3775_000125-T1
GF00001479	TFCN1702E3373_011257-T1	DBVPG3775_000126-T1
GF00001480	TFCN1702E3373_011258-T1	DBVPG3775_000127-T1
