	Rhodotorula_mucilaginosa_DBVPG_3855.cds.fa
GF00000533	DBVPG3855_013303-T1, DBVPG3855_010477-T1, DBVPG3855_013304-T1
GF00000534	DBVPG3855_002702-T1, DBVPG3855_000771-T1, DBVPG3855_002703-T1
GF00000535	DBVPG3855_006782-T1, DBVPG3855_007964-T1, DBVPG3855_007965-T1
GF00000536	DBVPG3855_013186-T1, DBVPG3855_010530-T1, DBVPG3855_010531-T1
GF00000537	DBVPG3855_010363-T1, DBVPG3855_005040-T1, DBVPG3855_005039-T1
GF00000538	DBVPG3855_012016-T1, DBVPG3855_011724-T1, DBVPG3855_000371-T1
GF00000539	DBVPG3855_002621-T1, DBVPG3855_000848-T1, DBVPG3855_000849-T1
GF00000540	DBVPG3855_002926-T1, DBVPG3855_003986-T1, DBVPG3855_002927-T1
GF00000541	DBVPG3855_000451-T1, DBVPG3855_008533-T1, DBVPG3855_006010-T1
GF00000542	DBVPG3855_011687-T1, DBVPG3855_005755-T1, DBVPG3855_011377-T1
GF00000543	DBVPG3855_005941-T1, DBVPG3855_008471-T1, DBVPG3855_005942-T1
GF00000544	DBVPG3855_001335-T1, DBVPG3855_001362-T1, DBVPG3855_008111-T1
GF00000545	DBVPG3855_009179-T1, DBVPG3855_013653-T1, DBVPG3855_013652-T1
GF00000546	DBVPG3855_003682-T1, DBVPG3855_004038-T1, DBVPG3855_004037-T1
GF00000547	DBVPG3855_002065-T1, DBVPG3855_014422-T1, DBVPG3855_014421-T1
GF00000548	DBVPG3855_001687-T1, DBVPG3855_004326-T1, DBVPG3855_004327-T1
GF00000549	DBVPG3855_007012-T1, DBVPG3855_001298-T1, DBVPG3855_001297-T1
GF00000550	DBVPG3855_011530-T1, DBVPG3855_014385-T1, DBVPG3855_014386-T1
GF00000551	DBVPG3855_003358-T1, DBVPG3855_007120-T1, DBVPG3855_003359-T1
GF00000552	DBVPG3855_005595-T1, DBVPG3855_008302-T1, DBVPG3855_005594-T1
GF00000553	DBVPG3855_013477-T1, DBVPG3855_008922-T1, DBVPG3855_010199-T1
GF00000554	DBVPG3855_011386-T1, DBVPG3855_011695-T1, DBVPG3855_011696-T1
GF00000555	DBVPG3855_002788-T1, DBVPG3855_003849-T1, DBVPG3855_002787-T1
GF00000556	DBVPG3855_002422-T1, DBVPG3855_005137-T1, DBVPG3855_005138-T1
GF00000557	DBVPG3855_006220-T1, DBVPG3855_009956-T1, DBVPG3855_009957-T1
GF00000558	DBVPG3855_002257-T1, DBVPG3855_008358-T1, DBVPG3855_002256-T1
GF00000559	DBVPG3855_001826-T1, DBVPG3855_006570-T1, DBVPG3855_006571-T1
GF00000560	DBVPG3855_013499-T1, DBVPG3855_002091-T1, DBVPG3855_002273-T1
GF00000561	DBVPG3855_008344-T1, DBVPG3855_002272-T1, DBVPG3855_002274-T1
GF00000562	DBVPG3855_007431-T1, DBVPG3855_001528-T1, DBVPG3855_002175-T1
GF00000563	DBVPG3855_000034-T1, DBVPG3855_012507-T1, DBVPG3855_012508-T1
GF00000564	DBVPG3855_010513-T1, DBVPG3855_011620-T1, DBVPG3855_011621-T1
GF00000565	DBVPG3855_002004-T1, DBVPG3855_004849-T1, DBVPG3855_002003-T1
GF00000566	DBVPG3855_006156-T1, DBVPG3855_009659-T1, DBVPG3855_009658-T1
GF00000567	DBVPG3855_010088-T1, DBVPG3855_012333-T1, DBVPG3855_012334-T1
GF00000568	DBVPG3855_004589-T1, DBVPG3855_005512-T1, DBVPG3855_004588-T1
GF00000569	DBVPG3855_005275-T1, DBVPG3855_001065-T1, DBVPG3855_001064-T1
GF00000570	DBVPG3855_000744-T1, DBVPG3855_002734-T1, DBVPG3855_002735-T1
GF00000571	DBVPG3855_011387-T1, DBVPG3855_011698-T1, DBVPG3855_011697-T1
GF00000572	DBVPG3855_014617-T1, DBVPG3855_013448-T1, DBVPG3855_013312-T1
GF00000573	DBVPG3855_006899-T1, DBVPG3855_014441-T1, DBVPG3855_005561-T1
GF00000574	DBVPG3855_008442-T1, DBVPG3855_005910-T1, DBVPG3855_013981-T1
GF00000575	DBVPG3855_012755-T1, DBVPG3855_001881-T1, DBVPG3855_014629-T1
GF00000576	DBVPG3855_002729-T1, DBVPG3855_000748-T1, DBVPG3855_002728-T1
GF00000577	DBVPG3855_004603-T1, DBVPG3855_005498-T1, DBVPG3855_000121-T1
GF00000578	DBVPG3855_008629-T1, DBVPG3855_012732-T1, DBVPG3855_008628-T1
GF00000579	DBVPG3855_010806-T1, DBVPG3855_010423-T1, DBVPG3855_000499-T1
GF00000580	DBVPG3855_011283-T1, DBVPG3855_000704-T1, DBVPG3855_011282-T1
GF00000581	DBVPG3855_012144-T1, DBVPG3855_005702-T1, DBVPG3855_005701-T1
GF00000582	DBVPG3855_011633-T1, DBVPG3855_010523-T1, DBVPG3855_011634-T1
GF00000583	DBVPG3855_003909-T1, DBVPG3855_002850-T1, DBVPG3855_002847-T1
GF00000584	DBVPG3855_006797-T1, DBVPG3855_011034-T1, DBVPG3855_000336-T1
GF00000585	DBVPG3855_001152-T1, DBVPG3855_005358-T1, DBVPG3855_001151-T1
GF00000586	DBVPG3855_005714-T1, DBVPG3855_006978-T1, DBVPG3855_001263-T1
GF00000587	DBVPG3855_014134-T1, DBVPG3855_002056-T1, DBVPG3855_014646-T1
GF00000588	DBVPG3855_006144-T1, DBVPG3855_009671-T1, DBVPG3855_001395-T1
GF00000589	DBVPG3855_009149-T1, DBVPG3855_013302-T1, DBVPG3855_008665-T1
GF00000590	DBVPG3855_012560-T1, DBVPG3855_006079-T1, DBVPG3855_006080-T1
GF00000591	DBVPG3855_002031-T1, DBVPG3855_004874-T1, DBVPG3855_004875-T1
GF00000592	DBVPG3855_003169-T1, DBVPG3855_000237-T1, DBVPG3855_003168-T1
GF00000593	DBVPG3855_005067-T1, DBVPG3855_002499-T1, DBVPG3855_002498-T1
GF00000594	DBVPG3855_006212-T1, DBVPG3855_009966-T1, DBVPG3855_009964-T1
GF00000595	DBVPG3855_010622-T1, DBVPG3855_009095-T1, DBVPG3855_010621-T1
GF00000596	DBVPG3855_004605-T1, DBVPG3855_005497-T1, DBVPG3855_004604-T1
GF00000597	DBVPG3855_003491-T1, DBVPG3855_008019-T1, DBVPG3855_003490-T1
GF00000598	DBVPG3855_000746-T1, DBVPG3855_002732-T1, DBVPG3855_002731-T1
GF00000599	DBVPG3855_006892-T1, DBVPG3855_007857-T1, DBVPG3855_014448-T1
GF00000600	DBVPG3855_009312-T1, DBVPG3855_013682-T1, DBVPG3855_013681-T1
GF00000601	DBVPG3855_012391-T1, DBVPG3855_007763-T1, DBVPG3855_007761-T1
GF00000602	DBVPG3855_007712-T1, DBVPG3855_011584-T1, DBVPG3855_011585-T1
GF00000603	DBVPG3855_002120-T1, DBVPG3855_012084-T1, DBVPG3855_002119-T1
GF00000604	DBVPG3855_012493-T1, DBVPG3855_000021-T1, DBVPG3855_000022-T1
GF00000605	DBVPG3855_004110-T1, DBVPG3855_003641-T1, DBVPG3855_003642-T1
GF00000606	DBVPG3855_009164-T1, DBVPG3855_013285-T1, DBVPG3855_013284-T1
GF00000607	DBVPG3855_013355-T1, DBVPG3855_013354-T1, DBVPG3855_009346-T1
GF00000608	DBVPG3855_009615-T1, DBVPG3855_014100-T1, DBVPG3855_014101-T1
GF00000609	DBVPG3855_003341-T1, DBVPG3855_007104-T1, DBVPG3855_003342-T1
GF00000610	DBVPG3855_006626-T1, DBVPG3855_005711-T1, DBVPG3855_014675-T1
GF00000611	DBVPG3855_003274-T1, DBVPG3855_004896-T1, DBVPG3855_004895-T1
GF00000612	DBVPG3855_004761-T1, DBVPG3855_001915-T1, DBVPG3855_004762-T1
GF00000613	DBVPG3855_000805-T1, DBVPG3855_002665-T1, DBVPG3855_002667-T1
GF00000614	DBVPG3855_005346-T1, DBVPG3855_002849-T1, DBVPG3855_001142-T1
GF00000615	DBVPG3855_010144-T1, DBVPG3855_008951-T1, DBVPG3855_008950-T1
GF00000616	DBVPG3855_007818-T1, DBVPG3855_009221-T1, DBVPG3855_009222-T1
GF00000617	DBVPG3855_009496-T1, DBVPG3855_007550-T1, DBVPG3855_009495-T1
GF00000618	DBVPG3855_005663-T1, DBVPG3855_012107-T1, DBVPG3855_012108-T1
GF00000619	DBVPG3855_001554-T1, DBVPG3855_007454-T1, DBVPG3855_001553-T1
GF00000620	DBVPG3855_003612-T1, DBVPG3855_012231-T1, DBVPG3855_000497-T1
GF00000621	DBVPG3855_008066-T1, DBVPG3855_003537-T1, DBVPG3855_003536-T1
GF00000622	DBVPG3855_008709-T1, DBVPG3855_009563-T1, DBVPG3855_009562-T1
GF00000623	DBVPG3855_002179-T1, DBVPG3855_008433-T1, DBVPG3855_002178-T1
GF00000624	DBVPG3855_003018-T1, DBVPG3855_000085-T1, DBVPG3855_000084-T1
GF00000625	DBVPG3855_000026-T1, DBVPG3855_012499-T1, DBVPG3855_012498-T1
GF00000626	DBVPG3855_001897-T1, DBVPG3855_004740-T1, DBVPG3855_004738-T1
GF00000627	DBVPG3855_012918-T1, DBVPG3855_011410-T1, DBVPG3855_011411-T1
GF00000628	DBVPG3855_003501-T1, DBVPG3855_008030-T1, DBVPG3855_008029-T1
GF00000629	DBVPG3855_003777-T1, DBVPG3855_004412-T1, DBVPG3855_004411-T1
GF00000630	DBVPG3855_013101-T1, DBVPG3855_010233-T1, DBVPG3855_013102-T1
GF00000631	DBVPG3855_003987-T1, DBVPG3855_002929-T1, DBVPG3855_002928-T1
GF00000632	DBVPG3855_002680-T1, DBVPG3855_000793-T1, DBVPG3855_010147-T1
GF00000633	DBVPG3855_000383-T1, DBVPG3855_012551-T1, DBVPG3855_006066-T1
GF00000634	DBVPG3855_004568-T1, DBVPG3855_004569-T1, DBVPG3855_005534-T1
GF00000635	DBVPG3855_006576-T1, DBVPG3855_001820-T1, DBVPG3855_001821-T1
GF00000636	DBVPG3855_008947-T1, DBVPG3855_010142-T1, DBVPG3855_008948-T1
GF00000637	DBVPG3855_011753-T1, DBVPG3855_012032-T1, DBVPG3855_011752-T1
GF00000638	DBVPG3855_008411-T1, DBVPG3855_002205-T1, DBVPG3855_002204-T1
GF00000639	DBVPG3855_007478-T1, DBVPG3855_009420-T1, DBVPG3855_009419-T1
GF00000640	DBVPG3855_003728-T1, DBVPG3855_014061-T1, DBVPG3855_014062-T1
GF00000641	DBVPG3855_006279-T1, DBVPG3855_009403-T1, DBVPG3855_006277-T1
GF00000642	DBVPG3855_000506-T1, DBVPG3855_000169-T1, DBVPG3855_003103-T1
GF00000643	DBVPG3855_009543-T1, DBVPG3855_008690-T1, DBVPG3855_008691-T1
GF00000644	DBVPG3855_006544-T1, DBVPG3855_001855-T1, DBVPG3855_001854-T1
GF00000645	DBVPG3855_007053-T1, DBVPG3855_001353-T1, DBVPG3855_014699-T1
GF00000646	DBVPG3855_006542-T1, DBVPG3855_001858-T1, DBVPG3855_001857-T1
GF00000647	DBVPG3855_006287-T1, DBVPG3855_009396-T1, DBVPG3855_006286-T1
GF00000648	DBVPG3855_004512-T1, DBVPG3855_010727-T1, DBVPG3855_004510-T1
GF00000649	DBVPG3855_003800-T1, DBVPG3855_010728-T1, DBVPG3855_004509-T1
GF00000650	DBVPG3855_007312-T1, DBVPG3855_000626-T1, DBVPG3855_007311-T1
GF00000651	DBVPG3855_004983-T1, DBVPG3855_010307-T1, DBVPG3855_004977-T1
GF00000652	DBVPG3855_007092-T1, DBVPG3855_003329-T1, DBVPG3855_003328-T1
GF00000653	DBVPG3855_002157-T1, DBVPG3855_014558-T1, DBVPG3855_014557-T1
GF00000654	DBVPG3855_000679-T1, DBVPG3855_011310-T1, DBVPG3855_011309-T1
GF00000655	DBVPG3855_001363-T1, DBVPG3855_008112-T1, DBVPG3855_001334-T1
GF00000656	DBVPG3855_007672-T1, DBVPG3855_011544-T1, DBVPG3855_007671-T1
GF00000657	DBVPG3855_014013-T1, DBVPG3855_010831-T1, DBVPG3855_012892-T1
GF00000658	DBVPG3855_014528-T1, DBVPG3855_003568-T1, DBVPG3855_014529-T1
GF00000659	DBVPG3855_006684-T1, DBVPG3855_005769-T1, DBVPG3855_005770-T1
GF00000660	DBVPG3855_009990-T1, DBVPG3855_006188-T1, DBVPG3855_009989-T1
GF00000661	DBVPG3855_006086-T1, DBVPG3855_012565-T1, DBVPG3855_006085-T1
GF00000662	DBVPG3855_004363-T1, DBVPG3855_001723-T1, DBVPG3855_001722-T1
GF00000663	DBVPG3855_007107-T1, DBVPG3855_003346-T1, DBVPG3855_003345-T1
GF00000664	DBVPG3855_012459-T1, DBVPG3855_009356-T1, DBVPG3855_006326-T1
GF00000665	DBVPG3855_009629-T1, DBVPG3855_014115-T1, DBVPG3855_014116-T1
GF00000666	DBVPG3855_012465-T1, DBVPG3855_012469-T1, DBVPG3855_012470-T1
GF00000667	DBVPG3855_013313-T1, DBVPG3855_010484-T1, DBVPG3855_013314-T1
GF00000668	DBVPG3855_006182-T1, DBVPG3855_009630-T1, DBVPG3855_014117-T1
GF00000669	DBVPG3855_003719-T1, DBVPG3855_004074-T1, DBVPG3855_004075-T1
GF00000670	DBVPG3855_012526-T1, DBVPG3855_006034-T1, DBVPG3855_006035-T1
GF00000671	DBVPG3855_003899-T1, DBVPG3855_002837-T1, DBVPG3855_005771-T1
GF00000672	DBVPG3855_000140-T1, DBVPG3855_003074-T1, DBVPG3855_003073-T1
GF00000673	DBVPG3855_004953-T1, DBVPG3855_003215-T1, DBVPG3855_004952-T1
GF00000674	DBVPG3855_005775-T1, DBVPG3855_006687-T1, DBVPG3855_006688-T1
GF00000675	DBVPG3855_012703-T1, DBVPG3855_001785-T1, DBVPG3855_012702-T1
GF00000676	DBVPG3855_010572-T1, DBVPG3855_014031-T1, DBVPG3855_010573-T1
GF00000677	DBVPG3855_001898-T1, DBVPG3855_004742-T1, DBVPG3855_004741-T1
GF00000678	DBVPG3855_013205-T1, DBVPG3855_010549-T1, DBVPG3855_010550-T1
GF00000679	DBVPG3855_003351-T1, DBVPG3855_007112-T1, DBVPG3855_003352-T1
GF00000680	DBVPG3855_009398-T1, DBVPG3855_006284-T1, DBVPG3855_006283-T1
GF00000681	DBVPG3855_010841-T1, DBVPG3855_014021-T1, DBVPG3855_012900-T1
GF00000682	DBVPG3855_007809-T1, DBVPG3855_009212-T1, DBVPG3855_009211-T1
GF00000683	DBVPG3855_007275-T1, DBVPG3855_000590-T1, DBVPG3855_000589-T1
GF00000684	DBVPG3855_005428-T1, DBVPG3855_000394-T1, DBVPG3855_004671-T1
GF00000685	DBVPG3855_000229-T1, DBVPG3855_003161-T1, DBVPG3855_000230-T1
GF00000686	DBVPG3855_014036-T1, DBVPG3855_010570-T1, DBVPG3855_014033-T1
GF00000687	DBVPG3855_005706-T1, DBVPG3855_012147-T1, DBVPG3855_005705-T1
GF00000688	DBVPG3855_011474-T1, DBVPG3855_012189-T1, DBVPG3855_011475-T1
GF00000689	DBVPG3855_006640-T1, DBVPG3855_005726-T1, DBVPG3855_006641-T1
GF00000690	DBVPG3855_003788-T1, DBVPG3855_004400-T1, DBVPG3855_004399-T1
GF00000691	DBVPG3855_000920-T1, DBVPG3855_010065-T1, DBVPG3855_010064-T1
GF00000692	DBVPG3855_008509-T1, DBVPG3855_005986-T1, DBVPG3855_008510-T1
GF00000693	DBVPG3855_009625-T1, DBVPG3855_009624-T1, DBVPG3855_014110-T1
GF00000694	DBVPG3855_007464-T1, DBVPG3855_001563-T1, DBVPG3855_004194-T1
GF00000695	DBVPG3855_003243-T1, DBVPG3855_004926-T1, DBVPG3855_003242-T1
GF00000696	DBVPG3855_003954-T1, DBVPG3855_003956-T1, DBVPG3855_002896-T1
GF00000697	DBVPG3855_012785-T1, DBVPG3855_002506-T1, DBVPG3855_009782-T1
GF00000698	DBVPG3855_000514-T1, DBVPG3855_007199-T1, DBVPG3855_000515-T1
GF00000699	DBVPG3855_010917-T1, DBVPG3855_011809-T1, DBVPG3855_010918-T1
GF00000700	DBVPG3855_001882-T1, DBVPG3855_014630-T1, DBVPG3855_014631-T1
GF00000701	DBVPG3855_003455-T1, DBVPG3855_014239-T1, DBVPG3855_014240-T1
GF00000702	DBVPG3855_010865-T1, DBVPG3855_012878-T1, DBVPG3855_012879-T1
GF00000703	DBVPG3855_006584-T1, DBVPG3855_001812-T1, DBVPG3855_001811-T1
GF00000704	DBVPG3855_007687-T1, DBVPG3855_011558-T1, DBVPG3855_011598-T1
GF00000705	DBVPG3855_010132-T1, DBVPG3855_008936-T1, DBVPG3855_008937-T1
GF00000706	DBVPG3855_005546-T1, DBVPG3855_004558-T1, DBVPG3855_006717-T1
GF00000707	DBVPG3855_009847-T1, DBVPG3855_006392-T1, DBVPG3855_009846-T1
GF00000708	DBVPG3855_003560-T1, DBVPG3855_008088-T1, DBVPG3855_008089-T1
GF00000709	DBVPG3855_008227-T1, DBVPG3855_011876-T1, DBVPG3855_011875-T1
GF00000710	DBVPG3855_013395-T1, DBVPG3855_013394-T1, DBVPG3855_012680-T1
GF00000711	DBVPG3855_012279-T1, DBVPG3855_011252-T1, DBVPG3855_011253-T1
GF00000712	DBVPG3855_010335-T1, DBVPG3855_005010-T1, DBVPG3855_010336-T1
GF00000713	DBVPG3855_014258-T1, DBVPG3855_008774-T1, DBVPG3855_014259-T1
GF00000714	DBVPG3855_005265-T1, DBVPG3855_001054-T1, DBVPG3855_001053-T1
GF00000715	DBVPG3855_006887-T1, DBVPG3855_007862-T1, DBVPG3855_007863-T1
GF00000716	DBVPG3855_002765-T1, DBVPG3855_003828-T1, DBVPG3855_003827-T1
GF00000717	DBVPG3855_012127-T1, DBVPG3855_005683-T1, DBVPG3855_005684-T1
GF00000718	DBVPG3855_009973-T1, DBVPG3855_003870-T1, DBVPG3855_004415-T1
GF00000719	DBVPG3855_013028-T1, DBVPG3855_013759-T1, DBVPG3855_000507-T1
GF00000720	DBVPG3855_002965-T1, DBVPG3855_011854-T1, DBVPG3855_011851-T1
GF00000721	DBVPG3855_002474-T1, DBVPG3855_007412-T1, DBVPG3855_007413-T1
GF00000722	DBVPG3855_001611-T1, DBVPG3855_004241-T1, DBVPG3855_004240-T1
GF00000723	DBVPG3855_006042-T1, DBVPG3855_006041-T1, DBVPG3855_012532-T1
GF00000724	DBVPG3855_004577-T1, DBVPG3855_005525-T1, DBVPG3855_005524-T1
GF00000725	DBVPG3855_004764-T1, DBVPG3855_001917-T1, DBVPG3855_001918-T1
GF00000726	DBVPG3855_010371-T1, DBVPG3855_005048-T1, DBVPG3855_013047-T1
GF00000727	DBVPG3855_006160-T1, DBVPG3855_009654-T1, DBVPG3855_009653-T1
GF00000728	DBVPG3855_001360-T1, DBVPG3855_007047-T1, DBVPG3855_001359-T1
GF00000729	DBVPG3855_003841-T1, DBVPG3855_002779-T1, DBVPG3855_002778-T1
GF00000730	DBVPG3855_003591-T1, DBVPG3855_012262-T1, DBVPG3855_003578-T1
GF00000731	DBVPG3855_012676-T1, DBVPG3855_013399-T1, DBVPG3855_012675-T1
GF00000732	DBVPG3855_012418-T1, DBVPG3855_007791-T1, DBVPG3855_007789-T1
GF00000733	DBVPG3855_009333-T1, DBVPG3855_013368-T1, DBVPG3855_009350-T1
GF00000734	DBVPG3855_006685-T1, DBVPG3855_005772-T1, DBVPG3855_005773-T1
GF00000735	DBVPG3855_000470-T1, DBVPG3855_004819-T1, DBVPG3855_001974-T1
GF00000736	DBVPG3855_004748-T1, DBVPG3855_001904-T1, DBVPG3855_004747-T1
GF00000737	DBVPG3855_006669-T1, DBVPG3855_005753-T1, DBVPG3855_006668-T1
GF00000738	DBVPG3855_004507-T1, DBVPG3855_010729-T1, DBVPG3855_004508-T1
GF00000739	DBVPG3855_013346-T1, DBVPG3855_009328-T1, DBVPG3855_013347-T1
GF00000740	DBVPG3855_013940-T1, DBVPG3855_013630-T1, DBVPG3855_013631-T1
GF00000741	DBVPG3855_004115-T1, DBVPG3855_003635-T1, DBVPG3855_003637-T1
GF00000742	DBVPG3855_009469-T1, DBVPG3855_007525-T1, DBVPG3855_007570-T1
GF00000743	DBVPG3855_006902-T1, DBVPG3855_005553-T1, DBVPG3855_006903-T1
GF00000744	DBVPG3855_006973-T1, DBVPG3855_001257-T1, DBVPG3855_001258-T1
GF00000745	DBVPG3855_005200-T1, DBVPG3855_002361-T1, DBVPG3855_002360-T1
GF00000746	DBVPG3855_005220-T1, DBVPG3855_009869-T1, DBVPG3855_002341-T1
GF00000747	DBVPG3855_006461-T1, DBVPG3855_013254-T1, DBVPG3855_013250-T1
GF00000748	DBVPG3855_010775-T1, DBVPG3855_010391-T1, DBVPG3855_010390-T1
GF00000749	DBVPG3855_008809-T1, DBVPG3855_007617-T1, DBVPG3855_007616-T1
GF00000750	DBVPG3855_009464-T1, DBVPG3855_007520-T1, DBVPG3855_013307-T1
GF00000751	DBVPG3855_000472-T1, DBVPG3855_011666-T1, DBVPG3855_011357-T1
GF00000752	DBVPG3855_001548-T1, DBVPG3855_001547-T1, DBVPG3855_001545-T1
GF00000753	DBVPG3855_009151-T1, DBVPG3855_013288-T1, DBVPG3855_013300-T1
GF00000754	DBVPG3855_006799-T1, DBVPG3855_004882-T1, DBVPG3855_003287-T1
GF00000755	DBVPG3855_000488-T1, DBVPG3855_009930-T1, DBVPG3855_006246-T1
GF00000756	DBVPG3855_000164-T1, DBVPG3855_003097-T1, DBVPG3855_003098-T1
GF00000757	DBVPG3855_004911-T1, DBVPG3855_003260-T1, DBVPG3855_003259-T1
GF00000758	DBVPG3855_012800-T1, DBVPG3855_014322-T1, DBVPG3855_014323-T1
GF00000759	DBVPG3855_002664-T1, DBVPG3855_000806-T1, DBVPG3855_002666-T1
GF00000760	DBVPG3855_011213-T1, DBVPG3855_012318-T1, DBVPG3855_011214-T1
GF00000761	DBVPG3855_007967-T1, DBVPG3855_006780-T1, DBVPG3855_007968-T1
GF00000762	DBVPG3855_009519-T1, DBVPG3855_008666-T1, DBVPG3855_014518-T1
GF00000763	DBVPG3855_007975-T1, DBVPG3855_006773-T1, DBVPG3855_006772-T1
GF00000764	DBVPG3855_010692-T1, DBVPG3855_004548-T1, DBVPG3855_004549-T1
GF00000765	DBVPG3855_007189-T1, DBVPG3855_003429-T1, DBVPG3855_007188-T1
GF00000766	DBVPG3855_002314-T1, DBVPG3855_013722-T1, DBVPG3855_002313-T1
GF00000767	DBVPG3855_012742-T1, DBVPG3855_001868-T1, DBVPG3855_012743-T1
GF00000768	DBVPG3855_014490-T1, DBVPG3855_006027-T1, DBVPG3855_006024-T1
GF00000769	DBVPG3855_007602-T1, DBVPG3855_008850-T1, DBVPG3855_008849-T1
GF00000770	DBVPG3855_006796-T1, DBVPG3855_007949-T1, DBVPG3855_006795-T1
GF00000771	DBVPG3855_010458-T1, DBVPG3855_013831-T1, DBVPG3855_013832-T1
GF00000772	DBVPG3855_014133-T1, DBVPG3855_004706-T1, DBVPG3855_004707-T1
GF00000773	DBVPG3855_002238-T1, DBVPG3855_008379-T1, DBVPG3855_008378-T1
GF00000774	DBVPG3855_004946-T1, DBVPG3855_004945-T1, DBVPG3855_003222-T1
GF00000775	DBVPG3855_005737-T1, DBVPG3855_006653-T1, DBVPG3855_006652-T1
GF00000776	DBVPG3855_001747-T1, DBVPG3855_013712-T1, DBVPG3855_004384-T1
GF00000777	DBVPG3855_001887-T1, DBVPG3855_004729-T1, DBVPG3855_004728-T1
GF00000778	DBVPG3855_004093-T1, DBVPG3855_003725-T1, DBVPG3855_014035-T1
GF00000779	DBVPG3855_002611-T1, DBVPG3855_000859-T1, DBVPG3855_002610-T1
GF00000780	DBVPG3855_014692-T1, DBVPG3855_014587-T1, DBVPG3855_013244-T1
GF00000781	DBVPG3855_014687-T1, DBVPG3855_002510-T1, DBVPG3855_002511-T1
GF00000782	DBVPG3855_005317-T1, DBVPG3855_001109-T1, DBVPG3855_001108-T1
GF00000783	DBVPG3855_012188-T1, DBVPG3855_000133-T1, DBVPG3855_003066-T1
GF00000784	DBVPG3855_011319-T1, DBVPG3855_000671-T1, DBVPG3855_011318-T1
GF00000785	DBVPG3855_005560-T1, DBVPG3855_006910-T1, DBVPG3855_014674-T1
GF00000786	DBVPG3855_006612-T1, DBVPG3855_011937-T1, DBVPG3855_006613-T1
GF00000787	DBVPG3855_012983-T1, DBVPG3855_013912-T1, DBVPG3855_012982-T1
GF00000788	DBVPG3855_006459-T1, DBVPG3855_013252-T1, DBVPG3855_013248-T1
GF00000789	DBVPG3855_001434-T1, DBVPG3855_007338-T1, DBVPG3855_001435-T1
GF00000790	DBVPG3855_002982-T1, DBVPG3855_011523-T1, DBVPG3855_014393-T1
GF00000791	DBVPG3855_009187-T1, DBVPG3855_013661-T1, DBVPG3855_010670-T1
GF00000792	DBVPG3855_007682-T1, DBVPG3855_011554-T1, DBVPG3855_007683-T1
GF00000793	DBVPG3855_010962-T1, DBVPG3855_011765-T1, DBVPG3855_011764-T1
GF00000794	DBVPG3855_001474-T1, DBVPG3855_007371-T1, DBVPG3855_001465-T1
GF00000795	DBVPG3855_006802-T1, DBVPG3855_007948-T1, DBVPG3855_006803-T1
GF00000796	DBVPG3855_012392-T1, DBVPG3855_007765-T1, DBVPG3855_007764-T1
GF00000797	DBVPG3855_000948-T1, DBVPG3855_010035-T1, DBVPG3855_010036-T1
GF00000798	DBVPG3855_000834-T1, DBVPG3855_002635-T1, DBVPG3855_002638-T1
GF00000799	DBVPG3855_008384-T1, DBVPG3855_002234-T1, DBVPG3855_002232-T1
GF00000800	DBVPG3855_008401-T1, DBVPG3855_002217-T1, DBVPG3855_002216-T1
GF00000801	DBVPG3855_014702-T1, DBVPG3855_010442-T1, DBVPG3855_010824-T1
GF00000802	DBVPG3855_004417-T1, DBVPG3855_003773-T1, DBVPG3855_004418-T1
GF00000803	DBVPG3855_008110-T1, DBVPG3855_001336-T1, DBVPG3855_001361-T1
GF00000804	DBVPG3855_011825-T1, DBVPG3855_003947-T1, DBVPG3855_002887-T1
GF00000805	DBVPG3855_012330-T1, DBVPG3855_010091-T1, DBVPG3855_012329-T1
GF00000806	DBVPG3855_014668-T1, DBVPG3855_013650-T1, DBVPG3855_014665-T1
GF00000807	DBVPG3855_010733-T1, DBVPG3855_004504-T1, DBVPG3855_010732-T1
GF00000808	DBVPG3855_013785-T1, DBVPG3855_010899-T1, DBVPG3855_010900-T1
GF00000809	DBVPG3855_002155-T1, DBVPG3855_002168-T1, DBVPG3855_002154-T1
GF00000810	DBVPG3855_004346-T1, DBVPG3855_004345-T1, DBVPG3855_001704-T1
GF00000811	DBVPG3855_001076-T1, DBVPG3855_005286-T1
GF00000812	DBVPG3855_009602-T1, DBVPG3855_008747-T1
GF00000813	DBVPG3855_005530-T1, DBVPG3855_004572-T1
GF00000814	DBVPG3855_000825-T1, DBVPG3855_002645-T1
GF00000815	DBVPG3855_007529-T1, DBVPG3855_009473-T1
GF00000816	DBVPG3855_001768-T1, DBVPG3855_010598-T1
GF00000817	DBVPG3855_000778-T1, DBVPG3855_002695-T1
GF00000818	DBVPG3855_000903-T1, DBVPG3855_010082-T1
GF00000819	DBVPG3855_000625-T1, DBVPG3855_007310-T1
GF00000820	DBVPG3855_000874-T1, DBVPG3855_002594-T1
GF00000821	DBVPG3855_009390-T1, DBVPG3855_006295-T1
GF00000822	DBVPG3855_006623-T1, DBVPG3855_011947-T1
GF00000823	DBVPG3855_001845-T1, DBVPG3855_006553-T1
GF00000824	DBVPG3855_014072-T1, DBVPG3855_011925-T1
GF00000825	DBVPG3855_011362-T1, DBVPG3855_011671-T1
GF00000826	DBVPG3855_002138-T1, DBVPG3855_012064-T1
GF00000827	DBVPG3855_013406-T1, DBVPG3855_012668-T1
GF00000828	DBVPG3855_009411-T1, DBVPG3855_007471-T1
