	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa
GF00000389	DBVPG4380_004057-T1, DBVPG4380_001404-T1, DBVPG4380_006227-T1, DBVPG4380_001920-T1
GF00000390	DBVPG4380_007597-T1, DBVPG4380_001735-T1, DBVPG4380_000560-T1, DBVPG4380_000146-T1
GF00000391	DBVPG4380_006958-T1, DBVPG4380_001384-T1, DBVPG4380_009026-T1, DBVPG4380_012545-T1
GF00000392	DBVPG4380_005802-T1, DBVPG4380_006593-T1, DBVPG4380_009373-T1, DBVPG4380_010941-T1
GF00000393	DBVPG4380_006499-T1, DBVPG4380_006868-T1, DBVPG4380_006284-T1, DBVPG4380_004601-T1
GF00000394	DBVPG4380_007830-T1, DBVPG4380_006399-T1, DBVPG4380_007036-T1, DBVPG4380_008325-T1
GF00000395	DBVPG4380_008592-T1, DBVPG4380_010374-T1, DBVPG4380_003052-T1, DBVPG4380_012632-T1
GF00000396	DBVPG4380_009708-T1, DBVPG4380_006840-T1, DBVPG4380_009385-T1, DBVPG4380_012862-T1
GF00000397	DBVPG4380_006115-T1, DBVPG4380_012787-T1, DBVPG4380_003457-T1, DBVPG4380_008459-T1
GF00000398	DBVPG4380_012250-T1, DBVPG4380_003709-T1, DBVPG4380_013000-T1, DBVPG4380_011996-T1
GF00000399	DBVPG4380_007423-T1, DBVPG4380_006335-T1, DBVPG4380_013019-T1, DBVPG4380_008281-T1
GF00000400	DBVPG4380_010804-T1, DBVPG4380_000485-T1, DBVPG4380_005497-T1, DBVPG4380_008052-T1
GF00000401	DBVPG4380_007910-T1, DBVPG4380_003261-T1, DBVPG4380_012699-T1, DBVPG4380_006184-T1
GF00000402	DBVPG4380_007547-T1, DBVPG4380_006314-T1, DBVPG4380_011749-T1, DBVPG4380_009651-T1
GF00000403	DBVPG4380_006183-T1, DBVPG4380_002214-T1, DBVPG4380_003260-T1, DBVPG4380_003270-T1
GF00000404	DBVPG4380_008398-T1, DBVPG4380_005071-T1, DBVPG4380_008318-T1, DBVPG4380_012976-T1
GF00000405	DBVPG4380_003377-T1, DBVPG4380_002786-T1, DBVPG4380_001580-T1, DBVPG4380_011701-T1
GF00000406	DBVPG4380_004928-T1, DBVPG4380_008009-T1, DBVPG4380_012906-T1, DBVPG4380_003969-T1
GF00000407	DBVPG4380_010012-T1, DBVPG4380_006787-T1, DBVPG4380_006845-T1, DBVPG4380_000556-T1
GF00000408	DBVPG4380_005737-T1, DBVPG4380_012577-T1, DBVPG4380_002288-T1, DBVPG4380_013077-T1
GF00000409	DBVPG4380_001380-T1, DBVPG4380_006084-T1, DBVPG4380_012475-T1, DBVPG4380_004886-T1
GF00000410	DBVPG4380_006792-T1, DBVPG4380_012314-T1, DBVPG4380_012743-T1, DBVPG4380_008014-T1
GF00000411	DBVPG4380_001611-T1, DBVPG4380_010893-T1, DBVPG4380_000603-T1, DBVPG4380_010757-T1
GF00000412	DBVPG4380_007592-T1, DBVPG4380_013034-T1, DBVPG4380_001284-T1, DBVPG4380_001283-T1
GF00000413	DBVPG4380_003463-T1, DBVPG4380_004118-T1, DBVPG4380_008876-T1, DBVPG4380_004120-T1
GF00000414	DBVPG4380_006767-T1, DBVPG4380_010898-T1, DBVPG4380_010899-T1, DBVPG4380_007254-T1
GF00000415	DBVPG4380_004625-T1, DBVPG4380_006680-T1, DBVPG4380_007077-T1, DBVPG4380_002434-T1
GF00000416	DBVPG4380_009326-T1, DBVPG4380_012981-T1, DBVPG4380_007557-T1, DBVPG4380_011511-T1
GF00000417	DBVPG4380_004977-T1, DBVPG4380_012337-T1, DBVPG4380_008862-T1, DBVPG4380_001941-T1
GF00000418	DBVPG4380_009089-T1, DBVPG4380_007463-T1, DBVPG4380_007465-T1, DBVPG4380_007200-T1
GF00000419	DBVPG4380_003678-T1, DBVPG4380_006709-T1, DBVPG4380_003584-T1, DBVPG4380_004276-T1
GF00000420	DBVPG4380_003911-T1, DBVPG4380_007006-T1, DBVPG4380_006582-T1, DBVPG4380_003636-T1
GF00000421	DBVPG4380_007536-T1, DBVPG4380_012678-T1, DBVPG4380_012359-T1, DBVPG4380_012879-T1
GF00000422	DBVPG4380_002876-T1, DBVPG4380_008529-T1, DBVPG4380_001716-T1, DBVPG4380_005014-T1
GF00000423	DBVPG4380_007336-T1, DBVPG4380_003168-T1, DBVPG4380_001643-T1, DBVPG4380_001201-T1
GF00000424	DBVPG4380_004282-T1, DBVPG4380_004285-T1, DBVPG4380_010384-T1, DBVPG4380_012760-T1
GF00000425	DBVPG4380_000124-T1, DBVPG4380_000527-T1, DBVPG4380_011725-T1, DBVPG4380_007998-T1
GF00000426	DBVPG4380_004720-T1, DBVPG4380_013045-T1, DBVPG4380_011500-T1, DBVPG4380_012938-T1
GF00000427	DBVPG4380_006594-T1, DBVPG4380_005801-T1, DBVPG4380_006595-T1, DBVPG4380_005800-T1
GF00000428	DBVPG4380_006108-T1, DBVPG4380_002090-T1, DBVPG4380_009382-T1, DBVPG4380_003539-T1
GF00000429	DBVPG4380_008038-T1, DBVPG4380_002136-T1, DBVPG4380_012759-T1, DBVPG4380_008069-T1
GF00000430	DBVPG4380_000729-T1, DBVPG4380_012807-T1, DBVPG4380_012959-T1, DBVPG4380_009554-T1
GF00000431	DBVPG4380_001100-T1, DBVPG4380_003069-T1, DBVPG4380_003205-T1, DBVPG4380_010400-T1
GF00000432	DBVPG4380_007169-T1, DBVPG4380_001195-T1, DBVPG4380_010702-T1, DBVPG4380_007748-T1
GF00000433	DBVPG4380_004930-T1, DBVPG4380_004468-T1, DBVPG4380_004469-T1, DBVPG4380_007517-T1
GF00000434	DBVPG4380_006742-T1, DBVPG4380_001452-T1, DBVPG4380_008143-T1, DBVPG4380_009987-T1
GF00000435	DBVPG4380_005072-T1, DBVPG4380_008317-T1, DBVPG4380_008316-T1, DBVPG4380_005073-T1
GF00000436	DBVPG4380_011514-T1, DBVPG4380_001779-T1, DBVPG4380_005529-T1, DBVPG4380_001778-T1
GF00000437	DBVPG4380_003575-T1, DBVPG4380_006445-T1, DBVPG4380_006444-T1, DBVPG4380_000345-T1
GF00000438	DBVPG4380_002583-T1, DBVPG4380_002081-T1, DBVPG4380_011169-T1, DBVPG4380_012881-T1
GF00000439	DBVPG4380_010033-T1, DBVPG4380_012209-T1, DBVPG4380_013100-T1, DBVPG4380_010431-T1
GF00000440	DBVPG4380_005766-T1, DBVPG4380_001470-T1, DBVPG4380_001662-T1, DBVPG4380_009044-T1
GF00000441	DBVPG4380_000220-T1, DBVPG4380_005241-T1, DBVPG4380_000239-T1, DBVPG4380_001333-T1
GF00000442	DBVPG4380_009051-T1, DBVPG4380_005473-T1, DBVPG4380_005328-T1, DBVPG4380_009565-T1
GF00000443	DBVPG4380_008800-T1, DBVPG4380_009839-T1, DBVPG4380_012204-T1, DBVPG4380_012701-T1
GF00000444	DBVPG4380_000623-T1, DBVPG4380_005873-T1, DBVPG4380_012794-T1, DBVPG4380_005343-T1
GF00000445	DBVPG4380_006045-T1, DBVPG4380_004807-T1, DBVPG4380_004808-T1, DBVPG4380_006046-T1
GF00000446	DBVPG4380_004820-T1, DBVPG4380_007275-T1, DBVPG4380_005600-T1, DBVPG4380_012104-T1
GF00000447	DBVPG4380_000964-T1, DBVPG4380_000919-T1, DBVPG4380_000920-T1, DBVPG4380_000965-T1
GF00000448	DBVPG4380_002249-T1, DBVPG4380_011593-T1, DBVPG4380_006382-T1, DBVPG4380_011592-T1
GF00000449	DBVPG4380_005711-T1, DBVPG4380_000471-T1, DBVPG4380_013071-T1, DBVPG4380_011475-T1
GF00000450	DBVPG4380_006503-T1, DBVPG4380_012761-T1, DBVPG4380_003292-T1, DBVPG4380_003836-T1
GF00000451	DBVPG4380_004774-T1, DBVPG4380_007571-T1, DBVPG4380_007572-T1, DBVPG4380_005216-T1
GF00000452	DBVPG4380_002461-T1, DBVPG4380_006740-T1, DBVPG4380_003407-T1, DBVPG4380_003848-T1
GF00000453	DBVPG4380_002471-T1, DBVPG4380_005945-T1, DBVPG4380_005663-T1, DBVPG4380_005822-T1
GF00000454	DBVPG4380_007602-T1, DBVPG4380_007757-T1, DBVPG4380_002231-T1, DBVPG4380_005107-T1
GF00000455	DBVPG4380_006849-T1, DBVPG4380_006848-T1, DBVPG4380_006699-T1, DBVPG4380_006700-T1
GF00000456	DBVPG4380_001295-T1, DBVPG4380_011029-T1, DBVPG4380_011723-T1, DBVPG4380_001135-T1
GF00000457	DBVPG4380_008602-T1, DBVPG4380_003362-T1, DBVPG4380_008601-T1, DBVPG4380_003363-T1
GF00000458	DBVPG4380_000913-T1, DBVPG4380_000908-T1, DBVPG4380_011798-T1, DBVPG4380_003012-T1
GF00000459	DBVPG4380_004974-T1, DBVPG4380_005421-T1, DBVPG4380_008762-T1, DBVPG4380_011537-T1
GF00000460	DBVPG4380_003626-T1, DBVPG4380_012149-T1, DBVPG4380_004442-T1, DBVPG4380_012599-T1
GF00000461	DBVPG4380_005162-T1, DBVPG4380_002426-T1, DBVPG4380_009134-T1, DBVPG4380_013085-T1
GF00000462	DBVPG4380_002171-T1, DBVPG4380_005953-T1, DBVPG4380_007223-T1, DBVPG4380_004612-T1
GF00000463	DBVPG4380_005498-T1, DBVPG4380_002505-T1, DBVPG4380_000484-T1, DBVPG4380_003449-T1
GF00000464	DBVPG4380_000809-T1, DBVPG4380_001811-T1, DBVPG4380_000630-T1
GF00000465	DBVPG4380_001439-T1, DBVPG4380_005559-T1, DBVPG4380_012084-T1
GF00000466	DBVPG4380_007060-T1, DBVPG4380_011494-T1, DBVPG4380_011363-T1
GF00000467	DBVPG4380_007201-T1, DBVPG4380_010716-T1, DBVPG4380_012445-T1
GF00000468	DBVPG4380_007140-T1, DBVPG4380_010563-T1, DBVPG4380_012548-T1
GF00000469	DBVPG4380_007419-T1, DBVPG4380_012170-T1, DBVPG4380_012105-T1
GF00000470	DBVPG4380_010218-T1, DBVPG4380_011808-T1, DBVPG4380_012773-T1
GF00000471	DBVPG4380_008280-T1, DBVPG4380_001679-T1, DBVPG4380_007638-T1
GF00000472	DBVPG4380_001947-T1, DBVPG4380_009617-T1, DBVPG4380_008467-T1
GF00000473	DBVPG4380_009186-T1, DBVPG4380_012336-T1, DBVPG4380_011756-T1
GF00000474	DBVPG4380_003895-T1, DBVPG4380_010892-T1, DBVPG4380_011550-T1
GF00000475	DBVPG4380_004896-T1, DBVPG4380_005817-T1, DBVPG4380_010131-T1
GF00000476	DBVPG4380_010859-T1, DBVPG4380_001866-T1, DBVPG4380_011263-T1
GF00000477	DBVPG4380_006721-T1, DBVPG4380_010993-T1, DBVPG4380_001336-T1
GF00000478	DBVPG4380_002815-T1, DBVPG4380_005415-T1, DBVPG4380_003104-T1
GF00000479	DBVPG4380_009266-T1, DBVPG4380_011649-T1, DBVPG4380_011138-T1
GF00000480	DBVPG4380_009484-T1, DBVPG4380_012720-T1, DBVPG4380_009408-T1
GF00000481	DBVPG4380_009349-T1, DBVPG4380_003143-T1, DBVPG4380_008230-T1
GF00000482	DBVPG4380_002636-T1, DBVPG4380_005530-T1, DBVPG4380_007926-T1
GF00000483	DBVPG4380_010264-T1, DBVPG4380_002676-T1, DBVPG4380_008575-T1
GF00000484	DBVPG4380_008194-T1, DBVPG4380_004198-T1, DBVPG4380_012463-T1
GF00000485	DBVPG4380_003897-T1, DBVPG4380_010749-T1, DBVPG4380_011397-T1
GF00000486	DBVPG4380_005178-T1, DBVPG4380_010925-T1, DBVPG4380_012496-T1
GF00000487	DBVPG4380_008884-T1, DBVPG4380_012231-T1, DBVPG4380_009923-T1
GF00000488	DBVPG4380_006746-T1, DBVPG4380_007291-T1, DBVPG4380_003757-T1
GF00000489	DBVPG4380_008089-T1, DBVPG4380_006718-T1, DBVPG4380_011772-T1
GF00000490	DBVPG4380_004972-T1, DBVPG4380_011315-T1, DBVPG4380_011682-T1
GF00000491	DBVPG4380_001442-T1, DBVPG4380_009844-T1, DBVPG4380_011851-T1
GF00000492	DBVPG4380_007555-T1, DBVPG4380_012954-T1, DBVPG4380_009778-T1
GF00000493	DBVPG4380_007126-T1, DBVPG4380_009628-T1, DBVPG4380_012156-T1
GF00000494	DBVPG4380_008454-T1, DBVPG4380_005920-T1, DBVPG4380_005843-T1
GF00000495	DBVPG4380_001858-T1, DBVPG4380_005293-T1, DBVPG4380_010544-T1
GF00000496	DBVPG4380_005227-T1, DBVPG4380_002159-T1, DBVPG4380_008891-T1
GF00000497	DBVPG4380_005229-T1, DBVPG4380_003927-T1, DBVPG4380_012979-T1
GF00000498	DBVPG4380_003748-T1, DBVPG4380_010889-T1, DBVPG4380_011093-T1
GF00000499	DBVPG4380_008145-T1, DBVPG4380_003556-T1, DBVPG4380_004902-T1
GF00000500	DBVPG4380_001533-T1, DBVPG4380_001046-T1, DBVPG4380_000253-T1
GF00000501	DBVPG4380_001896-T1, DBVPG4380_008406-T1, DBVPG4380_008771-T1
GF00000502	DBVPG4380_004592-T1, DBVPG4380_010097-T1, DBVPG4380_010873-T1
GF00000503	DBVPG4380_006162-T1, DBVPG4380_012656-T1, DBVPG4380_011063-T1
GF00000504	DBVPG4380_002635-T1, DBVPG4380_006362-T1, DBVPG4380_006363-T1
GF00000505	DBVPG4380_007483-T1, DBVPG4380_000532-T1, DBVPG4380_007484-T1
GF00000506	DBVPG4380_009834-T1, DBVPG4380_003368-T1, DBVPG4380_012059-T1
GF00000507	DBVPG4380_002028-T1, DBVPG4380_008703-T1, DBVPG4380_005905-T1
GF00000508	DBVPG4380_007581-T1, DBVPG4380_012476-T1, DBVPG4380_013156-T1
GF00000509	DBVPG4380_004817-T1, DBVPG4380_011669-T1, DBVPG4380_011557-T1
GF00000510	DBVPG4380_006983-T1, DBVPG4380_008075-T1, DBVPG4380_012127-T1
GF00000511	DBVPG4380_002279-T1, DBVPG4380_008073-T1, DBVPG4380_013006-T1
GF00000512	DBVPG4380_001497-T1, DBVPG4380_006757-T1, DBVPG4380_012747-T1
GF00000513	DBVPG4380_000036-T1, DBVPG4380_001233-T1, DBVPG4380_004073-T1
GF00000514	DBVPG4380_004771-T1, DBVPG4380_006622-T1, DBVPG4380_002428-T1
GF00000515	DBVPG4380_002514-T1, DBVPG4380_002642-T1, DBVPG4380_005311-T1
GF00000516	DBVPG4380_003801-T1, DBVPG4380_008423-T1, DBVPG4380_006546-T1
GF00000517	DBVPG4380_002776-T1, DBVPG4380_006050-T1, DBVPG4380_008825-T1
GF00000518	DBVPG4380_001802-T1, DBVPG4380_006469-T1, DBVPG4380_006093-T1
GF00000519	DBVPG4380_005006-T1, DBVPG4380_009416-T1, DBVPG4380_012421-T1
GF00000520	DBVPG4380_006065-T1, DBVPG4380_012188-T1, DBVPG4380_007781-T1
GF00000521	DBVPG4380_001753-T1, DBVPG4380_009534-T1, DBVPG4380_006304-T1
GF00000522	DBVPG4380_002415-T1, DBVPG4380_006342-T1, DBVPG4380_012268-T1
GF00000523	DBVPG4380_008330-T1, DBVPG4380_010633-T1, DBVPG4380_011133-T1
GF00000524	DBVPG4380_003117-T1, DBVPG4380_006434-T1, DBVPG4380_008905-T1
GF00000525	DBVPG4380_004532-T1, DBVPG4380_012031-T1, DBVPG4380_005480-T1
GF00000526	DBVPG4380_010777-T1, DBVPG4380_007324-T1, DBVPG4380_010298-T1
GF00000527	DBVPG4380_007174-T1, DBVPG4380_001932-T1, DBVPG4380_005874-T1
GF00000528	DBVPG4380_000945-T1, DBVPG4380_004332-T1, DBVPG4380_004333-T1
GF00000529	DBVPG4380_002519-T1, DBVPG4380_005297-T1, DBVPG4380_006903-T1
GF00000530	DBVPG4380_008837-T1, DBVPG4380_011581-T1, DBVPG4380_011140-T1
GF00000531	DBVPG4380_007238-T1, DBVPG4380_007921-T1, DBVPG4380_007922-T1
GF00000532	DBVPG4380_005036-T1, DBVPG4380_011209-T1, DBVPG4380_012709-T1
GF00000533	DBVPG4380_008197-T1, DBVPG4380_005787-T1, DBVPG4380_010114-T1
GF00000534	DBVPG4380_005724-T1, DBVPG4380_009981-T1, DBVPG4380_008952-T1
GF00000535	DBVPG4380_002731-T1, DBVPG4380_011746-T1, DBVPG4380_012875-T1
GF00000536	DBVPG4380_000673-T1, DBVPG4380_000224-T1, DBVPG4380_007810-T1
GF00000537	DBVPG4380_009858-T1, DBVPG4380_005611-T1, DBVPG4380_005714-T1
GF00000538	DBVPG4380_008255-T1, DBVPG4380_011115-T1, DBVPG4380_006020-T1
GF00000539	DBVPG4380_003515-T1, DBVPG4380_000756-T1, DBVPG4380_003514-T1
GF00000540	DBVPG4380_002281-T1, DBVPG4380_000818-T1, DBVPG4380_007838-T1
GF00000541	DBVPG4380_001819-T1, DBVPG4380_008668-T1, DBVPG4380_012973-T1
GF00000542	DBVPG4380_001237-T1, DBVPG4380_004077-T1, DBVPG4380_013008-T1
GF00000543	DBVPG4380_011033-T1, DBVPG4380_005686-T1, DBVPG4380_010520-T1
GF00000544	DBVPG4380_004126-T1, DBVPG4380_012063-T1, DBVPG4380_006519-T1
GF00000545	DBVPG4380_003603-T1, DBVPG4380_001708-T1, DBVPG4380_004348-T1
GF00000546	DBVPG4380_001931-T1, DBVPG4380_009747-T1, DBVPG4380_009524-T1
GF00000547	DBVPG4380_000275-T1, DBVPG4380_012658-T1, DBVPG4380_013009-T1
GF00000548	DBVPG4380_004381-T1, DBVPG4380_006172-T1, DBVPG4380_009407-T1
GF00000549	DBVPG4380_005345-T1, DBVPG4380_000372-T1, DBVPG4380_010136-T1
GF00000550	DBVPG4380_001281-T1, DBVPG4380_008261-T1, DBVPG4380_005554-T1
GF00000551	DBVPG4380_002537-T1, DBVPG4380_008506-T1, DBVPG4380_002972-T1
GF00000552	DBVPG4380_002109-T1, DBVPG4380_009760-T1, DBVPG4380_010210-T1
GF00000553	DBVPG4380_004921-T1, DBVPG4380_008243-T1, DBVPG4380_001270-T1
GF00000554	DBVPG4380_000825-T1, DBVPG4380_009950-T1, DBVPG4380_006002-T1
GF00000555	DBVPG4380_003097-T1, DBVPG4380_010331-T1, DBVPG4380_008068-T1
GF00000556	DBVPG4380_007147-T1, DBVPG4380_011703-T1, DBVPG4380_009541-T1
GF00000557	DBVPG4380_007518-T1, DBVPG4380_012987-T1, DBVPG4380_010888-T1
GF00000558	DBVPG4380_003930-T1, DBVPG4380_011672-T1, DBVPG4380_006169-T1
GF00000559	DBVPG4380_009113-T1, DBVPG4380_001943-T1, DBVPG4380_010014-T1
GF00000560	DBVPG4380_001308-T1, DBVPG4380_002145-T1, DBVPG4380_002930-T1
GF00000561	DBVPG4380_009218-T1, DBVPG4380_000709-T1, DBVPG4380_001023-T1
GF00000562	DBVPG4380_003092-T1, DBVPG4380_006899-T1, DBVPG4380_009992-T1
GF00000563	DBVPG4380_002099-T1, DBVPG4380_010575-T1, DBVPG4380_007244-T1
GF00000564	DBVPG4380_009397-T1, DBVPG4380_005741-T1, DBVPG4380_007493-T1
GF00000565	DBVPG4380_004006-T1, DBVPG4380_012947-T1, DBVPG4380_001394-T1
GF00000566	DBVPG4380_010089-T1, DBVPG4380_004101-T1, DBVPG4380_004672-T1
GF00000567	DBVPG4380_004152-T1, DBVPG4380_004181-T1, DBVPG4380_010447-T1
GF00000568	DBVPG4380_007747-T1, DBVPG4380_012774-T1, DBVPG4380_010427-T1
GF00000569	DBVPG4380_000227-T1, DBVPG4380_000841-T1, DBVPG4380_007307-T1
GF00000570	DBVPG4380_003266-T1, DBVPG4380_010229-T1, DBVPG4380_003122-T1
GF00000571	DBVPG4380_007144-T1, DBVPG4380_008006-T1, DBVPG4380_011828-T1
GF00000572	DBVPG4380_003587-T1, DBVPG4380_010604-T1, DBVPG4380_007467-T1
GF00000573	DBVPG4380_003229-T1, DBVPG4380_000396-T1, DBVPG4380_005338-T1
GF00000574	DBVPG4380_006587-T1, DBVPG4380_010662-T1, DBVPG4380_009861-T1
GF00000575	DBVPG4380_004691-T1, DBVPG4380_004266-T1, DBVPG4380_006735-T1
GF00000576	DBVPG4380_005921-T1, DBVPG4380_008455-T1, DBVPG4380_011105-T1
GF00000577	DBVPG4380_000641-T1, DBVPG4380_006805-T1, DBVPG4380_006806-T1
GF00000578	DBVPG4380_010942-T1, DBVPG4380_000946-T1, DBVPG4380_002244-T1
GF00000579	DBVPG4380_000300-T1, DBVPG4380_011003-T1, DBVPG4380_005346-T1
GF00000580	DBVPG4380_009258-T1, DBVPG4380_007124-T1, DBVPG4380_009394-T1
GF00000581	DBVPG4380_011515-T1, DBVPG4380_005625-T1, DBVPG4380_012799-T1
GF00000582	DBVPG4380_011544-T1, DBVPG4380_007428-T1, DBVPG4380_010216-T1
GF00000583	DBVPG4380_002520-T1, DBVPG4380_003730-T1, DBVPG4380_006961-T1
GF00000584	DBVPG4380_011030-T1, DBVPG4380_005587-T1, DBVPG4380_009086-T1
GF00000585	DBVPG4380_007061-T1, DBVPG4380_012854-T1, DBVPG4380_011827-T1
GF00000586	DBVPG4380_004223-T1, DBVPG4380_005236-T1, DBVPG4380_008129-T1
GF00000587	DBVPG4380_006626-T1, DBVPG4380_007105-T1, DBVPG4380_011368-T1
GF00000588	DBVPG4380_011762-T1, DBVPG4380_009111-T1, DBVPG4380_012570-T1
GF00000589	DBVPG4380_003867-T1, DBVPG4380_003828-T1, DBVPG4380_003827-T1
GF00000590	DBVPG4380_004090-T1, DBVPG4380_011114-T1, DBVPG4380_008649-T1
GF00000591	DBVPG4380_003232-T1, DBVPG4380_002287-T1, DBVPG4380_006790-T1
GF00000592	DBVPG4380_003281-T1, DBVPG4380_004632-T1, DBVPG4380_011743-T1
GF00000593	DBVPG4380_001089-T1, DBVPG4380_002914-T1, DBVPG4380_009393-T1
GF00000594	DBVPG4380_003252-T1, DBVPG4380_005637-T1, DBVPG4380_005636-T1
GF00000595	DBVPG4380_007712-T1, DBVPG4380_005398-T1, DBVPG4380_004530-T1
GF00000596	DBVPG4380_010418-T1, DBVPG4380_010864-T1, DBVPG4380_002125-T1
GF00000597	DBVPG4380_003669-T1, DBVPG4380_005274-T1, DBVPG4380_006389-T1
GF00000598	DBVPG4380_002045-T1, DBVPG4380_010703-T1, DBVPG4380_004177-T1
GF00000599	DBVPG4380_004991-T1, DBVPG4380_007923-T1, DBVPG4380_008817-T1
GF00000600	DBVPG4380_006370-T1, DBVPG4380_013092-T1, DBVPG4380_008013-T1
GF00000601	DBVPG4380_006589-T1, DBVPG4380_004792-T1, DBVPG4380_005678-T1
GF00000602	DBVPG4380_009967-T1, DBVPG4380_006550-T1, DBVPG4380_011233-T1
GF00000603	DBVPG4380_010065-T1, DBVPG4380_007791-T1, DBVPG4380_013116-T1
GF00000604	DBVPG4380_010087-T1, DBVPG4380_010842-T1, DBVPG4380_007280-T1
GF00000605	DBVPG4380_005494-T1, DBVPG4380_012009-T1, DBVPG4380_012627-T1
GF00000606	DBVPG4380_009970-T1, DBVPG4380_009765-T1, DBVPG4380_010707-T1
GF00000607	DBVPG4380_008122-T1, DBVPG4380_008238-T1, DBVPG4380_011437-T1
GF00000608	DBVPG4380_002990-T1, DBVPG4380_009463-T1, DBVPG4380_013171-T1
GF00000609	DBVPG4380_007942-T1, DBVPG4380_009347-T1, DBVPG4380_012351-T1
GF00000610	DBVPG4380_010019-T1, DBVPG4380_006254-T1, DBVPG4380_006253-T1
GF00000611	DBVPG4380_004287-T1, DBVPG4380_007817-T1, DBVPG4380_012202-T1
GF00000612	DBVPG4380_004243-T1, DBVPG4380_011013-T1, DBVPG4380_012710-T1
GF00000613	DBVPG4380_007417-T1, DBVPG4380_008698-T1, DBVPG4380_013038-T1
GF00000614	DBVPG4380_002548-T1, DBVPG4380_011198-T1, DBVPG4380_011608-T1
GF00000615	DBVPG4380_001740-T1, DBVPG4380_002620-T1, DBVPG4380_013020-T1
GF00000616	DBVPG4380_009619-T1, DBVPG4380_007629-T1, DBVPG4380_013043-T1
GF00000617	DBVPG4380_003884-T1, DBVPG4380_010108-T1, DBVPG4380_012247-T1
GF00000618	DBVPG4380_011695-T1, DBVPG4380_005460-T1, DBVPG4380_005004-T1
GF00000619	DBVPG4380_008513-T1, DBVPG4380_011367-T1, DBVPG4380_011487-T1
GF00000620	DBVPG4380_004747-T1, DBVPG4380_008119-T1, DBVPG4380_010405-T1
GF00000621	DBVPG4380_003279-T1, DBVPG4380_011376-T1, DBVPG4380_010771-T1
GF00000622	DBVPG4380_003986-T1, DBVPG4380_006375-T1, DBVPG4380_009117-T1
GF00000623	DBVPG4380_004286-T1, DBVPG4380_010865-T1, DBVPG4380_004283-T1
GF00000624	DBVPG4380_004451-T1, DBVPG4380_011134-T1, DBVPG4380_011135-T1
GF00000625	DBVPG4380_006204-T1, DBVPG4380_009526-T1, DBVPG4380_000123-T1
GF00000626	DBVPG4380_004640-T1, DBVPG4380_006306-T1, DBVPG4380_002060-T1
GF00000627	DBVPG4380_001600-T1, DBVPG4380_005718-T1, DBVPG4380_012571-T1
GF00000628	DBVPG4380_008548-T1, DBVPG4380_008244-T1, DBVPG4380_012669-T1
GF00000629	DBVPG4380_003239-T1, DBVPG4380_004846-T1, DBVPG4380_004845-T1
GF00000630	DBVPG4380_010361-T1, DBVPG4380_004399-T1, DBVPG4380_007346-T1
GF00000631	DBVPG4380_011229-T1, DBVPG4380_002141-T1, DBVPG4380_012072-T1
GF00000632	DBVPG4380_000827-T1, DBVPG4380_011300-T1, DBVPG4380_010058-T1
GF00000633	DBVPG4380_004879-T1, DBVPG4380_003712-T1, DBVPG4380_004878-T1
GF00000634	DBVPG4380_011981-T1, DBVPG4380_004236-T1, DBVPG4380_009351-T1
GF00000635	DBVPG4380_001024-T1, DBVPG4380_009217-T1, DBVPG4380_011685-T1
GF00000636	DBVPG4380_011257-T1, DBVPG4380_002123-T1, DBVPG4380_006504-T1
GF00000637	DBVPG4380_008689-T1, DBVPG4380_007844-T1, DBVPG4380_011949-T1
GF00000638	DBVPG4380_002059-T1, DBVPG4380_012227-T1, DBVPG4380_006006-T1
GF00000639	DBVPG4380_008874-T1, DBVPG4380_005571-T1, DBVPG4380_012823-T1
GF00000640	DBVPG4380_005777-T1, DBVPG4380_011412-T1, DBVPG4380_006946-T1
GF00000641	DBVPG4380_007519-T1, DBVPG4380_010887-T1, DBVPG4380_010143-T1
GF00000642	DBVPG4380_004249-T1, DBVPG4380_012635-T1, DBVPG4380_012638-T1
GF00000643	DBVPG4380_000751-T1, DBVPG4380_000997-T1, DBVPG4380_008522-T1
GF00000644	DBVPG4380_005258-T1, DBVPG4380_011689-T1, DBVPG4380_011152-T1
GF00000645	DBVPG4380_003320-T1, DBVPG4380_009653-T1, DBVPG4380_009480-T1
GF00000646	DBVPG4380_007946-T1, DBVPG4380_002311-T1, DBVPG4380_003862-T1
GF00000647	DBVPG4380_006174-T1, DBVPG4380_004383-T1, DBVPG4380_004384-T1
GF00000648	DBVPG4380_002677-T1, DBVPG4380_009498-T1, DBVPG4380_011792-T1
GF00000649	DBVPG4380_005268-T1, DBVPG4380_009316-T1, DBVPG4380_009874-T1
GF00000650	DBVPG4380_006566-T1, DBVPG4380_003752-T1, DBVPG4380_008545-T1
GF00000651	DBVPG4380_011993-T1, DBVPG4380_012726-T1, DBVPG4380_012523-T1
GF00000652	DBVPG4380_000030-T1, DBVPG4380_011186-T1, DBVPG4380_008078-T1
GF00000653	DBVPG4380_010815-T1, DBVPG4380_011179-T1, DBVPG4380_009137-T1
GF00000654	DBVPG4380_001341-T1, DBVPG4380_001840-T1, DBVPG4380_000182-T1
GF00000655	DBVPG4380_007403-T1, DBVPG4380_006345-T1, DBVPG4380_009450-T1
GF00000656	DBVPG4380_011499-T1, DBVPG4380_006129-T1, DBVPG4380_010416-T1
GF00000657	DBVPG4380_005633-T1, DBVPG4380_010452-T1, DBVPG4380_012784-T1
