	Rhodotorula_mucilaginosa_DBVPG_3854.cds.fa
GF00000726	DBVPG3854_014571-T1, DBVPG3854_001408-T1, DBVPG3854_008941-T1
GF00000727	DBVPG3854_001427-T1, DBVPG3854_012077-T1, DBVPG3854_003420-T1
GF00000728	DBVPG3854_003592-T1, DBVPG3854_001217-T1, DBVPG3854_001216-T1
GF00000729	DBVPG3854_013737-T1, DBVPG3854_008837-T1, DBVPG3854_008836-T1
GF00000730	DBVPG3854_010782-T1, DBVPG3854_005772-T1, DBVPG3854_005771-T1
GF00000731	DBVPG3854_008296-T1, DBVPG3854_004755-T1, DBVPG3854_008297-T1
GF00000732	DBVPG3854_013160-T1, DBVPG3854_005353-T1, DBVPG3854_005352-T1
GF00000733	DBVPG3854_006843-T1, DBVPG3854_001124-T1, DBVPG3854_001125-T1
GF00000734	DBVPG3854_007106-T1, DBVPG3854_010599-T1, DBVPG3854_010598-T1
GF00000735	DBVPG3854_002108-T1, DBVPG3854_002301-T1, DBVPG3854_002302-T1
GF00000736	DBVPG3854_013447-T1, DBVPG3854_004870-T1, DBVPG3854_011869-T1
GF00000737	DBVPG3854_001561-T1, DBVPG3854_013296-T1, DBVPG3854_006754-T1
GF00000738	DBVPG3854_003336-T1, DBVPG3854_013835-T1, DBVPG3854_005460-T1
GF00000739	DBVPG3854_004760-T1, DBVPG3854_008294-T1, DBVPG3854_004757-T1
GF00000740	DBVPG3854_002557-T1, DBVPG3854_002556-T1, DBVPG3854_011381-T1
GF00000741	DBVPG3854_007161-T1, DBVPG3854_012316-T1, DBVPG3854_012315-T1
GF00000742	DBVPG3854_011125-T1, DBVPG3854_006669-T1, DBVPG3854_011126-T1
GF00000743	DBVPG3854_001900-T1, DBVPG3854_003375-T1, DBVPG3854_001901-T1
GF00000744	DBVPG3854_007922-T1, DBVPG3854_003129-T1, DBVPG3854_003130-T1
GF00000745	DBVPG3854_006751-T1, DBVPG3854_001564-T1, DBVPG3854_006750-T1
GF00000746	DBVPG3854_011770-T1, DBVPG3854_004198-T1, DBVPG3854_001977-T1
GF00000747	DBVPG3854_003606-T1, DBVPG3854_003607-T1, DBVPG3854_003605-T1
GF00000748	DBVPG3854_007060-T1, DBVPG3854_014453-T1, DBVPG3854_009126-T1
GF00000749	DBVPG3854_014241-T1, DBVPG3854_002728-T1, DBVPG3854_014404-T1
GF00000750	DBVPG3854_000959-T1, DBVPG3854_010927-T1, DBVPG3854_014552-T1
GF00000751	DBVPG3854_005302-T1, DBVPG3854_009037-T1, DBVPG3854_005301-T1
GF00000752	DBVPG3854_001190-T1, DBVPG3854_003564-T1, DBVPG3854_003565-T1
GF00000753	DBVPG3854_009498-T1, DBVPG3854_000778-T1, DBVPG3854_004044-T1
GF00000754	DBVPG3854_012228-T1, DBVPG3854_014490-T1, DBVPG3854_012227-T1
GF00000755	DBVPG3854_013631-T1, DBVPG3854_011329-T1, DBVPG3854_013632-T1
GF00000756	DBVPG3854_004894-T1, DBVPG3854_011891-T1, DBVPG3854_011890-T1
GF00000757	DBVPG3854_013505-T1, DBVPG3854_003508-T1, DBVPG3854_003507-T1
GF00000758	DBVPG3854_011923-T1, DBVPG3854_011321-T1, DBVPG3854_011924-T1
GF00000759	DBVPG3854_014440-T1, DBVPG3854_011348-T1, DBVPG3854_012337-T1
GF00000760	DBVPG3854_002487-T1, DBVPG3854_009896-T1, DBVPG3854_009895-T1
GF00000761	DBVPG3854_013630-T1, DBVPG3854_005134-T1, DBVPG3854_008833-T1
GF00000762	DBVPG3854_001745-T1, DBVPG3854_005419-T1, DBVPG3854_003897-T1
GF00000763	DBVPG3854_014050-T1, DBVPG3854_014049-T1, DBVPG3854_008676-T1
GF00000764	DBVPG3854_013572-T1, DBVPG3854_006569-T1, DBVPG3854_006570-T1
GF00000765	DBVPG3854_014364-T1, DBVPG3854_007094-T1, DBVPG3854_008372-T1
GF00000766	DBVPG3854_006698-T1, DBVPG3854_009294-T1, DBVPG3854_009295-T1
GF00000767	DBVPG3854_002367-T1, DBVPG3854_010593-T1, DBVPG3854_002412-T1
GF00000768	DBVPG3854_006969-T1, DBVPG3854_008177-T1, DBVPG3854_003193-T1
GF00000769	DBVPG3854_008903-T1, DBVPG3854_008901-T1, DBVPG3854_001370-T1
GF00000770	DBVPG3854_011746-T1, DBVPG3854_011745-T1, DBVPG3854_009575-T1
GF00000771	DBVPG3854_000438-T1, DBVPG3854_012802-T1, DBVPG3854_014562-T1
GF00000772	DBVPG3854_009795-T1, DBVPG3854_011107-T1, DBVPG3854_003115-T1
GF00000773	DBVPG3854_002745-T1, DBVPG3854_002748-T1, DBVPG3854_012118-T1
GF00000774	DBVPG3854_012318-T1, DBVPG3854_007160-T1, DBVPG3854_012319-T1
GF00000775	DBVPG3854_002641-T1, DBVPG3854_013974-T1, DBVPG3854_007466-T1
GF00000776	DBVPG3854_009442-T1, DBVPG3854_013937-T1, DBVPG3854_012279-T1
GF00000777	DBVPG3854_002548-T1, DBVPG3854_011793-T1, DBVPG3854_011794-T1
GF00000778	DBVPG3854_008938-T1, DBVPG3854_001405-T1, DBVPG3854_008937-T1
GF00000779	DBVPG3854_011392-T1, DBVPG3854_012911-T1, DBVPG3854_012918-T1
GF00000780	DBVPG3854_013882-T1, DBVPG3854_002375-T1, DBVPG3854_010926-T1
GF00000781	DBVPG3854_014564-T1, DBVPG3854_001311-T1, DBVPG3854_014268-T1
GF00000782	DBVPG3854_006213-T1, DBVPG3854_007520-T1, DBVPG3854_002634-T1
GF00000783	DBVPG3854_010272-T1, DBVPG3854_002777-T1, DBVPG3854_010273-T1
GF00000784	DBVPG3854_001871-T1, DBVPG3854_012666-T1, DBVPG3854_012665-T1
GF00000785	DBVPG3854_013354-T1, DBVPG3854_003057-T1, DBVPG3854_003058-T1
GF00000786	DBVPG3854_004275-T1, DBVPG3854_006359-T1, DBVPG3854_006360-T1
GF00000787	DBVPG3854_004650-T1, DBVPG3854_008057-T1, DBVPG3854_002680-T1
GF00000788	DBVPG3854_002327-T1, DBVPG3854_000568-T1, DBVPG3854_009651-T1
GF00000789	DBVPG3854_013875-T1, DBVPG3854_012609-T1, DBVPG3854_012604-T1
GF00000790	DBVPG3854_013896-T1, DBVPG3854_004422-T1, DBVPG3854_004420-T1
GF00000791	DBVPG3854_010881-T1, DBVPG3854_014329-T1, DBVPG3854_010880-T1
GF00000792	DBVPG3854_013821-T1, DBVPG3854_012510-T1, DBVPG3854_014124-T1
GF00000793	DBVPG3854_008365-T1, DBVPG3854_004388-T1, DBVPG3854_004387-T1
GF00000794	DBVPG3854_002644-T1, DBVPG3854_008000-T1, DBVPG3854_003199-T1
GF00000795	DBVPG3854_007229-T1, DBVPG3854_011991-T1, DBVPG3854_013864-T1
GF00000796	DBVPG3854_014142-T1, DBVPG3854_013683-T1, DBVPG3854_010862-T1
GF00000797	DBVPG3854_007645-T1, DBVPG3854_001619-T1, DBVPG3854_001632-T1
GF00000798	DBVPG3854_000127-T1, DBVPG3854_014342-T1, DBVPG3854_014400-T1
GF00000799	DBVPG3854_005179-T1, DBVPG3854_012190-T1, DBVPG3854_012191-T1
GF00000800	DBVPG3854_008377-T1, DBVPG3854_007089-T1, DBVPG3854_007087-T1
GF00000801	DBVPG3854_011445-T1, DBVPG3854_002673-T1, DBVPG3854_000534-T1
GF00000802	DBVPG3854_004246-T1, DBVPG3854_012368-T1, DBVPG3854_006333-T1
GF00000803	DBVPG3854_003402-T1, DBVPG3854_001929-T1, DBVPG3854_001928-T1
GF00000804	DBVPG3854_001023-T1, DBVPG3854_006000-T1, DBVPG3854_005999-T1
GF00000805	DBVPG3854_000307-T1, DBVPG3854_006615-T1, DBVPG3854_006616-T1
GF00000806	DBVPG3854_014079-T1, DBVPG3854_000838-T1, DBVPG3854_000853-T1
GF00000807	DBVPG3854_012323-T1, DBVPG3854_002362-T1, DBVPG3854_010588-T1
GF00000808	DBVPG3854_003250-T1, DBVPG3854_012681-T1, DBVPG3854_012680-T1
GF00000809	DBVPG3854_002025-T1, DBVPG3854_002220-T1, DBVPG3854_002023-T1
GF00000810	DBVPG3854_000368-T1, DBVPG3854_014394-T1, DBVPG3854_012082-T1
GF00000811	DBVPG3854_004110-T1, DBVPG3854_001540-T1, DBVPG3854_006777-T1
GF00000812	DBVPG3854_006278-T1, DBVPG3854_013396-T1, DBVPG3854_010332-T1
GF00000813	DBVPG3854_008672-T1, DBVPG3854_014045-T1, DBVPG3854_008671-T1
GF00000814	DBVPG3854_014616-T1, DBVPG3854_003505-T1, DBVPG3854_014566-T1
GF00000815	DBVPG3854_008766-T1, DBVPG3854_005667-T1, DBVPG3854_005668-T1
GF00000816	DBVPG3854_013464-T1, DBVPG3854_014500-T1, DBVPG3854_014501-T1
GF00000817	DBVPG3854_012875-T1, DBVPG3854_001151-T1, DBVPG3854_003525-T1
GF00000818	DBVPG3854_000076-T1, DBVPG3854_013919-T1, DBVPG3854_008494-T1
GF00000819	DBVPG3854_011700-T1, DBVPG3854_004712-T1, DBVPG3854_013729-T1
GF00000820	DBVPG3854_000097-T1, DBVPG3854_008472-T1, DBVPG3854_000098-T1
GF00000821	DBVPG3854_011710-T1, DBVPG3854_006305-T1, DBVPG3854_006306-T1
GF00000822	DBVPG3854_002947-T1, DBVPG3854_003707-T1, DBVPG3854_014256-T1
GF00000823	DBVPG3854_000364-T1, DBVPG3854_012176-T1, DBVPG3854_014398-T1
GF00000824	DBVPG3854_008876-T1, DBVPG3854_000255-T1, DBVPG3854_008877-T1
GF00000825	DBVPG3854_003693-T1, DBVPG3854_009587-T1, DBVPG3854_011733-T1
GF00000826	DBVPG3854_002218-T1, DBVPG3854_002021-T1, DBVPG3854_014458-T1
GF00000827	DBVPG3854_004092-T1, DBVPG3854_011235-T1, DBVPG3854_004093-T1
GF00000828	DBVPG3854_008199-T1, DBVPG3854_006993-T1, DBVPG3854_005408-T1
GF00000829	DBVPG3854_001598-T1, DBVPG3854_012826-T1, DBVPG3854_001597-T1
GF00000830	DBVPG3854_009816-T1, DBVPG3854_000200-T1, DBVPG3854_000201-T1
GF00000831	DBVPG3854_001210-T1, DBVPG3854_001209-T1, DBVPG3854_003584-T1
GF00000832	DBVPG3854_001913-T1, DBVPG3854_003386-T1, DBVPG3854_001912-T1
GF00000833	DBVPG3854_006648-T1, DBVPG3854_000274-T1, DBVPG3854_006649-T1
GF00000834	DBVPG3854_000538-T1, DBVPG3854_009670-T1, DBVPG3854_004759-T1
GF00000835	DBVPG3854_014606-T1, DBVPG3854_011374-T1, DBVPG3854_014360-T1
GF00000836	DBVPG3854_007507-T1, DBVPG3854_001741-T1, DBVPG3854_003901-T1
GF00000837	DBVPG3854_003243-T1, DBVPG3854_012673-T1, DBVPG3854_014580-T1
GF00000838	DBVPG3854_006589-T1, DBVPG3854_000331-T1, DBVPG3854_000330-T1
GF00000839	DBVPG3854_014379-T1, DBVPG3854_006248-T1, DBVPG3854_013532-T1
GF00000840	DBVPG3854_014579-T1, DBVPG3854_004871-T1, DBVPG3854_014589-T1
GF00000841	DBVPG3854_002081-T1, DBVPG3854_002277-T1, DBVPG3854_002082-T1
GF00000842	DBVPG3854_013526-T1, DBVPG3854_006255-T1, DBVPG3854_006254-T1
GF00000843	DBVPG3854_010029-T1, DBVPG3854_009991-T1, DBVPG3854_010028-T1
GF00000844	DBVPG3854_012872-T1, DBVPG3854_012373-T1, DBVPG3854_012871-T1
GF00000845	DBVPG3854_009279-T1, DBVPG3854_006713-T1, DBVPG3854_006714-T1
GF00000846	DBVPG3854_004483-T1, DBVPG3854_002823-T1, DBVPG3854_004474-T1
GF00000847	DBVPG3854_000902-T1, DBVPG3854_010361-T1, DBVPG3854_010360-T1
GF00000848	DBVPG3854_008403-T1, DBVPG3854_010403-T1, DBVPG3854_010404-T1
GF00000849	DBVPG3854_000637-T1, DBVPG3854_007182-T1, DBVPG3854_000638-T1
GF00000850	DBVPG3854_007258-T1, DBVPG3854_005091-T1, DBVPG3854_007296-T1
GF00000851	DBVPG3854_000195-T1, DBVPG3854_010832-T1, DBVPG3854_010834-T1
GF00000852	DBVPG3854_014430-T1, DBVPG3854_000636-T1, DBVPG3854_007181-T1
GF00000853	DBVPG3854_013492-T1, DBVPG3854_010797-T1, DBVPG3854_014642-T1
GF00000854	DBVPG3854_014645-T1, DBVPG3854_013502-T1, DBVPG3854_005618-T1
GF00000855	DBVPG3854_013702-T1, DBVPG3854_009773-T1, DBVPG3854_013703-T1
GF00000856	DBVPG3854_013098-T1, DBVPG3854_014026-T1, DBVPG3854_002430-T1
GF00000857	DBVPG3854_012600-T1, DBVPG3854_013881-T1, DBVPG3854_012613-T1
GF00000858	DBVPG3854_012293-T1, DBVPG3854_004364-T1, DBVPG3854_004389-T1
GF00000859	DBVPG3854_012823-T1, DBVPG3854_008910-T1, DBVPG3854_001379-T1
GF00000860	DBVPG3854_007852-T1, DBVPG3854_006958-T1, DBVPG3854_007853-T1
GF00000861	DBVPG3854_004201-T1, DBVPG3854_014656-T1, DBVPG3854_004303-T1
GF00000862	DBVPG3854_006898-T1, DBVPG3854_009404-T1, DBVPG3854_009405-T1
GF00000863	DBVPG3854_012715-T1, DBVPG3854_001343-T1, DBVPG3854_014467-T1
GF00000864	DBVPG3854_002314-T1, DBVPG3854_002312-T1, DBVPG3854_012705-T1
GF00000865	DBVPG3854_000123-T1, DBVPG3854_000136-T1, DBVPG3854_000122-T1
GF00000866	DBVPG3854_009592-T1, DBVPG3854_009593-T1, DBVPG3854_007450-T1
GF00000867	DBVPG3854_004951-T1, DBVPG3854_013671-T1
GF00000868	DBVPG3854_003790-T1, DBVPG3854_003026-T1
GF00000869	DBVPG3854_011756-T1, DBVPG3854_004182-T1
GF00000870	DBVPG3854_002044-T1, DBVPG3854_002239-T1
GF00000871	DBVPG3854_002371-T1, DBVPG3854_013886-T1
GF00000872	DBVPG3854_002191-T1, DBVPG3854_007684-T1
GF00000873	DBVPG3854_008175-T1, DBVPG3854_006967-T1
GF00000874	DBVPG3854_001089-T1, DBVPG3854_006879-T1
GF00000875	DBVPG3854_010371-T1, DBVPG3854_000893-T1
GF00000876	DBVPG3854_002288-T1, DBVPG3854_002095-T1
GF00000877	DBVPG3854_012044-T1, DBVPG3854_006418-T1
GF00000878	DBVPG3854_005013-T1, DBVPG3854_013553-T1
GF00000879	DBVPG3854_002682-T1, DBVPG3854_004652-T1
GF00000880	DBVPG3854_006530-T1, DBVPG3854_009179-T1
GF00000881	DBVPG3854_000106-T1, DBVPG3854_008464-T1
GF00000882	DBVPG3854_011971-T1, DBVPG3854_008664-T1
GF00000883	DBVPG3854_012708-T1, DBVPG3854_002310-T1
GF00000884	DBVPG3854_012259-T1, DBVPG3854_003914-T1
GF00000885	DBVPG3854_004131-T1, DBVPG3854_001521-T1
GF00000886	DBVPG3854_010878-T1, DBVPG3854_014331-T1
GF00000887	DBVPG3854_007253-T1, DBVPG3854_005095-T1
GF00000888	DBVPG3854_008338-T1, DBVPG3854_004333-T1
GF00000889	DBVPG3854_002003-T1, DBVPG3854_003481-T1
GF00000890	DBVPG3854_005292-T1, DBVPG3854_009028-T1
GF00000891	DBVPG3854_000823-T1, DBVPG3854_011691-T1
GF00000892	DBVPG3854_012185-T1, DBVPG3854_005172-T1
GF00000893	DBVPG3854_012655-T1, DBVPG3854_001881-T1
GF00000894	DBVPG3854_008303-T1, DBVPG3854_004749-T1
GF00000895	DBVPG3854_013939-T1, DBVPG3854_009444-T1
GF00000896	DBVPG3854_010833-T1, DBVPG3854_000194-T1
GF00000897	DBVPG3854_001754-T1, DBVPG3854_003888-T1
GF00000898	DBVPG3854_013262-T1, DBVPG3854_013336-T1
GF00000899	DBVPG3854_005638-T1, DBVPG3854_012013-T1
GF00000900	DBVPG3854_008738-T1, DBVPG3854_004479-T1
GF00000901	DBVPG3854_012916-T1, DBVPG3854_011397-T1
GF00000902	DBVPG3854_006693-T1, DBVPG3854_009300-T1
GF00000903	DBVPG3854_001155-T1, DBVPG3854_003531-T1
GF00000904	DBVPG3854_008038-T1, DBVPG3854_010147-T1
GF00000905	DBVPG3854_001126-T1, DBVPG3854_006842-T1
GF00000906	DBVPG3854_004139-T1, DBVPG3854_001512-T1
GF00000907	DBVPG3854_009315-T1, DBVPG3854_007398-T1
GF00000908	DBVPG3854_000563-T1, DBVPG3854_009656-T1
GF00000909	DBVPG3854_003255-T1, DBVPG3854_014191-T1
GF00000910	DBVPG3854_007573-T1, DBVPG3854_011609-T1
GF00000911	DBVPG3854_006653-T1, DBVPG3854_000270-T1
GF00000912	DBVPG3854_007897-T1, DBVPG3854_009170-T1
GF00000913	DBVPG3854_005113-T1, DBVPG3854_009712-T1
GF00000914	DBVPG3854_007222-T1, DBVPG3854_000675-T1
GF00000915	DBVPG3854_009431-T1, DBVPG3854_012268-T1
GF00000916	DBVPG3854_007079-T1, DBVPG3854_008386-T1
GF00000917	DBVPG3854_009857-T1, DBVPG3854_000240-T1
GF00000918	DBVPG3854_004624-T1, DBVPG3854_008082-T1
GF00000919	DBVPG3854_001822-T1, DBVPG3854_003825-T1
GF00000920	DBVPG3854_002051-T1, DBVPG3854_002247-T1
GF00000921	DBVPG3854_012472-T1, DBVPG3854_004943-T1
GF00000922	DBVPG3854_011883-T1, DBVPG3854_004887-T1
GF00000923	DBVPG3854_000653-T1, DBVPG3854_007199-T1
GF00000924	DBVPG3854_005243-T1, DBVPG3854_010998-T1
GF00000925	DBVPG3854_006378-T1, DBVPG3854_011075-T1
GF00000926	DBVPG3854_010434-T1, DBVPG3854_013012-T1
GF00000927	DBVPG3854_013833-T1, DBVPG3854_009793-T1
GF00000928	DBVPG3854_006465-T1, DBVPG3854_011045-T1
GF00000929	DBVPG3854_009927-T1, DBVPG3854_011220-T1
GF00000930	DBVPG3854_010240-T1, DBVPG3854_010979-T1
GF00000931	DBVPG3854_008541-T1, DBVPG3854_012255-T1
GF00000932	DBVPG3854_005837-T1, DBVPG3854_007563-T1
GF00000933	DBVPG3854_003229-T1, DBVPG3854_010679-T1
GF00000934	DBVPG3854_007976-T1, DBVPG3854_003168-T1
GF00000935	DBVPG3854_006787-T1, DBVPG3854_001654-T1
GF00000936	DBVPG3854_005543-T1, DBVPG3854_002916-T1
GF00000937	DBVPG3854_005485-T1, DBVPG3854_003310-T1
GF00000938	DBVPG3854_003491-T1, DBVPG3854_005381-T1
GF00000939	DBVPG3854_012366-T1, DBVPG3854_004244-T1
GF00000940	DBVPG3854_010048-T1, DBVPG3854_010010-T1
GF00000941	DBVPG3854_005864-T1, DBVPG3854_004999-T1
GF00000942	DBVPG3854_007006-T1, DBVPG3854_008213-T1
GF00000943	DBVPG3854_001775-T1, DBVPG3854_003867-T1
GF00000944	DBVPG3854_008233-T1, DBVPG3854_000424-T1
GF00000945	DBVPG3854_006110-T1, DBVPG3854_005929-T1
GF00000946	DBVPG3854_009072-T1, DBVPG3854_008793-T1
GF00000947	DBVPG3854_003414-T1, DBVPG3854_001940-T1
GF00000948	DBVPG3854_000188-T1, DBVPG3854_010840-T1
GF00000949	DBVPG3854_006351-T1, DBVPG3854_004267-T1
GF00000950	DBVPG3854_011676-T1, DBVPG3854_000811-T1
GF00000951	DBVPG3854_007385-T1, DBVPG3854_009336-T1
GF00000952	DBVPG3854_001878-T1, DBVPG3854_012658-T1
GF00000953	DBVPG3854_001867-T1, DBVPG3854_009961-T1
GF00000954	DBVPG3854_005279-T1, DBVPG3854_009015-T1
GF00000955	DBVPG3854_005600-T1, DBVPG3854_002862-T1
GF00000956	DBVPG3854_009496-T1, DBVPG3854_004046-T1
GF00000957	DBVPG3854_006416-T1, DBVPG3854_012042-T1
GF00000958	DBVPG3854_001751-T1, DBVPG3854_003891-T1
GF00000959	DBVPG3854_005215-T1, DBVPG3854_004800-T1
GF00000960	DBVPG3854_012006-T1, DBVPG3854_005849-T1
GF00000961	DBVPG3854_006604-T1, DBVPG3854_000316-T1
GF00000962	DBVPG3854_000355-T1, DBVPG3854_012167-T1
GF00000963	DBVPG3854_008481-T1, DBVPG3854_000089-T1
GF00000964	DBVPG3854_005289-T1, DBVPG3854_009025-T1
GF00000965	DBVPG3854_005514-T1, DBVPG3854_003280-T1
GF00000966	DBVPG3854_006728-T1, DBVPG3854_001586-T1
GF00000967	DBVPG3854_012409-T1, DBVPG3854_010296-T1
GF00000968	DBVPG3854_001733-T1, DBVPG3854_007349-T1
GF00000969	DBVPG3854_008565-T1, DBVPG3854_004832-T1
GF00000970	DBVPG3854_009966-T1, DBVPG3854_002829-T1
GF00000971	DBVPG3854_012759-T1, DBVPG3854_004901-T1
GF00000972	DBVPG3854_009847-T1, DBVPG3854_000232-T1
GF00000973	DBVPG3854_001487-T1, DBVPG3854_004163-T1
GF00000974	DBVPG3854_007332-T1, DBVPG3854_001716-T1
GF00000975	DBVPG3854_010752-T1, DBVPG3854_012819-T1
GF00000976	DBVPG3854_005669-T1, DBVPG3854_008767-T1
GF00000977	DBVPG3854_007041-T1, DBVPG3854_009107-T1
GF00000978	DBVPG3854_001694-T1, DBVPG3854_006828-T1
GF00000979	DBVPG3854_002036-T1, DBVPG3854_002231-T1
GF00000980	DBVPG3854_012937-T1, DBVPG3854_007353-T1
GF00000981	DBVPG3854_000261-T1, DBVPG3854_008883-T1
GF00000982	DBVPG3854_000310-T1, DBVPG3854_006612-T1
GF00000983	DBVPG3854_007614-T1, DBVPG3854_012957-T1
GF00000984	DBVPG3854_005092-T1, DBVPG3854_007256-T1
GF00000985	DBVPG3854_008248-T1, DBVPG3854_000410-T1
GF00000986	DBVPG3854_011328-T1, DBVPG3854_011916-T1
GF00000987	DBVPG3854_003034-T1, DBVPG3854_003798-T1
GF00000988	DBVPG3854_013535-T1, DBVPG3854_002923-T1
GF00000989	DBVPG3854_012616-T1, DBVPG3854_006065-T1
GF00000990	DBVPG3854_009296-T1, DBVPG3854_006697-T1
GF00000991	DBVPG3854_006513-T1, DBVPG3854_002411-T1
GF00000992	DBVPG3854_006549-T1, DBVPG3854_009197-T1
GF00000993	DBVPG3854_006920-T1, DBVPG3854_010525-T1
GF00000994	DBVPG3854_000063-T1, DBVPG3854_011499-T1
GF00000995	DBVPG3854_013351-T1, DBVPG3854_003053-T1
GF00000996	DBVPG3854_013309-T1, DBVPG3854_006234-T1
GF00000997	DBVPG3854_007966-T1, DBVPG3854_003158-T1
GF00000998	DBVPG3854_005176-T1, DBVPG3854_007930-T1
GF00000999	DBVPG3854_009710-T1, DBVPG3854_005115-T1
GF00001000	DBVPG3854_003033-T1, DBVPG3854_003797-T1
GF00001001	DBVPG3854_009755-T1, DBVPG3854_011525-T1
GF00001002	DBVPG3854_001592-T1, DBVPG3854_006721-T1
GF00001003	DBVPG3854_003862-T1, DBVPG3854_001780-T1
GF00001004	DBVPG3854_010470-T1, DBVPG3854_010657-T1
GF00001005	DBVPG3854_000047-T1, DBVPG3854_011483-T1
GF00001006	DBVPG3854_008945-T1, DBVPG3854_004545-T1
GF00001007	DBVPG3854_000257-T1, DBVPG3854_008879-T1
GF00001008	DBVPG3854_001757-T1, DBVPG3854_003885-T1
GF00001009	DBVPG3854_012209-T1, DBVPG3854_012548-T1
GF00001010	DBVPG3854_013491-T1, DBVPG3854_013414-T1
GF00001011	DBVPG3854_004645-T1, DBVPG3854_008062-T1
GF00001012	DBVPG3854_006900-T1, DBVPG3854_009407-T1
GF00001013	DBVPG3854_001309-T1, DBVPG3854_012151-T1
GF00001014	DBVPG3854_013534-T1, DBVPG3854_002922-T1
GF00001015	DBVPG3854_001658-T1, DBVPG3854_006791-T1
GF00001016	DBVPG3854_010911-T1, DBVPG3854_002390-T1
GF00001017	DBVPG3854_010658-T1, DBVPG3854_010469-T1
GF00001018	DBVPG3854_003950-T1, DBVPG3854_006163-T1
GF00001019	DBVPG3854_003945-T1, DBVPG3854_006168-T1
GF00001020	DBVPG3854_007150-T1, DBVPG3854_011963-T1
GF00001021	DBVPG3854_005296-T1, DBVPG3854_009032-T1
GF00001022	DBVPG3854_002306-T1, DBVPG3854_012712-T1
GF00001023	DBVPG3854_000681-T1, DBVPG3854_007228-T1
GF00001024	DBVPG3854_000358-T1, DBVPG3854_012170-T1
GF00001025	DBVPG3854_013476-T1, DBVPG3854_013615-T1
GF00001026	DBVPG3854_005228-T1, DBVPG3854_004789-T1
GF00001027	DBVPG3854_008382-T1, DBVPG3854_007083-T1
GF00001028	DBVPG3854_010001-T1, DBVPG3854_010039-T1
GF00001029	DBVPG3854_002050-T1, DBVPG3854_002245-T1
GF00001030	DBVPG3854_012150-T1, DBVPG3854_001308-T1
GF00001031	DBVPG3854_005155-T1, DBVPG3854_013083-T1
GF00001032	DBVPG3854_004412-T1, DBVPG3854_013852-T1
GF00001033	DBVPG3854_001136-T1, DBVPG3854_013332-T1
GF00001034	DBVPG3854_007365-T1, DBVPG3854_012925-T1
GF00001035	DBVPG3854_006859-T1, DBVPG3854_001110-T1
GF00001036	DBVPG3854_003409-T1, DBVPG3854_001935-T1
GF00001037	DBVPG3854_006103-T1, DBVPG3854_005935-T1
GF00001038	DBVPG3854_011929-T1, DBVPG3854_011316-T1
GF00001039	DBVPG3854_006187-T1, DBVPG3854_003923-T1
GF00001040	DBVPG3854_001259-T1, DBVPG3854_009245-T1
GF00001041	DBVPG3854_002137-T1, DBVPG3854_007828-T1
GF00001042	DBVPG3854_009992-T1, DBVPG3854_010030-T1
GF00001043	DBVPG3854_009822-T1, DBVPG3854_000207-T1
GF00001044	DBVPG3854_014201-T1, DBVPG3854_004105-T1
GF00001045	DBVPG3854_009209-T1, DBVPG3854_006561-T1
GF00001046	DBVPG3854_008810-T1, DBVPG3854_010063-T1
GF00001047	DBVPG3854_006131-T1, DBVPG3854_003981-T1
GF00001048	DBVPG3854_003983-T1, DBVPG3854_006129-T1
GF00001049	DBVPG3854_008390-T1, DBVPG3854_007075-T1
GF00001050	DBVPG3854_000074-T1, DBVPG3854_013921-T1
GF00001051	DBVPG3854_013130-T1, DBVPG3854_001460-T1
GF00001052	DBVPG3854_007649-T1, DBVPG3854_011153-T1
GF00001053	DBVPG3854_014102-T1, DBVPG3854_002721-T1
GF00001054	DBVPG3854_002861-T1, DBVPG3854_005601-T1
GF00001055	DBVPG3854_012361-T1, DBVPG3854_004238-T1
GF00001056	DBVPG3854_006171-T1, DBVPG3854_003942-T1
GF00001057	DBVPG3854_010425-T1, DBVPG3854_010293-T1
GF00001058	DBVPG3854_006052-T1, DBVPG3854_001075-T1
GF00001059	DBVPG3854_008865-T1, DBVPG3854_009691-T1
GF00001060	DBVPG3854_014150-T1, DBVPG3854_006495-T1
GF00001061	DBVPG3854_006954-T1, DBVPG3854_007857-T1
GF00001062	DBVPG3854_012280-T1, DBVPG3854_004377-T1
GF00001063	DBVPG3854_000662-T1, DBVPG3854_007209-T1
GF00001064	DBVPG3854_004696-T1, DBVPG3854_007475-T1
GF00001065	DBVPG3854_004119-T1, DBVPG3854_001532-T1
GF00001066	DBVPG3854_013847-T1, DBVPG3854_005968-T1
GF00001067	DBVPG3854_001513-T1, DBVPG3854_004138-T1
GF00001068	DBVPG3854_001969-T1, DBVPG3854_003445-T1
GF00001069	DBVPG3854_010860-T1, DBVPG3854_000151-T1
GF00001070	DBVPG3854_001611-T1, DBVPG3854_012840-T1
GF00001071	DBVPG3854_010499-T1, DBVPG3854_006944-T1
GF00001072	DBVPG3854_000608-T1, DBVPG3854_011613-T1
GF00001073	DBVPG3854_008279-T1, DBVPG3854_012775-T1
GF00001074	DBVPG3854_013449-T1, DBVPG3854_004868-T1
GF00001075	DBVPG3854_003248-T1, DBVPG3854_012678-T1
GF00001076	DBVPG3854_005904-T1, DBVPG3854_004958-T1
GF00001077	DBVPG3854_007315-T1, DBVPG3854_001699-T1
