	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000610	DBVPG3775_005491-T1, DBVPG3775_001116-T1
GF00000611	DBVPG3775_001577-T1, DBVPG3775_001605-T1
GF00000612	DBVPG3775_000592-T1, DBVPG3775_000591-T1
GF00000613	DBVPG3775_003185-T1, DBVPG3775_003187-T1
GF00000614	DBVPG3775_001241-T1, DBVPG3775_003969-T1
GF00000615	DBVPG3775_004232-T1, DBVPG3775_004230-T1
GF00000616	DBVPG3775_000735-T1, DBVPG3775_000733-T1
GF00000617	DBVPG3775_006103-T1, DBVPG3775_001602-T1
GF00000618	DBVPG3775_006139-T1, DBVPG3775_001535-T1
GF00000619	DBVPG3775_006493-T1, DBVPG3775_001548-T1
GF00000620	DBVPG3775_002521-T1, DBVPG3775_006925-T1
GF00000621	DBVPG3775_005323-T1, DBVPG3775_003928-T1
GF00000622	DBVPG3775_006617-T1, DBVPG3775_001454-T1
GF00000623	DBVPG3775_003725-T1, DBVPG3775_007375-T1
GF00000624	DBVPG3775_002180-T1, DBVPG3775_002178-T1
GF00000625	DBVPG3775_006427-T1, DBVPG3775_004409-T1
GF00000626	DBVPG3775_000543-T1, DBVPG3775_005258-T1
GF00000627	DBVPG3775_005313-T1, DBVPG3775_002296-T1
GF00000628	DBVPG3775_002156-T1, DBVPG3775_002821-T1
GF00000629	DBVPG3775_004005-T1, DBVPG3775_004294-T1
GF00000630	DBVPG3775_003278-T1, DBVPG3775_003275-T1
GF00000631	DBVPG3775_004998-T1, DBVPG3775_002665-T1
GF00000632	DBVPG3775_006857-T1, DBVPG3775_006858-T1
GF00000633	DBVPG3775_000487-T1, DBVPG3775_000832-T1
GF00000634	DBVPG3775_006115-T1, DBVPG3775_006397-T1
GF00000635	DBVPG3775_006872-T1, DBVPG3775_004306-T1
GF00000636	DBVPG3775_001818-T1, DBVPG3775_001817-T1
GF00000637	DBVPG3775_006528-T1, DBVPG3775_006530-T1
GF00000638	DBVPG3775_006979-T1, DBVPG3775_006980-T1
GF00000639	DBVPG3775_004134-T1, DBVPG3775_000421-T1
GF00000640	DBVPG3775_001086-T1, DBVPG3775_000384-T1
GF00000641	DBVPG3775_005303-T1, DBVPG3775_001887-T1
GF00000642	DBVPG3775_006555-T1, DBVPG3775_004536-T1
GF00000643	DBVPG3775_007097-T1, DBVPG3775_001059-T1
GF00000644	DBVPG3775_005506-T1, DBVPG3775_000790-T1
GF00000645	DBVPG3775_004865-T1, DBVPG3775_006880-T1
GF00000646	DBVPG3775_002111-T1, DBVPG3775_001964-T1
GF00000647	DBVPG3775_002157-T1, DBVPG3775_002160-T1
GF00000648	DBVPG3775_003065-T1, DBVPG3775_003064-T1
GF00000649	DBVPG3775_003305-T1, DBVPG3775_003257-T1
GF00000650	DBVPG3775_004298-T1, DBVPG3775_005097-T1
GF00000651	DBVPG3775_005833-T1, DBVPG3775_005834-T1
GF00000652	DBVPG3775_005399-T1, DBVPG3775_002840-T1
GF00000653	DBVPG3775_007376-T1, DBVPG3775_000653-T1
GF00000654	DBVPG3775_007363-T1, DBVPG3775_004832-T1
GF00000655	DBVPG3775_002404-T1, DBVPG3775_002405-T1
GF00000656	DBVPG3775_003672-T1, DBVPG3775_003671-T1
GF00000657	DBVPG3775_007398-T1, DBVPG3775_006400-T1
GF00000658	DBVPG3775_007561-T1, DBVPG3775_007559-T1
GF00000659	DBVPG3775_004382-T1, DBVPG3775_004381-T1
GF00000660	DBVPG3775_003147-T1, DBVPG3775_003149-T1
GF00000661	DBVPG3775_007410-T1, DBVPG3775_003855-T1
GF00000662	DBVPG3775_007056-T1, DBVPG3775_006089-T1
GF00000663	DBVPG3775_001691-T1, DBVPG3775_001692-T1
GF00000664	DBVPG3775_006975-T1, DBVPG3775_006456-T1
GF00000665	DBVPG3775_004422-T1, DBVPG3775_004423-T1
GF00000666	DBVPG3775_001688-T1, DBVPG3775_001690-T1
GF00000667	DBVPG3775_006988-T1, DBVPG3775_007470-T1
GF00000668	DBVPG3775_005256-T1, DBVPG3775_004829-T1
GF00000669	DBVPG3775_000038-T1, DBVPG3775_000039-T1
GF00000670	DBVPG3775_007344-T1, DBVPG3775_007343-T1
GF00000671	DBVPG3775_000084-T1, DBVPG3775_005351-T1
GF00000672	DBVPG3775_006644-T1, DBVPG3775_007548-T1
GF00000673	DBVPG3775_004624-T1, DBVPG3775_004626-T1
GF00000674	DBVPG3775_002881-T1, DBVPG3775_001972-T1
GF00000675	DBVPG3775_004746-T1, DBVPG3775_006116-T1
GF00000676	DBVPG3775_007285-T1, DBVPG3775_007284-T1
GF00000677	DBVPG3775_003345-T1, DBVPG3775_003343-T1
GF00000678	DBVPG3775_005159-T1, DBVPG3775_007151-T1
GF00000679	DBVPG3775_002028-T1, DBVPG3775_002038-T1
GF00000680	DBVPG3775_004072-T1, DBVPG3775_004074-T1
GF00000681	DBVPG3775_003606-T1, DBVPG3775_007256-T1
GF00000682	DBVPG3775_003269-T1, DBVPG3775_003268-T1
GF00000683	DBVPG3775_004725-T1, DBVPG3775_005741-T1
GF00000684	DBVPG3775_002179-T1, DBVPG3775_002181-T1
GF00000685	DBVPG3775_007025-T1, DBVPG3775_002660-T1
GF00000686	DBVPG3775_002556-T1, DBVPG3775_005357-T1
GF00000687	DBVPG3775_003685-T1, DBVPG3775_005043-T1
GF00000688	DBVPG3775_007418-T1, DBVPG3775_000432-T1
GF00000689	DBVPG3775_006289-T1, DBVPG3775_006286-T1
GF00000690	DBVPG3775_000553-T1, DBVPG3775_000550-T1
GF00000691	DBVPG3775_000909-T1, DBVPG3775_000932-T1
GF00000692	DBVPG3775_007294-T1, DBVPG3775_007293-T1
GF00000693	DBVPG3775_004114-T1, DBVPG3775_004117-T1
GF00000694	DBVPG3775_006269-T1, DBVPG3775_006276-T1
GF00000695	DBVPG3775_002191-T1, DBVPG3775_002195-T1
GF00000696	DBVPG3775_002723-T1, DBVPG3775_003766-T1
GF00000697	DBVPG3775_004777-T1, DBVPG3775_004774-T1
GF00000698	DBVPG3775_007597-T1, DBVPG3775_004735-T1
GF00000699	DBVPG3775_007150-T1, DBVPG3775_005158-T1
GF00000700	DBVPG3775_007349-T1, DBVPG3775_003156-T1
GF00000701	DBVPG3775_000150-T1, DBVPG3775_000149-T1
GF00000702	DBVPG3775_006349-T1, DBVPG3775_006347-T1
GF00000703	DBVPG3775_003953-T1
GF00000704	DBVPG3775_000501-T1
GF00000705	DBVPG3775_000877-T1
GF00000706	DBVPG3775_001177-T1
GF00000707	DBVPG3775_003494-T1
GF00000708	DBVPG3775_003802-T1
GF00000709	DBVPG3775_004094-T1
GF00000710	DBVPG3775_000785-T1
GF00000711	DBVPG3775_004607-T1
GF00000712	DBVPG3775_003825-T1
GF00000713	DBVPG3775_006625-T1
GF00000714	DBVPG3775_006542-T1
GF00000715	DBVPG3775_003397-T1
GF00000716	DBVPG3775_001777-T1
GF00000717	DBVPG3775_004024-T1
GF00000718	DBVPG3775_004964-T1
GF00000719	DBVPG3775_006973-T1
GF00000720	DBVPG3775_000419-T1
GF00000721	DBVPG3775_003033-T1
GF00000722	DBVPG3775_004190-T1
GF00000723	DBVPG3775_003239-T1
GF00000724	DBVPG3775_002492-T1
GF00000725	DBVPG3775_001974-T1
GF00000726	DBVPG3775_005251-T1
GF00000727	DBVPG3775_001984-T1
GF00000728	DBVPG3775_004168-T1
GF00000729	DBVPG3775_005382-T1
GF00000730	DBVPG3775_003595-T1
GF00000731	DBVPG3775_000117-T1
GF00000732	DBVPG3775_002974-T1
GF00000733	DBVPG3775_007428-T1
GF00000734	DBVPG3775_003184-T1
GF00000735	DBVPG3775_004689-T1
GF00000736	DBVPG3775_002251-T1
GF00000737	DBVPG3775_002602-T1
GF00000738	DBVPG3775_006344-T1
GF00000739	DBVPG3775_004270-T1
GF00000740	DBVPG3775_001886-T1
GF00000741	DBVPG3775_003241-T1
GF00000742	DBVPG3775_006227-T1
GF00000743	DBVPG3775_002099-T1
GF00000744	DBVPG3775_002478-T1
GF00000745	DBVPG3775_001125-T1
GF00000746	DBVPG3775_004128-T1
GF00000747	DBVPG3775_007466-T1
GF00000748	DBVPG3775_006410-T1
GF00000749	DBVPG3775_000901-T1
GF00000750	DBVPG3775_007456-T1
GF00000751	DBVPG3775_004285-T1
GF00000752	DBVPG3775_005588-T1
GF00000753	DBVPG3775_004489-T1
GF00000754	DBVPG3775_007218-T1
GF00000755	DBVPG3775_002081-T1
GF00000756	DBVPG3775_002258-T1
GF00000757	DBVPG3775_007476-T1
GF00000758	DBVPG3775_002013-T1
GF00000759	DBVPG3775_007041-T1
GF00000760	DBVPG3775_005912-T1
GF00000761	DBVPG3775_004390-T1
GF00000762	DBVPG3775_003987-T1
GF00000763	DBVPG3775_004049-T1
GF00000764	DBVPG3775_002185-T1
GF00000765	DBVPG3775_003078-T1
GF00000766	DBVPG3775_001386-T1
GF00000767	DBVPG3775_007499-T1
GF00000768	DBVPG3775_002293-T1
GF00000769	DBVPG3775_003212-T1
GF00000770	DBVPG3775_004045-T1
GF00000771	DBVPG3775_002650-T1
GF00000772	DBVPG3775_004532-T1
GF00000773	DBVPG3775_004950-T1
GF00000774	DBVPG3775_001983-T1
GF00000775	DBVPG3775_000602-T1
GF00000776	DBVPG3775_001351-T1
GF00000777	DBVPG3775_005427-T1
GF00000778	DBVPG3775_002656-T1
GF00000779	DBVPG3775_003659-T1
GF00000780	DBVPG3775_001200-T1
GF00000781	DBVPG3775_004144-T1
GF00000782	DBVPG3775_002612-T1
GF00000783	DBVPG3775_003199-T1
GF00000784	DBVPG3775_005978-T1
GF00000785	DBVPG3775_002996-T1
GF00000786	DBVPG3775_001773-T1
GF00000787	DBVPG3775_000121-T1
GF00000788	DBVPG3775_006553-T1
GF00000789	DBVPG3775_002005-T1
GF00000790	DBVPG3775_000342-T1
GF00000791	DBVPG3775_004152-T1
GF00000792	DBVPG3775_004559-T1
GF00000793	DBVPG3775_004969-T1
GF00000794	DBVPG3775_005221-T1
GF00000795	DBVPG3775_005606-T1
GF00000796	DBVPG3775_000061-T1
GF00000797	DBVPG3775_006060-T1
GF00000798	DBVPG3775_002306-T1
GF00000799	DBVPG3775_000402-T1
GF00000800	DBVPG3775_000095-T1
GF00000801	DBVPG3775_002766-T1
GF00000802	DBVPG3775_005688-T1
GF00000803	DBVPG3775_002132-T1
GF00000804	DBVPG3775_003073-T1
GF00000805	DBVPG3775_001188-T1
GF00000806	DBVPG3775_004988-T1
GF00000807	DBVPG3775_006511-T1
GF00000808	DBVPG3775_002060-T1
GF00000809	DBVPG3775_001786-T1
GF00000810	DBVPG3775_000338-T1
GF00000811	DBVPG3775_001656-T1
GF00000812	DBVPG3775_007232-T1
GF00000813	DBVPG3775_002877-T1
GF00000814	DBVPG3775_002334-T1
GF00000815	DBVPG3775_001220-T1
GF00000816	DBVPG3775_003279-T1
GF00000817	DBVPG3775_007358-T1
GF00000818	DBVPG3775_007154-T1
GF00000819	DBVPG3775_000806-T1
GF00000820	DBVPG3775_004834-T1
GF00000821	DBVPG3775_003847-T1
GF00000822	DBVPG3775_006448-T1
GF00000823	DBVPG3775_005199-T1
GF00000824	DBVPG3775_002371-T1
GF00000825	DBVPG3775_007576-T1
GF00000826	DBVPG3775_003906-T1
GF00000827	DBVPG3775_006213-T1
GF00000828	DBVPG3775_005481-T1
GF00000829	DBVPG3775_005312-T1
GF00000830	DBVPG3775_004813-T1
GF00000831	DBVPG3775_001373-T1
GF00000832	DBVPG3775_004416-T1
GF00000833	DBVPG3775_004457-T1
GF00000834	DBVPG3775_004326-T1
GF00000835	DBVPG3775_003718-T1
GF00000836	DBVPG3775_006025-T1
GF00000837	DBVPG3775_001730-T1
GF00000838	DBVPG3775_006131-T1
GF00000839	DBVPG3775_001279-T1
GF00000840	DBVPG3775_005662-T1
GF00000841	DBVPG3775_005268-T1
GF00000842	DBVPG3775_006933-T1
GF00000843	DBVPG3775_000274-T1
GF00000844	DBVPG3775_004713-T1
GF00000845	DBVPG3775_004643-T1
GF00000846	DBVPG3775_002709-T1
GF00000847	DBVPG3775_006471-T1
GF00000848	DBVPG3775_005197-T1
GF00000849	DBVPG3775_003698-T1
GF00000850	DBVPG3775_000717-T1
GF00000851	DBVPG3775_001614-T1
GF00000852	DBVPG3775_003624-T1
GF00000853	DBVPG3775_005164-T1
GF00000854	DBVPG3775_000671-T1
GF00000855	DBVPG3775_002622-T1
GF00000856	DBVPG3775_000313-T1
GF00000857	DBVPG3775_004728-T1
GF00000858	DBVPG3775_004221-T1
GF00000859	DBVPG3775_001630-T1
GF00000860	DBVPG3775_007167-T1
GF00000861	DBVPG3775_002199-T1
GF00000862	DBVPG3775_004593-T1
GF00000863	DBVPG3775_000723-T1
GF00000864	DBVPG3775_005623-T1
GF00000865	DBVPG3775_003085-T1
GF00000866	DBVPG3775_002875-T1
GF00000867	DBVPG3775_006651-T1
GF00000868	DBVPG3775_000405-T1
GF00000869	DBVPG3775_004944-T1
GF00000870	DBVPG3775_004542-T1
GF00000871	DBVPG3775_004752-T1
GF00000872	DBVPG3775_005380-T1
GF00000873	DBVPG3775_000299-T1
GF00000874	DBVPG3775_004663-T1
GF00000875	DBVPG3775_000673-T1
GF00000876	DBVPG3775_003626-T1
GF00000877	DBVPG3775_004064-T1
GF00000878	DBVPG3775_007447-T1
GF00000879	DBVPG3775_001754-T1
GF00000880	DBVPG3775_002482-T1
GF00000881	DBVPG3775_006735-T1
GF00000882	DBVPG3775_002243-T1
GF00000883	DBVPG3775_001399-T1
GF00000884	DBVPG3775_000896-T1
GF00000885	DBVPG3775_002058-T1
GF00000886	DBVPG3775_007044-T1
GF00000887	DBVPG3775_000433-T1
GF00000888	DBVPG3775_000172-T1
GF00000889	DBVPG3775_004322-T1
GF00000890	DBVPG3775_001697-T1
GF00000891	DBVPG3775_004970-T1
GF00000892	DBVPG3775_004446-T1
GF00000893	DBVPG3775_003467-T1
GF00000894	DBVPG3775_006441-T1
GF00000895	DBVPG3775_003213-T1
GF00000896	DBVPG3775_005879-T1
GF00000897	DBVPG3775_002021-T1
GF00000898	DBVPG3775_000123-T1
GF00000899	DBVPG3775_003034-T1
GF00000900	DBVPG3775_004359-T1
GF00000901	DBVPG3775_006239-T1
GF00000902	DBVPG3775_006725-T1
GF00000903	DBVPG3775_005371-T1
GF00000904	DBVPG3775_006168-T1
GF00000905	DBVPG3775_007361-T1
GF00000906	DBVPG3775_006945-T1
GF00000907	DBVPG3775_004759-T1
GF00000908	DBVPG3775_006534-T1
GF00000909	DBVPG3775_003911-T1
GF00000910	DBVPG3775_005863-T1
GF00000911	DBVPG3775_004627-T1
GF00000912	DBVPG3775_003270-T1
GF00000913	DBVPG3775_005479-T1
GF00000914	DBVPG3775_000033-T1
GF00000915	DBVPG3775_004724-T1
GF00000916	DBVPG3775_000657-T1
GF00000917	DBVPG3775_003784-T1
GF00000918	DBVPG3775_005836-T1
GF00000919	DBVPG3775_002440-T1
GF00000920	DBVPG3775_002910-T1
GF00000921	DBVPG3775_001360-T1
GF00000922	DBVPG3775_004027-T1
GF00000923	DBVPG3775_003351-T1
GF00000924	DBVPG3775_006310-T1
GF00000925	DBVPG3775_004677-T1
GF00000926	DBVPG3775_004296-T1
GF00000927	DBVPG3775_002014-T1
GF00000928	DBVPG3775_005896-T1
GF00000929	DBVPG3775_004640-T1
GF00000930	DBVPG3775_002883-T1
GF00000931	DBVPG3775_007327-T1
GF00000932	DBVPG3775_007502-T1
GF00000933	DBVPG3775_001145-T1
GF00000934	DBVPG3775_001127-T1
GF00000935	DBVPG3775_000325-T1
GF00000936	DBVPG3775_002152-T1
GF00000937	DBVPG3775_000648-T1
GF00000938	DBVPG3775_004519-T1
GF00000939	DBVPG3775_002797-T1
GF00000940	DBVPG3775_004000-T1
GF00000941	DBVPG3775_000211-T1
GF00000942	DBVPG3775_007386-T1
GF00000943	DBVPG3775_005098-T1
GF00000944	DBVPG3775_001458-T1
GF00000945	DBVPG3775_006912-T1
GF00000946	DBVPG3775_007000-T1
GF00000947	DBVPG3775_002378-T1
GF00000948	DBVPG3775_007234-T1
GF00000949	DBVPG3775_002592-T1
GF00000950	DBVPG3775_006185-T1
GF00000951	DBVPG3775_000581-T1
GF00000952	DBVPG3775_002448-T1
GF00000953	DBVPG3775_006992-T1
GF00000954	DBVPG3775_007030-T1
GF00000955	DBVPG3775_002661-T1
GF00000956	DBVPG3775_007481-T1
GF00000957	DBVPG3775_005236-T1
GF00000958	DBVPG3775_006467-T1
GF00000959	DBVPG3775_003548-T1
GF00000960	DBVPG3775_003592-T1
GF00000961	DBVPG3775_005468-T1
GF00000962	DBVPG3775_005749-T1
GF00000963	DBVPG3775_005440-T1
GF00000964	DBVPG3775_000952-T1
GF00000965	DBVPG3775_005140-T1
GF00000966	DBVPG3775_001228-T1
GF00000967	DBVPG3775_000536-T1
GF00000968	DBVPG3775_004026-T1
GF00000969	DBVPG3775_004674-T1
GF00000970	DBVPG3775_003939-T1
GF00000971	DBVPG3775_001400-T1
GF00000972	DBVPG3775_006740-T1
GF00000973	DBVPG3775_003225-T1
GF00000974	DBVPG3775_000567-T1
GF00000975	DBVPG3775_005200-T1
GF00000976	DBVPG3775_000748-T1
GF00000977	DBVPG3775_007387-T1
GF00000978	DBVPG3775_004828-T1
GF00000979	DBVPG3775_000837-T1
GF00000980	DBVPG3775_004761-T1
GF00000981	DBVPG3775_001047-T1
GF00000982	DBVPG3775_006816-T1
GF00000983	DBVPG3775_000856-T1
GF00000984	DBVPG3775_002512-T1
GF00000985	DBVPG3775_001293-T1
GF00000986	DBVPG3775_000408-T1
GF00000987	DBVPG3775_003801-T1
GF00000988	DBVPG3775_002641-T1
GF00000989	DBVPG3775_003238-T1
GF00000990	DBVPG3775_006688-T1
GF00000991	DBVPG3775_007130-T1
GF00000992	DBVPG3775_002223-T1
GF00000993	DBVPG3775_006598-T1
GF00000994	DBVPG3775_000063-T1
GF00000995	DBVPG3775_002239-T1
GF00000996	DBVPG3775_002175-T1
GF00000997	DBVPG3775_003551-T1
GF00000998	DBVPG3775_002938-T1
GF00000999	DBVPG3775_004557-T1
GF00001000	DBVPG3775_005708-T1
GF00001001	DBVPG3775_004507-T1
GF00001002	DBVPG3775_001103-T1
GF00001003	DBVPG3775_002827-T1
GF00001004	DBVPG3775_007012-T1
GF00001005	DBVPG3775_001721-T1
GF00001006	DBVPG3775_001503-T1
GF00001007	DBVPG3775_005439-T1
GF00001008	DBVPG3775_003679-T1
GF00001009	DBVPG3775_005734-T1
GF00001010	DBVPG3775_001594-T1
GF00001011	DBVPG3775_002233-T1
GF00001012	DBVPG3775_004343-T1
GF00001013	DBVPG3775_003797-T1
GF00001014	DBVPG3775_003511-T1
GF00001015	DBVPG3775_003578-T1
GF00001016	DBVPG3775_006785-T1
GF00001017	DBVPG3775_005264-T1
GF00001018	DBVPG3775_006635-T1
GF00001019	DBVPG3775_007181-T1
GF00001020	DBVPG3775_001227-T1
GF00001021	DBVPG3775_004792-T1
GF00001022	DBVPG3775_005907-T1
GF00001023	DBVPG3775_007017-T1
GF00001024	DBVPG3775_006383-T1
GF00001025	DBVPG3775_002112-T1
GF00001026	DBVPG3775_006533-T1
GF00001027	DBVPG3775_002535-T1
GF00001028	DBVPG3775_005202-T1
GF00001029	DBVPG3775_004664-T1
GF00001030	DBVPG3775_002428-T1
GF00001031	DBVPG3775_001456-T1
GF00001032	DBVPG3775_006057-T1
GF00001033	DBVPG3775_003476-T1
GF00001034	DBVPG3775_002769-T1
GF00001035	DBVPG3775_001285-T1
GF00001036	DBVPG3775_005311-T1
GF00001037	DBVPG3775_001861-T1
GF00001038	DBVPG3775_004192-T1
GF00001039	DBVPG3775_001320-T1
GF00001040	DBVPG3775_002864-T1
GF00001041	DBVPG3775_002499-T1
GF00001042	DBVPG3775_004466-T1
GF00001043	DBVPG3775_002954-T1
GF00001044	DBVPG3775_003628-T1
GF00001045	DBVPG3775_003196-T1
GF00001046	DBVPG3775_004560-T1
GF00001047	DBVPG3775_006621-T1
GF00001048	DBVPG3775_004852-T1
GF00001049	DBVPG3775_000128-T1
GF00001050	DBVPG3775_004984-T1
GF00001051	DBVPG3775_000498-T1
GF00001052	DBVPG3775_003175-T1
GF00001053	DBVPG3775_002879-T1
GF00001054	DBVPG3775_004909-T1
GF00001055	DBVPG3775_007107-T1
GF00001056	DBVPG3775_004282-T1
GF00001057	DBVPG3775_000099-T1
GF00001058	DBVPG3775_005058-T1
GF00001059	DBVPG3775_003896-T1
GF00001060	DBVPG3775_003916-T1
GF00001061	DBVPG3775_004579-T1
GF00001062	DBVPG3775_004090-T1
GF00001063	DBVPG3775_006873-T1
GF00001064	DBVPG3775_006664-T1
GF00001065	DBVPG3775_007600-T1
GF00001066	DBVPG3775_001423-T1
GF00001067	DBVPG3775_007496-T1
GF00001068	DBVPG3775_003469-T1
GF00001069	DBVPG3775_001913-T1
GF00001070	DBVPG3775_002040-T1
GF00001071	DBVPG3775_001290-T1
GF00001072	DBVPG3775_002402-T1
GF00001073	DBVPG3775_005241-T1
GF00001074	DBVPG3775_005539-T1
GF00001075	DBVPG3775_007055-T1
GF00001076	DBVPG3775_006351-T1
GF00001077	DBVPG3775_001683-T1
GF00001078	DBVPG3775_002927-T1
GF00001079	DBVPG3775_005660-T1
GF00001080	DBVPG3775_004491-T1
GF00001081	DBVPG3775_005488-T1
GF00001082	DBVPG3775_004244-T1
GF00001083	DBVPG3775_001894-T1
GF00001084	DBVPG3775_006681-T1
GF00001085	DBVPG3775_004334-T1
GF00001086	DBVPG3775_000078-T1
GF00001087	DBVPG3775_006572-T1
GF00001088	DBVPG3775_000749-T1
GF00001089	DBVPG3775_003346-T1
GF00001090	DBVPG3775_000722-T1
GF00001091	DBVPG3775_002107-T1
GF00001092	DBVPG3775_005398-T1
GF00001093	DBVPG3775_003099-T1
GF00001094	DBVPG3775_006568-T1
GF00001095	DBVPG3775_000727-T1
GF00001096	DBVPG3775_007297-T1
GF00001097	DBVPG3775_001486-T1
GF00001098	DBVPG3775_001350-T1
GF00001099	DBVPG3775_003703-T1
GF00001100	DBVPG3775_004709-T1
GF00001101	DBVPG3775_000457-T1
GF00001102	DBVPG3775_001344-T1
GF00001103	DBVPG3775_003564-T1
GF00001104	DBVPG3775_004295-T1
GF00001105	DBVPG3775_004911-T1
GF00001106	DBVPG3775_000755-T1
GF00001107	DBVPG3775_006687-T1
GF00001108	DBVPG3775_003833-T1
GF00001109	DBVPG3775_005729-T1
GF00001110	DBVPG3775_005261-T1
GF00001111	DBVPG3775_001115-T1
GF00001112	DBVPG3775_000053-T1
GF00001113	DBVPG3775_003712-T1
GF00001114	DBVPG3775_004762-T1
GF00001115	DBVPG3775_001879-T1
GF00001116	DBVPG3775_005182-T1
GF00001117	DBVPG3775_000452-T1
GF00001118	DBVPG3775_000795-T1
GF00001119	DBVPG3775_007066-T1
GF00001120	DBVPG3775_000308-T1
GF00001121	DBVPG3775_005342-T1
GF00001122	DBVPG3775_003410-T1
GF00001123	DBVPG3775_000438-T1
GF00001124	DBVPG3775_000911-T1
GF00001125	DBVPG3775_001263-T1
GF00001126	DBVPG3775_001522-T1
GF00001127	DBVPG3775_007153-T1
GF00001128	DBVPG3775_005148-T1
GF00001129	DBVPG3775_006134-T1
GF00001130	DBVPG3775_003648-T1
GF00001131	DBVPG3775_007298-T1
GF00001132	DBVPG3775_002133-T1
GF00001133	DBVPG3775_006024-T1
GF00001134	DBVPG3775_006187-T1
GF00001135	DBVPG3775_002906-T1
GF00001136	DBVPG3775_000705-T1
GF00001137	DBVPG3775_002434-T1
GF00001138	DBVPG3775_001664-T1
GF00001139	DBVPG3775_004241-T1
GF00001140	DBVPG3775_002208-T1
GF00001141	DBVPG3775_002799-T1
GF00001142	DBVPG3775_003631-T1
GF00001143	DBVPG3775_003974-T1
GF00001144	DBVPG3775_007176-T1
GF00001145	DBVPG3775_007191-T1
GF00001146	DBVPG3775_002431-T1
GF00001147	DBVPG3775_005739-T1
GF00001148	DBVPG3775_005096-T1
GF00001149	DBVPG3775_006567-T1
GF00001150	DBVPG3775_006112-T1
GF00001151	DBVPG3775_007073-T1
GF00001152	DBVPG3775_002154-T1
GF00001153	DBVPG3775_001141-T1
GF00001154	DBVPG3775_001114-T1
GF00001155	DBVPG3775_001869-T1
GF00001156	DBVPG3775_000294-T1
GF00001157	DBVPG3775_004918-T1
GF00001158	DBVPG3775_006797-T1
GF00001159	DBVPG3775_005048-T1
GF00001160	DBVPG3775_001068-T1
GF00001161	DBVPG3775_002341-T1
GF00001162	DBVPG3775_004245-T1
GF00001163	DBVPG3775_004758-T1
GF00001164	DBVPG3775_005974-T1
GF00001165	DBVPG3775_001680-T1
GF00001166	DBVPG3775_001574-T1
GF00001167	DBVPG3775_002253-T1
GF00001168	DBVPG3775_002078-T1
GF00001169	DBVPG3775_007515-T1
GF00001170	DBVPG3775_006639-T1
GF00001171	DBVPG3775_007230-T1
GF00001172	DBVPG3775_001857-T1
GF00001173	DBVPG3775_004987-T1
GF00001174	DBVPG3775_000919-T1
GF00001175	DBVPG3775_001838-T1
GF00001176	DBVPG3775_005356-T1
GF00001177	DBVPG3775_003287-T1
GF00001178	DBVPG3775_002563-T1
GF00001179	DBVPG3775_004014-T1
GF00001180	DBVPG3775_005891-T1
GF00001181	DBVPG3775_002432-T1
GF00001182	DBVPG3775_004820-T1
GF00001183	DBVPG3775_002541-T1
GF00001184	DBVPG3775_003456-T1
GF00001185	DBVPG3775_003620-T1
GF00001186	DBVPG3775_002519-T1
GF00001187	DBVPG3775_003316-T1
GF00001188	DBVPG3775_006914-T1
GF00001189	DBVPG3775_005992-T1
GF00001190	DBVPG3775_002513-T1
GF00001191	DBVPG3775_005028-T1
GF00001192	DBVPG3775_003029-T1
GF00001193	DBVPG3775_004304-T1
GF00001194	DBVPG3775_003806-T1
GF00001195	DBVPG3775_000226-T1
GF00001196	DBVPG3775_005273-T1
GF00001197	DBVPG3775_007332-T1
GF00001198	DBVPG3775_002728-T1
GF00001199	DBVPG3775_002962-T1
GF00001200	DBVPG3775_000285-T1
GF00001201	DBVPG3775_006502-T1
GF00001202	DBVPG3775_006671-T1
GF00001203	DBVPG3775_001681-T1
GF00001204	DBVPG3775_003934-T1
GF00001205	DBVPG3775_001417-T1
GF00001206	DBVPG3775_007108-T1
GF00001207	DBVPG3775_000152-T1
GF00001208	DBVPG3775_003908-T1
GF00001209	DBVPG3775_004585-T1
GF00001210	DBVPG3775_000761-T1
GF00001211	DBVPG3775_005126-T1
GF00001212	DBVPG3775_004527-T1
GF00001213	DBVPG3775_005191-T1
GF00001214	DBVPG3775_006369-T1
GF00001215	DBVPG3775_002630-T1
GF00001216	DBVPG3775_001635-T1
GF00001217	DBVPG3775_000491-T1
GF00001218	DBVPG3775_004841-T1
GF00001219	DBVPG3775_005865-T1
GF00001220	DBVPG3775_006490-T1
GF00001221	DBVPG3775_004948-T1
GF00001222	DBVPG3775_003063-T1
GF00001223	DBVPG3775_003513-T1
GF00001224	DBVPG3775_000941-T1
GF00001225	DBVPG3775_002815-T1
GF00001226	DBVPG3775_003455-T1
GF00001227	DBVPG3775_003485-T1
GF00001228	DBVPG3775_006532-T1
GF00001229	DBVPG3775_003173-T1
GF00001230	DBVPG3775_005991-T1
GF00001231	DBVPG3775_004325-T1
GF00001232	DBVPG3775_005878-T1
GF00001233	DBVPG3775_001219-T1
GF00001234	DBVPG3775_000089-T1
GF00001235	DBVPG3775_002931-T1
GF00001236	DBVPG3775_002915-T1
GF00001237	DBVPG3775_002234-T1
GF00001238	DBVPG3775_001648-T1
GF00001239	DBVPG3775_004991-T1
GF00001240	DBVPG3775_005840-T1
GF00001241	DBVPG3775_006900-T1
GF00001242	DBVPG3775_001693-T1
